step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
1	-2521.082219032296507	-2527.937706983255794	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572957516312068	0	2	3	4	5	5	6	5	7	10	8	9	9	9	8	11	10	10	10	9	11	10	11	11	13	13	11	12	12	11	12	11	11	13	11	11	12	13	12	12	13	13	14	14	13	12	13	13	14	14	15	15	14	15	15	14	16	16	16	16	17	16	17	17	20	18	19	19	20	20	20	20	20	21	21	21	22	22	22	22	23	22	24	23	25	26	28	28	27	29	31	31	34	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	3	4	5	4	5	5	5	4	6	5	5	5	5	6	5	6	6	7	7	6	6	6	6	6	6	6	7	6	6	6	7	6	6	7	7	7	7	7	6	7	7	7	7	8	8	7	8	8	7	8	8	8	8	9	8	9	9	10	9	10	10	10	10	10	10	10	11	11	11	11	11	11	11	12	11	12	12	13	13	14	14	14	15	16	16	17
500	-666.232638037583570	-673.088125988542970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418847185536614	0	3	2	5	5	5	7	5	7	9	8	9	9	8	8	12	11	11	9	10	12	9	12	12	14	12	11	12	10	12	13	12	12	13	11	12	12	13	11	11	14	13	15	14	14	12	14	13	14	14	15	15	12	15	15	15	16	16	17	16	17	16	17	18	21	18	19	19	19	20	20	20	20	21	20	20	21	22	23	21	23	23	23	22	24	26	27	29	28	29	30	30	35	0	1	1	2	2	1	4	0	5	6	5	6	2	5	6	0	11	2	2	11	39	4	18	39	21	29	15	0	14	14	19	6	40	35	10	4	19	26	10	19	53	39	24	26	27	39	0	40	46	27	38	49	40	27	26	20	10	55	62	21	52	54	62	26	13	55	63	57	59	45	37	69	59	37	23	39	19	35	80	21	39	77	77	57	76	19	83	57	83	87	77	83	68	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	4	4	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	2	4	4	1	1	2	1	1	1	3	6	1	1	1	1	3	5	1	2	6	5	3	7	6	1	6	8	1	1	5	3	8	2	8	5	1	4	5	7
1000	-1057.258149630225716	-1064.113637581185003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503267982401942	0	1	3	4	6	6	6	5	7	10	8	10	10	9	8	10	10	10	9	9	11	10	11	11	12	12	12	12	12	11	12	11	12	13	12	10	12	14	11	13	13	14	13	14	13	12	12	14	13	14	15	15	13	15	15	15	17	16	16	15	18	17	18	17	21	19	20	18	19	19	20	20	21	22	21	20	23	21	21	21	22	22	23	23	25	25	28	27	28	29	31	30	34	0	1	1	3	4	2	4	0	3	6	5	4	5	8	7	0	15	6	4	3	10	11	5	36	36	17	17	0	5	19	20	13	13	13	10	14	19	39	36	37	1	40	24	26	26	13	0	25	21	26	38	21	24	14	45	47	23	26	29	33	29	45	55	41	62	62	62	32	54	57	36	69	62	57	57	21	79	64	34	25	57	78	78	57	83	83	86	57	38	85	88	86	91	1	1	2	1	1	2	1	1	2	2	1	4	2	1	1	1	1	2	2	3	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	5	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	4	2	2	1	3	2	1	1	2	1	1	3	2	1	4	1	2	2	2	4	1	2	4	5	2	1	1	4	2	1	2	5	11	2	2	2	1
1500	-580.629302419793362	-587.484790370752762	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610464973364277	0	1	3	5	4	6	6	5	7	9	8	9	9	9	8	10	10	7	10	8	12	9	12	12	12	13	11	11	13	10	12	11	10	13	11	10	13	13	12	11	13	13	15	15	12	12	13	13	14	14	16	16	14	15	15	15	17	17	16	15	17	16	17	17	21	18	19	18	20	20	19	21	20	21	21	21	20	23	22	23	23	23	25	22	24	27	28	29	28	28	32	31	34	0	1	1	2	2	4	3	0	5	9	5	7	20	18	6	0	13	6	6	7	11	7	40	33	40	27	14	0	39	12	12	22	10	10	10	11	21	27	33	14	33	11	24	38	11	40	0	25	23	11	27	60	14	50	26	47	38	27	45	24	25	44	59	51	52	26	35	63	59	51	24	59	63	57	57	60	25	71	58	36	19	74	77	75	25	77	85	77	83	83	87	87	91	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	1	2	2	1	1	2	1	1	1	1	3	3	1	3	1	1	1	2	3	2	1	2	1	1	1	3	2	4	1	2	1	3	2	2	2	3	3	3	2	3	6	7	1	3	1	4	4	2	7	2	1	2	1	1
2000	-1154.871110196235577	-1161.726598147194863	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661667981849958	0	2	3	4	5	4	7	5	8	11	8	8	9	8	6	11	11	11	10	9	11	9	10	11	13	14	11	13	12	12	11	11	11	14	10	10	13	13	13	12	13	14	13	15	14	12	12	14	13	14	15	14	13	16	14	14	16	15	15	16	18	17	17	16	21	17	17	20	20	20	20	19	20	21	21	20	23	20	22	22	24	22	24	21	25	26	29	29	28	30	32	31	35	0	1	1	2	6	2	4	0	5	23	15	15	3	15	8	0	20	15	6	11	23	5	14	35	31	11	11	0	21	12	12	22	35	40	11	14	21	17	27	35	27	23	17	45	39	33	0	40	36	39	26	24	36	48	39	47	41	41	26	19	52	45	59	58	71	59	42	40	59	66	28	62	60	54	21	54	21	10	68	76	84	78	74	33	75	83	86	83	86	86	92	88	91	1	1	2	1	1	1	2	1	2	1	1	1	3	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	4	2	2	1	1	1	1	1	2	2	1	4	1	2	3	8	3	7	4	1	1	1	1	2	2	2	1	2	3	1	2	1	1	1
2500	-706.849611417684741	-713.705099368644142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761549902409166	0	2	4	5	6	6	6	6	7	9	9	9	9	10	8	11	11	8	10	9	11	11	10	12	13	11	12	10	13	11	12	11	11	14	11	10	13	14	10	12	13	14	15	13	14	12	12	14	14	14	16	16	13	14	15	15	17	17	16	17	17	15	18	17	19	18	20	19	20	20	20	21	20	22	20	22	22	21	22	22	23	23	24	22	24	26	28	29	28	30	30	29	34	0	1	2	3	4	3	1	0	3	7	5	7	15	11	8	0	11	6	6	9	10	23	10	23	27	36	12	0	35	12	32	15	23	40	23	13	40	25	13	23	16	23	35	26	26	35	0	40	40	20	38	24	22	16	26	47	56	55	55	55	52	26	62	34	61	62	52	63	59	63	51	59	59	78	60	18	78	64	56	78	76	64	78	64	78	78	86	87	86	89	87	87	92	1	1	1	1	1	1	4	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	2	1	2	5	1	2	3	1	1	2	2	3	2	2	1	1	1	1	1	1	2
3000	-516.208088575236275	-523.063576526195675	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651287462234018	-1	3	3	4	6	4	6	4	7	9	7	9	8	10	9	10	10	11	9	9	11	7	10	11	13	11	12	12	12	11	13	10	11	13	11	12	13	13	13	12	14	13	13	13	13	12	13	11	14	14	16	15	14	15	15	15	16	16	16	17	17	17	17	17	20	19	19	18	21	21	18	19	19	22	21	21	21	23	21	23	24	23	25	24	25	26	27	29	28	29	31	30	33	0	1	1	3	6	1	4	0	5	11	6	7	7	5	22	0	15	11	5	9	5	4	15	23	21	11	26	0	17	19	19	13	23	48	14	19	15	26	9	23	28	23	24	26	26	35	0	23	35	45	29	43	29	37	45	47	34	55	45	56	52	59	59	56	54	62	21	56	62	66	57	18	62	49	37	29	37	25	58	77	18	77	57	78	78	77	86	87	87	89	89	89	90	1	1	1	1	1	3	1	1	1	2	1	2	1	2	1	1	1	3	2	1	2	2	1	1	1	3	1	1	2	1	2	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	4	4	4	4	4	1	1	6	1	3	1	1	2	1	1	1	1	1	1	2
3500	-511.374598980698920	-518.230086931658320	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687297032347020	0	2	2	4	5	6	6	5	7	10	8	8	9	9	9	10	10	10	10	10	12	11	11	12	13	11	11	13	12	10	11	11	10	13	11	11	11	13	12	12	13	14	14	14	13	13	13	14	13	15	16	15	15	16	15	15	17	17	17	17	17	14	17	18	21	19	19	19	20	20	19	20	20	22	21	20	22	22	22	23	23	23	25	23	24	26	28	29	27	29	32	30	34	0	1	1	2	3	2	4	0	6	11	5	7	6	9	3	0	13	6	12	7	37	14	20	35	22	18	11	0	35	12	5	12	11	35	20	15	13	27	19	10	21	40	24	45	26	35	0	29	20	20	38	24	34	46	45	47	50	55	62	42	52	17	45	58	58	59	57	57	59	66	51	64	59	76	37	68	76	21	75	74	64	78	85	68	78	85	86	87	86	86	92	86	91	1	1	1	1	1	3	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	5	1	1	4	1	1	2	1	1	2	1	1	2	1	1	2	2	2	1
4000	-511.425255019601536	-518.280742970560937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743895626803926	0	2	3	4	6	5	6	5	8	10	8	9	8	9	8	12	10	10	11	9	12	11	12	11	13	12	11	12	12	11	13	12	11	13	9	11	12	13	12	11	10	13	14	14	14	13	11	14	14	13	16	15	14	14	16	13	16	16	16	16	14	16	17	16	20	18	19	17	20	20	18	19	20	20	22	20	23	23	23	23	22	23	24	24	25	27	28	29	26	28	30	31	34	0	1	2	3	4	4	4	0	5	20	5	4	6	6	7	0	11	4	15	7	35	13	40	20	37	27	41	0	9	12	12	41	35	40	13	7	14	26	47	35	20	23	24	26	26	40	0	25	23	27	38	43	7	29	26	47	31	26	45	42	36	38	62	33	57	62	44	46	58	44	49	66	58	71	68	10	75	76	75	74	10	81	79	81	79	83	89	89	85	86	89	88	91	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	2	2	2	2	2	2	2	1	3	1	3	4	1	2	1	2	7	1	1	1	1	2	1	2	1	1	2	1	2
4500	-509.984334949561116	-516.839822900520517	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719853380712792	0	2	3	4	4	5	5	5	7	11	8	9	9	8	9	12	10	9	10	7	12	10	11	10	12	13	11	11	13	11	13	11	12	11	10	11	13	14	13	13	12	14	14	14	14	12	13	14	14	13	16	14	14	15	15	15	16	15	16	16	17	17	15	18	19	19	18	20	20	21	20	20	19	20	21	21	23	21	23	21	22	23	24	23	25	26	28	29	27	29	31	31	35	0	1	1	2	3	3	3	0	5	22	20	20	6	4	11	0	20	6	14	6	36	15	24	3	14	27	22	0	33	12	25	12	24	13	14	13	21	26	32	23	11	40	24	11	26	36	0	22	23	15	38	29	24	29	26	47	39	17	63	41	52	59	45	51	58	58	61	46	64	66	64	58	54	25	21	49	76	60	76	57	68	74	76	81	77	76	89	83	85	86	90	88	89	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	3	1	1	1	1	1	2	1	3	1	1	1	3	2	4	3	4	1	2	1	2	2	2	2	1	2	2	1	2	1	2	1	1	3
