step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
12000	-215.279813920936590	-213.311930821005291	-1.967883099931301	0.000000120708143	0.000000272654197	2.258788770463079	0.681422473609195	-1	1	5	7	6	5	6	7	7	8	9	10	12	11	15	12	13	14	12	12	13	13	15	14	15	14	14	13	13	15	17	16	18	16	16	17	16	20	17	18	19	20	18	17	19	20	19	20	22	21	20	22	23	23	23	25	27	32	34	36	40	40	44	46	46	48	0	1	2	6	6	2	2	3	5	7	10	4	10	7	26	11	14	16	14	12	13	19	21	20	20	19	13	20	20	26	23	26	32	22	24	23	23	40	15	34	32	47	39	14	39	34	37	32	48	30	35	48	50	38	42	20	56	56	58	59	60	60	61	63	63	65	1	1	2	1	1	2	3	1	1	1	1	1	2	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	2	1	3	1	2	2	1	1	1	1	5	1	4	1	1	2	3	2	1	1	1
12500	-188.764804898634026	-185.920451404084872	-2.844353494549146	0.000000300169821	0.000001472897245	4.906879839365955	0.865192514032015	-1	3	6	7	4	5	6	7	8	8	9	9	12	13	14	12	11	14	13	14	13	13	15	14	15	16	16	14	14	15	18	16	16	16	17	18	17	19	17	18	18	19	19	18	19	20	19	17	21	20	20	23	21	20	20	25	27	31	35	37	39	39	45	46	47	47	0	1	5	7	2	2	6	6	7	3	5	6	17	16	21	17	10	13	16	13	17	16	21	14	21	28	15	14	13	15	35	24	24	15	23	48	26	37	13	32	27	25	40	23	25	27	39	23	40	44	41	53	41	44	31	52	49	57	58	59	59	60	61	63	63	64	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1
13000	-200.206506377330868	-198.310610808044459	-1.895895569286411	0.000000628014715	0.000001303946046	2.076298556122081	0.859471677556981	0	3	4	7	5	5	6	6	8	9	9	10	9	12	14	12	12	14	12	11	15	14	13	14	14	14	17	15	14	15	17	16	17	16	16	17	17	19	16	19	18	18	18	17	19	21	18	20	21	21	21	22	23	22	23	25	27	32	34	36	39	41	44	46	48	48	0	1	2	6	1	3	5	3	7	4	4	13	5	11	19	12	20	20	13	13	14	14	12	17	19	10	18	29	19	17	34	28	39	29	18	26	25	36	29	34	27	39	34	34	33	25	34	31	42	45	39	43	54	45	52	51	56	55	58	59	60	61	62	63	64	64	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	5	1	1	1	1	1	1	1	1
13500	-208.616058723147717	-207.079751608115345	-1.536307115032370	0.000000255089143	0.000000304790923	1.194840827591451	0.825491599319265	0	3	6	5	4	5	7	6	8	8	8	8	11	12	14	13	13	14	13	11	14	13	12	14	15	16	17	14	14	15	17	15	18	16	15	16	18	19	16	18	16	21	19	18	17	21	20	21	20	20	20	23	22	23	23	26	27	30	33	36	38	40	45	46	46	47	0	1	6	5	2	2	3	2	4	7	8	5	10	13	12	13	13	10	13	9	17	13	11	17	29	32	24	20	23	29	35	19	36	29	22	23	26	40	28	39	28	33	25	34	32	31	35	37	44	38	33	48	49	47	45	46	54	56	58	59	60	61	62	63	63	63	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	3	1	1	1
14000	-251.261012464361528	-249.899011453113957	-1.362001011247579	0.000000022910937	0.000000012288639	0.536365636510047	0.599261451426909	-1	3	3	7	6	5	6	6	8	8	9	9	11	12	14	11	12	14	13	14	13	13	14	15	15	15	16	15	15	15	17	16	16	16	16	17	16	19	17	18	19	20	18	16	19	20	19	20	21	20	20	20	22	22	21	25	27	31	35	37	39	38	45	47	47	49	0	1	1	8	3	3	2	2	7	5	4	9	8	9	19	4	4	14	16	2	16	12	16	12	21	21	16	22	11	19	21	22	13	21	22	35	19	32	14	26	35	18	30	26	31	27	33	47	22	39	26	25	46	41	45	46	55	36	58	59	59	60	62	63	63	65	1	3	2	1	1	2	1	1	2	1	1	1	3	2	1	2	3	1	1	5	1	2	1	2	1	1	3	1	2	1	2	1	3	2	2	1	1	1	2	1	1	4	1	1	1	2	1	1	3	2	3	3	1	2	1	1	3	8	2	1	2	1	3	1	1	1
14500	-221.870074589456692	-219.347942118989749	-2.522132470466950	0.000001078629304	0.000004129685404	3.828641953763846	0.684065532889846	0	3	5	7	6	5	4	5	9	8	8	10	10	13	15	12	13	14	12	13	14	11	15	15	14	15	15	14	15	16	17	16	17	16	17	17	17	19	16	18	17	21	20	18	19	21	19	20	21	21	21	22	21	23	23	26	26	32	34	36	40	38	45	46	47	47	0	1	2	6	3	7	1	1	4	5	6	11	11	22	25	10	9	22	9	12	22	12	21	9	14	17	16	17	25	26	34	28	30	25	34	29	26	37	27	13	24	36	44	35	33	37	15	40	20	47	48	18	47	51	38	55	55	32	58	59	62	60	60	63	63	64	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	2	1	5	1	1	3	1	1	2	1	1	6	1	1	1	1	4	1	1	1
15000	-209.527625496093549	-207.613716908626600	-1.913908587466955	0.000000211809432	0.000000449375830	2.121604432191462	0.761929691360715	0	3	4	6	5	6	6	6	8	9	7	10	11	11	14	12	12	13	13	13	15	10	14	13	13	15	16	14	15	15	17	16	17	17	17	17	17	19	18	17	18	21	19	17	18	20	19	21	21	20	20	21	23	21	23	25	25	29	33	37	40	39	45	46	48	48	0	1	1	2	3	3	5	5	5	7	8	9	11	10	22	12	10	10	13	13	24	9	13	13	13	20	20	25	18	24	30	23	27	28	28	18	26	27	35	19	33	34	35	25	30	38	36	39	51	39	45	50	43	46	42	55	53	55	58	59	62	60	61	63	64	63	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	1	1	2	1	1	2
15500	-200.556971822873692	-198.510852132853898	-2.046119690019801	0.000000127455187	0.000000313769748	2.461804466608822	0.825967268184480	0	3	5	6	4	6	7	4	7	9	7	9	11	12	13	11	13	14	13	13	13	12	14	14	13	16	16	15	15	15	16	15	18	16	16	16	17	19	17	18	18	18	19	18	18	21	19	20	21	20	21	22	23	23	23	25	25	31	33	36	40	39	46	47	48	48	0	1	5	2	2	5	3	2	8	9	4	4	12	13	16	9	12	10	22	10	22	10	22	19	16	15	21	21	24	20	28	15	23	18	22	32	34	42	31	34	32	27	40	31	34	33	35	28	43	44	38	48	52	52	50	54	55	56	58	59	60	60	61	63	64	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1
16000	-217.526128838359341	-215.451165503698775	-2.074963334660559	0.000000681527069	0.000001729711968	2.537994520902755	0.699812180271639	-1	3	4	6	5	5	6	7	9	6	8	8	11	12	14	12	12	13	12	14	14	14	14	14	14	16	16	15	14	15	17	15	15	16	16	17	18	18	17	18	19	20	18	18	16	20	20	21	19	20	19	23	22	23	23	25	25	33	34	36	39	40	44	46	46	48	0	1	2	1	3	2	3	10	8	3	10	6	7	9	16	3	12	13	13	16	17	14	16	14	14	18	21	16	11	16	33	21	24	19	21	30	34	39	33	27	28	36	33	35	23	24	43	38	38	21	32	48	36	48	41	55	53	56	58	59	60	59	62	63	63	63	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	3	2	1	2	1	2	1	1	4	1	1	1	3	1	1	1	3
16500	-226.559817987065543	-220.988548819413126	-5.571269167652425	0.000000094335512	0.000002021713131	21.431093038417561	0.673273078280427	-1	3	4	5	6	5	7	6	9	9	8	9	11	11	13	13	12	14	14	14	15	14	15	14	14	15	16	13	13	15	17	16	17	16	17	17	17	19	16	18	18	21	20	17	19	20	20	21	22	20	20	22	21	23	22	26	26	33	34	36	38	41	45	46	47	49	0	1	2	3	4	2	6	6	5	5	5	11	10	8	6	11	14	15	5	28	17	29	28	17	28	22	22	13	17	16	32	22	26	29	39	18	23	39	26	29	34	17	33	23	37	31	41	45	53	37	36	43	23	40	53	46	50	49	58	59	59	61	62	63	63	65	1	2	1	1	1	1	1	1	1	1	2	1	1	2	4	4	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1	1	1	2	1	1	2	2	1	3	3	3	1	1	2	1	2	1	1	1
17000	-250.016110886011234	-248.647161040425914	-1.368949845585319	0.000001657185860	0.000001107266382	0.668160650498456	0.671707502025707	0	3	4	6	5	6	7	6	7	8	9	9	10	11	14	11	9	15	14	13	13	11	14	12	15	16	16	14	15	13	16	16	18	16	16	17	17	19	16	17	19	21	19	19	19	19	20	19	21	20	20	22	22	23	22	25	26	33	34	36	40	41	43	45	46	49	0	1	1	2	2	5	5	3	5	8	9	3	12	7	20	17	4	5	14	13	17	10	14	7	13	19	15	6	21	14	19	16	26	24	29	31	19	23	30	21	25	51	36	33	40	34	40	40	41	36	29	49	50	18	42	43	45	56	58	58	59	61	62	63	64	65	1	1	2	2	1	1	1	1	1	1	1	3	1	2	1	1	1	4	1	1	2	2	2	1	1	1	1	3	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	4	1	2	3	4	1	1	3	1	1	1	1	1
17500	-173.213836618019286	-171.410480721775230	-1.803355896244043	0.000000853078044	0.000001575476680	1.846814238948788	0.921355879955744	0	3	6	6	5	4	7	7	7	9	8	10	11	12	13	11	12	14	13	13	15	13	15	14	14	15	17	15	14	15	17	14	17	17	16	18	16	18	18	18	18	21	19	19	20	20	20	20	21	21	21	22	22	23	22	25	27	32	34	36	38	40	45	47	47	48	0	1	6	5	2	1	5	2	5	7	3	11	10	13	11	10	16	20	14	11	22	16	19	22	17	24	25	15	19	14	23	14	26	21	28	37	18	21	26	27	35	46	27	31	27	41	40	39	37	48	39	46	39	51	51	54	56	56	58	59	60	61	62	63	63	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1
18000	-216.150461609757912	-213.074575725997420	-3.075885883760487	0.000000998518860	0.000005760858277	5.769403571224295	0.778213748729508	-1	3	5	5	6	6	6	6	9	8	8	8	11	12	12	13	12	15	14	13	14	13	15	13	13	14	16	15	15	16	17	16	16	15	17	16	16	20	18	18	19	20	19	17	20	20	18	20	21	18	21	22	23	22	23	25	26	32	34	36	38	40	44	46	47	48	0	1	1	2	4	2	3	2	8	7	5	6	9	6	13	13	13	21	14	9	17	9	16	13	9	17	28	17	20	19	34	28	17	21	34	25	23	50	15	27	21	40	40	28	35	24	26	27	42	44	37	42	48	48	49	51	55	57	58	59	60	61	62	63	64	63	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	3	2	2	1	1	2	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1
18500	-195.915466112192576	-194.460592150324487	-1.454873961868097	0.000000036130313	0.000000035400998	0.979814314670244	0.835477158544457	0	3	6	7	5	5	7	7	9	8	8	10	11	11	14	12	13	13	13	13	13	14	15	14	14	15	16	13	14	16	18	15	18	15	16	17	17	18	18	17	16	18	20	16	19	20	19	20	22	21	19	22	23	21	23	24	26	31	33	37	40	40	44	46	48	48	0	1	2	3	2	2	5	5	4	3	3	11	9	9	20	14	8	16	13	13	14	16	19	19	10	20	29	13	21	23	35	15	35	12	25	34	41	34	19	44	22	30	36	22	30	42	36	35	43	46	41	46	50	42	52	43	42	57	58	59	60	60	62	63	64	64	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	1
19000	-269.295606512984364	-265.928530527994042	-3.367075984990301	0.000000204179680	0.000001422825251	6.968495840909358	0.478192213082200	0	2	6	6	5	4	7	7	9	7	8	9	11	12	13	13	9	14	14	12	14	14	14	14	14	15	16	14	14	14	16	16	17	16	15	17	17	18	17	17	18	20	20	19	19	18	19	21	18	21	20	23	23	22	24	25	27	33	35	37	39	41	44	46	47	47	0	1	5	2	6	1	5	6	8	5	4	5	12	13	5	11	10	11	20	17	12	14	11	2	14	28	21	4	6	13	21	35	34	21	23	34	28	37	13	19	34	37	49	18	49	15	25	24	27	26	23	38	42	39	54	51	50	48	58	43	59	61	62	63	64	63	1	1	1	2	1	1	1	1	2	1	1	2	1	1	3	3	1	3	1	2	2	1	2	4	1	1	1	4	6	2	1	1	1	1	1	1	1	1	5	1	1	2	1	3	1	3	2	3	1	3	3	2	1	2	1	2	2	6	1	7	2	1	1	1	1	1
19500	-240.449840958405815	-238.590317243039038	-1.859523715366772	0.000000267686722	0.000000531488104	1.985485497315549	0.639610120022728	-1	2	6	7	6	4	4	6	8	8	8	9	11	10	15	11	12	14	12	13	14	14	15	14	15	14	17	13	14	16	17	16	16	17	16	16	17	19	17	18	18	20	20	17	19	21	18	19	22	18	20	22	21	23	24	24	26	32	34	36	40	41	45	47	47	48	0	1	6	6	2	2	2	6	6	4	4	8	6	11	26	3	12	17	11	4	19	4	19	17	14	17	33	17	13	20	32	15	20	29	18	15	35	36	35	34	30	48	34	35	40	43	16	29	53	32	44	43	51	46	44	48	54	45	58	57	58	61	62	63	63	64	1	1	1	1	2	1	1	1	3	1	1	1	4	2	1	2	1	1	1	2	1	4	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	3	1	1	2	1	1	1	3	3	2	7	1	5	3	1	2	1	1	1
20000	-216.474341382386115	-214.975816595076395	-1.498524787309724	0.000002907978942	0.000000859842206	0.295683779995040	0.643728654008264	-1	2	6	7	5	6	5	7	8	9	8	7	11	11	15	12	13	14	13	14	14	12	14	14	14	15	17	14	13	16	16	16	18	16	16	18	17	19	15	18	18	19	20	19	20	19	19	20	21	20	19	22	21	23	24	26	27	32	34	36	39	41	45	46	47	49	0	1	5	3	2	7	2	6	12	11	5	5	9	4	19	10	3	22	13	29	19	10	29	13	13	19	15	19	13	21	16	25	30	28	18	25	28	41	21	34	35	24	37	33	44	39	33	41	45	31	40	48	51	46	38	55	54	57	58	57	60	61	62	63	64	64	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	1	2	1	1	3	1	1	1
20500	-220.425705325925605	-219.034822993722258	-1.390882332203343	0.000000520917897	0.000000403241231	0.774097479905786	0.657388038749543	-1	3	6	5	6	4	6	5	8	9	7	8	10	12	14	12	12	14	14	13	14	14	14	15	11	14	16	14	15	15	18	17	16	16	16	16	17	20	17	18	18	18	19	18	19	20	19	20	22	20	20	22	21	22	22	24	25	32	34	37	39	41	44	47	47	48	0	1	6	6	6	1	6	6	11	11	6	5	10	13	12	10	6	20	25	13	14	16	20	16	10	14	23	13	28	28	29	28	24	29	18	19	19	39	27	34	27	33	19	33	27	31	41	20	42	44	33	44	46	47	44	49	53	57	58	59	59	61	61	63	63	65	1	3	1	1	1	2	1	1	1	1	1	1	1	1	3	2	3	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	2	1	2	1	1	1	2	1	2	2	1	2	2	1	2	1	1	1
21000	-167.449891371258616	-166.064234507730902	-1.385656863527718	0.000000725991071	0.000000546516760	0.752787165187739	0.838519371732133	0	3	5	6	6	5	5	5	8	7	8	9	12	10	15	12	12	14	14	13	14	13	14	14	14	15	16	14	15	15	18	17	18	16	16	17	17	19	17	18	19	20	19	17	18	20	18	20	21	19	20	21	22	21	22	25	27	32	34	36	38	41	46	47	48	48	0	1	2	3	6	2	2	2	7	7	7	4	14	11	21	14	14	13	20	13	16	12	16	20	17	17	28	13	24	20	30	30	35	15	19	15	28	29	30	15	44	33	36	26	30	32	26	38	38	45	40	43	41	44	54	53	56	57	58	59	60	61	62	63	64	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1
21500	-215.265335740535079	-213.816526153699584	-1.448809586835484	0.000001134024827	0.000000382485595	0.337281499787950	0.692162275732181	0	4	5	7	5	5	6	7	8	9	9	10	12	12	15	12	12	14	13	12	14	14	15	11	14	14	16	14	15	16	18	16	17	14	16	17	17	18	17	19	18	20	19	19	20	20	18	18	21	18	21	22	23	24	23	25	26	32	34	37	38	40	44	46	47	47	0	1	2	6	2	2	2	3	6	4	4	4	5	24	16	24	24	14	14	11	14	16	22	5	19	20	25	20	34	26	22	20	15	19	19	25	15	35	27	36	27	23	50	29	44	48	27	30	44	30	44	43	45	49	37	53	52	53	58	59	60	60	59	63	64	63	1	2	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	3	1	2	1	1	1	1	1	1	1	1	2	2	3	1	2	4	1	2	1	1	4	1	1	1
22000	-197.930333708814800	-195.717193595138411	-2.213140113676380	0.000000035606246	0.000000103755057	2.913956626723989	0.802863644581763	0	3	5	7	5	5	7	6	8	9	8	9	10	11	14	12	12	15	13	13	14	14	13	15	14	15	16	14	15	15	17	17	17	15	16	18	17	18	17	19	18	20	20	16	20	20	19	20	22	19	20	22	22	23	23	25	25	32	34	36	40	39	45	46	47	48	0	1	2	2	2	2	3	5	8	8	4	11	11	10	17	11	13	21	17	10	14	16	14	17	23	22	18	23	20	17	15	34	23	19	25	31	30	29	25	31	31	41	41	23	40	37	36	29	46	24	44	44	36	50	45	55	51	56	58	58	62	60	61	63	63	64	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	3	2	1	2	1	2	3	1	3	1	1	3	1	1	1
22500	-231.960600087361115	-230.094158801886067	-1.866441285475055	0.000000043764695	0.000000087647175	2.002691340626135	0.645798877066003	0	3	5	7	5	5	6	6	7	9	7	10	12	10	14	12	11	14	12	14	14	12	15	14	14	13	17	15	14	14	17	15	17	16	16	18	18	18	17	18	19	20	17	18	18	20	18	21	21	21	19	22	22	24	23	26	25	31	34	37	39	41	45	46	48	49	0	1	1	7	2	1	2	5	5	2	7	8	12	9	9	17	12	22	10	16	16	12	26	9	13	17	20	25	22	19	12	26	35	21	18	19	43	21	30	12	35	44	28	28	26	51	35	51	44	45	43	42	45	46	53	55	51	56	58	58	60	59	61	63	63	64	1	1	3	1	1	2	1	1	1	3	1	2	1	2	3	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	3	1	1	1	1	2	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	2	1	2	2	2	2	3	1	3	2	1	2	1
23000	-245.181349636243198	-243.757392158918890	-1.423957477324306	0.000000427267738	0.000000156141634	0.365442134161594	0.578621285780694	0	2	5	6	4	5	6	6	8	9	7	8	11	12	15	12	10	15	12	13	15	12	14	15	13	14	17	14	15	15	17	17	17	16	15	18	17	16	18	18	19	21	19	19	20	20	20	19	20	21	20	23	22	24	22	26	26	33	34	36	39	38	47	44	47	49	0	1	1	6	1	2	3	3	8	11	6	4	10	17	10	13	10	23	4	13	20	13	16	25	16	14	14	16	16	16	18	28	24	17	22	29	28	18	21	16	39	39	32	15	31	38	39	33	40	31	40	40	36	53	51	53	16	56	27	59	60	60	61	61	62	65	1	1	2	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	1	2	3	1	1	1	2	2	2	1	1	1	2	1	3	2	1	1	3	7	3	7	1	1	1	3	2	4	1
23500	-236.521823401797604	-234.793816207202497	-1.728007194595114	0.000000162064492	0.000000269528008	1.663091065692799	0.575880618136178	0	2	4	6	4	4	7	7	8	9	8	9	11	11	15	13	12	14	12	14	15	11	13	13	15	16	15	15	13	16	17	16	17	16	16	17	18	19	18	18	18	19	20	18	20	18	19	20	21	21	18	22	21	23	23	23	26	29	35	37	39	40	47	44	46	46	0	1	2	5	2	2	5	5	2	3	4	2	4	10	16	22	10	16	13	19	20	10	14	19	23	18	23	24	14	25	35	17	25	23	15	34	23	36	32	27	30	46	51	32	27	19	40	32	44	38	33	48	47	43	47	53	38	38	56	59	59	60	65	61	64	64	1	1	1	1	1	1	1	2	3	2	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	2	2	1	1	1	2	3	1	2	1	1	1	1	1	1	2	1	3	5	4	1	1	2	1	2	1	1
24000	-224.947099984663254	-223.467479884281801	-1.479620100381458	0.000000180699269	0.000000189351732	1.047883218937182	0.753745824539690	-2	3	5	7	5	5	6	7	9	9	8	9	11	12	14	9	12	15	10	13	15	13	14	15	12	14	16	14	14	15	17	15	16	15	17	17	16	17	16	18	18	20	19	17	20	20	20	19	21	21	20	22	23	23	23	25	26	32	35	36	39	40	47	45	46	48	0	1	2	6	2	2	2	3	5	8	7	8	19	9	14	8	12	14	12	13	13	8	25	14	13	14	18	19	13	22	24	20	20	25	23	24	28	17	20	33	27	18	36	37	26	35	43	23	41	31	41	46	46	43	42	54	56	54	57	59	59	60	65	61	64	65	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	3	1	1	2	1	2	1	1	2	2	1	1	1	6	4	1	2	2	1	2	1	1
24500	-241.216700412774173	-239.823326583102244	-1.393373829671936	0.000001261447041	0.000000988716970	0.783795861222870	0.560167903148878	0	3	5	6	4	6	6	7	9	9	9	8	12	12	13	11	13	13	13	14	15	13	15	14	14	15	13	13	14	15	16	16	17	15	16	17	17	19	17	17	19	17	19	19	20	20	19	21	22	20	20	20	23	22	23	25	26	32	34	36	39	39	46	45	47	48	0	1	2	2	2	2	5	3	6	1	7	3	16	11	10	11	16	16	10	9	28	14	17	14	16	27	13	16	10	24	17	10	26	28	14	24	27	31	26	24	29	17	39	36	38	31	31	15	45	37	38	44	44	50	33	53	52	49	55	59	60	60	64	62	63	64	1	1	1	1	1	1	1	1	2	4	2	2	1	1	2	1	1	1	3	3	1	1	1	1	1	1	1	1	2	1	2	4	1	1	2	1	2	1	2	2	2	1	1	1	1	2	1	4	1	1	1	1	2	1	3	1	2	4	5	1	2	1	1	3	1	2
25000	-225.950914896893892	-224.456097233802609	-1.494817663091287	0.000000593123458	0.000000645468688	1.088253516269663	0.598940779153345	-1	3	5	6	5	6	6	6	8	8	9	10	11	13	14	11	12	14	13	14	13	13	13	13	15	13	17	15	13	16	18	15	17	16	16	18	17	18	17	19	18	20	18	18	20	20	20	20	21	21	20	21	23	24	24	26	26	31	35	36	38	40	46	45	48	48	0	1	2	2	1	5	2	3	4	4	4	10	11	9	13	10	8	12	10	17	7	10	17	13	15	10	28	17	12	18	25	26	32	24	24	37	28	30	25	24	35	35	30	34	38	43	43	15	30	42	38	46	49	31	49	54	53	57	58	59	59	59	64	60	63	63	1	2	1	2	3	1	2	1	1	1	1	1	1	2	1	2	2	3	3	1	5	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	1	2	3	2	1	2	2	1	5	1	1
