step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28
5000	-199.693188372377307	-206.548676323336679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.309925285259427	1	7	11	9	11	10	10	9	12	10	13	13	15	14	14	16	17	18	19	21	23	22	23	22	25	24	30	32	0	1	6	2	6	8	4	2	3	2	10	8	11	7	7	4	0	16	16	17	17	19	15	17	26	14	0	23	1	3	1	1	1	1	1	1	1	1	1	3	1	2	2	3	1	1	2	2	2	2	5	3	1	6	1	4
5500	-193.393892005030580	-200.249379955989951	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423149195318131	-1	5	10	7	11	10	10	8	12	12	13	13	15	15	15	15	16	17	21	22	21	23	24	24	25	26	29	32	0	1	8	2	6	8	4	2	3	2	7	6	10	4	7	4	0	15	18	21	17	19	15	20	23	15	0	26	1	3	1	1	1	1	2	1	1	4	2	1	2	3	3	3	1	1	2	1	2	1	4	2	1	5	1	3
6000	-195.777609669200785	-202.633097620160157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586732311995293	1	6	9	9	11	10	11	9	11	9	13	13	15	13	16	17	16	19	20	21	21	23	23	24	25	25	28	35	0	1	2	2	6	8	4	2	3	2	10	3	11	7	14	7	0	16	18	17	17	19	14	20	16	16	0	26	1	3	2	1	1	1	1	1	1	2	2	1	1	1	2	3	1	1	1	2	2	1	6	2	3	5	1	4
6500	-192.337762218007811	-199.193250168967182	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536414267197047	1	6	11	8	10	10	11	9	11	9	14	13	14	13	16	15	17	19	21	21	21	23	23	21	25	26	30	34	0	1	8	2	8	8	4	2	8	2	10	8	14	4	4	7	0	16	18	17	17	19	16	17	23	16	0	26	1	3	1	1	1	1	2	2	1	1	2	2	1	3	3	3	1	2	1	2	3	2	4	2	1	4	1	4
7000	-211.497877597469113	-218.353365548428485	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454478340673265	0	7	10	8	11	11	10	9	12	8	14	13	15	13	14	15	16	19	21	19	22	24	23	23	25	27	28	34	0	1	8	2	3	3	4	2	3	2	4	8	4	2	7	7	0	16	18	17	20	19	16	20	23	23	0	16	1	4	1	1	1	1	2	1	1	1	2	2	4	4	2	2	1	2	1	2	1	2	4	3	1	1	1	8
7500	-184.937142232700978	-191.792630183660350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554151930018593	0	5	11	8	11	9	11	8	12	12	13	11	14	15	15	16	17	18	21	21	22	23	23	23	26	26	28	34	0	1	6	2	6	8	4	2	3	7	7	8	11	7	4	14	0	15	18	17	17	19	15	17	23	23	0	26	1	2	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	2	1	1	3	1	4	2	2	1	1	4
8000	-188.876904812046575	-195.732392763005947	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527453356538706	1	5	10	8	10	9	10	8	11	12	13	15	14	14	15	15	16	18	20	21	23	23	23	23	24	27	28	34	0	1	6	2	6	8	2	2	3	7	7	3	11	4	4	7	0	15	18	17	20	19	15	17	15	25	0	26	1	2	1	1	1	1	3	1	1	1	1	3	1	4	4	3	1	2	1	3	1	3	4	3	5	2	1	3
8500	-188.989380728783402	-195.844868679742774	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621629937204231	0	6	11	9	11	10	10	9	12	11	14	14	15	14	15	17	16	18	20	21	22	23	22	23	26	27	29	34	0	1	6	2	6	8	2	2	3	7	10	8	11	4	7	14	0	16	18	17	17	19	15	20	23	25	0	26	1	2	1	2	1	1	1	2	1	1	2	2	1	3	2	2	1	1	1	3	3	3	3	1	2	1	1	3
9000	-187.866305764374175	-194.721793715333547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808317375534423	1	6	10	8	11	10	10	9	12	11	13	12	15	14	16	17	15	18	20	22	21	22	22	23	23	25	30	35	0	1	8	2	6	8	4	2	3	2	10	8	11	4	14	15	0	14	18	21	17	19	14	20	15	25	0	26	1	2	1	1	1	1	1	1	1	3	1	1	1	3	1	1	1	2	1	1	2	1	3	1	2	1	1	5
9500	-198.607275851929359	-205.462763802888730	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645315205878474	1	6	10	8	11	9	11	8	11	10	15	13	15	13	16	17	17	18	20	20	22	23	23	23	25	25	29	33	0	1	6	2	6	8	4	2	3	2	10	8	10	4	14	15	0	15	18	17	20	19	15	20	16	23	0	26	1	2	1	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	1	3	4	1	3	1	1	5
10000	-191.083862174109953	-197.939350125069325	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480500078750132	0	7	11	9	11	10	11	9	12	10	14	14	13	15	16	17	17	18	20	19	23	23	23	23	25	27	29	32	0	1	6	2	6	8	4	2	3	2	10	8	2	7	7	7	0	16	18	17	17	19	16	17	15	25	0	26	1	3	1	1	1	1	2	1	1	1	2	2	2	2	2	3	1	1	1	1	4	1	3	2	4	1	1	3
10500	-195.497555553423382	-202.353043504382754	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591969307143904	0	6	11	7	10	9	10	11	12	11	13	14	14	14	13	17	16	18	21	21	23	23	22	22	25	27	30	35	0	1	5	2	6	2	4	6	3	7	10	8	7	7	7	4	0	15	18	17	20	19	15	20	16	25	0	26	1	3	1	1	1	1	2	2	1	1	2	1	4	2	2	5	1	1	1	3	1	1	4	1	4	1	1	3
11000	-198.018744357994592	-204.874232308953964	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463129198676512	1	7	10	9	10	8	8	9	12	9	14	14	14	13	15	15	17	17	20	22	22	24	23	24	24	26	29	34	0	1	6	7	6	2	2	6	3	2	10	8	10	4	14	14	0	16	18	17	17	18	15	20	16	25	0	26	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	2	2	3	4	1	5	1	1	4
11500	-200.471204265658969	-207.326692216618341	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640822279236673	-1	6	10	8	11	8	8	11	11	11	14	13	13	14	15	16	17	18	19	21	22	23	23	23	25	27	29	33	0	1	4	2	3	2	2	3	3	7	13	6	10	7	4	14	0	15	18	17	17	19	15	20	15	25	0	26	1	2	1	2	1	2	1	1	1	2	1	2	1	3	3	2	1	2	1	2	4	2	3	1	4	1	1	2
12000	-194.428280433894002	-201.283768384853374	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534731801190922	0	6	8	8	10	9	10	10	10	11	15	15	15	14	16	17	16	18	20	21	22	22	21	23	26	26	29	33	0	1	2	2	6	3	4	6	3	2	10	8	10	7	7	14	0	15	18	17	17	15	15	20	15	23	0	26	1	4	1	1	1	1	1	1	1	2	2	2	1	3	5	1	1	2	2	3	3	2	3	2	6	2	1	3
12500	-196.614301088763455	-203.469789039722826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536888871189045	0	6	8	8	10	10	11	11	10	10	15	15	12	14	14	16	16	17	20	21	20	22	21	23	24	27	30	33	0	1	2	2	3	3	4	6	3	2	13	8	10	4	4	4	0	16	18	17	17	16	15	20	16	25	0	25	1	3	1	1	1	1	2	1	1	1	3	2	1	3	3	4	1	1	2	3	3	3	2	1	4	1	1	4
13000	-183.392615835698564	-190.248103786657936	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576143121976214	0	5	9	8	11	10	10	11	12	11	15	15	13	14	16	16	17	18	20	21	23	23	22	23	25	27	30	34	0	1	2	2	6	3	4	3	6	4	13	8	4	4	14	7	0	14	18	17	20	19	16	20	16	25	0	26	1	2	2	2	1	1	1	1	2	1	1	2	3	4	1	2	1	2	1	3	1	2	2	1	4	1	1	3
13500	-198.709920064414064	-205.565408015373436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507823509797652	1	6	8	9	10	11	11	11	11	11	14	13	15	14	15	16	15	18	20	20	23	22	23	23	24	26	29	34	0	1	2	2	3	5	2	3	3	4	10	8	4	4	7	4	0	14	16	17	17	19	16	20	16	23	0	26	1	3	1	2	1	1	1	1	2	1	2	1	2	2	1	3	1	3	2	2	4	1	4	1	5	1	1	3
14000	-183.986351343105241	-190.841839294064613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559177370209699	0	4	9	8	11	11	11	10	11	12	15	14	14	14	15	17	16	18	21	21	22	23	23	24	24	25	29	34	0	1	4	2	3	8	4	3	3	7	13	8	10	4	7	15	0	16	18	17	17	19	15	20	16	25	0	25	1	2	1	2	1	1	2	1	1	1	1	2	1	3	3	1	1	1	1	1	2	1	4	1	4	1	1	5
14500	-191.866765491994215	-198.722253442953587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439287968333928	1	5	10	8	9	7	10	9	12	10	15	14	12	14	15	16	17	17	21	21	23	23	23	23	25	26	29	34	0	1	6	2	6	2	4	6	3	2	13	8	10	4	4	7	0	16	18	17	17	19	15	20	23	25	0	26	1	2	1	1	1	1	2	2	1	3	2	2	2	3	3	3	1	1	1	2	3	1	3	1	1	1	1	4
15000	-172.064175448342041	-178.919663399301413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526468893399088	0	6	10	9	10	9	10	11	11	12	11	13	14	14	16	16	17	18	21	21	22	23	20	23	25	27	29	34	0	1	6	2	6	2	4	6	3	11	4	8	11	4	4	14	0	15	18	17	17	19	15	20	15	25	0	26	1	3	1	2	1	2	1	1	1	1	1	1	2	3	3	1	1	1	2	2	2	1	2	1	6	1	1	2
15500	-179.779141403056485	-186.634629354015857	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560399669503671	0	5	10	9	10	9	10	11	11	12	11	13	15	13	15	17	16	17	20	21	22	23	24	23	25	26	28	34	0	1	6	2	6	2	4	6	3	11	4	8	10	4	7	15	0	15	18	17	20	19	15	20	15	25	0	26	1	3	1	2	1	2	1	1	1	1	2	1	2	2	2	1	1	1	2	2	1	2	3	1	5	1	1	3
16000	-182.467099295498400	-189.322587246457772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475289577052395	1	6	10	8	10	9	10	11	11	12	11	13	14	15	15	17	17	18	20	19	21	23	24	24	24	27	28	34	0	1	6	2	6	2	4	3	3	11	4	6	11	7	7	14	0	15	18	17	17	19	16	20	16	25	0	26	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	4	3	2	2	1	4
16500	-185.209863200667883	-192.065351151627254	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496871810399643	1	6	11	8	10	8	10	10	12	12	11	14	13	14	15	16	17	18	20	21	21	23	24	23	25	27	29	34	0	1	6	2	6	2	4	6	3	11	4	8	11	7	4	4	0	15	18	17	17	19	7	20	15	25	0	26	1	1	2	1	1	1	2	1	1	1	2	2	1	1	3	2	1	2	1	2	2	2	7	1	4	1	1	4
17000	-187.553642655714555	-194.409130606673926	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582930935228590	1	6	10	8	11	9	10	11	12	10	13	14	15	14	15	17	17	18	19	21	20	22	22	24	24	26	30	33	0	1	6	2	6	4	4	6	3	4	10	5	11	7	14	7	0	16	18	17	17	19	16	20	16	25	0	26	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	1	2	1	2	3	2	4	1	1	4
17500	-201.543285394076520	-208.398773345035892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511159533524162	1	7	10	9	11	9	10	11	11	9	15	14	14	13	16	15	17	19	20	21	23	21	20	23	26	27	29	35	0	1	6	2	6	2	2	6	3	2	13	5	10	4	16	14	0	14	18	17	20	19	18	17	15	25	0	26	1	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	2	1	1	1	4	5	1	1	4
18000	-191.629531569095064	-198.485019520054436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508205495281879	0	7	11	9	10	8	11	10	10	11	14	14	13	15	16	16	17	18	20	22	22	22	22	23	23	25	30	34	0	1	6	2	6	2	4	6	6	2	13	8	4	7	14	14	0	14	18	17	17	18	15	20	16	25	0	26	1	4	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	2	3	1	2	1	1	4
18500	-186.735283690815635	-193.590771641775007	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450963917686851	-1	6	10	9	11	9	11	10	11	12	14	12	14	12	15	16	17	18	21	20	21	23	24	24	25	26	30	34	0	1	6	2	6	2	4	6	3	4	7	6	10	4	7	4	0	15	18	17	17	18	16	20	16	25	0	25	1	4	1	2	1	1	2	1	1	2	1	2	1	1	2	3	1	2	1	1	2	2	4	2	4	1	1	5
19000	-192.220885096447859	-199.076373047407230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656444670594990	1	6	9	8	11	8	10	10	12	11	14	13	15	14	15	17	16	19	20	22	21	23	22	24	25	27	29	35	0	1	6	2	6	2	2	3	3	7	10	5	11	7	4	14	0	16	18	17	17	19	15	20	16	25	0	25	1	2	1	1	2	1	1	1	1	1	1	1	1	2	4	1	1	1	1	2	3	2	3	1	3	1	1	5
19500	-199.275918851667228	-206.131406802626600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516450972912830	0	5	9	8	10	8	11	10	12	10	14	14	13	14	14	16	17	18	20	21	22	23	20	24	25	27	29	35	0	1	6	2	6	2	4	6	3	4	13	8	10	7	4	14	0	16	18	17	17	19	14	17	15	25	0	25	1	3	1	1	1	2	2	2	2	2	1	2	2	1	2	1	1	1	1	2	2	2	2	3	5	1	1	5
20000	-195.704396421098863	-202.559884372058235	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502063782751834	-1	7	10	9	10	9	11	10	12	10	15	14	11	14	14	16	17	19	21	21	21	24	23	24	23	26	29	34	0	1	6	2	6	2	4	6	6	2	14	8	2	4	7	7	0	16	18	17	17	19	16	21	16	25	0	25	1	4	1	1	1	2	1	1	2	2	1	1	3	3	2	4	1	1	1	2	2	2	2	2	3	1	1	6
20500	-182.250947155622981	-189.106435106582353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524966888988017	0	6	10	8	10	8	10	10	11	11	15	14	14	14	15	17	17	19	21	20	22	23	23	22	25	26	29	33	0	1	6	2	6	2	4	6	3	4	13	8	10	7	4	7	0	15	16	17	17	19	15	20	16	23	0	26	1	2	1	1	1	1	1	1	1	2	1	2	2	2	4	3	1	2	2	2	3	1	3	1	5	2	1	2
21000	-182.844301468625957	-189.699789419585329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.471737612281069	-2	6	10	8	10	8	10	10	11	12	15	13	14	14	16	14	16	18	21	21	22	24	24	24	25	27	29	34	0	1	6	2	6	2	4	6	3	2	10	8	10	7	16	7	0	16	18	17	17	19	16	20	16	23	0	26	1	3	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	2	2	3	2	6	2	4	1	1	3
21500	-163.963146555419797	-170.818634506379169	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568571922409292	0	7	10	8	9	10	10	11	12	11	15	14	13	12	15	17	16	19	21	21	23	23	23	23	25	27	29	34	0	1	5	2	2	5	4	6	3	2	13	8	10	7	14	15	0	15	18	17	20	19	15	20	15	25	0	26	1	4	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	1	3	1	1	3	1	5	1	1	3
22000	-198.560111315305193	-205.415599266264564	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457765490037538	0	6	10	8	7	8	10	10	11	10	15	14	14	14	16	15	16	18	20	22	21	24	24	24	25	26	27	31	0	1	6	2	2	5	4	6	3	4	13	8	10	4	7	2	0	16	18	21	17	19	16	20	15	25	0	23	1	3	1	1	1	1	1	1	1	1	1	2	2	3	3	4	1	1	1	1	2	3	7	2	3	1	1	4
22500	-187.049747608511183	-193.905235559470555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481154193674178	0	7	10	8	9	10	10	11	11	10	15	14	12	14	15	17	16	18	20	22	22	22	24	23	25	27	29	34	0	1	5	2	2	5	4	6	2	2	13	8	10	7	7	14	0	14	18	17	17	19	16	17	16	25	0	26	1	3	1	1	1	1	1	1	2	1	1	2	1	2	3	2	1	2	2	3	3	1	4	3	3	1	1	4
23000	-186.426878843409241	-193.282366794368613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615720746877008	1	6	10	8	8	10	9	11	12	10	15	12	14	15	16	17	17	18	20	20	22	23	23	23	25	26	29	33	0	1	5	2	2	5	4	6	3	2	13	6	2	7	4	7	0	16	18	17	17	18	16	20	15	25	0	26	1	3	1	1	1	1	1	1	1	2	1	1	4	2	4	3	1	1	1	1	2	3	3	2	3	1	1	4
23500	-191.458579583135929	-198.314067534095301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666795696066800	1	6	11	9	8	9	10	11	11	11	13	14	15	14	16	16	17	18	21	21	20	23	24	23	25	27	29	35	0	1	6	2	2	5	4	6	6	7	7	8	11	7	7	14	0	15	15	17	17	19	15	21	15	25	0	26	1	2	1	2	1	1	1	1	1	1	1	2	1	2	4	1	1	1	2	2	2	1	4	1	6	1	1	3
24000	-190.533823142613358	-197.389311093572729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570682992150246	0	6	9	8	8	10	11	11	12	11	14	13	14	13	16	15	16	18	20	20	21	23	23	23	26	27	30	34	0	1	5	2	2	3	4	6	3	4	7	8	7	4	7	7	0	16	18	17	17	19	15	21	15	25	0	25	1	3	1	1	1	1	2	1	1	1	2	1	1	2	4	2	1	1	1	2	2	1	4	1	5	1	1	3
24500	-204.082755924719663	-210.938243875679035	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724482574087703	1	6	8	9	10	9	11	11	10	12	11	14	15	14	15	17	16	19	21	21	22	23	23	24	25	25	27	34	0	1	2	2	6	3	4	6	3	4	4	6	11	4	4	15	0	14	18	17	20	19	16	20	16	18	0	26	1	3	1	1	1	1	1	1	1	1	1	2	1	2	3	1	1	2	1	2	1	1	2	2	5	3	1	4
25000	-187.145161528911956	-194.000649479871328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565851229181761	-1	6	8	7	11	9	10	11	11	10	14	14	14	13	16	16	17	18	21	20	22	24	24	23	25	25	30	35	0	1	2	2	6	3	4	6	3	2	14	8	10	4	14	7	0	15	18	17	20	19	16	20	15	23	0	25	1	4	1	1	1	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	1	2	3	2	4	1	1	5
25500	-194.201313171223603	-201.056801122182975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635462746030621	1	7	11	9	11	9	11	11	11	12	13	14	15	11	16	16	16	18	21	20	22	23	22	23	23	27	28	34	0	1	6	2	6	2	4	6	6	4	10	8	10	4	14	7	0	15	18	17	17	19	15	20	16	25	0	26	1	3	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	2	3	2	1	3	2	3	1	1	2
26000	-186.850435027705487	-193.705922978664859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567917148386375	0	7	10	9	11	9	11	10	11	11	15	14	13	13	15	17	16	17	21	20	22	24	22	24	24	26	28	34	0	1	6	2	6	2	4	6	6	2	13	6	10	2	14	15	0	14	18	17	20	19	15	20	16	23	0	26	1	4	1	1	1	1	1	1	1	2	1	3	1	3	1	1	1	2	2	2	1	2	2	3	4	2	1	3
26500	-189.952860560571821	-196.808348511531193	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601107934728112	0	6	10	8	10	11	11	8	12	12	13	14	14	13	15	15	15	18	20	21	22	24	23	24	25	26	28	34	0	1	8	2	8	5	4	2	3	7	7	8	11	7	4	7	0	16	15	17	17	19	16	21	15	15	0	25	1	4	1	1	1	1	2	1	1	1	1	3	1	2	3	2	1	2	3	2	4	1	3	1	5	5	1	4
27000	-176.665615227600483	-183.521103178559855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706009395127783	1	7	9	9	11	10	11	11	11	12	13	14	14	14	15	16	17	18	20	20	22	23	22	23	24	26	29	31	0	1	2	2	6	3	4	6	3	2	10	8	11	7	14	15	0	16	18	17	20	19	16	20	15	16	0	26	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	3	1	3	4	1	2
27500	-165.366845356255595	-172.222333307214967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544728843507094	0	6	9	9	11	10	11	11	11	11	14	14	15	15	13	16	17	18	20	20	22	23	23	23	25	27	28	33	0	1	2	2	6	3	4	6	3	4	4	8	11	7	7	15	0	16	18	17	17	19	16	20	23	25	0	26	1	3	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	3	2	1	1	1	3
