step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17
39500	-74.900769887016210	-73.487380186935923	-1.413389700080284	0.000070482790978	0.000060227982505	0.854506208807105	0.917853098927715	2	3	5	7	8	10	12	12	11	12	12	13	14	14	14	14	16	0	1	2	0	4	5	6	9	6	6	9	7	10	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-87.801940816014735	-86.418948569146181	-1.382992246868559	0.000065869574672	0.000048829349529	0.741303549814119	0.848137162976839	1	3	5	7	8	9	10	13	11	11	12	12	12	12	14	15	16	0	1	1	0	4	5	5	9	6	6	10	7	9	9	8	9	14	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	3
40500	-90.377972068379236	-89.013516513754695	-1.364455554624537	0.000222415548930	0.000113935929833	0.512266028076158	0.850706573733629	1	2	5	7	8	9	11	14	11	11	13	12	13	13	14	15	15	0	1	2	0	4	5	6	7	6	6	9	7	6	7	6	10	11	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
41000	-85.242153158256841	-83.867838544807228	-1.374314613449612	0.000091393132392	0.000042410981595	0.464049983680112	0.723912435113128	2	3	5	6	8	9	12	12	11	11	12	12	13	13	14	15	16	0	1	2	0	4	5	5	10	6	6	10	9	10	11	8	13	14	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1
41500	-85.760180724390850	-84.236293661029009	-1.523887063361842	0.000074077060740	0.000086179418771	1.163375246128306	0.886824695756313	1	2	4	7	8	9	12	12	11	10	12	13	13	14	14	15	16	0	1	1	0	4	5	5	10	6	6	10	7	9	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
42000	-79.745645747895182	-78.230556680368977	-1.515089067526209	0.000057025199245	0.000065058943445	1.140880598513960	0.878039712218070	1	3	5	6	8	9	11	14	11	11	12	12	12	14	13	15	16	0	1	2	0	4	5	5	15	6	6	10	7	10	11	9	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
42500	-82.398891363521273	-80.979766924000756	-1.419124439520521	0.000087476328758	0.000076376458855	0.873110016606091	0.832098111224103	1	3	5	5	7	9	12	13	11	11	13	13	14	14	14	14	16	0	1	2	0	4	5	5	10	6	6	9	10	9	11	8	9	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
43000	-84.473493844198060	-83.008305870245678	-1.465187973952377	0.000097768328667	0.000098609044867	1.008599064867201	0.933850576744988	1	3	5	8	9	10	12	14	11	13	12	13	14	13	15	15	17	0	1	2	0	4	5	5	10	6	6	9	7	9	11	8	10	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
43500	-92.582121908860231	-91.221289807210425	-1.360832101649805	0.000134282990704	0.000076529846759	0.569914673165397	0.668530370183869	1	3	5	6	8	9	11	14	11	13	12	13	13	13	15	13	16	0	1	1	0	4	5	5	6	6	9	6	7	9	11	10	9	11	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2
44000	-96.124419286605871	-94.722648304366444	-1.401770982239420	0.000103692358786	0.000041315995393	0.398447830455367	0.914010904862013	0	1	6	7	8	9	11	12	11	12	12	13	14	14	14	15	17	0	1	1	0	4	5	5	9	6	9	6	7	9	11	8	10	10	1	1	3	1	1	1	2	1	2	1	1	1	1	1	1	1	2
44500	-72.917456329787186	-71.543410506090751	-1.374045823696440	0.000092798398281	0.000064789011338	0.698169500098069	0.962302805222179	1	3	5	7	8	10	11	14	12	12	12	13	13	14	13	15	16	0	1	2	0	4	5	5	15	6	6	6	7	9	11	10	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-78.673543059084295	-77.311863640583340	-1.361679418500955	0.000095215071811	0.000051530832369	0.541204573907578	0.899804678583796	2	3	5	6	8	10	12	13	11	12	12	13	13	13	15	13	15	0	1	2	0	4	5	5	9	6	6	6	7	6	7	8	9	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
45500	-81.040358678243791	-79.472583871257314	-1.567774806986479	0.000182820631834	0.000046610759403	0.254953496965478	0.863573770462928	1	3	5	7	8	10	12	12	11	12	12	13	13	13	14	14	17	0	1	2	0	4	5	6	6	6	9	9	7	9	10	8	14	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
46000	-76.356448848517630	-74.926972896398283	-1.429475952119343	0.000132665837454	0.000047568889767	0.358561711739326	0.977526575325564	1	3	5	7	8	10	12	13	12	12	12	13	13	13	15	15	14	0	1	2	0	4	5	5	6	6	6	6	7	9	11	8	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46500	-88.952297188522593	-87.382314619878485	-1.569982568644104	0.000084027440929	0.000107457541928	1.278838683414529	0.935841533027230	1	3	4	5	8	9	10	11	12	11	12	12	13	14	15	13	16	0	1	1	0	4	5	5	6	10	6	6	7	10	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
47000	-84.572332040068915	-83.199460363453070	-1.372871676615843	0.000101124908042	0.000047460040503	0.469320975634501	0.938519820391005	1	3	6	6	9	10	11	14	12	13	12	12	13	14	15	16	16	0	1	2	0	4	5	5	10	6	9	6	7	6	11	8	9	14	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1
47500	-95.601471333368210	-94.230464074209436	-1.371007259158771	0.000082778607170	0.000039462519479	0.476723646706309	0.737153255924656	2	3	6	7	9	10	10	12	11	12	13	13	12	14	14	15	17	0	1	2	0	4	5	5	6	6	6	9	7	6	10	8	5	14	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	3	2
48000	-87.800177316364326	-86.357158059845531	-1.443019256518800	0.000110189570620	0.000037822850380	0.343252543481815	0.891679096683848	1	2	5	7	8	9	10	12	11	12	11	12	12	14	15	16	16	0	1	1	0	4	5	5	6	6	6	6	7	9	11	8	10	14	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2
48500	-84.784215796047420	-83.404326458845816	-1.379889337201598	0.000085133934284	0.000038003908370	0.446401410787679	0.946522601869524	1	3	5	7	8	10	11	14	11	12	13	13	13	14	13	16	17	0	1	2	0	4	5	5	15	6	6	6	7	9	11	9	13	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
49000	-80.803318629303391	-79.439879379408339	-1.363439249895054	0.000108049980304	0.000056251403781	0.520605405226301	0.835314074961083	2	3	4	7	8	9	11	14	11	12	12	12	13	13	13	15	16	0	1	2	0	4	5	5	15	6	6	9	7	9	11	9	9	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
49500	-72.877890067007996	-71.484355968645019	-1.393534098362972	0.000087468569505	0.000068611294414	0.784410843827585	0.922221762743121	2	3	5	7	9	10	11	13	12	12	12	12	14	14	14	14	16	0	1	2	0	4	5	5	10	6	6	6	7	10	11	8	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50000	-85.272230628066538	-83.911061034525872	-1.361169593540662	0.000056802652034	0.000033433533793	0.588591070936492	0.779432229199911	1	3	5	7	8	10	11	13	11	12	12	13	14	13	12	15	15	0	1	2	0	4	5	5	15	6	6	6	7	10	11	6	10	14	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
50500	-100.208090983464359	-98.714871919275083	-1.493219064189270	0.000065958812607	0.000071502533558	1.084048222406919	0.668514786735791	2	3	5	7	8	9	11	14	11	11	10	13	14	12	15	14	14	0	1	1	0	4	5	5	6	6	6	6	7	10	11	16	7	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
51000	-108.082964695915351	-106.503138545533275	-1.579826150382072	0.000172199835076	0.000042901090148	0.249135489180032	0.657166163124934	1	2	4	7	8	9	13	13	10	12	12	13	14	12	13	15	16	0	1	2	0	4	5	5	9	6	6	6	10	11	9	6	9	8	1	1	2	1	1	1	2	1	1	1	2	1	1	1	3	3	2
51500	-83.274791479161095	-81.911039863520003	-1.363751615641092	0.000111491687576	0.000057738999194	0.517877165992195	0.986917517205716	1	3	5	7	9	10	12	14	12	13	12	13	14	14	12	15	15	0	1	2	0	4	5	5	15	6	6	6	7	10	11	6	10	14	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
52000	-80.692125389670323	-79.095085668964828	-1.597039720705499	0.000061839414399	0.000083195797532	1.345352286088655	0.974541149759136	1	3	5	7	8	9	10	12	10	12	12	12	12	14	14	14	16	0	1	2	0	4	5	5	9	6	6	6	7	9	11	8	10	14	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
52500	-92.798568261742446	-91.423689134381220	-1.374879127361222	0.000110283994639	0.000050960084928	0.462080513997133	0.867251177800868	2	3	5	5	9	10	11	13	12	11	13	13	12	14	15	13	15	0	1	2	0	4	5	6	10	6	6	10	7	6	11	8	6	14	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1
53000	-88.870386444063669	-87.505326880490344	-1.365059563573329	0.000142514438594	0.000072385410043	0.507916325935539	0.749561275501893	1	2	4	6	8	9	11	12	11	13	12	13	14	13	15	15	16	0	1	1	0	4	5	5	6	6	9	7	7	9	11	10	10	14	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1
53500	-82.120622898140297	-80.707438711071035	-1.413184187069265	0.000085324805192	0.000072852771522	0.853828747192849	0.707520475157336	1	3	4	7	8	10	12	13	11	12	11	13	13	13	15	14	16	0	1	1	0	4	5	5	10	6	6	6	7	6	11	8	10	14	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2
54000	-75.143688249862947	-73.764896961205565	-1.378791288657378	0.000127758687083	0.000092253953017	0.722095343367552	0.947309628445798	0	2	4	6	8	10	12	13	11	13	12	13	13	13	14	15	16	0	1	2	0	4	5	6	9	6	9	6	7	9	11	8	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
54500	-83.580508506292176	-82.175065292459237	-1.405443213832940	0.000096197291271	0.000079620961197	0.827684024622603	0.894981715204698	1	3	5	6	8	10	11	14	11	12	11	13	14	13	15	15	15	0	1	2	0	4	5	5	10	6	6	6	7	10	11	8	10	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2
55000	-90.678360774080886	-89.314258967606733	-1.364101806474152	0.000160140021265	0.000100950682019	0.630390087508046	0.729960350509142	1	3	5	7	8	10	11	14	12	13	12	13	13	13	13	15	17	0	1	2	0	4	5	5	15	6	9	6	7	6	11	11	13	14	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2
55500	-82.556201622576623	-81.056985571162102	-1.499216051414515	0.000075497470759	0.000022286696434	0.295197921329753	0.857207568879437	1	2	4	6	8	10	10	14	12	13	12	12	14	13	12	14	16	0	1	2	0	4	5	5	15	6	6	6	7	9	11	6	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56000	-87.063724226820128	-85.682071537238087	-1.381652689582037	0.000086731746931	0.000063777292615	0.735339652116426	0.894905714712275	0	2	6	7	8	9	12	13	11	10	12	12	13	13	14	14	16	0	1	2	0	4	5	5	9	6	6	10	5	9	11	8	9	14	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2
56500	-81.817685492813695	-80.452609137490995	-1.365076355322703	0.000106289964894	0.000053974098553	0.507800511615405	0.899943402077910	0	2	4	6	8	10	10	13	11	13	12	12	13	14	14	15	17	0	1	1	0	4	5	5	6	6	9	6	7	9	11	8	10	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
57000	-80.774833541959154	-79.289369280774650	-1.485464261184501	0.000088905514920	0.000094552377470	1.063515323591352	0.943547264914604	0	2	3	7	8	10	11	13	11	13	12	12	13	13	15	14	16	0	1	2	0	4	5	5	9	6	9	6	7	9	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
57500	-88.645022733768712	-87.212811823551306	-1.432210910217409	0.000108732313887	0.000038632658031	0.355300615339642	0.763304829140101	1	3	5	6	9	10	11	13	11	12	13	13	14	12	14	15	16	0	1	2	0	4	5	5	6	6	6	14	7	10	9	8	10	14	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2
58000	-86.146426800190937	-84.783831160529871	-1.362595639661069	0.000106511305940	0.000065365068047	0.613691358586587	0.878194854580256	1	3	5	8	9	10	12	13	12	13	12	13	13	14	14	15	17	0	1	2	0	4	5	5	6	6	9	6	7	9	11	8	10	10	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2
58500	-100.738391975135727	-99.317272531133142	-1.421119444002579	0.000097731653927	0.000036077778259	0.369151414192679	0.685000927704083	0	1	5	4	8	9	12	14	11	11	12	11	13	13	13	15	16	0	1	2	0	4	5	6	15	6	6	6	5	6	11	9	10	11	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	2	2
59000	-80.828063123013507	-79.439680368673891	-1.388382754339615	0.000102696108128	0.000078468333808	0.764082838567769	0.955285348160021	1	2	4	7	9	10	12	14	11	12	13	13	13	14	15	15	17	0	1	2	0	4	5	5	10	6	9	7	7	10	11	8	10	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
59500	-84.918078218129878	-83.486990867811556	-1.431087350318320	0.000142066749211	0.000050665126390	0.356629025946861	0.816690501783561	1	3	5	6	8	9	11	12	11	12	13	13	13	12	13	15	16	0	1	2	0	4	5	5	6	6	6	14	7	9	6	8	10	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
60000	-87.524051551072958	-86.152380199618477	-1.371671351454488	0.000128902105147	0.000088287509400	0.684919065512187	0.890602832285358	1	3	5	7	8	10	12	13	12	13	11	13	14	13	14	16	15	0	1	2	0	4	5	5	9	6	6	6	7	9	11	7	13	14	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
60500	-88.942658234982687	-87.581818940934852	-1.360839294047833	0.000100644532492	0.000057618366686	0.572493758570306	0.842230293848830	1	2	3	6	8	10	12	13	12	12	12	13	14	13	15	15	16	0	1	1	0	4	5	5	10	6	6	6	7	9	11	8	10	14	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1
61000	-88.436644942691615	-86.841492930539985	-1.595152012151630	0.000074898287532	0.000018136293287	0.242145633557751	0.792861226614352	1	2	6	6	8	9	11	12	11	13	13	12	14	14	14	16	16	0	1	1	0	4	5	5	9	6	9	6	7	9	11	8	10	14	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1
61500	-75.058665025761371	-73.678728478148827	-1.379936547612539	0.000081000894307	0.000058926976524	0.727485505294326	0.928603046155587	1	3	5	6	8	10	12	12	11	12	12	13	13	14	14	14	16	0	1	1	0	4	5	6	6	6	9	9	7	10	11	8	10	14	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62000	-78.268911899860271	-76.494068862783095	-1.774843037077176	0.000127465563678	0.000023287107405	0.182693323068887	0.943109254422103	1	2	4	6	8	9	10	13	11	12	12	11	13	14	15	15	16	0	1	1	0	4	5	5	9	6	9	6	7	9	11	8	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
62500	-89.423118640946726	-88.016071569370382	-1.407047071576344	0.000060010816656	0.000050001527360	0.833208580493107	0.742656496714953	2	3	6	7	9	10	12	14	11	12	12	13	13	13	15	15	15	0	1	2	0	4	5	6	10	6	6	6	7	5	11	8	7	14	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
63000	-94.432613461411819	-93.071743198017970	-1.360870263393843	0.000123546721163	0.000069630070979	0.563593030427027	0.898467503680860	1	3	6	6	8	9	11	14	11	11	12	12	13	14	14	16	16	0	1	2	0	4	5	6	9	6	6	9	5	10	11	10	10	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	2
63500	-78.732736274898130	-77.251038146068808	-1.481698128829325	0.000095399002564	0.000029399859726	0.308177852347722	0.988169839481471	0	2	5	7	8	10	10	12	12	11	12	12	14	13	14	15	17	0	1	2	0	4	5	5	6	6	6	10	7	9	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64000	-74.506657424705125	-73.144929791997697	-1.361727632707425	0.000101377586623	0.000060901250657	0.600736836270815	0.996385352122032	1	3	5	6	8	10	11	13	12	12	12	13	13	13	15	14	15	0	1	2	0	4	5	5	9	6	6	6	7	9	11	8	11	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
64500	-75.595996215556866	-74.222042974256851	-1.373953241300010	0.000090234019517	0.000062953729619	0.697671786708514	0.989870491027139	1	2	4	7	8	9	11	13	12	12	11	12	13	13	15	14	15	0	1	2	0	4	5	5	10	6	6	6	7	9	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65000	-73.935826494397659	-72.495739564206417	-1.440086930191242	0.000093948948812	0.000032543758271	0.346398322520800	0.915807786443038	1	3	5	8	9	10	12	13	11	12	12	13	13	13	15	14	16	0	1	2	0	4	5	5	9	6	6	6	7	9	11	8	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
65500	-77.138170987382992	-75.769014444255163	-1.369156543127823	0.000113293127324	0.000075850694437	0.669508347313318	0.952738469123986	1	2	4	7	8	10	12	13	11	13	12	13	13	14	14	14	16	0	1	2	0	4	5	5	9	6	6	6	7	7	11	8	9	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
66000	-76.917488890901197	-75.552339225928989	-1.365149664972208	0.000093681662269	0.000059952910037	0.639964199871917	0.962270031573381	1	3	5	7	8	9	11	13	10	12	12	13	13	14	14	15	16	0	1	2	0	4	5	5	9	6	9	9	7	10	11	8	10	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
66500	-82.045882822152265	-80.659612977068079	-1.386269845084181	0.000076894427928	0.000058083315181	0.755364422963266	0.817998901771324	-1	2	4	7	8	10	11	13	11	12	12	12	14	14	14	14	16	0	1	2	0	4	5	5	6	6	6	9	7	10	11	8	9	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
67000	-75.966926799595910	-74.543192060516674	-1.423734739079239	0.000124047907573	0.000045367899288	0.365728855692181	0.889951276505592	0	2	4	7	9	10	11	14	12	12	12	13	12	13	15	15	16	0	1	2	0	4	5	5	9	6	6	6	7	6	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
67500	-98.564037768034623	-97.186879210816002	-1.377158557218620	0.000050732858041	0.000036232277434	0.714177730833422	0.614878027553736	2	3	6	5	9	10	12	13	11	12	12	12	13	13	15	16	16	0	1	2	0	4	5	5	6	5	6	5	5	6	11	8	10	14	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2
68000	-79.853439387666356	-78.482388604312078	-1.371050783354282	0.000095847348050	0.000065297652405	0.681267178840726	0.809930351351827	1	2	5	6	8	9	11	13	11	12	13	12	13	14	15	14	17	0	1	2	0	4	5	5	9	6	6	9	7	9	11	8	10	11	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
68500	-80.544993794189068	-79.170536105233637	-1.374457688955437	0.000124423570240	0.000057676071469	0.463546186285923	0.838220155502559	1	3	4	7	8	10	10	13	11	13	12	12	13	14	15	13	16	0	1	1	0	4	5	5	6	6	9	9	7	6	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
69000	-90.422252115543102	-88.654232086901104	-1.768020028641998	0.000108822966095	0.000020069227653	0.184420884426317	0.710432742452218	2	3	5	7	8	9	11	13	11	12	11	13	12	13	15	15	17	0	1	2	0	4	5	5	9	6	6	6	7	7	11	8	10	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3
69500	-92.736198027408093	-91.359879886754541	-1.376318140653551	0.000168393518658	0.000077000923831	0.457267740732441	0.917491173891074	0	2	5	6	8	10	12	13	11	12	12	13	12	13	14	15	17	0	1	2	0	4	5	6	13	6	6	9	7	6	11	8	10	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2
70000	-98.713405619467821	-97.340279654239538	-1.373125965228283	0.000072741738742	0.000034069729039	0.468365612750582	0.769517251908074	1	3	6	6	8	9	10	12	10	12	11	12	12	14	14	15	17	0	1	2	0	4	5	5	9	6	9	6	7	9	11	9	9	14	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	4	1
70500	-80.515090926014565	-79.133500120473400	-1.381590805541159	0.000075834604640	0.000055743041174	0.735060747510910	0.901161655906299	1	3	5	7	8	9	10	13	11	10	11	12	11	13	14	15	16	0	1	2	0	4	5	5	10	6	6	6	7	6	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
71000	-89.496096723536922	-88.126647487698619	-1.369449235838303	0.000077571384942	0.000052080883503	0.671392982631653	0.851530477864071	0	1	5	6	8	9	10	12	11	11	11	13	13	13	13	14	16	0	1	2	0	4	5	5	6	6	6	6	7	10	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2
71500	-77.846974859691954	-76.484507316246820	-1.362467543445140	0.000125243767936	0.000066438191103	0.530471034191279	0.922865851749100	2	3	5	7	8	9	11	12	11	13	12	13	13	14	13	15	16	0	1	2	0	4	5	5	6	6	9	6	7	7	11	8	10	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
72000	-79.918883016987294	-78.548898251067811	-1.369984765919479	0.000128952213771	0.000087013522762	0.674773392540236	0.984608871844517	1	2	4	7	8	9	11	12	10	12	11	12	14	13	14	15	17	0	1	2	0	4	5	5	9	6	9	6	7	10	11	8	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
72500	-76.185657971628402	-74.706631307636627	-1.479026663991771	0.000127880052241	0.000039679884811	0.310289870204212	0.940545168033958	2	3	5	6	8	10	11	13	12	12	12	13	13	14	15	13	16	0	1	2	0	4	5	5	10	6	6	6	7	10	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73000	-88.428373393354903	-87.049937798316307	-1.378435595038593	0.000126820177649	0.000057152662857	0.450659066375410	0.757464196530089	1	3	5	7	8	9	11	12	11	12	13	13	12	12	14	13	16	0	1	2	0	4	5	5	6	6	9	14	7	6	6	8	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2
73500	-83.069619411135051	-81.696159477326574	-1.373459933808471	0.000076036865152	0.000052845301737	0.694995797521772	0.817856270030416	1	3	5	7	9	9	11	13	11	12	11	13	13	13	15	13	16	0	1	2	0	4	4	5	9	6	6	6	7	6	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
74000	-84.781314145864414	-83.401009496299309	-1.380304649565100	0.000069017597424	0.000050327065503	0.729191791384566	0.927385562440130	1	3	6	6	9	10	11	13	11	13	12	12	12	13	15	14	15	0	1	2	0	4	5	5	6	6	6	6	7	6	11	8	10	14	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1
74500	-80.762886075144664	-79.402022933287171	-1.360863141857495	0.000115730715229	0.000066594212885	0.575423842777498	0.809281627192135	0	2	5	6	8	10	12	12	11	12	13	13	12	14	13	15	16	0	1	2	0	4	5	5	9	6	6	9	7	9	11	8	10	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
75000	-84.489886006471991	-83.028565859103367	-1.461320147368631	0.000089874636608	0.000089684260351	0.997881757699152	0.761763109661830	1	2	5	6	8	10	11	13	11	11	12	13	13	13	14	15	16	0	1	1	0	4	5	5	10	6	6	6	7	9	11	8	9	14	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1
75500	-85.884391439981144	-84.512969898605348	-1.371421541375797	0.000122683425602	0.000058276274229	0.475013425346818	0.774582993279005	1	3	6	8	9	10	11	12	11	12	12	13	14	14	15	14	16	0	1	1	0	4	5	5	6	6	9	9	7	10	11	8	10	14	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2
76000	-84.448414512217937	-83.014018077637871	-1.434396434580064	0.000226875407706	0.000080032596877	0.352760123658113	0.975681355800670	1	3	4	6	8	10	13	14	11	12	12	12	13	14	15	12	16	0	1	1	0	4	5	9	9	5	9	9	6	9	11	8	6	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
76500	-80.384341740684278	-79.007453639775150	-1.376888100909125	0.000113333763075	0.000051616389013	0.455436999645361	0.828113276923525	1	2	5	6	9	10	11	13	12	11	13	13	12	14	15	15	16	0	1	2	0	4	5	5	9	10	6	10	7	6	11	8	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77000	-84.685010337117276	-83.323941815682460	-1.361068521434811	0.000106713307147	0.000062478840288	0.585483122564843	0.953863852922217	1	3	6	7	9	10	12	13	12	12	11	11	13	13	12	15	16	0	1	2	0	4	5	5	15	6	12	6	5	7	11	6	9	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77500	-81.441010510509457	-80.079851619894498	-1.361158890614955	0.000126233855560	0.000074261562068	0.588285620672503	0.870499257526085	0	2	5	7	8	10	12	13	12	11	12	13	12	14	15	15	15	0	1	1	0	4	5	10	6	6	6	10	7	10	11	8	9	14	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
78000	-86.960124737185225	-85.587486246638392	-1.372638490546840	0.000106459248910	0.000050057958862	0.470207702709852	0.769331302465653	0	2	5	6	8	10	11	12	11	13	12	12	12	14	13	15	16	0	1	2	0	4	4	5	6	5	9	9	6	6	9	8	10	14	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1
78500	-95.052033427072914	-93.690423075848017	-1.361610351224891	0.000126915101128	0.000068834302924	0.542364953516794	0.674879884725411	1	3	5	7	8	9	9	13	10	12	11	13	12	14	14	13	17	0	1	2	0	4	5	5	10	6	6	6	11	11	10	8	11	14	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2
79000	-82.491407915786951	-81.082669604112212	-1.408738311674736	0.000097667342815	0.000081939984244	0.838970139678490	0.915680388514244	1	2	4	8	9	10	11	14	12	12	13	12	14	14	14	15	16	0	1	2	0	4	5	5	9	6	6	9	7	9	11	10	6	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
79500	-89.386881607449112	-87.922938550350821	-1.463943057098286	0.000095054835058	0.000030701395370	0.322986151634318	0.887984658013229	1	3	6	6	8	10	11	13	12	12	13	12	14	14	14	14	16	0	1	1	0	4	5	6	5	6	6	10	7	6	11	8	9	14	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1
80000	-81.548913099147470	-80.142753365675787	-1.406159733471676	0.000063491083182	0.000052707734086	0.830159629432038	0.904131669885684	0	1	4	6	8	10	11	12	11	12	12	12	13	13	14	15	16	0	1	2	0	4	5	5	9	6	6	6	7	10	11	8	10	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
80500	-89.543892901398848	-88.100077207275092	-1.443815694123758	0.000061341813737	0.000058160135223	0.948131978490999	0.950805657163407	0	2	6	7	8	10	11	13	11	12	12	12	14	13	14	13	16	0	1	2	0	4	5	5	10	6	9	6	7	9	11	8	6	13	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
