step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
1	-774.175576640742293	-783.226420021193690	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.122378331182272	0	2	4	5	3	6	5	6	7	4	4	4	11	5	6	7	8	5	4	4	4	6	6	7	6	5	6	8	6	5	5	6	7	13	5	6	6	7	10	7	7	8	8	8	6	8	6	6	8	7	8	10	7	9	11	9	8	7	9	8	8	9	10	10	9	14	10	10	12	8	9	9	11	10	9	11	9	10	9	11	11	11	11	11	11	10	10	16	11	12	11	13	14	15	15	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-359.750776323366267	-368.801619703817607	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.412827370477265	0	2	5	6	2	7	6	7	5	4	5	3	11	5	7	7	5	6	4	4	4	6	7	7	7	3	6	4	7	5	5	6	7	10	5	7	4	8	11	6	7	8	8	8	5	9	7	7	9	6	7	8	8	7	11	9	7	6	9	7	7	10	10	8	8	14	7	10	13	9	10	8	8	11	9	12	6	9	5	9	11	11	9	12	11	10	10	15	10	3	11	10	12	14	15	0	1	37	79	1	9	79	2	26	90	12	1	49	12	11	45	26	37	90	90	2	9	11	30	35	1	19	5	22	37	28	37	11	15	2	11	90	58	46	90	10	22	6	33	21	10	45	27	42	30	28	8	57	27	40	6	31	79	44	50	3	47	78	50	36	75	58	64	81	31	42	50	12	92	35	49	28	8	26	14	34	56	18	86	80	42	4	66	42	5	80	70	81	39	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-280.235316199999204	-289.286159580450544	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999555511323069	1	3	4	4	4	6	6	3	6	4	4	5	11	6	7	7	7	6	5	4	2	5	7	7	6	3	4	5	6	5	5	7	7	12	6	5	7	5	11	8	8	8	6	6	6	8	6	5	8	7	8	10	8	5	11	9	8	7	8	8	6	10	3	10	10	13	9	9	13	7	10	8	11	10	9	11	10	9	10	8	10	12	10	9	11	10	8	13	6	9	10	14	12	12	15	0	1	1	63	21	48	8	1	48	8	21	5	86	19	6	12	28	4	63	2	1	3	29	48	31	1	2	21	54	20	26	19	54	77	22	26	45	10	70	12	18	18	10	30	5	6	27	10	89	35	14	67	9	10	60	29	15	20	12	33	11	78	21	17	56	64	19	57	94	31	70	48	11	70	47	74	32	30	84	22	87	52	17	15	87	43	63	76	12	33	35	82	42	62	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-268.967432863525858	-278.018276243977198	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996325633506989	1	2	4	4	3	6	6	6	6	5	5	4	11	6	6	8	8	6	4	4	4	7	3	8	5	3	6	9	5	4	6	7	8	12	5	6	6	6	9	7	6	8	9	9	4	9	6	6	8	6	9	9	7	10	8	8	8	8	9	8	7	9	10	9	9	10	9	10	13	8	10	8	9	10	9	11	10	10	9	10	6	8	11	11	10	9	11	15	10	10	11	12	14	15	10	0	1	23	26	2	35	4	11	12	23	2	26	9	20	35	61	5	35	5	2	1	15	1	10	4	2	29	48	30	2	12	81	41	17	3	25	12	2	60	18	35	7	32	32	2	11	12	30	38	26	81	24	11	44	61	48	9	25	22	32	81	41	42	55	55	46	16	28	77	15	75	22	35	61	82	75	33	28	55	57	23	27	39	86	33	82	54	39	52	60	75	75	60	13	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-266.279940138903555	-275.330783519354895	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996176984243315	1	2	3	3	4	7	3	6	6	4	4	5	11	6	7	7	5	2	5	5	3	5	6	7	6	6	4	9	4	5	5	7	8	12	5	7	7	8	5	7	6	7	8	9	5	7	5	7	7	8	7	10	3	10	10	8	9	8	10	8	9	5	10	7	9	13	10	10	9	9	9	9	9	10	9	11	9	8	7	11	10	11	9	12	11	10	10	14	7	13	11	13	13	15	15	0	1	1	1	2	31	2	39	7	4	53	4	71	12	39	47	27	1	10	29	2	27	2	22	11	5	53	38	7	5	4	45	40	55	5	29	22	29	11	12	11	11	17	42	2	10	29	14	30	8	25	50	1	36	16	49	33	6	83	46	48	21	28	31	79	84	33	33	48	79	41	36	15	48	43	33	14	41	10	83	14	52	42	71	71	60	50	66	20	81	44	44	87	90	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-282.480073917844152	-291.530917298295492	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999862648347726	1	3	5	2	2	6	5	6	7	4	3	3	10	5	5	8	7	3	3	5	4	6	6	6	6	4	4	7	5	5	5	6	6	13	3	7	4	8	9	7	8	7	8	8	6	7	6	6	7	7	9	8	8	10	9	8	9	8	9	8	5	9	11	9	9	12	11	9	11	4	10	9	10	7	10	12	9	11	7	10	11	11	8	10	10	10	10	17	12	9	12	12	13	15	15	0	4	12	1	1	61	26	1	31	35	5	5	7	35	2	36	61	4	1	18	12	26	15	30	15	11	5	31	2	12	19	5	26	89	1	20	11	25	38	15	28	23	25	50	27	15	31	14	2	22	7	45	8	68	74	11	49	17	53	15	35	16	75	6	8	43	54	45	58	4	59	42	74	8	24	77	58	87	15	83	84	18	22	24	55	90	90	34	85	45	85	45	65	57	22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-271.880198490760563	-280.931041871211903	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999522970036110	1	2	3	5	3	5	4	7	7	5	5	4	11	6	6	6	9	6	5	4	2	6	7	6	6	6	5	8	6	3	6	7	7	12	5	7	4	7	9	8	7	9	8	7	7	9	6	7	8	7	8	9	7	10	11	9	7	8	10	7	9	9	10	10	9	7	9	11	7	7	9	6	9	9	7	10	10	9	10	11	11	11	9	11	11	8	11	10	12	13	9	13	7	13	11	0	1	1	30	1	37	3	7	20	20	3	1	71	11	10	30	41	10	3	3	1	10	22	6	20	7	21	23	12	2	7	4	19	63	7	24	3	5	16	16	14	53	41	29	11	38	20	14	38	72	26	60	4	28	39	66	31	44	86	4	57	16	6	49	14	16	40	62	15	6	50	27	66	40	2	52	27	51	46	11	14	57	14	88	62	26	17	74	87	82	75	88	6	68	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-281.688077814958774	-290.738921195410114	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988716571607481	0	1	3	5	2	7	6	6	6	5	4	3	8	6	7	6	9	6	4	3	2	7	4	7	5	6	6	7	7	5	1	7	8	14	6	7	6	6	10	8	6	4	9	8	5	9	5	5	8	8	8	8	7	8	12	10	9	7	10	9	7	9	11	8	5	13	10	11	11	8	9	8	10	10	8	8	10	7	9	9	11	10	9	11	8	10	10	16	11	10	10	13	13	14	15	0	1	21	3	2	14	1	48	4	5	20	1	41	48	1	47	53	5	31	21	31	45	21	8	42	47	5	65	38	11	1	45	20	79	42	4	48	21	24	18	23	5	54	45	11	47	5	19	47	10	18	41	8	6	77	76	35	30	71	33	47	32	77	14	19	44	28	57	13	4	78	16	62	57	53	9	64	30	40	52	44	71	52	59	8	58	76	92	91	64	40	39	7	89	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-276.299854257070479	-285.350697637521819	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.965652482641906	1	3	4	5	3	6	6	4	8	5	4	4	12	6	7	8	6	2	2	5	4	5	7	7	6	5	6	9	6	6	4	7	7	10	5	7	7	7	10	7	7	8	8	9	7	6	6	7	9	8	8	10	6	9	6	8	8	6	10	8	9	8	11	9	9	15	9	10	11	6	9	8	10	9	9	9	9	11	10	9	12	4	11	11	12	9	8	16	11	12	10	11	12	16	13	0	19	18	1	1	4	3	18	26	8	18	5	91	21	53	30	11	1	1	5	19	19	20	11	11	11	11	14	4	12	19	17	21	16	82	58	31	22	67	3	27	17	10	51	53	4	82	31	55	11	53	77	21	72	12	21	40	26	49	10	48	27	80	56	14	17	42	48	75	10	36	46	12	11	87	40	17	73	77	4	52	1	34	79	68	37	47	66	22	92	60	6	34	81	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-272.827913768380711	-281.878757148832051	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983752158567596	-1	3	4	5	4	6	1	6	7	5	2	4	5	5	6	6	8	6	4	5	1	6	7	7	6	3	6	8	7	4	5	6	8	13	6	7	7	6	10	7	5	8	7	9	4	9	5	6	9	3	9	10	7	10	11	10	8	6	10	8	9	10	10	9	10	14	9	7	12	9	8	8	12	7	9	10	9	8	10	11	8	11	9	9	12	11	10	16	12	12	11	11	14	12	11	0	21	2	19	50	5	1	2	25	26	21	50	30	2	4	30	68	41	11	26	1	12	2	35	3	7	19	25	32	21	11	41	16	55	14	32	16	3	33	35	26	10	26	37	7	33	30	41	23	21	57	78	22	57	37	15	45	14	68	5	27	42	61	72	33	34	71	32	74	33	25	12	82	5	23	43	74	23	28	81	25	74	40	42	39	63	84	89	33	82	33	39	55	44	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
