"","R","w.mu","w.sigma","w.k","mu1","mu2","r.imp.cases","p.obs.cases","p.seq.data","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"a8f256c0fe1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",30,0.36,0.12025,0.243541666666667,0.728333333333333,0,0,0,0,0.0561365868468806,124
"aa8f0b380c",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",23,0.526315789473684,0.478289473684211,0.325271739130435,0.872826086956522,0.666666666666667,1,1,1,0.348322228501699,54
"aa8f0b380c1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",23,0.210526315789474,0.235526315789474,0.248097826086957,0.916576086956522,0.333333333333333,0,0,0,0.121608510038692,69
"ab4df887b5",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",23,0.615384615384615,0.565384615384615,0.64375,0.667934782608696,0.222222222222222,1,1,1,0.440104919638021,36
"ab4df887b51",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",23,0.615384615384615,0.362019230769231,0.526902173913044,0.635326086956522,0,0,0,0,0.35498901885962,60
"b50db64236",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",34,0.608695652173913,0.502445652173913,0.485661764705882,0.800919117647059,0.2,1,1,1,0.332862423376407,86
"b50db642361",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",34,0.173913043478261,0.11195652173913,0.304963235294118,0.803308823529412,0,0,0,0,0.0157553914072559,160
"b8d87c2468",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",20,0.466666666666667,0.522916666666667,0.4278125,0.9253125,0.25,1,1,1,0.375860998920185,43
"b8d87c24681",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",20,0.533333333333333,0.235,0.3915625,0.8975,0.25,0,0,0,0.315257149149542,52
"c7a864f40c",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",29,0.375,0.35390625,0.392887931034483,0.903879310344828,0.75,1,1,1,0.231268483656678,90
"c7a864f40c1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",29,0.208333333333333,0.141927083333333,0.264439655172414,0.918534482758621,0.5,0,0,0,0.0739820368416408,110
"cc9de22ba9",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",8,0.8,0.64125,0.58984375,0.6796875,0,1,1,1,0.29282284199818,8
"cc9de22ba91",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",8,0.8,0.62125,0.58125,0.67734375,0,1,1,1,0.272442094124858,11
"cd9fdfda4e",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",28,0.75,0.561979166666667,0.608258928571429,0.742633928571429,0.0666666666666667,1,1,1,0.425598546026297,82
"cd9fdfda4e1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",28,0.75,0.391666666666667,0.665178571428571,0.739285714285714,0.0666666666666667,0,0,0,0.467336141462334,95
"d07e4759be",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",30,0.68,0.58025,0.420208333333333,0.801875,0.25,1,1,1,0.332580713914296,69
"d07e4759be1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",30,0.32,0.214,0.361875,0.834583333333333,0,0,0,0,0.257319994188343,116
"d2abbb9e66",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",24,1,0.751736111111111,0.521354166666667,0.727864583333333,0,1,1,1,0.370321276179086,43
"d2abbb9e661",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",24,0.764705882352941,0.469097222222222,0.493489583333333,0.790885416666667,0.2,0,0,0,0.380710920614665,98
"d8512d2bed",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",19,0.470588235294118,0.391544117647059,0.399671052631579,0.778618421052632,1,1,1,1,0.369762781037456,26
"d8512d2bed1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",19,0.470588235294118,0.35625,0.392763157894737,0.751315789473684,1,0,0,0,0.366075239524581,44
"db5b72f836",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",18,0.916666666666667,0.758854166666667,0.489583333333333,0.779513888888889,0.4,1,1,1,0.253185033117692,35
"db5b72f8361",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",18,0.166666666666667,0.226041666666667,0.295833333333333,0.827430555555556,0,0,0,0,0.0335724744848291,33
"f372dc21ce",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",35,0.515151515151515,0.414204545454545,0.3625,0.773035714285714,1,1,1,1,0.333084114305137,127
"f372dc21ce1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",35,0.424242424242424,0.253598484848485,0.301607142857143,0.849107142857143,1,0,0,1,0.256181938907257,146
"fd8c1011bf",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",10,0.777777777777778,0.595138888888889,0.311875,0.803125,NA,1,1,1,0.335771502333364,8
"fd8c1011bf1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",10,0.666666666666667,0.575694444444444,0.313125,0.831875,NA,1,0,0,0.326987310414492,11
"fea136bc52",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",27,0.583333333333333,0.447395833333333,0.361805555555556,0.678472222222222,1,1,1,1,0.243213309912658,78
"fea136bc521",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",27,0.375,0.194010416666667,0.231712962962963,0.715972222222222,0.5,0,0,0,0.00920694418196322,137
"ff71680eef",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25-fixedMu",26,0.44,0.35875,0.257932692307692,0.868028846153846,NA,1,1,1,0.261231423113376,76
"ff71680eef1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.25,1,"samp-0.25",26,0.36,0.2215,0.2375,0.893269230769231,NA,0,0,0,0.246382138906008,89
"03ee6b8a7d",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",76,0.643835616438356,0.414811643835616,0.461019736842105,0.830592105263158,1,1,1,1,0.163288875556102,818
"03ee6b8a7d1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",76,0.547945205479452,0.299229452054795,0.415625,0.845394736842105,1,0,0,0,0.231394269003003,579
"0484307b2f",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",80,0.734177215189873,0.437658227848101,0.462265625,0.846953125,NA,1,1,1,0.13562538652853,1019
"0484307b2f1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",80,0.620253164556962,0.21123417721519,0.40640625,0.879375,NA,0,0,0,0.208906161717694,1030
"07780ef035",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",95,0.662921348314607,0.417376373626374,0.54296052631579,0.708618421052632,1,1,1,1,0.0900129999393817,945
"07780ef0351",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",95,0.561797752808989,0.268406593406593,0.490263157894737,0.754473684210526,0.666666666666667,0,0,0,0.146799384908887,1412
"07c4f684c1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",84,0.683544303797468,0.400949367088608,0.498139880952381,0.694940476190476,0.75,1,1,1,0.148789711905779,1107
"07c4f684c11",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",84,0.506329113924051,0.271993670886076,0.448660714285714,0.709821428571429,0.5,0,0,1,0.230498274832241,802
"083e534ca7",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",98,0.677083333333333,0.441796875,0.486224489795918,0.765433673469388,1,1,1,1,0.13577428712252,1039
"083e534ca71",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",98,0.604166666666667,0.369205729166667,0.459375,0.776339285714286,1,0,0,1,0.170454020950088,1028
"0af2605c8c",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",76,0.594594594594595,0.419679054054054,0.46875,0.70921052631579,1,1,1,1,0.146263865450245,608
"0af2605c8c1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",76,0.621621621621622,0.402111486486486,0.461924342105263,0.707072368421053,1,1,1,1,0.158157928215771,917
"0ccb07f5a0",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",25,0.590909090909091,0.484090909090909,0.604,0.92275,0.5,1,1,1,0.0411196488771447,61
"0ccb07f5a01",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",25,0.590909090909091,0.448863636363636,0.61275,0.9225,0.5,1,1,1,0.0517575017885279,98
"Inf4",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",98,0.760416666666667,0.586067708333333,0.507525510204082,0.683737244897959,1,1,1,1,0.0809200550041356,987
"Inf5",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",98,0.510416666666667,0.194856770833333,0.440497448979592,0.752997448979592,1,0,0,0,0.206011062210671,1300
"122e147c42",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",93,0.647727272727273,0.460555555555556,0.464448924731183,0.765389784946237,1,1,1,1,0.177029890163841,635
"122e147c421",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",93,0.655555555555556,0.421458333333333,0.454771505376344,0.768615591397849,1,1,1,1,0.219758754479824,1401
"286df247ec",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",86,0.688311688311688,0.473338607594937,0.523110465116279,0.748110465116279,0.666666666666667,1,1,1,0.105529147660434,759
"286df247ec1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",86,0.576923076923077,0.34873417721519,0.456904069767442,0.733066860465116,0.833333333333333,0,0,0,0.216027481849044,1188
"28c565c9d2",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",72,0.761194029850746,0.434007352941176,0.534114583333333,0.771614583333333,0.666666666666667,1,1,1,0.105436417062936,532
"28c565c9d21",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",72,0.621212121212121,0.321047794117647,0.536024305555556,0.777256944444444,0.666666666666667,0,0,1,0.14131401394491,809
"2cff3c6246",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",8,0.833333333333333,0.746875,0.65078125,0.58671875,1,1,1,1,0.0190254835743625,5
"2cff3c62461",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",8,0.833333333333333,0.713541666666667,0.64921875,0.5703125,1,1,1,1,0.00835102024090217,9
"2f96872a51",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",84,0.617283950617284,0.45516975308642,0.438616071428571,0.736309523809524,1,1,1,1,0.127600590269071,738
"2f96872a511",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",84,0.654320987654321,0.391358024691358,0.428794642857143,0.738020833333333,1,0,0,0,0.147035974503712,1126
"3679955d2e",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",56,0.703703703703704,0.547453703703704,0.526116071428571,0.737834821428571,1,1,1,1,0.0804407659041989,325
"3679955d2e1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",56,0.685185185185185,0.380555555555556,0.474553571428571,0.764955357142857,1,0,0,0,0.160745755919985,506
"Inf6",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",74,0.735294117647059,0.515307971014493,0.539527027027027,0.795185810810811,0.25,1,1,1,0.0901754686013858,392
"Inf7",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",74,0.63768115942029,0.363405797101449,0.511233108108108,0.809966216216216,0.25,0,0,1,0.149475497057495,865
"3aac4761be",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",8,0.666666666666667,0.675,0.95,0.73203125,1,1,1,1,0.118853738405,6
"3aac4761be1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",8,0.5,0.677083333333333,0.9484375,0.78203125,1,1,1,1,0.114956966568795,12
"40fe6715c9",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",86,0.726190476190476,0.497098214285714,0.513953488372093,0.777325581395349,1,1,1,1,0.105204178868198,768
"40fe6715c91",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",86,0.726190476190476,0.451934523809524,0.501889534883721,0.79280523255814,1,1,1,1,0.125351736832264,1148
"42d58e5b9f",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",45,0.743589743589744,0.580929487179487,0.541388888888889,0.720833333333333,0.8,1,1,1,0.15953481622595,138
"42d58e5b9f1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",45,0.743589743589744,0.546634615384615,0.534027777777778,0.71125,0.8,1,1,0,0.156171860395943,218
"4a4e2067cb",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",56,0.7,0.478125,0.527232142857143,0.785267857142857,1,1,1,1,0.117891076621998,216
"4a4e2067cb1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",56,0.625,0.3265,0.501004464285714,0.813727678571429,1,0,0,0,0.148807833796084,488
"591b20d55d",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",92,0.674698795180723,0.469940476190476,0.532676630434783,0.869565217391304,0.571428571428571,1,1,1,0.114545867385561,600
"591b20d55d1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",92,0.30952380952381,0.100669642857143,0.288722826086957,0.910801630434783,0,0,0,0,0.458981250002995,1059
"5cab6d6a14",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",87,0.6625,0.451953125,0.554525862068965,0.801293103448276,0.833333333333333,1,1,1,0.0858745842804824,764
"5cab6d6a141",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",87,0.623376623376623,0.37984375,0.5625,0.80007183908046,0.833333333333333,0,0,1,0.0800217676665717,1143
"72fc736a85",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",78,0.763157894736842,0.496875,0.546634615384615,0.763060897435897,1,1,1,1,0.105729464711396,633
"72fc736a851",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",78,0.75,0.386019736842105,0.511057692307692,0.783413461538462,1,0,0,1,0.138868663507832,662
"73442d38c7",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",89,0.704545454545455,0.456960227272727,0.529073033707865,0.773244382022472,NA,1,1,1,0.127127019544361,1086
"73442d38c71",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",89,0.431818181818182,0.185440340909091,0.427598314606742,0.801404494382022,NA,0,0,0,0.264083491182787,914
"7983221bea",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",10,0.777777777777778,0.601388888888889,0.68,0.714375,NA,1,1,1,0.0348294265261938,16
"7983221bea1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",10,0.777777777777778,0.583333333333333,0.669375,0.76125,NA,1,1,0,0.0195762531879923,15
"842fc51be9",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",71,0.647058823529412,0.408915441176471,0.472007042253521,0.795862676056338,0,1,1,1,0.190067744581383,798
"842fc51be91",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",71,0.626865671641791,0.386121323529412,0.471214788732394,0.791109154929577,0.5,1,1,1,0.183359196927149,790
"91b6f44910",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",31,0.892857142857143,0.733928571428571,0.615322580645161,0.676411290322581,1,1,1,1,0.0560851020488369,143
"91b6f449101",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",31,0.821428571428571,0.711383928571429,0.623387096774194,0.690322580645161,1,1,1,1,0.0586988619803019,148
"93bd167a7a",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",59,0.634615384615385,0.465625,0.530720338983051,0.85021186440678,0.5,1,1,1,0.101101533315966,524
"93bd167a7a1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",59,0.60377358490566,0.446875,0.536440677966102,0.819597457627119,0.75,1,0,1,0.116564130014778,535
"942767e7e3",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",77,0.611111111111111,0.45847602739726,0.504301948051948,0.819805194805195,1,1,1,1,0.177668099839374,925
"942767e7e31",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",77,0.486111111111111,0.25402397260274,0.420941558441558,0.823214285714286,0.666666666666667,0,0,0,0.29035124744321,973
"97c4fddb65",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",69,0.766666666666667,0.574375,0.592934782608696,0.76893115942029,0.5,1,1,1,0.0755422164659764,500
"97c4fddb651",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",69,0.45,0.200416666666667,0.402445652173913,0.821829710144928,0.375,0,0,0,0.32182111953928,788
"9ab7c58c41",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",88,0.541176470588235,0.369485294117647,0.454119318181818,0.800923295454545,0.5,1,1,1,0.116319636269147,848
"9ab7c58c411",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",88,0.376470588235294,0.168676470588235,0.35703125,0.831889204545455,0,0,0,0,0.29093059128089,906
"9abd61eccf",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",107,0.603960396039604,0.377227722772277,0.532126168224299,0.761799065420561,0.8,1,1,1,0.103236771599628,1729
"9abd61eccf1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",107,0.564356435643564,0.308415841584158,0.519158878504673,0.772721962616822,0.8,0,0,1,0.123364567589895,1747
"a0ad0cd3b8",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",64,0.65,0.352604166666667,0.54658203125,0.82236328125,0.666666666666667,1,1,1,0.101093707912357,444
"a0ad0cd3b81",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",64,0.633333333333333,0.254270833333333,0.51640625,0.84560546875,0.666666666666667,0,0,1,0.146544781732369,646
"a6f8acaea0",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",80,0.618421052631579,0.43261217948718,0.499296875,0.791328125,0,1,1,1,0.147874547999791,1006
"a6f8acaea01",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",80,0.58974358974359,0.407211538461538,0.47609375,0.742421875,1,0,1,1,0.181768564826388,667
"ac4e14398a",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",89,0.694117647058824,0.514852941176471,0.536025280898876,0.808637640449438,1,1,1,1,0.0970101227432115,1210
"ac4e14398a1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",89,0.658823529411765,0.337058823529412,0.432865168539326,0.84810393258427,0.333333333333333,0,0,0,0.232458489351628,901
"aed9b0deda",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",82,0.620253164556962,0.398971518987342,0.549085365853659,0.86219512195122,1,1,1,1,0.106009322654016,1044
"aed9b0deda1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",82,0.493670886075949,0.224604430379747,0.490625,0.896493902439024,1,0,0,0,0.181554294630201,1068
"b39a48ce40",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",104,0.737373737373737,0.506992574257426,0.548016826923077,0.678966346153846,1,1,1,1,0.107673975050267,1674
"b39a48ce401",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",104,0.444444444444444,0.18644801980198,0.444651442307692,0.737800480769231,0.5,0,0,0,0.250356046691361,1694
"b3fb337771",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",16,0.428571428571429,0.446428571428571,0.496484375,0.84140625,1,1,1,1,0.12454292125105,41
"b3fb3377711",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",16,0.357142857142857,0.409821428571429,0.508203125,0.837890625,1,1,1,0,0.112520998087137,33
"b46da12f6b",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",72,0.764705882352941,0.496376811594203,0.490538194444444,0.824305555555556,1,1,1,1,0.10731416456537,622
"b46da12f6b1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",72,0.507246376811594,0.202626811594203,0.362934027777778,0.859288194444444,1,0,0,0,0.275120952758825,864
"b691527a33",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",71,0.828571428571429,0.561875,0.597359154929577,0.750088028169014,NA,1,1,1,0.0885030893233985,520
"b691527a331",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",71,0.608695652173913,0.281160714285714,0.507746478873239,0.806161971830986,NA,0,0,0,0.182217563768345,801
"b97a3b5025",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",76,0.702702702702703,0.487922297297297,0.541036184210526,0.725822368421053,1,1,1,1,0.0803135163978117,874
"b97a3b50251",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",76,0.608108108108108,0.33597972972973,0.513157894736842,0.762088815789474,1,0,0,0,0.123715980778444,900
"b9d545a035",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",84,0.703703703703704,0.45054012345679,0.457738095238095,0.784449404761905,0,1,1,1,0.166671716364557,791
"b9d545a0351",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",84,0.5875,0.320833333333333,0.434002976190476,0.80171130952381,0,0,0,1,0.215696283562912,801
"c24abd2303",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",85,0.683544303797468,0.493433544303797,0.556691176470588,0.752941176470588,0.4,1,1,1,0.0690393130989766,771
"c24abd23031",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",85,0.69620253164557,0.453006329113924,0.552279411764706,0.768308823529412,0.4,1,1,1,0.0828247084436295,777
"cbaf317b4a",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",104,0.8,0.5173125,0.566646634615385,0.727223557692308,1,1,1,1,0.123127797711955,1564
"cbaf317b4a1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",104,0.35,0.096125,0.357271634615385,0.786358173076923,1,0,0,0,0.345911866285541,1823
"d1e4c079c9",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",53,0.862745098039216,0.638235294117647,0.570047169811321,0.711792452830189,1,1,1,1,0.0708946585558102,236
"d1e4c079c91",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",53,0.725490196078431,0.413112745098039,0.506367924528302,0.74752358490566,1,0,0,1,0.136554511841652,442
"d4a4c86576",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",14,0.416666666666667,0.333173076923077,0.675446428571429,0.912946428571429,NA,1,1,1,0.0475448462028428,24
"d4a4c865761",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",14,0.416666666666667,0.317307692307692,0.678125,0.93125,NA,1,1,1,0.0447265802595072,34
"e2cf78f482",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",97,0.645161290322581,0.409973404255319,0.400451030927835,0.785180412371134,1,1,1,1,0.154624176270824,1055
"e2cf78f4821",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",97,0.542553191489362,0.269148936170213,0.339755154639175,0.788724226804124,0.5,0,0,0,0.277113407054969,1072
"e3a864e771",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",54,0.576923076923077,0.500360576923077,0.561342592592593,0.855208333333333,1,1,1,1,0.0721742709530278,456
"e3a864e7711",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",54,0.596153846153846,0.436538461538462,0.547106481481481,0.867708333333333,1,0,0,1,0.0992571853993786,465
"ec4134505b",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",70,0.617647058823529,0.458731617647059,0.557857142857143,0.755178571428571,1,1,1,1,0.142432825061409,547
"ec4134505b1",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",70,0.602941176470588,0.3015625,0.490625,0.79875,1,0,0,0,0.193951997233487,788
"f2885225b8",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",100,0.698924731182796,0.496907894736842,0.5338125,0.799875,0.75,1,1,1,0.121027327913823,1547
"f2885225b81",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",100,0.463157894736842,0.214013157894737,0.37125,0.8239375,0.25,0,0,0,0.345371997405613,1696
"ffb4eac432",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75-fixedMu",90,0.576470588235294,0.457255747126437,0.504583333333333,0.748402777777778,1,1,1,1,0.0831744328471083,862
"ffb4eac4321",1.5,2,0.7,5,8e-05,2e-05,0.05,0.75,1,"samp-0.75",90,0.0919540229885057,0.0639367816091954,0.230833333333333,0.822013888888889,0.5,0,0,0,0.475227360583666,1450
"06e06b9882",1.5,2,0.7,5,8e-05,2e-05,0.05,1,0.25,"seq-0.25-fixedMu",117,0.13265306122449,0.0878977272727273,0.70667735042735,0.814423076923077,0.333333333333333,1,1,1,0.329448421459725,585
"06e06b98821",1.5,2,0.7,5,8e-05,2e-05,0.05,1,0.25,"seq-0.25",117,0.154639175257732,0.0598295454545455,0.543963675213675,0.834615384615385,0.333333333333333,0,0,0,0.513158667161413,1082
"0d986f999d",1.5,2,0.7,5,8e-05,2e-05,0.05,1,0.25,"seq-0.25-fixedMu",115,0.0619469026548673,0.0600663716814159,0.567989130434783,0.794619565217391,0,1,1,1,0.454716598968232,729
