"","R","w.mu","w.sigma","w.k","mu1","mu2","r.imp.cases","p.obs.cases","p.seq.data","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"3735eab6871",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",39,0.742857142857143,0.525506756756757,0.728525641025641,0.798076923076923,1,1,1,1,0.240463174321441,106
"3b13464db3",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",55,0.886792452830189,0.598466981132075,0.754090909090909,0.706477272727273,1,1,1,1,0.221365707462224,317
"3b13464db31",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",55,0.811320754716981,0.497877358490566,0.732159090909091,0.732613636363636,1,1,1,1,0.251128519271807,333
"3b1cbd136d",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",107,0.85,0.541398514851485,0.603154205607477,0.764602803738318,1,1,1,1,0.332226434334518,1765
"3b1cbd136d1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",107,0.06,0.0445544554455446,0.160338785046729,0.880665887850467,0.2,0,0,0,0.800387348550855,1512
"3efe1a844d",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",96,0.74468085106383,0.526842105263158,0.63515625,0.755208333333333,NA,1,1,1,0.29588172106139,999
"3efe1a844d1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",96,0.138297872340426,0.0769736842105263,0.40625,0.892122395833333,NA,0,0,0,0.531647106581741,1541
"40bde6baae",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",94,0.817204301075269,0.460483870967742,0.628922872340426,0.708510638297872,NA,1,1,1,0.319559732882761,1376
"40bde6baae1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",94,0.494623655913978,0.206653225806452,0.460837765957447,0.76748670212766,NA,0,0,1,0.487620249352073,1038
"40fbfe5a24",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",109,0.780952380952381,0.494702380952381,0.588188073394495,0.81920871559633,1,1,1,1,0.341006905183847,1823
"40fbfe5a241",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",109,0.0480769230769231,0.0460119047619048,0.262385321100917,0.933084862385321,0.333333333333333,0,0,0,0.681200630196042,1002
"43eb686395",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",105,0.676470588235294,0.461519607843137,0.556785714285714,0.710357142857143,1,1,1,1,0.36650525054529,1185
"43eb6863951",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",105,0.735294117647059,0.469914215686275,0.550178571428571,0.709821428571429,1,1,1,1,0.369257115121243,1191
"46180980b0",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",110,0.83495145631068,0.581904761904762,0.675965909090909,0.773522727272727,0.75,1,1,1,0.271509555385617,1266
"46180980b01",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",110,0.257425742574257,0.118869047619048,0.535,0.881477272727273,0.75,0,0,0,0.451811013064271,1329
"4b63963f15",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",115,0.714285714285714,0.464491150442478,0.575652173913043,0.786304347826087,1,1,1,1,0.353968006670918,1441
"4b63963f151",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",115,0.0442477876106195,0.036283185840708,0.35625,0.867282608695652,1,0,0,0,0.658577340748098,2275
"5771312ba5",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",119,0.875,0.597861842105263,0.634243697478992,0.732615546218487,1,1,1,1,0.300189647164088,2149
"5771312ba51",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",119,0.0701754385964912,0.0464912280701754,0.207247899159664,0.845535714285714,0.25,0,0,0,0.749243990336298,1756
"5c6b69f030",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",108,0.876190476190476,0.635416666666667,0.63443287037037,0.672627314814815,1,1,1,1,0.304083031190649,1800
"5c6b69f0301",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",108,0.194174757281553,0.107261904761905,0.428935185185185,0.780902777777778,1,0,0,0,0.537236948815689,907
"5da2b32b5c",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",111,0.803738317757009,0.582465277777778,0.635585585585586,0.73170045045045,1,1,1,1,0.303781599783922,1303
"5da2b32b5c1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",111,0.10377358490566,0.0597222222222222,0.482657657657658,0.848367117117117,0.5,0,0,0,0.530610711333859,955
"5f05011500",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",83,0.719512195121951,0.436432926829268,0.566340361445783,0.725527108433735,NA,1,1,1,0.366071204258072,1078
"5f050115001",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",83,0.268292682926829,0.152591463414634,0.342996987951807,0.79585843373494,NA,0,0,0,0.565123199046219,823
"6220b4007b",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",97,0.78494623655914,0.558198924731183,0.628737113402062,0.681056701030928,1,1,1,1,0.311230858595755,990
"6220b4007b1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",97,0.120879120879121,0.0512096774193548,0.333118556701031,0.808440721649485,0.333333333333333,0,0,0,0.620833020787778,902
"65e522bfe2",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",107,0.778846153846154,0.49125,0.61214953271028,0.72786214953271,1,1,1,1,0.326412635107216,1227
"65e522bfe21",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",107,0.230769230769231,0.10452380952381,0.38767523364486,0.84731308411215,1,0,0,0,0.557820056376087,1339
"6bd32d6fb6",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",111,0.809090909090909,0.505170454545455,0.615709459459459,0.708502252252252,NA,1,1,1,0.31415122832616,1900
"6bd32d6fb61",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",111,0.454545454545455,0.189318181818182,0.485754504504505,0.775900900900901,NA,0,0,1,0.45448946096927,1400
"6c2d7dec14",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",66,0.80952380952381,0.587109375,0.621496212121212,0.731912878787879,1,1,1,1,0.309547524976604,675
"6c2d7dec141",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",66,0.158730158730159,0.1068359375,0.454261363636364,0.84905303030303,1,0,0,0,0.518785419554304,733
"7334b3a6b3",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",114,0.765765765765766,0.495703125,0.569462719298246,0.779605263157895,1,1,1,1,0.352893481990374,2034
"7334b3a6b31",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",114,0.107142857142857,0.0594866071428571,0.400712719298246,0.867927631578947,1,0,0,0,0.5595964253404,2175
"73f28d437e",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",122,0.831932773109244,0.555520833333333,0.636372950819672,0.757428278688525,1,1,1,1,0.305253068534091,2306
"73f28d437e1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",122,0.0254237288135593,0.0228125,0.330020491803279,0.907223360655738,0,0,0,0,0.652108810563197,1829
"77c6a6c30a",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",121,0.794871794871795,0.509722222222222,0.671797520661157,0.764152892561983,1,1,1,1,0.27303716410266,2219
"77c6a6c30a1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",121,0.102564102564103,0.0514423076923077,0.448863636363636,0.888946280991736,0.666666666666667,0,0,0,0.54588625321016,1704
"8418e85b99",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",13,0.75,0.750520833333333,0.791826923076923,0.668269230769231,NA,1,1,1,0.213840138959427,18
"8418e85b991",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",13,0.75,0.700520833333333,0.803365384615385,0.671153846153846,NA,1,1,1,0.201926735875134,14
"85cb5ec383",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",116,0.834862385321101,0.479715909090909,0.615086206896552,0.709859913793103,1,1,1,1,0.329813399791091,1414
"85cb5ec3831",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",116,0.0833333333333333,0.0663636363636364,0.301939655172414,0.810183189655172,0.8,0,0,0,0.65730934390883,1594
"8c35d53168",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",130,0.890625,0.646728515625,0.686875,0.671153846153846,1,1,1,1,0.269684871678062,2603
"8c35d531681",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",130,0.078740157480315,0.053271484375,0.383509615384615,0.820625,1,0,0,0,0.547753708381581,2531
"9223e1e1a0",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",66,0.816666666666667,0.554737903225806,0.6,0.783333333333333,1,1,1,1,0.339015295186233,455
"9223e1e1a01",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",66,0.448275862068966,0.28679435483871,0.503693181818182,0.8375,0.666666666666667,0,0,0,0.489542772951622,488
"926ea4a7d2",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",124,0.71551724137931,0.458050847457627,0.544808467741935,0.772933467741935,1,1,1,1,0.409436217857591,1643
"926ea4a7d21",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",124,0.0593220338983051,0.0547669491525424,0.230141129032258,0.858266129032258,0.2,0,0,0,0.704286900689428,1932
"9f80277031",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",107,0.77319587628866,0.513839285714286,0.632242990654206,0.745151869158879,0.875,1,1,1,0.3376180447915,1717
"9f802770311",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",107,0.0319148936170213,0.0553571428571429,0.331892523364486,0.869567757009346,0.375,0,0,0,0.652708252598273,1336
"a6d2eb7388",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",120,0.721739130434783,0.47195652173913,0.584114583333333,0.780364583333333,1,1,1,1,0.351180566907693,1636
"a6d2eb73881",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",120,0.0434782608695652,0.0330978260869565,0.276822916666667,0.893697916666667,0.25,0,0,0,0.713958431784625,1816
"aaef4bcdfc",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",117,0.850877192982456,0.601754385964912,0.586805555555556,0.685042735042735,1,1,1,1,0.336464419542124,1417
"aaef4bcdfc1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",117,0.141592920353982,0.0742872807017544,0.460363247863248,0.794764957264957,1,0,0,0,0.52927290802012,1577
"bb72943f4f",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",106,0.603960396039604,0.405698529411765,0.548172169811321,0.713384433962264,1,1,1,1,0.389210097450515,822
"bb72943f4f1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",106,0.0686274509803922,0.0674019607843137,0.269103773584906,0.787794811320755,0.333333333333333,0,0,0,0.694882585051122,1400
"c2e88b01c3",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",116,0.878260869565217,0.689728260869565,0.711260775862069,0.655765086206897,NA,1,1,1,0.241976673444089,1370
"c2e88b01c31",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",116,0.139130434782609,0.0725,0.417456896551724,0.828717672413793,NA,0,0,0,0.558881347973551,2265
"ced90520b1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",92,0.692307692307692,0.409615384615385,0.542255434782609,0.764538043478261,NA,1,1,1,0.37829740702775,635
"ced90520b11",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",92,0.120879120879121,0.073282967032967,0.364538043478261,0.851970108695652,NA,0,0,0,0.592732533522591,1460
"cf51725b50",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",101,0.806122448979592,0.581439393939394,0.664789603960396,0.705445544554455,1,1,1,1,0.281305719853599,1031
"cf51725b501",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",101,0.210526315789474,0.085290404040404,0.497215346534653,0.841398514851485,1,0,0,0,0.499539187868122,1147
"d0b4e28f53",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",93,0.820224719101124,0.57935393258427,0.681854838709677,0.684543010752688,1,1,1,1,0.277369893736482,601
"d0b4e28f531",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",93,0.0898876404494382,0.0827949438202247,0.274731182795699,0.799260752688172,0.666666666666667,0,0,0,0.666278730345258,1062
"d1ba85b024",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",115,0.822429906542056,0.607110091743119,0.660815217391304,0.679510869565217,0.8,1,1,1,0.288688243754173,914
"d1ba85b0241",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",115,0.043956043956044,0.0202408256880734,0.594021739130435,0.83375,0.6,0,0,0,0.494154600566926,1350
"d40e503151",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",66,0.753846153846154,0.508365384615385,0.588257575757576,0.755113636363636,NA,1,1,1,0.344286521673833,322
"d40e5031511",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",66,0.703125,0.4875,0.580113636363636,0.757102272727273,NA,1,1,0,0.354022100810724,447
"d54d11d51e",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",93,0.766666666666667,0.579027777777778,0.654637096774194,0.767809139784946,1,1,1,1,0.297741788847576,598
"d54d11d51e1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",93,0.123595505617978,0.0647916666666667,0.294220430107527,0.905981182795699,0.5,0,0,0,0.66073801528039,1013
"d7e9514e74",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",92,0.885057471264368,0.604545454545454,0.661073369565217,0.709375,1,1,1,1,0.281923571978651,579
"d7e9514e741",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",92,0.22093023255814,0.121022727272727,0.496399456521739,0.80523097826087,1,0,0,0,0.482238037699111,1342
"e3bb44e2f1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",114,0.774774774774775,0.516722972972973,0.621217105263158,0.747532894736842,1,1,1,1,0.318335778187992,1315
"e3bb44e2f11",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",114,0.0818181818181818,0.0447072072072072,0.435910087719298,0.872423245614035,1,0,0,0,0.521912212246835,1511
"eef415ffbe",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002-fixedMu",94,0.7,0.370398351648352,0.514228723404255,0.742287234042553,1,1,1,1,0.415074502557528,925
"eef415ffbe1",1.5,2,0.7,5,2e-04,5e-05,0.05,1,1,"mu1-0.0002",94,0.6,0.285714285714286,0.469015957446809,0.765226063829787,1,1,1,1,0.461954762854616,995
"0f9fd9c06d",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",135,0.114503816793893,0.065219465648855,0.943888888888889,0.808657407407407,0,1,1,1,0.0637600631381545,806
"0f9fd9c06d1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",135,0.099236641221374,0.0644083969465649,0.932175925925926,0.813935185185185,0,0,0,0,0.0718836623540364,1890
"14f56751b4",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",79,0.12987012987013,0.0996753246753247,0.911075949367089,0.803876582278481,0,1,1,1,0.0959945753862161,297
"14f56751b41",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",79,0.12987012987013,0.102029220779221,0.912816455696203,0.799129746835443,0,0,0,0,0.0954589586956847,922
"153d04578e",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",110,0.0747663551401869,0.0634345794392523,0.929545454545455,0.771477272727273,0,1,1,1,0.0789189936460407,585
"153d04578e1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",110,0.11214953271028,0.0657710280373832,0.93625,0.784034090909091,0,0,0,0,0.0709030548259155,1111
"1709294214",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",106,0.155339805825243,0.0700849514563107,0.945106132075472,0.822287735849057,0,1,1,1,0.0624279605962546,551
"17092942141",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",106,0.12621359223301,0.0680218446601942,0.949764150943396,0.818396226415094,0,0,0,0,0.0577432831540363,1659
"176543a499",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",113,0.0267857142857143,0.0494977678571429,0.961946902654867,0.87146017699115,NA,1,1,1,0.0476448270387027,604
"176543a4991",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",113,0.0446428571428571,0.0498325892857143,0.955641592920354,0.875055309734513,NA,0,0,0,0.0504826129208756,1143
"1fdb41cdbb",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",88,0.0919540229885057,0.0719827586206897,0.951704545454545,0.834446022727273,NA,1,1,1,0.054547891928025,521
"1fdb41cdbb1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",88,0.114942528735632,0.0682471264367816,0.955752840909091,0.844034090909091,NA,0,0,0,0.0583715865523905,1152
"2f36f50664",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",10,0.444444444444444,0.307638888888889,0.90625,0.83,NA,1,1,1,0.166070466386642,6
"2f36f506641",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",10,0.666666666666667,0.322916666666667,0.903125,0.83125,NA,0,0,0,0.151793137780276,15
"3cd21a3098",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",96,0.0769230769230769,0.0658288043478261,0.946223958333333,0.847591145833333,0,1,1,1,0.0603280831267533,619
"3cd21a30981",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",96,0.0989010989010989,0.0652173913043478,0.937369791666667,0.844270833333333,0,0,0,0,0.0705800474439231,835
"3ef822492f",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",143,0.0575539568345324,0.0485611510791367,0.955944055944056,0.876136363636364,0,1,1,1,0.0489080412173311,978
"3ef822492f1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",143,0.0431654676258993,0.0471223021582734,0.96215034965035,0.881861888111888,0,0,0,0,0.0431880121868508,2962
"40964a3027",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",12,0.222222222222222,0.16625,0.839583333333333,0.858854166666667,0,1,1,1,0.191890775916482,8
"40964a30271",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",12,0.3,0.31125,0.841666666666667,0.775520833333333,0,0,0,0,0.198624873420683,26
"Inf",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",128,0,0,0.015625,0.46875,0,1,1,1,0.930482493541379,2021
"Inf1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",128,0.185483870967742,0.104183467741935,0.826904296875,0.76845703125,0,0,0,0,0.179167059298133,1531
"48794ee986",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",112,0.0275229357798165,0.0275229357798165,0.0267857142857143,0.517857142857143,0,1,1,1,0.844318814651336,1297
"48794ee9861",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",112,0.073394495412844,0.0511467889908257,0.948046875,0.808091517857143,0,0,0,0,0.0623895236253141,1140
"49eeee3657",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",102,0.0102040816326531,0.01,0.0588235294117647,0.57843137254902,0,1,1,1,0.822049074044959,825
"49eeee36571",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",102,0.0202020202020202,0.0461875,0.948161764705882,0.877144607843137,0,0,0,0,0.0632347999936749,1539
"5056b36f0b",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",119,0.00869565217391304,0.00869565217391304,0.0252100840336134,0.546218487394958,0,1,1,1,0.895291709051491,1180
"5056b36f0b1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",119,0.11304347826087,0.0933152173913043,0.883403361344538,0.807142857142857,0,0,0,0,0.123957284723164,1291
"677c8d5563",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",82,0,0,0.0121951219512195,0.48780487804878,0,1,1,1,0.911100925285296,580
"677c8d55631",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",82,0.155844155844156,0.106899350649351,0.899009146341463,0.788262195121951,0,0,0,0,0.110920301835533,1009
"6ab24a5dac",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",104,0.0196078431372549,0.0196078431372549,0.0384615384615385,0.653846153846154,0,1,1,1,0.866802137640833,1098
"6ab24a5dac1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",104,0.0784313725490196,0.0700980392156863,0.946694711538462,0.922536057692308,0,0,0,0,0.0600190746499016,981
"7e573bc4ee",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",83,0.0246913580246914,0.0246913580246914,0.036144578313253,0.55421686746988,0,1,1,1,0.837430606400389,557
"7e573bc4ee1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",83,0.0987654320987654,0.0686728395061728,0.943298192771084,0.825075301204819,0,0,0,0,0.062531634109141,1008
"815e4b04e6",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",109,0.0280373831775701,0.0280373831775701,0.0275229357798165,0.559633027522936,0,1,1,1,0.891117681922746,989
"815e4b04e61",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",109,0.121495327102804,0.0879088785046729,0.933428899082569,0.818176605504587,0,0,0,0,0.0742638013415654,1744
"85816e1dcd",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",17,0.0666666666666667,0.0666666666666667,0.0588235294117647,0.823529411764706,0,1,1,1,0.860484925757625,25
"85816e1dcd1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",17,0.4,0.33125,0.749632352941176,1.00294117647059,0,0,0,0,0.265171440271182,36
"8de486dbf1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",93,0.0111111111111111,0.010989010989011,0.0860215053763441,0.559139784946237,0,1,1,1,0.814394807300797,991
"8de486dbf11",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",93,0.0659340659340659,0.060782967032967,0.960215053763441,0.822379032258065,0,0,0,0,0.0471870276649016,1266
"915333bd14",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",89,0.0930232558139535,0.0900862068965517,0.895997191011236,0.891924157303371,0,1,1,1,0.111514858958523,378
"915333bd141",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",89,0.149425287356322,0.10639367816092,0.887008426966292,0.856601123595506,0,0,0,0,0.118587198630497,722
"9510ac6a89",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",119,0.0775862068965517,0.0646367521367521,0.91265756302521,0.785714285714286,0,1,1,1,0.0968153434699571,676
"9510ac6a891",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",119,0.0603448275862069,0.0617521367521368,0.923424369747899,0.788182773109244,0,0,0,0,0.0832424154785533,1291
"957031041f",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",119,0.0695652173913043,0.0603987068965517,0.937605042016807,0.778781512605042,0,1,1,1,0.0700761781946402,672
"957031041f1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",119,0.0869565217391304,0.0610452586206897,0.930357142857143,0.774474789915966,0,0,0,0,0.0760143980343376,1473
"9599333af4",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",84,0.111111111111111,0.0968364197530864,0.871205357142857,0.833333333333333,0,1,1,1,0.136852161887815,342
"9599333af41",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",84,0.0987654320987654,0.0944444444444444,0.868154761904762,0.8296875,0,0,0,0,0.137246164074089,1075
"977d9ce1f5",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",53,0.215686274509804,0.127696078431373,0.926179245283019,0.760849056603774,0,1,1,1,0.0885172262888343,186
"977d9ce1f51",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",53,0.215686274509804,0.128553921568627,0.923349056603774,0.787853773584906,0,0,0,0,0.0904074730852,424
"99e7ce8780",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",108,0.0769230769230769,0.0784254807692308,0.956539351851852,0.853877314814815,0,1,1,1,0.0521397608544771,781
"99e7ce87801",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",108,0.144230769230769,0.0831730769230769,0.958564814814815,0.84849537037037,0,0,0,0,0.0476108561838552,1720
"9d9b33cf82",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",121,0.0517241379310345,0.0568426724137931,0.912396694214876,0.79349173553719,0,1,1,1,0.0888122502833463,978
"9d9b33cf821",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",121,0.0775862068965517,0.0581896551724138,0.912086776859504,0.786828512396694,0,0,0,0,0.0943018069611967,2164
"a15fc9d22c",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",126,0.064,0.0662,0.960367063492063,0.842410714285714,NA,1,1,1,0.0449094537306438,735
"a15fc9d22c1",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",126,0.088,0.0643,0.961309523809524,0.855059523809524,NA,0,0,0,0.0457666333059076,2322
"a4f655d7e6",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",117,0.103448275862069,0.0735991379310345,0.936431623931624,0.757371794871795,NA,1,1,1,0.0715839144021756,611
"a4f655d7e61",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",117,0.120689655172414,0.0777478448275862,0.938995726495726,0.751228632478632,NA,0,0,0,0.0683850930780633,2006
"a8635bd0f7",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0-fixedMu",94,0.0989010989010989,0.0942994505494505,0.925265957446809,0.792619680851064,0,1,1,1,0.0807335861740219,549
"a8635bd0f71",1.5,2,0.7,5,0,0,0.05,1,1,"mu1-0",94,0.164835164835165,0.0945054945054945,0.919547872340426,0.78969414893617,0,0,0,0,0.0846283400229592,1324
