step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
1	-933.872343578441928	-942.923186958893325	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.327998110794240	0	0	6	2	5	5	5	5	5	7	8	6	7	8	7	8	10	12	8	10	13	10	9	12	10	11	10	10	12	10	11	12	12	15	11	12	13	12	11	12	14	11	11	11	12	11	12	16	13	14	14	12	19	18	12	13	13	14	15	15	21	14	14	14	15	16	14	14	16	17	15	14	15	14	17	15	17	16	15	17	16	19	17	18	17	17	17	22	19	19	19	20	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-283.054582395453906	-292.105425775905246	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998275268533517	0	-2	6	2	5	4	6	4	6	6	8	6	8	9	8	9	6	12	7	9	13	10	9	10	10	10	10	10	12	11	12	13	12	15	10	12	13	12	10	11	14	11	11	8	13	12	12	15	13	15	14	13	16	16	12	13	11	14	14	16	20	8	10	14	16	17	14	14	10	17	15	14	16	15	17	16	14	16	14	16	15	15	16	16	18	15	17	18	19	17	10	20	2	0	6	1	4	4	6	4	6	6	12	6	7	17	8	13	6	25	7	7	38	13	62	9	10	14	11	44	11	63	22	33	69	58	11	57	46	42	9	11	38	13	23	8	9	39	26	79	57	79	33	24	34	64	91	46	17	20	33	64	34	5	23	45	49	73	37	21	16	65	21	47	58	63	51	45	45	55	30	69	18	41	48	48	73	58	80	60	85	46	44	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-260.892565191599033	-269.943408572050373	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987558198919649	1	-1	5	2	5	5	4	4	3	7	6	6	7	9	6	9	10	13	6	10	14	10	9	13	10	12	10	9	12	9	12	13	12	15	11	12	13	13	10	12	15	12	12	11	12	10	13	16	8	14	13	11	19	19	12	13	9	13	14	15	20	9	15	14	16	16	15	15	16	18	16	15	15	15	18	15	16	16	14	18	16	19	18	16	16	17	17	21	18	19	17	18	2	0	8	1	7	8	4	1	4	12	3	6	12	3	8	15	28	16	3	23	58	15	6	57	30	39	13	13	46	5	46	26	3	47	16	22	52	39	28	49	58	27	27	28	62	10	31	47	5	58	30	25	83	74	17	36	10	40	55	39	63	19	32	33	64	34	64	51	29	85	79	37	37	21	34	56	72	59	20	50	76	86	77	47	67	72	65	82	91	75	63	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-270.075599601499675	-279.126442981951016	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986598385648519	1	0	7	2	5	6	6	6	5	7	9	7	7	8	8	8	7	13	6	9	13	11	10	13	9	11	8	11	12	10	10	11	13	10	12	12	13	12	12	10	13	8	9	11	13	9	12	16	12	14	15	12	19	15	12	12	13	14	14	14	21	14	11	14	13	16	15	15	17	17	16	15	15	15	17	16	16	14	16	18	12	19	18	18	17	16	16	21	11	19	14	18	2	0	7	2	2	1	9	5	4	19	14	7	19	13	5	10	8	22	9	27	20	43	16	31	14	46	19	14	42	43	15	20	26	7	26	26	89	25	23	14	56	9	27	20	26	7	42	54	22	47	29	44	92	24	22	28	32	56	81	28	69	38	10	41	38	62	65	37	66	76	60	28	45	33	48	51	58	29	33	75	10	70	67	51	68	35	81	82	31	48	81	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-275.942102569777603	-284.992945950228943	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998854474464641	1	0	6	3	5	4	6	6	6	8	8	5	8	9	7	8	11	13	9	10	14	10	9	12	10	10	9	11	9	11	11	12	13	13	9	12	12	10	8	12	14	10	10	12	12	11	13	15	12	15	15	11	20	12	11	13	13	12	16	15	18	15	13	15	15	16	15	14	16	17	15	15	12	13	17	15	18	16	15	18	16	18	16	18	6	17	17	23	20	19	19	20	2	0	6	1	1	4	4	12	5	7	12	4	7	8	12	15	16	31	39	35	17	16	13	5	7	85	15	35	15	27	25	26	52	26	85	31	16	6	85	35	32	35	3	30	29	23	36	21	52	63	47	12	90	22	23	30	42	39	47	33	55	52	40	74	68	50	24	49	21	50	32	30	42	35	58	56	66	21	18	78	24	51	43	75	6	69	72	90	75	64	78	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-277.295159276352024	-286.346002656803364	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995639611702301	1	0	6	3	5	6	4	5	6	6	7	7	8	8	6	8	8	11	6	10	13	11	8	11	10	9	10	9	12	9	10	12	11	12	10	9	12	13	11	9	11	12	11	10	11	12	10	14	13	11	13	13	20	18	10	14	9	13	14	15	19	10	12	14	15	16	13	13	15	17	15	15	15	11	16	15	14	16	16	14	17	14	16	16	16	18	17	21	18	20	18	16	2	0	5	1	4	5	4	4	7	4	19	5	15	19	5	10	19	30	8	17	43	44	19	26	14	17	28	14	28	16	6	50	57	47	30	10	74	37	31	15	57	33	30	15	57	55	26	44	34	55	18	34	86	75	23	37	23	22	35	24	92	57	22	20	52	64	33	32	82	60	58	63	34	25	65	37	37	80	73	63	71	13	69	38	49	84	71	79	79	89	64	41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-275.379770806565318	-284.430614187016658	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997709906722070	1	0	7	2	4	5	6	3	4	8	8	6	6	8	6	9	9	12	9	9	12	10	9	12	8	11	10	9	12	10	12	11	12	14	11	12	13	11	11	11	14	11	10	11	11	10	9	17	14	13	13	12	20	15	12	13	14	11	15	14	18	14	12	14	15	17	12	13	12	13	16	13	14	13	16	15	17	17	15	12	16	18	18	17	18	18	16	15	16	19	18	21	2	0	7	2	8	1	8	4	8	3	7	6	9	7	9	14	25	17	25	15	26	14	14	27	3	43	25	15	19	19	35	47	23	18	16	19	63	23	20	47	69	46	11	46	10	16	11	76	24	29	39	42	48	73	7	55	43	11	42	21	39	55	35	29	69	88	35	32	16	35	50	69	29	29	57	56	88	89	41	44	73	75	62	29	89	71	56	52	38	55	62	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-291.249370817990211	-300.300214198441552	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996904020506292	1	-1	7	3	6	5	6	4	3	8	9	7	4	8	8	7	8	9	5	10	13	9	6	10	10	11	11	9	13	10	12	12	12	14	11	10	14	13	11	13	14	12	10	12	12	11	12	13	13	14	15	11	20	17	10	14	13	15	14	10	22	14	13	12	15	16	10	15	14	16	14	14	15	13	16	16	16	13	15	11	17	19	18	17	17	18	17	21	17	18	14	20	2	0	19	1	6	9	6	4	1	19	10	5	4	13	16	1	12	10	9	14	64	17	13	16	16	18	60	16	47	14	36	43	26	48	24	12	45	52	22	35	44	30	28	15	39	17	20	28	24	74	60	60	83	70	22	44	42	48	63	28	86	49	35	36	46	91	8	43	57	41	21	29	57	36	58	38	43	33	48	28	39	84	50	52	76	30	69	69	69	76	52	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-296.254427765787057	-305.305271146238397	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998812363981129	1	-3	7	-1	5	3	5	2	6	8	6	7	7	8	7	9	8	11	9	9	13	10	10	9	10	12	10	10	12	10	11	13	12	14	11	11	14	12	7	10	14	12	11	11	13	12	11	16	14	14	15	12	16	19	13	14	10	14	15	13	16	10	12	13	9	17	14	15	14	15	16	15	15	11	18	16	17	13	13	17	16	16	15	19	15	17	15	22	18	19	17	18	2	0	9	2	8	1	8	1	7	9	1	7	8	7	5	14	12	65	39	39	38	19	13	10	3	28	19	14	62	11	62	33	62	78	13	24	16	17	8	7	52	15	17	40	16	36	16	51	36	42	64	62	37	77	46	40	39	78	78	47	73	11	16	52	10	68	52	58	78	29	58	63	49	16	86	79	51	3	42	76	51	60	67	75	50	78	16	71	56	72	60	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-285.144190022444718	-294.195033402896058	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999367258557441	0	-1	5	3	5	5	6	5	4	8	9	7	7	9	7	7	11	12	8	10	13	11	10	11	8	9	9	11	11	11	12	12	13	14	7	13	12	11	10	11	12	6	12	11	12	10	13	9	13	14	14	11	19	18	12	13	13	14	13	15	19	14	12	13	13	14	14	15	15	14	14	15	15	14	17	16	17	16	16	13	16	18	15	16	17	16	16	18	15	16	19	17	2	0	9	2	4	9	6	9	4	12	35	3	7	15	6	6	26	44	35	35	45	35	42	46	42	5	5	46	23	10	46	38	15	36	42	18	35	35	25	14	10	3	20	20	19	14	17	7	63	29	36	11	87	77	40	40	30	41	24	21	81	38	30	11	41	64	49	25	31	49	30	71	70	47	43	62	90	73	69	24	34	90	56	37	86	39	41	84	36	49	92	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
