step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-8472.709329722851180	-8479.564817673810467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.845638459369689	1	0	2	2	3	4	6	7	7	9	11	10	10	12	11	12	12	13	13	12	15	13	12	16	12	12	14	13	14	15	14	14	14	14	14	14	14	15	16	15	14	15	14	15	15	15	15	16	16	14	18	15	16	17	16	16	17	16	16	16	17	18	17	16	17	18	17	17	17	17	18	19	18	18	18	20	17	18	19	20	18	18	21	19	20	20	20	20	20	21	22	21	22	23	24	24	24	25	28	27	30	29	30	30	33	34	35	34	38	38	39	39	43	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	3	4	4	5	6	5	5	6	6	6	6	7	7	6	8	7	6	8	6	6	7	7	7	8	7	7	7	7	7	7	7	8	8	8	7	8	7	8	8	8	8	8	8	7	9	8	8	9	8	8	9	8	8	8	9	9	9	8	9	9	9	9	9	9	9	10	9	9	9	10	9	9	10	10	9	9	11	10	10	10	10	10	10	11	11	11	11	12	12	12	12	13	14	14	15	15	15	15	17	17	18	17	19	19	20	20	22
500	-1122.570858243353541	-1129.426346194312828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.255892163127585	0	-1	2	2	3	4	5	7	7	9	10	8	8	10	12	12	11	13	11	12	15	14	11	16	13	12	14	12	15	15	14	14	13	14	14	14	14	15	16	15	14	15	12	15	13	16	15	16	16	15	19	15	17	18	16	17	17	17	16	15	17	19	17	16	16	19	17	14	18	18	18	19	18	18	16	20	14	18	19	20	18	18	22	20	20	21	19	17	20	20	23	20	21	23	21	23	24	26	28	28	30	30	29	31	33	34	36	34	38	38	40	40	44	0	0	1	2	2	1	0	3	7	0	9	6	7	10	23	13	12	8	12	13	10	16	13	32	12	8	13	23	37	14	14	25	19	33	16	20	11	13	18	12	13	14	8	25	12	38	16	0	30	33	17	14	31	18	15	47	17	37	33	33	45	14	17	37	33	14	11	0	18	14	14	36	65	60	45	0	0	21	56	65	60	36	6	61	19	68	12	5	54	81	68	60	68	69	0	0	0	80	88	95	27	88	95	88	88	88	95	95	88	87	0	88	88	1	1	1	2	2	2	1	2	1	1	1	2	2	1	1	1	2	3	2	2	3	2	2	1	3	3	2	1	1	4	2	1	1	1	1	2	2	4	2	3	2	2	3	1	3	1	2	1	1	1	7	3	2	3	3	1	3	2	2	1	2	7	4	1	2	6	5	1	2	3	6	5	1	2	2	1	1	1	2	2	2	2	11	2	4	3	8	8	1	1	8	2	3	4	1	1	1	3	6	4	9	8	3	13	12	10	11	12	11	15	1	19	15
1000	-914.260943272593863	-921.116431223553263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.370929954219812	1	0	2	2	3	4	4	8	8	8	12	9	9	10	11	10	12	13	13	12	15	13	12	17	12	12	15	13	15	12	13	14	13	14	14	12	13	15	16	16	15	14	14	16	15	15	16	15	17	14	15	15	15	15	16	17	17	17	15	17	17	19	18	16	17	18	16	16	16	18	17	19	19	19	19	19	17	18	19	21	19	18	21	16	19	20	21	20	20	21	23	22	23	22	21	23	23	24	28	25	27	30	30	31	33	35	36	35	39	39	38	40	44	0	0	1	2	2	1	0	3	7	0	13	6	9	10	13	9	1	8	12	13	30	16	16	26	8	12	16	23	37	14	14	26	8	19	23	9	17	23	18	33	16	30	18	25	12	13	28	0	30	33	19	14	31	32	36	67	51	48	50	50	84	42	18	29	33	53	36	0	45	21	14	55	57	60	61	0	0	52	56	59	60	56	68	18	60	68	65	17	84	60	68	60	68	18	0	0	0	60	17	95	17	95	95	17	95	95	95	95	100	95	0	71	101	1	1	1	1	3	2	1	3	3	1	2	3	1	1	1	1	7	3	2	1	2	2	2	3	2	2	3	1	2	1	2	1	2	1	1	2	1	2	1	1	3	2	1	2	3	3	2	1	3	1	2	2	1	1	2	1	2	1	1	2	1	3	3	1	2	1	2	1	1	2	5	1	1	2	2	1	1	2	1	3	1	1	2	2	2	2	3	4	2	3	7	2	4	5	1	1	1	4	7	2	7	5	4	11	7	11	11	10	9	15	1	14	12
1500	-862.083773350110505	-868.939261301069905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.376059262427082	0	-1	1	2	1	4	5	7	8	9	11	10	10	12	12	10	13	14	12	11	14	13	13	16	12	12	14	13	15	15	13	13	14	14	14	15	13	14	15	15	13	16	15	16	15	16	14	15	17	14	18	16	16	17	15	16	16	16	16	16	16	18	17	17	17	19	17	15	18	18	19	18	18	19	17	20	17	18	19	21	18	16	19	18	19	19	20	21	18	21	23	20	22	22	21	24	23	25	28	25	29	28	30	30	33	35	35	35	39	39	40	39	44	0	0	1	2	2	1	0	3	7	0	9	6	7	10	13	9	8	25	12	7	14	16	16	26	12	8	9	11	37	14	14	26	17	19	41	41	6	23	18	17	16	30	26	17	18	47	28	0	30	19	33	30	31	26	20	28	33	48	12	33	26	42	18	48	50	53	82	0	43	21	49	55	57	60	61	0	0	30	27	60	60	36	68	24	12	68	60	8	24	59	68	60	83	12	0	0	0	74	97	95	88	95	100	95	95	95	95	100	100	95	0	101	101	1	1	1	2	1	1	1	2	2	1	2	4	2	2	1	1	4	1	1	3	1	2	2	2	1	2	4	1	1	2	1	1	1	1	1	1	6	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	3	1	2	1	1	1	2	2	1	1	2	2	2	2	1	2	1	1	1	1	3	2	2	1	2	1	4	1	2	7	1	2	7	2	1	6	1	1	1	3	4	2	5	3	3	6	7	10	11	6	8	12	1	7	9
2000	-783.095247986152913	-789.950735937112313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449728418336759	1	0	3	2	2	5	5	6	7	9	11	10	10	12	12	10	13	14	13	12	14	13	12	16	12	12	14	14	15	16	14	14	15	14	14	13	14	15	17	14	14	16	15	16	16	13	16	13	16	14	18	15	15	17	17	16	17	15	17	16	18	19	17	16	16	19	17	18	18	18	18	20	17	18	19	20	16	17	18	20	18	17	22	19	21	20	20	19	21	21	23	22	22	23	21	25	25	25	29	25	28	29	30	28	34	35	35	35	39	38	39	39	44	0	0	1	2	2	3	0	1	7	0	9	8	7	10	13	9	12	26	8	9	10	16	13	17	12	12	13	46	37	52	14	26	12	17	22	13	48	11	45	19	23	21	12	50	26	13	13	0	21	8	19	14	31	32	11	27	40	48	65	19	50	21	43	48	34	53	56	0	39	42	14	27	40	60	18	0	0	52	56	74	33	36	68	25	74	68	60	77	75	50	68	60	68	61	0	0	0	87	97	95	47	100	100	95	95	100	95	100	102	95	0	101	101	1	1	2	1	2	2	1	3	2	1	2	2	2	2	1	1	3	2	3	3	3	2	2	2	1	1	3	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	4	2	2	2	3	1	1	5	2	2	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	3	3	1	1	3	1	1	1	2	1	2	2	2	3	2	1	2	2	1	4	5	3	2	3	1	1	1	4	2	2	5	2	3	4	6	8	10	5	6	11	1	6	9
2500	-730.877331110280920	-737.732819061240320	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516714614472384	1	0	2	3	4	5	4	7	7	9	11	9	10	12	11	11	10	14	13	13	13	13	12	15	11	12	14	12	15	16	14	15	12	14	15	15	14	16	15	15	13	15	12	14	14	16	14	13	16	14	18	14	16	16	16	16	17	15	16	15	18	19	17	17	17	18	18	18	17	17	18	20	17	18	17	21	17	19	20	21	17	19	21	20	19	19	19	21	19	21	22	21	22	23	23	24	24	25	28	25	30	27	30	30	34	35	36	34	38	38	40	40	43	0	0	1	2	4	1	0	6	7	0	13	8	9	10	13	9	12	17	8	11	10	23	11	26	17	17	11	16	37	14	21	18	12	33	20	27	48	23	45	19	11	14	12	25	43	47	28	0	21	33	34	21	21	45	36	47	18	48	33	19	75	42	32	48	50	21	56	0	39	14	49	55	40	60	39	0	0	52	56	81	50	56	68	61	59	68	33	77	69	81	86	65	83	69	0	0	0	65	97	95	88	95	102	95	102	95	100	95	108	102	0	101	101	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	3	2	1	3	1	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	2	1	2	2	3	1	1	1	2	2	2	1	2	1	1	1	1	2	2	2	1	2	1	2	1	4	2	1	2	3	2	1	3	1	1	1	4	2	2	5	2	2	4	3	6	7	5	2	7	1	4	10
3000	-739.403649897097353	-746.259137848056753	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549617190389624	1	0	3	2	3	4	5	5	7	9	11	10	8	12	11	11	12	13	13	13	16	14	12	16	13	13	14	14	15	14	13	12	15	14	14	14	14	16	16	15	14	15	12	15	15	16	16	13	16	14	16	15	16	16	16	15	17	15	17	16	16	18	18	16	17	19	16	17	15	18	19	19	18	18	19	20	17	18	20	21	19	19	21	20	20	19	20	20	19	21	23	21	20	22	23	24	22	25	28	27	30	26	30	30	33	34	36	32	38	37	39	39	43	0	0	1	2	2	1	0	6	7	0	13	8	9	10	13	13	8	12	17	13	30	13	13	43	17	12	20	23	37	14	14	12	17	19	23	11	48	22	26	19	13	14	12	25	18	20	28	0	14	26	19	30	31	18	36	36	19	48	50	19	17	42	25	48	50	53	56	0	17	42	30	16	59	60	61	0	0	52	67	65	33	67	68	75	81	68	33	77	18	51	93	85	68	89	0	0	0	81	97	95	102	95	102	100	103	102	105	103	107	105	0	101	101	1	1	2	1	1	1	1	1	1	1	2	3	1	2	2	2	3	2	1	2	1	4	2	2	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	2	3	2	2	2	1	1	2	2	2	4	1	2	1	1	1	1	3	1	2	2	2	1	1	1	3	2	3	3	2	1	1	2	1	1	1	4	3	2	3	2	2	1	2	4	2	1	1	3	1	5	10
3500	-673.416681537540512	-680.272169488499912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598910050400859	1	-1	3	3	3	5	6	5	8	10	11	9	10	12	11	11	12	12	11	12	15	13	13	14	12	13	14	13	15	13	14	14	14	14	15	13	14	16	15	15	13	15	14	16	15	16	15	13	15	15	19	14	16	18	15	15	17	16	17	16	17	19	17	16	18	18	17	18	17	18	18	19	18	18	19	19	17	18	19	21	17	19	21	19	19	20	20	21	19	22	23	21	21	24	24	24	24	25	28	28	30	28	31	30	31	35	35	35	38	38	39	39	44	0	0	1	2	2	1	0	3	7	0	7	8	9	10	13	13	3	12	12	13	10	16	16	26	12	18	11	13	37	10	14	17	25	19	22	13	48	23	18	34	11	30	26	25	18	41	28	0	14	34	34	14	31	17	36	36	40	48	50	19	45	42	45	48	50	53	56	0	45	42	49	55	40	60	44	0	0	52	56	87	33	67	68	61	34	68	74	77	17	92	93	74	68	89	0	0	0	87	97	95	88	95	102	100	102	100	105	103	106	108	0	101	101	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	4	1	1	1	3	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	3	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	1	2	1	2	1	1	2	4	1	1	2	1	2	1	1	1	2	2	2	4	2	2	1	1	2	2	2	2	1	1	4	8
4000	-659.528589784024916	-666.384077734984317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666867126850607	1	0	2	2	4	3	6	6	7	9	11	9	10	12	11	12	13	14	12	12	13	13	11	17	11	11	14	13	15	14	14	14	15	14	14	15	14	14	16	15	14	15	14	15	15	15	16	13	15	14	18	15	16	17	17	17	17	17	16	16	17	17	16	16	17	18	17	17	18	17	17	20	19	19	19	19	17	18	20	21	19	19	20	18	20	20	20	21	19	22	20	21	23	24	24	25	24	22	29	28	30	28	31	31	33	35	36	35	37	38	38	37	44	0	0	1	2	2	1	0	3	7	0	13	8	7	10	13	13	26	26	25	11	14	20	13	26	12	12	20	11	37	21	14	26	50	19	16	20	48	16	18	19	20	14	17	25	26	41	28	0	30	19	57	21	31	18	36	20	19	48	50	34	39	14	45	29	33	53	36	0	39	42	42	36	34	60	61	0	0	52	36	74	40	56	68	45	81	68	59	77	39	87	68	50	91	89	0	0	0	60	97	95	47	95	100	102	103	104	103	105	106	108	0	101	111	1	1	1	1	2	1	1	3	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	3	4	2	1	1	1	3	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	2	1	2	2	1	1	2	2	1	1	2	3	2	2	1	1	1	3	2	2	5	2	2	1	1	2	3	1	1	2	1	2	4
4500	-647.498483643707686	-654.353971594667087	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677774128462682	1	1	2	3	3	5	6	7	8	10	11	10	8	13	11	12	11	14	13	12	15	14	13	14	10	12	15	13	15	15	14	15	14	15	14	15	14	15	16	15	14	15	13	15	14	14	16	13	15	13	19	16	16	18	17	16	18	16	17	16	17	18	16	16	17	18	17	18	17	18	19	19	18	18	16	20	17	18	19	20	19	18	21	18	20	21	20	20	20	21	23	20	22	23	23	24	24	25	28	27	31	29	31	31	33	34	35	33	38	38	39	37	44	0	0	1	2	2	1	0	6	7	0	13	8	7	10	13	13	25	26	12	13	14	16	16	17	8	12	13	13	37	14	14	24	50	19	16	28	48	23	45	19	13	10	17	45	26	28	46	0	14	12	59	30	14	24	36	28	34	48	50	24	45	42	45	48	33	53	56	0	45	42	49	55	50	60	45	0	0	52	20	59	74	56	68	75	60	68	60	77	69	81	68	60	68	89	0	0	0	74	97	95	102	95	100	100	103	104	105	103	106	107	0	101	112	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	1	2	1	1	1	2	2	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	3	2	1	1	2	1	2	1	2	2	2	1	3	2	2	2	1	1	1	3	2	2	1	3	2	2	1	2	1	1	2	2	1	2	5
