step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
5000	-493.425946163952403	-500.281434114911804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658154579145413	0	1	1	2	2	3	3	4	3	2	5	4	4	4	4	4	4	4	6	5	5	5	5	5	5	6	4	6	5	7	6	6	5	6	6	7	6	6	6	6	9	6	6	6	7	8	9	7	7	7	6	10	7	6	8	9	9	8	8	7	9	8	7	8	7	8	9	9	8	7	12	9	8	8	8	9	9	10	8	9	9	9	9	10	9	9	8	8	10	12	10	11	13	9	11	11	8	11	11	9	11	9	11	13	12	13	0	1	1	2	3	2	2	4	4	3	27	4	9	10	10	10	2	6	6	7	7	27	12	14	15	29	6	13	14	44	8	17	6	18	18	37	8	23	12	16	31	11	22	17	44	45	88	32	37	34	6	68	26	0	20	58	59	6	3	42	60	27	43	63	31	45	51	53	54	0	86	34	39	12	22	62	66	94	54	55	60	75	75	59	51	75	29	31	53	103	53	73	92	58	79	97	37	61	88	26	94	97	91	99	102	96	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	3	1	1	3	4	1	2	2	1	1	1	1	2	1	1	1	2	3	2	1	1	1	1	1	2	1	2	1	1	2	2	1	3	2	3	1	1	2	2	1	3	3	2	2	3	2	2	1	1	2	2	2
5500	-547.916235934015390	-554.771723884974790	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561923081357502	0	1	1	2	2	2	3	4	3	2	3	4	4	3	4	4	5	4	6	5	4	5	5	5	5	6	6	6	5	8	6	6	4	6	5	7	3	6	6	6	7	7	7	8	6	8	9	7	6	7	7	8	8	7	7	9	9	8	8	8	9	8	8	8	7	7	9	9	8	8	12	8	9	8	9	9	9	10	9	9	9	9	9	10	8	10	10	7	10	12	10	10	13	9	11	10	9	10	11	11	11	10	12	12	12	12	0	1	1	2	3	2	6	4	4	3	3	4	9	10	37	14	2	5	4	7	2	11	12	14	15	16	22	8	16	66	33	1	5	18	18	19	6	23	12	24	45	33	11	66	11	66	88	32	33	34	37	17	40	0	20	58	41	41	17	22	17	42	43	43	4	45	17	14	54	0	86	18	39	39	22	63	30	94	54	55	60	65	64	97	36	42	29	31	40	26	68	73	73	17	79	56	46	52	88	16	78	97	68	88	102	84	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	2	3	2	2	2	1	1	1	2	1	2	1	1	2	3	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	3	2	1	1	1	2	1	2	1	2	1	1	1	5	1	3	5	1	1	2	1	1	2	3	1	1	1	2	2	1	1	1	1	1	1	5	1	3	3	1	1	4	4	2	1	1	2	3	4	1	1	2	2	2	1
6000	-537.520678732817487	-544.376166683776887	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605941832166709	0	1	1	2	2	3	3	3	3	3	5	4	4	4	4	4	4	5	5	5	5	4	5	5	5	6	6	6	6	9	6	7	6	6	6	7	6	6	6	5	9	7	5	7	7	8	9	7	7	7	7	8	8	7	8	9	9	8	8	8	8	8	7	8	8	8	9	6	8	7	12	9	9	7	8	9	9	10	9	9	9	9	9	10	9	10	10	7	9	12	10	11	12	9	10	11	7	11	10	9	11	10	11	11	12	13	0	1	1	2	3	2	2	4	4	3	22	8	9	1	10	10	2	17	6	6	7	6	12	10	15	16	5	9	16	45	21	17	6	18	18	19	19	23	12	10	59	68	6	6	26	45	88	10	17	34	33	14	24	0	27	48	59	48	17	42	63	48	43	63	32	40	51	40	54	0	33	34	39	39	43	75	46	94	69	55	60	75	1	97	36	21	29	31	53	103	26	73	73	32	79	102	19	75	88	53	94	75	100	5	102	84	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	2	1	1	2	1	2	4	1	1	2	1	3	2	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2	1	1	2	3	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	6	2	2	2	1	1	1	1	3	2	3	1	1	1	2	2	2	1	2	2	1	6	2	1
6500	-544.027960999452944	-550.883448950412344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536176616409577	0	1	1	2	2	3	3	4	3	3	5	3	4	3	4	4	5	5	6	5	2	4	5	5	5	6	4	6	6	8	6	7	6	7	6	7	6	6	5	6	8	7	6	8	7	8	9	6	6	7	7	8	8	7	7	9	6	7	8	8	9	8	7	8	7	8	9	9	8	8	12	9	9	8	9	7	9	10	9	9	7	7	9	10	9	10	10	7	10	11	10	11	13	9	11	10	9	11	10	11	11	10	11	13	12	12	0	1	1	2	3	2	21	4	4	1	6	4	9	3	10	10	6	22	2	22	2	1	12	14	15	16	5	13	22	65	6	43	6	35	18	31	8	12	12	10	33	17	27	65	8	43	31	22	6	48	37	26	26	0	20	30	22	8	49	81	60	42	17	63	19	45	58	16	54	0	45	33	12	38	43	43	46	49	54	55	17	27	64	97	51	64	68	14	53	91	17	73	92	49	79	66	45	86	88	26	94	97	68	99	102	96	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	2	1	4	1	1	4	2	1	1	2	2	2	2	1	2	1	3	1	1	1	2	3	2	2	2	1	2	1	2	2	2	2	2	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	3	1	1	3	1	3	1	3	1	1	2	2	2	1	3	1	1	2	1	1	3	1	1	3	2	2	2	2	1	2	1	3	4	2	1	2	3	2	2
7000	-514.713219352696001	-521.568707303655401	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588585182823212	0	1	1	2	2	3	3	4	3	2	5	4	4	4	4	4	5	5	6	5	5	5	5	5	5	6	6	6	6	8	6	6	6	7	6	7	6	6	6	6	8	7	7	8	6	8	9	7	7	7	7	10	8	7	6	9	9	7	7	8	8	8	8	8	7	8	9	9	8	8	12	9	9	7	9	9	9	10	8	8	8	9	9	9	9	10	9	10	9	12	10	10	13	9	11	11	10	11	8	11	10	11	11	13	12	13	0	1	1	2	3	2	2	4	4	3	3	4	9	10	10	10	6	5	17	7	7	6	12	14	15	16	11	9	14	45	6	6	22	18	18	19	22	23	23	14	58	27	27	65	1	65	21	32	33	18	45	53	26	0	20	64	66	17	21	42	22	42	43	45	45	45	51	24	54	0	64	34	38	39	63	64	66	47	54	55	42	63	64	66	17	64	26	99	53	103	40	73	12	33	79	66	84	45	31	68	17	84	68	66	45	86	1	1	1	1	1	2	2	2	1	1	2	2	1	2	2	1	2	3	1	2	2	2	1	1	1	1	1	3	2	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	3	1	4	1	1	2	1	2	2	1	1	1	1	2	2	1	2	1	1	2	1	2	1	3	1	1	2	1	3	1	1	1	1	1	1	2	1	1	1	1	2	2	3	2	1	1	3	1	6	2	3	2	1	3	1	1	2	2	2	2	2	2
7500	-522.606283591061811	-529.461771542021211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691780539507415	0	1	1	2	1	3	2	3	3	2	5	4	4	4	4	3	5	5	5	5	5	4	5	4	5	6	6	6	6	9	6	7	6	7	6	6	6	6	6	6	9	7	6	8	6	8	9	7	6	7	6	10	8	7	6	9	7	8	7	6	9	8	8	8	7	8	9	8	8	8	12	9	9	6	8	9	9	9	9	9	9	8	7	8	7	10	9	10	9	11	10	9	13	10	10	11	10	9	11	11	11	11	12	13	12	12	0	1	1	2	1	5	1	4	4	1	22	6	9	10	10	10	2	6	22	6	7	3	12	16	22	16	11	13	16	46	17	43	21	18	18	19	19	12	12	16	32	27	11	65	3	48	31	26	17	18	22	40	40	0	20	45	17	59	17	17	14	26	83	60	45	45	85	26	54	0	81	34	38	12	43	75	66	45	54	55	42	43	11	26	51	98	26	46	53	52	53	39	92	78	79	66	84	64	31	53	94	97	53	99	102	96	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	2	3	1	1	1	2	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	3	1	1	1	1	2	2	3	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	2	3	2	1	1	1	2	2	3	2	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	3	1	1	3	2	1	1
8000	-555.579879313241122	-562.435367264200522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594357395700571	0	1	1	2	2	2	3	3	3	3	5	4	4	4	3	4	5	5	4	5	5	4	5	5	4	4	6	6	6	9	6	7	5	7	6	7	6	6	6	6	9	6	7	8	5	8	7	6	7	7	6	10	8	5	8	9	9	8	8	7	9	8	8	8	7	8	7	9	8	7	12	9	9	9	9	9	9	7	9	6	9	9	9	7	9	10	10	10	10	11	10	9	10	9	11	11	10	11	9	11	11	10	10	10	12	13	0	1	1	2	3	2	6	4	4	6	5	8	9	10	3	5	6	3	10	7	7	1	12	10	15	10	22	11	16	46	17	48	6	27	18	19	19	12	12	16	59	17	22	65	5	17	21	17	6	18	19	40	40	0	20	66	59	78	51	42	60	60	43	11	33	17	51	40	54	0	63	18	39	23	43	17	66	33	54	20	60	43	18	33	67	81	68	47	68	87	16	39	73	78	79	84	84	86	47	53	94	46	10	47	102	97	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	2	2	2	1	2	1	1	2	1	2	1	1	1	3	1	1	2	2	2	2	1	1	1	2	1	3	3	1	1	4	2	2	2	2	1	1	1	1	1	2	1	2	1	1	2	2	2	1	3	1	1	3	4	3	4	2	1	1	2	2	1	2	2	2	2	2	1	1	3	1	1	4	1	1	2	2	3	3	1	2	2	2	2	3	2	2	3
8500	-496.293039075762863	-503.148527026722263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615812682477361	0	1	1	2	2	3	3	4	3	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	6	6	6	6	8	6	7	6	7	6	7	5	6	6	6	7	7	7	7	6	8	9	6	7	7	7	10	8	6	8	9	9	8	8	8	9	8	8	8	8	8	7	9	8	8	10	8	9	7	6	9	9	9	9	9	8	9	9	9	9	10	10	10	10	11	9	11	13	10	11	11	10	11	11	11	11	10	12	13	12	12	0	1	1	2	1	2	2	4	4	5	3	4	9	10	10	10	2	6	2	6	11	6	12	10	15	16	21	13	16	41	11	48	7	18	18	19	2	23	23	16	33	27	22	33	6	41	31	37	33	18	45	91	10	0	20	45	59	41	26	42	60	33	32	43	45	45	33	40	54	0	2	34	39	39	11	63	45	33	54	55	17	63	81	46	67	53	53	47	40	91	53	38	73	78	79	84	45	86	88	53	94	84	71	88	102	96	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	3	1	1	1	1	1	2	1	2	1	3	1	1	2	1	1	4	1	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	6	1	3	1	2	1	3	2	3	1	2	1	1	1	2	2	2	1	2	2	1	3	4	1	1	2	3	1	1	3	1	1	2	2	2	1
9000	-538.135232540581569	-544.990720491540969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703814756078234	0	1	1	2	2	3	2	3	3	2	4	4	4	1	3	3	4	5	6	5	5	4	5	5	5	4	5	6	6	9	6	6	5	7	6	4	5	6	6	6	9	6	7	7	6	7	8	7	6	6	6	10	8	6	8	8	9	8	8	8	8	8	8	8	8	8	9	7	8	8	11	8	8	9	6	9	9	10	9	8	8	8	9	10	9	10	10	10	10	12	10	10	13	8	11	11	8	11	11	11	11	10	11	13	12	13	0	1	1	2	3	2	2	4	4	14	6	6	9	1	14	10	2	6	37	6	22	2	12	11	15	16	11	9	16	46	22	22	22	50	18	6	36	12	23	26	58	2	75	32	1	45	31	32	33	18	2	53	40	0	20	68	51	42	22	11	42	42	75	42	44	46	51	16	54	0	63	34	38	73	17	60	56	94	54	20	68	75	64	97	42	40	53	47	68	103	53	38	73	49	79	84	45	62	47	91	94	56	91	47	102	96	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	2	1	1	1	4	1	1	4	1	1	1	1	1	3	1	2	1	2	1	1	1	3	3	1	2	2	1	1	1	2	4	2	1	3	1	2	1	1	1	1	1	2	3	1	2	1	2	1	4	2	2	2	1	1	1	4	1	2	1	1	3	2	1	3	2	1	2	2	2
9500	-524.411609072007764	-531.267097022967164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646392061956274	0	1	1	2	2	3	3	4	3	3	5	4	4	2	4	4	5	5	5	4	5	4	5	5	5	5	6	6	6	7	5	7	6	7	6	6	6	5	6	6	9	7	7	7	5	8	8	6	7	7	7	10	8	7	8	9	9	8	8	8	9	5	8	8	5	8	8	7	8	8	11	8	9	8	9	9	7	10	9	6	9	9	8	10	9	10	10	10	10	12	10	10	13	8	11	11	9	11	11	9	11	11	9	13	12	13	0	1	1	2	3	5	2	4	4	14	1	4	9	3	14	10	2	6	8	7	7	5	12	10	15	16	45	9	16	65	22	36	17	18	18	19	7	12	23	24	49	45	22	65	5	45	37	17	17	18	24	75	40	0	20	51	59	32	17	22	83	1	43	37	6	30	51	16	54	0	5	34	23	12	27	43	45	94	54	20	42	64	22	97	67	60	53	47	103	71	100	23	73	49	79	84	46	86	47	53	94	97	40	88	102	96	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	3	2	1	1	2	1	2	1	2	1	3	2	1	1	3	3	1	3	1	1	1	1	1	2	1	1	6	1	4	2	3	2	2	2	2	2	2	1	4	1	1	2	2	2	1	1	1	3	2	1	2	1	1	1	2	1	2	2	3	3	1	1
10000	-576.750510987249413	-583.605998938208813	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686791586561709	0	1	1	2	2	3	3	3	3	3	5	4	4	1	4	3	5	5	6	4	5	4	5	5	5	5	6	6	5	9	6	7	6	6	6	6	6	6	6	6	8	7	5	7	7	8	7	5	6	7	7	8	7	6	8	9	9	8	8	7	9	8	8	8	8	6	9	9	8	7	12	7	9	7	8	9	8	7	9	6	9	9	9	10	8	10	10	10	7	10	10	9	12	9	11	11	10	11	11	8	10	9	12	13	12	13	0	1	1	2	1	2	2	4	4	14	5	4	9	1	10	14	5	4	6	7	7	5	12	3	15	22	12	13	16	45	17	48	17	18	18	17	17	12	23	14	5	22	6	48	66	66	8	2	43	18	17	24	24	0	80	46	41	51	6	2	75	42	43	43	44	6	85	53	54	0	98	6	38	39	22	75	19	21	69	20	75	43	75	30	51	30	40	31	40	68	100	38	92	78	79	30	45	86	60	53	94	66	90	88	30	105	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	3	3	1	1	2	2	1	3	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	4	2	1	2	1	1	3	2	1	1	2	2	1	1	2	1	1	1	2	3	1	1	1	3	1	2	1	2	2	1	1	2	2	1	3	1	2	2	1	1	1	4	1	1	1	1	3	1	1	1	2	3	2	2	2	1	2	1	4	1	1	2	2	2	3	1
10500	-549.907991679428392	-556.763479630387792	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593159344673311	0	1	1	2	2	3	3	4	3	3	4	4	4	4	4	4	5	5	5	5	2	5	5	5	5	6	4	6	6	8	6	4	6	6	6	5	6	6	6	6	9	6	6	7	7	8	8	6	7	7	7	10	8	5	8	9	8	8	8	7	9	6	7	8	8	6	8	9	8	7	12	9	9	7	9	9	9	10	9	6	9	7	9	10	9	8	10	10	10	12	10	11	10	8	11	11	10	9	11	11	11	11	12	13	9	13	0	1	1	2	1	2	21	4	4	3	2	4	9	10	10	10	21	6	11	32	2	11	12	10	15	27	5	9	11	45	17	6	6	18	18	6	19	23	23	16	58	11	1	17	66	26	31	32	33	18	17	53	26	0	80	46	42	43	44	33	60	17	43	63	22	17	51	40	54	0	43	34	39	17	63	42	36	94	54	20	60	43	64	30	67	3	29	47	53	100	40	74	73	43	69	97	44	27	88	87	94	105	100	88	17	96	1	1	1	1	2	2	1	2	1	1	3	2	1	1	1	1	3	2	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	2	3	2	1	2	2	2	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	1	3	2	2	2	1	3	4	1	3	1	2	1	1	2	1	4	1	2	2	1	3	2	1	1	2	1	2	3	1	1	2	2	1	2	3	2
11000	-525.902046605043097	-532.757534556002497	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642807795798104	0	1	1	2	2	3	3	4	3	1	4	4	4	4	3	3	5	5	4	5	2	5	5	5	5	6	6	6	6	9	6	6	6	7	6	7	5	6	6	6	9	6	6	7	7	8	8	7	6	7	7	10	8	7	6	9	8	7	8	8	9	8	8	8	8	8	8	8	8	8	11	9	9	8	9	8	9	7	9	9	8	9	7	8	9	10	10	10	10	9	10	11	13	8	11	11	10	11	11	11	10	10	12	12	11	13	0	1	1	2	3	2	21	4	5	1	3	4	9	10	10	10	11	5	2	6	2	11	12	14	14	14	22	13	16	66	17	17	19	18	18	33	19	12	23	14	57	11	22	14	8	45	31	32	17	18	37	68	40	0	20	66	45	6	17	1	27	42	43	51	27	44	51	40	54	0	63	34	39	39	43	44	66	49	69	20	19	64	26	44	67	63	26	47	53	40	90	39	92	49	79	97	84	86	47	91	94	17	90	99	102	96	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	3	1	2	1	1	2	2	2	2	1	1	1	1	2	1	6	2	2	2	1	2	1	1	2	1	1	2	1	3	1	2	1	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	4	2	1	2	1	2	1	2	1	2	3	2	1	1	2
11500	-537.515128130435528	-544.370616081394928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628784545267583	0	1	1	2	2	3	2	4	3	2	4	4	4	4	3	4	5	5	5	5	5	4	5	5	5	6	6	6	6	9	6	7	5	7	6	7	6	6	6	5	9	6	6	8	6	8	9	6	7	7	7	10	8	7	7	8	9	7	8	8	8	8	6	8	8	8	7	8	8	8	11	9	9	6	8	7	9	10	9	9	8	9	9	10	9	10	8	10	10	10	8	10	11	10	10	11	9	11	11	11	11	10	12	13	12	13	0	1	1	2	3	2	2	4	4	3	3	2	9	1	10	10	5	6	22	7	7	5	12	10	15	16	22	13	24	45	6	48	6	18	18	27	19	23	23	14	49	24	11	27	8	31	46	18	19	12	37	91	40	0	20	45	7	17	58	42	43	42	21	22	21	45	31	40	54	0	78	34	39	12	63	11	45	31	54	55	42	75	43	97	67	83	29	47	68	68	40	12	92	27	79	49	46	86	47	53	94	97	90	88	102	96	1	1	1	1	1	2	1	2	1	1	2	3	1	1	1	1	3	2	1	2	2	1	1	2	2	2	2	2	1	2	3	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	3	1	2	2	1	1	2	3	1	1	2	2	1	1	4	2	2	1	2	1	1	1	2	3	2	2	1	2	3	2	2	2	1	3	1	2	1	2	1	2	1	2	3	1	1	1	3	1	1	2	3	1	1	2	2	2	2
12000	-514.850374874578506	-521.705862825537906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621131439447009	0	1	1	2	2	3	3	4	3	3	5	4	4	4	4	4	4	5	3	5	5	5	5	5	5	6	6	6	6	9	6	7	3	7	6	7	6	6	6	6	9	7	7	8	7	7	9	7	6	7	7	10	8	7	8	9	9	7	8	8	9	8	8	8	8	8	9	8	8	8	12	9	9	8	9	9	9	10	9	9	9	9	8	9	8	10	7	10	10	12	10	11	12	8	11	10	10	11	9	11	10	10	12	12	12	12	0	1	1	2	3	2	2	7	4	5	6	4	9	10	10	10	2	6	2	17	7	17	12	14	15	16	19	13	16	45	22	1	5	18	18	37	19	12	12	24	46	11	11	49	49	33	48	6	33	18	49	53	24	0	20	65	22	22	49	49	32	42	43	11	17	45	85	40	54	0	17	50	74	38	63	63	37	60	54	55	48	64	32	46	51	43	29	99	40	53	68	38	92	46	54	77	66	43	65	89	94	84	91	99	102	96	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	3	2	2	2	1	4	1	1	1	1	2	2	2	1	1	2	2	2	1	3	2	2	3	2	1	2	2	1	2	1	2	2	1	2	2	1	1	3	4	1	1	1	1	1	3	2	1	2	1	1	3	1	2	1	1	1	1	2	1	1	1	1	3	3	2	3	1	1	3	1	2	1	1	1	2	1	2	2	2	2
12500	-560.622901012871921	-567.478388963831321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612005569929231	0	1	1	2	2	3	3	4	3	2	5	3	4	4	4	4	3	5	4	5	5	5	5	5	5	6	4	5	6	9	4	6	5	7	3	7	6	6	6	6	9	7	7	7	6	8	8	7	6	7	6	10	8	7	8	9	7	7	8	8	8	7	7	8	8	8	9	9	8	7	12	8	8	9	8	9	8	10	9	9	6	8	9	7	7	10	10	9	10	12	9	11	13	9	11	11	10	11	11	10	11	10	12	13	12	13	0	1	1	2	1	2	2	4	4	3	6	4	9	10	10	10	2	35	6	7	27	7	12	14	15	16	3	9	16	66	17	6	7	18	2	17	19	12	12	16	58	81	5	33	6	45	7	37	17	18	19	37	36	0	20	65	3	49	17	81	42	5	27	22	44	45	85	53	54	0	17	18	39	23	63	63	33	94	54	55	22	11	64	33	51	60	68	47	91	52	40	73	71	77	79	97	84	22	88	91	94	84	52	88	102	96	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	2	2	3	2	2	3	2	1	1	3	1	3	2	3	1	2	1	2	2	1	1	3	1	5	1	2	2	1	4	2	2	1	2	2	1	1	1	9	2	1	3	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	4	2	1	2	2	2	2	2	2
13000	-516.018520476598724	-522.874008427558124	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681477577554331	0	1	1	2	2	3	3	3	3	3	3	4	4	2	4	4	5	5	5	5	5	5	5	5	5	5	6	6	6	8	6	4	6	6	6	7	6	6	6	6	8	7	7	8	6	8	9	7	7	7	7	8	8	6	7	9	8	5	8	8	9	8	8	8	8	7	9	8	7	7	11	9	9	7	6	9	9	8	8	6	9	9	7	8	8	9	10	8	9	12	10	10	13	10	11	10	10	10	11	10	11	11	12	12	11	13	0	1	1	2	1	2	2	4	4	14	3	6	9	3	10	14	6	6	32	7	7	11	12	10	15	16	17	9	3	45	17	6	17	18	18	37	19	23	23	16	33	33	17	66	17	48	31	17	17	34	37	6	40	0	80	65	17	6	22	42	63	42	75	75	45	45	85	40	54	0	63	34	39	38	11	75	46	17	54	20	60	63	75	33	36	33	29	31	29	89	52	73	73	78	79	84	84	22	47	68	94	97	68	47	46	96	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	3	1	2	1	1	3	2	1	1	1	1	2	1	1	2	2	2	2	2	1	3	2	2	2	2	2	2	1	1	1	3	3	2	2
