step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-865.763252751487016	-874.814096131938413	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.791909994913726	5	6	14	7	13	10	13	10	12	14	11	11	15	19	12	25	15	21	14	14	15	16	17	18	18	20	18	25	27	29	27	39	23	24	21	18	24	25	26	27	24	20	31	24	32	24	32	21	23	39	37	22	24	23	23	23	29	26	28	31	30	25	27	23	26	35	28	25	38	33	32	26	29	34	29	30	30	31	33	42	31	34	33	37	36	41	39	34	41	33	34	42	43	46	55	43	43	48	51	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-527.270239926767545	-536.321083307218942	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977433856058556	-3	6	6	8	16	2	10	9	14	13	12	11	14	17	13	21	9	23	18	0	17	17	16	17	17	21	19	21	23	32	23	40	15	16	21	15	25	24	20	24	23	10	35	26	34	23	34	21	19	42	33	14	23	18	28	18	26	26	28	25	29	21	22	19	28	38	25	25	32	33	32	21	31	37	21	17	31	30	32	37	27	35	33	35	36	36	26	31	34	28	24	45	35	39	48	39	36	46	45	0	1	6	20	4	1	2	6	8	20	17	3	4	10	20	9	6	25	8	1	11	9	15	7	17	27	23	20	22	37	52	47	11	8	13	42	63	16	33	24	34	8	77	28	90	54	37	36	25	47	57	20	56	11	19	42	21	53	11	64	62	25	33	52	39	71	39	64	31	63	28	13	87	77	14	42	38	19	53	46	34	90	55	79	18	55	27	55	44	60	9	93	22	88	43	73	40	94	97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-516.170668576639059	-525.221511957090456	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995350561744240	-1	5	16	3	15	6	15	11	10	18	9	10	15	17	12	28	16	12	10	10	14	14	14	17	18	19	18	17	24	20	28	26	25	19	21	21	19	22	19	22	18	19	30	23	25	22	26	24	20	35	36	23	20	20	14	21	29	26	24	29	23	26	23	20	27	36	23	15	41	31	26	27	31	29	30	29	28	27	26	40	31	31	33	35	26	34	35	36	44	30	28	42	45	41	53	40	32	47	51	0	1	12	1	9	1	18	4	2	6	2	2	9	2	4	54	8	4	4	6	11	20	4	6	8	5	55	22	27	13	30	48	10	19	5	7	15	7	15	15	19	5	37	41	15	28	36	26	5	56	61	17	23	2	11	55	25	39	34	10	17	9	19	17	49	32	28	18	65	77	53	44	5	45	79	59	44	38	49	83	63	46	32	31	56	74	53	31	84	79	56	62	50	64	93	27	43	66	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-513.075047002433394	-522.125890382884791	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998976075563263	5	8	16	9	15	9	14	8	13	14	10	14	19	18	15	26	18	20	14	15	14	17	19	21	19	15	17	24	27	29	30	40	20	11	18	22	26	26	18	29	21	10	31	24	34	24	31	23	15	39	34	19	22	16	21	17	22	21	23	28	21	23	22	15	25	34	26	20	32	30	26	29	29	28	33	30	31	29	32	43	32	35	24	37	35	43	39	26	43	35	33	41	41	38	46	31	34	42	50	0	1	9	1	6	1	8	1	8	2	2	8	5	19	6	52	26	19	2	4	1	19	20	6	20	6	10	61	38	48	67	76	19	1	11	22	52	24	2	88	4	8	55	33	88	5	65	9	34	59	29	34	12	34	8	15	17	26	5	83	21	25	17	1	17	58	19	15	28	56	44	68	55	39	61	36	13	44	74	94	88	71	13	77	49	66	51	68	81	31	40	44	84	97	89	59	38	73	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-525.232265017073360	-534.283108397524757	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994329292931371	3	6	15	9	15	10	13	10	13	7	5	7	8	21	8	23	10	14	14	15	12	20	16	16	17	22	19	20	21	29	29	32	18	19	17	14	24	21	18	21	24	14	29	16	25	18	34	22	16	39	39	18	19	23	25	20	32	23	29	35	34	21	30	22	29	34	31	16	32	34	28	27	19	32	23	33	28	32	25	34	32	30	25	38	33	37	41	26	34	27	36	40	45	29	51	37	40	42	50	0	1	8	11	15	12	11	2	15	1	1	11	1	20	11	24	1	10	6	4	2	3	19	4	2	35	5	24	49	26	28	37	4	24	6	11	11	23	15	3	35	10	46	6	64	10	65	27	11	80	76	7	24	9	24	21	65	46	62	67	55	4	22	44	58	32	64	10	28	55	39	42	9	73	40	83	21	59	62	26	53	71	5	64	71	94	78	73	71	28	63	57	86	26	61	64	85	81	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-504.066267837979638	-513.117111218430978	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986663774448997	-2	8	16	9	15	5	3	8	11	13	14	11	15	20	15	26	3	21	16	8	12	12	16	16	18	22	12	20	24	26	16	40	21	27	23	16	21	21	26	29	22	18	31	26	32	23	26	19	16	36	38	23	26	19	24	18	31	26	28	30	29	22	26	18	26	38	26	25	34	32	30	22	30	29	30	24	29	33	34	43	31	33	31	34	36	39	35	34	38	34	31	42	41	35	46	35	41	47	40	0	6	27	1	4	1	1	17	1	27	1	6	8	12	4	25	1	25	8	7	2	20	9	21	2	42	4	3	33	18	9	88	13	56	3	10	64	36	10	35	20	21	30	42	39	36	23	8	10	60	81	23	48	3	37	15	44	11	42	64	46	56	62	27	25	84	37	12	29	64	67	24	33	44	30	14	16	59	63	66	39	65	34	68	54	71	55	53	14	71	44	51	88	57	82	26	68	93	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-505.245387614489061	-514.296230994940402	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984114205599183	1	5	16	4	13	7	15	8	13	15	12	9	15	23	13	20	12	15	17	12	8	16	12	16	21	18	19	24	20	21	23	36	21	26	13	16	26	24	29	27	25	15	27	27	31	26	31	22	19	38	31	18	19	14	21	22	26	26	28	23	30	27	22	21	27	35	28	16	24	33	29	23	32	27	25	31	32	32	36	37	29	30	33	37	28	31	31	31	40	34	33	40	44	44	48	42	45	48	44	0	1	21	1	8	4	17	2	6	12	21	6	2	22	21	54	6	2	17	12	4	9	2	9	9	17	11	63	36	17	54	38	52	35	1	11	36	42	58	19	22	23	64	10	53	17	62	54	42	53	63	11	35	6	42	49	64	25	29	9	60	52	23	42	28	76	48	21	15	64	58	54	37	38	49	56	69	62	51	85	14	26	46	65	55	41	69	52	77	37	72	90	61	80	89	73	92	94	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-494.802628875496623	-503.853472255947963	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997234338240286	-2	8	14	4	14	9	15	12	12	7	7	7	16	18	16	22	16	15	12	16	19	13	16	19	20	20	20	22	30	20	26	41	24	24	13	18	20	21	28	28	23	22	28	24	27	28	28	21	23	39	29	24	24	24	20	20	31	26	23	32	24	20	27	21	25	34	29	24	40	21	27	28	31	34	28	32	34	24	28	38	24	25	34	27	32	30	32	36	38	35	30	34	40	46	54	42	38	48	51	0	4	10	1	12	4	12	10	10	1	4	1	12	6	2	23	12	8	12	9	10	12	6	35	5	12	19	9	81	13	56	83	17	48	10	9	3	7	49	30	17	25	56	42	28	42	56	7	17	91	37	18	36	14	22	20	63	16	13	26	48	18	61	35	62	46	33	15	40	23	70	15	26	84	26	61	72	37	78	57	21	26	79	54	31	16	44	73	86	61	61	60	66	60	94	76	29	57	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-511.007190885800526	-520.058034266251866	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971114671722892	0	8	11	2	12	11	9	6	7	18	12	7	18	20	14	26	16	16	15	10	14	17	13	14	16	23	11	27	27	27	22	34	11	23	20	20	28	27	21	25	24	16	27	22	32	26	23	20	24	35	31	20	25	24	20	24	32	28	30	34	18	27	28	23	23	34	22	18	40	30	32	30	24	25	28	23	29	31	36	42	28	33	34	32	38	35	37	27	41	24	34	37	34	42	52	42	43	47	53	0	1	12	1	12	4	8	1	4	20	4	4	21	11	5	49	2	3	5	12	3	3	20	8	27	12	12	35	61	26	42	88	8	15	18	19	74	76	2	48	14	8	55	15	70	55	18	13	23	81	53	22	25	31	17	24	77	64	49	65	33	52	73	61	18	63	6	11	83	14	46	90	52	68	39	21	26	16	39	86	54	34	56	30	76	36	32	36	62	42	28	75	29	50	98	38	87	77	98	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-505.550712243527016	-514.601555623978356	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996225840853536	-1	7	17	3	14	9	13	8	5	15	11	13	16	16	14	17	17	19	9	15	11	16	20	14	21	18	21	27	19	30	27	40	19	23	8	18	25	20	19	31	23	19	33	24	35	22	34	21	24	26	37	21	16	24	22	23	28	27	22	32	19	28	19	21	25	37	25	27	35	29	30	21	26	34	31	25	30	31	27	42	31	37	32	37	37	36	39	31	39	28	33	45	42	41	51	40	42	39	48	0	4	7	1	19	4	2	4	1	6	35	8	12	11	9	5	8	17	9	9	4	19	5	35	12	19	5	25	15	48	61	74	53	6	9	8	29	16	17	52	26	53	34	42	79	10	58	35	23	61	88	22	19	10	20	42	7	56	17	33	6	56	15	26	23	64	63	13	15	37	38	15	42	65	37	3	3	58	63	42	48	43	62	40	83	38	83	65	30	72	79	45	88	45	93	30	91	47	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
