step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
11500	-362.871893592345657	-371.922736972796997	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963716985415030	8	26	12	17	22	21	21	18	24	16	26	32	19	26	29	38	29	27	26	29	35	22	27	34	36	34	28	34	34	32	31	28	29	29	24	30	31	35	19	35	42	32	35	31	38	35	26	38	38	43	40	39	42	42	43	44	40	48	33	47	44	39	44	47	52	53	52	43	49	59	60	0	5	1	1	10	1	10	3	3	1	7	20	4	39	35	29	10	4	10	13	22	10	7	18	15	34	6	9	33	27	47	22	6	47	8	11	2	27	4	20	34	19	37	32	25	31	5	26	24	51	25	29	44	21	34	45	36	61	32	49	43	30	16	41	50	54	41	57	16	65	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-367.217886610599805	-376.268729991051146	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981827368746140	7	25	12	17	12	18	22	26	25	18	32	30	20	23	30	36	23	30	24	31	35	24	23	34	37	35	22	36	34	30	26	26	38	32	35	27	38	38	30	32	40	35	33	38	39	31	32	40	35	45	38	32	40	47	45	43	41	41	41	37	46	42	51	42	46	56	53	54	47	61	46	0	23	1	1	1	5	13	10	27	3	19	9	3	10	17	18	4	9	5	14	30	10	6	47	15	23	13	8	9	8	9	6	52	8	2	10	18	40	19	14	24	2	9	2	49	9	7	49	46	35	36	27	42	16	21	28	26	26	44	36	60	42	42	47	62	54	69	63	35	64	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-360.395725630591073	-369.446569011042413	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992915243968820	7	24	9	16	16	15	20	24	27	17	25	34	24	16	12	36	24	22	20	32	31	24	23	23	38	30	28	30	30	17	30	32	29	29	35	30	38	35	25	28	40	33	35	31	35	27	35	39	42	47	37	31	45	43	41	47	44	45	34	37	43	45	45	41	45	53	49	52	51	62	60	0	19	1	1	1	3	10	30	13	3	14	34	6	1	3	11	10	14	6	11	39	18	30	30	32	13	7	22	11	3	40	40	8	39	46	17	29	44	14	24	12	27	34	27	46	23	27	36	47	41	34	23	37	32	20	48	16	64	29	36	64	16	45	25	12	67	41	62	43	69	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-371.250957702600203	-380.301801083051544	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980705544050717	7	25	10	18	20	22	16	23	27	16	30	37	20	23	28	39	25	27	24	26	35	29	20	32	35	29	25	34	21	28	17	35	41	32	23	36	31	34	30	32	39	36	36	30	35	32	36	33	35	46	40	39	43	29	44	40	38	43	41	46	30	42	51	43	44	53	51	58	45	61	55	0	7	1	3	10	31	3	10	8	1	27	46	4	31	13	32	10	17	31	6	37	5	10	8	15	2	35	20	31	8	1	26	11	2	5	44	2	26	19	29	48	48	46	19	2	6	30	20	30	38	37	48	12	7	46	42	36	48	38	55	14	27	56	59	52	58	55	38	57	67	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-366.372714179359718	-375.423557559811059	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988126042655891	7	27	10	14	20	22	22	24	28	24	28	32	20	16	23	36	27	31	18	31	26	18	23	31	29	39	29	33	29	26	25	35	40	33	36	30	35	27	24	27	46	30	36	33	37	34	34	38	35	46	27	43	45	35	46	42	33	47	40	43	40	38	48	46	47	49	53	51	48	65	65	0	14	1	1	22	14	19	22	31	6	8	17	14	1	5	57	10	23	4	17	13	3	14	6	17	35	19	11	8	19	19	9	20	22	2	13	51	13	5	39	48	39	28	30	51	36	51	27	10	52	13	11	45	18	43	26	51	60	43	49	36	30	60	27	35	37	63	64	41	67	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-362.768589696006813	-371.819433076458154	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994317633234137	5	23	10	14	23	23	17	20	25	17	29	29	28	22	31	26	29	31	26	14	37	24	25	35	40	33	23	31	31	26	27	36	40	34	34	31	39	34	32	30	37	31	34	34	39	36	32	39	39	34	39	34	43	45	32	38	36	48	35	41	44	38	43	48	44	43	53	54	51	54	60	0	10	1	3	20	7	3	3	8	1	2	14	7	7	6	27	23	12	27	1	34	14	20	10	17	40	20	14	30	4	14	29	35	9	22	2	44	13	19	19	36	13	30	11	12	40	11	12	39	12	50	30	57	44	16	38	15	63	11	13	62	50	56	60	47	24	65	58	62	51	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-370.170541632219681	-379.221385012671021	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.945328313273630	7	26	11	16	21	25	22	24	22	18	20	32	28	24	31	36	25	30	26	33	32	27	27	31	30	35	26	25	32	27	29	39	37	36	33	28	34	30	31	30	43	31	36	35	33	34	35	32	37	40	38	36	41	29	30	47	34	48	34	43	39	39	46	42	48	47	56	56	50	61	62	0	5	1	1	3	5	10	10	4	4	4	30	8	5	23	39	9	23	11	28	30	5	17	36	30	55	5	4	14	28	27	21	25	54	27	8	24	5	30	8	42	28	29	35	30	17	25	23	21	51	45	54	39	19	7	21	14	62	55	12	52	45	50	51	41	52	49	56	12	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-358.890555071478673	-367.941398451930013	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992748578248426	7	26	10	15	21	24	14	23	28	20	29	35	24	18	28	34	20	22	25	24	34	28	31	37	39	33	28	34	22	30	28	32	34	26	27	31	33	30	30	28	39	39	31	36	30	31	38	40	43	41	39	34	45	40	39	45	37	42	38	39	36	42	49	45	46	49	48	46	48	55	56	0	14	1	1	4	17	3	10	13	4	5	40	17	3	8	2	4	4	5	14	35	13	20	2	32	19	10	9	4	2	18	15	45	7	13	5	27	29	18	18	16	40	31	22	29	22	39	32	55	51	5	40	55	15	30	42	46	30	32	28	43	57	52	59	51	60	43	33	48	69	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-367.012221251793903	-376.063064632245244	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988347356089083	4	24	11	16	17	19	20	24	27	22	27	35	23	18	28	32	24	31	28	29	30	27	30	31	37	32	28	30	29	31	29	33	31	36	34	33	27	31	23	31	45	35	36	34	39	33	38	42	38	44	43	36	44	40	42	42	41	46	36	40	35	40	47	49	51	55	50	40	49	55	62	0	14	1	1	3	1	4	7	10	3	13	33	7	4	2	31	14	6	4	10	27	14	22	17	35	19	14	8	8	29	39	9	11	33	38	39	39	11	14	37	47	28	19	29	15	19	30	39	39	34	38	33	18	15	36	42	28	68	26	34	22	32	48	53	41	64	41	30	47	29	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-362.611090030655021	-371.661933411106361	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999303304554990	4	23	9	15	12	25	22	20	17	20	25	33	25	24	29	27	27	28	28	22	34	27	28	33	40	27	29	32	33	21	28	35	37	36	34	24	37	27	31	33	43	35	32	33	38	31	37	38	41	36	38	36	45	38	41	45	37	41	40	43	47	38	41	44	34	53	49	43	45	64	57	0	3	1	3	3	9	4	9	3	4	30	38	20	20	20	9	36	11	36	3	6	4	2	31	34	20	36	14	16	5	9	19	19	46	16	30	46	2	11	26	50	43	11	6	46	16	18	22	48	15	24	43	25	35	16	33	2	39	40	54	33	35	48	50	8	58	49	29	62	71	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-356.707321887386513	-365.758165267837853	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994889188509075	6	27	11	17	23	25	13	25	28	18	29	37	30	18	32	32	29	30	23	27	34	22	24	32	41	35	20	37	28	27	26	33	41	38	32	30	25	38	30	33	37	32	27	36	35	32	37	28	34	44	37	36	43	43	42	33	42	50	37	46	41	34	46	49	49	54	54	55	51	60	56	0	22	1	7	14	3	1	14	10	3	10	18	6	7	22	43	5	23	10	14	9	10	14	31	26	2	10	16	23	22	27	31	12	36	48	30	22	42	22	5	36	29	22	3	8	22	49	4	48	33	32	15	21	44	59	29	52	28	9	47	12	30	42	53	54	53	60	64	57	58	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-368.062444031082521	-377.113287411533861	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985306257518378	7	26	10	15	12	22	20	21	30	20	26	34	21	24	30	36	30	19	26	28	35	28	26	31	40	34	29	31	28	29	19	26	37	34	35	31	40	35	34	34	43	33	36	25	30	32	37	38	43	40	39	39	44	41	30	46	39	43	38	39	41	40	32	51	51	54	41	50	44	61	59	0	13	1	1	1	31	3	5	8	3	18	36	3	7	6	22	8	5	7	19	29	8	7	19	21	7	10	11	13	14	1	7	26	9	36	6	17	19	30	22	40	23	17	18	11	32	30	14	34	15	46	39	19	44	23	26	63	25	55	16	36	45	18	21	57	69	60	54	33	65	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-365.527888769215679	-374.578732149667019	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982732968888533	3	15	8	18	25	22	20	23	16	17	27	33	25	19	22	31	24	29	26	28	27	28	12	33	35	32	29	36	30	27	27	22	29	30	30	32	33	27	33	29	41	35	33	34	35	33	31	38	41	45	40	40	44	45	41	42	44	39	37	42	42	41	41	48	46	57	49	51	48	64	54	0	3	1	2	15	10	2	9	3	23	4	34	4	2	2	4	10	30	17	15	13	4	1	34	24	14	15	36	30	2	9	2	6	13	21	8	10	14	29	17	26	21	27	21	29	31	5	40	48	52	42	37	49	36	24	36	25	24	24	20	48	20	45	62	42	50	56	57	50	71	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-369.619098422460809	-378.669941802912149	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978550061438261	4	17	8	15	20	18	20	26	19	18	27	32	24	25	27	24	27	31	24	24	27	31	28	33	43	31	26	38	25	32	27	27	39	36	32	28	36	37	13	32	43	39	35	30	34	33	22	41	40	43	28	44	33	43	45	41	41	51	38	44	37	40	42	50	50	56	50	46	47	62	51	0	39	1	3	39	1	39	7	39	39	13	21	6	7	5	10	4	15	7	10	8	29	13	29	59	8	7	12	4	47	10	13	12	23	36	6	8	46	1	23	12	35	47	11	20	20	6	53	26	24	14	62	16	28	34	21	12	41	32	34	46	13	28	54	52	68	69	41	62	66	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-382.060640854563303	-391.111484235014643	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980180084495500	-3	23	6	11	14	23	17	25	24	19	26	30	29	15	19	31	20	28	22	28	27	30	22	33	36	39	24	37	31	28	26	37	35	30	30	35	38	34	31	25	34	22	36	35	31	27	27	40	39	34	33	38	40	42	35	46	42	46	36	32	31	35	45	50	44	45	45	55	42	55	62	0	5	1	3	3	14	14	6	17	5	19	10	7	4	5	4	5	2	5	23	2	11	4	39	18	34	17	51	20	40	42	9	20	40	17	35	61	11	47	15	30	5	46	30	9	40	15	51	32	11	22	39	25	48	18	62	45	50	22	8	18	35	48	56	36	59	52	54	45	64	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-351.943209722844415	-360.994053103295755	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997498575081777	5	21	9	13	18	18	14	28	24	23	26	28	25	21	25	37	26	26	24	30	34	25	22	33	39	34	27	34	31	29	25	35	38	37	33	33	36	32	29	31	40	38	36	34	36	34	32	30	35	46	39	35	45	39	43	43	40	41	41	44	46	39	38	42	45	52	57	56	50	60	65	0	7	1	1	7	4	3	19	6	7	6	23	6	5	5	29	7	23	6	13	27	2	3	27	28	30	10	12	18	19	6	14	49	46	11	29	22	18	17	8	44	8	48	8	12	30	22	27	31	42	29	19	21	21	43	40	32	47	63	44	60	49	38	26	37	62	41	45	64	67	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-368.346134879898671	-377.396978260350011	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987146702624274	6	14	11	20	21	19	12	23	24	19	27	30	22	25	25	29	26	17	19	30	35	20	27	33	47	39	23	35	29	30	31	30	38	34	37	27	32	39	30	33	44	35	28	35	34	25	34	38	29	46	37	41	41	40	45	44	38	45	44	41	44	41	42	51	49	54	44	57	47	56	63	0	7	1	3	6	7	1	2	19	3	22	27	18	10	13	4	6	7	3	23	32	19	10	30	60	29	7	43	22	8	46	23	37	27	16	5	23	49	6	12	21	39	10	12	30	5	23	12	19	43	42	51	39	29	35	26	39	60	48	31	57	34	57	54	41	25	32	69	67	50	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-394.059983750396952	-403.110827130848293	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993437380220764	9	26	11	14	20	24	13	22	29	24	32	37	21	22	28	31	17	26	26	27	33	29	20	38	42	33	31	37	32	22	29	38	33	33	28	27	34	32	28	29	46	35	36	31	28	36	30	20	36	44	40	44	42	40	44	31	37	46	36	40	35	35	47	43	41	50	52	43	42	53	54	0	30	1	1	17	23	3	4	48	23	35	26	4	17	8	18	3	6	4	8	5	6	1	10	30	6	45	27	18	7	17	9	40	31	30	23	14	10	1	14	65	47	16	39	17	36	7	4	16	32	38	60	22	47	49	6	40	12	10	13	21	19	25	37	61	60	63	42	29	26	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-376.556046886671879	-385.606890267123219	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988279128656623	4	22	9	14	20	18	18	21	16	24	29	33	27	25	28	35	26	31	13	26	33	31	24	28	36	39	30	21	31	30	29	26	35	18	34	30	38	34	22	30	39	36	30	27	33	33	35	30	33	43	36	31	43	42	37	46	37	43	40	36	39	45	34	45	46	50	47	54	51	59	58	0	34	1	1	9	19	4	6	3	34	19	32	34	8	14	49	6	14	3	28	11	20	8	14	14	29	13	4	14	13	14	9	20	4	31	44	30	23	4	24	44	30	39	2	23	15	36	15	8	52	29	17	21	42	32	55	30	60	36	29	21	25	44	60	16	64	50	33	21	68	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-370.253897095559410	-379.304740476010750	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977507938399013	4	14	9	19	14	18	16	26	23	23	29	31	30	21	25	31	24	31	26	28	23	26	26	31	35	33	30	30	24	30	17	25	36	20	30	35	40	33	34	27	46	35	34	35	29	29	36	33	40	41	33	41	40	44	44	44	41	50	39	38	37	45	49	41	50	58	52	46	50	54	64	0	1	1	5	1	7	1	17	5	7	34	23	11	6	34	19	31	8	4	34	31	14	4	21	28	46	23	4	31	10	2	7	19	2	17	24	51	20	19	31	50	30	15	29	10	8	12	11	48	25	20	12	48	33	33	25	47	41	45	26	11	33	50	28	37	65	41	48	54	68	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21500	-377.249733504438723	-386.300576884890063	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985184597634310	6	15	11	16	20	20	21	27	30	25	31	31	23	24	32	30	14	25	29	29	32	26	23	37	38	37	29	28	32	25	28	34	30	37	35	28	27	33	34	33	31	38	31	36	38	30	38	33	43	46	40	43	39	43	46	38	45	46	34	43	35	45	49	48	39	52	40	58	45	64	65	0	3	1	3	3	3	17	4	4	5	37	23	6	3	19	6	1	17	37	30	13	23	3	28	32	31	13	30	36	6	5	9	23	15	41	14	13	16	19	6	36	32	18	19	6	7	31	12	53	21	48	51	12	56	26	48	53	28	8	43	43	44	60	59	39	58	46	66	43	68	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22000	-364.900329921218372	-373.951173301669712	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969932110123521	7	21	10	18	18	28	17	16	22	21	22	30	27	24	31	38	29	33	26	29	36	24	24	26	43	37	24	35	32	28	26	36	42	35	31	35	36	34	25	31	44	36	33	35	39	35	35	27	41	44	37	39	37	42	43	34	34	44	38	41	41	42	49	44	51	56	37	48	42	64	65	0	7	1	3	3	7	3	3	3	8	5	19	8	7	30	38	9	27	7	11	12	7	10	2	34	35	5	12	24	11	7	30	52	23	11	24	9	35	11	13	61	19	15	48	47	19	29	2	36	51	46	38	27	44	32	20	35	36	43	37	53	36	62	16	55	33	23	53	56	66	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-358.597485588413065	-367.648328968864405	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964971348399341	1	16	10	18	20	20	19	21	16	20	30	34	26	25	30	37	28	31	14	23	31	25	30	35	38	38	28	37	28	30	28	33	35	36	34	35	37	30	32	32	48	34	34	29	23	28	33	41	39	44	40	38	41	37	44	41	43	41	43	44	41	36	51	46	49	57	49	55	49	58	64	0	3	1	3	3	19	19	3	3	3	14	27	8	2	13	40	10	31	1	6	8	20	14	39	14	44	45	18	9	9	4	31	29	30	22	30	18	5	46	27	59	27	31	13	3	22	11	43	44	28	15	21	46	47	36	35	62	18	54	54	11	27	48	40	61	67	57	48	12	41	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23000	-356.219947838938481	-365.270791219389821	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998086539327706	5	26	8	15	20	27	17	22	26	12	24	32	19	26	25	35	28	30	27	31	28	29	18	37	39	38	25	27	30	29	23	28	36	32	32	29	38	34	30	33	44	32	36	35	34	32	33	39	41	41	39	42	44	37	37	41	37	46	31	35	42	22	50	48	47	51	56	53	43	63	64	0	23	1	3	7	13	3	23	31	1	23	9	1	8	23	39	31	14	5	28	31	23	4	29	21	47	4	62	11	31	10	8	42	5	32	2	60	31	28	15	16	31	28	12	12	17	17	33	47	12	30	22	55	59	60	38	22	50	6	35	34	23	69	61	61	69	58	53	43	67	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-374.078756072532542	-383.129599452983882	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976662724303651	6	28	9	15	23	20	13	25	26	17	28	32	30	25	24	36	22	23	22	31	35	27	19	30	43	33	15	25	27	32	23	37	37	36	25	32	33	32	26	33	32	33	32	26	35	35	35	28	40	42	33	42	42	45	43	42	30	50	41	43	44	42	36	49	47	53	55	53	53	66	65	0	31	1	3	10	1	3	6	19	7	14	15	23	10	5	15	10	4	27	28	2	31	4	5	57	39	3	6	17	18	23	28	51	11	10	39	13	48	5	39	23	5	22	19	9	9	5	9	9	32	2	22	36	46	32	33	2	54	51	40	41	42	2	56	30	50	64	25	58	67	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
