step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-9209.866044551170489	-9216.721532502129776	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.115311230010075	0	1	3	2	2	4	6	7	8	9	12	12	12	14	14	14	18	16	15	17	16	16	16	17	18	17	17	17	17	20	18	18	18	20	19	19	19	19	19	20	20	21	21	20	20	20	21	21	21	21	22	22	22	21	21	21	21	21	21	22	22	23	22	23	22	22	22	22	23	23	24	24	23	23	23	24	25	24	24	25	25	25	28	25	25	25	26	26	26	26	26	27	28	27	27	31	31	32	38	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	5	6	6	7	9	9	9	11	11	11	13	12	11	13	12	12	12	13	13	13	13	13	13	15	13	13	13	15	14	14	14	14	14	15	15	16	16	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	16	17	16	16	16	16	17	17	18	18	17	17	17	18	18	18	18	18	18	18	21	18	18	18	19	19	19	19	19	20	21	20	20	23	23	24	28
500	-1299.673275829205068	-1306.528763780164354	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.083500269231272	-1	1	3	2	2	4	3	6	5	6	9	12	9	11	14	11	18	15	15	16	16	16	16	17	18	16	17	16	17	19	18	18	17	19	19	19	19	19	19	19	20	21	21	20	19	20	21	21	21	21	22	22	22	20	21	21	20	21	21	22	22	23	22	23	22	22	22	21	23	23	24	24	23	23	23	24	25	24	24	25	25	25	28	25	25	25	26	26	26	26	26	27	28	27	27	31	31	32	38	0	1	1	2	1	2	0	7	7	9	9	8	8	8	16	10	27	14	11	16	11	14	14	9	15	12	14	14	0	11	14	10	18	13	14	9	13	18	16	19	16	11	13	10	16	22	16	14	11	9	9	11	10	13	13	9	16	9	45	27	10	26	14	13	13	13	16	9	7	10	13	9	9	16	9	9	9	14	9	12	13	16	14	10	9	9	13	13	10	10	11	16	11	13	14	16	16	11	13	1	2	3	1	3	2	1	3	2	1	4	5	3	5	2	4	1	3	3	5	5	5	5	8	1	4	6	5	1	6	6	9	2	9	7	12	9	4	6	3	8	10	11	14	6	4	9	8	9	14	15	12	13	11	10	15	8	14	2	5	15	5	8	14	11	13	10	15	16	14	14	17	15	10	17	15	18	12	16	12	14	13	16	17	18	17	16	17	18	18	15	16	17	18	15	18	19	21	25
1000	-1135.468690714474405	-1142.324178665433692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.141273683325299	0	1	2	2	2	4	3	4	5	7	9	12	9	11	11	14	18	16	15	17	13	16	16	17	18	16	14	15	17	20	18	18	18	20	19	16	19	19	19	20	20	20	21	20	20	19	21	20	20	21	22	22	22	21	21	21	20	20	21	22	22	23	22	23	22	22	20	22	23	23	24	24	22	23	23	24	25	24	23	25	25	25	28	25	25	25	26	24	26	26	26	27	28	27	27	31	31	32	38	0	1	2	1	2	1	0	7	8	9	9	9	10	10	9	14	16	16	21	12	10	11	12	13	28	12	15	11	0	21	20	13	27	20	27	13	31	27	27	19	26	11	14	13	12	33	27	35	21	14	13	11	13	10	13	11	25	13	44	26	11	46	12	13	15	11	21	10	15	10	11	11	15	12	11	8	15	14	11	11	14	15	26	9	7	11	14	11	11	10	12	12	15	11	16	36	28	12	28	1	1	1	2	1	3	1	1	1	2	2	7	2	4	6	3	3	2	2	3	3	7	2	5	3	2	3	5	1	6	1	7	4	3	4	6	1	4	5	4	3	9	10	9	8	1	7	1	7	9	11	11	11	12	10	10	2	9	1	5	12	3	7	13	10	10	4	13	9	13	14	14	8	6	13	16	12	12	11	13	13	9	11	15	20	13	12	14	14	16	12	12	14	17	9	13	12	20	21
1500	-989.345179467589787	-996.200667418549187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.170926725986571	-1	1	3	2	1	4	3	6	8	6	11	11	10	13	13	12	18	14	15	17	16	13	15	16	18	16	17	14	16	18	15	18	17	20	19	18	19	17	19	19	17	21	19	20	20	20	20	20	21	21	21	20	22	21	21	18	21	19	20	22	22	22	22	22	22	22	22	22	23	23	23	22	23	23	23	24	25	24	24	25	22	25	28	25	25	25	26	26	24	26	26	26	28	27	27	29	31	32	38	0	1	1	1	1	5	0	7	8	7	9	9	10	13	9	9	15	15	14	31	14	10	12	11	16	22	13	12	0	14	10	12	18	23	41	23	11	18	25	36	26	24	28	36	37	38	22	41	16	10	33	28	28	41	10	28	32	10	31	22	31	38	28	23	26	28	45	32	12	10	13	28	43	28	10	10	31	12	28	12	22	22	54	12	7	23	36	23	12	22	28	22	28	28	50	79	19	12	56	1	2	3	2	2	3	1	2	2	2	1	3	2	3	3	3	5	1	2	2	3	7	3	4	6	2	5	2	1	4	8	5	3	4	2	2	8	1	1	1	1	5	2	2	1	3	7	2	5	9	2	5	6	3	9	3	3	11	2	7	3	3	5	6	6	7	2	4	12	14	13	7	3	9	13	15	10	11	10	10	8	7	6	10	21	8	8	9	10	11	12	11	14	12	5	3	13	18	19
2000	-814.489333059189676	-821.344821010149076	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.258672260946836	0	1	2	2	2	4	3	7	8	9	11	12	12	13	13	12	18	15	14	17	16	13	16	17	18	17	16	15	17	20	18	18	18	20	19	17	18	19	19	20	20	19	21	19	18	20	21	21	21	21	22	20	22	20	21	21	21	21	21	22	20	23	22	23	22	20	22	22	23	23	24	24	23	20	23	24	25	24	24	24	25	25	28	25	25	24	26	26	26	25	26	27	28	25	27	30	31	31	38	0	1	1	1	2	4	0	7	8	8	10	10	11	9	10	10	11	19	16	11	11	8	28	14	13	22	19	15	0	21	12	14	19	37	26	28	14	27	33	44	27	14	36	36	16	39	22	35	17	38	39	44	36	26	36	36	25	46	38	22	45	38	40	15	26	42	31	57	10	22	22	28	36	19	8	16	74	23	36	37	62	50	48	22	7	63	79	36	36	8	77	22	15	19	35	88	74	74	19	1	1	2	1	1	2	1	3	1	2	1	3	1	3	4	3	7	1	2	4	2	5	1	4	4	3	2	2	1	1	3	4	3	2	2	2	4	3	1	1	2	5	3	2	2	1	5	2	3	2	2	1	4	2	3	2	3	1	2	8	1	1	2	6	5	1	3	1	12	9	9	9	3	4	12	11	5	8	6	5	2	3	5	11	19	2	2	8	6	13	1	7	11	8	7	4	7	11	21
2500	-695.188641179604474	-702.044129130563874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.326202749760968	0	1	2	2	1	4	4	6	8	9	11	12	12	14	12	13	17	14	15	17	16	13	16	16	18	16	17	17	17	20	17	17	18	20	19	19	19	19	18	20	17	21	21	20	19	20	21	21	21	19	22	22	22	19	21	21	21	21	21	22	20	22	22	23	22	22	22	22	23	23	24	24	23	23	23	24	23	24	24	25	25	24	28	25	25	25	25	26	26	26	26	27	28	27	27	31	28	31	38	0	1	2	5	1	4	0	7	8	9	10	10	10	10	9	12	15	12	14	15	14	15	15	13	21	22	22	23	0	25	24	14	26	24	41	28	21	39	27	28	26	11	44	19	25	33	50	27	37	27	46	55	28	41	28	28	32	46	39	22	25	46	28	40	35	56	45	30	14	26	41	55	66	44	10	26	42	23	43	68	33	62	48	15	7	72	73	36	64	54	42	60	42	23	84	42	56	53	17	1	1	1	1	1	2	1	2	2	1	2	3	2	3	4	1	4	2	1	3	1	1	3	3	1	3	3	1	1	1	1	3	2	2	2	2	2	1	1	2	1	7	1	4	1	2	2	2	1	2	1	1	4	2	2	2	2	1	3	7	2	2	3	2	2	1	1	2	8	6	4	2	1	2	10	8	2	5	3	2	7	2	5	11	18	1	2	5	2	7	2	3	6	8	2	4	6	7	20
3000	-681.960117128433808	-688.815605079393208	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.347491963614056	0	1	3	2	1	4	5	7	7	9	12	10	12	13	14	14	18	15	15	14	16	15	16	17	18	17	16	17	16	19	18	17	17	19	19	19	19	19	19	20	18	19	20	20	20	18	20	20	21	21	22	22	22	21	21	21	20	21	21	22	22	23	21	23	22	22	22	22	23	23	24	24	23	23	23	24	25	24	24	23	25	24	28	22	25	25	25	26	25	26	26	27	28	25	27	31	31	32	38	0	1	2	5	1	2	0	7	7	7	10	8	12	10	12	14	21	13	16	13	16	11	16	21	21	22	22	10	0	32	11	15	22	24	41	23	18	33	27	36	26	19	42	36	11	27	38	41	11	39	39	40	40	35	44	28	25	46	39	48	30	50	40	56	41	42	49	37	37	41	27	63	56	56	12	26	28	63	55	67	46	59	65	10	9	53	56	44	63	60	56	54	72	63	65	66	56	73	73	1	1	1	1	1	2	1	2	2	1	3	3	2	2	1	1	2	3	1	1	2	2	1	1	2	1	1	6	1	2	5	2	2	1	1	2	3	2	2	1	1	4	1	1	6	2	1	2	5	2	2	1	2	2	1	3	2	3	1	2	3	1	1	2	4	3	1	2	4	5	7	3	2	2	7	6	7	3	2	1	6	2	5	11	18	3	3	3	3	2	5	5	3	4	4	5	8	6	11
3500	-621.524408807610030	-628.379896758569430	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335643708006840	0	1	3	2	2	4	5	7	7	9	11	12	12	14	14	14	18	16	15	17	16	15	15	17	18	17	17	17	17	20	17	17	18	20	19	19	19	19	19	18	17	18	20	20	20	19	21	19	21	21	21	22	22	21	20	21	20	20	21	22	22	23	22	23	22	22	22	22	23	23	22	24	23	23	23	24	25	24	24	25	25	25	28	25	24	23	24	26	26	26	26	27	27	27	27	31	31	32	37	0	1	2	1	1	4	0	7	7	9	10	10	10	10	12	10	20	11	16	16	16	14	16	15	32	22	22	19	0	25	12	11	22	16	41	28	32	22	33	28	16	28	28	42	24	27	58	26	37	46	38	42	40	48	14	28	37	39	46	54	34	50	40	42	22	28	57	34	45	35	35	52	56	56	67	71	40	44	63	68	46	58	35	27	9	40	55	55	56	76	66	65	91	64	76	43	93	87	66	1	1	2	2	1	1	1	2	2	2	2	3	3	4	2	4	1	3	1	3	2	1	1	2	1	2	2	1	1	2	5	3	2	3	2	2	1	3	1	1	3	1	3	2	3	2	1	1	2	1	2	3	3	2	5	4	1	1	2	1	2	2	3	4	6	5	2	2	2	4	2	1	2	2	1	2	4	3	2	2	3	3	6	8	15	5	3	5	4	1	3	4	1	3	2	6	4	6	11
4000	-563.261133560265534	-570.116621511224935	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467633337376282	0	1	3	2	2	4	5	7	7	9	11	12	11	13	14	14	16	15	15	17	16	16	16	17	18	16	17	17	17	20	18	18	18	20	19	19	17	17	19	18	20	21	21	20	20	19	19	18	20	21	22	22	22	20	20	20	21	21	21	22	22	23	21	21	22	22	22	22	23	22	24	23	23	23	23	24	23	24	24	24	25	25	28	25	25	25	25	26	26	25	26	26	28	26	27	31	31	30	37	0	1	2	2	1	4	0	7	7	9	10	13	10	13	12	11	14	14	16	17	16	18	19	14	37	18	26	23	0	17	24	21	38	24	48	13	11	22	38	28	35	28	55	28	32	38	33	26	25	39	46	56	40	48	28	23	49	46	46	35	34	59	40	28	41	43	57	45	49	35	60	44	66	36	45	65	66	40	72	67	62	46	95	54	8	63	73	72	79	65	87	84	87	79	76	87	93	87	56	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	2	1	1	1	1	1	3	1	1	1	1	1	4	1	2	1	2	1	7	4	1	1	1	1	3	1	2	2	2	1	1	2	2	2	2	3	2	2	3	1	2	2	2	1	1	3	3	2	1	1	2	2	2	2	3	1	2	2	2	1	3	1	1	2	5	1	2	17	4	2	2	2	3	1	1	3	1	2	5	3	3	10
4500	-535.628523987489075	-542.484011938448475	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.459563609157841	0	1	3	2	2	4	4	7	8	9	12	11	12	13	13	14	18	15	15	17	16	16	16	15	17	17	17	17	15	20	18	18	18	19	18	19	19	19	19	20	20	21	21	20	20	19	20	20	21	20	22	22	22	21	20	21	21	21	20	22	21	23	22	23	22	21	22	21	20	23	24	21	23	23	23	24	24	24	24	24	25	25	28	22	25	25	26	26	25	26	25	27	28	27	26	31	30	31	36	0	1	2	2	2	5	0	7	8	8	10	8	8	11	12	11	24	13	11	10	24	18	19	11	24	22	22	19	0	32	25	24	27	17	26	28	25	33	33	13	35	28	40	28	25	33	46	35	45	46	58	42	72	35	28	40	37	46	33	48	37	58	55	72	48	55	57	45	37	65	41	44	66	44	68	84	74	72	42	67	46	62	95	54	8	63	73	55	64	84	74	90	87	44	76	87	87	93	74	1	1	2	1	1	1	1	3	1	2	2	3	3	1	2	1	3	1	1	4	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	4	2	2	1	2	3	1	1	2	1	1	1	1	1	2	2	1	2	2	2	1	1	2	2	2	2	1	1	1	1	1	3	1	2	3	2	2	1	2	2	2	2	1	2	1	18	2	2	4	2	4	1	1	1	5	2	5	4	3	9
