step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
5000	-103.928657133083249	-101.661977521090193	-2.266679611993056	0.000012421466270	0.000038069612855	3.064824395806482	0.572993403813923	-1	1	3	2	5	3	7	6	6	5	11	11	12	15	16	20	0	1	4	1	3	0	6	10	3	3	10	4	12	12	12	14	1	1	1	1	1	1	1	1	1	1	3	5	1	1	2	2
5500	-105.872733220760452	-103.440980967182142	-2.431752253578312	0.000012672166621	0.000044983080844	3.549754528148056	0.763397325762793	0	2	3	1	5	2	6	7	6	8	11	11	12	14	16	19	0	1	2	1	3	0	6	5	3	9	10	4	12	12	12	14	1	1	1	1	1	1	2	1	2	1	1	3	1	2	2	2
6000	-100.894821102499577	-99.202626420926450	-1.692194681573132	0.000017871187009	0.000028170883478	1.576329734760869	0.510473741728210	-1	1	3	3	6	4	6	6	6	7	11	11	12	14	18	20	0	1	2	2	3	0	6	3	3	9	10	4	12	12	12	14	1	1	2	1	2	1	2	1	1	1	2	4	1	2	2	2
6500	-100.154574288537049	-98.728125250181165	-1.426449038355889	0.000024239784008	0.000021721944377	0.896127802524806	0.565592691035058	-1	1	2	1	5	3	6	3	5	7	10	11	12	16	16	20	0	1	4	1	3	0	6	3	3	5	5	2	12	12	12	14	1	2	1	1	2	1	2	1	2	1	2	6	1	2	2	2
7000	-90.460273466372854	-89.099264697891869	-1.361008768480980	0.000035635405378	0.000019832897979	0.556550368047835	0.677023891203936	0	2	3	2	5	3	7	6	7	7	11	10	12	14	17	19	0	1	1	1	3	0	6	3	5	3	9	2	12	12	12	14	1	1	1	1	1	1	2	2	1	2	2	4	1	2	3	1
7500	-83.472066796570161	-82.097224848403116	-1.374841948167046	0.000070797854256	0.000032723386843	0.462208737634607	0.577623538376031	-1	1	3	2	5	4	6	7	6	7	11	10	13	15	17	20	0	1	4	2	3	0	6	5	5	9	5	2	12	12	14	14	1	1	1	1	1	1	1	1	1	1	3	4	1	3	1	2
8000	-94.679399657849174	-93.182123574063809	-1.497276083785361	0.000091725607126	0.000027202749524	0.296566579132987	0.554602184067754	-3	1	3	3	4	4	6	6	5	7	10	10	11	16	16	19	0	1	2	2	3	0	6	5	3	9	5	2	12	12	12	14	1	1	1	1	1	1	1	1	1	1	2	3	1	3	2	1
8500	-95.580900139022447	-94.035029985664664	-1.545870153357775	0.000060020558840	0.000015986803611	0.266355460863284	0.467519292574688	-1	1	3	0	5	3	7	6	7	7	11	11	12	15	17	20	0	1	2	1	3	0	6	3	3	3	9	1	12	12	12	14	1	1	1	1	2	1	2	2	2	2	2	7	1	2	3	4
9000	-114.768930601564676	-113.352048242742654	-1.416882358822021	0.000104614679384	0.000039223110628	0.374929320231827	0.329115300275994	-1	2	3	1	4	3	5	6	5	6	11	11	13	16	16	20	0	1	4	1	1	0	6	5	4	3	5	5	12	1	12	15	1	1	2	1	3	1	2	1	2	1	3	5	1	10	3	2
9500	-98.984945637171990	-97.579160219498320	-1.405785417673665	0.000094191488326	0.000036893091661	0.391681799665906	0.685521346731689	0	2	3	2	4	2	7	7	5	8	11	10	12	15	17	20	0	1	1	1	3	0	6	3	3	5	3	4	12	11	14	14	1	1	1	1	1	1	4	2	1	2	5	5	1	2	1	3
10000	-86.327455124357570	-84.917693507940882	-1.409761616416682	0.000135444109086	0.000052197189840	0.385378073597317	0.728180553250864	0	3	3	2	5	3	6	7	6	6	9	11	12	15	17	20	0	4	4	1	3	0	6	3	3	5	5	11	12	12	14	14	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	3
10500	-93.235352095776548	-91.865861641297201	-1.369490454479350	0.000071486057814	0.000048014055495	0.671656221693018	0.463535360944412	0	2	3	2	5	2	6	6	6	7	10	11	12	16	18	20	0	1	2	1	3	0	6	3	5	5	9	4	12	12	14	14	1	1	1	2	1	1	2	2	1	2	2	6	1	2	1	2
11000	-100.195527544988011	-98.822076967256379	-1.373450577731633	0.000103182251056	0.000048202936241	0.467163060969565	0.719240417309576	-1	3	3	1	5	4	6	5	6	7	11	9	13	14	17	20	0	4	4	1	3	0	6	3	3	3	5	2	12	9	14	14	1	1	1	1	1	1	2	1	1	2	3	2	2	3	2	3
11500	-100.633683150777642	-99.233199325647888	-1.400483825129750	0.000090473888247	0.000036254023169	0.400712557755544	0.671361790217546	-1	2	3	1	6	3	6	7	6	8	9	11	13	15	16	21	0	4	4	1	3	0	6	3	3	5	4	4	11	12	14	14	1	1	1	1	1	1	2	1	2	1	4	5	3	2	1	2
12000	-106.789624738927230	-105.403407544379974	-1.386217194547258	0.000165874082810	0.000071312802040	0.429921304353074	0.534263810463382	-1	1	3	1	6	3	6	5	6	7	9	11	13	13	18	20	0	1	4	1	4	0	6	3	8	4	9	10	10	10	12	14	1	1	1	1	2	1	2	1	1	3	2	1	3	2	3	5
12500	-89.513678044405694	-88.142632919808847	-1.371045124596844	0.000116805830491	0.000055665646096	0.476565646264227	0.575969403605753	-1	3	3	2	5	3	6	5	6	6	10	11	13	15	17	20	0	1	4	1	3	0	6	3	4	5	3	11	12	12	12	14	1	2	1	2	1	1	2	1	2	1	3	1	1	2	3	2
13000	-94.007993624597972	-92.595276830492026	-1.412716794105950	0.000111746860520	0.000095240179209	0.852285055397031	0.719392075147758	-1	2	3	1	4	3	6	7	6	7	9	11	12	15	16	19	0	1	2	1	3	0	6	3	5	1	8	10	12	12	14	14	1	1	1	1	1	1	2	2	1	3	1	1	1	2	1	2
13500	-95.717121848033301	-94.310384725200251	-1.406737122833053	0.000036013988402	0.000029968884212	0.832145661772801	0.539941432231660	-1	2	2	3	5	4	6	7	6	7	10	11	13	16	17	20	0	1	1	1	2	0	6	5	3	3	10	2	12	12	12	14	1	2	2	2	1	1	1	1	2	3	1	6	1	2	3	2
14000	-87.847536506132073	-86.461550018610950	-1.385986487521122	0.000046391361098	0.000034987244992	0.754175867309584	0.608263396928513	-1	2	4	1	5	4	6	6	7	6	11	11	12	14	15	18	0	4	2	1	3	0	6	3	5	5	5	2	12	12	12	14	1	1	1	1	1	1	1	1	1	1	3	4	1	2	2	2
14500	-89.312525196505732	-87.824216963068565	-1.488308233437162	0.000070920689993	0.000021496759324	0.303109844622681	0.535213888909007	-1	2	4	3	6	2	6	6	6	7	11	11	13	16	18	21	0	1	2	2	3	0	6	3	3	3	5	4	12	12	14	14	1	1	2	1	1	1	2	1	1	1	2	3	1	3	1	2
15000	-95.083505079516442	-93.722087180223781	-1.361417899292665	0.000103702618923	0.000061670994373	0.594690809287110	0.470595923375162	0	2	3	2	6	2	5	7	6	8	9	12	13	16	17	20	0	1	4	1	3	0	6	3	3	9	9	11	12	12	12	14	1	1	1	1	2	1	2	2	2	1	2	2	1	2	2	3
15500	-99.231718881527982	-97.853279841642049	-1.378439039885933	0.000118160926573	0.000053249070880	0.450648724787262	0.607240877135852	-1	3	3	1	4	2	6	6	6	6	10	11	11	15	16	20	0	4	1	1	2	0	6	3	2	5	3	10	11	11	12	14	1	1	2	1	1	1	2	2	2	1	5	3	1	2	2	2
16000	-96.210085874447898	-94.820302534843307	-1.389783339604593	0.000063561286969	0.000026808468711	0.421773535272911	0.711748389830676	0	2	3	2	5	4	7	6	7	8	9	11	13	15	17	21	0	1	2	1	3	0	6	5	3	3	5	2	12	11	12	14	1	1	1	1	1	1	2	1	1	2	2	4	1	3	3	4
16500	-106.103271557017479	-104.740787149978971	-1.362484407038504	0.000099319123984	0.000052666553089	0.530276053349975	0.423267876084697	-1	1	3	2	5	3	6	6	5	7	9	12	13	15	17	20	0	1	2	1	3	0	6	9	4	5	4	4	11	11	14	11	1	1	1	1	2	1	1	1	3	1	4	6	3	3	1	7
17000	-93.604998261261059	-92.241509049536702	-1.363489211724356	0.000117525088627	0.000061131554000	0.520157480539183	0.681126836601157	-1	1	4	1	6	2	6	6	7	7	10	11	12	15	17	19	0	1	4	1	3	0	6	3	3	3	10	5	10	12	14	14	1	1	1	1	1	1	2	1	1	2	2	3	2	2	1	2
17500	-103.638843635012279	-102.003382643767367	-1.635460991244905	0.000130538565003	0.000029452228510	0.225620899922397	0.576666039182149	-1	3	3	2	4	3	6	7	7	7	7	12	13	15	17	20	0	1	1	1	2	0	6	3	3	5	5	10	12	12	12	15	1	2	2	1	1	1	3	3	2	2	1	2	1	2	3	2
18000	-93.246498095093330	-91.845087706643952	-1.401410388449371	0.000092012574863	0.000074852928623	0.813507596479791	0.773311571636467	0	2	3	3	4	4	6	6	6	8	10	11	12	14	17	19	0	1	2	1	3	0	6	5	5	9	9	10	11	12	12	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	3
18500	-92.838806889201976	-91.453527794949608	-1.385279094252369	0.000098680308922	0.000042648219272	0.432185708959052	0.624394675547711	0	2	3	1	5	3	5	7	5	7	10	12	13	15	17	19	0	1	4	1	3	0	6	5	3	5	4	10	12	12	12	14	1	2	1	1	2	1	1	1	1	1	4	3	1	1	2	2
19000	-111.654155793371416	-110.051303533637196	-1.602852259734221	0.000222684989573	0.000053175383038	0.238791950636977	0.674881352798591	0	1	3	3	4	4	6	5	7	8	10	12	10	15	18	20	0	1	2	1	3	0	6	5	8	3	3	13	2	12	11	14	1	1	1	2	1	1	1	1	1	2	2	1	5	1	4	2
19500	-87.910960868155684	-86.513630567966729	-1.397330300188961	0.000077751418311	0.000031604314495	0.406478945092911	0.620076347277431	-2	0	4	2	6	3	5	6	6	8	10	10	12	16	18	20	0	1	2	2	4	0	6	3	3	9	10	10	12	12	14	14	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	2
20000	-94.253881186746185	-92.742482337576575	-1.511398849169602	0.000138661812711	0.000039789081150	0.286950533618479	0.702772810036397	-1	1	4	2	5	2	5	6	6	8	10	10	12	15	16	19	0	1	4	1	3	0	6	3	3	9	10	10	12	10	12	15	1	1	1	1	1	1	2	1	1	2	1	1	1	3	3	1
20500	-89.080453534638949	-87.718186412030875	-1.362267122608077	0.000101313020281	0.000061724522532	0.609245705645161	0.667281076899860	0	3	3	2	6	4	6	7	6	7	10	11	13	15	18	19	0	4	4	1	3	0	6	9	3	2	5	2	12	12	12	14	1	1	1	1	1	1	1	1	1	2	2	3	1	2	3	1
21000	-89.678251641759019	-88.313039933543450	-1.365211708215570	0.000051121441874	0.000032743110682	0.640496619073214	0.620637985444240	0	2	3	2	4	3	6	6	6	7	11	11	13	15	17	20	0	1	4	1	3	0	6	5	3	3	5	2	12	12	14	14	1	1	1	1	1	1	2	1	2	1	4	4	1	2	1	1
21500	-96.286595819647019	-94.897031903946086	-1.389563915700933	0.000079983736858	0.000061495750106	0.768853175932607	0.784326429615104	-1	1	3	2	5	4	5	7	6	7	10	11	12	15	16	21	0	1	2	1	3	0	6	3	1	3	3	9	12	12	12	14	1	1	1	2	1	1	1	2	3	1	3	2	1	2	2	3
22000	-110.043619690331880	-108.603436133464783	-1.440183556867096	0.000203791243600	0.000070571538594	0.346293282026752	0.614897058327282	-1	2	2	3	5	4	6	6	5	5	10	12	13	15	17	20	0	1	1	3	1	0	6	9	3	4	9	11	11	13	13	4	1	2	2	1	3	1	1	1	1	1	3	1	2	1	2	9
22500	-93.248209368240765	-91.867275091907970	-1.380934276332793	0.000084022723360	0.000037261081608	0.443464340570029	0.588066538055249	0	1	4	2	3	4	7	6	6	7	9	11	13	15	17	20	0	1	4	1	4	0	6	3	3	9	9	2	12	12	14	14	1	1	1	1	1	1	2	1	1	1	1	6	1	3	1	3
23000	-114.252332514802433	-112.712954975726717	-1.539377539075716	0.000140828275604	0.000038018682905	0.269964840101700	0.513554730928616	-1	2	1	3	4	3	6	5	6	7	8	11	12	14	16	20	0	1	1	1	3	0	6	3	3	5	5	2	4	13	12	12	1	2	1	1	2	1	1	2	2	2	2	5	3	1	2	4
23500	-102.249668963156012	-100.861146004326557	-1.388522958829450	0.000088405710886	0.000037534855494	0.424575008983614	0.571741259606397	-1	1	4	2	5	2	6	6	6	8	10	12	13	16	17	18	0	1	2	1	3	0	6	3	5	5	10	11	12	4	14	14	1	1	2	2	1	1	2	2	1	2	1	1	1	8	1	1
24000	-90.935630059273748	-89.574543941386523	-1.361086117887220	0.000048103472345	0.000028191761344	0.586064996348024	0.495989176153810	0	2	3	3	5	3	7	7	5	8	10	11	13	14	16	20	0	1	2	2	3	0	6	3	3	9	9	4	12	12	12	14	1	1	1	1	1	1	3	2	1	1	3	4	1	2	2	4
24500	-93.792861692994038	-92.300500420342829	-1.492361272651207	0.000111792962289	0.000033549883779	0.300107297382781	0.819660256222391	0	1	2	2	6	4	6	7	4	8	11	10	13	15	17	20	0	1	2	2	9	0	6	5	3	9	10	10	12	12	14	14	1	1	1	1	1	1	2	1	1	2	1	1	1	3	1	2
25000	-92.490117551579189	-91.065287110411390	-1.424830441167798	0.000055932680296	0.000020377696139	0.364325400295637	0.487566848151261	-2	0	2	1	5	3	6	6	6	7	11	12	13	15	17	19	0	1	2	1	3	0	6	5	3	5	3	4	12	12	12	14	1	1	1	1	2	1	1	1	3	1	4	5	1	2	3	2
25500	-102.049929488723720	-100.686044073180227	-1.363885415543492	0.000084038636805	0.000052797195470	0.628249070636113	0.655158937987413	-1	3	3	2	6	4	6	6	6	7	10	10	12	15	17	19	0	1	4	1	3	0	6	4	3	3	5	2	11	11	12	14	1	2	1	3	2	1	1	2	2	2	2	3	1	2	2	1
26000	-103.378237644520325	-101.927917414471267	-1.450320230049054	0.000067890049951	0.000022795647399	0.335773024408195	0.398247226854102	-1	3	3	3	5	3	7	6	5	8	9	12	12	15	17	20	0	1	1	1	4	0	6	3	3	3	2	4	2	12	13	14	1	3	2	1	1	1	2	1	1	2	3	4	4	2	3	3
26500	-105.196410762828961	-103.812003140403874	-1.384407622425083	0.000103490335249	0.000077355134895	0.747462405145336	0.649980497116712	-1	3	3	1	6	3	6	6	6	7	10	10	13	13	17	21	0	4	4	1	3	0	6	3	3	5	9	5	12	2	14	15	1	1	1	1	1	1	1	3	1	1	2	1	2	3	3	2
27000	-97.484504241460670	-96.004602261181120	-1.479901980279550	0.000072362731649	0.000022403043062	0.309593661700765	0.647002334649282	-1	2	3	2	5	2	4	7	6	7	11	9	13	15	15	21	0	1	2	1	3	0	6	3	3	9	12	2	12	12	12	14	1	2	1	2	1	1	1	3	1	1	1	3	2	3	3	2
27500	-98.270666199646143	-96.805754725203073	-1.464911474443070	0.000092440371604	0.000029777662798	0.322128332904362	0.567130273531173	-1	0	3	2	5	4	6	6	4	7	10	10	12	15	17	20	0	1	2	2	9	0	6	5	3	1	5	10	12	12	14	14	1	1	2	1	1	1	2	1	1	4	3	2	2	3	1	2
28000	-94.913081894075404	-93.117121450108115	-1.795960443967284	0.000047530381480	0.000086917857445	1.828679988218688	0.642711351212676	0	3	3	2	5	3	7	6	5	7	9	11	12	14	16	19	0	4	4	1	3	0	6	3	3	5	5	9	12	12	12	14	1	1	1	1	1	1	2	2	1	1	2	3	1	2	2	3
28500	-94.488683435844294	-93.107226744470850	-1.381456691373451	0.000051041907181	0.000037487996381	0.734455243767851	0.623567195903406	-2	1	3	1	5	4	6	6	4	6	10	11	13	15	18	21	0	1	2	1	3	0	6	3	3	3	9	2	12	12	12	14	1	1	1	2	1	1	1	1	1	2	3	5	1	2	3	4
29000	-96.798963061880627	-95.404944626021987	-1.394018435858647	0.000103123101326	0.000042580107349	0.412905612823471	0.615911644197163	-1	1	3	0	5	2	7	6	6	7	9	10	12	16	15	21	0	1	4	1	3	0	6	5	5	3	10	10	12	12	12	14	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2
29500	-95.889349056053859	-94.492894215348187	-1.396454840705670	0.000138036231248	0.000056337929314	0.408138709703660	0.787964540221649	-1	2	4	1	5	4	7	6	7	7	9	11	12	15	16	20	0	1	2	1	3	0	6	3	5	3	9	10	12	12	12	14	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2
30000	-100.101988424063293	-98.725011684281966	-1.376976739781327	0.000070748133021	0.000032201428504	0.455155876618815	0.431693019854831	0	3	1	3	5	3	6	5	6	7	11	10	12	15	15	20	0	1	1	1	3	0	6	3	3	5	9	1	12	11	12	14	1	2	1	1	2	1	1	2	2	1	3	5	1	3	3	2
30500	-101.130049462509476	-99.768513756083209	-1.361535706426267	0.000097166788257	0.000058021900212	0.597137162321745	0.548680207231079	-1	3	3	1	5	4	5	5	7	7	10	11	12	16	18	20	0	4	4	1	1	0	6	3	3	3	10	5	9	12	12	14	1	1	1	1	3	1	1	1	2	2	1	3	1	2	5	2
31000	-102.252273407694233	-100.817231336057290	-1.435042071636948	0.000045571875340	0.000042028887101	0.922254938758675	0.399424670935739	0	2	4	2	6	1	7	6	6	7	10	11	12	14	16	20	0	1	2	1	3	0	6	3	3	4	5	2	12	12	12	14	1	1	1	2	2	1	3	1	1	4	3	4	1	1	2	2
31500	-99.545352821403185	-98.183946314735564	-1.361406506667623	0.000081351894274	0.000044430041976	0.546146372774378	0.713648150453792	-1	1	2	1	4	3	7	6	6	8	10	12	13	15	16	19	0	1	4	1	3	0	6	3	3	5	9	10	12	12	14	14	1	1	1	2	1	1	2	2	1	1	2	3	1	2	1	3
32000	-98.468686622581416	-96.915129247009347	-1.553557375572076	0.000106881241854	0.000028026766415	0.262223435364539	0.506317846237115	-1	2	3	3	5	3	6	7	6	7	9	11	13	13	17	20	0	1	2	1	3	0	6	9	2	5	4	11	12	12	12	11	1	2	1	2	1	1	2	1	2	1	3	1	1	1	2	6
32500	-93.359128261109404	-91.986491323426876	-1.372636937682526	0.000101158425000	0.000069843427108	0.690436086843282	0.588716197378459	-1	2	3	1	6	3	7	6	7	7	10	10	12	14	17	20	0	1	4	1	3	0	6	3	3	3	9	5	12	12	14	14	1	1	1	1	2	1	2	1	2	2	2	1	1	2	2	3
33000	-88.390672285920274	-86.968296984811374	-1.422375301108895	0.000053917073051	0.000019814247114	0.367494858168951	0.715786155921091	-1	1	3	2	6	3	5	6	4	8	9	11	12	16	16	20	0	1	2	2	3	0	6	9	3	9	10	2	12	12	12	14	1	1	1	1	2	1	1	1	1	2	1	5	1	2	2	2
33500	-97.738554518158040	-96.324128268184339	-1.414426249973703	0.000156450826645	0.000059204431232	0.378421977699730	0.644400692038906	0	1	3	3	5	4	6	5	6	7	7	11	12	16	18	20	0	1	1	2	3	0	6	3	5	4	5	10	12	13	12	15	1	1	2	1	1	1	1	1	1	3	1	2	1	2	4	1
34000	-93.553453955245573	-92.091244585934533	-1.462209369311033	0.000109162822527	0.000035427455353	0.324537736683687	0.642219472204971	0	3	3	2	6	4	6	6	5	8	10	10	12	16	18	20	0	4	4	1	3	0	6	9	3	3	9	10	11	11	14	14	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	2
34500	-97.573946801834538	-96.182775718876172	-1.391171082958370	0.000133467745791	0.000055893525006	0.418779268917180	0.530151594695619	0	2	3	3	5	2	6	7	6	7	10	11	11	16	17	21	0	1	2	1	3	0	6	3	3	3	5	9	4	13	14	14	1	1	1	1	1	1	2	2	1	2	2	1	4	2	1	2
35000	-95.574307306957678	-94.095371874963433	-1.478935431994246	0.000111299833230	0.000034543313704	0.310362672619981	0.585979323373274	-1	2	2	2	4	4	6	6	5	7	10	12	11	15	17	21	0	1	1	1	3	0	6	5	5	3	5	10	10	12	14	14	1	1	1	2	1	1	2	1	1	2	3	2	2	2	1	3
35500	-98.958836462080583	-97.552185851530709	-1.406650610549877	0.000099556587354	0.000038854777567	0.390278319089549	0.439426223842668	-1	2	3	1	4	2	6	7	6	7	10	11	12	15	18	20	0	1	2	1	3	0	6	5	3	5	4	2	11	2	12	15	1	2	1	1	1	1	2	1	2	2	4	5	2	6	4	1
36000	-90.501873808795708	-89.083356103033950	-1.418517705761756	0.000117524396260	0.000043797058524	0.372663548321186	0.758962753505159	-1	3	3	1	4	4	7	6	7	8	10	11	12	15	16	19	0	4	4	1	4	0	6	3	3	9	10	9	12	12	14	14	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2
36500	-87.775876593599335	-86.337688335896814	-1.438188257702519	0.000086007734091	0.000029972149307	0.348482024595816	0.604202122516548	0	2	3	3	4	3	5	6	5	6	10	11	12	14	16	19	0	1	2	2	3	0	6	9	3	3	9	4	12	12	12	14	1	1	1	1	1	1	1	1	1	2	2	4	1	2	2	2
37000	-84.100722131070853	-82.662314664903050	-1.438407466167805	0.000164519612596	0.000057292230300	0.348239516228171	0.834247058802414	0	2	3	2	5	3	7	6	5	8	10	12	13	14	16	20	0	1	2	1	3	0	6	9	3	9	10	11	12	12	12	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2
37500	-98.530652016235166	-97.154932329706398	-1.375719686528766	0.000130175156860	0.000092026314847	0.706942223590305	0.677014064071403	0	2	3	2	5	4	7	7	7	5	10	11	12	15	15	21	0	1	2	1	3	0	6	5	10	3	3	11	12	12	12	14	1	1	1	1	2	1	2	1	2	1	3	1	1	2	2	2
38000	-88.669188094655880	-87.300064389178033	-1.369123705477840	0.000072922649127	0.000035372311649	0.485066190987802	0.664632150702835	-1	2	4	2	5	3	6	6	6	7	9	10	12	15	14	20	0	1	2	1	3	0	6	3	3	4	5	2	12	12	12	14	1	1	1	1	1	1	2	1	1	2	2	4	1	2	2	2
38500	-94.990919453255586	-93.629583282066591	-1.361336171188989	0.000046001983866	0.000025191202873	0.547611227959750	0.419608550987768	-1	1	3	2	5	4	5	6	7	8	10	10	12	16	14	20	0	1	2	1	1	0	6	5	3	3	10	1	12	12	12	14	1	1	1	2	3	1	1	1	2	3	1	5	1	2	2	2
39000	-99.696206615169032	-98.333167806523448	-1.363038808645578	0.000093972110394	0.000049276919381	0.524378128507007	0.769346940886820	-1	2	2	3	5	3	7	7	7	8	10	12	13	14	16	18	0	1	1	1	3	0	6	5	5	5	5	11	11	12	12	14	1	2	2	1	1	1	2	1	1	1	3	1	2	1	1	2
39500	-101.701061363014318	-100.275424988225993	-1.425636374788329	0.000146495947763	0.000053222586857	0.363304157350201	0.450327824390490	0	2	3	3	5	3	6	7	7	8	10	10	12	15	18	20	0	1	1	2	3	0	6	5	4	3	5	4	12	4	14	14	1	1	1	1	1	1	2	2	2	2	2	4	1	4	2	2
40000	-108.202996851638062	-106.840739754420696	-1.362257097217372	0.000125854877419	0.000076658578207	0.609102958737769	0.476782400396282	0	2	4	2	6	4	6	6	6	6	10	11	12	15	17	21	0	1	4	1	3	0	6	3	4	3	1	10	1	13	13	5	1	1	1	1	2	1	1	1	2	1	4	2	6	2	3	5
40500	-90.234781283129763	-88.873439473781204	-1.361341809348556	0.000141998338465	0.000077742674609	0.547490030161952	0.682729958944541	0	2	4	2	5	3	6	6	7	7	10	12	13	15	17	19	0	1	4	1	3	0	6	5	3	2	4	11	12	12	12	14	1	1	1	1	1	1	2	1	2	2	3	1	1	1	2	2
41000	-96.606793818883119	-95.002507905424594	-1.604285913458520	0.000081352236921	0.000019376359111	0.238178565761628	0.532782667499728	-1	2	4	3	6	3	7	5	7	8	10	11	13	15	17	21	0	1	2	1	3	0	6	3	3	3	10	4	4	12	12	14	1	1	1	2	1	1	3	1	2	2	1	3	4	2	2	3
41500	-106.880721686171682	-105.271910920151910	-1.608810766019771	0.000174266750872	0.000041173060528	0.236264578995961	0.373660590931524	0	1	3	3	5	2	7	6	7	8	10	11	12	15	17	19	0	1	1	2	3	0	6	3	5	2	10	4	11	10	14	15	1	1	1	1	1	1	2	1	1	3	2	3	1	4	2	1
