step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-2124.590676536361116	-2123.128594451842218	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.012969123821118	0	1	4	1	3	3	3	3	4	3	6	5	5	4	6	4	5	6	5	6	6	7	6	7	7	8	7	7	7	9	8	7	9	7	7	8	8	8	11	9	9	9	9	9	11	9	9	9	11	11	11	11	11	10	13	11	11	12	11	11	12	12	13	13	13	13	14	14	14	13	13	13	15	16	16	16	16	17	18	19	19	19	20	22	22	22	22	25	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	3	3	2	3	2	3	3	3	3	3	4	3	4	4	4	4	4	4	5	4	4	5	4	4	4	4	4	6	5	5	5	5	5	6	5	5	5	6	6	6	6	6	5	7	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	9	9	10	10	10	10	11	11	11	11	13	13
500	-953.162101287210703	-951.448640049799792	-1.713461237410963	0.000010018756748	0.000016308798433	1.627826570038987	0.059362598379908	-1	2	5	0	2	3	3	2	4	4	5	5	5	4	6	4	5	5	4	7	6	4	7	6	7	8	7	6	8	9	9	7	9	7	5	8	8	8	12	9	10	10	9	8	10	6	6	9	11	12	10	12	10	10	10	9	12	9	10	10	13	12	12	14	13	14	15	14	14	13	14	11	15	17	17	15	16	18	19	20	20	19	20	22	22	23	22	25	25	0	4	4	1	4	1	4	1	6	1	5	22	7	7	7	4	4	2	8	9	10	1	5	11	5	35	12	13	19	10	12	2	24	47	1	35	19	10	48	25	18	30	26	8	28	17	22	12	46	59	12	29	40	5	13	46	47	3	12	47	19	28	48	12	13	13	56	59	60	22	47	13	56	44	46	29	63	22	47	58	58	58	63	58	18	77	58	58	58	1	1	3	1	1	3	2	2	1	3	2	1	2	1	2	2	3	2	1	1	1	3	2	1	3	2	1	1	2	2	3	3	2	1	3	1	2	2	2	1	3	1	1	2	2	1	1	2	3	2	2	2	1	4	2	2	3	3	3	3	6	5	2	5	5	6	5	2	2	5	6	3	5	6	6	5	3	8	7	8	9	8	4	7	10	4	10	10	9
1000	-721.297600305291439	-719.594951596249075	-1.702648709042412	0.000010066100416	0.000016122242625	1.601637372726979	0.353515165017485	0	2	3	1	3	3	1	3	4	3	5	6	3	4	7	4	5	7	5	6	7	4	6	6	7	9	8	7	7	10	8	7	9	8	7	9	8	9	11	9	9	9	9	9	11	8	6	9	12	10	12	11	10	11	13	10	10	12	11	11	12	13	13	13	12	13	14	13	15	14	13	13	15	14	17	17	14	16	19	19	19	20	20	23	23	20	23	25	25	0	1	4	1	2	4	1	1	2	2	3	22	7	7	7	3	6	8	8	9	23	3	4	11	5	35	12	13	19	10	12	3	11	47	19	35	8	21	48	25	37	21	35	18	28	17	22	12	46	34	22	37	40	44	65	46	47	48	12	47	19	28	48	51	13	28	56	59	60	12	47	45	56	32	56	29	58	22	71	77	58	48	58	81	74	80	77	77	86	1	1	1	1	1	1	1	2	1	1	1	2	1	2	4	1	1	2	1	1	1	1	2	1	2	2	1	2	2	4	1	2	3	1	1	1	3	1	2	1	1	2	1	1	2	2	1	2	2	1	4	2	1	1	1	1	2	1	3	2	3	3	2	1	6	3	2	1	2	2	5	2	4	3	4	4	1	6	4	3	4	7	5	2	6	1	7	7	3
1500	-631.733372288748228	-630.106522621079876	-1.626849667668305	0.000010138063048	0.000014375943488	1.418016777055428	0.482090046572171	0	2	2	1	3	3	3	3	5	3	6	6	5	5	7	5	5	5	5	6	5	5	6	7	7	7	7	8	7	9	7	7	10	8	6	8	8	9	11	8	8	7	9	9	10	9	7	9	12	11	12	10	11	11	14	11	11	12	9	12	13	12	14	13	13	13	14	12	15	13	13	14	15	15	15	14	14	17	18	20	19	20	20	22	22	22	23	25	25	0	1	4	1	1	4	3	4	6	2	3	22	7	7	7	4	5	8	8	9	8	3	6	11	5	35	22	13	19	21	22	3	24	47	19	35	19	10	48	25	18	21	26	41	28	17	22	27	46	34	22	37	40	44	45	46	47	39	22	47	19	45	39	12	45	45	46	59	60	22	47	65	56	61	67	29	58	64	71	77	77	58	77	81	74	82	77	77	83	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	2	1	1	2	2	3	1	1	2	1	2	1	2	2	1	1	2	2	2	1	1	1	2	1	2	1	2	2	4	1	2	2	2	2	2	2	2	4	3	1	2	1	1	4	1	2	2	3	2	5	4	1	5	1	6	6	2
2000	-583.255425567607972	-581.453166175910155	-1.802259391697766	0.000010028904946	0.000018494542924	1.844123862220910	0.617825249492269	0	2	2	1	2	3	3	3	3	4	6	5	5	4	7	4	5	6	5	6	6	4	6	7	5	8	6	7	7	8	7	6	10	7	7	8	9	9	11	9	10	10	10	8	10	9	9	8	10	10	11	10	11	10	14	11	12	13	11	12	12	11	13	12	13	12	14	13	14	14	14	12	16	15	16	14	14	17	18	19	19	19	20	22	23	23	22	25	24	0	1	1	1	1	4	3	1	1	2	3	22	7	7	7	1	6	8	8	9	10	3	6	11	1	35	12	13	19	21	22	3	24	12	19	35	19	21	48	25	8	30	35	8	13	17	34	12	46	34	22	37	40	44	45	46	47	39	12	47	19	45	48	12	72	45	56	59	60	39	47	45	67	44	67	37	58	68	71	77	77	77	80	77	74	83	83	86	83	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	1	1	1	2	1	3	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	3	2	2	2	3	2	2	2	1	2	3	1	1	1	2	2	2	1	3	2	3	1	3	3	1	1	2	1	1	1	3	1	2	3	1	3	1	2	2	3	2	3	1	3	5	2	1	2	2
2500	-594.310870697811652	-592.736881397640673	-1.573989300170947	0.000009958057027	0.000012833275630	1.288732891891601	0.611712636840305	0	1	2	2	3	4	3	3	4	3	6	6	4	4	6	4	6	4	5	6	5	5	6	8	7	8	7	7	7	9	9	6	9	7	5	8	9	8	11	9	8	10	10	7	11	9	9	8	11	11	11	12	11	10	13	12	11	12	12	11	12	12	12	12	14	13	15	14	15	13	14	12	15	17	15	16	16	17	19	19	19	20	19	22	23	23	23	24	25	0	1	1	2	2	4	3	1	4	2	3	22	7	7	7	5	18	8	18	9	10	3	6	11	18	35	12	13	19	21	22	2	24	22	8	35	29	21	48	25	18	30	35	18	28	17	34	12	46	34	12	29	40	44	45	46	47	48	22	47	41	45	48	12	72	45	56	59	60	12	47	45	56	54	56	61	63	68	71	77	77	77	77	77	74	83	83	82	80	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2	2	1	2	1	2	1	2	2	1	1	1	1	2	3	2	2	1	2	1	2	3	1	2	1	2	3	1	1	1	1	2	3	2	1	2	4	3	1	2	2	2	3	1	2	2	3	3	2	2	2	3
3000	-586.086033187931776	-584.259081491171628	-1.826951696760201	0.000010278125922	0.000019578355455	1.904856547096495	0.621511230517496	0	1	4	1	3	3	2	3	4	3	6	6	5	4	7	4	5	4	6	6	5	5	6	8	6	9	8	7	7	9	8	7	10	8	7	8	8	9	11	9	8	10	8	9	9	8	10	9	11	12	11	11	11	11	14	10	11	13	11	12	11	12	13	12	14	13	14	14	14	12	13	11	16	17	16	15	16	17	18	19	19	19	21	21	23	23	23	26	25	0	1	4	1	4	4	1	4	1	2	3	22	7	7	7	5	6	8	18	9	6	5	6	11	5	35	12	13	19	21	12	23	24	12	19	35	29	21	48	25	8	30	35	18	13	17	34	12	46	34	12	37	40	44	62	46	47	48	12	47	37	45	48	22	72	45	56	64	60	12	47	45	67	44	67	41	58	68	71	77	77	77	80	77	74	83	80	80	83	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	2	2	2	1	1	2	2	2	2	2	1	1	2	1	2	2	1	2	2	2	4	2	2	2	1	2	3	2	1	1	4	1	3	1	2	2	2	1	2	1	2	3	1	3	4	2
3500	-599.758508972222103	-597.735428989438901	-2.023079982783235	0.000010990233204	0.000026392800139	2.401477716561262	0.578426151221017	-1	1	4	1	4	3	2	3	4	3	6	6	5	5	5	5	6	6	5	6	6	5	6	8	7	9	7	7	6	8	8	7	8	7	7	8	8	9	11	9	9	10	9	9	10	9	9	8	12	11	12	11	11	10	14	12	11	13	11	11	11	12	12	12	14	12	13	14	13	14	13	11	15	17	16	16	15	17	16	18	20	19	20	22	22	22	23	23	25	0	1	4	1	1	2	1	4	1	1	3	22	7	7	7	2	6	8	8	9	10	3	6	11	18	35	12	13	19	21	22	3	11	22	19	35	19	21	48	25	8	30	35	18	28	17	34	12	46	34	39	37	40	44	72	46	47	39	12	47	29	45	48	12	72	45	46	64	60	64	34	45	56	44	67	61	58	68	71	77	77	77	80	77	74	83	83	81	81	1	1	1	1	2	1	1	1	2	3	1	1	2	2	2	1	1	2	1	2	2	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	2	2	3	1	2	2	1	2	1	2	2	2	1	2	1	1	3	2	1	1	2	1	2	1	2	3	2	2	2	1	1	1	4	1	2	3	1	3	2	2	1	2	2	3	1	3	3	1	2	2	3
4000	-560.013590708243328	-558.427413358838066	-1.586177349405235	0.000011475482797	0.000015133055194	1.318729282372871	0.620620202879752	-1	1	2	1	3	3	3	3	5	3	7	5	5	5	6	4	5	6	5	6	6	4	4	8	6	9	6	7	7	8	8	7	8	6	7	9	9	8	11	9	7	9	9	9	11	8	9	9	10	11	11	10	11	10	14	10	11	13	11	11	12	12	14	14	14	13	14	15	14	13	14	13	15	15	17	17	16	18	18	19	19	20	20	22	22	22	21	24	26	0	1	4	1	1	2	3	4	4	2	3	22	7	7	7	5	5	8	8	9	10	3	6	11	5	35	12	13	19	21	12	5	11	22	19	35	19	21	48	25	8	30	35	18	13	17	34	12	46	34	22	37	40	44	45	46	47	48	12	47	29	45	39	70	72	45	56	59	60	59	47	45	67	44	56	61	58	68	71	77	77	77	77	82	74	87	82	84	84	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	2	1	1	2	2	2	2	2	1	2	4	1	1	1	2	1	1	3	3	1	2	1	2	1	1	1	2	1	2	1	3	1	1	3	4	2	2	2	2	2	2	3	2	1	3	1	1	2	2
4500	-562.749301109163639	-561.146962645104622	-1.602338464058978	0.000013871652329	0.000018841960964	1.358306892116631	0.624945291795007	-1	1	1	1	3	3	2	4	4	4	5	6	5	4	6	4	5	6	5	6	6	4	6	7	6	8	7	7	7	8	8	8	9	7	7	9	8	8	11	8	10	9	9	9	11	9	9	8	12	11	11	11	9	11	14	11	11	13	12	11	13	12	13	13	14	12	13	15	15	13	13	12	15	16	17	16	15	17	18	17	20	20	21	22	22	23	22	25	25	0	1	1	1	4	2	3	1	5	2	3	22	7	7	7	2	6	8	8	9	8	3	6	11	5	35	22	13	19	21	22	5	24	22	19	35	19	21	48	25	18	30	26	18	28	17	34	12	46	34	22	19	25	44	66	46	47	48	12	47	37	45	48	12	72	45	56	64	60	39	47	45	67	54	67	37	58	59	71	77	77	80	77	82	74	87	82	81	83	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	2	3	3	2	1	1	2	1	2	2	1	2	1	1	3	2	1	1	1	2	1	2	1	1	3	3	4	1	2	2	2	2	3	3	2	3	1	1	2	2
5000	-547.176242025354554	-545.726577231834995	-1.449664793519574	0.000019865739054	0.000019170569987	0.965006634526305	0.639120595486668	0	1	3	1	2	3	3	3	4	3	5	6	4	4	7	5	6	6	5	6	7	5	6	7	7	9	8	8	7	8	8	7	9	7	6	9	8	8	11	10	9	9	9	8	10	10	9	9	11	10	12	11	11	10	13	11	11	13	10	11	12	12	13	14	14	13	14	14	15	14	13	13	15	17	13	14	14	17	19	20	18	19	19	22	21	22	22	25	23	0	1	4	1	1	2	2	5	1	4	3	22	7	7	7	5	6	8	8	5	10	3	6	11	16	35	12	13	19	21	22	3	24	22	19	35	19	21	48	25	18	30	35	8	28	17	34	12	46	34	31	19	40	44	45	46	47	48	12	47	44	45	48	22	72	45	56	59	60	31	34	45	67	54	56	61	63	68	71	81	77	77	77	80	74	83	83	84	83	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	2	1	1	2	1	2	1	2	2	1	2	2	1	1	1	2	2	1	2	1	2	1	2	2	1	2	1	1	1	1	2	3	1	1	2	1	1	2	2	1	2	1	2	4	1	2	2	2	2	2	4	1	1	3	1	1	1	2	3	2	2	2	2	1	1	2	1	2	3
5500	-522.489957538570707	-521.126405600704288	-1.363551937866405	0.000029967315502	0.000018723890281	0.624810396492996	0.668721350908556	0	2	4	1	3	3	2	4	4	2	6	6	5	5	6	4	5	6	5	6	7	5	6	7	7	6	8	8	7	8	8	8	9	6	7	9	8	9	11	9	10	9	9	9	10	9	9	8	11	11	11	11	11	10	14	10	12	12	10	11	12	13	13	12	13	13	14	14	14	13	13	12	16	16	15	15	16	16	18	20	18	20	20	23	22	19	22	26	24	0	1	2	1	1	4	1	2	4	1	3	22	7	7	7	2	6	8	8	2	5	3	6	11	2	19	12	13	19	5	22	5	24	22	19	35	19	21	48	25	18	21	26	18	28	17	34	12	46	34	31	29	40	5	45	46	47	48	12	47	29	45	39	22	72	45	56	59	60	51	47	45	67	54	56	61	58	59	71	77	58	81	86	82	74	77	86	80	87	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	3	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	2	1	2	1	2	2	1	2	2	2	1	2	2	2	1	4	2	1	1	2	2	1	2	2	1	3	1	2	2	2	2	1	3	1	1	5	2	1	1	2	2	2	3	1	1	2	3	1	2	3	2
6000	-489.916439514287390	-488.363565255272817	-1.552874259014553	0.000056060916214	0.000014720736573	0.262584659104958	0.687135558925949	-1	1	3	2	4	3	2	3	3	2	6	6	5	5	4	4	6	6	5	6	7	5	4	7	5	6	7	7	7	9	8	7	9	6	7	9	7	9	11	10	9	9	9	10	11	9	9	9	11	12	12	11	11	11	14	11	11	13	10	12	12	13	14	13	12	14	14	14	14	12	14	13	16	15	16	15	16	17	19	20	18	18	21	23	22	21	22	26	25	0	1	4	2	4	2	2	1	4	1	3	22	7	15	7	4	23	8	8	9	8	3	6	11	10	8	12	13	19	21	12	18	24	22	26	35	19	21	48	25	18	21	35	29	28	17	34	22	46	34	59	41	40	44	65	46	47	39	12	47	29	45	39	27	28	45	56	59	60	59	47	65	67	54	67	52	58	68	71	81	77	48	81	81	74	81	80	81	84	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	3	1	2	3	2	2	2	2	1	1	4	1	1	2	1	2	2	2	1	1	1	4	2	2	3	2	1	4	1
6500	-546.918996304266557	-545.210742794869702	-1.708253509396883	0.000115914770553	0.000023298518075	0.200996973589235	0.539020283224197	0	1	4	2	2	4	3	4	3	3	6	5	5	5	6	5	6	6	5	7	6	7	6	7	8	7	7	8	8	10	9	7	9	7	8	9	7	9	12	9	10	9	9	8	10	10	9	10	11	11	10	11	12	10	12	11	12	13	11	10	13	12	12	14	14	14	14	14	15	14	14	13	16	16	16	14	16	16	17	18	19	18	20	22	23	23	22	25	25	0	1	5	1	1	5	2	2	2	2	3	10	7	7	7	9	6	8	8	8	2	1	6	10	3	19	15	15	19	21	12	3	24	12	26	18	19	21	12	25	18	22	35	18	13	17	34	12	46	60	31	36	40	37	45	46	47	59	34	34	37	45	12	61	45	55	46	63	60	32	47	62	56	54	67	39	63	70	71	41	77	48	77	80	74	87	83	39	81	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	3	4	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2	5	1	2	1	1	1	3	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	4	1	3	1	2	1	2	2	2	4	2	1	2	3	1	1	2	1	1	3	2	3	2	2	4	1	1	7	3
7000	-540.646309108368428	-538.589200543690595	-2.057108564677799	0.000116595142904	0.000015197434065	0.130343629131294	0.567261195902330	0	1	4	1	4	3	3	3	4	2	6	5	5	5	6	3	5	7	6	7	6	7	6	6	7	8	6	7	5	6	9	7	9	6	6	8	8	8	12	9	9	9	10	10	12	9	10	7	12	11	11	11	11	8	13	12	11	13	11	11	13	12	13	12	13	13	14	15	14	14	13	14	16	16	16	16	16	18	18	18	20	19	17	22	22	23	23	26	25	0	1	2	1	4	10	4	2	4	2	29	3	7	7	13	2	6	8	29	3	10	12	6	5	5	35	9	13	8	3	22	12	11	12	29	35	1	30	48	25	54	30	35	29	28	17	34	3	46	47	20	18	40	19	45	46	34	3	27	48	59	7	64	51	45	28	56	64	60	64	57	65	67	44	56	61	39	68	71	63	77	77	58	82	74	83	77	87	86	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	2	1	1	2	1	1	2	1	2	1	1	1	3	1	2	1	1	1	2	2	2	2	3	2	2	1	2	2	1	1	1	1	2	4	4	1	1	3	1	1	1	2	2	1	1	1	1	1	2	2	3	2	2	2	2	2	3	2	2	2	3	3	2	1	1
7500	-541.763015192236480	-540.180284963895929	-1.582730228340515	0.000129148532094	0.000032000057157	0.247777165082215	0.574535004617575	-1	1	4	1	3	2	3	3	3	3	5	5	6	5	5	5	5	5	5	6	7	6	7	8	6	7	8	7	8	10	8	8	9	8	8	9	6	9	11	9	9	10	10	8	10	9	9	9	12	11	10	11	11	10	13	10	11	11	10	11	13	11	13	13	13	13	13	15	13	14	14	14	15	17	17	16	16	17	19	18	17	18	20	22	23	22	20	26	25	0	1	5	1	2	2	4	4	2	4	3	5	7	7	7	4	6	8	2	5	19	12	6	3	3	8	12	7	4	20	19	19	24	22	8	32	16	21	12	25	37	21	35	18	28	17	34	23	46	34	32	41	40	44	28	46	27	27	32	47	52	13	48	57	45	62	56	48	39	64	47	65	67	61	73	43	63	57	71	58	48	77	80	82	74	87	80	87	83	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	2	1	2	2	2	3	2	1	2	1	1	1	1	1	2	3	3	2	1	1	1	2	2	1	1	2	2	1	1	1	1	3	1	2	2	1	1	2	2	2	1	2	1	2	4	1	1	2	1	1	2	1	3	2	2	2	2	4	1	1	2	3	2	1	3	2
