step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-842.221527060034418	-851.272370440485815	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.443389348163571	-1	2	2	3	2	6	3	9	5	5	6	8	4	5	6	5	6	7	12	9	7	8	9	7	8	12	9	8	9	9	9	9	12	12	12	10	9	10	11	10	14	11	14	13	13	11	10	10	14	12	12	12	12	15	12	17	12	13	15	13	13	13	14	14	13	17	17	14	15	14	14	19	18	17	18	17	21	18	18	19	19	19	27	26	27	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-254.382799432496199	-263.433642812947539	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986339535134401	0	2	3	1	2	7	4	10	4	6	7	9	5	6	5	5	6	8	13	10	6	8	9	7	9	12	10	9	10	9	7	9	11	13	13	10	9	11	9	8	15	12	15	12	14	9	8	10	12	12	9	12	11	15	11	16	11	13	15	13	12	13	14	10	8	16	14	14	16	14	14	19	15	17	15	18	20	15	17	19	19	15	26	24	26	0	4	2	1	4	15	2	47	1	5	17	10	2	15	9	2	3	31	53	46	15	21	65	14	15	39	25	24	39	15	21	6	39	49	50	30	16	23	31	17	70	65	53	39	26	13	10	7	38	55	22	37	25	45	30	38	65	33	35	65	25	36	34	39	24	63	26	49	73	44	44	56	35	78	58	74	82	60	43	78	76	45	84	77	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-281.022157166608849	-290.073000547060190	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999777475794931	-1	1	0	3	2	6	4	10	5	4	7	9	5	6	6	6	7	6	12	8	7	7	10	8	9	13	9	9	8	9	7	9	10	13	13	11	9	8	9	10	14	12	14	11	11	10	10	11	14	11	11	11	12	8	10	17	12	11	16	14	13	13	14	13	5	17	15	14	14	14	15	17	19	14	15	16	16	13	19	18	19	16	27	21	28	0	1	1	3	3	4	2	18	4	5	7	6	4	9	7	5	13	7	27	31	16	5	22	21	18	53	21	18	15	10	9	16	37	52	19	47	22	5	29	9	19	55	9	40	9	29	27	27	23	28	29	37	8	15	22	78	52	38	69	19	30	31	51	55	4	76	49	36	34	35	26	67	60	57	69	61	27	50	33	77	59	74	84	73	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-253.356809495538982	-262.407652875990323	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990567795395622	-1	2	3	4	3	6	1	8	4	5	7	9	3	6	7	5	7	8	11	10	7	9	10	7	7	12	9	9	9	10	7	10	11	13	13	9	10	9	11	10	14	9	14	13	9	12	8	9	15	12	12	10	11	12	12	16	13	9	15	14	12	14	12	11	13	17	16	14	12	14	15	12	18	17	18	17	22	18	18	20	14	19	23	24	26	0	7	2	3	2	13	1	15	3	9	16	6	7	16	6	9	16	15	38	28	10	24	12	14	9	52	21	18	15	25	5	21	37	54	26	8	11	14	36	21	40	24	61	69	31	19	31	5	39	36	20	29	36	23	17	60	63	31	55	26	64	69	32	28	37	62	43	22	32	64	64	64	67	60	49	71	78	56	74	78	65	59	77	83	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-285.594348327933972	-294.645191708385312	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992578427593104	-3	1	2	2	3	7	3	9	4	5	7	8	4	4	6	5	6	8	10	9	6	8	8	6	7	10	9	7	9	7	8	9	13	13	12	11	9	11	6	9	13	9	13	8	11	10	11	9	7	7	8	13	12	12	12	16	13	8	10	11	14	13	15	15	9	12	18	11	15	12	14	16	17	17	16	16	21	19	17	18	20	18	26	27	25	0	1	1	2	4	21	1	49	5	7	16	15	7	3	9	2	7	50	31	30	4	7	49	16	17	12	15	10	50	16	21	12	26	53	59	42	16	49	14	23	45	31	59	15	28	48	65	51	10	10	39	38	58	27	37	61	68	6	14	48	70	70	34	45	30	19	73	11	43	20	60	40	64	29	71	61	78	74	63	73	74	56	81	83	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-255.011920296558628	-264.062763677009968	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996471336719353	0	3	2	4	3	7	4	5	5	6	6	8	3	6	7	5	7	5	11	7	8	9	9	8	8	12	9	9	10	9	7	8	12	13	11	10	9	10	10	8	13	10	14	13	13	11	7	9	14	13	11	11	10	13	12	17	9	12	15	14	13	10	12	11	14	17	16	15	12	15	15	19	18	18	19	18	22	19	17	16	18	19	28	27	26	0	1	1	5	3	8	5	1	2	3	8	9	1	16	11	5	18	2	22	7	17	16	47	9	31	51	47	10	28	40	9	10	51	39	22	30	47	37	22	13	51	17	45	26	22	62	4	17	55	57	28	21	14	55	22	67	31	19	43	26	39	21	39	21	42	68	34	45	52	63	29	66	80	79	68	56	41	81	34	68	56	79	84	85	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-277.142181451831789	-286.193024832283129	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985834447081059	0	1	1	4	3	6	4	6	2	3	7	8	5	6	6	4	5	7	10	10	7	9	9	8	8	10	10	9	8	8	9	9	13	12	12	10	6	10	10	11	13	7	12	10	14	10	9	11	15	12	11	12	13	6	12	17	12	14	15	13	13	13	14	12	13	17	16	12	14	14	14	19	19	13	14	17	21	18	19	18	17	16	24	24	26	0	1	1	2	1	16	9	9	2	3	17	13	16	7	4	2	7	14	47	47	5	30	30	4	17	30	29	6	15	6	6	6	35	26	27	24	4	47	32	46	57	4	32	30	26	18	21	8	61	22	11	51	64	7	28	15	38	48	26	57	38	47	65	44	29	60	50	51	19	62	52	66	58	44	68	82	72	56	35	65	58	52	79	73	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-271.587156605900361	-280.637999986351701	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.938853500912875	0	3	3	4	3	6	2	8	6	1	7	6	5	5	7	6	5	8	9	9	7	8	10	8	8	12	9	6	10	8	10	9	9	11	12	4	5	10	12	6	14	12	11	9	14	12	10	10	14	12	12	12	13	14	11	17	10	13	15	14	13	11	13	15	13	13	17	15	11	12	14	18	18	16	18	16	21	13	19	18	19	19	25	26	23	0	10	7	2	7	5	1	12	3	1	2	13	7	3	28	5	5	14	8	16	13	4	24	11	12	34	25	4	27	6	15	22	8	31	8	7	5	44	38	14	70	20	25	22	63	22	33	44	62	23	62	20	46	61	11	64	15	26	69	18	70	11	33	58	70	19	74	65	47	38	57	53	60	66	74	50	79	46	56	39	73	56	85	83	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-241.546973057025582	-250.597816437476922	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998624415193510	0	2	2	4	3	4	4	9	5	6	6	7	4	5	4	5	7	7	12	10	8	8	10	7	8	11	8	8	6	9	6	10	11	11	10	11	10	10	12	10	14	11	14	14	8	12	10	11	13	13	12	11	12	15	9	17	10	14	15	12	14	14	10	13	13	17	17	14	15	13	14	19	14	16	17	16	20	17	18	19	19	13	28	25	26	0	1	1	3	2	3	2	24	4	15	14	10	2	6	2	13	15	14	63	27	11	10	17	14	31	47	9	18	7	18	14	24	57	63	12	30	15	18	37	27	51	40	49	39	10	48	29	25	53	39	32	35	63	38	45	59	31	38	50	52	64	19	28	38	53	49	69	49	19	19	63	78	26	69	76	68	67	44	62	66	67	37	85	72	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-252.180467680042341	-261.231311060493681	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995180899772645	0	3	1	4	2	7	3	9	5	5	6	7	4	6	5	5	5	7	12	8	8	6	9	8	8	11	9	9	9	10	9	8	13	11	10	11	10	10	11	11	15	10	14	11	12	11	11	8	14	13	12	13	13	15	11	17	11	10	15	14	14	13	14	13	13	18	16	15	14	14	14	19	18	16	16	16	20	19	16	17	16	18	28	27	18	0	3	1	3	3	11	5	25	13	2	5	14	5	10	4	7	4	22	27	18	11	3	18	22	14	20	12	20	32	8	9	12	58	38	48	6	27	21	37	35	43	23	51	23	30	25	31	22	64	39	47	45	57	71	29	69	37	9	71	65	47	42	58	40	35	26	64	51	42	52	64	61	67	43	40	19	76	73	53	50	19	74	84	77	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
