step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-3153.900656085526862	-3152.438574001007964	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.520005933705598	0	1	3	2	3	6	4	4	4	7	7	7	8	9	9	10	11	9	11	11	12	13	12	13	13	16	13	14	14	14	16	15	15	14	15	15	17	16	16	16	18	19	18	17	17	19	19	18	18	17	18	17	20	21	18	19	21	20	20	21	21	22	21	22	22	22	22	23	23	24	23	24	24	25	24	24	25	24	26	27	26	25	28	28	29	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	2	2	4	4	4	4	5	5	5	6	5	6	6	6	7	6	7	7	8	7	7	7	7	8	8	8	7	8	8	9	8	8	8	9	10	9	9	9	10	10	9	9	9	9	9	10	11	9	10	11	10	10	11	11	11	11	11	11	11	11	12	12	12	12	12	12	13	12	12	13	12	13	14	13	13	14	14	15	16
500	-1004.726748739382174	-1001.877567099848875	-2.849181639533320	0.000009986512595	0.000049174469552	4.924088272673448	0.193405240255402	-1	0	3	2	3	6	4	5	5	7	7	6	7	7	9	11	11	6	12	8	11	12	9	10	12	15	13	13	14	14	16	13	15	15	16	12	18	17	17	17	19	19	19	17	17	20	20	18	19	17	18	16	19	22	17	20	22	21	18	21	21	21	22	20	23	22	23	24	24	24	22	24	24	26	25	24	26	25	25	26	26	26	28	28	29	32	0	1	1	1	2	4	1	3	4	7	7	3	9	7	7	12	7	7	14	12	14	12	14	20	7	24	14	21	22	25	25	23	25	24	28	20	33	35	0	24	59	19	20	22	36	20	18	36	20	24	20	22	23	20	12	36	20	45	21	14	26	19	36	20	21	36	20	24	23	20	20	19	21	18	20	47	23	14	23	21	36	36	14	36	48	36	1	1	2	2	2	2	3	1	2	1	1	2	1	2	2	3	3	1	3	2	2	4	2	1	4	3	3	1	1	1	2	2	1	3	2	2	3	1	1	4	1	4	5	4	2	6	9	3	7	4	5	3	5	9	6	5	9	2	5	7	4	5	6	6	5	7	11	10	9	9	8	8	7	15	12	2	9	13	10	10	10	9	11	8	8	14
1000	-854.861268640511184	-852.135726298912118	-2.725542341599064	0.000009979287213	0.000044841381591	4.493445336868947	0.279805269655392	-2	2	3	1	3	6	4	4	4	7	8	6	8	9	9	11	11	7	12	8	11	13	11	12	12	16	13	13	15	14	15	15	15	14	15	12	18	16	17	14	17	18	19	17	17	19	19	17	19	18	19	18	21	21	19	18	22	20	20	20	21	22	21	23	21	20	22	24	24	25	22	24	23	25	25	23	25	25	26	27	27	26	29	29	28	32	0	1	4	1	2	1	2	2	1	7	7	9	6	18	2	12	2	3	21	12	14	17	14	20	13	24	21	23	12	25	25	21	25	20	28	20	30	35	0	20	23	23	20	29	36	20	21	36	40	20	24	29	42	26	29	36	40	45	27	42	26	23	36	63	21	36	40	40	18	26	26	53	62	27	36	60	23	18	53	14	36	36	27	66	48	45	1	2	1	1	1	3	1	1	4	2	3	1	1	1	4	2	5	2	1	1	1	1	2	2	3	2	1	1	4	1	2	2	1	3	2	3	2	1	1	4	3	4	6	1	3	5	5	3	5	4	5	2	3	3	2	4	5	2	4	2	3	6	4	1	6	3	5	9	8	6	4	2	1	8	10	2	7	11	3	9	10	9	9	6	7	13
1500	-720.062333489567322	-717.522876666595835	-2.539456822971515	0.000009891977354	0.000038412815745	3.883229244365920	0.384712142878732	-1	1	3	2	3	6	5	5	4	8	6	7	9	10	10	9	9	9	12	10	11	13	12	13	13	16	14	14	15	14	16	15	14	15	16	14	17	17	17	14	18	20	18	18	16	18	18	18	18	18	19	17	21	20	15	19	22	20	19	22	21	21	22	23	20	21	22	24	22	25	23	22	24	26	23	25	25	24	27	28	27	26	28	27	29	31	0	1	4	1	2	4	9	3	2	7	3	3	12	18	10	12	12	7	14	12	14	12	14	20	13	20	21	21	22	25	25	21	25	24	28	24	25	28	0	24	23	23	24	55	36	20	27	36	40	40	46	55	42	43	22	48	49	36	21	42	26	23	58	56	27	58	50	40	14	61	61	42	59	59	45	42	72	27	72	69	58	66	59	58	75	45	1	1	1	1	1	2	1	1	2	2	1	3	2	1	1	1	1	2	1	1	1	3	1	2	2	2	2	2	1	1	1	2	1	1	2	1	2	2	1	1	2	4	2	2	2	6	2	2	3	2	1	1	1	1	1	1	3	4	4	1	2	5	2	2	2	1	2	8	8	3	1	1	3	5	5	3	1	6	4	4	2	3	7	3	4	10
2000	-597.627327538198415	-595.571435805391843	-2.055891732806530	0.000009879506281	0.000024575599099	2.487533121738346	0.584987263143842	0	1	3	2	3	5	5	5	4	7	7	7	7	10	9	11	11	9	11	11	12	13	12	12	13	16	14	14	14	14	17	15	15	15	16	15	18	16	17	14	17	19	18	18	16	18	19	18	18	18	19	18	20	20	17	19	22	20	20	21	21	23	21	22	22	22	22	24	23	24	22	24	25	24	23	23	26	23	26	28	27	26	28	29	30	30	0	1	2	2	2	4	9	3	2	7	7	7	7	18	10	12	12	10	14	12	14	17	14	20	13	24	21	21	22	25	25	21	25	20	28	20	30	28	0	24	23	41	26	55	36	26	28	45	40	40	43	55	41	43	29	36	49	36	27	53	46	53	56	56	59	58	50	40	53	61	46	62	65	59	66	53	62	14	62	65	82	75	78	82	66	48	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	3	2	1	1	1	1	2	1	1	2	2	2	2	1	1	1	3	1	1	1	1	1	4	2	2	2	1	1	2	1	1	2	2	2	3	1	2	2	1	2	1	1	2	7	2	1	2	1	2	2	1	2	2	6	2	4	1	2	3	1	4	5
2500	-587.358484007034690	-585.468651557305066	-1.889832449729674	0.000009874624102	0.000020352581835	2.061099402320631	0.661974618213812	-1	1	3	1	3	6	4	5	4	7	7	8	8	9	10	9	9	8	12	11	11	13	12	14	12	16	14	13	14	14	17	16	15	15	16	14	17	14	16	15	19	20	18	18	17	18	20	19	18	18	19	17	20	20	16	18	22	20	21	22	20	21	20	22	22	22	23	24	23	25	23	24	24	26	24	24	25	24	26	27	27	25	28	28	29	30	0	1	4	1	2	9	3	3	4	7	7	10	10	18	10	11	7	11	21	12	14	17	14	20	13	24	21	21	12	25	30	21	25	20	28	20	30	28	0	24	23	41	26	55	36	26	35	36	40	40	43	55	41	43	29	36	49	48	27	53	46	53	56	56	59	58	50	40	62	71	61	69	59	65	48	69	62	59	72	59	75	75	78	75	75	75	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	2	4	2	2	2	1	1	1	1	1	3	1	1	2	1	2	2	3	1	2	1	1	1	1	1	2	2	1	3	1	1	1	1	2	1	1	2	5	2	1	2	1	2	2	2	1	3	1	1	4	2	1	2	2	4	3
3000	-567.831402328202898	-565.938936647830360	-1.892465680372495	0.000010189591596	0.000021068991658	2.067697361492082	0.566946686934064	0	2	3	2	4	5	4	4	4	7	7	6	9	10	10	11	9	9	12	12	12	12	12	14	13	17	13	14	14	15	16	15	16	14	16	15	17	16	16	15	17	19	18	17	17	19	19	18	18	18	18	18	18	20	16	19	22	20	21	21	21	20	21	22	23	23	22	23	24	24	22	24	22	25	23	23	26	24	27	27	26	25	28	27	29	31	0	1	2	1	2	2	3	3	1	7	7	7	7	18	7	12	12	10	14	12	14	17	14	20	13	20	21	21	22	25	25	19	25	20	28	20	30	28	0	20	23	41	26	55	36	26	28	36	40	40	26	29	41	43	29	48	49	45	35	53	46	53	56	56	59	48	50	50	62	46	61	62	59	59	36	62	60	59	72	74	75	66	78	82	75	85	1	1	1	1	1	2	1	1	2	2	1	2	2	1	3	3	2	1	2	3	1	1	1	1	2	3	1	1	2	2	2	2	1	1	1	1	1	1	1	2	3	1	1	1	2	2	3	2	2	2	1	2	1	2	1	1	2	1	2	1	1	1	2	2	1	2	2	3	2	2	1	2	1	3	4	1	3	2	1	2	1	2	2	1	3	1
3500	-528.863109435634897	-526.814509740018821	-2.048599695616052	0.000010586977021	0.000026132110210	2.468325959262038	0.654414656188574	0	2	3	2	3	7	5	4	4	7	6	8	9	10	10	10	12	8	12	11	13	14	13	13	13	17	14	14	15	14	16	15	15	14	16	15	18	17	15	16	18	19	19	18	17	20	19	19	17	18	18	16	19	21	17	20	21	20	20	21	22	21	21	23	23	22	21	23	23	24	22	24	24	24	24	24	24	24	25	25	26	26	28	27	29	31	0	1	4	1	2	4	3	3	2	7	7	11	7	18	10	12	12	11	14	12	14	17	14	20	13	20	21	14	22	25	30	21	30	20	28	20	25	28	0	20	23	41	51	55	36	26	21	45	40	40	26	29	41	43	52	48	49	45	21	53	46	53	56	56	59	58	50	67	62	71	46	69	65	59	66	62	62	47	72	74	75	75	78	75	84	85	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	1	3	3	1	1	2	2	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	2	1
4000	-545.888841065118072	-544.011522740294595	-1.877318324823511	0.000011056430640	0.000022442419349	2.029806913348700	0.670243537387616	1	2	3	3	3	5	4	5	4	7	7	6	9	8	9	10	10	8	10	11	12	13	12	13	12	14	13	14	15	14	15	15	15	14	16	15	18	16	15	15	15	18	18	17	18	18	17	18	18	17	19	18	20	20	16	20	21	17	20	22	20	22	22	22	23	21	20	22	23	24	24	24	24	24	22	24	25	24	25	27	27	25	28	27	29	32	0	1	1	1	2	9	3	3	4	7	7	7	11	7	11	12	10	7	14	17	14	17	14	20	13	24	21	21	17	25	30	23	30	24	28	24	25	28	0	24	23	41	26	55	36	26	28	36	40	40	43	55	41	43	29	45	49	36	27	53	46	53	56	56	59	45	50	67	62	46	61	62	65	59	66	62	62	59	72	74	82	75	78	82	84	85	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	3	1	1	1	2	2	2	1	2	2	1	2	2	1	1	2	2	1	1	1	1	1	5	1	2	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2
4500	-526.944542954154372	-525.024329107813742	-1.920213846340671	0.000011653215727	0.000024908955530	2.137517755945439	0.634961204355200	0	2	3	2	2	6	5	5	4	4	6	7	8	9	9	10	10	10	11	12	11	12	12	13	11	17	13	14	14	13	15	16	15	13	16	15	18	17	16	15	17	19	18	18	18	19	20	19	19	17	19	18	20	21	17	19	21	20	19	22	22	21	22	22	23	22	21	23	24	24	23	24	24	25	24	25	25	25	27	28	26	26	27	28	28	31	0	1	2	1	1	2	10	3	2	3	10	7	10	11	7	12	12	14	14	12	14	17	14	20	13	24	21	21	22	25	25	21	30	20	28	20	30	28	0	24	23	41	26	55	36	26	35	45	50	40	43	55	42	43	29	36	49	45	27	53	46	53	56	56	59	58	50	67	62	46	46	62	59	59	66	62	62	59	72	74	75	75	78	82	82	85	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	2	2	1	2	2	1	1	1	2	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	3	1	2	1	1	2	3	1	3	1	2	4	2	1	2	2	1	2	2	3	2	2	1	2	1	1	1	1
