step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87
1	-729.467501900953835	-738.518345281405232	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.193592475298689	1	0	1	2	2	4	3	6	9	4	8	9	5	5	5	5	8	6	7	8	8	7	7	7	6	8	6	7	8	10	7	11	7	7	8	11	7	7	7	10	7	7	7	9	10	17	12	11	11	12	10	9	10	9	10	9	10	12	11	10	12	10	9	9	12	12	12	9	12	11	13	10	10	14	10	14	12	14	13	12	14	13	13	13	15	17	20	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-271.309295302981525	-280.360138683432865	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.803408901868128	1	-2	2	3	1	5	3	4	10	4	7	9	5	5	2	6	9	7	7	7	8	8	7	8	4	6	6	7	9	8	7	11	8	8	9	11	8	5	6	11	8	6	8	6	9	17	12	10	12	11	10	8	11	10	8	8	10	11	11	10	11	9	9	10	12	13	10	9	11	12	12	10	10	12	9	12	12	10	14	13	10	13	14	11	14	16	19	2	0	2	15	2	5	3	1	41	1	39	23	8	7	5	25	22	39	8	42	13	26	38	39	15	3	6	14	56	23	6	24	18	31	55	28	11	4	25	29	27	1	16	13	56	79	78	41	62	68	19	19	62	33	42	16	45	12	63	45	29	39	24	43	9	51	6	18	45	84	53	18	37	69	22	17	36	75	41	51	44	77	32	56	76	85	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-261.353315532595502	-270.404158913046842	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996441514221429	0	-2	1	3	3	4	2	4	8	4	7	9	5	4	5	6	7	6	8	9	8	7	7	7	5	9	6	7	8	11	5	10	5	7	6	12	7	7	6	9	5	8	7	8	10	15	12	12	12	12	9	10	10	9	9	9	10	12	9	11	12	11	8	9	13	13	10	9	11	9	13	10	11	13	8	14	12	12	11	6	14	13	10	13	13	17	20	2	0	2	1	2	5	3	1	10	7	8	22	8	4	14	14	41	5	14	63	41	14	33	41	6	19	6	14	11	29	6	63	14	5	33	57	10	31	33	42	7	80	13	3	9	30	44	67	69	70	43	75	54	18	15	34	16	63	4	40	55	64	27	80	26	69	9	22	56	21	73	14	12	32	22	62	28	53	55	15	85	52	26	61	23	71	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-262.209500164524513	-271.260343544975854	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991320254211746	1	-1	2	3	2	5	3	6	8	3	9	9	6	5	4	4	4	6	5	9	8	6	4	7	6	8	5	7	5	10	6	9	8	4	9	8	7	7	8	8	8	8	7	10	10	12	10	11	12	9	11	9	11	9	11	10	10	7	11	11	13	11	10	9	13	12	13	9	10	10	13	8	9	10	10	11	12	13	13	10	13	10	12	12	10	13	18	2	0	2	3	1	16	3	5	37	3	36	39	29	7	7	3	5	17	34	28	5	34	3	25	6	22	5	23	4	36	23	40	22	5	41	24	16	29	28	29	6	13	27	20	41	50	40	57	73	39	50	24	72	29	50	11	73	27	69	63	66	11	12	16	85	53	35	36	26	50	59	37	9	54	50	24	85	49	51	68	45	52	85	69	68	82	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-247.603862123557803	-256.654705504009144	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992395332315056	1	0	2	3	2	5	4	6	6	5	8	10	4	4	6	6	9	6	6	9	9	8	5	7	7	8	4	8	8	10	7	11	8	7	8	9	8	8	8	10	7	2	8	10	10	16	8	12	11	11	11	9	10	9	10	7	10	11	8	10	12	10	9	6	12	13	12	8	13	8	12	11	10	14	11	12	12	13	9	8	15	12	13	13	14	15	14	2	0	2	42	1	13	2	10	7	27	34	24	5	5	5	27	18	7	27	41	33	15	4	8	10	34	4	8	15	59	10	55	24	15	31	35	9	25	25	21	64	1	23	31	11	12	41	30	17	53	30	64	18	25	54	8	52	21	25	31	11	17	29	2	40	32	73	34	51	9	55	53	33	67	47	32	62	67	16	7	71	40	77	67	61	69	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-261.820769083998130	-270.871612464449470	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996790690427429	1	-1	1	2	0	4	4	7	6	5	9	9	6	5	4	6	8	6	6	9	8	7	8	8	3	7	5	7	9	10	7	12	6	6	8	9	6	7	5	11	8	7	7	9	11	15	12	11	11	11	9	9	6	9	10	9	9	13	10	10	12	10	5	9	10	13	11	10	8	11	12	10	11	14	10	14	8	14	13	10	15	12	14	8	16	13	16	5	0	2	1	2	3	25	19	39	7	77	38	39	25	4	6	63	15	15	24	33	16	33	13	5	19	25	10	16	44	19	24	10	39	22	31	63	6	1	36	13	18	10	13	13	62	26	51	54	56	23	18	15	38	42	41	26	47	36	36	56	21	7	10	77	8	43	54	8	8	80	77	11	17	42	62	42	71	18	11	58	30	79	31	66	61	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-268.884719879355657	-277.935563259806997	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999512751450111	1	-1	1	3	2	5	4	6	9	3	9	7	6	6	6	5	7	7	5	6	5	8	8	7	5	7	7	7	9	10	7	10	8	7	9	11	8	3	8	10	7	2	7	10	6	17	12	7	9	13	10	10	11	9	10	9	10	13	12	10	11	10	10	9	12	9	8	9	9	7	12	11	9	14	10	14	10	13	7	12	14	14	14	14	13	13	16	2	0	2	1	3	42	1	4	67	3	23	45	7	42	25	5	14	19	10	42	42	21	20	1	4	20	21	19	17	67	6	66	34	25	41	28	8	42	14	35	19	1	6	56	25	84	29	13	28	64	41	23	33	25	9	18	69	75	32	6	54	26	27	12	72	18	14	18	34	13	29	14	20	35	79	61	29	53	21	57	80	51	78	53	30	64	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-262.985416590573948	-272.036259971025288	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978105736664071	2	0	2	3	1	2	4	4	10	4	9	9	6	4	5	5	9	5	2	6	9	8	6	7	6	7	6	7	5	10	5	10	6	5	8	7	8	6	7	6	7	6	7	10	10	12	13	10	11	9	11	10	9	9	8	9	10	13	11	8	11	10	9	10	12	12	12	7	12	12	14	9	9	13	9	15	12	13	14	11	14	13	12	13	14	14	15	5	0	2	5	2	2	4	6	17	1	37	38	1	5	6	6	42	4	5	16	38	26	7	14	7	10	4	19	10	68	14	21	7	10	28	31	23	34	14	4	7	8	31	35	60	73	69	35	55	40	75	73	20	13	26	7	55	51	53	42	20	37	43	35	56	48	59	15	50	51	49	16	28	75	28	59	24	65	61	63	35	83	9	46	77	78	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-276.660757491485640	-285.711600871936980	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999512922550327	1	-1	1	3	2	2	3	4	6	4	6	8	6	4	5	4	5	6	7	6	8	7	8	6	6	9	7	7	6	9	8	10	6	7	8	11	6	4	7	11	7	7	7	5	11	13	9	11	11	10	8	8	8	8	8	9	8	11	9	10	11	4	9	10	10	11	12	7	12	12	11	10	4	12	10	6	13	14	13	12	13	13	8	10	14	15	14	2	0	2	1	3	2	5	1	7	7	14	29	14	6	3	6	73	62	4	8	20	18	73	62	4	33	7	38	7	68	37	22	62	14	24	84	38	3	29	72	8	17	16	16	19	35	12	75	30	35	25	34	9	22	9	57	11	53	83	23	72	5	33	54	26	72	56	24	48	83	23	55	1	66	22	14	49	45	48	49	59	58	19	55	66	85	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-251.972259821860803	-261.023103202312143	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973908165368142	2	0	2	3	3	4	4	6	10	5	8	9	6	6	5	6	8	3	7	9	8	8	8	8	6	8	6	7	7	10	7	11	8	7	7	11	8	5	1	11	7	8	8	10	6	15	13	10	11	7	10	10	11	9	11	7	9	11	11	10	10	9	9	9	12	13	10	6	11	7	13	10	9	14	11	13	8	11	11	13	12	14	13	12	14	16	17	2	0	2	39	39	39	1	38	37	4	25	21	3	38	7	6	25	39	68	10	34	31	13	28	18	31	4	8	6	29	13	54	19	38	14	20	15	1	2	21	45	13	25	12	18	71	75	33	12	13	17	22	68	42	48	14	29	60	48	11	33	27	34	19	68	69	26	15	57	27	40	17	26	47	77	52	38	72	54	32	23	60	65	52	40	82	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
