step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-4661.623178153256958	-4668.478666104216245	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.330130885207718	-1	4	5	8	6	8	7	6	6	9	8	9	8	9	11	10	10	13	12	11	12	12	13	13	14	13	13	14	14	13	15	14	14	14	15	15	15	17	17	15	15	16	16	16	18	18	16	18	17	18	19	18	20	18	19	19	20	20	20	20	21	20	22	21	23	23	24	24	24	25	23	24	25	26	25	25	26	24	26	26	28	27	27	28	27	28	26	26	26	26	28	27	28	28	27	29	29	28	30	30	30	30	32	31	31	31	32	33	33	32	34	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	4	5	4	4	4	5	5	5	5	5	6	6	6	7	7	6	7	7	7	7	8	7	7	8	8	7	8	8	8	8	8	8	8	9	9	8	8	9	9	9	10	10	9	10	9	10	10	10	11	10	10	10	11	11	11	11	11	11	12	11	12	12	13	13	13	13	12	13	13	14	13	13	14	13	14	14	15	14	14	15	14	15	14	14	14	14	15	14	15	15	14	15	15	15	16	16	16	16	17	16	16	16	17	17	17	17	18
500	-1403.694209060939556	-1410.549697011898843	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.205706897010309	-1	4	5	7	7	9	7	6	6	10	7	8	9	6	11	9	10	14	13	12	11	9	13	14	15	12	11	13	14	13	13	13	13	14	16	13	15	16	18	15	15	16	15	14	19	17	16	18	15	19	19	15	21	19	16	19	20	21	20	17	21	19	21	18	24	24	24	25	23	25	23	24	25	26	26	25	27	23	26	26	27	27	27	28	28	27	26	25	24	27	29	26	28	28	28	30	30	28	30	31	31	31	32	32	32	32	33	34	34	30	34	0	0	0	2	8	2	2	3	0	5	9	2	8	1	14	11	5	14	4	14	0	0	11	10	21	22	22	26	0	12	27	16	27	11	21	14	31	0	30	31	22	41	0	27	29	14	0	9	0	0	37	27	27	36	16	14	36	49	14	22	22	38	46	0	52	48	52	0	62	14	32	14	64	52	60	32	46	0	41	14	14	55	14	52	60	23	20	41	46	14	60	55	60	46	75	60	52	14	55	55	70	60	60	60	14	60	89	61	60	0	53	1	1	1	2	1	3	2	1	1	2	1	2	2	3	2	1	1	3	2	2	1	1	3	3	2	2	2	1	1	2	1	3	1	3	3	6	1	1	3	2	3	1	1	1	3	7	1	5	1	1	2	4	7	3	4	6	4	6	8	8	9	1	3	1	6	4	4	1	2	13	5	8	4	5	7	6	8	1	4	11	10	8	10	8	7	8	7	6	5	11	10	5	7	6	2	8	13	15	10	10	5	9	11	13	15	11	8	8	9	1	8
1000	-1065.552973964233843	-1072.408461915193129	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.290286838128074	0	4	3	7	6	9	7	4	5	9	8	9	8	9	9	11	10	14	12	10	10	10	10	13	14	12	14	15	13	14	14	13	14	15	15	15	16	15	17	15	13	16	15	15	18	18	17	18	17	19	20	19	17	19	16	19	20	19	21	21	22	18	22	22	23	24	24	23	24	25	22	24	26	23	22	25	27	24	24	26	29	27	28	27	27	29	26	26	26	26	28	27	29	28	25	29	29	29	31	31	30	31	33	31	32	32	32	34	33	32	34	0	0	0	2	8	4	2	3	0	8	9	4	8	11	11	20	10	32	12	11	0	0	11	10	21	22	26	26	0	12	41	11	26	9	25	29	22	0	30	31	22	41	0	41	29	38	0	55	0	0	40	44	44	62	20	49	54	49	58	51	52	38	57	0	53	34	51	0	46	32	16	55	64	53	44	16	34	0	51	55	78	68	34	44	53	48	18	79	34	25	44	68	89	82	65	37	41	1	80	55	89	75	53	65	34	65	77	95	74	0	74	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	4	2	1	2	1	3	1	3	1	5	1	2	3	1	2	1	2	2	1	1	2	2	1	1	1	1	2	2	1	1	4	1	1	2	2	1	2	1	2	1	3	4	3	1	2	8	5	7	2	3	4	8	8	1	3	6	4	2	8	8	6	6	5	1	5	6	7	1	2	1	1	7	7	17	5	11	2	7	9	5	12	9	5	5	6	1	8
1500	-946.734109453257929	-953.589597404217329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440824566788355	-1	4	4	9	7	7	6	6	6	9	9	8	9	9	12	8	10	13	12	11	11	11	13	13	15	13	13	15	12	14	14	14	14	14	15	15	15	16	18	16	12	15	16	16	18	18	16	18	17	18	19	18	20	18	19	19	19	20	21	19	22	20	23	21	21	23	24	22	25	25	22	24	25	25	24	24	26	22	26	26	28	27	27	28	28	29	25	25	26	26	28	28	29	27	25	27	30	28	31	31	30	31	30	30	30	32	32	32	33	32	35	0	0	0	2	8	2	2	3	0	5	9	6	5	9	20	9	8	11	4	11	0	0	11	17	21	22	22	26	0	4	41	20	26	16	21	29	41	0	19	41	22	41	0	41	29	38	0	32	0	0	31	44	44	38	23	49	46	49	58	37	44	38	57	0	53	23	51	0	63	48	48	34	64	53	65	48	11	0	88	34	78	68	64	75	65	34	20	67	48	6	75	80	80	68	51	65	65	1	89	68	92	95	84	91	20	74	77	103	95	0	103	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	2	2	2	2	1	1	1	2	2	2	1	1	1	1	3	2	2	1	3	3	2	2	1	4	2	1	1	1	2	2	2	1	3	1	1	4	1	2	2	3	1	1	2	1	2	3	2	2	1	1	5	2	1	1	4	3	7	2	3	2	2	9	1	1	5	4	2	4	2	5	8	6	1	5	8	2	1	2	2	3	3	6	17	2	6	1	4	1	1	12	7	3	1	4	1	4
2000	-791.786658670033830	-798.642146620993230	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.417977429129883	-1	2	4	8	5	7	6	6	6	8	8	9	8	9	12	11	11	13	12	10	12	11	14	12	14	13	13	14	13	13	16	14	15	13	16	16	15	15	17	16	14	16	15	17	19	19	16	19	16	18	19	17	20	19	20	20	20	20	21	20	21	20	23	20	21	24	23	21	25	25	22	23	25	25	26	25	25	25	25	27	29	27	28	27	27	28	27	26	26	26	27	27	28	27	24	29	29	29	30	29	31	29	31	28	32	31	33	34	34	32	32	0	0	0	2	3	2	2	5	0	5	9	6	5	9	9	11	10	16	4	11	0	0	11	3	21	22	22	26	0	19	41	20	22	11	21	29	41	0	30	41	22	41	0	26	29	38	0	34	0	0	37	37	44	38	34	49	38	49	49	37	51	54	57	0	53	15	51	0	57	64	48	23	64	51	65	55	68	0	67	68	78	68	64	74	65	71	48	67	68	23	74	77	89	77	53	75	84	1	68	68	89	95	102	74	68	95	89	111	102	0	103	1	1	1	3	1	2	2	1	1	1	1	1	1	2	3	2	1	2	2	1	1	1	3	4	2	2	1	1	1	1	1	2	2	2	2	2	1	1	2	1	1	2	1	2	2	2	1	2	1	1	2	2	2	1	3	3	2	2	2	2	1	1	2	1	1	5	3	1	3	4	1	5	3	3	3	2	2	1	1	4	3	3	5	1	3	3	4	2	3	4	1	1	2	1	2	3	1	17	4	6	2	4	1	2	6	4	3	1	4	1	1
2500	-722.174420434275135	-729.029908385234535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505731272046852	0	4	5	8	7	6	7	6	5	9	7	9	9	10	10	10	11	13	12	11	12	11	12	14	14	14	13	13	12	14	15	15	14	14	16	15	16	17	17	16	14	17	16	16	18	18	16	19	17	18	19	18	20	19	19	18	19	20	21	19	21	21	22	19	23	24	24	23	25	25	22	25	26	26	25	26	26	24	24	26	29	27	28	28	27	28	26	27	27	27	28	28	28	29	26	29	29	28	30	29	30	30	32	31	29	32	31	34	34	32	33	0	0	0	2	8	2	2	3	0	5	9	6	5	9	11	9	10	15	12	11	0	0	14	17	21	22	22	22	0	19	41	11	27	20	25	29	31	0	30	22	22	31	0	41	29	38	0	20	0	0	31	44	40	38	34	49	38	49	58	37	41	54	57	0	61	23	40	0	63	64	55	32	64	75	65	71	68	0	60	68	72	68	64	74	75	71	34	79	80	16	75	80	82	80	61	85	84	1	94	68	82	95	102	97	89	95	100	111	95	0	103	1	1	1	2	1	1	2	1	1	2	2	1	1	2	1	3	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	4	1	2	1	2	1	1	1	4	2	2	1	1	3	1	1	3	1	1	2	1	2	1	2	1	1	2	1	1	5	1	2	1	1	5	4	1	2	3	1	5	4	1	1	2	2	1	2	2	3	4	5	2	1	3	5	2	1	8	2	1	1	2	3	2	1	15	1	5	2	3	1	1	1	4	1	1	4	1	1
3000	-715.395402385978400	-722.250890336937800	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538997626091169	-1	4	3	8	5	7	7	7	6	9	7	10	8	9	11	11	11	13	11	9	12	12	13	13	15	13	14	15	14	13	14	15	14	13	16	16	15	15	18	14	13	17	16	16	18	19	16	18	18	19	18	18	20	17	19	20	20	20	20	20	21	21	21	20	22	23	24	22	22	25	22	24	25	25	25	24	26	24	25	24	28	27	28	29	28	29	26	27	26	26	29	27	29	28	25	27	29	29	30	29	30	29	31	32	31	32	31	34	33	30	35	0	0	0	2	3	2	2	5	0	8	9	4	8	11	11	20	8	15	4	11	0	0	9	8	21	22	22	22	0	19	41	16	26	14	21	29	40	0	30	41	22	31	0	40	29	38	0	34	0	0	31	44	44	38	34	49	46	49	49	51	44	54	57	0	53	20	37	0	63	64	48	23	64	65	65	71	80	0	51	68	78	80	64	95	75	71	32	67	80	48	75	68	77	80	53	53	74	23	94	89	92	95	102	84	100	84	100	106	95	0	108	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	5	3	2	1	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	2	2	1	3	1	1	2	1	2	1	2	1	1	2	1	1	3	2	1	1	1	5	5	1	1	2	2	5	2	2	1	1	2	1	4	2	2	2	4	2	2	3	5	1	1	3	2	3	1	2	3	4	2	14	2	2	2	3	1	2	1	1	1	1	5	1	1
3500	-645.768003567627943	-652.623491518587343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598020210384199	-1	4	5	9	7	9	7	6	6	9	8	9	8	9	11	11	10	13	12	10	12	11	13	13	13	13	14	14	14	14	15	13	15	14	16	15	15	16	18	16	14	16	16	17	18	19	15	18	17	18	20	18	21	18	18	19	20	20	19	20	21	20	23	22	23	22	24	23	24	26	24	24	25	25	24	25	26	23	27	27	28	27	28	28	27	28	27	27	26	26	28	28	28	29	26	29	29	28	31	30	30	30	31	30	31	31	32	33	33	33	34	0	0	0	7	8	2	2	3	0	13	9	7	8	9	11	11	10	15	12	11	0	0	20	10	21	22	26	26	0	12	41	11	26	16	25	29	22	0	30	41	22	37	0	37	36	38	0	34	0	0	40	44	44	38	23	49	46	49	49	26	44	54	57	0	53	48	40	0	57	64	66	78	64	65	65	71	68	0	60	68	72	68	70	74	75	76	76	67	68	72	75	82	80	80	65	75	74	26	77	89	82	95	102	97	100	95	77	103	95	0	95	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	3	1	2	1	1	1	2	1	3	1	2	2	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	3	1	1	2	2	3	3	2	2	1	1	2	3	1	2	2	1	1	2	2	1	1	2	1	3	2	3	2	1	2	2	2	2	1	2	1	2	1	1	1	2	2	2	8	3	1	2	3	1	1	1	2	3	1	5	1	3
4000	-588.517828541188692	-595.373316492148092	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655462372255149	-2	1	5	7	7	9	7	6	6	10	8	10	8	8	12	10	11	14	12	12	13	11	14	13	14	14	13	14	14	14	15	13	14	15	15	16	14	16	18	15	16	16	17	16	18	18	16	19	17	18	19	18	20	17	19	19	18	20	21	20	21	21	22	22	23	22	22	24	24	25	23	23	26	27	25	25	26	21	25	26	27	26	27	28	28	28	25	26	27	25	28	27	27	28	28	27	29	29	30	31	30	30	33	31	31	32	31	34	34	32	35	0	0	0	2	8	4	2	3	0	13	9	4	5	9	16	11	10	20	12	11	0	0	16	17	21	22	22	22	0	19	37	16	22	32	25	29	22	0	30	37	37	37	0	37	29	38	0	34	0	0	31	44	44	38	23	49	38	49	49	44	52	54	57	0	53	48	60	0	63	64	55	78	64	65	65	55	68	0	60	68	90	68	64	74	96	87	55	60	68	72	75	77	77	80	74	75	84	80	94	89	82	95	102	97	98	95	98	102	102	0	106	1	1	1	3	1	1	4	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	3	1	1	2	1	1	1	2	1	1	2	2	3	2	2	2	1	2	2	1	1	1	2	2	2	2	2	1	3	2	1	3	2	1	2	3	1	1	1	3	2	2	1	2	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	1	2	3	1	2
4500	-566.718094633728811	-573.573582584688211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766278229831573	-1	4	3	8	6	8	7	7	7	9	8	10	9	9	11	10	11	13	12	12	13	11	13	14	14	13	13	13	13	14	16	14	15	15	15	16	14	15	17	16	15	16	16	17	18	19	17	19	17	19	19	18	20	17	20	19	20	19	21	19	22	20	22	21	23	23	24	23	23	24	23	25	24	26	25	25	27	24	26	26	28	26	26	28	27	28	27	25	27	25	29	28	29	28	28	29	29	29	30	30	30	30	32	31	32	32	31	33	33	32	33	0	0	0	2	3	2	2	5	0	5	9	6	5	9	11	11	8	15	12	16	0	0	11	17	21	22	22	22	0	19	41	23	26	20	25	29	22	0	19	37	37	37	0	42	29	38	0	34	0	0	37	44	44	38	32	49	38	49	58	31	44	54	38	0	53	55	60	0	57	64	48	78	64	65	65	71	68	0	67	68	90	68	73	74	75	87	76	31	80	78	75	80	77	68	74	65	74	89	94	98	92	95	95	97	100	102	100	102	102	0	95	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	2	1	2	1	1	3	1	2	1	3	1	2	2	1	1	2	2	2	1	2	2	2	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	1	1	3	1	1	2	1	1	2	1	3	1	2	1	1	1	1	2	1	1	1	1	2	2	1	3
