step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78
10000	-477.343966595896745	-475.902940434810716	-1.441026161086046	0.000064281104183	0.000022201494281	0.345381345926714	0.513958320819397	1	0	1	6	7	8	9	9	11	13	12	13	15	13	13	16	17	17	17	16	19	18	19	18	21	19	19	19	22	19	21	20	23	22	25	24	24	25	24	26	26	25	23	25	27	26	27	26	26	28	27	27	27	26	28	28	29	30	30	29	30	31	32	32	33	32	34	35	35	34	37	36	35	37	38	37	39	38	2	0	2	2	3	4	4	6	7	11	9	9	11	9	9	15	9	7	0	12	20	19	7	18	23	20	0	0	32	22	28	12	31	28	39	34	10	28	31	35	44	20	31	43	35	36	46	9	31	32	49	38	42	32	35	46	36	56	53	53	53	54	59	61	54	59	66	65	53	66	69	23	67	69	70	61	69	74	1	1	1	3	3	1	2	1	1	1	1	1	2	1	1	2	4	5	1	2	2	1	6	1	1	2	1	1	1	1	1	3	1	2	1	1	5	2	2	1	1	4	2	1	2	1	1	10	3	4	1	1	2	4	1	1	1	2	1	1	2	4	2	1	4	1	1	1	4	1	1	7	1	2	2	3	2	1
10500	-428.607440687364999	-427.018952283019644	-1.588488404345348	0.000081936955984	0.000020085323902	0.245131438684000	0.587672346580847	2	0	3	5	5	8	9	10	10	12	13	13	15	13	14	16	14	16	17	17	19	19	19	18	20	20	17	19	21	20	22	20	21	21	24	25	23	24	26	26	25	25	25	27	28	26	25	25	26	27	27	27	27	26	28	28	29	28	31	30	30	31	32	32	33	33	34	35	36	35	35	36	38	36	39	38	37	38	2	0	2	1	2	4	5	6	7	9	9	9	12	7	12	15	9	15	0	11	18	19	12	18	18	23	0	0	23	22	28	20	28	28	31	34	12	28	35	35	34	26	38	35	40	47	31	37	35	42	35	41	42	48	35	36	47	46	53	53	54	48	59	61	62	63	66	65	66	66	66	68	69	67	71	68	67	74	1	1	1	1	3	2	3	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	4	1	2	1	1	1	2	1	2	2	2	1	1	3	5	2	1	1	2	2	1	2	1	1	2	1	2	2	1	1	1	1	3	1	2	1	3	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
11000	-407.453822712812780	-406.008532215866069	-1.445290496946685	0.000058666977653	0.000019998021754	0.340873563869203	0.651210681732245	1	0	2	6	8	7	8	10	10	13	12	13	14	13	13	17	18	19	17	16	16	19	20	18	21	19	20	18	20	20	21	21	22	22	24	24	24	24	23	25	25	26	25	26	27	25	25	25	24	28	27	28	28	25	28	28	29	29	31	30	30	31	32	33	32	33	35	34	35	35	35	36	37	36	39	38	38	38	2	0	2	3	6	4	4	4	7	9	7	7	10	9	11	15	20	21	0	11	14	19	17	16	21	20	0	0	20	22	28	23	28	28	39	34	17	34	31	39	35	37	39	40	47	35	34	32	34	37	41	41	37	23	39	46	46	46	53	42	37	53	59	61	61	63	66	65	66	66	66	68	69	69	70	62	69	74	1	1	1	2	1	1	1	2	1	2	2	2	1	2	1	2	1	2	1	2	1	1	1	1	3	2	1	1	2	1	2	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	1	2	3	2	1
11500	-430.262945362412779	-428.860540435359042	-1.402404927053761	0.000072745984165	0.000028905627091	0.397350141347826	0.615649002115359	2	-1	1	4	8	8	10	10	9	13	11	14	13	14	13	15	17	17	18	18	19	19	19	18	18	20	20	19	22	20	21	22	22	22	25	24	24	23	26	24	26	25	24	26	27	26	27	25	26	26	27	27	27	27	27	28	30	29	30	31	30	31	31	32	32	32	35	32	35	34	35	35	37	37	37	37	39	38	3	0	2	2	4	4	9	5	4	11	7	11	7	10	9	15	9	16	0	12	18	19	17	10	18	23	0	0	26	22	28	23	31	28	40	31	23	31	40	34	40	20	38	43	40	33	36	32	40	32	41	35	42	48	40	41	47	56	53	53	54	32	53	48	61	63	66	54	66	63	53	68	67	69	71	72	69	74	1	1	1	2	2	2	1	1	3	2	1	1	2	1	2	1	3	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	2	3	1	1	1	2	3	1	1	1	2	2	2	1	2	1	1	1	1	2	1	2	1	2	2	2	3	2	2	1	1	2	2	1	1	3	2	1	1	1	1	2	1
12000	-452.403476045440470	-450.856847776847644	-1.546628268592810	0.000073342008409	0.000019504668346	0.265941290255432	0.619784670316120	1	-1	0	4	7	8	9	10	11	11	12	13	13	13	13	16	16	19	17	17	19	18	19	18	21	18	18	18	22	20	21	20	22	21	23	24	24	25	25	26	25	25	24	25	27	25	26	25	25	28	27	27	28	25	27	28	29	30	31	31	30	30	31	33	32	33	36	33	36	35	36	37	37	37	39	36	38	38	2	0	2	3	3	4	6	6	7	7	9	9	10	7	11	15	9	16	0	17	12	19	26	14	24	20	0	0	26	22	28	11	28	28	33	33	23	43	35	35	35	18	31	35	35	33	33	37	31	37	39	44	42	23	35	46	56	47	53	61	48	48	29	48	54	59	66	54	66	66	66	64	67	69	70	62	66	74	1	1	1	2	3	3	1	1	1	1	1	2	1	2	1	2	4	2	1	1	3	1	1	2	2	1	1	1	2	1	2	4	2	2	1	1	2	1	2	2	1	3	1	1	2	2	2	1	2	2	1	1	1	3	2	1	1	2	2	1	3	2	4	3	3	1	2	5	2	1	2	2	1	1	2	2	2	1
12500	-467.825318135780833	-466.337523039331870	-1.487795096448986	0.000060293330745	0.000018298756081	0.303495525204477	0.504075170652379	2	-1	1	6	8	8	9	9	11	11	11	14	14	14	12	16	17	19	16	18	19	19	20	17	21	19	20	19	21	19	22	22	21	22	25	24	25	24	23	25	26	23	25	26	28	26	26	23	25	27	27	27	26	26	28	29	29	29	30	29	30	31	31	33	32	32	34	34	35	34	34	36	36	36	39	36	38	39	3	0	2	2	4	4	4	4	7	7	7	10	9	11	10	15	10	14	0	10	7	19	14	15	21	17	0	0	17	19	28	26	28	28	39	31	23	31	34	39	39	17	39	35	35	36	36	23	31	37	41	46	42	48	39	40	46	36	53	53	54	54	53	61	42	59	66	61	63	63	66	65	67	67	70	68	67	74	1	1	1	3	1	1	2	3	2	1	1	2	1	1	1	2	3	3	1	4	4	1	4	2	2	1	1	1	2	1	2	1	1	2	1	1	3	1	1	1	1	3	1	1	2	2	1	2	1	1	1	1	1	2	2	2	1	2	3	2	2	3	3	2	4	1	2	1	3	1	1	3	1	1	3	1	1	2
13000	-475.142328095395044	-473.775789155773168	-1.366538939621899	0.000046410781925	0.000030222162421	0.651188391312052	0.519915014305643	1	0	3	4	7	8	9	9	10	13	12	11	13	12	13	17	17	17	15	15	18	17	19	19	20	19	19	19	20	19	21	20	23	22	24	24	22	25	26	22	25	23	24	26	27	25	26	25	26	27	28	28	27	27	28	29	29	28	31	30	29	32	32	32	33	33	36	34	37	35	35	36	37	35	39	38	38	37	2	0	2	2	4	4	4	6	7	12	9	9	7	9	14	14	20	14	0	11	16	19	17	18	18	10	0	0	13	22	28	12	34	28	28	28	23	36	40	31	35	37	34	40	36	36	46	23	35	32	41	35	42	48	39	47	47	34	53	53	20	48	59	54	48	61	66	64	67	61	66	64	63	66	69	68	66	66	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	4	1	1	3	1	2	4	1	2	3	2	2	1	2	1	1	1	1	2	1	1	1	2	2	3	1	2	2	2	1	2	2	3	2	2	7	5	1	2	5	1	1	1	1	4	1	2	3	1	2	2	4	2
13500	-405.028633255563932	-403.410921941835397	-1.617711313728545	0.000088479583283	0.000020579799818	0.232593769710932	0.714684757251323	1	0	3	5	8	8	10	10	11	13	13	14	14	12	14	16	18	16	17	17	19	19	18	18	19	19	19	18	22	20	22	21	22	22	24	23	25	25	25	23	27	26	25	26	27	25	27	25	25	27	27	28	28	27	29	29	29	30	29	30	30	31	31	32	32	33	36	34	36	33	37	37	38	36	38	37	38	38	2	0	2	3	4	4	5	5	7	9	9	9	10	9	14	15	11	12	0	12	16	19	10	18	18	12	0	0	17	22	28	20	28	28	40	31	26	35	35	33	49	26	40	40	49	36	36	26	34	42	49	41	42	37	45	46	34	47	53	53	54	54	59	54	54	63	66	54	66	63	66	68	69	66	70	68	69	74	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	2	2	2	2	1	1	3	1	1	1	1	3	1	2	1	2	2	2	2	1	1	1	1	1	1	2	3	1	1	1	2	2	1	2	3	1	2	2	2	1	2	2	1	1	3	1	1	1
14000	-449.569512404753993	-448.147806063799294	-1.421706340954688	0.000057412978594	0.000021149460383	0.368374205646765	0.654612972049992	1	-1	2	4	7	8	10	9	8	12	11	13	14	13	14	17	16	16	17	17	20	18	20	18	20	18	19	18	21	19	21	22	20	22	23	24	24	25	25	26	26	25	23	24	27	26	26	26	26	26	27	28	26	27	28	27	29	30	30	29	31	32	31	31	33	32	34	33	36	34	36	36	38	37	38	38	39	39	2	0	2	3	4	5	9	5	5	11	7	7	12	7	14	15	7	14	0	12	18	19	14	14	14	7	0	0	16	19	28	21	28	28	33	34	17	35	44	44	44	23	34	28	39	36	36	26	35	37	41	41	37	37	39	44	47	46	60	32	54	54	59	54	48	63	66	54	66	66	67	61	71	67	70	72	67	74	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	3	1	1	2	2	1	3	2	3	4	1	1	2	1	2	1	1	2	1	1	5	1	1	1	1	2	1	3	1	2	1	5	1	1	1	1	1	1	2	1	2	3	1	3	2	2	1	2	3	1	2	2	2	1	1	1	1	2	1	1	2	1
14500	-412.296723954756828	-410.899514409489257	-1.397209545267559	0.000060266880539	0.000024510919329	0.406706288926639	0.688096118287353	2	0	2	6	8	9	9	8	11	12	13	13	15	13	13	17	18	17	16	16	19	18	20	19	20	19	17	20	22	20	21	18	21	22	25	24	24	23	24	25	26	26	24	27	26	23	26	25	26	26	28	28	27	27	28	28	30	30	31	30	31	31	33	32	30	32	35	34	36	34	37	37	37	35	39	35	38	38	2	0	2	3	4	4	5	4	7	9	7	9	11	9	4	14	20	15	0	10	16	19	32	18	18	20	0	0	26	22	28	20	28	28	39	34	23	28	31	39	40	37	38	40	40	28	36	23	39	37	41	41	48	48	43	47	36	47	53	53	48	54	59	48	37	59	66	54	66	66	69	76	67	66	70	61	69	74	1	1	1	2	1	1	1	1	1	1	2	1	1	1	3	2	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	2	2	1	2	3	1	2	3	2	2	1	1	1	1	2	2	1	1
15000	-427.638037021873913	-425.964577259094710	-1.673459762779197	0.000064201686159	0.000013614233812	0.212054147276248	0.658789502617839	2	0	2	4	7	8	9	9	10	13	12	11	14	13	13	16	17	17	16	16	18	18	19	19	20	20	18	19	20	20	22	21	22	22	23	23	24	24	25	26	27	26	23	26	26	26	26	23	24	27	27	28	27	27	27	29	28	27	30	30	31	31	32	33	33	31	35	34	34	34	36	36	37	36	36	38	39	39	2	0	2	2	4	5	5	5	8	12	9	9	11	7	11	15	20	16	0	10	18	19	17	18	18	11	0	0	20	22	28	17	28	28	34	31	23	35	35	35	39	26	31	35	39	36	36	23	34	37	35	51	42	26	35	47	46	46	53	42	54	54	59	62	61	59	66	61	66	66	67	64	67	66	67	72	69	67	1	1	1	2	1	1	2	2	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	4	1	1	2	1	2	2	1	2	1	1	3	1	2	2	1	2	1	2	1	2	2	2	1	1	2	1	1	4	2	1	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	2	1	2	1	1	2	2
15500	-432.164585910422488	-430.412813633926589	-1.751772276495922	0.000079589823385	0.000015015548536	0.188661664227993	0.680839327383229	2	1	3	5	8	7	10	8	11	13	13	12	14	14	13	17	16	16	17	18	19	19	19	17	19	20	19	18	22	20	21	22	23	22	24	24	25	25	25	23	26	25	24	25	27	25	26	24	26	28	28	27	28	27	28	28	30	29	30	30	30	31	32	32	33	32	34	35	35	34	36	36	36	36	38	37	38	38	2	0	2	2	3	4	4	6	7	7	9	7	9	7	12	15	7	14	0	7	14	19	12	14	18	14	0	0	24	22	28	23	34	28	40	34	32	35	40	34	39	29	31	40	39	36	36	29	31	37	52	41	37	48	44	36	46	56	53	53	48	54	53	62	64	53	63	62	67	66	67	65	69	63	70	72	69	74	1	1	1	2	1	1	3	1	1	2	1	1	1	2	1	2	2	1	1	4	3	1	3	2	2	3	1	1	2	1	2	2	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	2	2	2	2	3	1	1	1	2	2	2	1	1	3	1	2	1	1	1	1	1	2	1	1	1	1
16000	-417.167669625727342	-415.801148925300367	-1.366520700426990	0.000053287195608	0.000026572210071	0.498660321081153	0.650157144664562	1	0	1	5	8	8	9	7	11	12	13	13	14	13	14	17	17	16	15	18	17	18	19	18	21	19	20	19	22	19	21	21	22	22	25	24	24	24	25	23	25	26	24	26	26	26	26	25	24	27	27	27	28	26	28	28	28	29	30	30	30	30	32	32	32	32	36	34	35	35	36	36	37	37	38	37	38	39	2	0	2	1	4	4	8	4	7	7	7	7	7	7	14	15	10	13	0	12	18	19	11	18	21	20	0	0	26	22	28	20	31	28	40	31	17	40	40	34	34	37	40	35	43	36	31	29	31	42	41	41	37	37	35	36	36	40	53	53	48	48	59	62	61	59	66	64	66	66	69	68	66	69	70	68	69	67	1	1	1	2	2	2	1	1	1	2	3	2	3	2	1	2	4	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	3	2	2	1	1	1	2	1	1	2	2	4	1	1	2	2	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1
16500	-411.587317361129863	-410.179598134943092	-1.407719226186772	0.000054041864738	0.000020999039149	0.388569847669977	0.681325024665652	1	-1	2	5	8	9	8	9	9	11	12	13	14	13	13	16	17	17	17	16	19	18	19	19	21	20	19	18	21	19	22	20	23	22	24	24	25	23	25	22	26	26	24	25	27	25	26	25	26	28	28	27	26	26	28	27	27	30	30	29	30	30	33	32	32	32	34	34	36	34	37	36	36	36	39	38	39	37	2	0	2	1	4	4	4	4	5	9	9	10	10	10	10	11	11	14	0	12	18	19	12	18	18	20	0	0	26	22	28	17	31	28	40	31	32	40	35	28	39	37	40	34	39	36	36	32	34	54	41	41	26	26	39	36	47	55	53	53	48	48	66	62	62	59	66	65	66	66	67	68	67	67	70	72	69	74	1	1	2	2	2	2	2	2	1	1	2	1	1	1	1	2	3	2	1	2	1	1	3	1	2	3	1	1	1	1	2	2	1	3	1	1	2	1	1	2	1	1	1	1	1	1	2	3	3	1	1	1	2	3	2	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
17000	-393.643049496348226	-392.271608592359996	-1.371440903988224	0.000055998130840	0.000038278820714	0.683573186100642	0.740676693674551	2	0	3	5	8	9	9	8	11	12	12	14	15	14	14	16	18	18	16	16	17	18	20	19	20	20	20	20	21	19	22	21	22	23	23	24	23	23	26	25	25	25	24	26	28	25	27	25	24	27	26	28	28	25	28	28	29	30	30	30	29	30	31	30	33	32	35	34	35	34	37	36	36	36	36	37	38	38	2	0	2	1	3	8	4	4	7	9	9	9	7	11	10	15	20	21	0	12	14	19	17	21	18	20	0	0	26	22	28	17	28	28	31	31	32	31	35	35	35	37	34	35	40	36	46	37	34	54	31	39	42	17	44	46	47	56	53	53	37	54	59	61	62	63	66	62	66	66	67	68	66	69	70	68	69	74	1	1	1	2	3	1	2	2	1	1	1	2	4	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	2	4	1	1	1	1	1	1	3	2	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1
17500	-400.521079430519023	-399.074221401058821	-1.446858029460181	0.000049356232898	0.000016744583474	0.339259754873749	0.671043948185188	1	0	1	4	8	9	8	8	10	12	11	13	14	13	14	15	16	18	16	18	19	19	20	19	20	19	19	19	22	20	22	22	22	22	23	24	24	24	25	25	26	25	25	25	28	26	26	25	25	25	27	27	28	27	28	27	30	29	30	31	30	32	32	32	33	32	35	34	36	35	36	33	36	37	37	36	38	38	2	0	2	2	4	8	4	4	7	7	9	11	10	9	14	15	10	16	0	17	18	19	17	18	18	11	0	0	23	22	28	17	28	28	34	34	32	35	35	35	44	32	35	35	35	36	36	32	35	23	41	41	37	48	44	47	46	56	53	53	48	32	59	61	64	59	66	72	66	66	70	54	66	66	69	72	67	74	1	1	1	2	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	5	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	2	1	1	2	3	4	1	1	1	1	2	1	2	2	1	2	2	2	1	2	2	1
18000	-409.265140659961730	-407.831458735182025	-1.433681924779722	0.000052228867786	0.000018467316994	0.353584478795489	0.710625832655920	1	0	3	5	8	8	10	7	8	11	12	12	15	12	14	16	17	17	15	15	20	18	19	18	21	19	20	19	20	19	21	21	21	22	25	25	25	24	26	25	26	25	25	27	28	24	24	23	25	27	28	27	27	27	29	27	30	30	31	30	30	31	33	33	32	32	35	35	36	35	34	34	37	36	38	36	39	38	2	0	2	3	8	4	9	4	8	9	7	7	7	7	14	15	20	15	0	12	18	19	17	18	21	20	0	0	20	22	28	17	28	31	34	46	48	28	40	38	34	17	38	40	38	34	28	26	34	37	41	35	42	37	44	35	35	56	53	53	54	54	66	62	61	59	66	61	66	66	66	62	66	67	70	62	73	74	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	2	1	3	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	1
18500	-411.341368989010846	-409.920085614685149	-1.421283374325709	0.000065385622265	0.000024122964924	0.368933782200228	0.695714195013733	1	-1	3	5	7	8	9	9	11	12	13	13	14	14	13	16	17	18	17	17	17	18	20	19	20	19	19	19	19	19	21	22	23	22	25	24	24	25	26	26	26	25	24	26	27	25	26	26	24	27	27	27	27	26	28	29	30	29	30	29	30	31	32	33	32	31	35	34	35	34	36	36	36	36	38	37	37	39	2	0	1	3	4	4	5	4	7	7	7	7	12	10	7	11	11	21	0	11	16	19	17	21	21	12	0	0	10	22	28	23	31	28	31	34	32	33	43	35	36	32	31	33	49	28	31	32	31	54	47	41	42	23	46	46	46	47	53	53	48	54	59	62	61	59	66	62	66	66	67	68	67	67	70	61	69	74	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	3	1	1	3	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	2	4	1	2
19000	-415.627605768209548	-414.096980538654577	-1.530625229554986	0.000059799695096	0.000016445882666	0.275016162529307	0.657535040148966	2	1	3	6	7	8	10	8	9	11	13	12	14	14	13	17	17	17	16	17	18	17	19	18	20	20	19	19	21	18	21	20	23	22	23	24	25	24	24	25	25	24	25	26	27	25	27	25	25	28	28	27	27	27	28	27	30	29	31	30	31	32	32	32	33	32	34	33	35	34	36	35	37	36	37	38	38	39	2	0	1	3	4	4	9	4	5	9	7	9	12	11	10	15	12	14	0	11	14	19	17	18	16	20	0	0	32	22	28	11	34	28	31	31	23	31	35	35	35	17	38	39	40	34	46	32	31	42	41	41	42	48	39	36	34	56	53	53	48	54	59	61	61	59	66	54	63	66	69	68	66	70	69	61	69	74	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	2	1	2	2	1	1	1	1	2	1	1	1	1	2	3	1	2	1	2	3	2	1	1	1	3	1	1	1	1	1	2	2	3	2	1	2	1	3	1	2	1	2	2	2	2	1	1	1	1	1	2	2	2	1	2	2	1	2	3	2	1
19500	-432.454452878619577	-431.058255562089698	-1.396197316529883	0.000054909800105	0.000022437907917	0.408632118023689	0.584343543822050	2	0	2	4	7	7	10	8	11	12	12	14	14	14	13	17	17	17	17	16	19	18	19	18	20	19	19	18	21	19	21	21	21	23	22	23	23	24	25	26	26	25	23	25	27	25	27	23	26	25	28	26	27	26	27	27	28	29	30	29	31	30	32	32	32	32	34	33	36	35	36	36	37	37	39	37	39	38	2	0	2	2	4	4	5	4	7	9	7	7	9	11	9	15	11	15	0	9	16	19	20	18	21	18	0	0	17	22	28	23	28	28	28	33	17	35	35	35	38	37	31	35	44	36	46	32	38	29	41	35	48	48	40	46	40	47	53	53	62	54	53	62	62	59	66	61	66	66	67	65	70	67	70	61	69	69	1	1	1	2	2	2	2	2	1	1	1	2	1	2	1	2	3	2	1	3	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	3	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	2	1	2	1	2	2	3	1	2
20000	-469.759372212395306	-468.398236411879395	-1.361135800515933	0.000087364733928	0.000048268734389	0.552496782382043	0.554760349208817	1	0	3	6	6	7	9	10	11	13	13	13	13	14	14	17	16	17	16	17	20	19	20	19	20	19	20	19	22	20	22	20	21	21	25	24	25	24	24	25	26	26	24	26	26	25	25	25	26	26	26	27	28	27	27	28	29	29	30	29	31	31	32	32	33	31	33	35	36	35	35	34	37	36	38	38	37	38	2	0	2	3	2	5	6	6	7	9	7	7	9	10	10	15	11	14	0	17	11	19	17	18	14	20	0	0	20	22	28	17	28	28	39	28	29	31	34	39	38	23	28	39	39	36	36	32	39	32	36	41	42	48	35	55	39	36	23	32	54	54	66	54	61	42	53	72	71	42	63	65	69	63	66	68	67	74	1	1	2	2	4	1	1	1	1	1	2	4	1	1	1	2	1	2	1	1	4	2	2	1	3	2	1	1	2	1	2	2	1	2	1	2	2	1	1	1	1	3	2	1	1	1	1	2	1	3	1	1	1	1	1	1	2	2	6	3	2	2	1	2	1	2	3	1	1	3	1	1	1	2	4	1	3	1
20500	-412.793934293464702	-411.319669225586836	-1.474265067877858	0.000067312901604	0.000021146434491	0.314151284328893	0.682810668587470	2	-1	1	5	8	8	9	9	10	13	12	14	15	14	12	16	18	19	17	16	19	19	20	19	21	19	19	19	21	20	21	22	22	22	23	25	24	25	25	26	27	24	24	26	26	24	26	26	25	26	28	26	26	24	27	27	30	29	30	29	30	31	33	32	32	32	36	33	37	35	36	36	37	36	39	38	38	38	3	0	2	3	4	4	6	5	7	7	9	11	12	15	7	15	13	14	0	11	11	19	20	16	21	20	0	0	26	22	28	23	28	28	28	46	32	43	35	39	52	26	35	39	38	34	46	42	31	42	44	35	42	20	44	31	58	36	53	53	48	48	59	61	61	59	66	62	63	63	63	68	70	63	70	62	67	74	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	3	3	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	1	2	1	3	1	2	2	2	2	2	2	1	1	1	2	1	3	2	1	1	1	2	2	2	1	1
21000	-402.221895163989586	-400.843910167937281	-1.377984996052313	0.000044933296448	0.000020310869763	0.452022695156250	0.638374709809223	1	0	3	5	7	9	9	9	10	12	12	13	14	13	14	16	18	18	16	17	19	18	16	17	21	20	20	18	21	20	21	21	23	21	23	23	23	25	23	25	25	25	24	26	27	26	26	24	25	28	28	27	27	26	29	28	28	30	30	31	30	32	33	32	31	32	35	35	36	34	35	35	38	37	38	37	38	38	2	0	2	3	4	5	5	4	7	7	9	7	11	10	14	15	23	16	0	9	18	19	11	14	21	23	0	0	26	22	28	23	34	28	34	31	29	35	31	39	35	37	35	40	39	36	36	17	35	37	41	41	42	48	40	47	47	46	53	53	54	61	66	65	54	53	66	62	63	66	66	62	67	67	70	68	69	74	1	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	1	1	2	3	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	3	1	2	1	1	1	2	2	1	1	2	2	2	2	1	1	1	3	2	2	2	1	1	1	2	1	1	2	1	1	1
