step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101
24500	-610.623293554730822	-608.953608901111465	-1.669684653619401	0.000113285131535	0.000024166809446	0.213327284162877	0.612274433727951	0	1	4	3	4	7	5	5	6	7	6	7	9	7	9	8	9	7	8	8	10	9	9	9	14	9	9	10	13	11	11	10	10	12	11	9	9	10	10	11	10	11	13	13	11	11	12	13	11	13	11	12	13	13	13	12	11	13	14	13	14	13	14	13	13	13	12	15	16	16	14	12	15	16	15	16	16	15	16	17	16	15	17	17	16	18	15	18	15	17	17	18	19	17	20	20	21	23	20	22	26	0	1	2	2	4	2	3	5	8	7	5	2	6	9	3	18	18	7	8	7	6	6	6	18	21	20	7	8	19	32	22	9	16	7	21	2	6	22	15	20	6	24	49	26	6	36	19	27	26	37	37	41	32	36	57	9	32	21	57	56	47	42	49	36	37	16	26	64	41	52	32	39	24	47	56	54	57	51	68	70	52	60	8	49	34	52	45	77	12	65	60	70	69	47	87	93	83	74	74	96	99	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	2	1	3	3	2	1	1	3	1	3	1	5	1	1	1	2	2	2	1	3	2	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	3	2	2	1	3	2	2	1	3	2	2	2	2	2	1	1	2	1	6	3	2	3	2	1	3	2	1	1	1	2	2	1	2	3	2	1	4
25000	-588.728657048281434	-587.158176701536377	-1.570480346745029	0.000112960620327	0.000028649196325	0.253621095933695	0.607536400228746	-1	1	2	3	3	6	5	5	4	6	5	7	9	7	7	8	9	7	8	9	8	9	9	9	14	10	10	11	13	11	10	9	10	13	12	9	10	11	11	11	10	12	14	13	10	12	13	13	12	12	11	11	14	13	11	12	13	11	15	14	13	14	14	14	12	12	14	12	16	15	13	14	15	16	15	15	14	14	15	15	16	16	16	16	17	17	17	18	16	18	18	19	18	19	20	19	21	22	21	23	24	0	1	2	2	2	1	3	5	2	7	5	8	6	9	3	7	18	7	4	7	14	6	21	16	6	17	16	41	13	36	22	14	24	17	21	21	21	13	14	24	19	20	66	26	14	8	58	42	17	51	37	36	39	14	36	55	51	36	57	58	41	42	49	68	41	26	34	41	71	64	14	57	42	29	71	57	55	23	68	41	29	39	56	67	67	79	52	78	29	52	59	57	89	89	81	93	87	97	93	99	100	1	1	1	1	1	4	1	1	2	1	1	1	2	2	2	1	1	1	2	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	3	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	2	2	1	1	2	1	2	2	3	2	1	1	1	3	2	1	4	2	3	1	2	2	1	2	1	1	2	1
25500	-615.853377447825665	-614.457430399585860	-1.395947048239786	0.000101685350367	0.000041600892611	0.409113923106790	0.705369607809042	0	1	3	3	4	6	5	6	5	7	6	6	8	7	9	8	7	10	7	7	8	9	8	8	11	8	11	11	13	11	10	8	11	11	11	10	10	9	11	8	10	12	13	13	12	12	13	12	13	11	12	12	13	13	13	11	12	13	15	14	16	14	12	12	13	14	14	15	16	14	14	14	15	15	14	15	16	16	17	17	14	14	17	16	15	18	17	17	15	17	19	20	19	18	19	18	19	22	21	23	25	0	1	2	2	2	2	3	5	5	7	5	5	9	6	32	20	7	16	11	7	2	8	14	8	13	17	18	37	46	32	22	5	24	16	21	21	21	5	5	7	11	33	26	26	21	11	28	7	63	41	37	21	35	23	36	36	6	50	71	54	52	42	34	19	57	43	63	52	52	52	39	39	42	35	54	56	60	59	52	70	52	30	68	43	34	68	70	59	57	68	59	83	74	74	87	74	94	94	93	99	100	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	1	2	3	2	2	1	2	2	3	2	1	3	1	1	1	2	1	3	1	1	2	1	1	1	2	1	1	3	1	1	1	2	2	1	1	1	2	2	1	2	1	1	3	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1
26000	-612.879001562986900	-611.324284563199740	-1.554716999787176	0.000117864223343	0.000030834793708	0.261612835795413	0.611312821863708	-1	1	3	3	4	7	5	5	6	6	4	5	8	7	7	8	8	9	8	8	8	9	8	9	14	7	11	12	13	10	10	10	10	13	13	9	10	11	10	10	10	12	11	12	11	11	12	13	13	10	11	12	12	14	12	13	12	13	15	13	14	14	13	13	13	13	12	16	16	14	14	14	13	16	15	14	15	16	14	17	16	15	15	17	16	19	17	18	15	18	19	18	18	19	19	17	20	20	20	21	27	0	1	2	2	2	9	4	11	2	7	2	4	6	2	3	7	7	7	11	7	5	13	15	7	32	7	17	41	37	19	22	21	7	67	36	9	8	22	21	16	14	16	26	33	21	21	14	16	20	23	21	41	37	32	23	36	36	57	39	39	41	73	18	52	41	20	20	79	52	52	23	14	16	89	76	21	6	72	60	69	52	39	46	63	49	79	81	59	25	79	78	65	89	89	70	29	77	74	93	99	99	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	1	1	2	2	3	3	1	2	1	1	2	3	1	1	1	2	2	2	1	1	1	2	3	2	1	2	1	3	3	3	1	1	2	4	1	1	1	2	2	2	2	2	2	1	1	1	2	2	3	2	2	3	2	1	1	1	1	3
26500	-620.715367556912952	-619.152255550043265	-1.563112006869658	0.000128449994392	0.000033048525197	0.257287089447496	0.600128765697114	-1	1	3	4	3	5	5	5	6	6	6	7	8	7	8	9	7	8	8	8	8	9	9	8	13	10	10	11	14	12	10	9	11	13	13	9	9	11	11	11	10	11	13	14	12	11	12	13	13	13	12	11	13	12	13	13	11	13	14	13	15	13	13	14	13	14	14	14	16	15	15	14	16	13	14	14	16	15	16	16	16	16	15	18	17	18	16	17	15	18	19	17	17	18	17	19	21	23	20	21	27	0	1	2	2	2	2	3	5	5	7	5	6	6	9	3	18	7	17	11	7	9	9	14	7	30	20	18	19	60	9	22	21	24	18	21	12	15	22	14	24	19	24	26	26	41	11	41	33	16	57	41	37	39	32	21	21	9	8	19	23	28	33	17	41	28	43	17	47	29	52	35	39	62	57	54	30	56	60	55	55	83	30	41	63	49	57	41	72	74	70	35	65	89	74	56	93	89	91	96	93	96	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	3	2	1	1	1	3	1	1	2	2	1	1	1	1	1	3	1	2	1	1	1	2	2	2	4	4	2	2	2	2	3	1	1	4	1	1	2	2	1	2	1	1	1	1	1	2	2	1	2	2	2	2	3	2	1	1	1	3	1	1	2	2	2	3	3	1	2	4
27000	-643.247116641827461	-641.742433427133392	-1.504683214694113	0.000134669424514	0.000039245999589	0.291424721912950	0.547876540961442	0	1	3	4	3	5	5	5	7	7	6	6	7	6	8	8	9	10	8	9	9	9	8	9	14	10	10	11	14	11	11	10	10	12	11	10	10	10	10	11	10	12	13	14	11	11	13	11	13	12	11	12	13	14	11	13	13	14	15	11	15	14	12	14	13	12	14	16	15	15	14	14	15	15	14	16	14	16	17	16	16	15	16	17	15	19	16	16	16	18	17	20	18	18	20	19	20	22	20	23	26	0	1	2	1	2	2	2	5	1	7	5	8	6	4	3	10	16	16	4	16	2	13	14	16	35	7	16	11	52	12	22	9	15	17	23	5	15	22	6	20	9	24	66	63	9	11	28	18	5	37	21	41	35	21	32	55	4	35	71	15	19	24	17	9	41	26	34	36	65	58	46	36	20	47	19	36	41	59	69	69	69	56	52	57	34	61	52	57	74	79	76	83	74	74	52	64	89	29	94	96	100	1	1	1	1	1	2	3	1	3	1	1	1	1	1	2	1	1	1	2	1	4	1	2	1	1	2	1	3	1	2	1	2	1	1	2	3	1	1	1	2	2	2	1	1	1	2	1	1	5	2	1	2	1	2	1	1	5	2	1	2	2	3	2	5	1	1	2	4	1	1	1	2	2	1	3	4	1	1	1	1	1	1	2	3	1	2	2	1	1	1	1	2	1	2	4	2	1	3	1	2	2
27500	-641.563420971526057	-640.049178245004896	-1.514242726521138	0.000140768128121	0.000040133882122	0.285106313893608	0.625802040210792	-1	1	2	3	3	7	5	4	6	7	6	6	9	8	8	9	8	9	8	7	9	9	7	8	12	10	10	12	14	11	11	8	11	11	10	10	10	11	10	12	10	11	13	13	10	10	11	13	12	12	12	12	13	11	13	11	12	13	16	14	16	14	13	12	14	12	13	16	14	15	14	12	16	15	15	14	14	13	14	16	17	14	15	17	14	19	16	15	13	18	18	20	17	18	20	19	20	21	21	22	26	0	1	1	2	2	11	4	5	8	7	5	4	6	23	6	7	20	7	8	7	11	23	9	20	39	18	18	11	28	9	22	23	24	17	9	9	23	22	14	7	19	24	16	66	5	19	19	33	35	35	41	36	36	6	56	37	56	56	28	39	41	40	49	45	37	34	18	79	52	19	14	39	42	89	65	28	6	72	41	71	41	39	79	85	40	90	52	35	47	61	36	83	58	61	87	58	93	74	93	99	100	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	3	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	3	1	1	1	1	4	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	4	1	1	1	3	1	2	2	1	3	3	1	2	2	1	1	2	1	2	1	3	2	1	2	1	1	2	2	1	1	4	2	2	1	3	3	3	3	2	1	2
28000	-598.382847198914874	-596.937229301514549	-1.445617897400344	0.000106545804555	0.000036282536555	0.340534633967208	0.675390870046423	-1	0	4	2	3	4	6	5	6	7	6	6	7	6	8	8	9	10	8	8	8	8	8	8	12	10	11	11	14	11	10	8	10	12	11	9	10	10	12	11	10	12	13	13	10	10	12	13	13	12	12	11	10	13	14	12	13	13	14	14	16	12	12	13	14	13	14	14	14	16	13	14	15	15	14	15	15	15	15	16	15	16	16	17	16	18	17	18	13	17	17	20	18	17	19	20	21	22	20	23	27	0	1	2	2	1	4	3	1	6	7	6	3	6	6	9	7	7	7	12	7	9	3	14	3	9	17	20	19	56	21	22	14	24	18	15	2	21	22	27	24	11	33	16	16	19	19	35	33	63	37	37	11	8	36	32	32	8	56	39	39	77	18	27	52	41	26	49	71	19	41	14	56	43	89	54	54	69	59	72	55	65	60	71	49	67	68	81	78	36	68	55	83	89	74	87	89	94	94	93	93	100	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	3	1	2	1	1	1	1	1	1	1	1	4	1	1	1	1	3	2	3	3	1	1	1	2	1	1	1	2	2	2	3	2	4	1	1	1	1	1	1	1	2	1	1	1	3	3	4	2	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	2	2	1	1	3	2	2	1	2	2
28500	-666.636790415212317	-665.194106428866348	-1.442683986345984	0.000149923683460	0.000051514962732	0.343607904657686	0.641607206802277	0	1	4	3	3	6	4	6	7	6	6	6	7	7	8	7	8	8	8	8	8	9	9	9	13	8	9	10	12	11	10	9	11	12	12	10	10	10	10	11	10	11	13	13	11	11	12	12	13	12	13	11	12	13	12	12	10	14	14	12	14	14	14	13	13	14	13	14	15	16	15	15	15	16	14	15	14	16	17	17	14	15	14	16	15	17	17	18	16	17	18	19	19	18	19	19	20	22	20	22	26	0	1	2	2	2	4	4	5	12	7	5	3	4	6	3	7	16	7	8	7	9	15	14	16	37	7	16	8	57	19	13	14	16	17	36	21	13	13	14	15	19	24	17	55	5	6	37	27	45	21	37	28	21	57	21	21	12	35	46	23	52	24	26	45	5	16	34	25	65	52	59	65	42	47	38	55	35	59	70	64	28	19	45	85	57	82	64	59	55	81	71	69	86	46	61	61	89	74	94	96	100	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	1	1	2	2	1	1	1	2	2	2	1	2	1	2	2	1	2	2	1	1	2	2	1	1	1	1	3	1	3	3	1	1	1	2	2	1	2	2	2	2	2	1	1	2	2	2	4	2	4	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	2	3	2	1	3	1	2	3	3	1	1	3	1	2	2	2	1	3	1	2	3
29000	-645.888372483829130	-644.421573135931908	-1.466799347897222	0.000128214345479	0.000041089355467	0.320473932254197	0.573200228654054	-1	1	3	3	3	6	5	5	7	7	5	6	9	7	8	8	9	9	9	8	9	9	8	8	13	10	10	11	13	12	11	10	11	12	11	11	9	11	9	10	10	13	13	13	12	11	13	13	14	12	11	11	13	13	12	11	12	12	14	11	16	14	12	13	13	13	14	15	14	16	15	14	15	13	14	16	14	15	15	16	17	16	17	17	16	18	16	17	15	19	17	20	18	18	19	19	20	22	21	21	25	0	1	2	2	2	3	3	5	2	7	5	2	6	12	12	7	24	16	11	3	12	6	14	7	39	20	16	37	56	35	22	12	17	26	19	12	9	22	14	20	8	26	26	26	41	8	41	55	63	32	19	11	58	6	37	21	60	56	39	39	11	16	26	41	28	16	34	52	28	69	72	41	24	52	39	59	14	35	52	77	55	68	41	55	67	69	77	55	41	68	58	81	47	91	69	47	46	89	93	96	96	1	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	3	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	3	1	4	2	1	1	1	1	3	1	4	2	1	1	1	4	1	6	3	1	2	2	3	1	2	1	1	1	2	3	1	3	1	4	2	2	1	2	1	3	2	1	2	1	2	3	2	2	1	2	1	4	2	5	3	2	1	3
29500	-638.205951750264603	-636.735830336011304	-1.470121414253338	0.000120740737166	0.000038349466652	0.317618291489937	0.626946264979893	-2	0	3	3	4	5	5	5	7	6	6	7	8	8	8	9	8	8	9	6	9	9	9	9	13	9	10	12	13	10	10	10	11	11	12	10	9	10	11	12	11	12	12	14	11	12	12	13	13	13	11	12	13	14	13	12	13	14	14	14	15	15	12	13	12	14	14	14	15	15	14	13	14	16	15	15	14	13	16	17	16	14	16	17	17	19	17	18	14	18	18	20	17	16	20	20	19	22	20	21	24	0	1	2	2	3	2	3	5	2	7	5	6	4	6	20	20	20	7	8	7	11	13	14	17	39	17	20	19	19	21	22	14	24	16	36	23	9	9	23	24	16	37	34	26	8	9	5	33	34	36	11	41	30	51	56	36	12	36	32	50	45	3	16	45	19	43	49	65	52	52	39	23	42	89	51	72	36	39	65	70	52	57	65	49	66	68	70	71	46	70	71	81	74	62	87	57	89	45	93	97	99	1	1	1	2	1	3	1	1	3	1	1	1	3	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	2	5	1	2	2	3	1	1	1	1	1	3	2	2	1	2	5	1	1	3	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	2	1	2	2	2	2	1	2	1	1	2	3	1	1	2	3	2	6	2	1	2
30000	-630.513204922363116	-629.076254259738448	-1.436950662624667	0.000091464804219	0.000031999954882	0.349860858007557	0.532893666024352	-1	0	3	3	3	7	6	4	4	7	6	7	7	6	7	9	8	9	7	8	9	8	8	8	13	9	10	11	12	9	9	9	10	11	12	11	8	10	10	12	10	12	14	13	11	11	11	14	14	12	12	12	14	12	13	12	12	13	15	14	14	15	12	13	13	12	13	14	14	15	12	15	16	15	15	14	14	15	17	16	16	15	15	18	17	19	17	18	16	18	19	18	16	18	17	20	20	23	19	21	26	0	1	1	1	2	5	9	2	2	7	4	2	8	9	1	7	7	20	11	7	23	15	14	7	21	17	20	11	11	9	22	9	24	7	23	13	5	22	23	33	11	33	66	18	5	19	21	10	63	21	39	45	36	32	6	39	21	39	60	35	28	48	16	52	45	34	34	28	52	52	39	71	42	21	54	55	23	39	68	45	52	60	69	49	63	79	55	72	58	70	60	83	47	4	70	74	89	97	94	99	100	1	1	3	3	2	2	1	3	2	1	2	3	1	1	4	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	3	1	2	2	2	1	1	1	1	2	1	1	2	4	2	2	4	1	2	2	1	2	1	3	2	2	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	3	2	1	2	2	1	1	3	2	1	2	1	2	1	2	2	3	5	1	1	2	2	1	2	3
30500	-628.089655182660522	-626.597723764181865	-1.491931418478685	0.000131162806503	0.000039404208270	0.300422119047201	0.695580937871157	-1	1	3	3	3	5	5	5	6	7	5	6	7	7	6	8	9	9	7	8	9	9	9	7	12	8	10	12	13	11	11	9	9	10	13	10	11	10	12	12	11	12	13	13	11	12	13	14	13	11	12	11	13	13	13	11	13	14	14	10	16	14	14	13	13	14	12	13	15	15	14	13	15	16	15	16	14	15	16	16	16	16	16	16	17	18	14	17	14	18	18	16	15	18	18	18	20	23	19	21	25	0	1	2	2	2	4	3	5	6	7	5	2	12	9	3	7	26	7	8	7	9	15	14	7	14	7	17	52	28	21	38	14	24	17	32	15	9	21	60	27	12	24	42	33	21	37	46	33	17	21	52	19	30	25	52	9	56	57	35	32	70	56	67	37	19	26	34	45	64	45	65	56	42	89	54	35	51	39	68	70	69	39	52	16	66	68	15	71	41	79	25	89	89	89	70	47	89	74	93	93	100	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	3	3	2	1	1	1	2	2	1	3	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	4	3	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	3	1	4	5	2	2	2	2	1	1	3	1	2	2	2	2	3	2
31000	-657.234203904179481	-655.810241892922704	-1.423962011256801	0.000127386492337	0.000046551649119	0.365436305412311	0.658304343064165	0	1	4	3	3	6	5	6	6	6	4	7	8	7	8	8	9	10	8	9	8	9	8	8	13	10	10	11	14	11	10	9	10	11	12	10	10	9	12	11	10	13	13	12	10	11	11	13	14	12	11	11	12	11	12	13	11	12	15	13	16	14	13	13	12	14	13	16	15	14	13	14	14	14	13	14	15	15	16	16	17	14	16	16	16	18	16	17	16	17	18	18	19	18	19	18	19	21	21	22	25	0	1	5	2	2	2	3	11	2	7	5	5	9	6	3	7	7	7	12	10	12	9	14	7	51	16	17	32	19	9	38	12	8	18	51	21	3	3	15	33	32	18	17	20	21	19	41	12	18	57	9	41	36	37	21	57	38	37	72	14	28	42	20	27	41	17	34	65	52	52	13	25	33	47	54	23	36	60	25	69	69	39	65	42	66	29	29	72	74	69	58	68	70	89	87	74	51	93	94	96	99	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	2	2	1	1	1	2	1	2	2	1	1	1	2	2	1	2	1	1	1	1	3	3	1	1	1	2	2	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	1	3	1	2	2	2	3	1	1	1	2	3	2	1	2	1	1	1	2	2	1	2	2	2	1	1	3	1	2	1	2	2	2	1	2	2	2
31500	-584.547818465626847	-582.945254469621545	-1.602563996005255	0.000105484169955	0.000025201823637	0.238915693680216	0.663549257349655	-1	1	3	3	3	7	4	4	7	6	5	5	8	6	8	8	8	9	8	7	10	9	8	8	12	10	10	10	12	11	11	9	10	12	9	11	10	11	12	11	10	11	12	14	11	12	12	13	12	12	12	11	13	12	11	13	13	12	16	13	16	14	14	13	12	12	13	15	14	15	14	14	15	16	14	15	14	14	16	16	15	15	15	18	15	18	15	18	15	18	19	18	19	18	19	18	21	23	21	23	25	0	1	2	2	2	1	3	2	2	7	8	5	9	2	2	7	7	7	11	7	35	13	14	20	28	20	16	11	28	19	22	19	24	15	9	35	9	22	6	33	11	24	20	26	11	28	19	16	18	55	37	41	9	55	35	51	35	41	71	55	70	16	26	6	41	26	49	69	45	52	60	39	42	89	54	55	21	23	52	69	9	60	65	44	43	68	52	78	47	80	60	83	81	89	87	89	93	97	96	99	99	1	1	1	1	2	3	1	1	2	1	1	1	1	2	3	2	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	3	1	2	1	2	3	3	1	2	2	2	1	1	1	3	1	2	1	2	1	1	1	1	3	2	3	1	2	1	1	1	2	1	1	2	1	1	1	2	3	3	1	4	1	2	2	1	2	2	2	1	2	3	2	2	1	2	2	1	1	2	1	2
32000	-609.855429808319400	-608.303026866674145	-1.552402941645281	0.000102072598323	0.000026828205586	0.262834551352389	0.694174740323972	0	1	3	4	3	6	6	5	5	7	5	6	8	7	8	9	8	7	8	8	9	8	8	8	11	10	10	11	14	11	10	10	11	11	11	10	10	9	11	10	11	13	14	13	11	11	12	13	11	13	12	9	14	13	13	12	12	11	16	13	15	13	14	13	13	13	12	14	15	15	14	14	15	15	14	16	15	15	17	16	17	16	17	17	17	17	17	17	13	19	19	19	17	18	18	20	18	22	21	23	26	0	1	2	2	2	4	3	5	4	7	5	9	6	9	3	20	18	7	8	18	9	11	14	7	23	17	20	13	46	52	22	14	24	17	21	11	15	22	36	24	21	33	66	34	19	19	36	34	7	51	37	11	30	36	11	21	30	52	56	15	41	33	49	41	36	34	49	36	55	28	56	60	16	89	54	75	57	36	36	70	64	39	61	36	62	28	52	55	28	86	59	83	74	61	81	93	57	96	94	99	100	1	1	1	2	1	1	2	1	1	1	2	1	2	1	3	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	2	2	1	3	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	2	1	1	5	2	1	1	1	3	2	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	2	3	3	1	2	2	1	4	2	2	4	2	1	1	2	1	1	1	1	2	2	1	1	1	2
32500	-595.299815095975760	-593.837654019088745	-1.462161076887068	0.000094989902161	0.000030831941443	0.324581252761025	0.634205023094190	0	1	3	3	3	6	5	5	7	7	5	5	7	8	8	8	8	7	8	8	9	8	9	9	14	10	11	9	13	11	11	9	10	11	11	11	11	10	12	11	10	12	12	13	11	11	12	14	13	13	12	11	13	13	12	11	12	14	16	14	16	15	13	13	13	14	14	16	14	14	14	14	12	16	14	16	15	15	17	16	14	14	17	17	16	19	16	16	15	18	18	19	19	18	20	17	21	22	20	22	24	0	1	2	2	2	2	3	5	6	7	5	4	2	8	12	18	7	7	5	7	9	13	9	7	23	20	18	8	36	21	22	6	18	17	23	11	15	13	14	24	5	7	26	26	19	19	8	20	18	37	21	41	30	35	21	21	6	56	71	39	81	42	17	52	47	43	63	41	52	52	39	39	20	52	36	32	56	37	87	81	19	54	65	67	63	79	39	57	47	74	39	79	96	77	70	89	74	94	74	99	100	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	1	3	2	1	1	1	2	3	1	2	2	1	1	1	1	2	2	1	3	2	2	2	1	2	3	1	2	2	2	2	3	3	1	2	1	1	2	2	1	2	2	1	1	1	2	3	1	1	1	1	3	2	1	1	1	2	3	1	4	2	2	1	1	3	1	2	1	2	1	1	2	1	1	3	1	1	2	4	1	2	2	2	1	2
33000	-622.831273185968257	-621.417478750969394	-1.413794434998864	0.000104186332107	0.000039521902471	0.379338649051390	0.603630313013858	-2	1	3	3	3	5	6	6	6	7	5	5	9	8	8	7	8	9	9	9	9	8	9	9	14	9	10	11	14	11	10	9	8	11	10	10	11	10	11	11	10	11	13	13	11	11	13	12	14	12	11	10	13	13	13	12	13	13	15	14	16	14	13	13	12	14	13	15	15	14	14	14	15	13	14	16	16	15	16	15	16	15	17	18	15	19	16	16	16	19	18	18	18	18	19	19	21	23	21	22	26	0	1	2	2	1	5	6	1	2	7	5	3	8	9	3	7	7	16	5	10	9	2	14	33	35	17	7	35	35	23	22	8	16	17	22	9	21	22	14	24	15	24	34	34	19	19	28	15	27	32	32	15	32	14	13	12	28	51	71	35	70	42	34	41	13	43	34	70	41	52	56	36	33	39	39	56	23	71	64	36	52	23	41	63	63	68	70	72	47	70	82	79	41	89	87	74	96	97	93	99	100	1	2	1	1	2	1	1	3	4	1	1	1	2	1	2	1	1	1	3	1	2	2	1	1	2	1	2	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	3	1	2	1	2	1	1	1	1	2	1	1	1	3	1	1	2	5	1	1	1	3	1	2	2	3	2	3	2	1	2	1	1	2	4	1	1	3	2	2	3	1	1	1	1	2
