step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45
57000	-289.142107495844471	-287.440656898787267	-1.701450597057223	0.000108736941194	0.000022081011490	0.203068168442049	0.612447246736931	0	2	8	8	12	11	10	12	12	13	14	15	14	16	17	16	18	18	19	18	19	18	21	21	22	20	23	21	23	23	22	24	25	24	26	26	26	28	28	29	28	28	30	29	34	0	1	0	0	4	3	3	7	6	6	8	10	10	0	11	7	13	14	20	11	18	0	20	21	19	22	21	22	24	23	14	22	28	24	19	20	33	35	16	37	36	23	42	41	43	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	3	2	1	1	1	1	1	2	1	2	1	1	2	2	1	3	3	2	1	2	4	1	1	8	1	1	4	1	1	1
57500	-316.778945301327440	-315.289877112647446	-1.489068188680007	0.000101889830824	0.000030825848469	0.302540972145615	0.526081024649972	1	2	7	7	8	11	11	12	12	13	14	15	15	14	17	17	19	16	19	19	18	18	21	22	21	22	24	22	22	22	24	23	26	25	26	27	28	31	28	29	29	30	31	29	33	0	1	0	0	4	3	3	7	6	6	3	10	10	0	11	7	13	14	16	11	18	0	15	21	16	22	29	22	21	7	18	26	28	29	16	23	26	16	20	26	39	36	35	35	42	1	1	1	1	1	2	2	1	1	1	3	2	2	1	2	3	2	1	2	3	1	1	2	2	2	1	1	2	3	5	3	1	2	2	4	3	3	7	3	3	1	2	2	1	2
58000	-278.598248331360764	-277.111696159615860	-1.486552171744881	0.000110727465456	0.000033709317511	0.304435014137174	0.542408787817980	0	2	7	6	11	11	11	12	12	12	12	13	14	16	18	17	19	18	16	18	19	19	21	22	22	21	22	22	21	24	23	22	26	25	27	27	28	30	29	27	29	29	31	31	34	0	1	0	0	4	3	3	7	6	6	7	10	10	0	11	11	13	14	11	7	18	0	16	29	16	22	21	22	21	25	14	22	28	24	30	25	33	36	36	28	36	30	39	39	39	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	3	1	2	3	1	1	2	1	2	1	2	2	1	1	3	2	1	1	2	2	2	3	1	2	1	4	1	1	3
58500	-266.141455252545029	-264.683431116172756	-1.458024136372301	0.000100964270285	0.000033153690458	0.328370525186881	0.653035057598646	0	3	7	7	11	10	11	13	13	12	14	14	15	16	18	18	19	18	18	19	18	18	21	20	20	21	24	22	23	23	23	23	26	23	27	26	27	30	28	28	29	29	30	29	33	0	1	0	0	4	3	3	7	10	6	8	10	6	0	7	11	13	14	11	11	14	0	19	21	16	22	21	22	24	19	18	22	32	24	20	30	28	23	36	32	39	35	39	36	39	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	2	3	2	1	4	2	2	1	2	3	1	2	4	2	3	1	1	1	1	2
59000	-282.085958031792245	-280.717990993021203	-1.367967038771056	0.000072483412841	0.000035571218593	0.490749775698708	0.674343978997621	1	2	6	7	9	11	10	12	13	13	14	15	15	14	18	18	19	18	17	19	19	19	21	21	22	21	24	23	22	24	21	22	25	24	28	25	26	28	29	28	27	28	31	30	34	0	1	0	0	4	7	3	7	6	6	7	9	10	0	11	7	12	14	11	11	18	0	20	21	20	22	31	22	21	23	14	22	32	29	30	16	32	36	41	37	36	16	39	35	44	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	3	2	2	1	2	1	1	2	1	2	1	2	2	3	2	4	2	2	1	3	3	2	1	1	1	1	5	1	1	2
59500	-267.930087555562864	-266.514387718495016	-1.415699837067862	0.000131377905723	0.000049476537843	0.376597096529327	0.575420063634521	0	3	8	7	12	11	10	11	13	12	14	14	15	16	17	16	17	18	19	18	19	18	21	21	22	21	24	23	23	23	23	23	25	25	27	27	28	28	28	28	29	29	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	12	0	11	11	13	14	11	11	18	0	15	21	16	22	21	22	24	23	14	22	32	29	15	19	26	30	35	28	35	38	41	39	44	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	1	2	1	3	2	3	3	1	1	3	2	1	1	4	4	3	2	1	2	2	1	1	2	1
60000	-269.492954436155742	-268.119638228715758	-1.373316207439959	0.000095954744737	0.000044874058980	0.467658572829784	0.551621135392011	-1	3	8	7	11	11	10	11	13	12	13	14	15	16	17	17	18	17	18	20	18	18	22	21	21	21	24	21	23	23	22	24	25	24	26	27	28	30	29	27	29	29	31	30	34	0	1	0	0	4	7	3	7	6	6	7	9	9	0	8	11	13	14	16	19	18	0	19	21	20	22	21	22	24	25	18	22	22	29	23	35	40	35	36	33	36	23	36	36	43	1	3	1	1	2	1	1	1	2	1	1	1	1	1	3	2	1	1	1	2	1	1	2	1	1	2	3	2	2	1	3	3	4	1	2	1	1	3	2	1	2	2	2	2	1
60500	-281.900175982922462	-280.193314588080682	-1.706861394841799	0.000084932182760	0.000017106821958	0.201417429790861	0.566238860565969	1	3	7	6	11	11	10	12	12	12	14	14	15	15	16	17	17	18	18	18	19	18	21	21	22	22	23	23	22	24	22	22	25	25	26	27	26	30	27	29	29	29	31	31	34	0	1	0	0	4	3	3	7	6	6	7	10	9	0	11	8	13	14	11	11	18	0	11	21	23	22	21	22	24	25	18	22	22	29	20	35	22	42	16	22	36	16	41	39	44	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	1	3	1	1	2	2	3	1	1	2	2	4	2	4	1	4	1	5	5	1	5	1	2	2
61000	-287.959071151246860	-286.452532985293260	-1.506538165953588	0.000105093606553	0.000030495187464	0.290171671374028	0.509169207679484	1	3	7	5	12	10	9	12	12	13	13	15	16	16	17	17	18	18	18	20	19	19	22	21	21	21	25	23	23	23	21	23	25	25	28	25	26	30	25	28	29	29	31	30	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	8	13	14	7	11	18	0	11	21	16	22	29	22	24	16	18	22	32	29	36	20	26	39	30	32	39	25	41	42	41	1	2	1	1	2	1	1	1	2	2	2	1	1	1	2	2	1	2	5	4	1	1	3	1	2	1	1	2	2	3	1	2	1	1	2	3	3	2	1	2	2	3	1	1	2
61500	-293.943476674165936	-292.518524069078637	-1.424952605087287	0.000104627236150	0.000038102100909	0.364170003066024	0.499979672304343	1	2	7	7	11	11	10	12	13	13	13	14	12	16	18	17	18	18	18	18	19	18	21	20	22	22	22	22	22	22	23	22	25	24	27	25	26	31	28	28	29	27	30	30	35	0	1	0	0	4	7	3	7	6	13	8	10	6	0	7	11	13	14	11	7	18	0	15	21	7	22	21	22	24	20	18	22	28	24	23	23	22	39	20	28	35	36	35	35	44	1	1	1	1	2	1	2	1	1	1	1	1	1	1	5	3	3	1	2	3	1	1	2	1	6	2	1	3	1	2	2	3	2	2	3	2	3	2	5	5	1	1	2	1	2
62000	-281.727286992914060	-280.345172973056606	-1.382114019857466	0.000081504443080	0.000035883223337	0.440260947510869	0.509456379721645	0	1	7	7	11	11	9	11	12	12	13	14	15	15	17	17	18	19	18	18	19	18	22	21	22	22	24	21	23	23	22	24	25	25	28	26	28	29	28	29	30	29	30	30	35	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	8	14	0	20	18	11	22	21	22	24	20	14	22	32	29	20	25	22	23	36	26	39	16	36	39	44	1	1	1	1	2	1	1	1	1	1	3	1	2	1	3	2	2	3	2	3	1	1	2	1	5	2	2	2	2	2	3	2	1	1	4	1	6	4	1	3	1	4	2	1	2
62500	-272.627067909611753	-271.148203162809466	-1.478864746802267	0.000087582985171	0.000027187432302	0.310419109931389	0.482410642325715	0	1	7	7	11	12	10	12	10	12	14	13	16	16	16	17	17	20	17	19	18	17	22	20	20	21	24	23	22	23	23	23	26	24	27	26	25	31	28	28	29	29	30	31	35	0	1	0	0	4	9	3	7	3	9	7	10	10	0	11	11	10	14	7	16	14	0	16	21	20	22	18	22	24	25	18	22	28	29	20	23	32	30	36	37	36	20	39	42	44	1	1	1	1	2	1	1	1	2	2	2	1	2	1	1	1	3	2	3	1	2	1	2	1	1	2	2	2	2	2	1	2	2	1	3	2	1	5	1	2	1	4	1	1	1
63000	-287.282711200946608	-285.892443443850425	-1.390267757096209	0.000094665377982	0.000039827419686	0.420717906959578	0.590845377262795	0	3	8	7	11	12	10	12	10	12	12	14	16	15	17	16	18	20	18	19	19	18	20	21	21	21	24	22	22	23	24	22	24	24	25	26	26	29	28	28	30	27	30	31	35	0	1	0	0	4	9	3	7	3	9	7	10	10	0	11	9	13	14	7	16	14	0	16	21	16	22	21	22	21	23	29	22	22	29	30	30	33	35	23	32	39	35	39	36	44	1	1	1	1	2	1	2	1	1	1	2	2	2	1	3	2	1	3	4	1	2	1	2	2	3	1	2	2	3	2	1	2	3	2	1	1	1	2	3	3	1	1	1	3	2
63500	-278.689968949321212	-277.112379739301332	-1.577589210019888	0.000124586502739	0.000031170676181	0.250193042554243	0.664749716858060	0	2	7	8	10	12	11	13	11	12	13	14	15	15	16	16	18	19	18	19	18	18	21	21	22	21	24	23	23	24	23	23	25	24	27	26	27	30	28	28	30	29	28	30	33	0	1	0	0	4	9	3	7	3	9	7	10	9	0	7	11	13	14	11	16	14	0	8	21	19	22	18	22	24	19	21	22	32	24	25	19	32	43	23	33	43	36	25	43	39	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	3	3	1	2	1	3	1	2	2	3	3	1	4	2	2	1	2	2	4	2	1	3	1	1	2	3	1	2
64000	-288.514095310724940	-286.723092484793824	-1.791002825931095	0.000175352083334	0.000031339003012	0.178720448688919	0.482654805055370	1	4	8	7	11	11	10	12	12	12	13	14	14	16	16	16	17	19	19	19	17	19	20	19	22	22	24	22	22	24	24	22	25	25	27	26	25	31	27	28	28	29	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	10	14	16	11	14	0	11	21	16	22	21	22	24	16	18	22	22	27	30	30	32	41	25	28	36	41	41	35	43	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	2	3	1	1	3	1	3	1	4	2	2	3	2	2	3	1	2	1	2	2	4	3	2	1	1	2	2
64500	-281.064780754262813	-279.317110462167307	-1.747670292095510	0.000122656223764	0.000023275458991	0.189761744465642	0.723721058255015	0	2	7	8	11	10	10	11	13	13	14	14	15	16	17	16	17	19	19	20	19	18	20	21	22	21	25	22	23	22	23	22	26	24	25	27	28	29	26	28	29	30	31	30	34	0	1	0	0	4	3	3	7	6	6	8	10	10	0	7	11	13	14	11	8	14	0	15	21	23	22	29	22	24	19	21	22	26	24	30	35	28	35	20	33	36	38	41	36	44	1	1	1	1	2	2	2	1	1	1	2	1	1	1	4	1	1	2	2	4	2	1	1	1	1	2	2	2	1	1	2	2	3	2	1	2	2	2	3	1	1	1	1	2	2
65000	-280.469090165982152	-279.079318265491736	-1.389771900490431	0.000087964639435	0.000037103361894	0.421798601492954	0.572723399130987	1	3	8	7	11	10	11	12	13	12	14	15	14	15	17	17	18	20	18	19	19	19	20	20	19	21	24	23	23	23	22	23	25	23	28	26	27	31	28	29	29	30	30	30	34	0	1	0	0	4	3	6	7	6	6	7	10	10	0	11	8	13	14	8	11	14	0	7	21	16	22	18	22	24	25	21	22	28	24	30	23	22	42	36	32	39	35	39	39	43	1	2	1	1	2	1	1	1	2	2	3	2	1	1	1	3	2	3	4	3	2	1	4	1	1	1	2	2	2	2	2	2	1	2	3	4	3	1	1	2	1	1	1	1	2
65500	-291.339635917652913	-289.841167594122282	-1.498468323530611	0.000103926637960	0.000030733554841	0.295723555045097	0.566444356867305	-1	3	6	7	11	9	10	12	13	12	12	14	14	15	18	17	18	19	17	19	17	18	21	22	22	21	25	22	22	23	22	22	25	23	27	26	27	31	27	28	29	29	30	28	35	0	1	0	0	4	3	6	7	6	6	7	10	10	0	11	7	13	14	11	11	14	0	19	18	20	22	18	22	21	19	14	26	28	29	30	23	32	36	36	28	39	30	44	39	38	1	2	1	1	2	2	1	1	3	2	1	1	1	1	5	3	2	2	2	2	1	1	2	1	1	2	3	2	2	3	3	1	1	1	3	3	4	3	1	3	1	2	1	1	2
66000	-278.695517758081792	-277.253914613794620	-1.441603144287188	0.000116020890600	0.000039999481146	0.344761024835989	0.539947648947788	0	4	6	7	11	10	11	12	12	12	14	14	15	14	18	17	18	19	19	19	18	18	22	21	22	22	23	22	22	24	21	23	26	24	25	25	28	29	28	28	27	30	30	31	33	0	1	0	0	4	3	3	7	6	6	8	9	12	0	7	7	13	14	11	11	14	0	16	21	19	22	21	22	21	25	18	22	28	29	25	23	32	25	20	33	36	35	38	38	44	1	2	1	1	2	2	2	1	2	1	1	1	1	1	3	3	2	2	2	3	2	1	2	1	2	2	2	2	2	1	1	2	2	1	2	1	2	3	5	1	1	4	1	1	1
66500	-281.795033909990309	-280.434184877894836	-1.360849032095453	0.000092656280848	0.000052411147044	0.565651314344877	0.498442398784636	1	4	7	7	12	11	10	13	13	13	13	15	15	15	17	16	19	17	19	19	18	17	22	21	21	22	24	22	23	24	22	23	25	24	26	27	27	29	29	29	29	30	30	31	35	0	1	0	0	4	7	3	7	6	6	6	6	10	0	11	11	10	14	11	11	18	0	25	21	16	22	31	22	21	23	14	22	22	29	16	20	33	36	35	37	36	38	36	39	44	1	1	1	1	2	1	1	3	1	1	1	2	1	1	2	1	3	1	3	3	1	1	1	1	3	2	1	3	3	1	3	3	4	1	4	3	1	1	2	1	2	1	2	1	3
67000	-278.699351966863958	-277.317616073994941	-1.381735892869031	0.000104478794296	0.000046103908923	0.441275277280223	0.550607836185104	1	4	7	7	12	12	10	12	13	13	13	14	16	15	17	17	18	17	15	19	19	18	20	20	21	22	25	22	22	22	23	24	24	24	27	26	26	30	28	28	29	29	31	30	34	0	1	0	0	4	7	3	7	6	6	8	9	10	0	11	11	13	14	8	7	18	0	16	21	19	22	31	22	24	23	21	22	28	29	30	20	26	35	23	28	36	35	44	41	39	1	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	2	1	4	1	1	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	2	4	2	2	1	1	1	3
67500	-291.342023009009722	-289.861945933010986	-1.480077075998712	0.000059443571452	0.000018395103793	0.309454888791757	0.488556570225967	1	3	6	7	9	10	11	12	13	12	13	14	15	15	17	17	18	19	17	19	18	17	21	20	21	19	23	22	22	23	22	23	25	24	27	26	25	30	27	26	28	30	30	30	35	0	1	0	0	4	3	3	7	6	6	7	10	10	0	7	11	13	14	7	19	14	0	7	21	16	22	21	22	24	16	14	22	32	29	25	23	22	36	23	28	36	20	41	36	39	1	1	1	1	1	2	3	1	1	1	1	1	2	1	2	2	2	2	2	1	2	1	5	1	1	2	2	2	1	2	3	4	2	1	4	3	4	1	3	2	1	5	1	2	2
68000	-267.638993420920883	-266.275984966858744	-1.363008454062120	0.000105724510196	0.000055471403526	0.524678746897481	0.731721753271867	0	4	8	8	12	11	9	12	12	13	12	14	15	16	16	18	18	18	19	20	19	19	21	20	22	21	24	23	22	21	22	24	26	24	26	26	27	29	28	28	28	26	30	30	35	0	1	0	0	4	7	3	7	6	9	7	9	10	0	7	15	13	14	7	16	18	0	20	21	30	22	21	22	24	16	18	22	28	24	23	23	32	35	42	28	36	23	39	39	44	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1	5	1	1	1	1	1	1	1	2	2	2	2	2	3	1	2	2	2	1	1	1	2	1	2	1	1	2
68500	-297.919239682400359	-296.541229525929907	-1.378010156470458	0.000069479040907	0.000031400772901	0.451945975233569	0.588171992790911	0	3	7	8	12	10	9	10	13	13	14	14	15	15	18	17	18	18	18	19	17	17	22	21	22	21	24	22	22	24	22	23	24	24	26	26	27	31	29	29	29	27	30	31	34	0	1	0	0	4	7	3	7	6	6	8	10	10	0	11	11	6	14	16	6	14	0	16	21	16	22	24	22	24	23	18	22	26	24	25	20	26	35	20	37	42	23	36	41	39	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	4	1	1	4	1	1	2	3	3	2	2	2	1	1	2	3	2	2	2	4	4	2	5	1	1	4	2	1	2
69000	-286.408213071035277	-284.886959188456160	-1.521253882579141	0.000107845096542	0.000030270017093	0.280680513656205	0.595806667894299	1	3	7	8	11	10	9	12	12	13	13	15	16	16	18	16	18	20	18	20	18	18	22	21	21	21	25	21	22	24	23	23	25	24	28	26	26	27	28	28	29	30	29	30	34	0	1	0	0	4	7	3	7	6	6	7	10	9	0	11	8	13	14	11	11	14	0	20	21	16	22	24	22	21	23	18	22	28	24	38	20	28	36	36	32	39	35	25	39	41	1	1	1	1	2	1	1	2	1	2	2	2	2	1	2	2	2	2	2	2	1	1	1	2	4	1	3	2	1	1	1	3	2	1	1	3	3	1	1	2	1	2	2	1	2
69500	-274.293878719470626	-272.866562290130105	-1.427316429340506	0.000081271448853	0.000029355615922	0.361204535375862	0.572643802773953	0	2	7	7	11	11	11	13	12	13	13	14	14	16	17	17	17	20	17	19	18	18	21	20	22	21	24	23	23	24	24	22	25	24	27	27	27	30	28	28	29	26	29	31	34	0	1	0	0	4	3	3	7	6	6	7	6	10	0	11	7	13	21	7	19	14	0	15	21	16	22	21	22	24	23	18	22	32	24	25	23	28	36	42	37	39	16	36	41	44	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	3	2	1	2	2	2	1	2	1	2	2	3	2	2	2	2	2	2	2	3	3	1	2	1	1	1	6	1	1	1
70000	-279.585759795776312	-278.125724732340927	-1.460035063435410	0.000098594812807	0.000032192511253	0.326513234689136	0.527983796617207	1	3	6	7	11	11	10	13	13	13	14	14	14	15	18	17	17	19	18	19	19	19	21	21	21	21	24	21	23	23	24	23	26	25	27	26	26	28	28	28	29	29	31	30	34	0	1	0	0	4	3	3	7	6	6	8	6	6	0	7	11	10	14	16	19	14	0	16	21	16	22	21	22	24	23	14	22	22	29	20	25	32	30	19	32	36	25	41	38	44	1	1	1	1	2	2	2	1	1	1	1	1	1	1	3	2	2	2	1	1	2	1	2	1	2	2	2	2	1	1	3	2	3	1	4	3	2	2	5	2	2	4	2	1	2
70500	-287.132890933070314	-285.669834785407261	-1.463056147663077	0.000104582311422	0.000033861381490	0.323777329355375	0.622953209759009	1	3	8	7	11	11	11	13	12	13	14	14	15	14	17	17	18	17	18	19	19	18	22	21	22	21	25	22	22	22	23	24	26	24	28	25	27	30	26	29	29	26	30	31	33	0	1	0	0	4	3	3	7	6	6	7	10	6	0	7	11	13	14	7	16	14	0	20	18	20	22	31	26	24	20	14	22	32	29	30	25	22	35	19	37	39	36	36	38	43	1	1	1	1	2	2	2	1	1	1	2	1	2	1	2	1	2	2	3	1	2	1	2	2	2	2	1	1	1	1	4	2	1	1	3	2	4	1	4	1	2	1	2	1	1
71000	-269.671394077131936	-268.241384253858541	-1.430009823273378	0.000093848937494	0.000033590200242	0.357917746743800	0.675251851653583	0	3	7	7	11	10	10	13	12	12	12	14	15	14	16	18	17	19	18	19	18	18	21	21	21	22	25	22	23	22	24	24	24	25	27	25	27	31	29	29	28	29	31	31	35	0	1	0	0	4	3	3	7	6	6	7	10	6	0	11	11	13	14	11	19	14	0	20	21	20	22	21	22	24	20	18	22	26	24	36	16	22	35	41	32	36	35	41	39	44	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	2	2	2	3	1	2	1	1	1	1	2	3	2	1	2	2	3	2	2	1	4	4	2	1	2	2	1	1	1	2
71500	-268.728992617796791	-267.291641580483599	-1.437351037313175	0.000114718172505	0.000040084018063	0.349412976061069	0.572938503972982	0	2	6	7	11	11	9	13	12	13	14	15	15	16	17	18	18	19	19	18	19	18	21	20	22	20	24	23	22	23	22	23	25	24	26	27	28	29	28	27	30	29	30	30	34	0	1	0	0	4	3	3	7	6	6	8	6	10	0	8	11	13	14	20	8	14	0	19	21	16	22	21	26	24	20	14	22	32	29	23	16	22	36	35	32	39	35	35	39	44	1	1	1	1	2	2	2	2	1	1	1	2	2	1	2	2	2	2	1	2	1	1	1	1	2	1	3	2	1	2	3	2	1	2	3	3	5	1	1	2	1	1	2	1	2
72000	-282.115896370056589	-280.637463536172163	-1.478432833884409	0.000085939672941	0.000026707004146	0.310764554158022	0.623155752962408	0	2	6	6	11	10	9	11	12	11	14	14	14	15	17	18	17	20	18	18	18	19	21	21	21	22	25	22	23	22	23	23	25	25	26	26	26	30	28	27	29	29	30	30	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	11	14	0	19	21	20	22	29	22	24	23	18	22	26	24	23	20	32	35	16	28	39	23	39	39	44	1	1	1	1	2	1	2	1	1	1	3	2	2	1	2	2	2	2	1	2	1	1	1	2	1	2	2	2	2	1	1	2	1	2	2	4	2	2	4	1	1	3	1	1	2
72500	-275.772146705400417	-274.362635243496868	-1.409511461903561	0.000096517900225	0.000037233129019	0.385763976758445	0.586966871821328	1	2	7	8	12	12	10	13	10	12	12	14	14	16	18	17	18	18	18	17	19	18	21	20	21	21	23	22	23	23	23	24	26	24	27	26	27	30	29	26	29	30	30	29	35	0	1	0	0	4	9	3	11	3	9	7	10	10	0	16	11	13	14	11	11	14	0	20	21	11	22	24	22	24	23	18	22	32	24	30	25	40	25	36	32	36	35	39	36	44	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	4	1	2	3	2	1	3	3	1	2	2	2	1	4	2	1	1	1	1	2	3
73000	-291.876797601107342	-290.454122302758321	-1.422675298348997	0.000103955455323	0.000038162332825	0.367102743253772	0.522355428165323	0	2	7	8	11	12	10	12	11	13	14	14	16	16	17	17	19	20	19	18	18	18	20	21	21	21	25	21	23	23	23	24	25	25	26	25	27	28	28	28	29	29	31	31	34	0	1	0	0	4	9	3	7	7	9	7	6	10	0	7	11	6	14	16	16	14	0	16	21	19	22	18	22	24	23	24	22	28	24	20	30	32	16	36	37	36	23	39	36	44	1	1	1	1	2	1	2	1	1	1	3	2	1	1	4	2	3	2	1	1	1	1	1	2	2	1	1	3	2	2	1	3	2	2	3	1	2	5	2	1	2	4	2	3	1
73500	-274.062517089463142	-272.392401912409639	-1.670115177053517	0.000080606630098	0.000017183827359	0.213181314463416	0.630374280173357	0	2	7	7	11	10	10	12	13	13	13	14	15	16	16	17	18	20	17	20	18	19	21	21	21	21	24	22	22	23	23	23	25	24	27	26	27	28	28	29	29	30	30	30	35	0	1	0	0	4	3	3	7	6	6	7	9	9	0	11	11	13	14	11	11	14	0	20	21	16	22	21	22	24	20	18	22	32	24	25	23	28	23	35	37	39	38	39	39	43	1	1	1	1	2	2	2	1	2	2	3	1	1	1	2	2	2	2	2	3	1	1	1	2	2	1	3	2	1	2	2	3	1	2	2	3	3	4	1	1	1	1	1	1	2
74000	-265.654522370387042	-264.290776790045186	-1.363745580341851	0.000080110123048	0.000041491301733	0.517928323584931	0.703229932251574	1	3	7	7	11	11	10	12	13	12	13	15	14	15	17	17	17	19	19	18	18	19	22	21	21	21	23	23	22	23	22	23	25	24	27	26	24	31	26	27	29	29	30	30	33	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	20	16	14	0	19	21	16	22	21	22	24	19	18	22	32	27	25	23	28	42	23	37	39	36	41	36	44	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	4	2	1	2	2	3	1	1	2	2	1	1	3	2	2	1	1	2	1
74500	-264.253223509648194	-262.883989539978245	-1.369233969669921	0.000097121091767	0.000047059928874	0.484549010085352	0.536921701887814	1	4	7	7	11	11	9	11	13	12	13	14	14	15	17	17	17	17	18	19	18	18	22	20	22	22	22	23	23	22	23	23	25	23	28	26	25	31	28	27	29	29	30	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	7	16	18	0	20	21	16	22	21	22	24	20	14	22	32	24	36	19	28	36	36	28	36	35	39	41	39	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	5	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	1	3	1	2	1	2	2	1	1	1	3
75000	-263.957237894066395	-262.565582883639252	-1.391655010427152	0.000093579288793	0.000039093327562	0.417756194417534	0.505693907621613	0	3	8	7	11	11	10	12	13	13	12	15	16	16	16	16	17	19	18	18	19	19	21	22	20	21	24	22	23	23	23	23	25	24	27	26	27	28	28	28	29	29	30	30	35	0	1	0	0	4	7	3	7	6	6	7	10	9	0	11	7	13	14	16	11	14	0	19	21	20	22	24	22	24	23	14	22	28	24	23	20	28	30	36	26	39	30	39	39	36	1	1	1	1	2	1	1	2	2	1	1	1	1	1	2	3	1	2	1	3	2	1	1	2	1	1	1	2	1	1	4	2	2	1	4	3	2	3	1	3	1	3	1	1	4
75500	-276.343938714284263	-274.880675064013758	-1.463263650270532	0.000070105184972	0.000022685459068	0.323591743992384	0.632310971053017	0	2	6	8	12	10	11	12	12	12	14	14	15	16	18	18	18	18	18	19	19	17	21	20	22	20	24	22	22	23	21	24	24	24	26	26	28	30	28	27	28	29	30	30	34	0	1	0	0	4	3	6	7	6	6	8	10	12	0	11	11	13	14	11	7	18	0	19	21	23	22	21	22	24	20	18	22	28	29	23	20	32	16	36	32	36	35	36	36	44	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	3	1	1	2	1	1	2	2	2	1	2	2	2	1	1	2	4	2	6	1	2	1	2	3	2	2
76000	-279.142273498740337	-277.748314217598192	-1.393959281142162	0.000098466595465	0.000040669086112	0.413024192822234	0.688137377635573	1	3	8	6	11	11	9	10	13	12	14	14	15	15	16	18	18	18	18	16	19	18	21	19	19	22	24	21	22	23	22	23	26	25	27	25	27	30	29	28	30	29	29	31	34	0	1	0	0	4	7	3	7	6	6	7	10	10	0	11	11	13	14	11	6	18	0	19	18	16	28	21	22	24	25	18	28	32	29	16	20	28	35	35	28	39	36	35	39	44	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	4	6	3	2	1	3	1	2	1	1	1
