step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98
1	-9263.241843287254596	-9270.097331238213883	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698688522240703	1	1	5	5	8	7	9	10	10	12	12	12	14	14	16	16	16	16	16	16	15	18	18	17	18	20	19	19	20	22	20	20	20	22	20	22	22	23	23	21	23	22	23	23	23	24	24	26	25	26	24	26	25	25	26	25	26	27	26	26	27	28	27	30	28	28	29	28	30	29	28	29	30	29	31	30	30	30	31	31	32	32	33	32	33	33	34	36	37	36	37	38	37	40	41	40	41	41	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	4	3	4	5	5	6	6	6	7	7	8	8	8	8	8	8	7	9	9	8	9	10	9	9	10	11	10	10	10	11	10	11	11	11	11	10	11	11	11	11	11	12	12	13	12	13	12	13	12	12	13	12	13	13	13	13	13	14	13	15	14	14	14	14	15	14	14	14	15	14	15	15	15	15	15	15	16	16	16	16	16	16	17	18	18	18	18	19	18	20	20	20	20	20
500	-1154.680368291132709	-1161.535856242091995	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.164116750048918	0	2	6	6	8	6	10	10	8	10	13	12	11	14	16	16	16	15	15	14	15	18	16	17	15	20	19	18	20	23	19	18	17	20	21	22	21	24	22	19	23	22	22	21	23	23	25	26	26	25	22	27	25	23	26	25	26	28	26	27	28	28	28	31	28	29	29	29	30	29	27	28	30	30	31	29	31	31	32	32	33	33	31	32	33	34	33	37	38	36	38	39	37	40	41	41	40	41	0	1	2	1	2	0	5	9	6	9	8	8	8	8	11	9	10	9	10	13	9	14	13	25	10	17	33	14	20	17	25	23	13	18	23	28	28	26	40	33	33	31	33	18	40	32	29	33	45	38	20	18	32	44	53	43	9	10	20	13	44	13	44	43	18	28	10	37	18	28	9	16	43	25	16	55	44	8	9	33	55	18	18	18	46	37	18	81	46	45	40	32	25	65	9	9	46	39	1	1	2	3	4	1	1	1	2	1	2	1	1	2	1	5	3	7	2	2	4	3	2	1	3	2	1	2	3	3	2	2	5	3	3	2	2	2	2	1	5	2	2	3	3	3	3	6	2	1	5	8	4	1	1	2	10	9	8	13	5	12	5	7	9	7	13	4	6	6	10	8	5	10	7	2	5	14	14	11	5	13	9	8	9	8	12	2	9	10	13	17	11	7	19	20	12	13
1000	-767.772645646788305	-774.628133597747706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.331611089465068	1	2	4	5	8	7	8	9	10	12	11	13	14	14	17	16	15	17	16	15	13	19	18	17	18	19	18	19	21	20	20	19	21	22	19	22	20	23	22	22	24	22	24	22	23	24	25	25	26	27	24	26	25	25	25	25	26	26	26	26	25	28	27	31	28	28	29	27	30	28	29	28	31	29	31	29	30	30	32	32	32	33	33	32	34	32	34	35	37	36	37	38	37	41	41	40	41	41	0	1	2	1	1	0	2	6	8	8	9	9	8	8	14	21	12	14	12	9	9	12	10	11	8	16	19	18	35	10	14	23	19	24	13	28	25	42	32	32	31	33	29	13	32	39	29	37	53	38	20	48	45	44	40	25	61	46	48	44	44	45	54	51	36	44	32	44	70	46	44	55	47	43	40	45	44	63	39	51	45	44	55	48	70	57	65	70	70	83	58	32	65	88	30	70	70	70	1	1	1	2	4	1	3	1	1	3	1	1	2	4	2	1	1	2	2	2	2	3	4	3	5	1	1	2	1	5	3	1	2	3	3	2	1	1	2	2	2	1	2	4	2	1	2	2	1	1	6	1	1	2	1	2	1	1	1	2	1	3	1	4	3	3	4	3	1	3	6	2	3	3	4	2	4	2	6	7	5	5	4	3	3	4	2	3	7	2	7	12	5	3	13	9	6	7
1500	-666.109243640237423	-672.964731591196824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.427148628887305	0	1	4	6	8	7	9	10	11	12	13	13	15	15	16	16	16	16	15	17	15	17	18	18	19	20	20	19	20	22	19	20	20	22	20	23	23	23	23	22	23	21	24	24	23	23	25	23	26	26	21	26	26	26	26	25	26	27	25	24	27	27	26	30	29	29	28	27	29	29	28	29	30	29	32	30	31	29	32	31	32	31	32	31	34	34	34	36	37	35	37	38	36	40	40	41	40	41	0	1	2	1	3	0	5	6	6	8	9	10	10	10	11	21	12	14	9	13	9	17	14	9	19	31	15	17	20	27	16	23	8	35	10	40	32	31	32	32	42	31	51	48	32	40	51	33	40	42	23	48	40	48	39	51	44	39	48	48	54	45	44	43	62	63	55	48	58	58	63	62	47	56	72	55	63	63	46	47	62	66	49	63	70	66	76	85	46	87	46	87	83	88	8	79	85	88	1	1	2	2	1	1	1	2	2	1	1	1	2	3	2	1	2	1	3	1	2	1	2	3	2	1	2	2	2	1	2	2	5	1	4	1	2	2	2	2	1	1	2	1	1	1	2	2	3	2	2	2	2	2	1	2	1	3	1	1	1	3	1	3	1	2	1	2	1	2	2	1	3	3	1	3	2	2	4	2	2	1	2	2	2	3	2	1	8	1	8	2	2	3	15	7	2	3
2000	-588.205542857525529	-595.061030808484929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531280966431878	0	1	5	5	7	8	9	10	11	13	12	12	14	15	16	16	16	16	15	16	15	17	18	17	18	20	18	19	20	22	21	19	20	22	18	22	22	24	24	22	23	23	22	24	22	24	25	23	25	24	25	26	25	25	26	24	25	27	27	25	27	29	27	31	28	29	29	28	30	28	29	30	30	30	31	28	30	30	31	31	33	31	34	32	33	32	35	37	38	36	38	38	38	39	41	40	41	42	0	1	2	1	2	0	5	6	8	8	8	8	8	9	11	13	12	9	8	13	9	17	20	18	13	18	9	23	27	13	16	27	14	16	20	28	23	31	36	32	31	31	29	48	32	40	43	37	40	41	43	48	32	44	45	29	48	53	57	48	52	45	60	56	53	63	55	44	58	46	59	55	47	56	76	55	59	63	70	43	55	66	76	71	79	82	83	85	70	87	69	90	83	85	62	89	88	88	1	1	2	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	2	1	2	1	1	1	2	1	4	1	1	3	2	1	3	3	2	2	3	2	1	2	1	2	1	1	1	1	2	1	1	1	2	2	3	1	2	2	1	1	2	2	1	3	1	3	1	2	2	2	2	2	1	2	3	3	2	1	2	2	2	4	3	2	3	2	1	1	1	2	7	1	5	1	2	3	6	1	2	3
2500	-569.279065085240518	-576.134553036199918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558814396647720	1	2	4	6	7	7	9	10	11	13	13	12	15	11	15	16	16	17	17	14	16	19	17	15	19	20	18	18	20	22	21	20	20	23	21	22	21	24	23	21	24	22	22	23	23	24	24	24	25	25	25	26	26	25	26	26	26	27	26	25	27	28	27	30	28	29	29	27	30	29	27	29	28	29	31	30	30	31	31	31	32	32	33	32	32	34	34	36	37	36	37	39	37	40	41	40	41	42	0	1	2	1	2	0	2	6	8	14	8	8	10	8	11	12	12	14	13	12	13	14	20	12	19	18	11	12	23	17	17	28	25	16	29	40	28	31	40	28	42	31	35	37	32	32	43	37	39	42	43	37	40	48	45	51	44	49	48	44	57	55	52	51	55	63	62	57	58	58	52	53	51	56	62	62	63	63	70	73	55	77	75	63	70	78	83	79	69	87	88	87	83	88	90	88	91	94	1	1	1	3	2	1	4	1	1	1	2	2	1	1	1	2	1	3	1	1	1	5	2	2	1	1	2	3	1	2	2	2	1	2	1	1	2	2	1	2	1	1	1	1	2	2	2	3	2	2	2	3	3	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	1	1	2	2	1	1	3	4	1	1	3	2	1	3	2	2	1
3000	-550.183517965971987	-557.039005916931387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663427638450958	0	1	4	3	6	7	9	10	9	12	12	13	14	13	15	16	16	15	16	16	15	18	18	17	18	20	19	19	20	22	21	21	20	20	21	21	22	23	24	22	23	22	24	23	23	25	24	26	25	26	23	27	25	25	26	26	27	27	27	26	27	28	28	28	28	27	28	29	29	29	29	29	30	29	29	31	30	31	31	30	31	33	34	31	33	34	34	37	36	37	38	39	37	40	40	41	42	41	0	1	2	1	3	0	3	9	6	9	6	9	8	9	11	21	10	10	13	13	9	12	13	18	19	16	17	20	23	24	16	28	25	16	29	28	36	31	36	32	42	26	29	37	28	45	51	44	40	26	29	44	32	44	53	47	44	46	54	37	48	45	66	56	55	48	55	52	46	46	66	45	47	64	55	53	66	63	70	47	55	84	72	63	58	82	76	85	85	87	89	87	83	89	90	91	91	94	1	1	2	1	1	1	2	1	1	2	2	2	2	3	1	1	2	2	1	1	3	3	2	1	1	2	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	3	2	2	2	2	1	1	2	2	1	2	1	3	1	1	1	1	1	1	2	2	1	3	3	1	1	3	2	2	1	3	3	1	2	1	3	1	2	2	2	2	1	2	1	1	2	1	2	1
3500	-549.484272525295069	-556.339760476254469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598718958912759	0	1	4	5	8	7	10	9	11	12	13	12	14	15	16	17	16	17	16	16	15	19	18	18	18	19	19	20	21	21	20	20	21	22	21	22	22	24	23	21	24	21	22	23	23	24	24	26	25	26	25	26	24	26	26	26	26	27	27	27	28	28	27	30	28	29	30	28	30	29	28	30	30	29	31	30	30	31	32	29	32	33	32	31	34	32	34	36	37	37	37	39	38	40	40	40	41	41	0	1	2	1	3	0	5	6	8	9	9	9	10	10	11	21	12	13	14	13	13	17	10	13	19	16	17	17	14	24	23	23	25	26	13	29	28	42	32	32	31	31	29	37	40	32	43	44	39	42	36	44	23	44	45	43	44	46	57	52	44	55	44	47	55	44	53	48	70	58	54	62	29	51	76	62	48	71	70	51	62	84	67	77	70	63	83	46	79	87	85	90	83	91	90	88	91	89	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	2	2	1	1	1	2	3	3	1	1	1	2	3	1	1	1	2	1	3	1	1	2	1	1	2	1	1	1	1	3	2	2	2	2	2	1	3	2	1	2	2	2	1	1	2	1	2	2	1	3	2	1	1	2	1	1	4	2	1	1	2	2	2	2	2	1	1	1	2	2	1	6	2	2	1	1	2	1	1	2	2	2
4000	-569.835529278875129	-576.691017229834529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605070557235174	1	2	4	4	8	6	10	10	10	12	12	12	14	14	16	16	16	17	16	16	14	18	19	17	18	20	18	18	21	22	20	21	20	21	20	22	23	24	23	20	23	22	20	22	21	24	25	27	25	26	24	25	26	25	25	25	26	28	25	25	28	29	26	30	28	27	30	29	30	30	28	30	30	30	31	30	30	30	32	31	33	32	33	32	33	34	34	36	36	36	37	38	37	40	41	39	40	38	0	1	2	1	3	0	3	6	6	9	9	8	10	10	11	14	13	10	10	10	8	17	20	12	20	16	12	8	43	24	18	40	25	26	28	40	28	41	32	23	42	16	23	28	40	39	43	44	32	38	43	44	40	37	45	29	54	49	37	44	52	55	37	56	55	37	65	48	58	58	63	62	47	51	62	62	48	57	70	73	62	66	75	78	70	78	83	85	85	87	89	90	83	98	90	88	91	89	1	1	1	1	2	1	3	2	2	1	1	2	1	1	3	1	1	3	2	3	2	1	2	2	1	2	3	3	1	2	2	1	2	1	2	1	2	1	1	1	1	4	1	2	1	1	2	2	2	1	2	2	3	1	2	2	1	2	1	2	2	2	2	3	2	3	1	1	2	2	1	1	3	4	2	1	2	2	1	1	2	2	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	1
4500	-552.159173877580542	-559.014661828539943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653282477892752	1	2	4	5	8	7	9	10	11	13	13	13	13	14	17	15	17	15	15	17	16	17	17	16	18	19	20	19	19	22	21	20	19	22	21	22	22	24	23	22	23	22	23	23	23	24	25	26	25	26	24	26	25	25	26	26	26	27	26	26	28	27	27	30	28	28	29	28	30	30	28	28	30	29	31	29	30	31	31	31	32	32	33	32	34	33	34	35	36	36	37	38	37	40	41	38	41	42	0	1	2	1	3	0	3	6	8	9	8	8	9	12	12	12	12	12	13	9	16	12	12	13	14	13	33	23	20	14	17	17	19	17	23	20	28	42	32	32	31	26	29	37	20	32	43	44	45	38	29	44	32	44	53	43	44	46	44	44	52	55	44	56	62	52	53	48	58	58	52	62	51	56	62	62	66	77	70	73	62	78	67	71	70	84	81	79	85	87	88	83	83	85	90	88	91	94	1	1	1	2	2	1	2	2	1	2	2	2	1	1	2	1	2	1	1	2	1	2	1	1	2	2	1	2	1	4	3	2	2	2	2	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	3	2	2	1	1	1	2	3	2	2	1	1	2	2	1	1	2	1	2	2	1	1	3	1	3	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	3	2	1	2	1
