step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-844.047405659932565	-853.098249040383962	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.048086351133523	2	1	1	1	4	3	2	3	4	3	3	4	6	6	8	8	6	7	14	11	8	7	6	10	7	8	7	10	8	10	9	7	8	7	11	11	9	9	8	11	8	10	10	8	9	9	10	9	10	11	10	10	12	10	11	10	10	11	10	11	13	15	11	11	11	11	14	15	12	12	15	14	14	12	13	16	14	13	20	15	15	17	15	15	17	15	16	18	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-405.124905792880213	-414.175749173331553	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.206017718409628	2	1	-2	-1	5	2	2	2	5	0	4	4	7	5	7	8	5	7	13	12	5	7	7	10	7	8	6	10	9	10	10	7	8	3	9	8	9	10	6	12	8	11	5	9	9	9	11	4	10	10	8	11	11	10	11	9	7	11	10	12	13	15	10	12	9	12	15	12	13	12	14	13	12	9	13	15	15	13	21	14	14	15	13	15	15	15	16	16	10	3	0	3	7	2	10	3	34	4	6	2	5	8	9	27	2	14	54	37	48	14	5	41	27	57	43	25	57	29	36	39	17	7	14	27	41	23	21	38	22	31	48	39	12	23	26	8	27	39	25	24	29	29	37	33	27	37	41	52	70	61	26	57	51	28	54	29	42	30	69	74	39	18	64	74	71	66	87	83	83	83	38	75	83	75	64	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-263.340501988174651	-272.391345368625991	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994515016306844	2	1	-1	2	4	4	1	4	4	3	4	5	7	6	8	7	6	7	14	12	6	8	6	10	8	8	7	10	8	9	9	5	9	8	10	12	9	10	9	5	7	10	9	8	9	9	11	10	11	7	10	10	12	11	11	9	10	9	9	12	12	11	10	9	10	11	14	16	12	10	15	12	14	12	13	14	14	9	13	14	16	13	13	12	15	11	16	14	3	3	0	7	1	4	3	1	10	7	10	4	12	40	14	10	9	23	79	56	12	23	11	26	27	9	6	18	11	44	29	11	6	50	15	42	26	31	22	8	5	26	40	17	15	32	78	37	43	8	37	29	66	13	65	16	44	13	41	45	39	24	22	41	27	44	72	76	42	59	79	51	49	47	62	78	53	26	43	52	51	60	60	35	54	30	19	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-276.426618733301041	-285.477462113752381	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997345019242660	2	2	-1	2	4	3	1	1	5	3	4	5	7	5	7	8	4	7	13	11	8	8	6	8	7	6	8	11	6	10	10	8	8	8	11	10	7	6	9	4	7	9	11	7	4	10	6	9	5	12	11	7	11	11	12	10	9	12	10	9	11	14	11	5	12	9	6	14	12	13	15	13	14	12	14	16	12	13	20	16	15	17	14	12	16	16	15	19	7	8	0	7	8	4	3	3	17	8	1	10	45	6	49	13	1	47	56	56	17	23	17	26	64	6	47	44	10	32	23	13	67	9	46	34	9	12	16	7	49	49	60	9	2	37	64	25	10	28	15	64	66	10	44	29	25	53	37	13	42	70	21	1	57	33	40	59	31	84	62	20	69	27	53	70	59	53	85	43	55	76	42	54	62	71	78	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-267.631077899061893	-276.681921279513233	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995686876279150	2	2	0	1	4	4	2	4	5	3	4	5	6	7	8	9	6	6	14	9	8	8	6	11	7	6	8	10	9	11	10	6	7	8	8	12	9	8	3	11	4	9	10	8	9	8	10	9	8	12	8	11	12	11	12	9	10	7	11	11	11	14	10	10	12	10	13	14	12	13	11	14	13	10	10	15	13	13	19	15	13	17	15	14	15	13	16	15	4	4	0	3	1	1	3	1	6	4	39	39	6	26	32	44	5	12	16	10	7	25	6	45	9	11	26	46	9	45	46	9	12	23	14	63	9	26	7	16	10	51	38	23	46	13	11	46	13	29	32	32	31	44	59	26	48	8	74	37	43	52	14	38	48	34	30	70	43	50	6	53	57	44	20	70	31	75	87	72	71	83	65	28	28	54	11	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-255.087685823740571	-264.138529204191912	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985728840060637	3	1	0	2	4	1	2	3	4	3	3	5	7	6	8	8	6	7	15	10	8	6	5	11	7	8	4	11	7	9	7	6	7	7	11	11	10	9	8	5	9	10	10	9	6	10	7	9	7	11	9	8	12	10	11	10	10	11	7	11	13	14	11	12	12	8	13	14	11	9	14	13	15	10	11	16	14	8	18	16	15	18	13	12	17	16	16	19	4	3	0	3	11	3	6	7	2	6	4	2	12	40	34	45	27	40	72	44	14	11	7	44	12	59	4	51	32	26	12	7	23	12	54	74	66	45	47	11	15	25	59	15	12	49	32	16	8	57	23	45	42	16	38	48	33	15	14	49	75	67	56	75	46	34	64	64	78	18	83	69	77	18	70	73	21	49	73	71	53	68	69	24	72	81	19	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-269.277805163695803	-278.328648544147143	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999167359151337	3	2	1	2	4	3	3	4	5	2	3	5	7	6	4	9	5	5	14	12	8	7	3	11	6	4	6	11	8	11	10	7	8	8	10	11	6	9	9	12	7	10	10	8	8	9	8	8	10	11	9	11	12	11	11	11	11	10	10	10	11	15	11	8	12	12	14	12	13	9	16	15	12	12	13	15	14	10	18	14	13	17	16	14	17	13	15	19	2	3	0	3	7	10	10	11	5	3	3	11	7	9	1	41	1	6	30	31	22	1	4	78	26	11	3	34	22	29	32	14	5	25	21	29	9	15	33	51	1	29	64	8	37	45	1	32	33	46	14	37	39	58	33	45	44	34	34	38	70	69	49	14	63	60	24	57	35	47	77	74	42	60	66	49	68	44	67	69	1	83	80	45	66	61	19	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-268.798718030907480	-277.849561411358820	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983762007471162	3	1	-3	0	5	4	2	3	4	4	4	4	6	6	7	9	5	6	14	9	7	5	7	10	7	8	6	9	8	9	10	6	7	6	12	11	8	8	9	10	8	6	10	8	10	9	8	10	11	12	10	7	13	11	11	10	2	11	11	11	14	14	10	8	11	11	15	14	13	11	12	14	13	12	13	15	14	14	21	13	13	18	12	16	18	16	16	17	7	4	0	3	2	57	4	2	1	7	7	57	5	9	57	52	11	1	69	37	22	9	13	20	10	12	12	23	13	11	16	17	13	11	36	46	27	21	52	38	42	11	32	5	29	25	42	21	33	63	64	2	36	21	39	47	3	15	38	24	20	49	38	27	16	34	61	40	71	28	56	30	54	26	60	60	45	71	85	56	50	61	47	77	76	59	73	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-264.742324266090861	-273.793167646542202	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985188897995463	3	1	0	1	3	1	3	2	4	3	1	5	4	5	8	5	6	5	15	10	8	6	7	9	7	8	4	6	4	11	7	4	6	8	11	10	10	10	9	12	7	9	11	8	10	10	10	9	11	12	8	11	11	11	11	10	11	11	9	12	11	13	11	9	11	10	14	14	9	12	15	14	13	11	13	14	14	12	18	13	16	17	15	13	18	14	15	18	3	3	0	3	3	3	2	3	7	2	3	10	11	7	25	32	27	10	57	64	25	18	9	34	2	41	8	14	1	59	12	6	13	13	69	64	42	39	41	51	33	31	37	23	22	31	31	23	66	20	28	59	46	46	64	21	24	69	15	52	46	53	56	18	51	25	73	53	14	65	62	84	58	64	63	64	54	24	19	50	71	75	50	58	53	50	68	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-268.402748944197356	-277.453592324648696	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986726103511472	3	1	0	2	5	4	1	3	4	2	4	3	7	6	7	8	7	8	14	11	9	7	4	11	5	8	6	8	9	11	6	8	8	8	9	12	9	8	9	12	5	11	9	8	10	8	10	8	6	11	9	9	13	10	11	9	11	9	10	9	12	16	8	11	10	12	12	13	13	13	16	14	13	13	14	17	15	12	17	16	14	9	15	15	15	14	16	16	4	3	0	2	1	2	3	7	1	3	10	10	8	12	41	27	49	41	20	82	46	25	4	16	8	14	5	12	13	52	6	14	8	9	48	38	16	4	16	65	9	25	15	14	39	25	39	41	11	29	15	17	50	43	28	32	29	28	82	49	55	75	22	60	39	63	55	61	36	16	85	70	26	66	61	80	86	59	74	83	78	18	74	18	32	78	72	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
