step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52
33000	-270.248383320479604	-279.299226700930944	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976037185533551	0	3	9	13	22	19	13	26	17	24	21	34	20	24	15	27	21	31	33	28	34	31	26	34	27	35	31	40	41	39	41	37	41	31	44	43	36	44	47	44	37	45	46	64	42	53	59	52	48	49	50	61	0	1	1	2	9	15	3	7	4	9	15	13	7	9	3	15	9	16	10	13	23	16	11	17	15	18	23	37	32	16	22	12	12	10	26	12	18	28	29	28	24	27	19	51	30	39	49	31	36	42	33	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33500	-277.442814701004181	-286.493658081455521	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.941069125598524	0	9	5	14	18	18	25	22	19	26	24	36	15	24	17	33	24	28	30	28	28	35	10	28	32	30	34	38	31	40	39	38	47	31	45	42	40	40	37	44	43	37	54	63	55	57	58	51	56	52	55	62	0	1	1	1	4	23	5	23	23	4	6	18	2	13	4	17	6	15	11	6	6	24	3	17	29	8	17	10	11	27	17	34	38	14	22	42	17	34	29	12	31	26	40	47	33	50	43	35	50	36	40	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34000	-273.426690963255908	-282.477534343707248	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.954814343864475	1	8	5	18	22	18	22	22	12	20	24	35	19	27	14	30	25	30	29	34	35	32	28	35	30	35	29	28	38	40	36	38	42	34	37	35	23	43	38	41	46	40	42	60	51	49	58	50	53	52	48	63	0	1	1	3	10	15	6	6	2	9	6	17	9	7	3	8	13	37	10	28	18	5	10	23	17	14	5	11	22	16	18	8	22	16	26	14	13	20	36	24	43	27	30	51	41	33	41	39	38	33	39	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-286.040879030122483	-295.091722410573823	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995644067255170	2	11	9	23	16	17	12	21	13	25	21	26	20	25	22	30	26	29	15	34	32	36	25	37	29	31	27	39	37	42	37	32	22	38	44	22	36	41	44	44	39	49	36	57	48	52	55	50	43	48	53	57	0	1	1	6	3	7	3	9	3	15	19	5	7	9	1	23	33	15	7	25	15	27	8	16	6	4	13	32	26	22	26	15	7	43	28	3	25	22	38	24	14	38	13	46	31	35	51	35	28	41	40	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35000	-271.346664726431243	-280.397508106882583	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.953553295792706	-4	6	7	13	24	20	18	19	21	28	16	24	23	21	22	29	25	31	35	35	29	35	29	34	24	29	31	44	35	40	41	36	46	42	46	35	28	39	44	40	40	47	52	54	46	51	59	43	56	54	62	57	0	1	1	2	7	11	11	4	3	9	3	7	7	11	7	13	9	6	7	26	8	5	13	21	11	25	12	40	15	23	29	27	24	30	34	23	25	37	20	17	26	29	28	31	41	40	50	41	35	45	47	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
35500	-276.097416339495396	-285.148259719946736	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964155812910135	2	8	5	14	23	15	23	22	9	18	14	30	18	22	26	31	19	27	37	26	31	39	29	32	32	28	35	41	31	34	39	33	43	36	48	42	38	13	44	42	37	45	47	53	51	54	65	56	45	50	60	65	0	1	1	2	13	2	38	13	3	2	9	8	38	10	8	15	6	4	14	13	8	27	14	20	20	10	24	21	20	15	24	11	41	32	36	41	5	3	32	24	16	36	34	45	43	22	46	50	40	43	44	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36000	-272.025334186861869	-281.076177567313209	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.948798399230051	0	6	5	16	20	18	23	12	23	18	12	36	22	23	25	32	24	26	37	29	30	37	30	34	28	30	33	33	34	36	40	40	42	45	47	41	36	38	48	36	45	36	49	53	54	53	56	52	46	53	60	49	0	1	1	2	11	11	5	2	10	3	1	21	4	6	13	17	10	8	26	13	13	27	5	21	18	18	14	18	23	23	23	40	22	32	22	30	9	25	31	24	36	9	34	35	49	34	19	34	12	34	46	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
36500	-270.231122584673699	-279.281965965125039	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950268213966126	3	11	7	18	26	13	21	23	19	22	19	36	24	25	17	29	23	25	32	35	32	36	28	35	21	33	36	43	39	34	37	40	45	45	44	34	38	42	44	44	46	49	39	62	55	50	61	54	50	49	53	67	0	1	1	6	17	3	9	9	6	9	3	23	7	2	2	10	7	15	5	13	7	19	25	21	4	14	23	36	26	5	30	20	37	37	22	7	30	19	23	21	37	37	12	49	50	35	45	37	39	36	29	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37000	-267.607085670056790	-276.657929050508130	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998270959275649	2	7	10	19	25	20	21	22	13	24	10	36	16	19	27	23	20	23	34	33	31	39	26	37	22	29	32	38	37	40	39	39	37	41	45	42	32	33	47	44	38	51	48	59	48	48	57	52	47	54	60	59	0	1	2	9	25	9	13	3	2	17	1	27	3	9	25	13	9	9	23	23	18	21	4	20	4	8	10	20	26	15	38	5	26	21	28	41	26	4	31	29	8	30	41	47	22	31	45	35	33	31	46	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37500	-282.775151331898087	-291.825994712349427	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969065956404686	1	5	6	11	20	10	15	15	15	13	19	30	23	20	21	26	12	31	34	28	38	39	28	28	27	24	34	40	40	35	33	38	45	36	46	38	41	36	26	38	31	46	51	56	55	54	53	50	49	41	54	63	0	1	1	3	4	3	4	2	2	3	9	39	8	17	8	11	6	26	20	11	27	12	15	26	14	10	20	16	7	20	24	41	31	12	27	12	34	41	5	41	5	34	29	33	42	43	35	35	22	34	29	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-270.236929571785083	-279.287772952236423	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984068215327970	2	9	4	18	16	15	22	21	16	29	23	32	21	25	25	12	26	25	32	33	37	32	27	37	29	35	33	39	39	35	37	38	43	43	44	40	40	33	47	33	30	52	38	56	46	54	66	50	53	48	51	65	0	3	1	2	16	2	5	4	2	14	4	8	1	5	5	2	9	5	15	13	40	17	11	38	8	38	18	38	27	17	27	22	10	12	26	12	20	18	26	13	13	45	38	50	36	28	44	34	45	29	35	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38500	-271.872068793440235	-280.922912173891575	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991483402166812	2	10	5	17	9	16	17	20	21	28	20	27	20	25	12	29	27	24	33	33	32	37	30	36	13	34	27	42	37	38	42	30	42	40	47	35	28	42	42	45	46	48	38	59	48	56	62	51	55	56	61	67	0	3	1	2	3	15	15	4	7	11	3	11	2	9	5	27	8	13	14	32	11	27	11	17	3	10	13	26	20	19	26	27	22	21	39	15	7	19	17	34	39	40	26	49	23	41	48	31	38	35	46	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39000	-278.598234439619318	-287.649077820070659	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996194570737700	-1	7	7	18	22	10	23	25	21	26	18	36	15	25	22	31	18	33	38	35	34	34	30	36	29	30	29	38	35	30	37	31	24	44	52	38	37	41	43	42	38	42	46	51	49	55	62	41	44	47	53	50	0	1	1	3	17	3	6	17	3	5	13	23	2	5	17	8	6	8	21	27	25	10	8	33	11	9	10	24	8	15	23	11	9	19	43	12	25	31	41	32	21	28	40	43	34	45	46	12	12	20	41	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39500	-263.401303558805239	-272.452146939256579	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996324729948585	3	10	8	16	22	14	16	23	14	26	24	36	22	21	21	28	26	27	27	29	34	38	27	36	30	36	24	42	32	38	37	39	45	42	49	44	35	34	50	43	39	44	49	60	55	52	64	42	51	56	60	63	0	3	1	2	6	2	3	14	3	5	3	29	9	7	7	8	11	27	9	15	23	18	27	18	18	20	15	37	13	38	16	20	34	21	28	41	11	17	22	24	30	22	42	46	49	26	39	37	34	39	46	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-275.762290887442418	-284.813134267893759	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.959244945025916	2	9	8	12	11	16	23	18	19	22	21	28	21	25	21	25	24	30	34	33	33	36	29	38	32	29	31	37	33	39	35	42	40	40	43	36	37	29	44	45	44	51	45	57	45	49	62	51	51	54	61	53	0	1	1	3	3	5	8	5	6	9	6	6	8	8	6	15	8	15	14	26	13	23	13	20	14	16	10	26	18	23	38	21	17	31	14	7	26	13	19	32	18	46	34	48	34	32	39	35	25	27	40	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-266.181217419176676	-275.232060799628016	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997791916047885	-1	10	7	18	12	20	20	20	16	23	15	27	25	29	27	25	28	20	33	33	32	36	29	29	24	31	33	34	37	36	37	33	44	39	46	44	29	41	42	45	34	44	53	54	48	51	62	50	42	56	58	66	0	3	1	2	2	5	2	5	3	8	5	8	6	16	8	9	4	5	23	16	15	15	8	25	6	13	12	25	23	12	28	37	38	24	34	22	18	32	19	31	17	30	19	34	36	40	43	38	28	39	46	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41000	-266.708137071268141	-275.758980451719481	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950206037384933	-1	9	4	18	14	14	24	16	22	28	20	31	20	23	24	30	18	30	32	34	34	37	26	37	26	32	35	35	38	34	38	36	37	32	48	41	34	38	45	47	41	50	52	42	54	41	58	47	52	53	62	66	0	1	1	2	2	2	2	2	5	4	5	23	6	5	17	15	5	8	7	34	25	10	9	16	4	9	18	18	34	5	12	18	26	16	21	27	14	21	41	31	27	46	48	33	36	33	45	31	21	46	47	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41500	-270.060807617112403	-279.111650997563743	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978182036803584	2	12	10	20	21	17	19	20	19	28	16	33	22	21	23	27	26	16	35	27	38	33	26	37	27	31	34	24	40	39	37	41	49	38	46	28	36	44	49	43	41	40	50	53	52	44	62	42	50	46	54	67	0	1	1	2	6	3	2	18	3	13	3	5	11	11	7	7	8	3	23	9	22	20	9	5	5	20	5	6	12	27	6	26	37	12	41	4	23	34	46	30	19	36	48	38	48	32	45	26	32	42	50	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-269.774642028581582	-278.825485409032922	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997523402957101	1	10	9	21	21	17	22	25	18	17	14	30	19	28	20	32	28	32	28	32	27	37	24	33	30	36	28	34	40	37	40	39	35	43	47	33	36	38	48	45	33	48	40	56	44	50	61	45	49	57	60	64	0	1	1	10	3	3	10	15	2	11	3	4	1	5	11	15	5	21	4	21	6	36	9	8	8	41	3	7	27	20	12	36	27	38	31	14	19	16	30	22	14	26	38	45	24	29	50	26	28	46	48	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42500	-265.684510026818316	-274.735353407269656	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996408629905480	2	9	8	18	17	13	19	18	20	28	17	33	24	26	16	26	19	29	34	27	39	31	26	33	28	34	22	41	33	41	36	31	44	46	48	46	31	44	44	40	44	50	49	55	50	50	63	54	52	52	61	51	0	1	1	3	6	2	6	2	11	5	2	20	17	8	2	15	6	27	14	9	24	11	27	20	9	18	8	12	18	16	32	17	23	38	19	41	7	19	12	19	19	34	39	34	39	38	48	45	41	41	48	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43000	-256.307831817236206	-265.358675197687546	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982847006841917	-2	8	7	20	15	15	23	19	13	12	18	31	18	25	20	28	24	31	28	30	31	39	27	38	33	32	35	32	39	38	40	36	45	44	42	36	32	42	46	43	45	38	46	58	52	48	61	53	51	52	56	67	0	1	1	6	2	2	8	10	3	3	2	16	5	4	5	4	10	23	7	8	17	20	8	18	23	19	12	16	20	25	19	28	28	31	30	20	23	28	37	36	27	19	24	45	33	35	50	43	30	41	45	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43500	-270.831888493433269	-279.882731873884609	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996035308882536	3	6	9	16	16	15	16	24	15	28	21	35	21	21	15	30	10	29	32	26	30	26	25	27	23	19	33	41	38	33	40	33	48	34	51	37	34	39	44	44	37	43	52	58	50	56	63	52	55	49	55	63	0	1	2	3	2	3	3	5	1	11	15	23	4	6	1	22	1	14	20	9	20	25	3	8	9	5	10	12	24	16	12	22	34	24	33	16	20	32	27	12	21	30	28	50	42	35	46	42	29	29	40	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-263.083220979020155	-272.134064359471495	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995604593009259	2	8	8	11	16	16	18	23	17	27	21	27	24	24	21	29	23	29	31	35	29	40	26	32	21	35	32	38	35	38	40	41	39	44	46	42	33	41	46	40	43	46	37	52	58	52	66	45	42	53	60	66	0	1	1	1	3	1	4	9	4	13	5	25	15	7	4	11	5	11	17	21	14	16	25	12	7	21	11	18	23	24	24	27	23	40	31	28	12	16	28	26	33	43	12	33	46	35	44	38	37	24	39	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-270.286646698224615	-279.337490078675955	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992770154830045	2	6	9	16	18	14	25	19	12	26	20	25	23	20	22	24	12	28	28	24	35	34	29	34	29	35	30	38	36	40	41	33	46	44	42	38	36	34	38	49	42	45	45	56	53	52	58	51	50	49	61	62	0	1	1	6	3	3	8	6	2	8	3	6	3	6	14	4	3	12	15	17	27	23	15	10	20	25	7	19	25	21	26	14	39	23	7	32	7	10	23	21	27	39	30	48	36	34	45	30	36	41	45	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-273.162199911510243	-282.213043291961583	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986631658456149	0	7	10	15	24	12	20	18	19	25	16	26	21	25	20	31	27	26	34	35	33	36	25	30	30	33	26	44	36	34	37	34	29	40	47	40	34	27	42	46	46	42	36	60	51	52	57	48	52	51	60	65	0	1	2	2	4	2	3	6	1	13	3	13	6	4	4	18	8	11	33	24	33	26	11	17	23	17	4	32	5	25	25	33	11	24	43	19	18	13	26	17	19	31	27	45	35	17	49	36	41	39	40	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-277.202440784029363	-286.253284164480704	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962686796953147	3	11	6	21	25	18	22	14	19	25	22	34	22	28	20	28	25	21	29	32	36	35	30	22	16	31	35	41	37	34	40	38	39	40	47	44	36	34	47	45	38	45	49	60	51	55	61	38	55	49	51	63	0	3	1	6	24	2	6	1	25	9	9	5	25	10	8	11	4	8	18	5	26	16	5	6	2	10	14	16	5	17	22	30	12	17	41	12	22	17	36	33	27	17	36	36	37	39	49	27	32	30	50	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-264.668170737942148	-273.719014118393488	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988542965440139	3	8	9	14	22	16	22	24	14	26	15	23	22	25	18	28	24	22	29	37	36	36	31	38	30	34	37	41	33	36	36	37	42	35	47	43	37	39	43	43	43	37	50	55	57	51	67	52	40	50	60	64	0	1	1	2	15	9	6	9	3	7	2	6	11	12	9	8	13	4	14	19	19	26	17	12	14	17	13	26	12	19	16	29	31	19	49	38	16	21	23	30	49	7	32	33	48	40	45	41	30	40	46	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46500	-270.402583558189917	-279.453426938641257	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.977996377183478	2	8	11	21	17	14	16	22	21	27	18	26	22	19	14	21	30	25	30	28	34	33	30	34	28	32	25	35	38	35	41	37	44	39	39	39	39	44	43	47	40	47	50	57	53	53	61	35	40	52	62	67	0	1	1	2	3	2	3	5	2	13	1	16	6	6	1	3	12	11	16	11	12	10	13	20	16	12	7	17	28	17	24	5	32	17	12	17	30	30	30	36	18	41	36	40	33	40	45	19	19	40	45	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47000	-261.957144627057119	-271.007988007508459	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974273889402401	2	6	8	19	20	14	20	15	21	21	21	33	20	28	17	31	21	24	29	31	30	29	23	37	25	32	29	41	38	34	36	37	42	39	45	42	37	38	43	42	44	46	50	54	53	57	50	52	52	55	45	58	0	1	1	8	8	3	6	2	8	8	6	27	6	4	3	13	8	15	13	17	17	23	11	23	15	10	18	37	21	25	18	14	32	21	29	38	20	12	19	16	12	36	39	47	36	45	35	47	41	41	26	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47500	-268.906008724329752	-277.956852104781092	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973478205044981	3	9	8	18	23	12	23	25	21	27	18	23	25	24	23	28	17	25	28	35	34	39	29	29	29	32	31	39	38	31	39	40	42	45	45	43	36	40	37	34	38	47	46	57	52	52	64	50	49	55	44	65	0	1	1	6	2	3	2	9	17	12	2	3	5	11	11	17	2	17	11	24	8	27	12	4	15	19	13	18	25	24	21	21	20	40	31	39	27	16	20	23	27	13	36	50	51	36	50	36	34	49	31	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48000	-265.049756469062856	-274.100599849514197	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979760115406176	1	4	5	14	19	11	25	22	17	21	17	33	22	25	18	27	22	26	29	29	32	33	31	36	28	33	33	41	32	40	34	41	47	41	47	37	38	36	44	44	36	44	45	60	47	48	59	53	51	53	50	61	0	1	1	6	11	3	5	15	6	4	6	7	4	8	6	15	15	17	9	9	7	16	15	19	17	25	8	23	16	24	14	22	24	26	37	20	27	22	27	27	8	32	37	33	41	30	45	45	27	40	34	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48500	-271.224086591966000	-280.274929972417340	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991143458375441	3	12	9	20	22	16	18	25	22	20	24	36	11	26	24	25	24	28	30	35	34	40	29	38	27	29	31	40	38	43	36	33	44	46	47	43	32	41	41	27	39	51	46	55	49	53	68	43	48	53	64	60	0	1	1	3	7	13	2	10	2	3	4	19	1	9	3	4	10	15	17	26	15	12	15	18	11	3	15	37	26	28	23	16	22	21	29	41	18	20	18	10	32	49	30	30	48	45	51	31	30	34	42	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49000	-256.454576304505849	-265.505419684957189	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980973283033147	3	8	10	15	20	15	19	18	19	27	17	27	21	21	25	31	27	26	35	34	35	32	31	34	28	32	24	37	37	39	34	35	46	42	49	42	38	42	48	47	41	47	51	59	55	55	66	52	47	54	59	66	0	1	1	2	4	3	3	2	3	15	2	7	4	11	11	18	14	8	16	26	17	12	10	27	8	17	8	24	17	31	5	12	21	28	21	30	12	28	22	20	25	30	33	45	21	39	49	34	34	40	50	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49500	-257.398358618692896	-266.449201999144236	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983117805004397	2	8	8	15	16	17	20	18	21	28	18	32	22	28	26	29	25	20	34	33	35	35	23	34	27	31	32	40	40	38	30	34	44	40	44	46	29	42	46	41	43	48	43	61	51	55	58	53	50	57	54	60	0	1	1	2	2	2	5	4	6	23	2	16	4	9	23	13	11	4	10	23	15	31	8	10	11	17	15	32	23	27	5	25	28	22	21	40	7	26	34	32	14	35	28	46	41	27	48	42	43	45	39	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
