step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96
24500	-730.785897081551070	-729.009009892174049	-1.776887189377040	0.000126006990509	0.000022956163147	0.182181663528784	0.788732267694582	4	0	8	10	9	13	14	19	12	22	22	17	21	27	22	24	29	29	31	26	26	28	26	31	31	25	30	30	35	29	31	30	41	31	31	31	33	38	31	35	32	32	28	30	39	38	40	34	38	35	29	36	35	35	37	35	41	38	36	38	39	37	42	38	40	47	45	41	46	46	46	41	43	37	45	48	43	44	46	34	50	54	46	43	51	50	46	58	53	57	58	58	58	65	64	77	2	0	1	1	2	3	9	7	0	8	8	7	6	9	8	12	26	11	0	11	16	21	9	13	26	8	12	13	41	16	11	21	37	23	21	12	9	17	13	19	43	30	15	20	41	27	29	27	35	27	10	37	35	31	34	43	37	36	21	52	27	36	56	22	24	77	20	56	49	57	47	80	64	36	41	84	45	80	36	27	79	78	52	60	79	66	36	47	86	74	0	66	47	86	89	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	4	1	1	2	1	2	1	2	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	2	1	2	4	2	2	1
25000	-762.436444480704267	-760.819480791142382	-1.616963689561895	0.000100668103521	0.000023445344256	0.232897446517746	0.702997615515423	2	-4	7	7	6	11	15	21	12	17	22	19	22	28	25	24	32	26	22	30	28	30	23	27	34	26	29	25	33	30	35	28	44	26	33	31	29	34	30	35	33	27	30	35	36	39	36	29	37	30	31	36	37	37	33	39	35	40	42	40	33	31	38	36	42	44	48	36	44	48	47	40	39	41	35	48	48	41	43	46	49	48	37	42	42	48	45	55	47	47	57	56	58	62	66	76	2	0	1	1	1	3	9	10	0	7	10	7	6	23	8	12	26	11	0	11	12	16	9	13	8	12	12	13	21	16	11	42	26	16	22	12	26	17	24	19	42	12	34	11	27	32	43	16	35	15	10	29	35	11	43	55	37	36	36	83	48	37	42	32	39	83	20	35	49	57	83	83	64	25	42	84	83	72	68	78	69	80	29	52	53	83	25	84	29	21	0	78	89	86	92	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	2	1	3	1	1	2	1	1	1	3	2	2	1	2	1	2	2	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	2	2	5	1	1	2	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	1	1	2	3	2	1
25500	-718.140976155223370	-716.256855013251084	-1.884121141972336	0.000100254116394	0.000015901733371	0.158614268848152	0.774623610334594	4	-1	1	8	6	9	16	22	11	19	23	20	21	21	27	24	25	29	27	27	25	27	28	29	36	26	29	32	28	26	28	30	41	28	32	32	34	35	33	36	33	34	32	32	34	41	40	30	39	35	30	37	38	36	38	40	38	35	36	36	35	35	44	36	39	40	43	42	47	45	43	47	39	41	42	44	42	38	49	44	50	49	44	49	44	52	53	55	47	55	55	55	59	65	63	71	3	0	2	1	2	3	9	10	0	7	10	7	6	9	8	12	10	11	0	11	12	12	14	13	15	8	21	13	11	12	11	16	23	21	16	22	23	10	24	19	29	30	34	20	29	21	59	34	38	26	8	29	42	11	43	43	38	35	32	29	48	23	68	32	39	38	44	35	53	57	66	75	64	64	38	42	29	60	53	78	69	78	41	66	53	79	69	84	83	74	0	80	82	86	86	0	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	4	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	3	1	2	2	1
26000	-743.978899543666330	-742.307447575745755	-1.671451967920534	0.000109728453859	0.000023342463129	0.212729354218994	0.772089467918028	0	-4	7	7	4	13	18	21	11	19	23	22	24	32	24	27	25	29	25	25	24	26	20	27	36	27	31	32	33	29	33	29	38	31	28	38	30	34	31	38	35	32	39	34	41	36	38	36	40	29	31	37	36	34	37	37	44	36	34	38	35	34	42	40	41	49	44	42	47	46	46	45	41	39	42	42	41	40	45	46	43	48	48	47	52	52	47	56	48	52	56	50	58	58	54	69	2	0	1	1	2	3	9	10	0	7	10	7	6	23	10	12	8	11	0	11	12	21	9	13	27	10	16	13	15	21	50	21	26	35	21	34	26	17	24	19	22	30	34	20	41	62	50	61	53	17	10	22	35	11	26	34	33	35	12	41	26	23	25	32	39	77	44	53	49	57	52	78	32	32	52	52	26	26	68	78	35	78	52	76	55	89	81	76	78	83	0	71	84	82	76	0	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	2	1	3	1	1	2	1	1	1	1	2	2	2	1
26500	-690.526692176768961	-688.546975285335293	-1.979716891433699	0.000124941412305	0.000017719331873	0.141821126767192	0.808707787907576	3	-2	7	7	0	13	17	19	12	23	23	21	17	30	25	26	26	26	28	30	24	29	25	29	37	27	32	30	34	24	33	29	39	31	33	33	35	32	31	36	34	30	36	36	41	41	40	32	38	30	33	30	36	35	37	40	41	37	40	37	35	40	43	36	35	41	45	41	40	45	45	44	43	39	38	51	40	41	42	39	52	51	43	45	52	50	47	60	55	56	52	55	58	65	62	72	2	0	1	1	2	3	9	7	0	8	8	7	6	23	8	21	10	11	0	11	12	21	9	13	35	8	21	13	52	12	11	12	37	21	32	22	14	17	24	19	52	23	51	11	41	64	43	42	36	15	26	21	16	31	34	35	37	36	16	52	48	37	53	32	39	29	20	49	64	57	77	78	64	32	29	84	52	80	59	29	71	78	59	66	79	71	69	93	86	74	0	72	76	93	93	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1
27000	-733.220221043583592	-731.148998777437100	-2.071222266146474	0.000108812881840	0.000013973652336	0.128419099832965	0.848163351169233	3	-1	7	9	5	9	24	20	14	19	24	22	23	28	25	29	29	28	24	25	28	26	27	27	35	28	33	32	33	25	34	28	36	28	32	36	31	33	31	32	34	32	31	29	38	38	33	36	39	31	35	34	38	39	37	37	42	38	40	42	33	37	44	39	36	46	39	40	43	48	48	43	33	40	47	52	46	42	38	36	51	47	50	43	52	49	52	57	52	55	51	52	57	61	63	72	2	0	1	1	2	3	8	9	0	9	8	8	4	8	10	30	10	15	0	8	8	7	8	13	38	15	16	13	22	9	50	22	37	22	30	50	23	8	13	19	50	22	12	20	41	38	34	61	35	15	8	50	35	31	41	47	33	50	22	41	30	37	17	41	39	60	44	35	16	57	63	80	32	73	52	86	60	80	35	52	36	72	75	41	79	66	69	76	75	74	0	78	76	78	71	0	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	3	2	1
27500	-733.011277414251254	-730.997963164607199	-2.013314249644108	0.000111850271789	0.000015282726076	0.136635573893167	0.723446153517410	4	2	8	10	4	13	16	20	14	18	22	21	22	29	23	27	28	30	29	27	24	27	26	26	32	26	33	34	31	26	36	28	34	26	29	34	33	35	31	38	34	36	37	31	39	40	35	36	33	36	29	32	34	34	39	41	40	37	43	38	32	39	27	33	44	47	45	39	48	47	43	49	42	39	40	42	48	44	46	45	51	52	41	49	49	45	45	56	47	54	52	55	58	56	63	76	2	0	1	1	2	3	9	10	0	7	10	10	4	9	10	21	8	11	0	11	12	21	9	13	10	8	22	13	16	12	54	21	23	12	21	63	23	25	24	19	29	49	35	11	41	36	34	61	35	15	8	29	35	11	36	47	37	36	68	49	34	37	8	32	39	71	44	53	49	57	29	80	64	32	29	52	76	29	53	60	69	80	41	66	68	41	53	86	83	73	0	78	84	89	72	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	2	1	2	1	2	2	1	1	1	2	1	2	1	2	2	1	1	1	3	2	1	2	1
28000	-722.818095153157856	-721.268142979487948	-1.549952173669860	0.000104244321046	0.000027535386516	0.264142796839436	0.784382715639505	3	1	8	7	8	12	19	22	16	21	24	22	21	28	28	25	31	30	31	31	27	24	28	27	31	25	30	32	31	30	35	30	40	28	33	31	32	35	30	36	35	33	35	37	38	40	39	33	28	32	31	34	36	38	39	38	42	34	43	38	33	34	27	38	43	50	44	34	45	45	43	42	46	34	41	49	42	38	45	45	42	46	51	43	53	52	49	55	47	48	53	48	58	62	57	75	2	0	1	1	2	3	9	10	0	7	10	7	6	9	10	12	63	11	0	15	12	12	9	13	8	10	12	13	22	12	10	12	23	12	49	21	25	17	24	19	29	30	25	20	52	32	34	34	16	26	63	29	68	31	25	43	37	49	22	29	34	37	10	32	39	71	44	49	53	57	45	78	59	32	41	84	32	25	81	78	68	72	41	60	23	89	69	76	77	74	0	78	92	95	86	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1
28500	-787.319541256729167	-785.688330408233128	-1.631210848496082	0.000141837551243	0.000032232642427	0.227250415315865	0.818734892509533	4	-1	6	10	7	10	19	16	12	22	22	22	17	19	27	26	29	24	25	29	28	30	28	23	30	28	28	30	32	25	34	28	41	28	26	31	25	33	32	37	35	28	32	35	41	35	39	33	33	35	32	35	35	36	37	35	37	38	32	40	35	37	40	35	43	43	40	42	49	44	40	43	38	37	44	49	45	43	42	41	50	50	50	46	51	41	51	60	52	56	57	51	53	59	64	76	2	0	1	1	2	3	8	9	0	8	8	7	6	9	8	12	10	11	0	7	12	16	9	13	15	10	12	13	22	12	7	12	62	16	12	21	9	17	24	19	29	30	34	11	59	16	64	29	35	7	25	29	35	20	34	34	14	49	7	22	43	37	25	15	39	60	50	53	66	57	52	86	64	49	36	84	52	71	86	52	71	80	79	60	52	52	69	76	71	79	0	72	83	83	89	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	2	3	1	1	1	1	1	2	2	1	3	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	3	2	1	1	2	2	1	2	1	2	2	1
29000	-750.487206931469927	-748.367707882053196	-2.119499049416767	0.000138833467432	0.000016962818031	0.122181044275970	0.780746361379793	5	-2	9	9	7	13	23	21	13	16	20	21	23	30	27	29	29	30	29	31	26	25	27	28	30	26	33	32	29	28	34	27	42	29	30	32	34	34	32	39	35	33	38	32	40	35	40	33	33	37	35	37	36	30	33	38	36	36	33	39	31	34	43	39	42	47	44	37	48	44	43	43	41	38	36	50	46	40	46	42	51	47	50	44	53	50	49	53	42	54	55	51	60	63	57	72	2	0	1	1	2	3	10	10	0	9	10	10	6	23	8	21	15	11	0	15	12	12	9	13	15	8	16	13	7	22	54	12	37	21	21	21	23	17	24	19	29	7	27	20	41	14	34	61	21	25	17	41	49	11	34	21	42	42	16	41	34	59	68	59	39	60	44	49	53	23	52	78	64	59	42	60	78	56	49	78	49	80	60	52	69	60	73	84	41	46	0	82	83	86	76	0	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	2	2	1	1
29500	-733.808130023346166	-732.012906575777379	-1.795223447568737	0.000102473274189	0.000018210449687	0.177709259624042	0.830951789687860	5	2	8	11	7	13	23	21	11	16	19	20	20	31	26	27	29	28	29	33	24	29	26	29	36	26	31	31	31	31	32	31	43	25	29	42	32	36	32	37	35	28	35	37	34	39	27	36	35	29	34	34	32	38	35	33	44	38	39	38	31	34	43	35	44	45	48	42	43	37	45	44	37	39	39	47	38	38	44	45	49	49	46	49	52	44	48	53	53	51	57	57	57	65	67	71	2	0	1	1	2	3	9	10	0	9	10	9	6	22	8	21	10	26	0	11	12	16	21	13	51	10	16	13	12	42	10	21	23	12	12	22	23	35	24	19	29	21	47	20	29	64	34	61	53	26	17	29	16	31	47	34	70	35	55	41	35	23	52	16	39	60	44	49	49	23	60	78	32	73	35	60	45	62	49	78	69	78	29	52	79	60	35	76	60	74	0	78	84	89	92	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	2	1	1	3	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	2	2	1	2	2	1	1	1	2	1	1
30000	-755.310302919266519	-752.989946776873467	-2.320356142393091	0.000119993639401	0.000012101353842	0.100849960899993	0.697980609013422	4	0	9	7	6	13	24	21	15	19	23	19	18	32	25	27	30	27	28	30	27	30	24	25	27	24	30	30	30	28	33	25	37	30	32	38	25	37	33	37	31	34	34	33	37	40	37	31	33	29	30	33	37	36	34	38	41	37	43	37	37	40	41	38	36	45	47	40	46	46	45	36	33	36	43	50	43	45	49	43	51	52	49	48	53	52	51	52	52	47	55	55	55	59	68	76	2	0	1	1	2	3	10	9	0	9	8	9	6	7	8	10	15	10	0	10	12	16	10	13	26	10	21	13	10	12	11	10	37	12	21	21	8	8	24	19	10	30	34	20	41	51	43	7	21	15	8	12	49	31	7	49	33	35	21	41	48	33	17	12	39	47	44	49	68	57	29	52	34	73	34	66	52	72	53	72	68	80	22	60	35	66	68	83	84	74	0	78	76	89	86	0	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	3	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	2	2	1	1	2	1	1	1	3	1	1	2	1	1	2	2	3	2	3	1	1	1	2	2	1	2	1	1	3	1
30500	-772.485979980589036	-770.810135878410165	-1.675844102178862	0.000113267961300	0.000023928750433	0.211257889329398	0.780466532177413	4	-1	7	7	2	9	13	23	9	19	18	21	21	26	25	26	26	28	29	22	22	28	29	27	30	16	32	33	31	27	30	28	38	27	27	32	29	34	32	35	35	32	33	37	31	39	40	36	37	36	31	37	33	35	37	37	44	38	42	40	35	38	38	40	43	42	45	39	46	45	39	37	35	37	41	36	49	42	42	43	48	49	47	43	51	42	47	50	48	53	49	43	60	66	61	74	2	0	1	1	2	3	9	10	0	26	26	7	6	26	10	7	8	11	0	11	7	21	14	13	26	7	21	13	16	21	11	21	23	21	16	22	14	17	24	19	29	30	34	20	22	25	34	43	53	8	10	29	35	31	43	16	14	53	16	41	12	37	25	22	39	60	44	49	53	33	16	29	32	27	56	29	56	72	52	72	49	92	41	60	53	76	59	84	60	74	0	72	52	89	89	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	2	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	3	2	1	2	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	4	2	2	1
31000	-716.448255097167930	-714.572766918399566	-1.875488178768387	0.000112408652011	0.000018019474871	0.160303273355166	0.795453708117995	2	-4	6	6	9	11	17	18	14	22	21	22	22	27	25	26	28	24	18	30	26	30	25	27	34	25	28	30	32	28	30	29	40	30	34	30	34	31	30	35	26	34	33	33	38	37	39	30	31	34	29	36	33	34	38	41	43	39	39	36	35	34	29	38	37	46	43	42	39	46	38	47	43	42	41	49	46	39	44	43	50	50	47	46	48	49	48	60	55	57	51	48	43	63	62	69	2	0	1	1	4	3	9	7	0	8	8	7	6	9	10	12	8	11	0	11	12	16	9	13	63	10	12	13	41	12	11	21	23	21	51	16	23	8	24	19	12	30	51	20	62	32	43	12	12	51	8	41	49	31	61	34	33	60	60	51	48	23	10	32	24	52	44	35	53	57	29	80	64	64	52	84	71	45	68	78	83	80	25	52	79	77	79	60	86	74	0	78	60	89	88	0	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	2	1	2	2	2	1	1
31500	-730.332367377042260	-728.870368386313544	-1.461998990728740	0.000101428222028	0.000032936525504	0.324727426402475	0.708816727789616	4	0	8	11	10	11	15	18	13	21	24	20	15	26	19	22	28	27	27	27	27	28	27	26	33	24	29	30	31	25	34	30	40	28	31	41	22	32	32	35	34	32	32	36	41	37	41	34	37	24	34	33	38	37	29	36	46	34	42	38	38	36	39	40	43	44	47	39	48	45	44	47	43	41	48	46	47	42	46	45	50	48	40	48	49	45	50	52	50	57	53	54	60	65	56	77	2	0	1	1	2	3	9	7	0	15	8	7	6	37	8	12	10	11	0	11	12	12	37	13	15	10	16	13	21	16	11	12	23	12	16	16	9	17	24	19	29	30	34	20	60	42	43	42	35	10	26	37	35	31	16	43	33	35	42	31	52	23	26	32	39	63	44	35	53	33	52	80	74	32	36	60	66	41	49	63	35	72	32	83	49	52	69	86	66	74	0	72	76	89	72	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	3	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	2	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	3	1	1
32000	-742.801347468600511	-741.212024140050744	-1.589323328549741	0.000115491444265	0.000028266870156	0.244752936776550	0.730695228019098	4	0	9	9	9	15	17	20	14	21	24	19	23	31	27	29	31	27	26	27	27	27	25	29	35	25	28	34	29	28	37	29	38	29	32	37	34	30	33	36	33	31	34	36	36	35	37	33	38	34	28	34	35	39	36	34	43	38	42	40	37	36	42	41	43	42	39	43	44	47	46	40	43	35	45	51	43	37	47	47	46	48	48	45	40	47	49	55	53	57	55	54	50	64	68	75	2	0	1	1	2	3	9	7	0	8	8	7	6	9	10	12	21	10	0	11	10	12	7	13	35	8	10	13	12	12	21	12	37	21	12	16	23	26	24	19	14	30	22	20	41	14	56	21	53	21	10	29	35	21	34	34	33	35	36	52	48	23	25	16	39	41	20	49	36	57	36	78	21	21	60	84	41	29	68	60	49	72	68	66	35	63	69	93	86	32	0	86	77	21	83	0	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	2	1	1	2	2	1	2	2	2	1	1	2	1	1	1	1	4	1	1	2	4	2	1
32500	-742.425943342140954	-740.471191490415208	-1.954751851725773	0.000123584875469	0.000018030730073	0.145897546153791	0.688662352120172	-1	-3	1	6	5	12	16	19	11	21	24	20	21	26	23	27	25	29	29	28	27	26	26	25	33	24	32	31	34	30	35	28	33	26	33	39	32	36	33	32	28	34	38	31	39	37	36	31	39	33	31	36	38	38	33	42	36	38	36	40	37	36	33	33	41	44	47	36	47	44	45	45	45	39	41	47	40	45	48	42	47	51	49	43	49	47	52	58	53	53	55	55	59	64	62	74	2	0	1	1	2	3	9	7	0	8	10	7	6	8	8	12	10	11	0	11	12	12	26	13	26	10	21	13	41	22	11	22	23	12	16	16	23	17	24	19	12	30	29	20	42	21	34	21	34	34	15	41	38	31	23	47	37	37	34	52	48	23	21	32	39	60	20	35	68	57	77	80	64	64	29	84	29	80	49	29	46	80	66	35	36	56	81	76	55	74	0	80	60	82	88	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	3	1	2	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	1	2	4	3	1	2	4	2	1	1
33000	-737.741773185243574	-736.276690021618265	-1.465083163625323	0.000098595548116	0.000031745489515	0.321976905871034	0.761826095826358	5	-3	8	10	10	12	18	23	13	19	22	19	22	28	27	24	27	30	24	30	26	24	20	28	37	28	28	30	34	27	32	28	35	31	25	42	30	38	31	38	36	29	37	36	39	40	38	35	37	32	34	32	33	37	37	38	42	38	39	42	32	36	41	35	37	47	46	37	48	46	49	48	42	39	45	49	46	43	43	44	49	49	38	41	48	49	43	58	51	55	59	51	59	65	63	77	2	0	1	1	2	1	9	10	0	9	10	9	6	23	8	12	10	11	0	11	22	12	9	13	53	8	12	13	52	23	11	16	37	21	10	25	23	17	24	19	52	22	61	20	29	55	53	61	21	15	15	14	30	31	22	42	33	35	16	41	7	26	8	32	39	47	44	35	84	57	77	78	64	64	60	84	47	55	41	78	49	78	29	29	79	41	35	76	86	73	0	80	76	88	36	0	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	1	2	1	1	2	1	3	1
33500	-725.769397947915081	-724.141822992814582	-1.627574955100541	0.000100172466265	0.000022905842525	0.228664056893118	0.676320142812790	2	0	10	10	6	12	23	23	9	14	16	22	18	17	19	26	29	29	26	32	27	31	30	28	34	24	33	33	34	27	34	28	40	30	33	34	34	35	33	37	31	34	33	28	41	39	41	35	36	33	32	36	39	38	38	38	42	39	29	40	32	36	42	34	38	47	44	43	43	44	43	47	41	40	40	46	40	46	44	43	50	50	42	48	51	51	49	57	48	56	52	54	45	61	65	76	2	0	1	1	2	3	15	10	0	9	10	15	6	9	10	12	26	26	0	44	16	30	7	13	8	15	21	13	41	12	44	12	23	21	21	21	23	17	24	19	16	43	34	11	51	64	34	61	35	44	10	41	49	31	27	34	33	49	16	52	34	23	31	32	24	56	27	49	49	57	77	80	32	27	29	56	29	80	53	52	69	80	52	93	79	89	79	93	83	74	0	78	52	83	86	0	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	3	2	1
