step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
10000	-437.436455685352882	-444.291943636312283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488968415507896	-1	1	7	6	8	10	10	12	12	14	18	19	20	21	21	21	22	22	22	23	23	23	23	23	24	24	24	26	27	26	27	27	28	27	28	29	28	29	31	30	31	31	31	32	32	33	34	33	32	35	35	36	35	35	35	36	36	37	37	37	37	38	39	39	41	41	42	45	43	46	44	45	44	46	48	49	0	1	4	2	4	3	4	7	4	7	10	10	12	11	13	12	14	14	13	19	12	15	0	12	11	19	21	14	18	24	25	26	34	27	18	25	25	13	30	35	35	32	32	43	39	39	28	40	36	42	29	53	45	40	40	49	38	56	53	45	54	50	56	60	63	64	64	67	64	66	67	67	67	73	70	74	1	1	1	2	1	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	3	1	1	2	3	1	1	2	3	2	2	2	1	2	2	2	3	4	2	1	2	2	2	1	1	1	4	2	2	1	5	1	2	3	2	2	3	1	1	3	1	2	2	1	1	2	1	2	2	2	1	2	1	2	1	2
10500	-416.212852416097405	-423.068340367056805	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.793254370599539	0	2	5	7	8	10	10	11	14	12	18	21	19	21	22	20	20	21	21	22	21	22	22	23	24	23	25	26	26	26	26	26	28	25	30	29	28	26	30	30	31	31	31	31	33	33	33	33	32	35	32	36	36	34	36	36	36	35	38	37	38	37	38	39	41	41	41	44	43	46	46	46	44	46	48	50	0	1	1	3	4	3	5	7	6	6	8	13	11	13	13	13	13	13	13	19	13	14	0	21	19	19	16	34	25	24	25	25	28	21	37	32	26	34	34	37	29	25	28	30	44	39	34	40	32	48	40	45	45	40	54	49	46	49	53	53	54	50	56	52	63	64	64	67	67	68	68	68	67	73	66	74	1	1	3	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	3	2	1	2	1	2	2	2	2	2	2	4	2	2	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2
11000	-443.914195228801532	-450.769683179760932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553575652021041	-1	1	7	5	9	10	10	11	13	12	16	20	19	21	21	22	22	23	21	20	22	22	23	24	25	24	25	26	24	28	27	26	28	27	28	29	28	29	31	31	31	30	29	30	31	33	34	33	32	35	33	35	36	35	33	36	35	37	38	35	36	38	37	40	40	42	41	45	44	47	45	44	44	44	49	48	0	1	4	1	3	3	4	7	3	7	10	11	11	12	20	15	15	15	20	13	12	13	0	21	29	19	16	21	14	24	25	25	28	28	25	25	29	33	19	32	35	32	34	30	44	28	33	39	35	51	36	45	45	32	42	54	46	56	53	45	35	50	49	60	63	64	64	66	64	72	67	64	67	64	70	73	1	1	1	2	1	2	2	1	3	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	3	1	1	1	1	2	2	2	1	4	2	1	2	1	1	1	2	3	1	3	1	2	2	3	4	1	1	1	1	1	2	3	2	3	2	1	1	1	2	2	1	2	2	2	2	1	3
11500	-429.306908488411295	-436.162396439370696	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666936406654205	-1	1	7	5	9	10	11	12	13	14	18	19	20	22	23	20	22	22	23	21	22	22	22	24	24	23	24	26	27	27	27	25	27	27	28	28	29	30	31	29	31	31	31	32	33	31	34	33	32	33	35	35	35	35	36	37	35	35	35	37	37	38	38	40	40	42	42	44	44	47	46	45	45	45	49	49	0	1	4	1	3	4	4	6	5	8	10	11	12	11	13	11	13	12	20	12	13	12	0	21	14	20	14	21	25	28	32	25	21	18	32	25	32	28	33	36	31	15	28	30	30	36	38	35	35	31	48	45	45	48	54	58	43	49	45	53	48	61	56	45	63	64	64	67	67	66	68	68	69	64	70	73	1	1	1	2	1	2	3	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	2	2	2	2	2	1	1	2	4	2	3	4	1	2	2	2	4	1	1	2	1	1	1	2	2	1	1	3	1	1	4	1	1	1	1	1	2	1	1	1	3	1	2
12000	-431.589017457645696	-438.444505408605096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654881505938941	-1	0	5	4	9	11	10	11	13	14	17	20	21	22	23	21	21	23	22	21	23	21	23	23	25	22	25	26	26	26	26	23	29	27	27	28	29	29	32	30	31	31	30	31	33	32	35	33	32	33	33	36	35	35	34	36	36	35	36	36	37	36	38	37	40	41	42	44	44	45	45	45	45	45	48	49	0	1	1	2	3	5	3	7	3	8	10	11	12	22	13	12	12	20	20	12	17	12	0	12	32	20	16	21	32	24	25	12	34	21	31	18	35	34	38	35	35	35	28	30	44	43	39	41	42	36	42	45	45	48	40	41	46	41	45	53	54	55	56	53	63	64	64	66	67	66	66	67	64	67	70	68	1	1	2	2	2	1	2	1	4	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	3	2	2	2	2	2	2	2	3	1	1	2	1	1	2	2	2	2	1	1	2	2	2	3	1	1	1	2	1	2	2	2	1	1	3	2	1	5	2	1	2
12500	-433.180126635868646	-440.035614586828046	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598179057390260	-1	1	7	5	8	10	11	12	13	14	18	20	20	21	22	21	22	22	23	22	23	23	21	24	24	24	25	25	26	28	26	27	29	27	29	29	26	29	31	30	30	29	30	31	32	32	34	33	30	34	32	36	35	36	35	35	36	36	38	36	37	38	38	39	40	41	42	43	43	45	46	45	44	45	47	50	0	1	2	1	3	5	3	7	3	3	10	11	11	13	12	13	13	12	20	12	15	14	0	21	22	19	16	24	25	24	25	25	28	28	25	25	25	28	34	42	32	25	34	30	30	34	39	40	32	48	32	45	45	48	51	32	43	49	53	45	54	29	49	53	56	64	66	67	64	73	73	67	64	67	70	74	1	1	4	3	1	1	3	1	3	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	2	1	2	2	1	2	2	1	2	2	2	2	2	3	1	2	2	1	2	2	2	2	2	3	2	2	2	2	1	7	3	2	1	1	1	1	2	1	1	1	3	1	1	2
13000	-404.344364473583425	-411.199852424542826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693645888808853	0	2	5	6	8	10	10	12	14	14	18	20	21	21	22	22	21	22	22	23	22	23	22	23	24	23	24	25	27	28	25	25	28	26	30	30	29	29	31	31	31	31	29	31	33	32	35	33	32	35	35	35	35	36	34	36	35	36	36	35	38	37	38	40	40	42	42	44	44	45	45	46	44	45	48	48	0	1	2	2	4	4	5	7	6	8	10	11	12	11	12	13	11	11	13	19	12	14	0	21	15	17	16	21	25	34	25	25	28	20	32	32	31	21	28	35	29	34	30	38	44	33	39	40	35	48	40	44	45	48	42	49	46	35	52	45	51	50	56	52	63	64	64	64	64	66	64	67	66	73	70	74	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	3	2	2	3	3	1	2	2	1	1	1	2	2	1	1	1	2	3	1	2	2	2	2	3	1	1	2	2	1	2	1	1	1	2	2	1	1	3	1	1	1	2
13500	-427.092841848824946	-433.948329799784347	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513498821226833	0	1	7	6	8	10	10	13	14	14	18	20	20	21	22	21	21	22	23	20	22	22	22	23	24	23	26	25	26	28	26	26	28	27	29	30	28	29	32	31	32	30	31	31	33	33	34	33	32	34	35	35	35	35	35	36	36	37	37	37	37	37	38	40	39	41	42	44	44	46	45	45	44	45	48	49	0	1	1	2	4	5	3	7	6	7	8	11	11	12	20	13	11	12	15	10	13	14	0	21	18	13	16	24	21	24	25	25	21	28	31	31	29	24	28	31	35	25	21	30	30	38	38	38	36	36	32	45	45	35	42	49	46	41	53	53	51	36	56	45	63	45	66	67	67	67	68	67	64	64	70	73	1	1	3	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	1	4	1	1	1	1	1	2	2	1	2	2	1	2	3	1	2	2	1	3	3	2	2	2	4	2	2	2	2	1	1	2	4	2	1	4	2	2	2	3	1	1	1	4	1	4	1	4	1	2	1	2	1	1	2	3	1	2
14000	-439.036185442513556	-445.891673393472956	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530670500075424	-1	1	6	5	8	11	10	12	13	13	18	19	20	21	21	21	22	23	21	22	22	22	23	22	25	22	25	26	27	26	26	25	28	27	30	28	29	29	31	31	32	29	31	31	34	32	34	32	32	34	32	35	33	36	34	36	37	36	37	37	37	36	39	39	40	42	42	44	43	46	46	45	44	45	48	49	0	1	2	2	1	5	5	7	4	8	10	11	12	12	12	13	13	10	11	12	13	14	0	15	15	12	16	21	31	24	32	15	28	18	31	31	29	24	33	42	40	31	34	30	53	30	38	42	35	35	37	45	44	51	37	49	46	35	52	52	51	50	42	45	63	52	64	67	67	66	67	64	67	73	70	68	1	1	3	2	4	1	1	2	3	1	2	1	1	1	1	1	1	5	2	1	1	1	1	1	2	2	2	2	1	2	1	1	1	2	2	1	1	4	2	1	1	2	2	3	1	2	3	2	1	2	2	1	1	2	2	2	2	3	1	1	3	1	5	2	1	3	1	2	1	2	2	2	1	1	1	3
14500	-443.572859327982599	-450.428347278941999	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574781790826536	0	1	7	5	8	10	10	12	11	14	17	19	20	21	21	22	21	22	23	21	22	22	22	23	24	24	26	25	26	27	26	27	28	28	29	29	29	28	30	31	31	30	29	32	33	31	34	33	33	34	33	36	32	34	34	33	35	36	37	37	35	37	38	39	41	41	41	44	43	46	46	44	43	46	48	50	0	1	4	1	1	3	5	4	4	7	10	8	12	11	13	12	12	15	20	13	14	14	0	21	18	20	16	21	25	28	25	25	21	21	29	25	25	28	43	37	32	32	38	30	53	39	38	40	35	36	40	53	34	36	36	35	35	49	52	52	54	50	49	52	63	64	64	67	67	68	66	64	64	73	70	74	1	1	1	2	4	1	2	3	2	3	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	3	2	3	2	2	1	1	2	2	1	1	1	1	3	1	2	2	1	2	2	2	2	2	3	1	1	1	1	2	3	2	2	2	1	2	1	1	2	3	2	2	1	2
15000	-438.877284932776377	-445.732772883735777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578986645192927	0	1	7	5	8	9	10	13	12	13	19	20	19	20	22	21	21	23	22	23	22	23	22	24	24	23	25	25	26	27	27	26	28	27	29	28	28	29	30	31	31	31	29	32	33	31	34	33	30	34	35	34	36	35	35	36	35	36	38	36	37	37	39	39	41	41	42	44	43	46	45	46	44	46	48	49	0	1	4	2	4	4	5	7	6	7	8	11	10	13	12	13	13	12	14	19	17	14	0	21	18	17	16	15	25	28	25	25	28	28	25	29	18	21	28	35	32	31	28	43	43	39	39	36	37	35	40	44	52	36	40	36	30	49	53	52	48	56	49	45	63	64	66	64	66	64	67	68	66	73	70	71	1	1	1	2	2	1	1	2	2	2	2	1	4	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	1	3	3	2	1	2	2	2	1	3	1	3	2	1	2	1	1	2	3	2	3	3	3	2	1	2	1	6	3	1	1	1	3	1	3	2	1	2	1	1	2
15500	-475.054148411136453	-481.909636362095853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.475201180330919	-1	1	5	6	7	9	9	12	13	13	18	20	19	21	22	21	21	22	22	20	22	22	22	24	24	24	25	26	26	27	27	24	28	24	27	30	28	30	31	29	32	32	30	32	33	32	34	32	32	35	35	32	36	35	33	35	36	36	37	36	37	35	37	39	40	42	41	45	42	45	46	46	44	45	49	49	0	1	2	3	2	5	3	7	5	8	5	11	8	13	12	11	13	12	16	11	20	14	0	21	13	19	16	34	32	24	32	18	28	21	12	25	29	28	28	35	31	38	28	30	52	36	39	40	32	42	42	38	45	35	40	49	46	49	52	52	37	37	58	60	63	64	64	67	64	66	66	66	64	73	70	68	1	1	2	1	3	1	2	1	2	1	6	2	2	1	1	2	2	1	1	2	1	1	1	1	3	1	2	1	1	1	2	1	1	1	3	3	2	2	4	1	2	1	2	2	1	1	1	1	3	2	2	1	2	4	3	2	3	2	2	2	4	5	1	2	2	2	1	2	1	2	2	3	2	1	2	3
16000	-411.686333116170204	-418.541821067129604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637373575190028	-2	1	7	6	9	9	9	11	12	13	17	20	19	20	23	21	21	23	22	23	23	21	23	24	24	24	25	25	27	27	26	25	27	27	29	28	28	30	32	30	31	31	30	32	34	32	35	33	32	33	34	34	35	35	35	36	36	35	37	36	37	37	38	39	41	42	41	45	44	45	44	46	44	44	48	49	0	1	2	2	4	3	4	5	4	8	10	13	11	13	12	11	13	12	12	19	16	14	0	21	20	19	16	21	32	28	32	25	28	28	25	32	18	28	34	32	29	36	33	21	30	41	39	42	31	41	40	44	52	48	40	42	46	49	53	53	55	50	56	45	63	64	64	67	66	64	67	68	67	66	70	73	1	1	3	2	1	1	2	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	2	2	2	2	2	2	4	3	1	2	1	3	1	3	1	1	1	2	2	2	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	2	2	1	3
16500	-414.758008104748399	-421.613496055707799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.753943813427809	-1	2	4	6	8	10	11	13	13	12	18	21	20	20	23	21	21	23	21	22	22	22	22	23	24	23	26	26	27	28	26	25	29	26	29	29	28	29	30	30	31	31	30	32	32	32	33	33	32	32	34	35	34	34	36	36	35	37	35	36	37	37	38	39	41	41	42	44	42	46	45	46	44	45	48	48	0	1	2	3	4	5	5	10	6	7	10	13	11	11	13	13	13	12	13	19	13	14	0	21	18	20	16	21	31	24	25	12	28	21	18	29	29	28	28	29	29	31	28	30	39	39	34	41	40	36	41	45	45	29	51	49	46	37	45	53	40	51	42	52	63	64	64	67	64	71	66	66	67	73	70	69	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	3	1	1	1	2	2	2	2	2	2	1	1	2	1	1	2	2	1	1	2	1	2	2	3	2	1	3	1	3	2	2	2	1	1	1	1	1	2	1	1	1	2
17000	-433.138365323035941	-439.993853273995342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663781819534712	-1	1	5	6	7	10	11	12	13	14	16	19	20	21	21	22	21	22	21	23	21	23	23	23	24	24	26	25	27	27	25	25	29	27	29	29	29	29	30	28	31	31	29	31	33	30	34	33	32	33	33	34	36	36	35	37	35	35	37	36	37	37	38	39	41	42	42	43	44	44	45	43	45	46	47	48	0	1	2	3	4	3	3	5	6	7	10	11	12	12	13	14	12	12	13	19	13	14	0	21	18	20	16	21	25	24	25	19	28	28	31	25	31	34	43	15	29	37	34	30	30	34	39	36	36	35	42	45	52	48	48	49	46	49	53	52	54	50	49	45	63	64	64	67	67	66	72	66	68	73	70	73	1	1	2	1	1	2	3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	3	2	3	1	1	3	3	1	2	1	2	1	2	2	2	2	1	1	2	2	1	3	3	1	1	1	1	1	3	4	1	2	1	1	1	1	1	1	1	1	2	2
17500	-435.218098688787506	-442.073586639746907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568512294246283	-2	1	7	6	8	10	11	13	13	14	17	20	18	21	22	22	21	22	21	23	23	23	22	23	24	23	25	26	25	28	26	26	28	27	30	29	27	27	31	30	31	30	29	32	33	32	34	32	31	32	34	36	35	35	35	35	35	36	35	37	36	37	39	38	41	41	41	44	43	46	43	44	43	46	48	49	0	1	4	2	3	4	5	7	6	8	10	13	11	13	13	14	12	12	13	19	16	14	0	12	18	19	16	21	15	24	25	26	28	21	31	37	25	28	38	37	37	29	38	49	44	34	28	40	32	40	40	45	45	41	51	42	46	41	45	45	35	50	54	52	63	64	64	67	66	72	64	67	67	73	70	73	1	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	2	2	1	1	1	2	1	2	2	1	1	1	2	4	2	3	1	2	2	1	2	1	2	3	2	1	2	4	2	2	1	1	1	2	2	1	1	2	2	1	2	1	2
18000	-409.541021278058963	-416.396509229018363	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636219870737282	-1	1	7	6	8	10	10	12	13	13	18	20	19	21	22	21	21	23	22	21	23	23	23	23	24	23	25	26	27	25	27	25	28	27	29	29	27	30	32	31	31	31	30	31	32	32	34	33	33	33	34	35	35	35	35	35	36	36	38	36	36	35	38	38	40	41	40	44	43	45	45	45	44	45	47	49	0	1	2	1	4	4	5	7	6	8	10	13	11	11	11	11	13	15	20	13	14	14	0	15	18	20	16	21	25	21	32	25	34	21	25	25	25	34	43	36	26	29	34	30	38	28	43	40	42	41	35	45	45	40	40	36	46	42	45	53	51	50	56	52	63	64	64	67	67	69	67	68	69	73	70	74	1	1	3	2	1	1	1	1	2	1	3	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	2	2	2	2	2	1	1	4	2	2	2	1	3	2	2	1	1	3	2	1	2	2	3	2	2	2	1	2	2	2	1	1	2	1	2	2	1	2	1	1	1	1	2
18500	-411.733028393426423	-418.588516344385823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611204223185514	-1	2	7	6	9	11	10	12	12	13	18	21	21	21	19	22	20	21	22	23	22	22	22	23	24	24	25	25	26	26	27	27	29	28	28	29	28	29	30	29	31	31	30	30	31	32	34	33	32	34	34	34	35	35	35	35	36	36	38	37	37	38	40	39	41	42	42	44	44	45	45	43	45	44	48	49	0	1	4	2	3	5	4	7	6	7	10	15	11	15	11	12	11	15	15	19	13	14	0	21	18	19	16	21	25	24	25	25	24	28	25	25	29	21	33	37	32	40	28	30	30	43	38	41	37	48	42	45	45	48	40	49	46	56	52	52	55	50	56	53	63	64	64	67	67	66	66	66	74	67	70	73	1	1	1	2	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	3	2	2	2	2	4	1	1	2	1	3	2	3	2	2	1	2	1	2	1	2	2	2	2	2	1	2	2	1	2	3	2	1	2	1	1	1	1	2	1	1	1	2	2
19000	-411.013147975514300	-417.868635926473701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684195792057620	0	2	5	6	8	9	11	13	13	14	17	19	20	21	22	21	18	22	22	23	22	23	22	24	24	23	25	25	27	27	27	26	28	27	29	28	28	29	31	30	31	32	30	31	34	33	32	34	33	34	34	36	35	36	35	37	35	35	38	37	36	36	38	39	41	42	42	44	42	46	45	45	44	46	48	48	0	1	2	2	3	4	6	4	6	7	10	17	12	13	13	12	11	11	12	15	13	14	0	19	18	18	16	20	32	24	25	25	28	21	37	32	29	28	28	35	31	36	28	30	44	43	43	40	41	40	40	45	30	37	51	49	46	49	53	52	42	50	42	53	63	64	64	67	64	66	66	68	67	73	70	73	1	1	2	2	2	2	1	4	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	1	1	1	2	2	1	2	2	2	2	2	2	1	3	1	2	2	2	4	3	1	2	1	1	1	1	3	1	3	2	2	2	2	1	1	2	2	1	1	1	1	2
19500	-399.662286957834795	-406.517774908794195	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641823701593773	0	2	7	5	7	9	9	11	14	13	17	19	20	21	20	22	21	22	22	21	21	23	22	22	24	23	25	25	23	27	26	26	29	27	30	29	27	29	31	30	31	32	30	31	33	32	34	32	33	34	34	36	34	35	33	36	36	37	38	37	36	38	39	39	41	40	41	44	43	46	46	46	43	46	48	49	0	1	2	2	4	4	3	3	5	8	10	11	12	12	12	12	15	15	20	13	15	14	0	21	29	19	16	21	18	24	29	29	28	21	31	32	25	28	43	31	37	35	34	30	44	39	38	40	41	42	41	53	45	48	40	49	46	56	52	45	54	50	58	45	63	64	64	67	67	67	68	67	67	73	70	74	1	1	3	1	1	2	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	1	2	3	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	2	1	2	2	1	1	2	1	2	1	3	1	2	1	2
20000	-427.793366978549273	-434.648854929508673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713536773439880	-1	1	7	5	8	11	11	13	13	13	18	19	20	22	23	21	21	22	22	21	23	23	22	23	24	23	25	26	27	27	27	27	28	26	30	29	28	29	31	30	31	31	30	31	33	33	34	33	33	33	35	35	35	34	35	37	36	36	37	37	37	35	38	39	41	42	41	45	43	46	44	45	43	46	49	49	0	1	4	1	3	3	5	6	6	7	10	11	12	13	12	12	13	12	20	13	13	14	0	16	18	20	16	21	25	24	15	25	31	21	36	25	25	28	33	29	30	37	28	43	43	39	38	31	42	40	48	45	30	31	42	49	46	49	52	52	48	29	56	53	63	67	64	67	64	68	73	66	64	68	70	74	1	1	1	4	1	2	1	2	1	1	2	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	1	2	2	2	1	1	2	1	2	1	2	1	2	3	1	1	1	1	3	3	2	2	2	1	1	1	2	4	1	3	1	1	1	2	2	1	1	1	2	1	2	2
20500	-411.595238103203883	-418.450726054163283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657343628733093	-1	1	5	7	9	10	11	13	14	13	18	20	20	21	22	22	22	23	22	22	23	22	22	24	23	24	26	26	25	27	27	26	29	28	30	29	28	30	32	30	31	31	29	31	33	33	34	33	31	34	35	35	35	35	34	35	36	37	37	36	38	35	39	39	41	42	40	44	42	46	45	45	44	45	48	48	0	1	2	3	4	4	3	7	6	7	10	11	11	12	13	12	13	22	13	11	20	14	0	21	13	19	16	21	13	18	32	25	24	30	31	31	20	34	34	32	31	36	34	30	30	38	33	42	32	35	48	45	45	41	40	49	46	49	52	45	54	37	56	52	63	67	64	67	64	68	73	68	64	68	70	74	1	1	3	1	1	2	3	1	2	1	3	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	3	1	1	1	3	1	2	2	2	1	1	2	2	1	3	1	2	3	1	2	2	2	2	2	1	2	1	2	1	4	3	2	1	1	1	2	1	1	1	1	2	1	1	1
21000	-448.770064770325178	-455.625552721284578	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571618110066898	0	1	4	6	8	11	11	10	14	12	18	21	19	19	20	21	22	22	20	22	22	22	22	23	24	23	25	25	26	28	26	26	28	28	29	30	28	27	30	30	31	31	30	31	33	32	35	34	33	35	35	35	36	33	35	37	37	35	37	37	36	37	39	40	41	41	41	44	43	44	44	44	44	46	48	49	0	1	1	3	4	5	8	5	6	7	10	13	11	11	13	11	15	11	11	19	15	14	0	21	12	19	16	26	18	12	25	26	21	28	25	31	26	24	28	31	31	31	28	34	30	34	38	31	41	29	36	45	52	41	29	49	39	49	52	52	48	55	56	52	63	64	64	67	67	64	64	67	67	73	70	68	1	1	2	1	1	1	1	1	2	1	4	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	2	4	1	1	2	1	2	2	3	2	2	2	4	2	2	1	3	3	4	4	1	5	3	2	1	1	5	2	4	2	2	1	1	1	1	4	1	1	1	1	1	2	2	2	2	1	2	3
21500	-441.423187302335180	-448.278675253294580	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605286373486993	-1	1	6	5	8	9	10	12	14	13	18	21	19	21	22	22	21	23	23	21	23	23	22	23	25	22	25	25	25	25	27	26	25	27	27	28	27	30	32	30	31	31	30	31	33	33	35	32	32	34	34	35	36	35	33	36	36	36	38	37	38	37	37	39	39	41	41	44	44	46	46	45	45	46	48	49	0	1	2	2	3	4	5	7	6	8	10	11	11	13	13	12	11	13	20	13	13	14	0	13	18	14	12	15	18	21	26	25	21	15	25	32	25	24	44	31	29	35	12	30	44	41	38	31	41	29	42	45	45	40	40	49	39	49	45	52	41	40	49	53	63	64	64	66	67	72	68	67	68	73	70	74	1	1	2	2	1	2	1	1	2	1	4	3	1	1	2	1	1	2	1	1	3	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	2	3	1	2	3	2	4	3	2	1	3	2	1	5	1	2	2	2	1	2	3	2	3	1	3	3	2	2	1	1	1	1	2	1	1	2	1	1	1	2
