step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
5000	-234.928212026732979	-232.992842007651262	-1.935370019081721	0.000008956209363	0.000001336307375	0.149204570874097	0.946542712661323	1	0	2	6	4	4	5	3	6	6	8	7	8	8	7	7	7	7	8	8	8	8	9	10	8	10	9	10	9	8	11	9	9	10	10	10	10	10	11	12	10	14	12	12	12	12	12	12	17	14	15	14	14	16	16	14	17	16	15	17	16	16	16	19	19	21	19	19	19	19	21	21	19	21	21	23	24	25	24	24	26	26	27	26	29	28	28	29	31	30	2	0	2	5	1	1	6	3	8	6	9	7	15	17	7	6	6	4	18	8	9	15	11	17	15	18	22	17	12	4	41	14	19	17	25	33	19	12	23	26	14	40	19	38	34	28	35	39	51	41	44	31	48	52	50	44	62	40	40	52	53	52	53	54	58	68	49	63	58	60	64	70	57	69	64	75	74	80	66	74	80	76	81	78	83	83	84	86	90	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-219.728788641569196	-217.866892248562749	-1.861896393006455	0.000008481366236	0.000001382705201	0.163028592672254	0.971735689607563	2	0	2	5	3	5	5	6	7	5	7	8	7	8	8	7	7	6	9	7	9	7	9	10	10	9	9	10	8	8	11	9	9	11	9	9	11	9	11	12	13	13	11	11	11	13	12	13	15	15	16	16	14	15	14	15	19	16	15	16	16	17	17	17	19	21	19	21	20	18	22	21	22	20	21	24	24	24	25	25	26	28	26	27	28	29	28	27	31	31	2	0	2	5	2	1	5	10	10	5	18	13	7	4	10	7	6	5	18	6	13	4	14	27	14	18	30	15	20	11	26	15	20	27	9	17	28	11	38	28	47	43	36	35	24	44	24	38	48	45	56	55	31	48	41	47	58	50	46	55	53	52	53	51	70	69	51	65	64	51	64	65	68	70	69	66	71	71	76	78	71	81	80	81	81	81	81	79	86	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-211.916008152680178	-210.210566802632854	-1.705441350047309	0.000005647210454	0.000001139878717	0.201848102957897	0.988555565823660	1	0	2	5	4	5	4	6	6	5	7	8	8	5	7	8	7	7	9	8	7	7	8	10	9	10	9	9	8	8	10	10	8	10	10	10	10	10	10	10	13	14	12	13	11	12	12	13	16	14	16	15	13	17	15	16	18	17	15	16	17	16	17	19	19	21	20	20	21	19	21	22	21	21	18	24	24	25	23	26	26	28	27	28	28	27	28	28	31	31	2	0	2	2	3	3	3	6	5	5	10	9	15	7	14	8	5	6	29	10	14	10	11	28	12	16	14	18	11	9	33	20	15	33	18	12	13	29	20	27	34	48	19	45	19	35	38	35	47	40	53	48	32	60	42	55	56	52	44	55	59	48	41	58	54	67	57	63	64	54	65	66	65	57	51	74	79	77	69	77	77	80	78	81	81	81	81	81	87	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-229.475859012813658	-227.726937650261505	-1.748921362552153	0.000006640192818	0.000001257818093	0.189424934949737	0.986486152528091	1	0	2	6	3	5	4	6	5	6	8	6	8	8	7	7	8	7	8	9	8	7	8	10	9	7	7	10	6	8	9	10	9	10	10	10	11	10	11	11	11	13	10	13	11	12	13	14	15	13	17	15	14	17	14	16	19	16	16	17	17	16	16	19	18	18	18	21	21	18	20	20	21	19	21	23	24	23	24	25	27	26	26	27	28	28	28	27	29	31	2	0	1	9	1	3	3	9	7	7	15	9	12	4	29	8	8	12	26	4	9	9	10	11	21	10	10	20	7	4	21	23	4	25	13	31	19	31	38	15	33	37	21	37	21	32	45	46	55	32	59	44	45	59	50	52	54	55	52	63	59	49	55	70	59	62	62	64	57	62	64	61	70	65	72	73	78	72	78	77	80	80	77	80	84	83	83	79	84	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-227.306868852053356	-225.851328031773278	-1.455540820280067	0.000004159647223	0.000001375618983	0.330705684694569	0.999602180914537	1	0	2	5	2	5	6	4	4	6	7	6	7	5	8	7	7	8	7	9	8	8	8	9	8	7	9	8	7	8	10	9	10	10	10	10	11	9	10	12	12	13	11	12	12	13	11	13	16	12	17	15	14	17	15	14	17	16	15	16	17	16	17	18	19	20	18	19	19	19	20	20	20	22	22	23	24	24	24	25	25	26	27	27	29	28	29	28	31	29	2	0	2	8	2	9	3	5	3	9	4	6	14	8	11	9	4	10	4	16	13	16	13	16	4	14	17	10	7	14	30	11	28	13	21	30	15	21	18	47	34	37	15	34	35	20	28	45	59	20	58	42	44	52	41	50	55	44	42	55	55	53	48	62	63	49	51	60	67	51	70	67	49	71	73	72	74	75	74	77	75	76	77	79	80	84	83	82	87	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-243.380924616960300	-241.577340688687826	-1.803583928272476	0.000002905871640	0.000000510670008	0.175737290156282	0.911812709404064	1	0	3	4	3	5	5	7	6	5	7	6	8	8	8	7	7	7	7	8	8	7	9	9	9	9	10	10	8	8	10	9	9	10	10	10	10	10	10	11	12	14	12	11	11	13	12	12	16	14	16	15	14	17	15	14	19	17	13	16	16	15	17	18	19	20	20	18	21	19	19	21	20	20	22	22	23	23	25	24	26	27	26	28	29	27	28	29	31	32	2	0	1	1	2	3	3	10	7	5	6	2	12	16	18	7	10	10	10	12	6	12	18	8	16	21	29	26	19	12	14	13	19	16	23	29	13	14	29	15	33	48	40	33	32	36	39	30	50	23	55	46	41	52	53	43	61	60	48	27	42	53	55	61	60	65	68	51	65	63	54	65	62	68	65	70	67	72	77	72	78	79	69	81	82	83	81	86	84	87	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	2
8000	-224.585848829304780	-222.885024324375166	-1.700824504929604	0.000001936224004	0.000000393558628	0.203260897279994	0.948075840903372	1	0	2	4	4	5	6	5	6	7	8	7	7	7	7	8	7	8	9	7	8	7	8	9	9	9	9	9	8	9	10	10	10	10	9	10	10	11	10	11	11	13	11	12	12	12	12	14	16	14	16	16	13	16	15	15	18	13	15	15	16	17	17	18	19	21	20	21	20	19	21	19	21	21	21	24	22	24	25	25	26	27	26	27	28	29	28	28	31	30	2	0	1	3	1	3	4	4	3	6	13	8	4	7	6	7	6	10	20	8	9	8	7	29	20	18	21	22	14	23	20	21	21	21	23	19	30	28	16	19	24	32	24	41	32	39	38	41	46	32	58	59	41	58	48	44	61	45	45	48	58	49	60	61	63	64	48	70	51	63	65	62	67	72	62	75	74	77	76	68	79	80	77	79	81	88	83	81	86	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-233.525499142947751	-231.788501546770476	-1.736997596177289	0.000001089419749	0.000000209911869	0.192682269095057	0.980367353717170	2	0	2	6	4	6	6	4	5	5	7	7	7	8	6	8	6	6	8	9	8	8	7	9	8	8	9	9	9	9	10	10	9	11	10	10	11	10	10	11	12	13	11	12	11	13	10	13	16	13	15	14	14	16	15	16	18	17	15	17	15	17	17	20	19	20	19	20	21	18	21	21	19	21	22	24	23	25	25	25	27	26	28	27	28	28	28	28	31	31	2	0	2	10	3	5	10	3	5	1	7	15	17	4	10	15	5	5	6	14	17	13	9	4	11	18	6	19	26	26	22	26	26	27	27	27	36	26	26	20	31	45	36	24	27	38	17	41	53	43	43	46	50	48	48	61	56	59	46	54	46	51	59	67	58	42	63	63	68	56	57	65	57	66	64	75	69	75	77	75	80	79	82	80	84	76	82	82	87	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
9000	-280.055183935453897	-278.648596618492832	-1.406587316961057	0.000001178959320	0.000000460242575	0.390380369660840	0.734875656289902	2	0	2	5	4	4	5	6	6	7	8	7	8	8	7	7	7	6	8	8	8	7	8	10	9	8	10	9	8	8	10	10	9	10	9	9	10	11	11	11	13	14	11	11	12	12	12	12	15	15	17	16	14	16	14	15	17	15	15	16	16	16	16	19	19	21	17	21	20	19	21	22	22	21	21	23	24	24	23	25	26	27	27	24	28	27	28	28	31	31	2	0	2	1	3	1	6	3	4	6	22	5	18	16	4	5	9	4	18	5	15	7	9	19	19	18	30	13	9	7	26	17	7	28	13	22	35	25	28	36	48	48	25	25	8	25	32	32	48	16	62	55	23	9	34	46	13	39	32	55	4	49	53	54	60	65	49	64	49	63	65	68	71	50	70	75	72	72	64	76	80	81	77	73	83	80	80	81	86	85	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3	1	1	2	5	2	1	4	2	3	1	4	1	1	2	1	1	1	1	3	2	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1
9500	-227.810978825301504	-226.270016913293688	-1.540961912007821	0.000000047144453	0.000000012685326	0.269073574619236	0.987936941310939	2	1	2	4	4	5	6	6	7	5	6	7	7	8	6	7	7	7	9	8	8	7	8	10	9	9	9	9	7	8	9	8	9	11	11	10	11	8	11	11	11	13	11	13	11	12	11	13	17	14	17	14	12	16	15	15	18	17	15	15	17	14	17	19	19	19	19	20	19	19	21	22	22	21	22	23	24	24	25	25	27	28	27	28	29	28	28	25	31	31	2	0	2	2	3	5	4	1	10	5	6	15	7	11	4	11	10	6	4	18	8	4	15	16	6	15	23	23	6	9	14	8	14	38	20	20	26	15	26	38	27	31	26	45	36	24	19	35	54	42	54	34	23	48	53	48	61	56	47	46	56	35	56	61	61	63	51	64	58	63	66	71	74	66	69	73	73	72	78	77	88	81	80	83	87	80	83	76	85	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-261.982719295564038	-260.427848825357842	-1.554870470206219	0.000000385570773	0.000000478627371	1.241347647475105	0.903453556407467	2	1	3	6	4	5	3	5	5	6	6	7	6	6	8	7	8	8	7	8	8	7	8	9	10	10	9	10	6	7	10	8	9	10	10	9	10	10	10	11	13	12	10	12	11	12	11	13	15	14	17	15	15	16	15	15	18	17	13	16	17	16	16	19	19	21	19	21	19	19	22	21	20	21	22	24	23	25	24	26	26	28	25	27	27	29	28	28	31	32	2	0	1	9	3	7	2	3	1	3	8	8	3	8	14	8	16	10	10	30	10	29	30	13	18	32	22	15	1	11	32	10	19	27	21	22	21	24	8	33	12	26	12	23	27	31	36	38	48	34	54	46	38	56	46	37	63	52	47	56	54	45	52	62	58	69	49	70	61	56	58	65	67	51	64	73	66	75	74	79	76	80	77	79	80	80	80	83	78	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1
10500	-256.438545751344179	-255.077082705599224	-1.361463045744975	0.000000882859679	0.000000525878769	0.595653852411674	0.926501124522309	2	1	3	5	3	5	6	6	6	6	7	7	8	8	7	8	7	8	9	9	9	8	9	9	9	10	8	8	8	7	11	9	10	9	10	8	10	10	9	10	12	13	10	11	12	12	13	13	16	14	16	14	13	16	14	13	19	16	15	16	15	17	15	20	17	21	20	19	20	20	20	21	21	22	20	24	24	24	23	25	27	27	27	27	28	29	29	27	30	29	2	0	2	3	1	3	1	3	3	4	7	4	8	10	8	8	10	8	16	30	17	6	18	27	13	11	10	10	8	4	34	11	16	22	23	4	28	12	30	21	26	31	29	24	32	37	23	46	53	48	42	45	43	59	31	33	49	47	48	32	44	58	56	60	63	67	62	65	51	46	57	64	75	67	68	66	66	74	67	78	74	80	76	77	84	84	88	80	86	83	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-266.010460327277940	-264.575110766578177	-1.435349560699751	0.000000054516264	0.000000019171715	0.351669640136184	0.832777947562430	2	1	3	5	3	5	6	6	6	6	5	7	7	8	6	5	8	7	9	9	6	8	8	9	9	9	8	10	8	8	10	9	10	9	9	8	10	10	11	11	12	13	12	11	10	13	11	13	17	14	17	15	15	15	15	15	18	14	15	14	17	17	16	18	19	19	19	20	20	20	22	21	21	22	21	23	24	25	23	23	25	27	27	24	28	27	28	28	29	31	2	0	2	1	2	2	3	16	2	5	2	16	11	15	6	5	21	5	18	23	16	6	8	18	6	23	8	30	9	10	13	18	36	13	23	12	30	34	17	24	37	40	16	37	13	37	33	33	53	44	42	60	48	50	42	28	54	48	46	26	55	52	58	62	61	59	62	60	51	64	70	49	68	70	69	71	71	77	75	73	73	77	84	71	83	78	81	78	87	89	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
11500	-253.554762493464210	-252.058409143194496	-1.496353350269707	0.000000310723369	0.000000339398470	1.092284981352187	0.729095143637323	2	0	3	6	4	4	5	6	6	5	8	7	7	6	8	7	7	7	8	7	8	8	8	9	8	8	8	10	8	8	10	9	9	10	10	9	10	10	10	11	13	14	11	12	12	10	12	13	15	15	14	14	15	17	15	15	18	17	14	16	16	17	15	19	19	20	18	20	20	20	22	21	22	22	21	23	24	24	25	26	26	27	27	27	29	28	29	27	31	31	2	0	1	6	1	1	3	7	2	2	4	8	5	6	18	6	3	7	4	7	6	7	9	16	12	10	8	27	18	7	27	26	19	23	26	25	12	11	21	37	38	22	35	40	27	33	38	43	48	39	43	45	41	48	59	45	60	52	47	53	31	53	51	63	50	57	51	64	64	57	72	65	72	66	57	75	74	74	78	78	64	79	81	79	84	88	84	81	87	82	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
12000	-215.064305947077855	-213.548830503277969	-1.515475443799872	0.000003453978027	0.000000982020805	0.284315880908936	0.983094219650458	2	0	2	6	3	4	6	6	5	5	8	7	7	6	7	7	7	6	9	9	8	7	7	9	8	9	8	8	8	7	10	9	9	11	10	9	10	10	10	12	9	14	11	12	11	12	11	12	16	14	16	15	14	16	14	12	18	15	15	17	15	17	16	17	19	21	19	21	20	19	21	21	21	22	22	23	24	25	24	25	27	27	26	27	29	29	27	29	30	30	2	0	2	1	3	3	5	6	5	6	17	14	10	6	6	1	8	6	12	22	18	8	9	12	16	27	4	13	14	4	25	29	17	19	24	22	12	21	12	38	14	48	36	31	19	37	38	24	50	46	42	56	44	48	44	19	51	50	56	50	47	51	42	59	60	70	57	65	60	64	70	67	70	71	65	66	75	76	73	74	80	80	77	78	87	84	80	82	82	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-256.309326201857232	-254.142954111358364	-2.166372090498856	0.000000080290232	0.000000223576147	2.784599574772868	0.820204497534450	2	0	3	5	4	6	5	6	6	6	8	8	7	6	7	7	5	7	8	8	8	7	8	9	10	9	9	10	8	8	10	9	8	10	9	9	10	10	10	11	12	13	11	12	11	11	13	13	16	13	15	15	14	16	15	14	18	16	15	16	16	14	17	19	19	20	18	21	20	19	21	22	20	21	21	24	24	25	24	24	26	26	27	28	28	28	28	28	30	30	2	0	1	5	1	3	3	5	5	3	6	18	6	7	9	5	1	1	7	4	14	7	14	22	13	11	10	13	9	16	32	33	16	11	13	15	36	21	27	34	39	37	24	38	4	35	40	24	53	46	44	45	48	42	46	44	59	53	62	45	48	43	54	67	55	64	58	66	64	57	65	70	65	56	73	70	71	76	73	75	78	79	79	83	78	81	78	76	83	83	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	2	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	2	1	1	3	1	1
13000	-277.199565584171467	-274.266424468636671	-2.933141115534792	0.000000141527378	0.000000739982883	5.228549366758836	0.833059366736464	1	0	3	5	3	6	5	7	4	4	6	7	5	6	6	7	4	8	8	8	8	8	8	9	9	10	10	9	8	8	9	8	10	10	10	10	11	9	11	11	12	13	11	12	12	13	13	14	15	15	17	15	13	17	15	15	18	15	15	16	17	17	16	17	20	19	19	20	21	17	21	20	21	22	20	23	25	24	24	25	23	27	27	26	28	25	29	28	31	30	2	0	1	10	1	10	3	7	3	5	5	7	5	10	13	6	5	15	8	11	7	11	11	16	23	30	29	12	12	13	8	13	32	28	19	13	25	6	28	11	27	33	38	37	26	44	26	53	44	35	55	36	40	59	39	46	60	41	46	55	50	59	59	60	66	49	54	59	54	55	66	67	57	65	59	60	74	69	76	81	69	77	71	79	77	81	82	84	87	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	1	2	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	2	1	1	1	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1
13500	-228.972606646536150	-227.586428074657562	-1.386178571878591	0.000001010608726	0.000000762991494	0.754982095431452	0.919641827838634	1	-1	3	5	4	6	5	7	7	6	7	6	7	8	8	7	6	7	8	8	9	7	8	9	9	10	9	8	8	8	10	8	9	10	11	9	10	10	11	10	12	14	12	13	11	12	12	13	15	14	16	14	13	16	14	15	19	16	14	17	16	17	16	18	19	19	18	20	21	18	21	20	22	21	21	23	25	23	24	25	26	28	28	28	27	26	29	28	31	31	2	0	1	5	1	4	3	5	17	5	12	4	6	22	17	7	5	7	10	11	22	6	3	28	11	29	6	13	7	13	29	16	32	19	25	13	23	21	6	28	24	31	38	45	24	34	7	34	44	46	50	47	34	56	34	53	51	50	43	56	49	58	52	56	70	60	62	67	72	62	65	66	51	57	65	68	73	71	71	78	77	81	85	86	80	79	81	86	87	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-249.135517586460367	-247.662237210326680	-1.473280376133688	0.000001069677327	0.000000336911922	0.314965937141988	0.974206688153801	2	0	3	4	2	6	5	6	5	6	8	6	7	7	6	8	8	7	7	8	8	7	8	10	10	10	10	9	8	7	8	10	9	9	10	8	8	11	10	12	13	13	9	11	11	11	12	13	15	15	16	14	14	17	16	13	17	16	15	16	15	15	14	20	19	18	19	19	20	20	22	21	19	21	22	22	24	23	24	25	26	24	27	28	28	28	26	29	31	30	2	0	5	3	2	4	3	3	5	9	30	7	15	7	7	19	22	7	4	8	12	1	19	23	19	30	16	20	6	10	8	30	19	19	21	8	4	28	11	44	40	38	21	39	34	31	25	39	42	52	62	56	56	63	56	24	51	48	52	42	41	48	40	65	58	55	54	51	68	68	69	67	63	65	64	64	75	74	75	82	75	75	87	81	71	80	80	83	88	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
14500	-210.265213292307095	-208.846696395940853	-1.418516896366238	0.000000223385339	0.000000083247821	0.372664658367523	0.997538518657882	2	0	2	4	4	4	6	6	6	7	8	5	7	7	7	8	6	7	9	8	8	6	9	9	9	9	9	10	7	9	11	9	9	11	10	9	10	11	10	11	12	11	11	12	10	12	9	12	16	13	15	14	14	16	15	13	18	16	13	16	17	15	17	19	19	20	19	19	21	20	22	21	20	22	21	23	25	24	24	26	25	27	26	27	28	28	28	29	31	31	2	0	2	3	1	1	5	12	4	22	13	4	4	12	8	15	6	12	13	9	7	6	22	14	14	29	14	30	9	21	21	14	16	28	23	20	29	30	30	27	45	19	20	23	29	42	14	33	51	46	53	31	41	52	34	40	60	53	42	52	51	56	55	57	54	65	55	63	66	65	70	68	58	66	68	74	79	75	74	78	76	77	71	81	81	83	82	87	88	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
