step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-3416.399482355659984	-3423.254970306619271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664717192954520	-1	0	4	5	5	4	6	7	6	10	8	9	9	11	11	10	12	12	12	11	12	15	15	15	17	15	16	17	17	18	18	19	19	20	21	21	21	21	22	20	21	20	22	22	23	22	23	23	22	27	25	23	23	24	25	25	25	25	26	26	26	25	27	25	26	26	27	28	27	29	28	27	29	29	28	29	30	30	31	30	30	30	30	29	31	31	32	32	32	34	31	32	33	33	35	34	33	35	34	35	35	36	35	36	39	40	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	4	4	6	5	5	5	6	6	6	7	7	7	6	7	8	8	8	9	8	9	9	9	10	10	10	10	11	11	11	11	11	12	11	11	11	12	12	12	12	12	12	12	14	13	12	12	13	13	13	13	13	14	14	14	13	14	13	14	14	14	15	14	15	15	14	15	15	15	15	16	16	16	16	16	16	16	15	16	16	17	17	17	18	16	17	17	17	18	18	17	18	18	18	18	19	18	19	20	21
500	-1293.559608804076333	-1300.415096755035620	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.172420116770516	-1	0	4	5	5	2	7	7	6	11	7	9	8	9	10	9	9	12	12	10	10	16	15	15	14	15	15	17	15	16	15	19	19	20	18	21	21	20	23	20	21	20	22	22	22	22	22	24	22	26	26	22	24	24	23	25	25	26	23	27	25	25	28	26	26	25	27	28	27	30	29	26	30	30	29	30	29	31	32	31	31	30	31	30	32	32	32	32	32	35	32	33	33	33	35	34	32	35	35	35	36	37	36	37	39	40	0	1	1	3	3	2	3	3	3	1	6	9	6	5	9	6	5	8	8	3	13	8	6	10	21	21	21	19	11	18	17	27	18	30	10	10	32	29	19	19	30	21	7	8	10	20	14	20	27	48	30	20	41	3	16	27	35	45	6	31	40	40	17	32	38	31	25	20	52	17	11	35	42	29	32	13	23	31	31	17	11	45	38	21	8	17	23	14	17	35	27	17	11	17	35	8	32	17	31	8	47	11	42	23	10	42	1	1	2	1	1	1	2	2	1	5	3	2	3	2	3	5	4	2	2	3	1	4	8	1	2	3	3	1	4	1	3	3	3	3	5	5	1	2	6	4	3	8	9	9	7	6	9	6	3	2	5	7	1	10	7	7	4	2	9	6	4	3	10	4	4	7	8	11	2	13	14	5	7	9	4	11	8	13	11	12	14	7	7	12	17	15	13	14	14	10	12	11	13	13	12	12	9	16	13	15	9	18	8	15	14	15
1000	-1072.259570490517717	-1079.115058441477004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.231499497579095	-3	0	3	5	5	5	4	6	6	10	9	9	10	10	12	9	11	12	11	12	13	14	15	15	17	15	15	18	17	19	18	19	20	21	22	21	22	21	21	17	22	18	22	23	23	22	23	23	22	27	26	23	23	23	26	25	25	22	27	26	25	26	28	25	24	26	28	27	28	30	25	27	29	30	28	30	30	30	31	30	30	30	31	29	31	31	33	33	32	34	32	31	34	32	36	34	32	36	34	36	35	36	35	36	39	41	0	1	1	1	3	3	1	5	3	5	5	9	2	8	7	7	5	7	13	7	14	18	20	14	21	11	11	22	26	40	25	42	22	20	32	32	32	31	28	13	23	17	3	25	36	28	24	13	32	48	20	6	34	13	54	25	21	38	27	17	43	43	42	58	35	65	71	58	61	7	17	44	48	58	64	20	61	42	70	36	10	42	27	42	17	27	33	17	7	44	68	42	42	27	47	92	64	27	42	49	60	24	74	27	71	52	1	2	3	3	1	1	4	1	1	3	2	2	3	2	5	2	3	4	1	4	1	1	1	3	1	2	2	2	1	1	1	1	3	3	1	1	2	2	2	4	6	3	10	3	1	2	4	9	1	2	7	10	1	5	1	4	6	1	9	10	2	2	5	2	1	1	2	2	2	15	8	2	3	5	2	9	2	9	1	6	7	5	9	4	13	9	8	9	16	6	4	5	12	9	8	2	3	13	8	10	5	11	2	11	10	11
1500	-792.278895682124471	-799.134383633083871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335716231413770	-1	0	3	6	6	4	5	7	5	10	8	8	10	11	11	10	13	12	11	11	12	16	14	15	17	14	14	17	17	18	18	19	18	19	21	22	21	22	23	21	21	19	22	23	23	21	24	23	22	27	26	24	23	23	25	25	23	25	26	24	26	24	27	26	24	26	28	28	27	29	28	27	29	28	27	30	30	31	31	28	29	30	30	29	31	30	33	31	33	35	29	32	34	33	36	35	33	35	34	35	35	36	35	37	39	40	0	1	1	3	1	1	3	2	3	11	6	9	6	11	12	6	11	6	5	13	5	13	6	14	21	5	5	13	21	20	27	25	22	28	31	32	32	31	23	19	5	31	6	31	25	28	57	34	42	33	28	48	28	28	46	35	37	49	52	21	39	28	25	58	35	36	57	58	61	26	64	65	68	64	64	62	69	84	75	27	66	60	75	60	26	37	54	84	26	81	75	82	49	21	80	93	86	49	80	85	86	80	97	79	100	103	1	1	2	1	4	3	1	4	1	1	2	2	3	1	2	3	2	4	2	1	4	2	4	2	3	4	4	4	2	4	2	1	1	1	2	2	2	2	4	5	6	1	8	2	3	2	1	1	2	4	6	1	3	3	1	2	1	1	1	6	2	4	5	1	2	2	3	2	1	10	1	3	1	2	1	3	2	2	2	7	1	4	2	3	9	6	6	1	9	3	1	1	7	14	3	1	1	7	4	4	2	4	1	4	3	3
2000	-678.060019812710152	-684.915507763669552	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473261889244152	-1	0	3	5	5	5	7	7	6	10	7	9	9	11	10	10	11	11	13	12	12	15	15	15	18	14	16	17	17	19	18	18	20	20	20	22	21	21	22	21	21	20	22	23	24	22	23	23	21	28	25	22	23	24	24	26	23	24	27	25	25	25	27	26	25	27	27	28	28	29	28	27	29	29	27	30	31	30	30	31	31	30	30	30	30	32	32	32	33	35	31	32	33	33	35	34	33	35	32	35	35	37	35	34	39	39	0	1	1	3	1	1	3	5	2	5	3	3	7	8	6	7	11	13	20	13	11	16	20	17	27	10	26	23	26	23	27	27	22	30	25	32	27	25	23	34	22	31	23	35	38	28	38	40	31	55	20	30	34	33	46	35	29	49	41	49	54	54	65	58	38	44	47	58	61	35	64	35	75	58	49	39	69	68	71	71	72	75	68	64	58	68	61	78	71	72	68	91	84	21	75	83	92	73	82	86	96	97	104	97	101	103	1	1	2	1	2	4	3	1	3	3	2	3	1	2	2	1	2	1	1	2	3	4	2	2	1	2	1	1	2	2	2	1	3	1	1	2	3	2	3	1	3	1	3	2	2	2	1	1	1	2	7	3	1	2	1	2	3	1	3	2	1	1	1	2	2	2	2	2	2	5	1	3	1	2	3	5	1	1	1	2	1	1	1	2	2	3	5	1	3	4	2	1	2	11	3	2	1	6	1	2	1	2	1	1	2	3
2500	-632.756865877117320	-639.612353828076721	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578159946459874	0	1	3	5	5	5	7	7	6	10	8	9	10	12	11	10	12	13	12	11	13	15	15	16	17	13	17	17	18	17	19	18	19	20	21	22	20	22	22	20	21	19	23	22	23	23	21	23	22	28	26	24	23	21	26	24	26	25	25	26	25	24	27	25	26	26	27	29	27	29	28	28	29	28	27	30	30	30	31	30	30	29	30	30	31	32	32	32	33	33	29	32	33	33	35	34	32	35	33	34	35	36	36	34	38	40	0	1	2	3	3	3	3	5	3	11	5	9	7	11	3	6	11	20	13	6	20	18	19	14	21	14	21	22	26	18	27	27	28	30	25	27	24	24	28	30	40	27	30	35	31	33	25	41	42	55	34	34	39	33	39	35	47	49	52	36	39	54	35	49	36	56	57	58	62	56	64	66	58	58	64	69	61	71	58	71	72	58	82	82	83	83	69	78	80	72	58	91	84	58	79	86	75	82	73	86	96	97	104	97	101	103	1	1	1	1	1	1	2	1	1	1	1	2	1	2	4	3	2	1	1	2	1	2	1	2	2	1	2	1	2	2	1	1	1	2	2	3	2	3	4	1	1	1	3	1	2	2	3	1	2	1	3	2	1	1	2	2	2	2	1	2	1	1	2	1	2	1	1	2	2	2	2	1	2	2	2	2	2	1	3	2	1	2	1	1	1	1	4	1	2	2	2	2	2	5	3	1	2	2	1	1	1	2	2	1	1	1
3000	-624.835471446857241	-631.690959397816641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596055544365651	-1	0	5	6	6	4	7	7	5	10	8	9	9	11	9	10	12	12	13	12	12	15	15	15	17	15	17	17	18	17	17	18	18	20	20	21	22	22	22	21	21	20	22	23	23	22	23	24	22	27	24	23	23	24	24	26	26	23	26	27	26	25	27	25	25	25	27	27	27	29	28	27	29	29	27	28	30	30	31	31	29	30	29	30	31	31	31	33	32	35	32	31	33	33	35	34	33	34	34	34	36	37	36	34	38	39	0	1	6	3	3	1	3	5	1	5	8	7	8	8	9	6	8	16	13	13	6	19	20	17	14	21	21	22	26	23	14	21	28	30	25	42	29	25	33	30	34	31	30	35	38	28	31	34	36	39	30	40	41	46	33	35	47	49	40	49	46	54	66	58	35	44	47	58	46	56	64	56	68	64	64	61	69	68	64	74	66	74	75	74	75	83	76	78	80	81	92	75	78	73	85	86	85	73	82	86	96	97	104	92	101	104	1	1	1	1	1	2	1	1	3	2	1	1	1	3	2	2	2	1	3	1	5	1	2	1	2	1	3	1	2	1	3	4	1	1	1	1	2	2	2	2	1	1	3	2	1	2	4	1	1	3	3	1	1	1	3	3	1	1	2	4	2	1	1	1	2	1	2	3	2	2	2	1	1	2	1	1	2	3	2	1	1	1	2	1	2	1	2	2	1	2	1	2	2	1	2	2	1	2	2	1	1	2	2	1	1	2
3500	-590.119091705437199	-596.974579656396600	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582353147310060	0	1	3	5	5	4	6	7	6	9	9	9	9	12	12	10	12	13	12	9	11	15	15	16	17	15	16	17	17	16	19	20	19	20	20	19	22	21	20	19	21	19	21	22	23	22	23	22	21	26	25	24	23	24	25	25	25	25	26	26	26	26	27	25	27	26	27	28	28	29	27	27	29	28	27	29	29	30	32	30	30	30	29	28	31	31	33	33	31	34	31	33	32	32	34	33	34	34	34	36	35	36	34	37	39	41	0	1	1	3	3	2	3	5	6	6	8	9	6	10	12	6	11	16	20	3	10	19	20	21	27	21	17	13	26	13	29	36	22	28	25	25	36	25	28	28	40	25	40	35	36	39	25	34	32	39	43	43	43	46	33	35	47	49	52	49	54	54	44	37	56	44	47	75	61	56	64	66	58	64	64	61	61	58	75	75	66	73	75	58	75	83	69	73	74	81	83	83	78	82	85	86	79	94	94	92	96	97	92	103	101	104	1	1	1	1	1	2	2	1	1	3	1	2	3	2	3	2	2	1	1	3	1	1	3	3	1	1	2	4	1	3	1	1	2	2	1	1	2	2	1	1	1	1	1	1	2	1	3	1	1	3	2	1	1	1	2	2	1	3	1	2	1	1	3	3	1	2	2	1	1	2	2	1	2	2	1	2	2	3	3	2	2	1	2	2	2	1	3	2	2	2	1	2	1	1	2	1	1	2	1	2	1	1	1	2	2	2
4000	-644.590324813261759	-651.445812764221159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544618420111607	-1	1	4	6	3	3	6	7	6	10	9	10	10	11	12	11	13	12	13	10	12	15	15	15	17	14	17	16	18	17	17	18	20	20	22	21	22	21	21	19	21	20	22	22	24	22	22	23	22	27	25	24	24	25	25	25	25	24	25	27	26	26	27	25	25	26	28	28	28	29	27	27	27	29	28	29	30	29	31	30	30	30	30	30	31	32	33	32	32	34	31	31	32	32	35	34	32	35	34	35	33	36	34	36	40	38	0	1	5	3	1	1	6	6	6	1	5	9	3	5	12	2	10	20	20	3	11	13	19	10	14	21	26	22	25	19	26	27	22	30	24	32	32	26	28	23	40	31	40	31	32	22	36	34	42	55	43	34	43	39	39	38	47	25	43	42	54	54	44	58	37	37	57	71	61	65	64	66	58	58	58	61	61	73	71	73	72	58	73	78	83	75	76	82	80	81	68	74	84	82	75	85	75	94	82	96	86	97	97	103	96	104	1	1	1	2	1	2	2	2	1	5	3	2	2	5	1	5	1	1	1	3	2	2	1	2	3	2	2	1	1	2	1	1	2	2	3	2	2	3	3	1	2	1	2	2	2	3	1	1	1	1	2	2	1	2	3	2	2	3	1	3	1	1	3	1	1	2	1	1	2	2	1	1	2	3	2	2	2	1	2	2	1	3	1	1	1	3	2	2	1	2	1	2	2	1	2	1	2	2	2	1	1	2	1	2	3	2
4500	-646.039641372666210	-652.895129323625611	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661379068348898	-1	0	4	5	6	4	6	6	5	10	9	9	10	11	12	9	13	12	12	10	13	16	13	16	17	14	16	17	17	17	19	19	19	20	21	21	21	22	22	19	20	20	21	22	23	23	23	24	23	28	24	24	24	23	25	25	25	26	27	26	26	24	27	24	26	27	26	28	28	28	29	27	29	28	29	29	30	31	30	30	31	31	31	29	30	28	33	33	32	35	31	32	34	33	35	34	33	35	34	36	35	36	34	37	39	40	0	1	2	3	3	1	3	3	3	5	8	9	6	5	14	3	10	20	11	6	14	23	14	21	27	21	21	23	26	19	25	27	28	28	29	25	32	42	33	30	40	25	30	31	36	39	38	34	36	62	40	43	41	28	39	36	47	64	52	38	62	33	35	49	56	49	47	58	61	66	64	56	58	64	68	61	61	84	64	74	66	71	75	58	75	49	77	78	58	81	85	83	84	82	96	86	75	82	94	96	96	97	97	103	96	102	1	1	2	1	1	3	1	1	1	2	3	2	3	2	1	2	1	2	2	3	1	2	1	2	1	1	2	3	2	2	1	1	1	2	2	2	1	1	2	1	1	1	2	2	1	1	1	2	1	3	2	2	2	3	2	2	1	1	2	1	1	2	5	1	1	3	2	1	1	1	2	1	2	2	1	2	2	1	2	1	3	1	1	2	1	1	2	1	2	3	1	1	3	1	1	3	2	2	1	1	1	2	1	2	2	2
