step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-5222.779580847973193	-5228.718778067058338	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.335376211591244	-1	2	5	6	7	8	9	10	10	10	10	12	12	12	12	13	14	13	14	15	15	16	15	14	14	15	16	19	16	16	17	16	15	16	18	16	18	18	18	19	18	18	17	18	18	19	19	20	18	19	21	20	19	20	19	20	21	20	20	21	21	22	22	22	22	22	23	23	22	23	25	24	24	25	26	24	25	26	26	26	27	28	26	27	28	28	27	29	29	30	31	30	32	32	34	35	35	35	35	35	35	36	37	38	40	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	5	5	6	6	6	6	7	7	7	7	7	8	7	8	8	8	9	8	8	8	8	9	10	9	9	9	9	8	9	10	9	10	10	10	10	10	10	9	10	10	10	10	11	10	10	11	11	10	11	10	11	11	11	11	11	11	12	12	12	12	12	12	12	12	12	13	13	13	13	14	13	13	14	14	14	14	15	14	14	15	15	14	15	15	16	16	16	17	17	18	18	18	18	18	18	18	19	19	20	21
500	-1254.121485790460611	-1260.060683009545755	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.155202163446288	-1	2	4	6	6	8	9	11	11	8	10	11	12	12	13	14	11	12	11	14	15	17	16	14	13	16	15	19	17	15	17	14	13	15	19	16	19	17	19	19	18	17	16	18	17	18	19	20	15	18	22	20	16	20	18	20	22	20	17	22	21	23	22	23	23	22	22	23	23	23	25	24	25	26	26	25	26	27	27	26	26	27	27	28	29	28	28	29	30	31	31	31	32	32	34	36	36	36	36	34	36	36	38	39	39	0	1	2	1	3	5	10	7	10	4	2	7	4	4	8	3	7	12	4	0	10	49	14	8	18	15	25	32	49	12	12	17	13	17	25	21	30	11	27	21	53	11	18	33	33	32	4	21	3	19	28	16	10	34	16	34	13	28	4	33	37	40	47	12	49	45	50	19	32	63	65	49	50	65	64	44	55	49	17	49	56	50	4	32	53	28	18	28	50	49	69	4	73	62	53	49	49	49	59	62	43	49	59	49	28	1	3	1	4	1	1	1	2	2	1	4	1	3	3	1	6	1	1	3	1	4	2	2	1	1	2	1	4	1	3	3	2	1	2	2	1	2	3	2	2	1	4	4	3	2	2	7	2	8	4	2	4	3	3	2	4	3	1	6	7	1	2	1	10	6	3	3	7	5	1	2	4	3	2	2	5	6	6	12	9	5	4	10	11	9	7	12	7	10	11	4	14	3	4	15	14	12	14	15	6	14	12	12	19	9
1000	-1071.638537597320010	-1077.577734816405155	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.294836969667161	-2	1	4	6	6	9	8	11	11	9	9	13	12	11	12	14	14	14	14	14	15	17	15	14	14	16	16	19	15	16	16	17	12	16	18	16	18	17	18	17	18	19	17	18	18	19	20	21	17	19	21	20	20	20	18	20	21	20	19	21	22	22	21	21	22	21	22	24	22	23	24	24	22	24	27	24	25	23	25	27	27	28	26	27	29	28	27	29	29	31	31	31	32	32	35	35	35	35	36	35	36	36	37	38	40	0	1	2	3	1	5	4	11	5	3	3	9	7	3	5	7	14	10	15	0	12	14	7	8	14	15	17	32	14	23	16	21	10	25	18	16	12	33	27	27	29	30	21	14	14	55	14	49	25	41	30	12	38	43	36	49	53	17	19	38	51	30	55	37	37	38	41	53	58	63	28	48	50	62	70	33	63	49	28	72	37	73	66	55	44	79	62	49	59	70	87	37	73	81	59	14	71	78	50	91	40	14	82	10	78	1	2	2	1	4	1	1	1	2	3	2	1	1	5	4	3	1	2	1	1	1	3	3	2	1	2	1	1	2	1	1	2	2	1	2	1	3	2	1	1	2	1	1	4	5	1	4	2	2	1	2	4	2	2	1	2	1	4	2	2	1	3	2	2	2	2	2	2	1	1	3	2	2	1	1	8	2	3	3	2	4	2	3	6	6	2	2	4	6	6	2	4	5	2	12	14	6	8	10	2	13	12	6	19	9
1500	-898.210265575224639	-904.149462794309898	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.404850738727891	-1	2	6	6	8	8	8	10	10	10	11	12	13	12	11	12	14	14	12	15	16	16	15	14	14	16	16	19	14	17	18	16	14	16	17	15	16	19	18	19	17	19	17	18	18	20	19	17	18	19	22	20	19	20	20	21	20	20	20	19	21	23	22	21	23	23	22	24	23	24	25	24	23	26	25	25	25	23	26	26	27	27	26	27	27	28	27	30	29	30	31	29	33	32	33	36	35	35	36	36	35	36	38	39	41	0	1	1	2	4	4	4	3	7	3	7	9	8	8	7	4	12	8	8	0	12	13	14	11	12	15	25	39	19	12	21	12	3	17	37	16	12	3	16	25	13	31	32	8	19	16	16	16	17	41	54	24	19	25	36	25	60	48	41	22	21	48	46	32	58	57	59	60	48	63	40	58	59	69	70	57	63	40	30	65	62	73	66	77	38	81	69	56	73	70	81	71	73	91	13	40	92	78	82	94	92	78	82	78	92	1	1	3	3	1	2	1	3	1	2	2	1	2	1	1	3	1	2	1	1	2	1	2	2	1	3	1	1	1	2	1	3	3	1	1	2	2	5	4	2	2	1	1	4	2	3	3	3	2	2	1	3	3	3	2	3	1	2	1	2	2	3	1	3	2	1	1	2	4	2	2	3	2	2	1	3	1	3	5	2	2	2	2	1	3	1	2	6	4	4	2	2	7	1	13	11	2	7	5	2	5	6	6	11	7
2000	-915.515295030118182	-921.454492249203440	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.446684741977375	-2	3	5	7	7	7	9	10	9	10	8	12	13	11	12	13	14	14	14	15	14	15	16	14	14	16	17	20	17	16	15	16	14	16	17	16	18	18	18	18	19	18	18	19	18	20	19	20	17	20	22	19	19	20	19	20	21	19	20	21	21	22	20	21	23	21	24	23	23	23	24	24	22	24	26	24	25	26	27	27	28	29	26	25	28	29	26	30	29	31	31	31	32	33	35	35	34	35	35	35	35	35	37	38	37	0	1	2	3	2	3	5	7	3	9	3	8	10	7	10	9	12	8	9	0	12	33	14	3	16	15	18	37	22	21	21	21	13	25	12	24	12	22	18	17	29	18	32	13	33	2	37	32	18	41	35	35	19	43	32	18	45	18	41	38	37	58	36	24	58	38	59	53	62	55	40	58	59	62	70	44	63	64	56	65	79	73	57	46	83	81	46	64	73	84	86	88	73	91	73	10	92	71	82	91	88	71	73	78	88	1	2	1	1	2	1	1	1	2	1	2	1	2	1	1	3	1	3	2	1	1	1	2	4	1	2	1	1	1	1	1	2	1	1	2	1	3	1	2	2	1	2	1	3	2	6	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	2	2	3	2	2	2	3	1	2	2	3	1	1	2	2	4	3	3	3	1	3	2	2	1	1	3	4	4	4	1	1	7	1	9	15	1	5	3	2	3	7	8	8	3
2500	-788.046371211184692	-793.985568430269950	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.511428930573514	-1	2	5	5	7	8	10	11	10	11	11	12	11	13	13	13	14	14	15	16	15	17	14	14	14	15	16	19	16	17	16	15	16	15	18	17	19	17	18	16	17	18	15	19	19	20	19	21	18	19	21	20	18	20	19	20	21	21	21	21	21	23	22	23	23	22	23	22	22	23	25	24	24	25	26	25	25	26	25	27	27	29	26	27	27	29	28	29	30	28	30	30	32	33	34	36	34	34	35	35	35	36	37	38	40	0	1	1	2	4	3	4	6	4	7	4	7	9	8	9	8	12	12	13	0	12	13	14	16	12	15	32	40	19	21	32	8	13	25	32	21	21	13	27	17	19	36	12	38	38	32	22	56	21	22	37	31	38	18	36	40	44	49	50	53	54	69	46	40	58	57	59	60	48	63	64	58	59	48	63	57	55	49	62	72	62	73	66	75	76	81	79	71	82	70	87	71	73	87	73	56	88	88	82	91	88	71	73	71	97	1	1	3	2	1	2	2	1	3	1	3	1	1	1	2	1	1	1	2	1	2	4	1	1	1	1	1	1	1	1	1	2	3	1	1	2	3	2	2	1	2	1	1	1	1	4	1	1	2	1	1	2	1	3	1	2	1	2	1	2	1	1	1	3	2	1	1	1	1	1	2	1	2	2	3	2	4	3	1	2	1	3	2	1	1	1	1	2	1	3	1	2	6	3	8	11	2	2	3	2	3	4	6	8	3
3000	-868.470519718139826	-874.409716937225085	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.478259081746390	-1	3	5	7	6	7	9	11	8	10	9	12	12	13	10	13	14	13	14	15	14	15	15	15	15	15	16	18	16	17	18	16	15	17	18	16	19	19	18	19	19	18	17	18	17	18	20	20	18	17	20	20	19	21	18	21	21	20	19	20	21	22	23	21	23	22	23	24	23	23	25	24	24	25	25	24	25	26	27	26	26	28	26	27	28	29	26	29	29	29	28	30	33	31	33	36	33	34	35	34	35	36	37	37	39	0	1	2	3	2	2	3	7	2	3	3	10	7	9	9	8	12	10	13	0	18	9	14	16	18	15	12	12	19	36	21	8	9	25	17	7	8	9	27	25	50	21	10	22	33	12	42	17	32	33	42	9	13	60	36	48	53	37	50	7	11	40	46	37	58	38	59	33	61	55	28	48	59	48	70	66	55	52	81	65	48	73	66	63	76	81	48	71	82	84	74	88	89	91	73	12	92	88	89	81	92	97	82	71	102	1	3	2	1	1	1	2	1	3	3	2	1	1	2	1	1	1	2	1	1	1	3	1	1	1	3	2	3	1	1	2	2	3	1	3	3	3	4	1	2	1	3	2	2	1	2	1	5	1	1	2	5	3	1	1	1	1	1	1	5	8	2	3	2	2	2	2	4	1	2	2	3	2	2	1	1	4	4	1	1	4	2	2	1	3	1	4	2	1	1	1	1	3	2	5	16	1	2	4	4	2	2	4	7	2
3500	-818.177470184332265	-824.116667403417523	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.474000062191653	-1	3	6	7	8	8	9	10	10	10	8	12	12	11	12	13	14	14	15	15	14	16	14	15	14	15	17	18	16	16	17	16	15	17	18	16	18	19	18	20	16	18	17	19	18	19	19	19	19	19	22	19	20	20	20	21	22	20	21	20	21	21	21	22	22	22	23	22	20	22	25	24	24	24	27	24	23	27	26	26	28	28	26	25	28	26	27	29	29	30	31	30	32	32	34	35	36	36	35	36	33	34	37	39	39	0	1	2	3	3	3	2	11	2	2	3	7	7	7	7	11	12	7	7	0	9	13	14	7	10	15	17	17	13	24	19	16	13	25	32	19	30	33	27	34	19	19	9	22	33	36	12	28	21	41	32	43	13	32	16	17	33	17	50	45	35	48	46	40	58	53	50	10	25	46	56	58	59	62	77	66	55	71	74	65	56	73	66	70	83	74	74	78	73	70	87	88	73	81	73	56	102	92	89	91	88	101	73	102	102	1	1	2	1	1	1	2	1	4	4	1	2	2	1	1	3	1	2	4	1	2	2	2	3	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	2	1	2	4	1	3	1	3	1	5	2	2	3	3	3	1	1	2	1	1	1	1	1	2	5	2	2	3	2	2	2	2	1	2	1	1	2	3	2	2	2	2	1	1	1	2	4	2	1	5	3	5	8	2	3	3	3	2	1	7	3	2
4000	-793.457677841834538	-799.396875060919797	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.501202912434806	0	2	5	6	7	8	10	10	10	9	10	13	12	13	11	14	15	13	15	14	14	17	15	14	15	15	16	20	16	17	18	15	14	16	18	16	18	18	17	17	19	18	17	17	18	20	20	19	19	20	19	20	18	20	19	20	21	20	20	21	21	22	22	23	22	22	24	23	23	24	25	23	23	25	26	23	23	26	27	26	26	28	27	26	28	28	28	28	27	30	32	31	32	31	35	36	36	36	35	34	35	36	38	38	40	0	1	2	3	3	3	10	3	10	5	6	7	8	8	10	10	12	8	13	0	7	13	24	11	12	9	12	32	19	12	30	18	13	8	30	8	18	19	12	25	19	36	21	33	33	36	30	27	40	41	12	37	19	43	36	49	33	25	41	29	51	48	46	56	58	53	59	53	8	77	49	65	59	62	63	60	63	69	62	65	62	73	76	70	83	81	81	78	73	84	81	88	89	79	89	71	88	101	82	69	71	92	82	97	102	1	1	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	2	1	2	2	3	1	2	2	2	2	1	3	1	2	2	2	2	2	2	1	1	3	1	1	2	1	1	4	2	1	4	2	1	1	2	1	2	2	2	6	1	3	1	1	2	2	1	1	1	3	3	2	2	2	1	1	1	1	1	2	2	3	1	3	2	4	8	2	1	4	4	4	2	4	1	2
4500	-773.271073478278367	-779.210270697363626	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.471461674193702	0	1	5	6	7	9	8	9	10	11	10	12	11	12	11	13	14	13	14	15	15	17	15	14	14	15	16	19	16	17	17	16	15	15	16	15	19	18	18	19	18	18	17	18	17	20	20	20	18	20	21	21	19	20	17	21	22	21	20	21	21	23	21	21	23	22	22	23	23	24	25	25	23	25	27	23	23	27	26	27	28	29	26	27	28	29	27	29	28	30	31	30	32	33	34	36	35	35	35	36	36	36	38	38	40	0	1	1	3	4	3	3	3	7	7	7	8	9	8	7	8	12	12	13	0	18	29	9	8	12	15	17	25	13	12	16	16	9	18	8	12	21	22	27	35	29	21	25	33	29	36	35	40	35	41	30	32	38	37	35	40	33	27	41	38	12	48	46	40	58	33	59	38	35	77	61	58	59	48	63	57	63	71	35	58	79	89	76	77	83	81	74	78	73	84	87	71	89	87	89	71	92	92	73	91	71	88	93	97	97	1	1	2	1	1	2	2	2	1	2	2	1	1	2	1	2	1	1	2	1	1	1	3	2	2	2	2	3	3	2	2	1	2	1	4	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	2	3	1	1	1	1	4	3	1	2	6	3	1	2	2	3	1	2	3	1	2	2	2	2	4	1	1	1	5	3	1	1	2	2	1	1	1	1	2	2	2	3	2	2	4	7	3	2	6	2	4	2	4	2	2
