step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66
9500	-420.443888624943384	-426.383085844028585	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.654642776829656	0	1	1	3	2	5	4	4	5	6	5	7	6	6	8	8	9	8	8	8	11	8	10	10	9	11	11	11	11	12	12	13	12	13	15	12	15	16	15	17	17	18	20	19	18	22	20	24	20	22	25	25	24	28	26	31	29	32	34	35	36	38	42	44	45	47	0	1	1	3	3	3	4	4	5	9	7	4	5	6	3	11	16	9	14	11	16	13	19	19	20	17	20	23	22	24	26	27	18	0	33	18	34	34	29	0	36	38	40	40	33	49	45	44	38	38	49	53	49	55	53	52	55	56	57	59	59	61	62	0	0	0	1	1	1	1	1	2	1	1	2	1	1	3	1	1	3	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	3	2	2	2	1	2	1	2	1	3	1	1	2	2	2	3	1	2	1	2	2	1	1	3	1	1	1	2	1	1	1
10000	-441.070159181547353	-447.009356400632555	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.619257911879262	-1	1	1	3	3	5	4	4	5	6	5	6	7	6	7	8	9	9	9	10	10	9	11	10	9	10	11	12	12	13	14	14	13	13	15	13	15	16	17	17	15	17	19	19	19	22	19	23	19	21	25	26	24	27	27	30	30	31	33	35	37	38	42	43	46	47	0	1	1	3	3	3	4	4	5	11	7	8	5	7	9	11	10	9	14	11	11	15	19	19	11	15	16	23	5	24	17	27	22	0	13	22	34	37	41	0	18	34	40	40	36	49	35	44	42	42	46	53	46	51	46	52	55	57	57	58	57	59	62	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	3	3	1	1	1	1	2	2	1	5	1	3	2	2	1	3	2	2	1	2	1	4	2	1	1	4	2	2	2	1	2	2	1	1	1	2	2	1	1	2	3	3	2	2	1	1	1
10500	-413.802904541552266	-419.742101760637468	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.661485577390520	-1	1	0	2	2	4	4	4	5	5	6	6	7	6	7	8	9	7	8	10	12	9	11	10	9	10	12	12	11	12	13	13	13	12	13	13	14	16	17	18	16	18	20	20	19	22	19	22	19	20	23	27	25	28	25	29	31	30	33	33	37	38	43	42	46	45	0	1	1	3	3	3	4	4	5	7	6	8	5	7	11	11	10	5	14	25	16	9	19	19	16	17	20	23	9	24	17	27	18	0	29	18	34	34	33	0	35	34	40	40	33	50	35	44	42	42	49	51	51	52	49	55	52	52	57	58	57	61	62	0	0	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	3	1	1	2	3	2	2	1	1	1	1	3	1	2	1	3	1	1	3	1	2	3	1	1	2	1	1	3	1	2	1	1	1	2	2	1	1	2	2	2	1	1	1	3	1	3	1	1	1
11000	-387.344170212384370	-393.283367431469571	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.840798716192885	-1	1	1	3	3	4	5	4	5	6	6	6	6	6	6	8	7	8	8	9	13	9	9	10	10	9	11	12	11	12	12	13	12	14	13	13	15	15	18	17	15	17	19	19	20	22	19	23	21	20	24	27	25	27	25	29	31	30	33	34	37	38	42	42	45	46	0	1	1	3	3	3	4	4	5	7	6	8	5	7	4	11	10	9	14	15	16	13	19	19	20	17	20	23	22	24	17	27	29	0	29	29	34	34	36	0	35	38	40	40	39	50	41	44	50	42	49	53	51	55	49	54	56	52	57	57	59	61	62	0	0	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1
11500	-426.847823244795961	-432.787020463881163	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.759831645216092	-1	2	1	2	3	5	4	4	5	5	5	6	7	5	8	6	8	9	8	10	12	8	9	11	9	10	10	12	12	12	13	14	13	13	14	13	15	15	16	18	16	19	19	19	16	22	18	22	21	21	24	26	25	28	26	31	29	32	31	33	36	39	43	43	45	47	0	1	1	3	3	7	4	4	5	7	7	8	6	7	6	6	10	5	14	16	11	9	19	19	16	17	25	23	22	24	26	27	18	0	29	22	34	34	36	0	29	38	40	40	33	50	35	44	42	42	49	51	51	51	51	51	55	57	52	58	59	61	62	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	4	2	1	2	1	1	1	1	2	1	3	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	2	2	2	1	1	1
12000	-448.775761460885803	-454.714958679971005	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.578338496516258	-1	2	0	2	2	4	4	4	4	5	5	6	5	6	7	7	9	9	8	8	13	7	10	10	9	10	11	12	11	11	11	13	12	12	13	14	14	16	16	17	17	18	20	18	19	22	20	23	21	19	24	26	26	28	27	30	31	32	34	34	37	37	43	44	45	47	0	1	1	3	3	4	4	4	4	7	7	8	5	10	6	9	11	13	14	16	16	5	19	19	16	10	20	23	18	24	7	27	29	0	18	22	34	34	36	0	29	34	40	40	36	50	36	44	50	42	46	51	51	51	51	52	55	57	55	56	52	57	62	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	3	2	1	1	1	2	2	2	2	1	3	1	1	1	2	3	1	3	1	1	2	3	2	1	2	2	4	2	1	1	1	1	1	1	2	2	2	1	5	2	6	3	3	1	1	1
12500	-449.985660038120557	-455.924857257205758	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.647000918169967	0	1	1	3	2	5	4	4	5	5	5	5	7	5	7	7	9	9	8	10	11	8	10	10	9	10	11	12	11	13	13	12	14	13	15	12	14	15	17	17	15	18	20	19	19	22	17	23	21	20	24	26	25	26	26	28	30	31	34	35	37	38	42	43	45	47	0	1	1	3	3	3	4	4	5	7	7	8	9	7	6	11	13	6	14	16	16	5	19	19	11	10	20	23	22	24	6	27	22	0	13	22	34	34	33	0	29	38	40	40	47	50	41	44	38	42	46	49	51	51	51	51	56	55	52	52	57	60	61	0	0	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	1	1	2	2	4	1	3	1	4	2	1	1	2	1	2	2	1	1	1	1	1	2	4	1	1	2	1	1	2	2	1	2	3	3	3	2	2	1	1	1
13000	-460.598476544257665	-466.537673763342866	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.661606676665964	0	1	1	3	3	3	3	5	5	5	5	6	7	5	7	8	9	9	7	7	12	10	10	9	9	10	8	11	12	12	13	13	13	14	14	14	15	15	18	17	16	18	20	20	19	22	18	24	21	22	25	27	24	25	26	30	30	31	33	34	37	38	42	44	46	45	0	1	1	3	3	3	3	4	6	4	7	8	6	7	9	11	7	9	14	11	16	18	7	19	20	11	20	23	13	23	23	27	18	0	22	18	34	34	36	0	22	34	40	40	35	42	41	44	42	42	46	54	42	46	53	46	52	57	52	58	59	59	61	0	0	0	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	2	3	2	1	1	1	1	3	1	1	3	1	1	2	1	2	2	1	1	3	3	1	1	2	1	3	2	1	2	2	2	1	2	1	1	2	1	3	2	1	2	2	1	3	1	2	2	2	1	1	1
13500	-404.159857401151555	-410.099054620236757	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.628391299376331	0	1	1	3	2	5	5	5	6	6	6	6	6	6	8	8	8	10	8	8	13	9	10	10	9	10	10	11	11	12	13	14	13	13	14	14	14	14	16	17	16	18	19	19	19	22	20	23	20	21	23	26	26	28	26	30	31	32	33	35	37	38	40	44	45	46	0	1	1	3	3	3	4	4	5	7	7	8	5	6	4	11	10	9	14	11	16	9	19	19	20	17	20	19	18	24	15	27	18	0	22	29	34	34	36	0	29	38	40	40	35	42	45	44	42	42	49	51	51	52	51	55	55	57	57	57	57	56	62	0	0	0	1	1	1	1	1	2	1	1	2	1	1	1	2	1	3	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	3	2	1	1	3	1	1	1	1	1	2	2	2	1	3	1	1	1	1	2	2	2	1	1	2	3	3	1	1	2	3	3	1	1	1	1
14000	-432.527834829152425	-438.467032048237627	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.658964479784198	-1	2	0	2	2	5	4	4	4	5	5	6	6	6	7	8	9	9	8	8	12	9	10	10	8	10	11	12	12	13	14	13	14	13	14	13	15	16	17	17	16	19	20	19	18	22	18	23	21	22	23	26	25	28	27	30	28	31	34	35	36	38	41	44	45	47	0	1	1	3	3	5	4	4	5	7	7	8	5	7	6	11	10	9	14	11	16	13	19	19	11	17	20	23	13	24	17	27	15	0	18	22	34	34	33	0	29	38	40	40	36	49	35	44	42	42	50	53	51	50	51	57	55	55	56	58	56	61	62	0	0	0	1	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	1	1	2	1	1	1	3	2	3	1	3	1	3	2	1	1	1	1	2	1	2	1	1	1	2	2	1	2	1	1	1	2	2	1	1	1	2	2	3	1	1	1	1	1
14500	-403.374708798876213	-409.313906017961415	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.653062910443834	0	2	1	2	3	4	4	4	4	5	6	6	6	7	4	8	9	8	8	8	12	10	10	11	9	10	10	12	11	11	13	13	14	14	15	13	15	16	15	17	16	18	20	19	19	22	18	23	21	21	23	24	24	27	25	30	31	31	33	35	36	38	41	41	44	47	0	1	1	3	3	3	4	4	5	7	7	8	5	10	3	7	10	13	14	11	16	18	19	19	20	16	16	23	18	19	17	27	36	0	29	29	34	34	36	0	35	34	40	40	41	50	41	44	42	38	49	51	50	52	51	53	51	56	57	58	59	61	62	0	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	3	1	1	2	1	1	1	1	1	1
15000	-409.995701563843568	-415.934898782928769	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.771722533252538	-1	2	1	2	3	4	3	5	5	5	5	6	7	7	7	7	8	8	9	10	12	8	10	10	9	9	12	11	12	11	12	14	13	12	14	13	14	16	17	17	15	19	20	20	17	22	18	23	20	20	22	26	25	27	25	30	30	32	33	34	38	39	41	44	45	45	0	1	1	3	3	3	4	4	5	7	7	6	5	8	4	11	10	5	14	25	16	5	14	19	16	17	20	23	18	24	17	27	22	0	36	22	34	34	36	0	33	38	40	40	41	50	35	44	42	42	49	55	51	53	51	55	53	57	56	58	59	61	62	0	0	0	1	1	1	1	1	2	1	2	1	1	1	1	2	1	3	1	1	1	1	1	2	3	2	1	1	1	1	1	2	1	2	1	3	1	1	3	2	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	3	1	1	1	3	1	1	1	1	1
15500	-405.410658600130773	-411.349855819215975	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.734556011564585	0	2	1	2	3	4	3	4	5	5	5	6	6	6	5	8	9	10	8	9	13	9	10	11	10	9	10	11	11	12	13	12	13	13	15	14	14	16	17	17	16	18	20	19	18	22	19	23	20	21	24	27	25	27	27	29	30	31	32	35	35	38	42	43	45	46	0	1	1	3	3	3	4	4	5	7	7	8	5	15	3	15	10	22	14	10	16	13	19	19	16	10	16	23	22	24	17	27	29	0	29	29	34	34	36	0	36	38	40	40	41	49	35	44	38	38	49	53	51	53	51	52	54	52	57	58	59	61	62	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	1	2	2	2	2	2	1	1	1	2	1	2	2	1	1	2	1	2	1	1	1
16000	-402.567617045077895	-408.506814264163097	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.681921495691275	-1	1	0	2	2	4	4	5	6	6	6	7	6	6	7	9	10	9	8	9	12	10	10	10	9	9	11	12	11	13	13	14	14	13	13	13	15	14	17	18	16	18	19	20	18	22	19	23	21	19	25	26	25	27	25	31	30	32	32	34	37	38	42	43	45	46	0	1	1	3	3	4	4	4	5	7	7	8	5	7	6	11	10	9	14	7	16	18	19	19	11	10	25	23	18	24	17	27	29	0	29	29	34	34	36	0	36	34	40	40	29	50	41	44	50	38	46	55	49	52	46	57	52	57	56	57	59	61	62	0	0	0	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	1	1	2	1	3	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	3	2	2	1	1	3	2	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1
16500	-397.543256633293367	-403.482453852378569	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.719064378293297	-1	1	1	2	3	4	4	5	5	6	6	6	6	6	8	8	7	9	8	8	12	9	10	11	10	10	11	11	11	12	12	13	13	13	15	13	15	15	17	17	17	18	20	19	19	22	19	23	21	20	23	27	25	27	27	30	29	31	33	33	37	38	42	42	45	46	0	1	1	3	3	3	4	4	5	7	7	8	5	7	10	11	10	9	14	10	16	9	19	19	20	8	7	19	22	19	17	27	29	0	29	29	34	34	36	0	36	38	40	40	41	50	35	44	50	42	49	49	51	53	51	54	51	57	56	58	59	61	62	0	0	0	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	1	1	3	1	2	2	1	2	3	2	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	3	1	1	2	1	3	1	2	1	2	1	2	1	1	1
17000	-415.945176697795489	-421.884373916880691	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.753730103160947	0	2	1	2	2	4	4	4	4	6	5	7	6	6	7	9	9	9	8	9	11	9	11	10	10	11	12	11	11	12	12	14	13	13	14	14	14	15	17	17	16	18	21	19	18	23	20	22	20	22	24	26	25	28	27	30	30	31	33	34	37	39	42	43	46	44	0	1	1	3	3	3	4	4	5	4	7	8	9	6	7	11	10	5	10	7	16	9	19	19	7	20	25	19	18	24	10	27	29	0	29	29	34	34	36	0	35	34	40	40	29	50	41	44	38	49	49	51	51	51	53	53	54	52	57	56	58	61	62	0	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	3	1	2	1	3	2	1	3	1	1	1	1	1	4	1	1	1	1	2	1	2	1	1	1	3	2	1	3	1	2	2	2	1	2	1	1	2	1	2	1	3	1	2	3	1	2	1	1	1
17500	-426.434259836328749	-432.373457055413951	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.741525109615448	0	1	1	2	2	5	3	4	5	6	4	7	6	5	6	7	8	8	8	9	11	10	10	10	9	9	9	12	11	11	12	13	13	13	13	12	15	15	16	17	15	19	20	19	19	22	18	23	20	21	24	26	25	28	24	31	30	32	31	34	37	38	41	42	46	47	0	1	1	3	3	11	4	4	5	4	7	8	5	7	6	11	7	15	10	16	16	18	19	19	16	10	16	23	18	24	17	27	29	0	18	22	34	34	36	0	35	38	40	40	35	42	41	44	42	42	49	55	46	51	46	52	54	57	52	58	52	59	61	0	0	0	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	2	1	1	1	2	1	1	2	1	2	2	2	2	2	1	1	2	1	1	2	1	3	1	1	3	1	5	3	1	1	1	1
18000	-399.871958380278841	-405.811155599364042	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.737223301156247	-1	1	1	2	3	5	4	4	5	5	5	6	7	6	6	9	8	10	7	9	12	9	10	10	10	11	11	12	11	12	14	13	14	13	14	13	15	16	17	17	16	16	20	19	19	21	17	23	21	18	25	27	25	28	27	30	31	31	33	34	36	39	43	43	46	46	0	1	1	3	3	3	4	4	5	7	4	8	5	11	3	10	10	22	14	11	16	13	19	19	11	25	25	24	22	24	17	27	29	0	29	29	34	34	36	0	35	34	40	40	47	50	35	44	50	42	46	53	49	53	53	55	52	56	57	58	58	59	62	0	0	0	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	2	3	1	1	1	1	1	4	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	2	3	2	1	1	1
18500	-380.120861099015542	-386.060058318100744	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.804351904103498	-1	1	1	2	3	6	4	4	5	5	5	7	6	6	6	7	9	7	8	10	11	10	10	10	9	11	11	11	11	12	13	13	13	12	13	14	14	15	17	17	14	18	20	19	18	22	19	24	20	20	25	27	24	27	27	30	31	31	34	33	37	38	42	44	44	45	0	1	1	3	3	3	5	4	5	7	7	8	5	7	7	11	10	9	14	16	16	13	19	19	11	17	20	23	22	24	26	27	29	0	29	18	34	34	36	0	35	38	40	40	41	50	45	44	42	42	53	51	49	51	51	52	55	56	57	58	57	61	62	0	0	0	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	2	1	1	2	2	1	2	1	3	1	2	1	1	1
19000	-405.635463533305199	-411.574660752390400	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.693987123590856	-1	0	1	2	3	5	4	4	5	5	5	7	6	7	7	8	9	10	8	9	11	9	9	10	9	11	11	12	11	12	13	13	14	13	14	14	15	14	17	17	16	18	20	19	19	23	19	23	20	21	24	27	24	27	26	31	30	31	33	33	37	38	42	43	45	47	0	1	1	3	3	3	4	4	5	7	7	8	5	6	9	11	10	22	14	16	16	13	19	19	16	10	16	19	18	24	26	27	29	0	18	18	34	34	35	0	35	38	40	40	39	42	41	44	42	42	46	51	49	53	50	53	54	52	57	58	57	59	62	0	0	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	2	2	1	1	2	2	1	2	2	1	2	2	2	2	3	2	2	2	1	3	3	2	1	1	1
19500	-432.790484699767262	-438.729681918852464	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.622983096213719	-3	0	1	2	3	4	3	5	6	5	5	6	6	5	8	8	9	8	8	8	11	10	10	10	9	10	11	11	12	12	13	13	13	13	15	13	14	15	16	16	17	18	19	19	18	22	19	23	20	20	24	27	26	26	26	31	30	31	34	34	38	38	40	43	45	45	0	1	1	3	3	3	4	6	5	7	7	8	5	7	10	11	10	13	14	11	16	18	19	19	20	10	20	23	22	19	26	27	22	0	36	22	34	34	36	0	35	38	40	40	35	42	36	44	42	38	46	51	49	49	46	51	51	55	58	57	60	54	61	0	0	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	3	2	1	2	1	2	2	3	2	3	2	2	2	2	2	5	1	1	1	1
20000	-399.665921320766472	-405.605118539851674	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.781725679178107	-1	1	1	2	3	4	4	3	5	6	6	6	7	6	6	8	8	7	8	9	11	9	10	10	9	10	10	12	11	12	12	12	13	13	13	14	14	15	18	16	15	18	20	18	20	22	19	24	20	21	24	27	25	26	27	30	30	32	34	34	37	39	42	43	45	47	0	1	1	3	3	3	4	4	5	7	7	8	5	7	3	11	10	9	14	11	16	18	19	19	11	17	25	23	13	24	26	27	22	0	22	35	34	34	35	0	29	38	40	40	39	42	41	44	42	42	49	51	51	51	51	51	55	56	57	58	57	61	61	0	0	0	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	3	1	1	1	2	1	1	2	3	2	1	1	1	3	2	2	1	1	1
20500	-458.163767011950256	-464.102964231035457	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.540219759018319	-1	1	0	2	3	5	4	4	5	5	6	6	7	6	7	7	7	10	7	10	12	9	9	11	9	9	11	10	11	12	13	12	14	13	13	12	15	14	18	16	16	19	20	19	18	23	18	23	20	21	22	26	23	27	25	30	30	29	33	34	37	38	40	43	45	46	0	1	1	3	3	3	4	4	5	7	6	8	5	7	6	7	10	9	14	7	16	16	19	23	11	16	25	23	13	24	16	27	36	0	16	13	34	34	36	0	35	38	40	40	41	50	41	44	42	42	49	51	50	52	51	52	55	55	56	57	57	56	61	0	0	0	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	3	1	3	1	3	2	1	2	1	2	1	2	1	2	1	2	1	1	1	2	2	1	1	2	1	2	3	2	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	2	4	4	1	1	1	1
21000	-427.542589070626263	-433.481786289711465	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.568336415454370	0	2	1	2	3	5	4	5	5	6	5	7	6	6	7	7	8	8	9	9	12	10	10	10	10	10	12	12	11	13	14	13	12	13	15	13	14	15	17	15	16	17	20	20	20	23	19	24	20	21	24	26	26	26	25	30	30	32	33	34	36	39	42	43	45	47	0	1	1	3	3	4	4	4	5	9	7	8	5	7	3	11	10	9	14	16	16	13	4	19	20	17	20	23	13	19	26	27	18	0	22	18	34	34	35	0	35	38	40	40	35	50	41	44	42	49	46	51	49	51	49	52	53	53	55	57	57	61	62	0	0	0	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	3	1	2	2	3	1	1	1	2	1	3	2	2	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	2	1	2	2	2	2	3	2	2	1	1	1	1	1
21500	-434.225144435094592	-440.164341654179793	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.738710578182243	-1	1	1	2	3	5	4	4	6	6	5	6	6	6	8	8	10	8	9	10	12	10	9	11	8	10	11	11	12	13	14	14	12	13	14	13	14	16	16	18	16	18	21	19	20	23	18	21	19	21	24	26	25	28	26	31	29	30	33	33	36	39	42	42	45	46	0	1	1	3	3	7	4	4	5	7	8	6	5	7	9	6	10	9	6	25	16	18	14	19	6	15	20	23	22	24	26	27	22	0	29	29	34	34	22	0	29	38	40	40	47	50	41	44	38	49	49	53	50	52	50	53	52	57	56	58	59	61	62	0	0	0	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	4	1	2	1	1	1	1	1	1	1	2	2	2	1	3	2	2	3	2	1	1	1	2	1	2	1	1	1
22000	-413.479029335875794	-419.418226554960995	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.709049128793256	-2	1	2	3	3	4	4	4	5	5	6	5	6	7	6	8	9	8	8	9	11	10	10	10	9	11	11	12	11	11	13	12	12	13	14	13	15	15	17	17	15	18	21	19	17	22	19	22	20	21	24	26	24	27	26	30	30	31	32	35	37	38	42	42	45	46	0	1	2	3	3	3	4	4	5	7	7	8	5	7	6	11	10	13	14	16	16	18	17	19	16	17	20	23	22	24	10	27	29	0	29	29	34	34	36	0	35	38	40	40	41	42	45	44	42	42	49	46	49	49	50	51	54	57	56	58	57	61	62	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	2	1	2	2	2	3	2	1	2	2	3	1	2	1	1	1
22500	-426.695140758537320	-432.634337977622522	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.723809054340789	-1	1	1	2	2	6	3	3	4	5	5	7	5	5	8	8	9	9	9	8	12	9	9	11	10	10	10	11	12	12	13	13	13	13	14	12	15	14	17	17	16	18	20	19	19	22	18	23	19	20	24	26	25	28	26	30	30	31	32	33	37	39	41	43	45	45	0	1	1	3	3	3	4	4	5	7	7	8	9	7	6	11	10	13	14	11	17	13	10	19	20	7	20	19	18	14	17	27	22	0	18	22	34	34	35	0	33	38	40	40	41	50	41	44	42	42	49	51	51	55	51	52	55	52	56	57	59	61	62	0	0	0	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	3	2	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	3	2	1	1	2	1	2	2	2	1	2	1	1	2	1	1	2	1	1	1	1	2	2	3	1	2	2	2	1	1	1	1
