step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
10000	-228.629106815422176	-237.679950195873516	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998230530498462	1	2	4	6	6	4	5	6	9	6	5	7	8	7	8	9	8	8	11	9	7	10	8	8	13	10	9	16	11	11	19	13	10	10	10	9	10	9	10	8	10	11	10	11	15	10	17	9	11	10	11	12	11	15	12	13	12	13	13	10	13	13	15	14	16	14	10	15	15	11	13	12	14	12	15	15	16	16	12	21	0	1	2	3	2	2	6	1	15	6	3	8	8	4	4	4	12	8	27	3	4	12	4	5	49	23	4	35	35	46	77	39	27	15	4	40	13	23	13	12	13	23	48	26	38	9	71	14	10	20	43	38	26	58	43	36	53	74	35	18	30	30	49	61	63	46	48	56	59	43	29	51	30	42	71	66	73	57	43	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-238.827059746711399	-247.877903127162739	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993790131347333	0	3	4	5	6	4	5	6	5	7	6	7	7	2	8	7	9	7	11	12	9	4	9	9	12	7	8	16	11	9	18	12	10	7	9	10	9	10	10	9	9	13	10	6	15	12	17	14	10	12	11	11	11	14	11	12	12	13	12	9	14	13	16	13	16	12	12	14	16	7	12	14	17	16	11	16	14	17	13	22	0	14	2	14	7	14	2	6	2	11	3	7	4	1	34	44	27	5	17	41	22	1	5	10	49	8	7	68	40	12	74	75	30	3	7	60	11	40	60	26	12	56	13	14	54	75	65	71	37	33	34	60	37	62	37	52	23	66	38	26	57	19	77	67	77	23	43	25	62	3	21	52	50	79	37	49	59	28	29	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-243.873729673365574	-252.924573053816914	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999793062297330	1	3	4	2	3	3	5	5	10	8	5	6	8	7	8	8	10	9	13	12	9	12	5	9	13	6	8	17	11	12	21	10	9	8	10	10	11	10	9	10	10	13	11	10	13	12	14	13	10	12	13	11	9	13	8	8	9	10	13	10	7	13	15	15	16	13	13	16	14	14	13	14	15	17	14	14	16	16	16	23	0	4	2	1	1	1	5	2	33	5	3	5	4	3	12	8	16	15	44	40	26	52	3	34	32	3	11	75	13	33	28	39	26	23	13	27	57	16	34	53	14	30	36	34	17	16	29	18	33	9	46	34	27	35	14	26	23	21	52	5	23	9	47	42	47	37	29	70	59	50	49	19	45	65	51	71	75	37	70	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-240.167021493477534	-249.217864873928875	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989833973078445	1	2	3	6	5	4	4	5	8	7	5	7	7	7	8	8	10	8	13	7	7	11	9	7	13	11	9	12	10	11	19	12	10	9	10	9	8	10	10	9	8	11	12	11	12	11	16	11	10	11	14	9	12	14	11	13	12	11	8	13	14	14	16	14	13	9	11	9	13	13	8	14	16	17	15	14	16	16	12	22	0	1	1	7	6	3	1	6	5	11	1	2	5	7	20	12	20	11	58	8	6	39	24	6	26	36	18	34	37	14	19	67	20	4	23	10	11	66	15	9	5	27	12	40	29	71	45	37	15	14	56	14	39	50	16	22	55	18	13	53	43	79	75	44	32	10	23	59	50	50	8	53	75	78	62	55	25	19	29	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-236.995005115871066	-246.045848496322407	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997065412918143	1	3	4	6	7	5	5	4	10	8	5	6	7	7	9	7	10	8	12	12	9	9	7	10	14	11	9	8	10	10	21	12	11	10	8	7	8	9	9	8	10	10	12	10	15	10	17	13	7	7	12	12	12	12	11	14	12	13	12	12	14	11	11	14	17	13	11	12	15	10	9	13	16	16	16	14	14	16	12	22	0	1	2	11	12	2	8	1	71	13	3	11	7	12	50	3	10	13	71	22	49	23	4	40	68	39	35	49	11	23	65	42	38	12	49	7	14	28	35	23	22	37	34	35	53	28	74	51	4	6	9	67	39	29	39	54	34	51	71	4	10	23	22	19	66	55	28	46	32	23	23	26	32	54	76	68	59	77	44	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-253.777455119552258	-262.828298500003598	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984878542913214	1	4	5	4	6	5	2	5	9	5	6	6	8	7	7	8	9	7	11	11	9	12	9	6	14	9	9	17	10	9	20	10	11	10	9	7	10	5	9	9	8	12	12	9	11	10	17	12	11	11	13	11	11	10	8	8	12	14	13	12	14	15	17	14	15	13	13	11	15	11	12	11	16	6	15	13	16	9	15	22	0	1	7	7	7	2	1	2	36	4	4	38	5	3	2	38	36	8	55	40	18	27	16	2	27	15	13	73	13	74	43	13	78	26	41	5	56	4	14	55	1	37	56	13	74	27	67	37	46	9	21	29	78	21	5	74	53	76	43	54	33	52	64	23	58	18	53	40	67	39	54	17	64	4	64	32	58	74	49	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-232.369991476853301	-241.420834857304641	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988165610314854	0	3	5	4	6	5	2	4	9	8	4	6	8	7	8	9	10	9	12	12	5	10	7	10	12	11	8	17	9	11	14	12	10	10	9	9	11	9	6	7	10	13	11	11	13	11	18	12	11	8	13	11	12	13	12	11	12	14	12	10	14	14	17	14	17	13	13	15	14	13	14	14	16	16	15	13	16	16	16	21	0	7	4	1	4	4	1	7	50	40	7	3	5	8	21	39	10	40	26	37	4	14	6	50	26	9	7	73	10	40	49	26	50	29	23	23	17	40	8	3	14	24	24	17	44	23	19	9	16	12	30	16	50	57	43	13	37	57	34	7	24	51	71	41	67	37	59	62	59	37	46	17	64	59	46	44	75	54	58	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-250.651008558644151	-259.701851939095491	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984656773576725	-1	3	4	6	6	0	2	6	8	7	4	7	9	5	9	7	7	6	13	8	8	10	8	6	11	10	7	17	11	10	21	12	10	10	9	8	10	8	8	9	9	12	11	6	14	12	16	12	11	9	13	10	7	13	11	8	12	9	12	11	12	14	14	13	15	12	13	15	14	13	13	11	17	16	13	13	14	16	17	24	0	7	2	14	7	1	6	11	16	18	2	5	56	6	5	8	44	3	9	16	5	20	44	7	35	38	24	45	5	50	47	29	58	16	38	2	23	44	11	3	10	29	58	11	54	56	65	30	17	12	39	50	14	49	40	4	20	10	43	52	55	70	54	46	57	29	52	76	71	50	61	30	47	45	30	43	64	75	47	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-225.029980324340556	-234.080823704791896	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988249142848633	1	3	5	6	7	4	5	6	9	7	4	5	8	7	9	8	8	9	11	11	9	10	7	9	13	10	9	16	11	12	20	13	8	8	11	9	10	9	10	10	6	10	11	10	11	12	17	14	8	12	13	11	12	15	10	13	13	7	12	12	13	15	16	14	15	13	13	14	16	12	12	13	16	16	15	16	17	12	14	18	0	1	11	11	8	1	6	2	14	4	1	11	14	4	7	12	4	33	38	18	8	17	8	16	43	34	8	68	9	18	80	29	6	41	49	4	4	16	16	13	12	17	9	15	13	52	62	43	14	44	24	36	44	67	14	52	43	4	36	45	55	64	25	78	68	43	35	59	78	39	35	60	27	53	79	68	57	37	71	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-259.343135562817508	-268.393978943268849	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979454501338828	0	2	4	6	6	3	5	6	6	7	5	7	7	8	5	9	8	6	13	12	9	10	9	7	13	8	8	16	4	11	19	13	9	10	6	9	9	7	9	9	9	10	11	10	13	11	18	13	11	11	12	10	10	11	12	11	10	13	8	11	12	13	14	11	13	13	11	15	14	14	12	11	16	14	14	15	15	16	17	15	0	1	2	11	3	2	2	3	6	7	29	35	5	4	29	14	35	7	23	67	4	37	26	9	67	9	10	70	2	34	70	72	17	26	15	3	17	4	38	10	13	41	22	40	60	57	78	20	17	57	42	16	37	21	67	36	35	22	5	38	64	21	66	53	54	16	53	20	59	30	42	35	69	51	45	75	65	20	52	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-262.612085366141287	-271.662928746592627	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981302632660313	-2	4	4	6	5	4	3	6	10	8	6	6	8	8	8	6	9	7	12	11	7	11	8	8	14	11	5	16	10	9	19	12	9	9	10	9	10	-1	9	9	8	9	13	8	14	11	17	13	11	9	13	6	12	13	10	13	9	13	12	12	13	14	15	11	14	13	13	16	12	14	10	10	11	13	12	12	14	16	16	22	0	7	1	5	6	7	38	2	17	12	6	5	4	18	16	27	18	7	55	57	4	8	6	12	72	42	2	26	42	15	78	22	23	41	44	21	4	1	13	41	21	21	40	12	30	52	74	46	23	24	69	2	73	30	40	22	4	64	71	64	26	59	62	36	74	75	71	37	35	51	10	14	9	53	14	12	76	43	19	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-235.540589731095821	-244.591433111547161	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972160881272896	1	3	4	4	6	3	5	5	8	6	5	6	9	7	9	8	9	9	10	11	7	12	8	9	14	11	9	14	9	12	17	10	11	6	11	10	8	8	10	9	8	11	12	7	16	8	18	13	11	12	12	10	11	15	11	13	12	13	12	13	13	15	15	12	16	9	13	15	15	13	12	14	12	15	16	12	17	14	15	22	0	1	2	6	3	1	2	3	2	11	6	6	21	34	16	8	16	38	29	52	5	20	12	46	50	15	23	58	41	13	75	40	18	8	27	44	21	21	41	38	14	27	52	7	28	7	65	20	29	15	24	18	36	78	18	26	46	38	17	43	55	30	70	39	60	5	53	25	49	10	36	57	38	60	30	13	68	29	22	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-244.143873669487448	-253.194717049938788	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982670374271763	1	4	4	6	6	5	5	5	10	8	6	7	5	7	8	9	8	8	13	12	8	11	8	10	15	11	8	13	9	10	18	12	8	10	7	7	9	9	6	10	9	13	13	9	16	8	16	10	7	11	13	11	9	15	7	13	10	9	10	11	13	10	14	15	12	7	10	15	16	11	13	14	16	16	15	12	16	17	16	20	0	1	1	2	13	2	3	2	46	4	2	6	1	2	14	35	5	6	22	24	2	29	4	49	71	37	55	22	10	46	47	44	13	10	6	3	33	10	3	23	36	76	57	46	28	49	68	3	11	30	60	48	35	28	8	9	17	46	12	40	70	33	20	44	40	39	41	43	26	29	52	43	64	68	72	57	42	19	51	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-234.094188851880176	-243.145032232331516	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981803670148585	0	3	5	6	6	5	4	6	10	7	5	7	5	7	7	8	9	9	10	12	8	8	9	10	15	10	8	14	10	10	17	12	10	9	10	9	7	8	10	9	8	13	13	9	16	8	16	12	10	11	12	12	12	14	12	13	12	13	13	12	14	14	16	13	17	10	13	15	12	13	14	14	15	16	14	13	15	12	17	16	0	1	2	7	11	7	2	11	44	13	7	3	2	5	5	8	41	41	17	9	8	5	6	23	33	15	5	76	7	44	68	40	22	7	10	15	13	11	17	15	15	60	32	21	64	8	60	40	40	27	49	9	50	48	26	66	49	39	39	19	9	69	71	39	68	38	53	78	9	48	43	20	40	77	20	15	28	24	69	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-244.132633970182752	-253.183477350634092	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976025285474873	1	4	5	6	7	3	5	5	9	6	5	4	8	8	6	7	9	8	11	8	8	12	9	10	14	10	6	15	9	11	20	11	10	10	10	6	11	7	8	7	9	12	8	10	15	11	16	14	7	12	13	9	9	13	11	14	12	11	12	11	14	14	14	13	13	11	13	15	12	14	11	12	17	13	15	15	12	10	15	19	0	6	6	6	8	1	2	12	20	6	6	1	4	27	3	8	14	16	53	5	12	17	38	39	74	43	8	69	13	49	80	40	52	52	39	3	21	10	5	8	10	60	15	52	7	20	51	26	27	24	32	13	27	19	13	77	26	78	41	35	69	65	50	23	19	44	55	74	58	22	78	21	68	60	25	51	58	21	64	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17500	-236.991380855713601	-246.042224236164941	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986803543736781	1	3	5	5	6	3	4	5	9	7	5	6	9	7	9	9	8	9	10	11	9	12	7	10	15	10	9	14	10	10	19	12	9	8	10	9	11	8	9	8	10	11	11	10	14	11	14	13	11	12	12	8	11	13	8	12	12	12	12	12	12	14	12	12	16	11	14	15	12	14	11	11	16	15	14	11	17	14	16	20	0	1	6	6	7	1	6	7	23	7	6	11	38	3	52	23	23	12	40	27	52	71	12	33	64	15	34	22	39	16	73	71	34	5	38	5	21	10	14	5	34	30	33	39	60	34	12	24	38	49	46	11	15	71	12	35	76	53	20	26	43	60	14	37	70	17	60	56	37	66	27	21	41	62	26	16	51	4	78	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-235.245148413373727	-244.295991793825067	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997361972938548	0	4	5	3	7	5	5	5	8	7	6	7	9	8	9	8	7	7	12	11	9	12	9	10	11	10	9	13	11	10	21	12	9	9	10	9	10	10	9	9	10	10	13	11	14	12	16	12	11	12	14	12	6	11	11	12	8	14	11	12	12	15	10	15	13	12	13	16	14	13	13	13	14	16	11	15	15	14	17	23	0	4	2	1	3	2	4	2	11	8	7	7	9	12	18	6	4	6	26	36	7	24	10	39	27	23	14	19	15	57	60	9	57	10	12	5	16	34	6	12	8	13	59	40	60	63	73	38	21	41	42	75	3	27	36	29	8	56	21	41	24	41	14	28	39	21	14	50	25	20	22	24	75	78	21	67	22	43	45	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18500	-231.507473447263862	-240.558316827715203	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989558909029821	0	3	5	4	7	2	3	4	8	8	5	7	9	7	9	8	10	7	13	12	9	11	7	10	12	6	9	14	10	12	18	12	10	9	11	9	9	9	9	9	10	11	11	8	11	12	17	14	8	10	13	10	11	15	12	9	13	11	13	11	12	13	17	14	16	13	14	11	13	14	12	12	15	14	13	15	15	16	16	23	0	6	2	7	3	1	6	2	11	12	8	3	5	3	14	3	21	11	60	52	49	9	11	36	58	2	14	57	44	35	70	41	39	9	50	5	49	3	44	11	38	36	5	14	21	24	65	38	12	10	61	5	13	20	60	16	32	27	60	15	42	58	78	30	25	30	32	34	61	20	24	68	75	59	60	9	62	54	57	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19000	-220.877009819168990	-229.927853199620330	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993161976926621	0	2	3	6	6	4	4	6	7	8	4	6	8	7	8	7	10	9	13	12	8	8	6	10	13	10	8	16	9	12	21	11	10	10	11	8	9	8	6	9	8	11	12	10	14	12	16	14	10	12	13	10	11	14	11	11	11	13	10	11	14	13	15	12	17	14	13	15	16	14	12	12	14	13	16	13	17	16	16	23	0	1	2	7	6	3	3	3	12	12	3	7	12	3	39	4	22	15	20	60	9	23	7	41	53	13	5	62	15	24	65	44	14	10	40	5	4	16	11	14	14	29	44	41	67	26	19	67	40	26	53	29	34	26	27	17	44	49	27	38	30	56	58	49	66	55	56	61	70	60	40	5	16	57	66	64	64	48	66	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
19500	-228.286896956572150	-237.337740337023490	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966543163879734	1	2	4	6	6	4	3	5	9	4	5	6	9	8	7	8	8	8	12	11	7	11	6	9	14	8	8	15	10	10	20	12	10	10	7	10	9	9	9	10	8	9	12	10	13	12	17	11	10	9	12	10	11	14	11	9	12	13	12	12	13	12	15	11	16	14	13	13	14	14	13	13	12	15	14	15	17	13	14	20	0	1	7	3	7	1	1	10	35	1	7	10	21	12	8	4	3	15	37	17	5	9	6	26	51	11	21	67	17	24	47	52	18	41	8	39	5	5	35	16	15	26	48	27	32	64	58	17	50	14	34	14	39	67	50	8	42	22	52	50	19	53	52	44	54	19	22	22	72	60	64	16	64	78	36	79	45	43	51	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-249.201119990814732	-258.251963371266072	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.919937287081960	0	4	2	6	6	2	5	5	9	8	6	7	8	6	9	9	10	7	11	11	8	11	9	9	14	10	7	13	8	11	19	12	6	10	11	7	11	9	9	8	8	10	11	10	13	12	15	12	11	12	14	11	12	14	11	11	11	14	12	13	13	11	12	15	15	13	13	14	15	13	14	14	16	15	15	12	17	15	16	24	0	3	1	7	2	1	6	2	5	36	6	8	14	3	7	10	10	33	16	44	14	16	18	33	55	38	4	49	14	26	67	2	8	29	39	5	13	36	21	14	14	36	29	13	37	43	53	39	24	52	46	10	8	48	29	9	42	28	20	37	40	16	39	32	72	30	33	26	70	37	21	63	64	67	45	35	65	61	64	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-238.884649542790271	-247.935492923241611	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981315958881589	0	3	5	6	2	4	4	3	10	7	5	7	8	8	5	6	10	9	6	11	8	11	8	9	14	10	8	13	10	11	14	13	10	9	8	9	8	10	10	8	9	13	12	10	16	12	18	12	11	12	10	10	11	14	8	12	12	13	12	12	12	15	16	14	16	13	12	15	16	14	14	12	16	16	16	15	13	16	15	23	0	5	8	3	1	2	2	5	40	15	2	2	10	4	6	7	19	27	15	23	2	41	3	35	23	36	19	13	24	26	56	51	21	13	19	27	4	16	40	4	37	61	33	13	43	33	77	41	19	52	12	23	44	67	6	27	41	36	30	51	22	60	46	48	54	38	18	57	62	46	32	44	28	64	44	46	30	61	71	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-231.889455247804705	-240.940298628256045	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995698341900813	0	2	4	6	7	4	5	5	9	8	6	6	8	8	7	8	6	9	12	11	9	7	8	10	14	10	8	12	10	10	19	12	8	10	9	9	11	9	10	9	9	11	8	10	14	10	15	13	9	12	14	12	10	12	7	13	10	12	13	11	13	15	14	15	14	13	12	8	15	13	13	14	17	17	15	15	16	13	13	21	0	1	2	6	12	1	6	6	43	4	3	6	11	8	6	55	8	43	20	46	13	11	17	14	70	11	22	39	23	15	77	21	8	68	10	27	18	4	16	68	13	36	6	9	67	41	19	53	15	35	32	39	14	57	12	18	43	35	20	9	46	79	71	66	18	57	39	15	42	24	52	61	69	75	50	25	78	32	9	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
