step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14
5000	-59.274073606605185	-66.129561557564557	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.804867196140129	-1	1	2	3	4	3	4	5	6	5	9	9	8	7	0	1	1	2	3	2	3	4	5	7	8	5	10	10	1	2	1	1	1	1	1	1	1	1	1	2	1	1
5500	-55.450013214392143	-62.305501165351515	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771503750113215	0	1	2	3	4	4	5	6	6	6	9	8	8	8	0	1	2	2	3	3	3	4	5	7	8	9	7	10	1	1	1	1	1	1	2	1	1	1	2	1	1	2
6000	-55.111911469048898	-61.967399420008270	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880482748968953	0	1	2	3	4	5	5	5	8	6	7	6	8	8	0	1	2	2	3	3	5	4	5	7	8	5	10	10	1	1	1	1	1	1	1	2	2	1	1	1	1	1
6500	-59.953146605114640	-66.808634556074011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.840030772503955	-1	1	2	3	4	5	4	6	6	5	8	8	9	8	0	1	2	2	3	5	3	5	3	7	4	9	10	10	1	1	1	1	1	1	1	1	2	1	2	1	2	2
7000	-62.770290502695886	-69.625778453655258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592229531451268	0	1	2	3	4	5	3	5	5	5	8	7	7	6	0	1	2	2	3	3	3	4	3	7	8	5	10	10	1	1	1	1	1	2	1	1	2	1	2	2	1	1
7500	-57.092214019735032	-63.947701970694403	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831335597827811	-2	0	2	3	4	4	4	5	6	5	9	8	9	9	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	2	2	2	2
8000	-50.039579962875450	-56.895067913834822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718072732051237	-1	1	2	3	4	4	4	5	8	6	8	8	8	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	2	1	2	2	1	1
8500	-53.962023452990643	-60.817511403950014	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.952624896559781	0	1	2	3	4	5	5	6	6	6	9	6	8	8	0	1	2	2	3	5	3	2	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-55.367064573716824	-62.222552524676196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.951809035909601	0	1	2	3	4	4	3	5	7	6	7	7	9	9	0	1	2	2	3	3	3	4	5	7	8	3	10	10	1	1	1	1	1	1	1	1	1	2	1	2	1	1
9500	-62.352427100425572	-69.207915051384944	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.930101005672948	-3	1	2	3	3	4	4	6	6	5	9	8	8	7	0	1	2	2	2	3	5	4	3	7	8	9	9	10	1	2	1	1	1	1	1	1	2	1	1	1	1	1
10000	-58.328015284527737	-65.183503235487109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685654805949924	0	1	2	3	5	4	5	6	7	6	8	9	9	9	0	1	2	2	3	3	3	4	7	7	8	5	10	10	1	1	1	1	1	1	2	2	1	1	1	2	2	2
10500	-54.659000938676257	-61.514488889635629	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683047183641487	-1	1	2	3	4	4	4	5	7	5	9	7	9	8	0	1	2	2	3	3	3	4	5	7	8	3	10	10	1	1	1	1	1	1	1	1	1	1	2	2	2	1
11000	-54.719032269904943	-61.574520220864315	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.925363856760071	-1	1	2	3	4	4	5	6	7	6	8	8	9	9	0	1	2	2	3	3	5	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	2	1	1	2	1	2
11500	-59.102395066711509	-65.957883017670881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.840098570939452	-1	0	2	3	4	4	4	5	8	5	7	5	9	9	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	2	1	1	1	2	2
12000	-55.031925207268188	-61.887413158227560	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688634656701339	0	1	2	3	4	4	5	4	6	6	7	8	9	8	0	1	2	2	3	3	3	4	3	7	8	9	10	10	1	1	1	1	1	1	1	1	2	1	2	1	2	1
12500	-60.072303458773320	-66.927791409732691	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726764517743268	-1	1	2	3	4	4	4	5	6	5	8	9	8	9	0	1	2	2	3	3	3	4	5	7	8	13	10	10	1	1	1	1	1	1	2	1	1	1	2	1	2	2
13000	-55.666959758904731	-62.522447709864103	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808739138571030	-1	1	2	4	5	4	4	6	7	6	8	7	9	8	0	1	2	2	3	3	3	5	5	7	8	5	10	10	1	1	1	2	1	1	1	1	1	1	1	1	2	1
13500	-58.144865815658591	-65.000353766617962	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.769104228308313	-1	1	2	4	3	4	5	5	7	6	8	7	7	8	0	1	2	2	3	3	5	4	7	7	8	2	10	10	1	1	1	2	1	1	1	1	1	1	2	2	1	1
14000	-60.115345866045061	-66.970833817004433	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620353955974594	0	1	2	3	4	5	4	6	7	5	9	8	7	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	2	1	2	1	1	2	1	2	2	1	2
14500	-66.871140322982839	-73.726628273942211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648556879163733	0	1	2	3	5	3	4	6	8	5	9	9	7	9	0	1	2	2	3	3	3	4	5	7	8	2	10	10	1	1	1	1	2	1	1	1	1	1	2	4	1	3
15000	-51.681260681787030	-58.536748632746402	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.943393372753640	-1	0	2	3	5	4	4	5	6	6	8	8	9	8	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	2	1	1	1
15500	-63.650366207057132	-70.505854158016504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639791596177029	0	1	2	2	4	4	4	5	7	5	6	8	8	9	0	1	2	2	3	3	4	4	3	7	8	5	10	10	1	1	1	1	1	1	1	1	2	1	1	3	2	2
16000	-55.287991989178636	-62.143479940138008	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.907780242105138	-1	1	2	3	4	4	5	4	6	6	7	9	8	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	1	2	2	1
16500	-52.565772129962426	-59.421260080921797	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877339075900786	-1	1	2	3	5	4	5	5	7	6	8	9	9	9	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	2	1	1	2
17000	-59.505573915668833	-66.361061866628205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647211191346708	-1	1	2	2	4	4	5	4	7	6	8	9	8	8	0	1	2	2	3	3	5	4	3	5	8	7	10	10	1	1	1	1	2	1	1	1	2	1	2	2	1	1
17500	-52.984008410485821	-59.839496361445192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.807859215980177	0	1	2	4	4	4	4	6	7	6	9	8	8	8	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	2	1	2	1
18000	-58.811957145896827	-65.667445096856198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794222600945074	-1	0	2	3	4	4	5	4	6	5	9	8	7	7	0	1	2	2	3	3	3	4	5	3	8	9	10	10	1	1	2	1	1	1	1	1	1	1	2	1	1	1
18500	-53.499337286230215	-60.354825237189587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.994387554889397	0	1	2	3	4	5	4	5	5	5	8	8	7	7	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	1	2	1	1
19000	-70.289247902017593	-77.144735852976964	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672823270635475	-1	0	2	3	4	5	4	5	6	5	8	8	8	9	0	1	2	2	3	5	3	4	3	4	8	9	10	10	1	1	1	1	1	1	2	1	1	1	2	2	2	2
19500	-48.776870091825423	-55.632358042784794	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824427310584666	-1	1	2	3	4	4	5	5	6	6	8	7	8	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	2	1	1	1
20000	-65.274485133399111	-72.129973084358483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718787630476782	0	1	2	3	4	4	4	4	5	6	9	9	8	8	0	1	2	3	3	3	3	4	3	7	4	9	10	7	1	1	1	1	1	1	1	1	2	1	3	1	1	2
20500	-54.218131483365234	-61.073619434324605	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.965941493232299	-1	1	2	3	5	4	5	5	8	6	8	8	8	8	0	1	2	2	3	3	3	4	5	7	8	5	10	7	1	1	1	1	1	1	1	1	1	1	1	1	1	2
21000	-56.438360376145546	-63.293848327104918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763861955613372	-1	0	2	3	3	4	5	5	6	6	8	8	9	7	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	2	1	1	1	1	1	1	1	1	2	1
21500	-54.867372377294849	-61.722860328254221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.770060281055508	-1	1	2	3	3	4	4	5	6	6	7	7	9	8	0	1	2	2	3	5	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	2	1	1	1	2	1
22000	-58.356478144556007	-65.211966095515379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911065638733276	0	1	2	3	5	4	3	5	6	5	9	8	9	7	0	1	2	2	3	3	3	4	5	7	8	9	14	10	1	1	1	1	1	1	1	1	1	1	2	1	1	2
22500	-52.744601867979654	-59.600089818939026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.852483296702673	-1	1	2	3	4	4	4	5	6	5	8	8	7	8	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	2	1	1	2	1	1	1
23000	-61.396820117976233	-68.252308068935605	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.860620544028235	-2	1	2	3	3	4	5	5	6	6	8	8	8	9	0	1	2	2	3	5	3	2	3	7	8	9	10	10	1	2	1	1	1	1	1	2	2	1	1	1	1	2
23500	-53.500389580214090	-60.355877531173462	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824207746558258	-1	0	2	2	3	4	5	6	6	6	8	8	8	8	0	1	2	2	3	3	5	4	5	7	8	9	10	10	1	1	1	1	1	1	1	2	2	1	1	1	1	1
24000	-71.468707572176541	-78.324195523135913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542839291233898	-1	0	2	3	4	4	4	5	5	5	9	8	8	8	0	1	2	2	1	3	3	4	3	5	8	8	10	5	1	1	1	2	4	1	1	1	2	1	2	2	2	2
24500	-57.031601748701704	-63.887089699661075	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.821161726510012	-1	1	2	3	4	4	6	6	6	5	8	7	9	8	0	1	2	2	3	3	10	4	5	5	8	5	10	10	1	1	1	1	1	1	1	1	1	1	1	2	2	2
25000	-54.556585478230872	-61.412073429190244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877489515480166	-2	0	2	3	4	5	5	5	6	6	9	8	8	8	0	1	2	2	3	5	5	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	2	1	1	2
25500	-48.586289517590529	-55.441777468549901	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759598593938671	-1	1	2	3	4	4	4	6	6	5	8	8	7	8	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-75.327771266083033	-82.183259217042405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463125862182699	-1	1	2	2	4	4	5	4	7	6	9	9	8	9	0	1	2	2	3	3	5	4	3	5	8	5	5	10	1	1	1	1	2	1	1	2	1	1	3	3	2	2
26500	-59.934050869039879	-66.789538819999251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.908448334611334	0	1	2	4	4	4	5	5	7	6	9	8	8	9	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	2	1	2	1	1	1	2	1	1	1
27000	-57.143342151156602	-63.998830102115974	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.818018897267814	0	1	2	4	4	5	5	5	6	6	9	9	8	7	0	1	2	2	3	5	3	4	5	7	4	5	10	10	1	1	1	1	1	1	1	1	1	1	2	2	1	1
27500	-57.582613492795474	-64.438101443754846	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682815496706327	0	1	2	3	4	5	5	5	7	6	8	8	7	9	0	1	2	2	3	5	5	4	5	7	4	5	10	10	1	1	1	1	1	1	1	1	2	1	3	2	1	2
28000	-65.663359876405636	-72.518847827365008	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700816551929642	-1	1	2	4	3	4	4	6	7	6	8	6	8	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	2	1	1	1	2	2	1	2	2	2	1
28500	-51.763557983502700	-58.619045934462072	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.973096421584666	0	1	2	3	3	3	5	5	7	6	8	7	8	8	0	1	2	2	3	3	5	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	2	1	1	1	1	1
29000	-56.170105915309371	-63.025593866268743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.846635102318233	0	1	2	4	5	3	4	5	7	6	8	9	9	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	2	1	1	1	1	1	1	1	1	2	1
29500	-51.225460284765930	-58.080948235725302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.888716298016760	-1	1	2	3	4	5	4	6	7	6	7	9	8	8	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	2	1	1	1	1	1	1
30000	-71.910973700641833	-78.766461651601205	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520405519960020	0	1	2	3	4	4	4	5	6	5	7	8	9	9	0	1	2	2	3	3	3	4	2	7	4	5	11	10	1	1	1	1	1	1	2	1	3	1	2	3	1	2
30500	-51.288527076931771	-58.144015027891143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.989148210698561	0	1	2	3	4	4	4	6	7	5	5	6	7	7	0	1	2	2	3	3	3	11	5	7	4	5	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-64.080143385602014	-70.935631336561386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512650272527486	-2	0	1	3	4	4	6	4	6	5	9	8	7	7	0	1	2	2	3	3	5	4	5	5	8	9	10	10	1	1	1	1	1	2	1	1	1	1	2	1	1	1
31500	-55.362455662060313	-62.217943613019685	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719757014746457	-1	1	2	2	4	4	5	4	8	6	8	9	8	8	0	1	2	2	3	3	3	4	3	7	8	9	10	10	1	1	1	1	1	1	1	1	3	1	2	1	1	1
32000	-66.110511964551193	-72.965999915510565	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716562317754283	-2	1	2	2	4	3	4	6	7	6	8	8	8	8	0	1	2	1	2	3	3	4	5	7	8	5	10	10	1	2	1	1	1	1	1	2	2	1	1	2	1	2
32500	-52.519780496912830	-59.375268447872202	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.923520656832621	0	1	2	3	5	3	4	5	8	5	8	9	7	7	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	2	1	1	1
33000	-64.675053040245416	-71.530540991204788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742269053211311	-1	0	1	2	3	5	5	5	7	6	6	7	8	9	0	1	2	2	3	5	5	4	5	7	8	5	9	10	1	1	1	1	1	1	1	2	2	1	1	2	1	2
33500	-50.544660707105834	-57.400148658065206	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.981248209877783	-1	1	2	2	4	4	5	6	6	6	8	7	9	8	0	1	2	2	3	3	5	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34000	-48.791929984812626	-55.647417935771998	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.996236766419695	-1	1	2	3	3	5	5	5	6	6	7	9	8	7	0	1	2	2	3	5	5	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-56.758518585175338	-63.614006536134710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.876198941419302	-1	1	2	3	3	4	4	5	7	6	9	8	9	8	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	2	2	1	2	1	1	1
35000	-50.869938524801668	-57.725426475761040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834697361627798	-1	1	2	3	5	3	4	5	6	6	9	8	8	8	0	1	2	2	3	3	3	4	7	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	2	1	1	1
35500	-62.352097325250341	-69.207585276209713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.836259523164551	-2	0	2	2	5	3	4	5	6	5	7	8	8	8	0	1	2	2	3	3	3	4	5	7	5	9	10	10	1	1	1	1	2	1	1	2	1	1	1	1	2	1
36000	-53.991472618852292	-60.846960569811664	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779292544214505	0	1	2	3	4	4	4	6	7	5	8	9	7	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	2	2	1	1	2	1	1
36500	-43.668390862072663	-50.523878813032034	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.999517201932692	0	1	2	3	4	4	5	5	6	6	7	8	8	7	0	1	2	2	3	3	5	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1
37000	-54.599887637456668	-61.455375588416040	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754419694444021	0	1	2	3	4	4	5	5	8	6	8	8	8	8	0	1	2	2	3	3	5	4	8	7	8	3	10	10	1	1	1	1	1	1	1	1	1	1	2	3	1	1
37500	-59.190065784015630	-66.045553734975002	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833345126546937	0	1	2	3	4	4	6	5	6	5	7	9	8	9	0	1	2	2	3	3	10	4	3	5	8	9	7	13	1	1	1	1	1	1	1	1	2	1	1	2	2	1
38000	-67.264897443061187	-74.120385394020559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675081493577286	-1	0	1	4	4	3	5	5	7	6	9	8	7	9	0	1	2	2	2	3	3	4	5	7	8	5	7	10	1	1	1	2	3	1	2	1	2	1	2	2	1	2
38500	-61.352716834938846	-68.208204785898218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797036085712321	-1	1	2	2	4	4	6	5	7	5	7	8	8	9	0	1	2	2	3	3	5	4	3	3	8	9	10	10	1	1	1	1	1	2	1	1	2	2	1	1	2	2
39000	-53.984763409913178	-60.840251360872550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.902947496831923	0	1	2	4	4	4	5	5	6	6	7	9	7	8	0	1	2	2	3	3	5	4	5	7	8	4	10	10	1	1	1	2	1	1	1	1	1	1	1	2	1	1
39500	-56.569873204226695	-63.425361155186067	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.849409649624227	-1	1	2	3	4	4	5	4	7	6	7	7	9	8	0	1	2	2	3	3	3	4	5	7	8	3	10	10	1	1	1	1	1	1	1	1	2	1	1	3	1	1
40000	-49.120858975815445	-55.976346926774816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.881680196947842	-1	0	2	3	4	4	5	5	6	6	8	8	8	9	0	1	2	2	3	3	5	4	5	7	8	9	10	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-52.478943632866930	-59.334431583826301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711201711210591	0	1	2	3	4	4	5	4	7	6	8	8	8	8	0	1	2	2	3	3	3	4	5	7	8	3	10	10	1	1	1	1	1	1	2	1	1	1	2	3	1	1
41000	-66.432082258630970	-73.287570209590342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.504649546531157	-1	1	2	3	4	5	4	6	6	6	8	9	8	8	0	1	1	2	2	5	3	4	5	7	8	5	10	10	1	1	3	1	2	1	1	1	1	2	2	2	1	1
41500	-48.811371150424812	-55.666859101384183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.943038480231647	-1	1	2	3	5	4	4	5	7	6	8	7	9	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	2	1	1	1
42000	-50.182299939688086	-57.037787890647458	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762791699115059	0	1	2	3	4	4	4	5	7	5	7	8	8	7	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	1	2	2	1
42500	-50.432250087110759	-57.287738038070131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756348789269029	0	1	2	3	4	4	4	5	7	6	7	9	9	7	0	1	2	2	3	3	3	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	1	1	2	1
43000	-56.120914059444019	-62.976402010403390	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.779765394148899	0	1	2	3	4	4	5	5	8	6	9	8	8	8	0	1	2	2	3	3	5	4	5	7	4	5	10	10	1	1	1	1	1	1	1	1	2	1	2	2	1	2
43500	-59.282206694680937	-66.137694645640309	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808268021034519	-1	2	2	3	3	4	4	6	7	6	9	9	9	8	0	1	1	2	3	3	3	4	3	7	8	9	10	10	1	1	1	1	1	1	1	2	2	1	1	1	1	1
44000	-49.608139687368293	-56.463627638327665	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.887724992581161	-1	1	2	3	5	4	4	5	7	6	8	7	9	8	0	1	2	2	6	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	1	1	1	1	2	1	1	1
44500	-63.004060498234765	-69.859548449194136	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473344598620280	-1	1	2	3	3	4	5	5	7	6	8	9	9	8	0	1	2	3	3	3	3	4	7	7	8	9	14	10	1	1	1	1	1	1	2	1	1	1	2	1	1	2
45000	-54.893110267079372	-61.748598218038744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.964371713077983	0	1	2	3	4	4	4	5	7	6	8	9	8	8	0	1	2	2	3	3	3	4	5	7	8	5	10	10	1	1	1	1	1	1	2	1	2	1	1	2	1	1
45500	-55.032200491533452	-61.887688442492824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.755662975639827	-1	0	2	3	4	5	4	5	7	5	8	8	7	8	0	1	2	3	3	5	3	4	3	7	8	5	10	10	1	1	1	1	1	1	1	1	2	1	1	2	1	1
