step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-679.681935433306421	-688.732778813757818	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.317292411644393	0	2	2	2	4	4	5	4	3	5	4	6	5	5	5	6	4	5	5	6	5	6	5	8	9	6	7	7	6	7	7	14	9	6	7	7	7	6	7	9	7	8	7	8	8	12	9	7	10	10	9	8	10	11	16	11	9	8	9	9	10	9	10	10	12	10	9	14	11	12	12	11	12	11	14	15	12	14	14	15	16	19	22	22	25	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-266.242294191951430	-275.293137572402770	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997895685707169	1	3	2	3	4	5	5	5	4	4	5	3	6	5	5	7	5	3	6	6	3	6	4	7	9	6	8	8	6	5	7	13	7	4	7	6	7	7	7	7	7	9	7	9	7	12	10	6	3	8	9	8	11	9	16	9	7	9	10	10	7	7	10	7	8	9	9	13	10	11	11	12	11	11	14	16	8	10	11	14	15	19	21	17	26	30	0	1	1	1	21	10	21	49	4	12	12	3	30	2	23	7	23	1	1	9	1	5	3	29	61	2	40	39	5	10	15	54	13	2	19	11	6	8	17	11	29	28	5	65	21	56	45	12	1	48	48	62	44	45	74	45	12	37	42	31	48	14	65	7	43	33	61	46	62	77	54	21	42	31	65	68	35	27	69	46	60	84	84	81	83	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-254.285687077357295	-263.336530457808635	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975161824638441	0	2	2	2	4	4	4	4	3	6	3	5	6	5	5	3	4	5	4	6	6	5	3	8	9	7	8	7	6	7	5	13	10	6	7	7	3	5	6	10	8	9	6	6	7	11	9	7	11	11	8	8	11	6	17	12	9	7	7	9	10	9	10	7	13	9	9	15	9	9	10	10	7	12	15	10	12	10	11	13	16	19	21	19	25	32	0	1	1	1	37	23	2	37	2	6	4	4	38	19	1	2	2	11	23	16	18	8	1	12	30	34	13	14	8	44	9	77	67	9	43	29	1	9	8	30	39	34	12	22	44	41	35	12	61	24	13	14	58	6	81	71	10	38	19	58	48	36	43	15	76	35	58	65	30	41	28	69	18	69	32	62	72	35	57	49	75	55	82	81	82	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-251.484862808136370	-260.535706188587710	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995342888431411	0	2	3	2	2	3	6	3	4	6	4	5	4	5	6	7	5	4	5	5	5	6	5	6	9	5	7	7	3	8	7	9	8	4	7	7	6	6	8	9	8	7	7	8	8	11	9	8	11	11	8	8	8	11	16	9	9	8	9	8	11	9	8	11	9	9	8	14	12	12	12	10	13	12	14	13	9	11	11	10	17	18	22	21	25	24	0	1	5	1	1	2	13	2	3	26	6	11	4	3	18	19	18	4	6	8	9	34	8	34	60	6	10	23	2	23	20	16	12	4	23	17	26	34	42	58	29	11	37	43	22	53	43	24	44	63	22	11	42	25	75	48	27	10	12	17	25	38	7	56	52	12	35	64	24	61	77	65	59	48	69	70	8	57	47	65	68	55	84	55	83	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-260.088024819829570	-269.138868200280911	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998714629110554	0	2	1	3	5	3	5	4	4	6	2	6	5	6	6	6	4	6	6	7	4	5	5	8	6	5	6	5	5	8	8	15	9	7	7	8	7	7	7	7	8	9	8	6	7	11	8	7	10	10	9	9	10	11	13	8	10	9	8	10	7	6	10	10	12	11	9	13	11	9	10	8	13	12	14	16	13	15	9	15	16	19	23	18	25	29	0	1	1	2	8	1	6	3	11	17	1	21	6	13	21	21	2	6	29	25	11	3	4	37	5	21	13	2	21	35	27	34	24	12	15	44	26	9	18	62	23	37	14	28	16	67	61	10	40	45	39	45	23	51	57	40	22	18	18	30	7	29	33	33	54	60	61	50	41	10	34	26	39	57	13	78	52	77	38	50	78	68	82	78	83	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-289.423574720108832	-298.474418100560172	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973695818038818	0	3	3	3	4	4	6	4	4	5	5	2	6	6	6	6	5	4	6	3	6	6	4	8	9	4	8	7	5	6	7	10	10	7	7	6	8	4	8	8	8	7	7	8	9	10	6	8	9	11	9	8	9	11	15	11	9	8	10	6	9	8	10	9	13	11	8	12	10	10	10	9	11	7	13	13	9	12	13	10	17	15	19	17	21	28	0	1	12	12	12	2	38	3	4	23	20	1	3	3	26	18	5	20	38	12	18	6	2	4	47	3	28	19	23	17	22	24	9	5	47	38	14	2	7	29	43	6	36	38	62	27	10	8	28	48	67	7	29	21	79	40	30	19	67	6	62	30	45	35	69	19	34	51	45	6	44	24	44	23	50	72	39	52	78	37	80	78	78	75	78	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-263.968760135172886	-273.019603515624226	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996085300708178	-1	3	3	2	4	4	5	3	3	2	5	7	6	5	4	7	4	6	6	4	5	5	6	7	8	1	6	7	7	8	8	14	8	7	6	7	6	6	5	9	7	8	7	9	8	13	9	5	11	9	9	5	9	12	12	12	7	4	7	9	9	3	9	8	11	10	7	14	10	11	10	10	12	7	14	12	13	11	14	14	15	17	23	21	26	28	0	26	10	26	3	26	20	10	26	26	26	17	6	20	4	21	10	58	2	4	58	3	9	20	67	1	39	37	7	74	8	46	62	26	21	38	21	52	2	57	14	43	21	23	16	70	29	62	61	23	57	10	42	60	78	70	52	62	48	16	29	4	35	23	34	30	7	46	38	50	45	59	61	11	49	70	49	25	56	70	46	65	84	75	83	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-269.460843707780214	-278.511687088231554	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982311287244357	0	2	2	2	3	4	4	4	4	6	2	7	2	6	6	6	5	5	4	6	4	6	5	9	9	6	4	7	7	8	8	15	9	5	7	8	5	6	2	9	5	8	8	8	3	13	9	8	9	10	9	3	10	7	11	12	8	8	9	9	10	8	10	9	13	10	7	12	12	13	11	11	11	11	12	16	13	14	14	14	10	16	23	23	25	27	0	1	1	1	13	39	2	39	3	41	1	45	1	17	37	19	5	52	5	17	13	52	19	58	9	19	39	22	18	52	16	79	28	5	10	54	5	7	1	58	13	37	15	28	4	73	29	35	44	60	14	13	62	17	51	31	7	15	48	30	17	20	33	12	68	51	34	14	25	30	66	81	34	53	63	66	71	12	77	77	33	53	32	82	84	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-256.416772403281300	-265.467615783732640	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.962384707366001	1	2	3	2	4	3	4	5	2	3	2	7	5	5	5	6	5	3	6	6	3	7	5	5	8	7	7	7	4	6	6	13	9	7	6	7	6	7	8	8	8	7	7	8	8	9	9	7	10	10	10	6	7	12	16	11	9	9	9	7	10	9	4	4	11	10	9	15	12	11	11	11	13	11	14	16	10	13	11	14	17	19	20	23	25	24	0	1	2	1	3	9	21	4	1	1	1	29	6	5	1	7	64	9	23	21	2	3	7	6	8	5	29	18	18	17	8	72	27	37	5	17	29	19	24	52	20	24	23	20	20	63	31	37	44	60	41	13	14	77	80	61	38	60	48	30	46	25	9	6	51	57	35	47	79	25	47	66	71	31	78	80	46	77	33	70	68	55	68	83	86	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-272.720379903280048	-281.771223283731388	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995498352496028	-1	2	3	1	4	5	4	5	2	6	2	6	6	5	4	6	1	6	3	7	3	7	4	9	9	7	8	6	5	7	7	12	9	6	8	7	7	5	7	7	6	8	6	8	8	10	8	7	11	11	9	9	11	9	16	11	10	7	4	7	5	8	10	8	9	10	6	14	8	13	12	10	13	11	12	13	9	15	15	12	13	15	23	21	26	31	0	1	17	1	3	19	2	9	4	59	4	5	14	5	2	23	1	21	11	16	17	6	19	36	36	21	36	29	3	34	14	53	10	59	34	19	28	5	15	10	29	26	11	67	61	45	22	8	45	46	22	39	77	42	81	25	60	18	19	12	23	40	54	34	30	47	7	56	58	26	57	51	20	69	51	64	39	75	68	57	72	80	55	49	84	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
