step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21
35000	-137.659706537251310	-144.515194488210682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526466665179615	13	12	14	16	15	17	15	20	20	18	21	23	24	24	26	29	28	31	34	33	39	2	0	1	2	2	7	2	4	3	2	5	11	6	11	14	13	15	16	13	17	20	1	1	1	2	3	1	1	2	3	2	3	1	4	2	1	2	1	1	5	2	3
35500	-141.391084631872417	-148.246572582831789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566610246161282	13	11	14	18	16	16	18	19	19	16	20	24	24	23	24	28	28	30	32	33	39	2	0	1	5	2	2	10	10	3	2	8	14	6	4	14	13	15	16	18	17	17	1	1	1	1	3	2	1	1	2	3	1	1	4	2	1	2	2	2	1	2	5
36000	-133.590304135117123	-140.445792086076494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520623789681422	13	12	14	18	15	16	14	17	20	18	19	23	24	25	26	28	29	30	33	34	39	2	0	1	8	2	7	2	5	3	2	10	11	6	12	12	13	15	13	18	17	20	1	1	1	1	2	1	1	2	3	3	1	2	3	1	2	2	2	3	1	3	2
36500	-138.209071588236156	-145.064559539195528	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.640109940845902	13	12	14	18	16	17	16	18	19	19	19	23	24	25	25	28	29	30	34	33	37	2	0	1	5	2	7	2	5	3	5	8	11	7	12	12	13	15	16	18	17	17	1	1	1	1	2	1	2	1	2	2	1	2	4	1	1	2	2	1	4	3	4
37000	-141.616259296235825	-148.471747247195196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490560881866722	13	12	14	18	16	16	17	19	20	18	20	22	23	25	25	28	29	31	34	34	39	2	0	1	5	2	2	2	5	3	2	5	11	11	12	12	13	15	16	18	17	20	1	1	1	2	2	2	2	2	2	2	3	1	1	3	1	3	2	2	2	2	2
37500	-135.185388003950379	-142.040875954909751	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683932740397202	13	11	14	18	15	17	16	18	20	17	20	23	24	24	26	28	30	31	34	34	39	2	0	1	10	2	7	1	5	3	2	8	11	6	12	12	13	15	16	18	17	20	1	1	1	1	2	1	1	1	2	4	1	1	2	1	2	2	2	2	2	1	3
38000	-132.580280859212678	-139.435768810172050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560525507401270	13	12	14	17	14	16	17	19	21	19	19	23	23	25	25	26	29	30	33	33	40	2	0	1	5	1	2	2	7	3	2	7	8	6	12	12	13	15	16	18	17	20	1	1	1	1	1	2	2	1	3	2	1	2	4	1	1	1	2	2	1	2	3
38500	-147.213340789260684	-154.068828740220056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673227176858368	13	11	14	17	14	16	17	19	21	17	20	23	25	25	25	28	29	30	34	34	39	2	0	1	5	2	5	2	5	3	5	4	11	7	12	12	13	15	16	18	15	20	1	1	1	1	1	1	2	2	3	1	1	1	3	1	1	1	2	1	2	3	2
39000	-138.781893688469381	-145.637381639428753	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456463855009636	13	12	14	17	15	16	18	20	20	18	21	22	25	22	26	28	29	30	33	33	38	2	0	1	5	2	2	2	5	3	2	5	8	6	8	12	13	15	16	13	17	17	1	1	1	1	2	2	3	3	3	4	2	1	6	2	2	2	2	1	4	2	5
39500	-146.594101089977613	-153.449589040936985	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557621155455117	13	11	14	18	16	17	16	20	19	18	19	23	24	24	25	28	30	30	34	33	39	2	0	1	5	2	7	1	5	1	7	4	11	6	4	12	13	15	16	16	12	17	1	1	1	2	2	1	2	1	3	1	1	2	3	3	1	2	2	1	3	4	5
40000	-141.032461804240882	-147.887949755200253	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786162152839462	13	12	14	17	14	17	16	19	17	18	20	23	25	24	25	27	28	28	33	33	39	2	0	1	5	2	7	1	5	3	7	4	11	6	12	12	13	15	13	18	17	20	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	1	1	2	3	2	2
40500	-140.556668136475224	-147.412156087434596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579421926369074	13	12	14	17	14	17	16	19	21	19	20	23	24	25	25	28	29	30	34	33	39	2	0	1	7	2	7	2	4	3	7	8	8	9	12	11	13	15	16	18	17	20	1	1	1	1	1	1	2	1	3	2	1	2	2	1	2	3	2	1	2	2	4
41000	-137.375160111228780	-144.230648062188152	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.410680872411877	13	12	14	17	16	14	18	18	21	18	21	23	25	24	25	28	29	30	34	33	39	2	0	1	5	6	2	1	5	3	2	7	11	6	12	12	13	15	13	18	17	20	1	1	1	1	1	1	3	1	2	3	2	1	4	1	1	2	2	3	2	2	3
41500	-139.712671838497215	-146.568159789456587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470567920434756	13	12	14	16	14	16	18	19	20	19	20	24	22	24	26	27	30	30	33	34	39	2	0	1	5	2	2	1	7	3	2	4	11	6	9	12	13	15	16	16	17	20	1	1	1	1	1	2	3	1	4	4	2	2	3	2	1	3	2	1	3	2	3
42000	-145.683356518365400	-152.538844469324772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380584535352529	13	11	14	18	16	16	14	20	20	17	21	23	25	24	24	26	29	30	34	33	39	2	0	1	5	2	7	1	5	3	2	5	11	6	11	8	13	15	16	18	17	17	1	1	1	1	4	1	1	2	3	3	3	1	4	2	3	1	2	2	2	2	4
42500	-134.580753130475415	-141.436241081434787	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555693848042143	13	12	14	18	14	16	18	19	18	16	19	23	24	24	25	27	29	31	34	33	39	2	0	1	10	2	2	6	5	3	2	4	11	6	12	12	13	15	13	18	17	17	1	1	1	1	1	2	1	2	2	2	1	2	4	1	1	2	2	3	1	3	6
43000	-156.090184609297694	-162.945672560257066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.397972866652190	13	11	13	18	14	15	16	18	20	18	20	22	24	24	24	28	29	31	34	33	38	2	0	2	5	2	2	6	5	7	2	4	7	6	12	10	13	12	16	13	17	17	1	1	1	2	1	2	1	2	2	3	1	3	4	1	2	2	4	2	5	2	6
43500	-139.602712650782735	-146.458200601742107	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513125479709261	12	11	14	17	15	16	15	19	20	18	20	23	24	25	25	27	29	29	34	33	40	2	0	1	5	2	2	2	10	3	1	8	8	7	12	12	13	15	16	18	17	20	1	1	1	1	2	2	2	1	4	2	1	2	5	1	1	1	2	1	2	2	3
44000	-132.735444328737856	-139.590932279697228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657946593842050	13	12	14	17	16	17	15	19	20	18	18	21	25	23	26	28	29	30	34	33	39	2	0	1	7	2	7	2	5	3	7	5	8	6	12	12	13	15	16	13	17	20	1	1	1	1	2	1	2	2	3	1	1	1	5	1	2	2	1	1	4	1	2
44500	-137.246851145060418	-144.102339096019790	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470240173600134	13	12	14	18	15	17	16	19	17	17	21	23	25	25	25	28	29	29	34	33	40	2	0	1	7	2	7	2	5	3	7	5	11	6	12	12	13	15	16	18	17	17	1	1	1	1	1	1	2	2	2	1	2	1	4	2	1	2	2	1	3	2	5
45000	-149.231804567525955	-156.087292518485327	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524407559968936	13	12	14	17	15	15	15	20	20	18	18	23	24	25	26	29	29	31	34	33	40	2	0	1	5	1	1	2	11	7	6	5	11	6	12	12	13	15	16	18	17	20	1	1	1	1	1	1	2	1	3	1	2	2	6	1	1	3	2	1	2	3	3
45500	-129.355451546541673	-136.210939497501045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634516406028827	13	12	14	17	15	16	15	19	19	17	20	24	24	23	26	28	29	31	33	32	39	2	0	1	5	2	7	2	5	3	7	8	8	6	8	14	13	15	16	18	17	20	1	1	1	1	2	1	2	2	2	1	1	2	3	2	1	2	1	2	1	1	4
46000	-148.188387577989971	-155.043875528949343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551501647220362	13	11	14	17	15	16	15	19	18	18	20	20	22	25	25	28	28	30	35	32	39	2	0	1	5	1	2	2	4	3	7	8	7	6	12	12	13	15	13	18	15	20	2	1	1	2	1	3	2	1	2	1	1	2	2	2	3	3	2	3	3	4	3
46500	-141.072845683910543	-147.928333634869915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634125172035855	13	12	14	16	16	16	18	19	19	18	20	23	24	24	26	28	30	30	34	34	39	2	0	1	2	2	1	6	4	3	2	10	5	6	12	12	13	15	16	18	17	20	1	1	1	2	2	1	1	1	3	3	1	2	3	1	2	2	2	1	2	3	2
47000	-142.736744739470879	-149.592232690430251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478361548633493	13	12	14	17	15	17	14	20	19	18	20	23	24	24	24	28	28	30	33	33	39	2	0	1	5	2	2	2	5	3	6	5	11	6	5	12	13	15	16	13	17	20	1	1	1	1	2	3	1	3	3	1	2	1	3	3	1	3	2	1	4	4	2
47500	-148.159585835020351	-155.015073785979723	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612623193611849	13	12	14	17	14	16	18	20	21	18	21	23	23	24	25	28	29	31	35	34	39	2	0	1	6	2	2	6	6	3	2	5	10	6	12	12	13	15	16	18	15	20	1	1	1	1	1	2	1	2	5	3	3	2	3	1	2	2	2	1	2	5	2
48000	-148.340865123041539	-155.196353074000911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554211284383491	13	12	14	17	15	17	15	20	20	18	20	23	24	24	24	28	30	30	34	33	39	2	0	1	5	2	7	2	5	3	2	7	8	6	12	8	13	15	16	18	12	17	1	1	1	1	1	1	2	3	3	2	2	1	3	1	2	3	2	1	2	4	6
48500	-146.333136032073043	-153.188623983032414	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451723729136461	13	12	14	17	15	17	16	20	21	17	20	24	24	24	25	27	28	28	33	33	39	2	0	1	5	2	5	2	5	3	2	5	8	6	11	12	13	15	16	13	17	17	1	1	1	1	2	1	2	3	2	2	3	2	3	3	1	1	1	1	4	3	4
49000	-137.211475277992264	-144.066963228951636	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476526987156621	13	12	14	17	16	17	15	20	20	18	20	23	23	25	25	28	29	30	33	32	39	2	0	1	5	7	7	2	5	3	2	5	11	7	12	12	13	15	16	13	17	17	1	1	1	1	1	1	2	2	3	2	2	2	3	2	1	3	3	1	5	2	4
49500	-154.375552903815844	-161.231040854775216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565617411968883	13	12	14	17	15	17	16	20	21	18	18	20	25	24	26	28	30	31	33	33	39	2	0	1	5	2	7	2	11	3	7	7	7	12	4	12	13	15	13	13	17	20	1	1	1	1	2	1	3	1	3	1	1	2	2	2	4	1	2	3	4	1	3
50000	-139.585087186239718	-146.440575137199090	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461808462482826	13	12	14	17	15	16	15	19	20	17	21	23	23	24	26	28	29	30	35	33	37	2	0	1	7	2	7	2	5	3	7	4	11	7	12	12	13	15	16	18	15	17	1	1	1	1	1	1	2	2	4	1	2	1	4	1	1	2	2	1	4	3	4
50500	-131.977811460113656	-138.833299411073028	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614820389683392	13	11	14	17	15	16	17	19	19	19	21	23	25	25	25	27	29	30	34	33	39	2	0	1	5	2	2	6	5	3	5	8	11	6	12	12	13	15	16	18	17	20	1	1	1	1	3	3	1	2	3	1	1	1	5	2	1	1	2	3	3	1	3
51000	-157.007413027505123	-163.862900978464495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480162557956717	13	12	14	18	16	16	17	19	20	18	20	23	22	25	24	29	29	31	35	32	39	2	0	1	5	1	2	6	4	3	5	8	11	6	5	12	13	15	16	13	17	20	1	1	1	1	1	1	1	1	4	1	1	2	2	3	1	3	3	1	6	2	3
51500	-137.666206230071481	-144.521694181030853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493473863198021	13	12	14	17	15	16	15	19	19	19	21	23	23	25	25	28	30	31	35	33	40	2	0	1	5	2	7	2	5	3	2	10	11	6	12	12	13	15	16	13	17	20	1	1	1	1	2	1	1	2	3	3	1	1	2	1	1	2	3	1	6	2	3
52000	-144.745684547166917	-151.601172498126289	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510234743442386	12	11	14	17	15	17	16	19	17	19	21	23	25	24	25	29	30	30	35	32	39	2	0	1	1	2	7	2	5	3	7	5	8	7	12	12	13	15	13	18	17	20	1	1	1	3	2	1	2	2	2	2	3	1	3	1	1	3	2	3	3	2	3
52500	-138.531791191233964	-145.387279142193336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549281945307943	13	12	14	18	16	14	16	19	19	19	21	22	23	24	26	27	30	30	35	33	39	2	0	1	5	2	2	1	5	3	5	8	8	6	12	12	13	15	16	18	15	20	1	1	1	1	3	1	1	2	3	2	1	1	4	1	2	2	2	2	3	3	3
53000	-145.305342976073661	-152.160830927033032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566932992548478	13	11	14	17	15	17	15	19	18	17	20	23	24	24	23	29	29	31	34	32	39	2	0	1	5	2	7	2	4	3	7	4	8	6	11	11	13	15	16	13	17	20	1	1	1	1	2	1	2	1	3	2	2	2	3	2	2	3	3	1	5	1	4
53500	-153.154810034282747	-160.010297985242119	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.485600332549818	12	11	14	17	13	16	16	19	19	19	21	22	23	24	25	28	30	30	34	34	38	2	0	1	7	2	2	2	7	3	2	8	7	7	11	12	13	15	16	13	17	20	1	1	2	1	1	2	2	1	2	4	1	3	2	2	2	3	3	1	6	2	2
54000	-154.661669228009316	-161.517157178968688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673177567699158	13	12	14	18	15	17	16	20	18	18	21	23	24	24	26	28	28	30	33	33	39	2	0	1	7	2	7	2	10	3	2	4	8	10	8	12	13	15	16	18	17	17	1	1	1	1	2	1	2	2	2	2	1	2	2	3	2	1	1	1	1	2	5
54500	-144.718335310473066	-151.573823261432437	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656994296175049	13	11	14	15	15	17	14	19	19	16	21	23	24	23	25	28	26	30	34	32	39	2	0	1	7	2	7	2	5	3	7	4	11	6	11	12	13	15	16	18	17	20	1	1	1	1	2	2	2	1	3	1	3	1	3	2	1	2	1	1	2	2	2
55000	-138.310153128789381	-145.165641079748752	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481988555934015	13	12	14	18	14	17	15	19	20	19	20	23	25	25	25	28	29	31	34	33	39	2	0	1	5	2	7	2	4	3	2	5	11	7	12	12	13	15	13	18	17	20	1	1	1	2	2	1	3	1	2	3	2	2	5	1	1	1	3	4	2	3	3
55500	-142.566011128126831	-149.421499079086203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616974709561708	13	12	14	18	15	17	17	18	20	18	20	22	24	25	24	27	28	29	32	33	40	2	0	1	6	2	2	2	2	3	2	8	11	7	12	12	13	15	16	18	17	20	1	1	1	1	2	3	2	3	3	3	1	1	2	2	1	2	2	1	2	2	3
56000	-140.314800700268052	-147.170288651227423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648461622218028	13	12	14	17	14	16	16	19	20	18	20	22	25	23	24	29	28	30	34	33	38	2	0	1	5	2	2	2	4	3	2	7	11	6	12	11	13	15	13	18	17	17	1	1	1	1	1	2	2	1	2	2	1	1	4	1	2	2	2	3	2	2	5
56500	-141.129461199926254	-147.984949150885626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.479057331914453	13	12	14	17	16	17	16	18	19	17	20	24	25	23	25	27	30	31	34	32	37	2	0	1	5	2	7	2	5	3	2	4	14	7	8	12	13	15	13	18	15	17	1	1	1	1	2	1	2	1	2	2	2	1	3	2	1	1	2	3	1	3	3
57000	-141.766272975494189	-148.621760926453561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657423445338188	13	12	14	18	16	16	17	18	18	18	20	22	24	24	24	28	30	30	34	31	39	2	0	1	5	2	2	2	7	3	6	4	11	6	12	12	13	15	16	18	17	17	1	1	1	2	2	1	2	1	1	1	1	1	4	1	1	2	3	2	2	1	3
57500	-148.069426199925857	-154.924914150885229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456252199020275	13	12	14	18	15	16	16	20	20	18	19	23	24	23	25	28	30	31	34	33	39	2	0	1	1	2	2	5	11	3	2	5	8	6	8	14	13	15	16	18	17	17	1	1	1	2	2	2	1	1	2	3	2	2	4	2	1	1	3	1	2	2	7
58000	-144.728440253014128	-151.583928203973500	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.378478541978688	13	11	14	16	15	17	16	19	21	18	20	23	23	25	26	28	29	30	33	33	37	2	0	1	5	1	7	2	7	3	2	5	11	6	8	12	13	15	16	13	17	20	1	1	1	1	1	1	2	1	3	4	3	2	3	2	1	2	2	1	5	1	2
58500	-134.472859133135273	-141.328347084094645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567241485814717	13	12	14	17	16	17	16	19	20	16	21	23	25	24	26	29	30	31	34	33	38	2	0	1	10	1	2	2	4	3	2	8	11	6	12	12	13	15	16	13	17	20	1	1	1	1	1	2	2	1	3	2	1	1	5	1	1	2	2	1	5	2	2
59000	-131.940788708986673	-138.796276659946045	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473714381565041	13	12	14	17	14	16	15	19	20	18	20	23	25	25	26	27	29	30	34	32	39	2	0	1	7	2	7	2	5	3	2	7	8	6	12	12	13	15	16	18	17	17	1	1	1	1	1	1	2	2	4	3	2	2	4	1	1	1	2	2	2	2	5
59500	-137.008432337006724	-143.863920287966096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.364059840891614	13	12	14	16	15	16	17	19	20	16	20	23	24	24	24	29	29	31	33	33	39	2	0	1	5	2	2	6	5	3	2	4	8	6	12	12	13	15	16	13	17	20	1	1	1	1	2	2	1	2	4	2	2	3	3	1	1	2	4	1	4	2	3
60000	-137.305713476556093	-144.161201427515465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562027835816031	13	12	14	17	16	16	16	19	20	19	19	22	24	23	25	28	29	30	34	32	38	2	0	1	5	2	2	2	5	3	7	7	11	6	11	12	13	15	16	13	17	17	1	1	1	1	2	1	2	1	3	2	2	1	4	2	2	2	2	1	4	2	3
60500	-144.012426392934827	-150.867914343894199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606638405620466	12	11	13	17	13	15	17	19	20	17	20	23	22	25	25	29	29	28	33	33	37	2	0	1	5	2	2	2	4	3	6	7	11	9	12	12	18	15	13	18	17	17	1	1	1	2	1	2	3	1	5	1	2	1	2	1	1	1	2	4	2	2	4
61000	-145.298303249310038	-152.153791200269410	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566777781355696	12	11	14	17	15	17	16	20	21	17	21	23	25	24	25	28	29	30	35	33	40	2	0	1	5	2	7	2	10	3	2	5	8	7	12	11	13	15	16	13	15	20	1	1	1	1	1	1	2	1	3	3	3	2	6	1	2	2	2	1	5	3	4
61500	-140.045691679040942	-146.901179630000314	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578516296439740	13	12	14	17	16	17	16	18	20	17	20	23	25	25	25	28	29	30	34	34	38	2	0	1	7	2	7	2	2	3	7	5	7	12	12	12	13	15	16	13	17	20	1	1	1	1	2	1	2	3	4	1	2	5	2	1	1	2	2	1	5	2	2
62000	-146.136762868021606	-152.992250818980978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.435472150913646	13	12	14	18	16	17	16	19	19	19	20	23	25	25	24	28	29	31	34	32	39	2	0	1	5	2	7	2	4	3	2	5	8	11	12	12	13	14	16	13	17	17	1	1	1	1	2	1	2	1	3	3	2	2	3	1	1	1	2	1	4	2	5
62500	-144.892416409628709	-151.747904360588080	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616620472826865	12	11	13	18	16	16	14	18	21	19	20	23	25	25	25	29	30	30	34	33	38	2	0	1	7	2	7	2	5	3	7	4	10	10	12	11	13	15	13	18	17	20	1	1	1	2	2	1	2	1	4	3	1	2	4	1	2	2	2	3	2	1	2
63000	-152.881156269245480	-159.736644220204852	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507539001171289	13	12	14	17	15	17	15	18	20	17	20	23	23	25	24	28	29	30	34	32	40	2	0	1	5	2	5	1	5	3	2	5	11	5	12	11	13	15	16	18	17	15	1	1	1	2	2	1	1	1	3	2	2	1	4	1	1	3	2	1	2	2	7
63500	-141.597626457389111	-148.453114408348483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663374313577866	13	12	14	16	15	17	16	20	20	19	19	22	25	24	24	29	30	29	34	33	40	2	0	1	5	2	7	5	5	3	7	4	8	6	12	12	13	15	13	13	17	17	1	1	1	1	2	1	1	3	3	1	2	1	4	1	1	2	2	2	4	1	5
64000	-134.334527508942472	-141.190015459901844	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529006388346545	12	11	14	17	15	16	16	18	19	18	20	21	25	24	26	28	29	30	34	33	39	2	0	1	7	2	2	2	5	3	7	4	8	6	12	14	13	15	16	18	17	20	1	1	1	1	1	2	2	2	3	1	1	1	5	2	1	1	2	1	2	2	2
64500	-140.376569517231133	-147.232057468190504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491771693744046	13	12	14	17	15	16	17	19	18	19	20	22	24	24	25	28	30	30	34	32	39	2	0	1	5	2	2	1	5	3	7	6	8	6	12	11	13	15	16	18	17	20	1	1	1	1	2	3	1	2	2	2	4	1	3	1	2	2	3	2	3	1	4
65000	-153.884795993835695	-160.740283944795067	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738633565541811	13	12	14	17	14	15	17	18	20	17	20	23	24	22	24	29	29	30	34	34	38	2	0	1	2	2	2	6	4	3	1	8	11	4	4	14	13	15	16	18	17	20	1	1	1	2	1	2	1	1	2	2	1	2	3	2	1	2	2	1	3	3	2
65500	-139.056906771931835	-145.912394722891207	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569669941194666	13	12	14	16	14	16	14	20	18	18	21	22	24	24	26	29	30	31	33	34	39	2	0	1	7	2	7	2	5	3	7	5	8	6	12	12	13	15	16	18	17	17	1	1	1	1	1	1	2	3	2	2	3	1	5	1	2	2	2	1	1	2	4
66000	-149.961528283681304	-156.817016234640676	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602176837644110	13	12	14	17	15	16	17	18	20	18	19	23	22	24	26	26	27	30	34	34	38	2	0	1	6	2	2	6	5	3	2	8	11	6	12	12	13	15	13	18	15	20	1	1	1	1	1	1	1	2	2	3	1	2	3	1	1	3	1	3	2	4	2
66500	-143.593099159663410	-150.448587110622782	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618942958480124	13	12	14	17	15	17	16	19	19	19	21	23	23	25	24	28	29	29	31	33	39	2	0	1	5	2	7	2	4	3	2	7	11	6	12	12	13	15	16	13	17	20	1	1	1	1	1	1	2	1	2	4	3	1	3	2	1	2	3	1	4	3	3
67000	-146.679690791739915	-153.535178742699287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529053107713735	13	11	14	18	14	14	17	19	18	18	19	21	24	23	25	27	27	29	34	33	39	2	0	1	5	2	2	1	5	7	1	4	8	6	12	12	13	15	16	13	17	20	1	1	1	2	2	2	2	2	1	3	1	1	4	1	2	2	2	1	4	3	3
67500	-147.255779944402434	-154.111267895361806	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483680965047742	13	12	14	18	16	17	17	20	20	19	18	24	25	24	25	28	27	30	33	34	38	2	0	1	5	2	2	2	5	3	7	5	11	6	11	12	13	15	16	13	17	20	1	1	1	1	2	2	2	1	3	1	1	4	3	4	1	1	2	2	3	2	3
68000	-157.065780959755330	-163.921268910714701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502260534463512	13	12	14	18	15	17	16	19	19	15	21	22	23	25	24	28	29	30	33	33	40	2	0	1	5	1	7	2	2	3	2	8	8	7	12	8	13	14	16	13	17	20	1	1	1	2	1	1	1	3	2	1	1	2	3	2	1	2	3	1	6	2	3
68500	-146.545792645307557	-153.401280596266929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520730403194263	13	11	14	18	16	17	15	19	19	17	20	22	23	24	25	28	29	30	32	33	40	2	0	1	5	7	7	2	10	10	2	7	11	10	12	12	13	15	16	16	17	20	1	1	1	1	1	1	2	2	1	3	3	1	2	1	2	2	2	1	1	2	4
69000	-142.580810394357911	-149.436298345317283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592116738295978	13	11	14	17	14	17	15	19	20	18	21	22	25	24	25	29	29	30	35	33	38	2	0	1	5	2	7	2	5	3	7	5	8	8	12	14	13	15	16	16	17	20	1	1	1	1	1	1	2	3	3	2	4	1	2	1	1	3	2	1	2	2	3
69500	-137.712953419258326	-144.568441370217698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461147598328786	12	11	13	17	15	17	17	19	20	18	21	23	24	24	26	27	29	30	33	33	39	2	0	1	5	1	5	2	5	3	5	8	8	6	12	12	13	15	13	18	15	20	1	1	1	1	2	1	2	2	4	2	1	2	3	1	2	2	2	4	2	3	4
70000	-160.202389110264164	-167.057877061223536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515883481139771	13	12	14	17	15	16	15	20	20	18	21	23	25	25	25	28	29	27	32	34	36	2	0	1	5	2	7	2	5	3	4	4	8	9	12	4	18	15	13	18	15	17	1	1	1	2	2	1	1	2	3	1	2	2	2	1	3	1	1	1	2	4	4
70500	-139.164536980892279	-146.020024931851651	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499247361728501	13	12	14	17	15	17	14	19	20	19	18	21	24	24	25	29	28	29	35	33	39	2	0	1	5	7	7	2	11	3	7	5	11	6	12	12	13	15	13	16	17	20	1	1	1	1	1	2	2	1	2	3	2	1	3	2	2	3	2	2	4	2	3
