step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
1	-3791.840546993726548	-3790.378464909207651	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.415553380061569	0	1	1	2	3	4	4	4	5	6	6	8	6	8	7	7	7	7	8	11	8	8	8	8	8	8	8	8	11	9	10	9	9	9	10	9	9	9	13	10	11	10	10	10	10	11	12	11	11	12	11	11	11	15	15	12	12	12	12	12	12	12	13	16	13	13	13	13	13	14	14	14	14	16	14	15	15	17	16	16	16	19	16	17	16	17	16	16	19	17	17	17	17	18	19	18	18	18	19	19	20	19	19	20	20	21	21	21	22	22	25	26	26	27	27	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	4	5	5	6	5	6	6	6	6	6	6	8	6	6	6	6	6	6	6	6	8	7	8	7	7	7	8	7	7	7	10	8	8	8	8	8	8	8	9	8	8	9	8	8	8	11	11	9	9	9	9	9	9	9	10	12	10	10	10	10	10	11	11	11	11	12	11	11	11	13	12	12	12	14	12	13	12	13	12	12	14	13	13	13	13	13	14	13	13	13	14	14	15	14	14	15	15	16	16	16	16	16	18	19	19	20	20	21
500	-1322.406250123767450	-1319.529407785419153	-2.876842338348364	0.000010020044616	0.000050333698102	5.023300796781820	0.208979508414206	0	1	1	2	3	4	2	4	5	6	5	8	6	8	7	7	7	6	8	11	8	7	8	6	8	8	8	8	11	9	10	9	7	9	10	7	9	9	13	10	11	10	10	10	10	8	12	11	9	12	11	11	11	14	15	12	12	10	12	11	10	12	11	14	12	13	13	13	12	11	14	14	14	16	14	15	15	16	16	16	15	18	16	17	16	17	16	16	19	17	17	17	16	18	19	17	16	18	19	19	20	19	18	20	20	21	21	21	22	22	24	26	26	27	27	28	0	1	1	1	7	7	2	5	7	4	5	13	8	2	9	13	5	9	6	10	17	8	9	11	17	16	18	13	4	21	11	14	5	23	14	24	27	28	17	10	24	36	37	22	37	13	58	17	6	36	61	61	17	14	17	46	58	17	17	17	36	42	17	9	14	11	49	7	52	14	13	18	46	14	7	14	65	65	73	62	17	71	8	24	65	46	9	0	72	49	70	14	0	11	46	14	70	73	58	22	2	56	0	70	103	14	14	0	58	58	70	5	58	31	70	58	1	1	1	2	1	2	1	1	2	4	2	2	2	5	1	1	4	1	2	3	1	3	3	1	1	1	2	2	8	1	2	1	3	1	2	1	1	1	4	3	4	3	1	2	1	2	2	3	4	5	1	1	4	4	7	2	2	3	5	3	3	1	4	6	4	7	4	7	1	3	8	8	6	8	8	6	2	3	1	4	6	2	12	7	2	8	11	1	5	7	4	8	1	11	10	5	4	1	5	12	15	6	1	9	2	8	8	1	9	9	12	20	12	14	13	15
1000	-1055.270138661355986	-1053.122717077132847	-2.147421584223087	0.000010028035705	0.000027404716903	2.732810064522188	0.271401436171322	-2	1	0	1	3	4	3	4	5	6	6	7	6	8	7	7	7	4	8	9	8	8	8	8	8	8	8	7	11	9	8	9	9	8	10	7	9	9	13	10	11	10	10	10	10	8	12	11	10	12	11	11	11	15	15	12	10	9	12	11	9	12	12	15	13	13	13	11	13	11	13	13	14	15	14	15	15	16	16	15	13	19	16	17	14	17	16	16	19	17	15	14	15	18	19	17	18	18	18	19	20	19	18	20	20	20	19	20	20	22	25	26	26	26	27	28	0	1	1	3	2	5	2	7	5	4	8	9	18	5	9	5	18	5	6	10	12	9	7	8	8	12	18	13	4	21	9	14	14	5	34	13	12	28	57	10	36	36	37	37	37	12	57	12	58	42	61	24	44	46	71	46	58	12	49	61	24	52	46	71	46	46	58	34	68	58	46	46	46	52	69	12	71	85	73	68	14	65	12	71	71	12	36	0	72	58	58	72	0	58	37	81	70	92	90	81	58	92	0	39	103	29	70	0	81	91	58	70	58	81	70	109	1	3	1	1	1	1	2	1	1	5	1	2	2	3	2	2	2	1	3	3	1	2	3	3	4	1	2	1	7	1	2	1	1	5	2	1	2	1	2	4	1	1	1	1	1	1	2	2	1	2	2	1	1	7	1	2	1	2	2	2	1	1	4	2	3	4	2	2	2	2	4	5	3	2	1	5	2	2	2	3	5	5	8	3	1	7	7	1	4	7	5	1	1	5	7	3	5	4	1	5	10	3	1	5	2	6	4	1	7	5	12	15	13	11	12	6
1500	-890.215986248438412	-888.084917338602395	-2.131068909835971	0.000009954188250	0.000026760880244	2.688404073989286	0.389243055705216	0	1	1	2	3	4	4	3	5	6	6	7	5	8	7	7	7	6	8	11	8	8	8	8	8	8	8	8	11	9	10	8	9	9	10	6	9	9	13	10	11	9	10	10	10	8	12	11	11	11	11	10	11	15	15	11	10	10	12	12	9	12	13	16	10	13	13	12	13	11	14	14	14	16	14	15	15	17	16	15	15	19	16	17	15	17	16	16	19	17	16	14	17	18	19	18	18	18	19	18	19	19	17	18	20	21	21	21	21	22	25	25	26	26	27	28	0	1	1	3	2	2	8	2	8	4	8	7	5	7	5	13	18	13	6	10	15	9	8	11	9	9	18	13	10	21	15	7	23	15	24	8	18	28	57	4	36	36	13	37	17	12	57	57	58	42	61	42	44	46	66	46	27	15	15	51	36	52	46	66	46	65	47	52	62	58	65	46	65	68	62	71	71	85	92	62	70	76	65	85	66	43	68	0	72	58	81	66	0	90	71	81	58	92	91	90	58	92	0	70	103	20	96	0	70	100	96	70	70	101	70	109	1	1	1	1	2	2	1	2	2	3	2	3	1	2	3	2	1	1	3	5	1	2	5	2	2	3	2	2	5	1	2	4	1	2	1	3	1	1	3	6	4	1	4	1	2	1	2	1	1	2	2	1	1	6	2	3	2	2	4	1	2	2	5	2	2	2	1	2	1	1	3	4	3	2	2	1	1	2	2	2	1	4	5	1	2	6	2	1	4	6	1	1	1	1	3	3	5	3	3	1	8	3	1	4	2	8	3	1	7	3	4	11	12	6	14	4
2000	-818.035904633987798	-816.045311690284393	-1.990592943703358	0.000009890913568	0.000022919124763	2.317189873996255	0.505588494419501	0	1	1	2	3	4	4	4	5	6	5	8	6	8	7	7	7	7	8	11	8	8	8	7	8	8	8	7	11	9	10	9	8	8	10	9	9	9	13	10	11	9	10	8	8	8	11	11	11	12	11	11	11	14	15	9	9	12	12	12	9	12	13	16	11	13	13	13	13	14	13	14	14	15	14	15	15	16	16	15	15	19	16	17	16	17	16	16	19	17	17	14	17	17	19	17	18	17	19	19	20	19	17	20	20	21	21	21	20	22	25	26	26	27	27	28	0	1	1	3	2	5	2	5	2	4	7	24	7	8	7	9	13	9	6	40	9	16	8	13	13	16	15	13	10	21	12	33	15	24	36	24	12	28	57	10	36	24	37	13	13	13	57	57	57	42	61	42	37	46	65	46	7	47	57	51	7	52	46	71	46	65	57	62	62	58	65	65	65	62	69	66	65	71	92	62	58	66	71	85	71	71	74	0	72	39	81	66	0	70	84	70	58	92	91	97	70	86	0	100	103	23	100	0	90	104	109	97	70	109	70	112	1	1	1	1	1	1	2	1	4	3	1	1	2	1	1	2	1	1	3	1	2	1	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	3	2	1	1	1	2	2	2	1	2	3	2	2	2	5	2	1	4	1	3	1	2	1	4	2	2	2	4	1	1	2	2	1	3	2	1	1	2	3	2	3	2	3	1	1	1	4	1	1	4	3	2	1	1	2	2	3	4	3	2	1	6	2	1	1	2	11	2	1	2	2	3	7	10	4	10	2
2500	-736.173079050527804	-734.093269488071655	-2.079809562456112	0.000009971305497	0.000025435504485	2.550870043272363	0.545490263191565	-3	1	1	2	2	3	4	4	5	5	6	8	6	7	7	7	6	7	5	11	8	7	7	8	8	8	8	8	11	9	9	9	9	9	9	9	8	9	13	10	11	9	10	10	10	9	11	11	11	12	11	11	11	15	15	12	9	12	12	12	10	12	13	16	12	13	12	13	13	14	14	14	14	16	14	15	15	16	16	15	15	19	16	17	16	17	16	16	18	17	17	14	17	18	18	18	18	18	18	19	20	19	18	20	20	20	21	19	22	22	24	26	25	27	27	27	0	1	1	3	2	5	5	5	2	4	9	15	9	8	17	17	5	17	6	40	2	17	7	2	15	17	13	2	40	21	9	23	23	24	24	24	17	14	47	10	36	24	37	31	37	27	57	28	57	42	61	42	44	46	66	46	28	47	49	51	42	52	45	66	46	65	47	62	62	58	66	66	65	62	69	66	71	65	92	62	47	64	71	71	65	92	80	0	72	58	81	66	0	70	84	90	90	86	91	90	90	98	0	96	103	21	96	0	107	96	109	113	70	111	101	111	1	3	2	1	1	1	2	2	2	3	1	1	1	3	1	1	3	1	2	1	6	1	2	3	1	2	2	5	1	1	3	2	1	1	1	1	2	2	2	3	1	1	2	1	2	1	2	3	2	2	1	2	1	5	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	3	1	1	1	3	2	2	3	2	1	1	3	3	1	1	3	2	2	1	1	1	1	1	1	1	1	2	3	1	1	2	2	7	2	1	1	2	2	1	8	2	6	2
3000	-707.647538214439237	-705.327302306321371	-2.320235908117824	0.000010224231740	0.000032909898246	3.218813802834563	0.633406549475158	0	1	1	2	3	3	4	4	5	6	6	8	5	8	7	7	7	6	7	9	8	7	7	8	8	8	8	8	8	9	9	9	9	9	9	9	7	9	13	10	11	9	10	10	8	10	12	11	11	10	11	11	11	15	15	12	10	12	12	12	10	12	13	16	12	13	13	13	13	14	14	14	14	13	14	15	15	17	15	14	15	19	16	17	15	17	15	16	19	16	17	17	16	17	18	18	18	17	19	19	17	19	19	20	20	19	20	21	22	22	25	26	26	27	25	28	0	1	1	3	2	2	2	2	7	4	13	9	7	16	9	2	18	13	7	10	15	8	8	16	22	9	15	22	10	21	12	22	23	22	24	24	18	16	47	10	15	24	45	37	37	45	57	57	57	42	61	50	44	63	66	46	19	57	49	61	42	52	46	65	46	65	47	62	52	58	65	65	66	62	69	71	71	85	73	68	58	76	85	85	65	79	80	0	72	58	70	79	0	58	84	101	90	79	91	96	90	98	0	100	103	22	101	0	107	104	109	109	90	112	96	114	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	4	1	1	3	2	1	3	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	2	4	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	4	3	1	2	1	3	1	1	2	2	2	1	1	1	1	1	1	6	3	1	2	2	2	2	7	1	4	1
3500	-702.054727945991885	-700.208400955158936	-1.846326990832907	0.000010657868923	0.000020812081864	1.952743274924019	0.596143401644830	0	1	1	2	3	4	4	4	5	6	4	7	6	6	7	7	7	7	8	10	8	7	8	7	8	8	5	8	11	9	10	9	9	9	10	9	7	9	12	9	11	10	10	10	10	11	12	11	11	12	11	10	11	15	15	12	9	10	12	12	10	12	13	16	12	13	13	13	13	13	14	14	14	14	14	15	15	17	15	15	15	18	16	17	14	17	16	16	19	16	17	17	16	18	19	18	18	18	19	19	20	19	18	20	20	19	21	21	22	22	25	25	26	27	27	28	0	1	1	1	2	5	2	5	7	4	2	9	27	5	9	9	27	13	6	10	22	9	15	5	15	16	5	13	40	21	9	12	7	24	24	15	14	28	57	10	36	36	37	37	37	45	57	57	57	42	61	36	44	46	65	46	14	57	49	51	36	52	46	66	46	65	39	52	52	58	66	65	65	68	69	65	71	85	73	74	70	55	85	55	65	79	68	0	72	81	81	79	0	70	84	90	81	79	91	90	90	92	0	96	103	40	90	0	100	104	109	109	104	112	113	114	1	1	1	1	2	1	2	1	1	3	2	2	1	2	2	2	2	1	2	2	1	2	1	2	1	1	2	1	2	1	2	2	4	1	2	1	1	1	2	3	2	1	2	2	2	1	2	2	2	2	1	1	1	2	3	1	2	1	1	1	1	2	1	2	1	1	1	2	2	2	1	2	2	1	1	3	1	2	1	1	2	3	2	1	2	2	2	1	4	1	2	2	1	4	2	2	3	2	2	2	2	2	1	1	2	5	2	1	2	2	2	2	5	2	1	1
4000	-709.088086940007202	-707.037392256215867	-2.050694683791300	0.000011563907240	0.000028607247844	2.473839270000486	0.669991338012498	0	1	1	2	3	4	2	4	4	6	6	7	5	7	7	7	6	7	6	11	8	8	8	8	8	8	7	8	8	9	10	9	9	9	10	8	9	9	12	10	11	10	9	10	10	11	12	11	11	11	11	10	11	14	15	12	10	12	12	12	9	12	13	16	12	13	13	13	13	14	14	14	14	14	13	15	15	17	15	16	16	18	16	16	15	17	14	15	19	16	17	17	16	16	19	18	18	18	18	19	19	18	19	20	20	18	21	21	22	22	25	26	24	27	26	27	0	1	1	1	7	2	2	2	2	4	7	13	9	8	17	17	13	17	6	10	12	9	12	14	15	16	17	15	10	21	15	23	23	24	24	15	14	28	57	10	42	14	15	43	37	19	57	57	57	42	61	14	44	63	66	46	15	57	49	51	36	52	46	66	46	65	47	62	62	57	65	66	66	52	62	65	71	85	73	62	70	55	85	85	71	79	62	0	72	70	58	79	0	58	84	90	90	86	91	90	90	79	0	90	103	46	96	0	96	107	113	110	104	113	111	112	1	1	1	2	1	1	1	2	2	2	2	2	1	3	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	3	1	1	2	1	1	5	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	3	2	1	1	2	1	2	1	2	1	3	2	1	1	1	1	2	2	1	4	2	2	2	1	3	2	2	2	1	1	3	2	3	1	2	1	3	1	1	2	1	1	3	4	3	1	1
4500	-553.276794117388704	-551.807314980002047	-1.469479137386630	0.000013174829413	0.000013443468097	1.020390296984322	0.616951950912019	0	1	1	2	3	4	4	4	5	6	6	8	6	8	7	7	7	7	8	10	8	7	8	8	8	8	8	8	8	9	9	9	9	9	10	9	8	9	12	10	11	10	10	10	10	11	11	11	11	12	11	9	11	15	15	12	10	12	12	12	9	12	13	16	12	13	13	13	13	14	14	14	14	16	14	15	15	17	15	14	16	19	16	17	15	17	14	16	18	17	17	17	17	18	19	18	18	18	16	19	20	19	18	20	20	21	20	21	22	21	24	26	26	26	27	28	0	1	1	3	2	5	2	2	7	4	8	22	9	8	9	2	13	13	6	10	22	9	7	7	16	16	18	16	10	21	9	23	23	24	24	24	17	28	47	29	36	24	37	37	37	27	57	57	57	42	61	24	44	46	66	46	14	57	49	51	16	52	46	55	46	65	47	52	62	58	66	66	66	68	69	65	71	85	73	62	58	55	55	85	71	79	62	0	72	81	99	79	0	81	84	90	90	92	58	90	90	98	0	90	103	105	96	0	101	96	109	109	109	111	111	112	1	1	1	1	1	1	3	2	1	3	1	1	1	1	2	5	1	1	3	3	1	2	3	4	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	2	2	3	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	3	1	1	1	1	2	3	1	2	1	1	1	2	1	2	1	2	1	1	3	3	1	1	1	2	2	1	2	1	1	2	1	2	2	1	1	1	3	2	2	1	1	2	2	1	2	1	2	2	2	4	4	1	2	2
