beta[0,0]	beta[0,1]	beta[1,0]	beta[1,1]	betaWardOut	betaOutOut	Se	Pi	mu	sigma	nu1	nu2	tau	alpha
0.151014	0.003557	0.019894	0.036279	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.161885	0.026124	0.025518	0.023537	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.149727	0.072057	0.000290	0.075143	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.172041	0.055746	0.009803	0.071405	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.239757	0.005853	0.001214	0.067954	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.167485	0.026336	0.020531	0.033373	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.168942	0.012525	0.000193	0.041349	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.206856	0.034273	0.005791	0.087322	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.109051	0.048162	0.011245	0.044799	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.160150	0.001835	0.026120	0.060079	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.148120	0.030887	0.030699	0.067721	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.105059	0.030887	0.001916	0.047325	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.214834	0.013312	0.008080	0.038826	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.156186	0.037295	0.005581	0.058832	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.158146	0.002489	0.000812	0.068264	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.094960	0.019529	0.005369	0.048714	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.139595	0.004377	0.015593	0.053178	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.190969	0.035505	0.007375	0.034947	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.133143	0.053359	0.000643	0.099507	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.160913	0.023352	0.000195	0.044535	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.203571	0.017327	0.016941	0.049154	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.128567	0.020284	0.015515	0.049154	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.128567	0.059177	0.017609	0.029707	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.156395	0.047191	0.014992	0.035460	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.210321	0.026564	0.009445	0.051382	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.273922	0.004790	0.010727	0.051382	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.259337	0.016955	0.008928	0.039477	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.168163	0.010054	0.039826	0.030635	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.212571	0.005297	0.000134	0.053165	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.217658	0.011377	0.002722	0.034797	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.178089	0.023204	0.003751	0.017874	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.200161	0.003082	0.025466	0.043048	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.216821	0.011034	0.035971	0.034160	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.163744	0.033256	0.003898	0.058611	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.155730	0.019584	0.007914	0.071337	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.215661	0.086255	0.004100	0.066455	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.148544	0.040378	0.006804	0.057618	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.214220	0.001005	0.016707	0.018098	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.146255	0.011868	0.010830	0.062555	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.169676	0.018480	0.010286	0.060075	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.181764	0.009159	0.011705	0.041264	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.181764	0.016135	0.000924	0.067746	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.243791	0.018934	0.001972	0.084489	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.128858	0.037135	0.005736	0.046585	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.174926	0.029114	0.015901	0.074222	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.144093	0.014606	0.021986	0.065831	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.176212	0.001975	0.007614	0.038528	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.194283	0.003694	0.017111	0.038749	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.259665	0.014755	0.005399	0.049763	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.227078	0.007848	0.012252	0.047934	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.294116	0.001164	0.005989	0.057583	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.196246	0.022244	0.005908	0.039235	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.197601	0.006318	0.015683	0.041689	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.102172	0.044839	0.052221	0.033713	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.197495	0.087394	0.002629	0.076720	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.188600	0.070033	0.008716	0.068342	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.145538	0.048740	0.026314	0.031660	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.190055	0.013014	0.011339	0.046343	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.225744	0.027288	0.002860	0.064108	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.135723	0.058573	0.003621	0.055872	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.205542	0.002791	0.038940	0.062561	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.194903	0.013562	0.001012	0.073799	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.152935	0.003581	0.002457	0.066882	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.157167	0.002883	0.007859	0.033982	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.170973	0.066911	0.029953	0.020860	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.137629	0.019003	0.003194	0.049697	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.164161	0.025684	0.001037	0.053626	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.158460	0.027848	0.020956	0.033285	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.268831	0.027848	0.014656	0.048886	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.178746	0.008132	0.014656	0.069899	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.258106	0.004843	0.015511	0.042262	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.164879	0.026190	0.003843	0.078329	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.182730	0.003808	0.000811	0.085538	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.167372	0.027110	0.039379	0.042542	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.108355	0.018607	0.012397	0.033156	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.162130	0.001332	0.004769	0.055730	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.162130	0.015087	0.004769	0.079586	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.143512	0.040570	0.009906	0.043515	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.159032	0.036809	0.000773	0.067288	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.078001	0.103655	0.001949	0.046875	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.190525	0.012435	0.003254	0.060348	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.256453	0.001390	0.006373	0.043407	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.199961	0.082827	0.003696	0.060623	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.175049	0.016563	0.020633	0.071288	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.160653	0.022645	0.005994	0.042443	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.285693	0.008293	0.005077	0.063270	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.270012	0.003418	0.003910	0.044715	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.169548	0.004394	0.003965	0.048599	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.212029	0.000347	0.004985	0.064245	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.155859	0.038205	0.001816	0.048999	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.168740	0.013473	0.007029	0.041096	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.233934	0.019565	0.000327	0.039495	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.183021	0.004120	0.003377	0.041266	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.183021	0.018391	0.007796	0.035722	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.183021	0.006479	0.012874	0.042715	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.228498	0.016789	0.003234	0.066868	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.178159	0.034326	0.033598	0.037638	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.207032	0.029977	0.009415	0.046357	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.210510	0.056983	0.016949	0.043030	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.119502	0.075829	0.002939	0.093244	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.171185	0.030827	0.000995	0.069049	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.182779	0.045918	0.003567	0.046558	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.234949	0.003555	0.006965	0.050037	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.250643	0.028833	0.015317	0.043429	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.170109	0.026581	0.002041	0.058789	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.223704	0.006902	0.004524	0.071425	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.196285	0.032523	0.011661	0.037432	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.140475	0.044539	0.010304	0.083536	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.231680	0.001771	0.018233	0.043763	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.181862	0.026675	0.006210	0.060293	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.192162	0.019453	0.002109	0.078479	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.189827	0.019453	0.006459	0.059617	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.228276	0.010008	0.005490	0.053813	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.223137	0.011588	0.020293	0.057985	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.204603	0.000291	0.003659	0.037874	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.262621	0.035874	0.002631	0.055569	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.124680	0.040042	0.009509	0.049610	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.200180	0.044127	0.006252	0.032353	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.245611	0.045531	0.019381	0.053368	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.215959	0.000700	0.002752	0.109071	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.114188	0.009313	0.022449	0.038545	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.168163	0.023353	0.017299	0.063454	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.235135	0.018716	0.005723	0.059273	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.203304	0.012388	0.006370	0.050215	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.213138	0.040670	0.004614	0.064502	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.162102	0.060209	0.016079	0.056001	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.184791	0.060209	0.003740	0.042679	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.225086	0.007928	0.003740	0.069562	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.189775	0.028857	0.017086	0.034066	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.220023	0.024394	0.001890	0.055519	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.180824	0.029997	0.038079	0.032041	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.161535	0.006031	0.026432	0.040883	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.196913	0.009677	0.011640	0.047336	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.191240	0.004225	0.007668	0.033233	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.152240	0.029232	0.011924	0.046074	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.210445	0.000232	0.002287	0.053353	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.194507	0.025204	0.014104	0.074560	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.187228	0.025204	0.023768	0.041275	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.233668	0.011051	0.009661	0.053262	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.261484	0.004998	0.000622	0.054777	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.173654	0.010046	0.009618	0.039715	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.255207	0.000630	0.000638	0.044545	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.193341	0.024679	0.005978	0.073025	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.183390	0.011413	0.000116	0.036785	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.191961	0.009557	0.021265	0.064459	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.216701	0.003621	0.018259	0.040418	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.155936	0.036123	0.013300	0.054249	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.192746	0.007487	0.006092	0.085920	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.224560	0.030394	0.000102	0.058952	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.153893	0.029008	0.000030	0.036808	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.254686	0.020117	0.008485	0.046121	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.122475	0.058158	0.007068	0.019565	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.199970	0.036516	0.003593	0.066137	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
0.194309	0.048238	0.005210	0.044981	0.100000	0.100000	0.900000	0.100000	5.000000	1.000000	0.010000	0.010000	10.000000	0.500000
