step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-836.580341878403942	-845.631185258855339	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.138108345969979	-1	2	3	2	3	5	3	3	3	5	8	8	8	6	6	6	5	6	7	7	9	6	7	9	7	8	7	7	7	8	8	10	9	8	10	10	10	11	10	11	10	8	8	11	11	10	10	10	9	12	16	9	10	10	19	9	11	12	10	11	10	10	12	12	12	11	11	12	13	15	14	12	14	14	13	14	15	13	13	13	14	16	15	17	15	17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-338.378111894470408	-347.428955274921748	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.408806331966073	0	3	3	1	4	5	3	3	2	5	9	7	6	6	6	7	6	6	5	5	8	6	4	10	8	8	6	6	7	7	7	11	9	5	11	10	8	11	9	11	10	8	8	9	12	10	10	10	7	13	17	8	10	7	19	8	12	12	8	8	11	10	13	9	12	7	8	8	10	13	15	11	15	13	13	14	15	12	13	10	12	17	15	18	13	16	0	4	9	1	2	3	4	4	1	7	16	10	23	5	23	27	7	8	9	8	18	23	8	21	49	29	8	8	20	27	28	26	13	8	34	56	19	24	13	53	56	16	14	25	35	67	26	33	28	47	76	13	39	8	82	54	62	41	30	15	37	8	72	25	11	20	20	12	52	49	78	36	36	38	60	85	57	59	48	31	61	45	80	83	53	35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-245.686313608191739	-254.737156988643079	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998905561444592	-3	0	4	2	4	5	3	4	3	2	5	8	5	6	6	6	5	5	7	6	9	7	8	10	7	7	8	8	6	8	9	10	10	7	11	10	9	10	9	11	10	8	5	12	8	11	8	10	9	10	15	8	11	11	18	7	11	12	9	12	8	11	13	12	12	11	10	11	14	16	14	9	14	14	11	14	15	13	11	13	11	13	16	18	15	13	0	1	7	2	10	7	4	9	4	2	9	6	4	5	10	17	9	4	14	43	34	6	22	39	11	11	20	17	13	14	47	31	20	20	37	26	25	21	61	42	47	34	7	81	18	39	34	16	56	30	64	6	28	33	85	11	67	49	27	67	56	50	79	35	21	38	25	24	66	48	65	20	57	57	21	66	82	53	48	57	48	65	80	74	82	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-253.020797486318031	-262.071640866769371	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993295523816375	-1	3	2	1	3	6	3	4	4	3	9	8	9	7	4	7	5	7	7	6	10	7	6	9	5	9	7	7	8	7	9	10	9	8	11	7	11	12	10	10	9	6	9	12	12	11	11	8	9	13	17	9	11	11	20	9	12	12	10	11	11	10	12	12	11	10	11	12	14	16	8	13	13	11	12	14	14	13	14	13	15	14	16	16	16	14	0	4	1	1	3	4	3	3	10	4	14	14	25	42	7	9	7	15	20	15	9	5	4	28	5	29	2	42	42	17	16	29	34	14	52	6	24	13	33	30	71	5	30	61	41	43	11	17	19	65	76	27	13	6	82	14	37	29	27	28	48	36	24	66	24	34	11	43	45	32	19	61	33	21	29	50	58	33	78	63	49	72	78	79	81	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-243.056688153106364	-252.107531533557705	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990669844440465	-1	1	3	2	4	5	4	3	3	4	9	6	8	5	6	7	5	7	7	7	8	7	6	7	6	8	8	7	8	6	8	10	10	9	10	10	8	11	8	10	11	9	8	11	11	9	10	9	9	13	16	9	10	8	17	7	9	11	10	10	11	9	13	12	12	12	10	9	12	14	10	13	13	13	13	15	15	13	11	12	14	15	15	13	16	16	0	1	4	2	8	7	9	2	2	8	37	4	12	10	9	17	9	12	30	17	30	5	7	6	5	7	25	14	12	6	9	27	54	31	56	20	20	11	23	68	36	54	56	27	67	13	16	26	18	49	42	22	49	16	77	30	54	53	28	26	67	26	45	67	59	44	68	20	35	71	52	33	33	41	42	72	78	61	49	46	13	69	74	64	64	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-268.865630913100517	-277.916474293551857	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992899109441238	0	1	4	2	3	6	2	3	3	6	8	9	5	5	4	7	5	4	7	7	10	7	8	10	8	9	6	8	7	7	7	9	6	9	8	7	10	12	7	11	9	8	8	9	8	9	10	10	7	12	17	9	11	8	17	9	12	12	8	10	10	9	11	13	10	9	12	12	14	14	13	11	15	14	12	14	12	12	13	12	14	17	15	17	15	17	0	1	8	2	4	9	1	7	7	14	6	19	7	3	8	14	9	4	17	33	28	33	15	66	22	27	18	49	15	6	8	8	8	25	2	10	45	62	7	34	5	14	30	16	27	17	33	62	33	63	83	22	32	39	85	22	63	54	27	11	45	27	20	23	59	28	63	42	43	50	56	43	81	60	44	78	41	72	28	54	77	53	71	57	81	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-253.374073244237991	-262.424916624689331	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990566162575731	-1	1	2	2	4	6	4	4	3	3	8	9	9	7	6	6	5	6	7	8	6	7	8	9	4	8	7	7	7	9	7	7	10	7	10	7	8	11	10	12	10	7	9	11	11	6	10	11	9	5	17	9	11	11	17	8	10	13	9	12	11	9	12	12	11	11	12	8	12	15	9	12	13	15	14	14	15	11	13	14	11	15	16	12	15	15	0	1	2	1	9	50	3	10	3	3	27	19	68	8	25	9	10	25	16	36	8	18	21	37	10	22	17	18	46	50	17	21	15	46	26	6	34	62	27	56	37	15	14	13	24	8	29	39	19	4	75	34	71	62	86	8	62	33	50	12	35	46	53	71	39	71	81	36	81	81	32	30	39	58	61	54	53	47	81	44	36	61	76	43	63	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-261.445974976765854	-270.496818357217194	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989901377138318	0	3	4	2	4	6	3	4	4	6	8	8	8	6	6	7	5	6	6	7	9	5	7	9	6	8	8	4	7	5	8	11	10	9	11	10	10	10	9	9	9	9	8	11	10	4	8	7	6	11	17	9	10	10	11	9	11	11	7	10	11	10	13	13	13	11	11	13	11	14	11	11	13	13	13	13	14	13	9	14	12	13	10	16	12	13	0	4	7	1	1	8	4	2	2	28	3	23	19	8	46	22	7	3	4	17	23	7	15	48	28	19	3	4	17	46	14	38	56	20	38	26	49	41	26	17	48	25	15	52	21	4	25	5	3	40	80	16	31	13	38	23	21	37	17	27	79	25	57	38	50	45	56	54	43	44	49	40	11	83	83	69	17	18	12	85	42	32	47	80	38	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-253.097617010436636	-262.148460390887976	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978727082961158	0	3	2	2	4	5	2	4	3	5	8	9	7	7	6	4	4	7	8	7	9	6	6	10	8	8	6	7	6	7	5	10	9	9	10	10	11	9	9	9	11	8	7	8	11	11	10	10	9	12	17	7	11	11	19	9	9	12	6	12	9	11	13	10	12	9	11	11	14	15	13	10	15	15	14	12	16	14	13	14	9	13	16	16	14	12	0	4	1	1	2	9	1	3	1	7	6	43	5	8	3	3	7	6	14	27	17	10	6	59	13	9	10	10	10	15	2	40	19	52	81	42	35	26	28	30	56	52	22	52	14	34	40	25	15	36	71	59	48	36	51	42	30	52	1	32	15	36	32	56	37	18	35	42	82	85	72	10	69	86	45	45	68	58	45	50	44	62	78	70	58	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-250.858301412815422	-259.909144793266762	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994788275169439	0	1	2	2	4	5	4	4	3	6	8	5	8	5	7	6	6	7	8	8	9	7	7	10	8	8	3	7	7	9	6	9	10	8	10	9	9	10	11	11	11	7	7	11	11	10	10	11	9	11	14	9	10	9	17	8	12	10	10	10	10	11	12	10	12	12	12	12	13	14	15	10	12	13	12	13	14	13	10	10	14	15	14	18	12	17	0	1	2	1	2	7	27	3	1	5	28	2	16	7	31	4	3	16	22	28	7	7	14	14	17	22	4	27	10	56	12	18	20	16	56	11	29	19	64	43	32	5	8	43	49	36	52	53	22	36	50	56	22	26	76	29	30	52	43	19	43	26	39	21	38	30	24	72	46	44	73	18	38	85	20	33	63	85	20	26	78	70	36	81	26	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
