step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
23000	-405.387950472140801	-414.438793852592141	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993256264315619	-2	14	6	28	19	15	13	31	25	28	31	24	25	33	29	39	33	15	34	30	39	30	37	27	37	32	37	35	22	33	31	29	39	42	39	26	36	23	39	42	21	39	46	28	53	41	37	29	34	51	38	41	38	35	49	38	42	34	44	44	52	42	38	48	52	42	41	40	61	38	55	55	60	51	0	3	1	38	2	7	3	13	6	38	12	7	29	4	24	15	44	3	48	9	44	29	32	6	15	38	8	9	5	38	48	9	10	42	12	2	36	6	26	68	7	20	21	5	67	49	48	5	38	23	14	17	26	8	42	13	19	36	56	35	34	70	49	52	23	22	25	51	72	14	60	68	61	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
23500	-384.639409603062632	-393.690252983513972	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996451374698530	3	11	13	24	12	17	23	28	23	32	29	27	34	27	32	42	27	33	32	31	32	31	37	33	41	32	38	22	23	32	37	28	32	40	34	32	36	29	34	41	36	36	40	39	50	48	44	37	39	45	39	40	27	43	50	30	37	43	44	42	39	42	43	38	43	46	54	49	58	44	47	58	54	68	0	1	1	6	1	2	2	9	2	29	9	28	17	7	38	27	9	38	29	9	32	53	15	32	13	4	37	6	3	32	21	4	17	19	12	29	29	9	56	22	30	56	18	56	24	59	61	22	24	42	32	11	28	44	40	53	38	61	61	14	56	18	29	39	40	31	68	47	55	22	41	46	68	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24000	-381.003641573087123	-390.054484953538463	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983836948251533	0	13	8	22	21	18	25	28	26	28	34	18	28	32	22	39	29	30	35	20	45	36	39	31	39	26	36	30	27	33	31	32	41	48	29	38	35	38	34	36	36	40	46	35	42	29	44	36	37	44	38	42	42	43	47	40	41	38	44	47	46	42	32	48	46	45	44	47	53	50	51	49	61	58	0	3	1	12	2	2	15	12	12	12	18	3	20	18	12	18	12	12	9	12	33	31	24	26	35	12	28	15	12	17	7	35	44	36	4	9	13	29	46	20	31	35	53	7	27	7	48	18	11	58	18	23	36	18	25	41	27	8	42	36	38	49	29	33	37	36	23	44	72	23	55	47	69	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
24500	-373.656118940048373	-382.706962320499713	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986234176814555	4	11	12	23	19	17	27	30	26	31	27	26	31	28	30	38	32	21	35	31	49	36	37	28	41	36	37	32	26	32	33	34	36	47	33	34	34	34	38	33	36	38	42	38	43	22	39	37	42	49	44	40	34	40	40	39	39	44	46	43	48	39	45	39	50	47	44	47	54	49	58	45	60	55	0	1	1	5	3	2	18	46	18	29	4	4	11	29	4	36	18	3	9	4	22	20	35	4	24	31	24	12	46	4	24	24	17	62	14	9	9	7	53	14	17	38	62	20	54	2	23	37	44	49	57	17	29	13	10	10	19	43	64	23	52	31	26	17	33	25	25	37	65	62	51	42	50	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25000	-378.822786451714819	-387.873629832166159	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996119420244105	-1	15	7	25	21	16	27	30	24	31	33	28	38	30	34	30	30	27	36	35	47	36	40	25	41	26	32	35	32	35	29	24	37	47	33	38	33	36	39	40	36	32	38	36	49	47	37	38	39	46	41	33	42	44	52	41	42	41	42	38	41	36	40	49	52	40	53	50	57	51	60	52	57	59	0	1	1	5	6	3	5	18	6	26	32	32	35	4	4	5	5	5	31	12	61	16	35	6	30	5	31	18	24	4	24	6	24	22	31	52	12	31	38	33	18	32	29	15	47	59	18	6	31	22	52	4	28	8	58	62	52	38	10	32	38	42	22	39	21	28	60	60	70	54	54	58	70	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25500	-378.584377056866117	-387.635220437317457	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999227880533466	3	10	6	25	16	16	26	25	22	32	30	29	31	26	33	37	34	35	33	26	42	34	38	34	30	25	33	36	32	20	35	37	34	39	31	36	33	38	41	37	35	27	45	41	48	43	43	38	42	42	35	34	38	37	52	29	47	45	44	41	46	29	34	44	51	43	46	52	59	45	53	55	61	63	0	1	1	6	3	2	30	6	6	8	9	8	20	30	4	15	20	26	42	30	29	7	63	20	8	9	20	29	8	2	12	41	8	19	20	29	14	41	31	63	26	26	8	29	58	52	53	62	62	31	56	20	63	35	59	26	39	60	10	28	44	5	4	27	58	40	52	57	65	32	57	21	72	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26000	-388.593960117922506	-397.644803498373847	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.955070702160827	1	9	12	29	18	17	22	32	19	26	26	26	35	28	23	31	28	35	35	26	43	36	36	28	40	28	37	21	32	30	34	33	24	43	36	34	32	36	39	36	33	38	45	41	45	42	40	33	39	31	37	33	38	39	44	38	47	44	44	47	51	38	41	45	47	47	44	46	50	45	56	56	55	62	0	1	1	33	2	3	6	33	3	2	33	9	17	7	5	12	20	7	14	7	25	24	24	15	8	15	48	3	20	14	20	20	5	29	28	26	26	11	13	37	4	8	35	22	39	41	32	17	10	15	16	20	48	8	62	36	44	27	56	42	65	30	19	13	54	49	47	51	64	37	60	37	46	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
26500	-387.556262030754738	-396.607105411206078	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998771081929507	0	9	10	26	19	13	21	34	23	25	32	19	34	26	32	41	22	26	29	32	46	35	40	29	39	31	36	31	32	25	32	29	40	41	36	31	33	35	40	38	37	37	47	38	47	39	44	32	44	38	31	39	38	41	48	37	41	47	51	43	54	42	40	48	52	40	46	49	41	44	48	51	49	71	0	1	1	3	3	2	6	26	12	5	18	2	14	3	19	24	12	6	7	10	57	31	41	10	20	4	29	14	4	7	4	12	40	35	10	4	9	15	41	37	13	19	22	24	28	28	41	24	50	22	18	15	28	50	34	11	56	39	47	40	55	8	9	44	57	36	66	49	51	16	39	63	34	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27000	-377.595702798899083	-386.646546179350423	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982127998710501	5	14	12	22	23	19	23	30	25	28	34	23	32	26	35	31	28	33	38	32	45	33	38	32	40	30	36	23	30	36	37	30	39	47	34	36	38	39	39	37	31	38	48	33	53	42	43	37	43	42	36	34	35	39	48	39	46	44	40	35	42	42	42	45	52	48	51	47	49	49	51	44	59	67	0	3	1	2	6	3	6	12	6	7	17	2	10	5	8	14	5	3	5	7	33	9	8	10	30	5	14	2	6	20	26	7	60	49	16	13	20	51	11	24	6	13	36	12	22	16	48	8	56	4	9	10	8	44	54	35	59	48	11	32	40	22	30	37	61	50	21	59	27	31	43	19	67	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
27500	-390.634304559454108	-399.685147939905448	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998179961857762	1	17	10	27	23	16	25	24	26	29	30	25	29	27	27	36	30	34	31	32	44	30	35	32	41	27	30	35	33	30	23	33	39	38	36	30	33	29	40	37	36	36	40	39	48	45	39	37	33	49	34	39	35	32	46	41	41	42	49	35	49	43	40	47	48	43	38	46	53	50	56	38	49	70	0	1	1	5	6	3	2	2	31	5	5	6	7	2	31	36	9	26	12	8	49	12	24	27	16	7	3	5	7	9	6	17	54	29	26	4	31	9	41	54	18	8	37	49	52	13	11	30	14	55	13	49	32	31	37	51	48	16	47	19	62	44	22	66	47	36	13	44	60	21	46	54	23	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28000	-367.827868707518178	-376.878712087969518	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998993000373171	4	13	11	18	18	14	22	28	25	33	29	22	34	23	28	40	33	24	33	35	36	32	42	29	41	37	37	32	29	35	33	31	28	46	29	38	35	31	37	41	37	39	41	39	47	39	40	40	43	49	44	35	39	39	49	34	46	43	50	45	48	40	41	37	52	39	51	44	42	45	53	42	55	65	0	1	1	2	6	1	5	18	5	15	14	4	11	2	7	28	38	5	15	8	28	24	44	14	10	33	33	14	14	11	7	9	7	44	18	15	35	9	32	56	9	29	19	30	53	19	10	19	56	48	26	12	13	31	63	15	69	64	70	47	23	17	52	28	58	38	43	20	26	21	25	62	50	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
28500	-376.227726886406913	-385.278570266858253	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993027188761724	4	11	11	17	23	14	22	29	21	28	31	29	33	17	32	27	28	34	34	29	42	38	42	31	36	25	36	35	31	36	35	35	35	46	35	37	33	37	41	40	31	40	47	37	40	38	40	41	38	46	37	42	40	41	51	39	43	46	46	48	52	43	40	41	51	49	53	47	57	43	51	48	49	71	0	1	1	2	14	1	3	7	14	9	4	5	10	3	24	7	5	16	20	26	36	32	31	16	18	14	5	12	16	13	9	11	5	48	26	13	10	20	20	18	26	41	46	13	29	17	32	30	24	40	13	33	24	24	36	26	28	53	41	46	64	56	24	49	50	40	73	63	73	29	57	57	46	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29000	-380.998308238108791	-390.049151618560131	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995663094597949	-3	10	5	27	21	14	29	30	24	27	17	24	34	29	30	32	21	33	36	28	45	35	41	34	39	34	37	29	30	31	37	32	33	44	32	36	37	38	36	43	29	41	41	37	47	48	42	34	33	45	35	38	43	42	49	37	39	45	47	45	53	35	41	39	51	32	50	46	57	47	49	55	55	66	0	3	1	9	2	1	12	9	17	11	2	2	14	4	17	20	11	29	15	12	23	66	18	14	28	41	32	20	9	12	20	5	14	25	12	49	41	24	7	56	9	56	49	26	43	22	51	8	28	64	20	33	64	29	40	33	31	25	57	64	68	29	36	7	54	20	59	24	62	43	25	68	50	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
29500	-397.731004461095097	-406.781847841546437	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995002333060952	2	15	11	24	22	18	23	26	25	26	33	22	29	29	20	31	35	27	36	26	46	28	32	32	35	31	39	27	32	31	34	21	41	34	38	33	36	31	42	37	36	41	47	40	50	44	44	37	33	48	39	38	38	38	48	35	45	38	47	46	51	34	43	40	53	38	52	44	51	45	57	56	46	57	0	1	1	6	6	3	3	32	15	6	20	2	5	22	3	20	22	5	7	15	24	4	12	10	12	6	17	7	9	15	2	2	16	14	62	8	10	8	25	22	20	24	64	23	52	20	37	62	18	39	13	4	62	29	48	36	63	16	37	58	55	38	62	56	73	14	60	64	57	44	67	57	54	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30000	-387.873442911801476	-396.924286292252816	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997052482145642	1	5	12	24	18	16	27	31	19	26	28	29	26	32	33	35	34	34	31	35	42	34	39	17	37	33	37	26	34	32	34	28	40	39	29	39	32	33	36	26	33	38	50	36	44	46	38	37	43	52	43	35	39	35	37	28	39	35	46	39	49	46	43	44	51	44	51	51	48	53	54	55	58	67	0	1	2	3	3	3	4	5	24	5	24	4	24	32	12	35	10	8	4	10	55	4	37	2	11	32	8	6	32	35	12	5	17	44	28	52	28	11	12	9	28	19	60	56	33	33	31	31	7	62	23	4	26	31	12	6	17	56	34	58	49	54	44	17	21	22	48	59	34	51	50	48	50	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
30500	-385.230810453508980	-394.281653833960320	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998816123166778	2	14	6	26	20	19	27	28	24	32	34	29	30	33	35	38	30	35	34	25	45	23	39	33	40	22	35	33	32	24	25	35	38	47	38	27	37	36	42	36	37	38	44	35	51	43	35	37	42	52	41	38	38	38	50	37	41	35	41	42	49	46	47	39	53	46	48	53	54	51	49	51	60	60	0	3	1	22	2	3	6	20	5	26	9	2	6	36	10	19	20	17	10	22	32	6	58	7	28	2	30	9	20	26	6	8	32	25	24	6	14	29	56	7	13	44	25	4	67	64	24	8	54	49	28	10	7	18	52	47	47	22	11	44	33	24	35	47	67	44	35	71	43	43	43	46	67	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31000	-390.320313200567682	-399.371156581019022	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989522066285860	1	10	11	28	21	15	29	32	25	32	29	23	31	26	35	33	34	27	22	35	44	34	39	32	28	27	37	31	33	28	39	34	37	43	30	37	34	27	39	42	34	35	51	26	39	43	38	34	45	45	35	41	40	40	46	33	47	44	48	45	46	46	37	45	50	46	39	52	54	46	56	54	53	66	0	1	1	12	2	2	12	19	19	11	5	6	18	3	25	13	18	19	6	4	53	30	35	12	6	19	13	9	35	14	27	9	28	42	9	22	9	12	15	63	44	56	49	19	15	10	51	56	67	7	13	28	36	20	47	19	31	56	58	30	40	54	37	22	39	53	15	55	61	56	61	64	55	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
31500	-395.726095081792209	-404.776938462243550	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.941176801391109	3	14	13	20	23	17	25	27	19	31	29	28	28	23	34	36	35	34	34	32	41	26	39	30	39	34	39	27	31	29	29	31	38	43	26	34	35	30	38	31	35	40	43	38	44	39	42	30	44	52	38	41	37	41	45	32	44	34	43	37	43	42	39	47	45	43	56	47	49	41	55	51	62	62	0	1	1	6	3	1	6	9	1	22	5	14	5	4	40	18	8	12	38	5	19	9	15	7	60	8	58	14	31	4	5	11	38	36	9	8	24	35	20	28	31	22	41	10	62	15	23	35	46	49	30	53	12	24	56	2	23	38	19	58	42	27	12	21	41	60	65	49	65	41	72	57	19	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32000	-396.675117677432581	-405.725961057883922	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976905944978978	4	14	10	28	16	18	20	22	25	24	31	19	30	26	26	31	24	32	32	35	40	31	42	33	34	32	31	26	32	35	35	34	35	43	24	36	32	37	38	35	31	43	47	41	45	40	39	36	40	43	40	35	40	37	48	42	47	40	35	42	46	45	40	46	43	43	54	43	56	48	52	55	50	61	0	3	1	8	1	1	12	7	8	5	35	2	28	8	35	35	6	4	28	10	37	10	18	37	28	35	35	12	15	11	41	41	41	51	5	16	35	32	20	17	12	38	58	48	37	48	26	59	37	30	37	13	52	32	48	24	14	48	17	30	53	44	20	23	54	31	70	38	55	62	21	71	46	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
32500	-365.099136712555662	-374.149980093007002	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999391581526486	4	13	9	22	21	19	25	29	25	29	26	26	36	27	30	39	33	33	32	26	46	31	36	24	37	33	35	30	29	34	38	30	39	45	37	32	26	35	41	35	36	39	49	34	47	43	39	32	37	50	42	36	36	42	50	39	46	40	50	39	54	48	45	44	50	46	48	47	54	42	56	53	59	62	0	1	1	2	2	2	4	2	5	6	5	4	10	4	7	27	10	24	7	5	39	11	30	6	29	9	15	20	9	32	20	9	32	13	32	2	2	29	13	20	19	53	31	15	10	23	27	10	12	54	33	48	11	18	63	26	30	36	39	17	34	51	60	13	66	60	58	16	57	33	43	68	72	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33000	-383.910139953743169	-392.960983334194509	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.909519969756717	0	7	5	27	19	12	24	31	19	33	26	24	29	32	31	37	26	19	33	33	44	37	32	30	35	35	32	24	31	30	35	36	36	45	37	37	36	33	38	43	35	28	37	41	46	42	40	36	45	51	38	35	36	41	48	33	45	47	44	45	48	45	42	42	50	48	50	49	54	42	52	50	59	57	0	1	1	28	6	3	9	13	6	28	5	6	7	4	11	24	18	6	9	30	29	15	17	7	17	24	11	6	12	18	30	15	30	35	11	15	14	7	10	53	4	5	23	8	15	51	42	24	31	63	41	13	19	38	59	11	36	37	20	33	38	38	33	53	37	54	31	64	55	16	62	47	55	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
33500	-376.240343890610916	-385.291187271062256	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996279003549295	5	14	12	23	21	15	27	34	25	29	20	30	34	29	36	38	34	29	33	25	42	37	39	34	23	28	37	32	31	33	38	36	41	47	33	22	35	36	37	37	33	42	49	35	47	46	38	40	41	53	44	41	39	35	49	39	37	43	46	45	47	45	41	45	50	51	53	45	60	45	54	54	45	71	0	3	1	2	6	3	5	12	11	6	2	9	9	9	12	20	14	25	9	6	53	41	35	14	11	11	14	4	4	20	29	28	32	24	20	6	12	35	19	24	7	39	70	35	54	24	13	19	44	61	16	47	37	26	59	12	41	41	48	52	21	32	31	32	23	62	63	52	66	40	54	55	31	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34000	-387.847301835084920	-396.898145215536260	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.956574013050358	0	9	13	20	19	18	28	32	21	21	27	29	25	22	35	32	26	30	25	26	40	34	42	26	36	31	38	34	34	33	34	36	39	39	30	25	30	35	31	36	34	40	45	38	47	39	38	35	38	46	38	41	36	41	44	39	44	38	45	45	48	39	40	46	36	47	47	46	58	46	49	56	59	64	0	1	2	6	3	2	20	6	2	2	5	36	6	6	37	24	5	5	5	5	8	20	22	6	8	36	11	18	26	14	7	26	25	41	19	2	2	19	17	24	24	31	38	8	32	30	8	37	26	62	24	40	26	30	32	24	63	30	39	51	54	29	16	49	39	63	55	33	64	23	27	45	34	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
34500	-378.015248344486452	-387.066091724937792	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999811409707675	0	10	12	23	19	20	25	30	25	32	29	28	33	27	33	27	27	34	36	24	42	34	40	32	42	32	34	28	24	36	30	33	39	41	30	36	34	40	30	39	36	30	46	36	39	44	39	31	44	49	40	38	43	37	48	31	45	47	42	44	46	42	39	44	48	47	43	52	54	42	55	50	56	63	0	1	1	6	3	3	6	20	4	29	20	9	16	20	39	5	7	48	11	5	15	16	56	17	51	7	48	6	6	56	14	29	18	39	9	31	16	39	20	13	7	14	26	11	6	33	42	14	37	62	18	14	15	10	51	14	26	37	32	40	37	27	22	44	33	70	36	70	55	38	58	49	43	43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
