step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
11000	-381.648741232334601	-388.504229183294001	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556264367051136	0	1	2	2	3	2	2	4	4	4	5	7	7	6	5	7	7	8	10	8	9	8	8	12	10	11	11	11	12	10	12	12	12	13	11	14	13	13	15	12	13	14	15	12	14	15	18	17	19	18	20	20	20	19	21	19	22	22	22	23	23	23	24	23	25	23	26	26	27	30	28	30	30	0	1	1	2	3	2	1	5	6	6	9	10	6	11	10	10	10	16	12	16	18	17	15	20	20	16	19	23	16	18	26	22	19	32	19	32	32	28	41	28	32	37	42	19	40	36	48	33	47	27	27	56	50	50	53	48	55	56	0	51	57	57	66	53	66	57	51	66	65	60	65	71	68	1	1	2	1	1	1	2	1	2	2	1	3	4	1	1	2	2	1	2	1	1	1	3	3	2	4	1	3	4	2	1	3	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	3	1	4	5	1	1	1	1	1	1	2	1	3	1	1	1	2	1	1	3	3	2	6	2	2	2
11500	-377.916079336477992	-384.771567287437392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499501813185879	0	1	1	2	3	2	4	4	3	4	5	7	9	6	6	7	8	6	9	9	9	11	10	12	10	11	11	11	12	12	9	14	12	13	13	14	13	14	16	14	14	14	15	15	15	15	16	17	19	20	21	20	21	21	21	20	22	22	21	24	23	23	24	24	25	22	26	26	26	30	27	29	28	0	1	1	2	1	2	1	5	6	6	9	15	17	7	6	6	10	6	16	6	16	19	19	21	18	31	23	19	26	16	18	35	23	22	28	23	27	34	45	33	37	37	37	34	40	28	34	32	38	48	52	48	50	48	49	35	55	50	0	53	66	66	66	50	63	50	60	66	57	67	65	65	63	1	1	1	1	2	1	3	1	1	1	1	1	1	2	3	3	3	4	1	7	2	2	1	3	3	2	1	2	1	3	2	1	2	2	2	3	2	1	1	1	1	1	2	1	1	2	2	2	3	3	1	3	1	1	1	4	1	2	1	2	1	1	2	3	1	1	2	3	3	2	2	2	4
12000	-362.954383684546258	-369.809871635505658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585576360107753	0	1	2	2	2	4	4	3	3	4	4	7	8	6	6	7	5	9	10	9	8	11	10	11	10	11	11	11	12	10	12	14	12	13	12	14	12	14	16	13	13	14	15	15	15	15	18	17	18	20	21	20	20	21	18	21	22	19	22	22	23	23	24	23	25	25	26	26	24	29	28	30	30	0	1	1	2	1	2	1	5	2	3	9	15	10	9	6	17	10	16	15	16	16	23	13	20	18	20	23	19	25	16	30	35	28	33	27	40	28	34	36	28	37	41	37	38	40	41	38	35	38	35	53	48	32	52	48	48	58	48	0	51	57	56	50	60	57	57	64	63	56	67	65	65	65	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	2	2	2	1	1	2	2	1	1	1	1	2	3	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	2	4	3	1	2	3	1	1	4	1	1	1	1	1	1	2	1	2	3	2	2	2	3	2	4	4
12500	-341.269640367356146	-348.125128318315546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579114679811943	0	1	2	2	3	2	4	4	3	4	5	7	9	6	6	7	7	9	9	9	8	10	10	12	10	11	10	11	12	12	12	14	12	13	12	14	13	14	15	13	14	14	15	15	15	15	18	17	19	20	21	20	19	21	21	21	22	22	22	23	23	23	24	24	25	25	26	26	27	30	28	30	29	0	1	1	2	2	2	1	5	6	3	9	15	10	9	10	7	6	16	12	16	16	19	19	26	20	20	19	23	25	18	20	35	28	33	19	40	28	34	40	28	37	22	41	42	35	37	37	40	48	53	53	48	32	52	50	50	52	56	0	56	51	57	57	60	57	55	64	66	68	64	69	71	69	1	1	2	1	1	1	4	1	1	2	2	1	2	3	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	3	2	1	1	3	1	2	1	2	2	1	4	1	1	2	2	4	3	1	1	2	3	4	1	1	1	2	1	1	2	2	1	1	1	3	3	2	1	1	5	1	2	2
13000	-366.490345765254517	-373.345833716213917	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549386611154910	0	1	2	2	3	3	3	4	4	4	5	7	8	6	6	6	7	8	9	9	8	11	10	12	10	11	11	11	12	11	12	14	10	13	12	14	12	12	16	14	14	13	15	15	15	14	18	17	18	20	21	19	21	21	21	20	21	22	22	24	23	22	24	24	24	24	26	26	27	30	28	30	30	0	1	1	2	3	2	1	5	6	3	9	6	10	11	10	2	4	6	12	21	10	33	19	20	17	25	23	33	25	21	26	35	19	23	27	19	28	23	46	27	37	37	36	34	40	37	34	22	44	48	50	32	56	50	56	49	50	56	0	53	57	57	57	53	57	57	64	66	66	67	68	71	68	1	1	2	1	1	2	2	1	1	1	1	1	3	1	2	4	3	3	2	1	2	1	1	2	3	1	1	1	2	3	1	2	1	3	1	5	1	1	1	2	2	1	1	2	1	2	3	2	3	2	1	3	1	1	1	1	1	2	1	2	2	1	1	3	1	3	1	2	2	3	2	2	4
13500	-352.882302488716505	-359.737790439675905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702211187657583	0	1	2	2	3	4	4	2	4	3	5	7	8	6	6	7	6	9	9	7	9	11	8	11	10	11	11	11	11	12	12	14	10	12	12	13	13	14	16	14	14	14	15	15	15	14	18	17	19	18	21	19	21	21	21	21	21	22	20	24	22	23	23	24	24	25	26	26	26	30	28	30	27	0	1	1	2	3	2	3	1	8	2	9	17	12	9	10	7	10	20	23	6	16	19	12	16	18	20	19	33	25	18	26	35	23	28	27	28	28	36	36	36	33	37	36	34	40	37	48	35	47	48	50	50	52	52	52	48	32	51	0	53	57	57	61	51	63	63	60	65	65	67	69	73	57	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	1	1	3	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	1	3	1	1	1	3	1	1	2	1	1	2	2	3	3	1	1	2	1	2	1	3	1	2	2	2	2	2	1	3	2
14000	-388.206634938608147	-395.062122889567547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609602431342432	0	1	2	2	3	3	4	4	4	4	5	5	8	6	6	6	5	9	10	9	9	11	7	11	9	10	10	11	12	12	12	14	12	13	12	13	12	11	16	14	14	14	13	15	15	12	18	17	19	18	21	20	20	21	21	20	22	22	21	24	23	23	23	24	24	25	26	26	27	28	28	30	28	0	1	1	2	3	4	1	5	6	6	9	7	23	9	6	7	6	16	23	15	13	27	12	20	16	16	23	27	25	24	26	19	28	46	27	37	28	27	40	27	37	34	46	41	40	19	34	27	47	48	50	50	48	41	52	32	55	48	0	58	57	57	56	53	63	63	60	65	65	64	65	65	65	1	1	1	1	1	1	3	1	1	1	1	1	1	2	3	1	2	3	2	2	1	1	1	2	2	3	2	1	2	1	2	3	1	1	1	1	1	1	2	3	2	1	1	1	1	2	3	3	1	1	3	2	2	5	1	5	1	3	1	2	1	1	2	1	1	2	2	2	2	2	3	4	2
14500	-321.250682501898154	-328.106170452857555	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.686065049107518	0	1	2	2	3	2	3	4	4	4	5	7	8	6	5	7	5	9	9	9	9	11	9	12	9	11	11	11	12	12	12	14	12	13	13	14	13	14	16	14	13	14	15	15	15	15	16	17	18	20	20	18	19	21	21	20	22	22	22	24	23	23	24	24	25	25	26	26	27	30	28	30	30	0	1	1	2	3	2	3	5	6	6	9	15	17	11	10	2	10	16	13	13	16	19	12	20	16	20	23	19	25	18	26	35	28	28	23	41	28	28	36	33	33	37	37	34	40	41	38	32	48	32	35	48	48	56	56	52	55	56	0	53	57	50	57	58	63	63	64	65	68	64	69	71	68	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	3	1	1	1	1	2	1	2	2	2	2	1	2	3	3	1	1	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	4	4	1	2	1	1	1	1	2	1	5	1	2	1	2	1	1	2	1	1	5	1	2	4
15000	-332.563289582308016	-339.418777533267416	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577982905171922	0	1	2	2	3	2	4	4	4	4	5	7	9	6	6	7	8	8	10	9	9	10	10	12	10	11	11	11	12	10	12	14	12	12	12	14	12	14	16	14	14	14	15	15	14	15	17	17	18	20	21	20	19	21	21	21	22	22	22	24	23	23	23	24	24	25	26	26	27	29	28	30	27	0	1	1	2	1	2	3	5	6	6	9	15	6	11	10	10	16	16	15	16	18	13	13	16	13	13	23	23	25	18	26	27	28	23	27	28	23	34	36	33	28	37	41	38	28	32	34	35	38	47	52	53	48	49	52	52	55	32	0	53	57	57	57	53	63	63	64	65	63	53	68	71	68	1	1	1	1	2	1	1	1	2	2	1	1	5	1	2	2	1	1	4	2	1	1	1	4	1	2	1	1	2	2	1	3	1	2	1	2	2	2	2	2	3	1	1	1	2	1	3	2	3	2	1	1	1	2	1	1	1	6	1	4	1	1	1	2	1	2	1	2	3	5	2	2	1
15500	-375.602350484111582	-382.457838435070983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573310715412725	0	1	2	2	2	2	4	4	3	4	5	7	9	6	6	7	8	9	10	9	7	11	10	12	10	10	11	11	11	12	12	14	12	13	13	13	12	14	15	11	13	14	15	14	13	15	18	16	18	20	20	20	20	21	21	21	22	22	22	24	23	23	23	24	25	25	26	25	27	29	27	29	30	0	1	1	2	1	2	1	1	6	6	9	10	10	9	10	2	10	21	13	16	3	23	13	20	16	18	19	23	20	18	26	27	28	23	23	33	28	34	36	23	37	41	33	13	40	41	38	32	34	48	35	48	32	50	52	52	55	56	0	51	57	51	57	51	63	63	64	53	65	60	65	69	69	1	1	1	1	2	1	2	3	1	1	2	2	3	1	1	4	3	2	1	2	4	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	3	4	2	1	2	2	2	2	4	3	5	1	1	1	1	1	1	2	1	2	1	3	2	2	1	5	2	2	1	2	1
16000	-367.292778801067811	-374.148266752027212	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554453885016348	0	1	2	2	3	3	2	4	4	4	5	7	8	6	6	6	8	8	10	8	7	11	10	11	10	11	11	11	12	12	12	14	12	13	12	14	12	14	16	13	14	14	15	14	15	15	17	17	19	20	20	19	21	21	21	21	22	22	21	24	23	23	23	24	25	25	26	25	27	27	28	30	30	0	1	2	2	1	2	1	5	6	6	9	15	15	11	7	6	10	21	12	16	16	23	15	18	16	20	19	23	24	18	26	35	28	28	23	40	28	19	36	33	37	28	41	33	40	32	34	32	41	48	48	32	35	51	35	50	55	56	0	55	52	55	57	61	63	63	64	63	65	51	65	66	69	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	3	2	1	1	2	3	2	2	1	1	1	2	1	2	1	2	1	1	1	2	2	1	2	3	1	1	2	1	3	2	2	2	1	3	7	1	5	1	1	1	1	2	4	2	1	1	2	2	2	1	2	6	3	2	3
16500	-364.806921847587603	-371.662409798547003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592669735788472	0	1	1	2	3	4	4	4	3	4	5	7	9	6	5	6	8	9	9	7	8	11	8	10	8	10	11	11	12	11	12	12	12	13	13	14	11	14	16	13	14	14	15	15	15	15	18	16	18	18	20	20	21	21	20	19	22	21	22	24	23	23	23	24	24	25	26	26	26	30	28	30	29	0	1	1	2	1	1	3	3	2	2	9	6	17	6	10	10	10	25	23	16	10	23	12	20	10	25	23	19	24	18	26	37	22	22	32	33	23	34	36	33	28	37	41	38	28	41	34	35	48	48	47	48	51	50	50	50	58	56	0	53	52	57	57	53	63	63	64	65	65	64	69	71	69	1	1	1	1	1	3	2	1	1	3	2	2	1	1	1	2	2	1	1	1	3	2	1	2	2	2	3	2	2	2	2	1	1	1	1	1	3	1	2	1	3	2	1	1	1	1	4	2	1	1	2	4	1	1	1	1	1	2	1	3	3	1	1	2	1	2	2	2	2	5	2	2	3
17000	-350.700713544357711	-357.556201495317111	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612797625008901	0	1	2	2	2	2	4	4	3	4	5	6	7	5	6	7	7	9	10	9	8	11	9	10	10	10	11	11	12	12	11	14	12	12	13	14	11	14	16	13	11	13	15	15	14	14	18	17	16	18	18	20	21	18	21	21	22	22	22	21	23	23	23	24	25	25	26	26	27	28	28	30	29	0	1	1	2	1	2	1	5	6	6	9	10	15	9	10	10	10	21	23	17	16	19	17	20	16	20	23	23	16	18	26	35	28	23	19	40	19	41	36	34	23	41	46	38	40	42	49	32	33	32	48	50	35	48	50	52	55	56	0	52	55	57	57	53	63	63	64	65	65	64	65	71	68	1	1	1	1	1	1	3	1	1	2	2	1	1	2	2	3	3	1	1	1	1	1	1	1	2	1	2	1	3	3	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	2	4	2	1	2	5	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	3	1	2
17500	-334.878760968118570	-341.734248919077970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610999690596966	0	1	2	2	3	2	2	4	4	4	5	7	9	6	6	7	8	9	8	9	8	11	10	12	9	11	11	11	12	12	12	14	12	13	13	14	13	12	16	14	13	14	14	15	15	14	18	16	19	19	21	20	21	21	21	21	22	22	22	23	23	23	23	24	24	25	26	26	27	28	28	29	30	0	1	1	2	1	2	2	5	3	6	9	10	16	9	10	7	10	21	12	16	16	23	19	18	16	17	19	23	25	13	26	35	28	38	27	37	28	23	28	37	28	33	41	37	40	41	41	32	39	48	52	50	52	52	35	52	55	56	0	53	57	57	57	50	63	63	64	63	65	64	68	69	69	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	2	3	1	1	1	1	1	2	2	1	3	1	1	2	2	1	1	1	1	2	1	2	1	3	1	2	1	1	2	1	1	3	2	1	3	1	1	1	1	6	1	1	1	1	2	1	1	1	3	1	2	2	2	2	4	2	2	2
18000	-336.298014048101436	-343.153501999060836	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588863292916233	0	1	2	2	3	3	3	4	4	4	5	7	9	5	6	7	6	9	8	9	9	9	10	12	10	11	11	11	12	12	12	13	12	13	12	13	13	12	16	13	14	14	15	15	15	15	18	17	19	20	21	20	21	21	21	21	22	22	22	23	23	23	23	24	25	25	25	26	27	30	27	30	29	0	1	1	2	3	2	1	5	6	6	9	6	16	9	10	17	10	17	12	16	16	19	19	20	20	20	19	19	16	13	26	35	28	38	27	35	27	23	45	27	37	37	41	34	40	37	34	32	38	48	52	32	50	50	32	52	49	56	0	53	57	55	57	60	63	63	64	63	65	67	66	68	68	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	2	2	1	2	3	1	2	3	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	4	4	3	1	3	1	1	5	1	2	1	1	1	1	2	1	1	1	2	1	2	2	4	2	4	2
18500	-332.760524284833537	-339.616012235792937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551445989976402	0	1	2	2	3	3	4	4	4	4	5	6	9	6	6	7	8	9	10	9	8	11	9	12	10	11	11	11	12	11	12	14	12	13	13	14	13	14	16	14	13	14	14	15	15	15	18	17	19	20	21	20	21	21	21	21	20	22	20	24	23	21	24	24	24	25	26	26	27	30	27	30	29	0	1	1	2	3	2	6	5	6	6	9	10	17	11	10	15	16	21	12	16	16	23	12	18	20	20	23	23	25	18	26	35	28	33	28	41	28	34	36	33	19	41	33	38	40	41	28	35	34	32	50	32	50	50	49	50	48	56	0	51	57	52	61	50	55	61	60	65	57	67	63	73	68	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	2	4	3	4	3	1	5	1	1	2	1	2	1	1	3	2	1	1	4	1	2	2	2	3	3	3	1	2
19000	-330.570687121321953	-337.426175072281353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746499880152874	0	1	2	2	3	3	3	4	3	4	5	7	9	6	5	7	8	9	8	9	8	9	10	12	10	11	11	11	12	11	12	14	12	13	13	12	13	14	16	13	14	14	14	14	15	14	17	17	19	20	21	20	21	21	21	19	22	21	22	23	23	21	23	24	25	25	26	25	27	28	28	30	27	0	1	1	2	3	3	3	5	2	6	9	15	17	11	10	10	16	21	12	16	16	19	19	20	16	25	23	23	25	21	26	27	23	23	28	23	33	34	36	28	37	40	28	34	40	33	38	32	48	56	50	49	50	56	52	48	55	56	0	53	57	48	57	60	57	63	60	63	68	67	69	71	65	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	3	1	3	2	3	2	2	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	3	2	2	1	2	1	1	2	1
19500	-355.641393665889041	-362.496881616848441	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657843415924065	0	1	2	2	3	4	2	4	4	4	5	7	9	6	5	6	8	9	8	9	9	11	10	12	8	9	11	11	12	12	12	14	12	12	13	14	13	14	16	13	14	14	15	15	15	14	16	17	19	20	21	19	21	21	21	20	22	22	22	24	23	21	22	23	25	24	26	26	27	27	28	27	29	0	1	1	2	3	2	1	5	3	2	9	15	17	11	6	10	10	16	16	6	10	23	19	18	16	17	23	23	25	21	26	35	28	22	34	40	33	34	36	28	37	37	22	38	36	37	35	35	36	35	56	32	50	52	56	52	50	56	0	64	57	52	55	53	57	63	64	66	65	67	68	68	71	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	2	3	2	2	3	3	1	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	2	3	4	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	2	2	1	2	1	1
20000	-348.410557381691945	-355.266045332651345	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663396783981480	0	1	2	2	3	3	4	4	4	4	5	6	6	6	6	7	7	9	7	9	8	11	10	11	10	11	11	10	12	12	12	14	12	13	12	14	13	14	16	12	13	14	15	15	15	15	18	16	19	20	20	18	21	21	21	21	22	21	22	24	20	23	23	23	24	25	26	26	27	29	28	28	27	0	1	1	2	3	2	3	5	1	6	9	10	10	11	10	6	13	16	15	16	16	28	19	20	20	20	23	19	18	18	26	35	27	23	27	19	28	34	45	28	33	41	37	38	40	37	48	34	38	49	52	48	50	51	48	52	51	51	0	53	52	57	57	53	63	57	64	65	65	67	66	69	66	1	1	1	1	1	1	2	1	3	1	1	2	2	1	2	2	1	2	1	2	1	1	3	2	1	2	1	2	3	2	1	2	1	2	1	2	2	1	1	2	1	1	2	1	3	2	2	2	3	1	2	2	1	1	3	2	2	1	1	3	1	1	1	2	1	2	2	2	2	3	3	1	2
20500	-302.867879775426218	-309.723367726385618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721193520789547	0	1	2	2	3	3	4	4	4	4	4	7	9	5	6	7	8	9	8	8	8	11	10	11	10	10	11	11	12	12	12	14	12	12	13	14	13	14	16	14	14	14	15	15	15	15	18	16	19	20	21	19	21	21	21	21	22	22	22	23	23	23	24	24	25	23	26	26	27	29	28	29	30	0	1	2	2	3	2	1	5	6	3	6	15	17	11	10	10	10	21	12	16	16	23	19	20	17	20	23	23	25	26	24	35	28	23	27	23	33	35	40	33	37	37	41	32	36	40	48	32	47	52	52	48	48	50	50	50	53	56	0	51	57	51	66	60	66	57	64	65	65	67	69	69	65	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	2	3	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	2	1	2	3
21000	-341.026804623209102	-347.882292574168503	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657244507150693	0	1	2	2	3	2	4	4	3	4	5	7	9	6	6	7	8	8	10	9	9	11	10	11	10	11	11	11	12	12	12	14	12	13	13	14	13	14	16	14	14	14	13	15	15	14	18	17	17	20	20	18	21	21	21	18	22	22	22	24	23	23	24	24	24	23	26	25	27	28	28	30	27	0	1	2	2	1	2	3	3	6	6	9	15	17	11	10	11	10	16	15	16	18	19	17	18	20	20	23	23	25	21	26	33	23	33	23	37	23	35	33	23	37	37	19	38	36	33	34	37	38	52	47	48	50	56	50	48	56	52	0	50	57	57	57	58	66	57	64	65	68	67	63	69	68	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	2	2	1	4	2	1	1	2	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	4	1	1	2	1	1	1	3	2	2	2	2	1	1	2	1	1	3	2	1	3	1	1	2	2	1	1	1	1	2	2	1	2	2
21500	-347.452712324067249	-354.308200275026650	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523333483999514	0	1	2	2	3	3	4	4	4	4	5	7	7	6	6	7	8	9	8	8	9	11	10	12	10	9	10	11	12	11	10	14	12	13	13	14	12	14	13	14	14	14	15	13	15	15	18	17	19	20	21	19	21	21	19	19	21	22	22	24	22	23	24	24	25	22	25	26	26	30	28	27	30	0	1	2	2	3	3	3	5	3	3	9	10	15	9	10	10	10	20	12	16	20	19	19	17	20	20	19	23	25	18	26	35	28	22	27	39	23	34	27	33	28	37	41	22	40	34	48	46	38	52	52	48	50	50	48	48	55	52	0	50	57	57	66	53	66	57	60	66	63	67	68	69	63	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	1	1	3	2	3	2	1	2	1	2	2	1	1	1	2	2	1	2	1	3	2	3	2	1	2	1	2	1	2	3	1	2	1	1	1	1	2	2	2	1	3	1	2	2	2	1	1	1	3	1	4	2	1	3
22000	-372.908034190907586	-379.763522141866986	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547300537573109	0	1	2	2	3	3	4	4	4	2	5	7	7	6	6	6	8	9	7	9	9	11	10	12	9	11	11	10	12	12	12	14	12	13	12	14	13	14	16	13	13	14	15	15	15	15	18	17	19	20	21	18	21	20	21	19	22	22	22	23	23	22	24	24	24	22	25	26	26	28	28	30	30	0	1	1	2	3	2	1	5	6	2	9	10	10	11	6	7	12	12	15	13	16	12	19	20	16	13	28	19	25	18	13	35	12	28	23	40	23	34	36	23	22	33	37	33	40	41	34	35	48	52	52	41	54	56	50	52	50	56	0	53	57	52	66	60	57	55	64	63	65	67	69	71	69	1	1	1	1	1	2	2	1	1	1	1	2	4	1	3	1	1	1	1	1	2	2	2	2	2	3	1	2	1	2	3	2	4	1	1	1	1	1	2	2	2	2	1	2	1	1	3	2	2	2	3	3	1	1	1	1	2	2	1	2	1	3	2	1	2	1	1	1	2	3	2	2	4
22500	-379.246981025005482	-386.102468975964882	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559952846563592	0	1	2	2	2	3	2	4	4	3	5	7	9	6	6	4	8	9	10	9	9	9	10	11	10	11	11	11	12	11	10	12	12	11	13	14	13	14	16	14	14	14	15	15	15	14	18	17	17	19	21	20	21	18	21	20	22	22	22	24	23	22	24	24	25	22	26	26	27	30	28	30	30	0	1	1	2	1	2	1	5	3	2	6	15	17	11	10	10	9	16	22	17	16	12	18	20	18	17	23	23	25	21	18	27	28	23	27	28	33	34	40	34	37	22	41	38	40	33	38	32	38	48	47	38	54	48	32	48	56	52	0	58	57	52	66	53	63	56	64	65	66	60	68	69	69	1	1	1	1	2	2	2	1	2	2	1	1	1	1	2	1	3	5	1	1	5	2	1	2	1	2	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	3	1	1	1	2	2	3	2	2	2	5	2	1	6	2	2	2	1	2	1	2	2	2	1	2	2	1	3	5	2	2	2
23000	-386.520870714414741	-393.376358665374141	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503862583824044	0	1	2	2	3	3	4	4	4	4	5	7	6	6	6	7	8	8	10	8	9	11	10	12	9	11	11	11	12	12	12	14	12	13	11	13	12	12	13	14	13	14	15	13	15	15	17	17	19	18	20	20	20	19	20	21	22	22	21	24	23	23	23	23	25	25	26	26	26	27	27	30	30	0	1	2	2	3	3	5	1	6	6	9	13	3	9	10	6	13	16	13	10	18	19	15	19	16	20	23	23	26	16	26	35	28	38	23	38	28	28	28	39	33	41	19	23	40	41	36	35	23	48	50	32	48	48	32	32	55	51	0	58	52	55	57	53	57	63	64	63	62	67	69	63	65	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	2	1	3	3	1	1	2	1	2	2	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	3	3	1	2	2	2	5	1	2	5	3	1	3	6	2	2	1	1	2	2	1	2	2	2	2	2	3	1	1	3	4
