step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
22500	-668.343372259070861	-675.198860210030261	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552590960078314	0	1	3	5	2	3	7	7	9	10	10	9	12	11	13	13	11	12	12	14	16	14	16	14	14	13	14	13	14	14	14	15	15	14	15	16	13	14	16	15	14	17	16	15	17	15	16	15	16	16	16	16	16	17	18	18	17	18	16	18	17	16	18	18	20	17	19	19	19	17	19	19	18	17	20	18	20	19	21	18	19	21	19	22	20	18	16	18	20	20	17	19	21	22	22	20	22	22	18	23	23	23	25	21	23	22	22	26	27	27	29	29	0	0	2	6	2	5	4	5	8	8	7	8	10	9	10	9	11	12	12	11	17	14	22	19	28	10	15	11	28	14	12	9	19	13	17	28	19	26	26	28	11	62	22	14	41	13	18	37	40	13	33	13	35	13	28	91	87	26	26	53	35	19	87	61	64	37	28	45	91	14	63	44	21	22	49	27	59	44	78	42	27	57	17	81	66	47	38	33	43	62	30	91	62	90	56	21	96	60	36	72	107	30	90	30	29	44	20	106	103	103	103	110	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	3	3	1	1	2	2	1	1	2	1	2	1	1	2	2	2	2	2	1	2	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	2	3	1	2	2	1	1	1	1	2	3	2	2	1	1	4	3	3	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	1	2	1	6	2	3	4	3	6	1	1	1	3	1
23000	-621.275119255229242	-628.130607206188643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713931426176985	2	1	3	5	4	6	7	8	7	8	10	11	12	11	13	10	12	12	10	13	15	13	15	15	15	15	15	15	14	14	16	14	14	15	16	12	14	16	17	16	14	17	15	15	18	14	17	16	14	16	15	16	17	17	19	19	17	18	17	17	17	17	17	19	21	16	18	20	19	18	18	18	19	18	21	18	20	17	18	20	21	18	18	22	19	20	19	18	20	20	21	20	19	21	22	20	22	22	20	24	23	24	23	23	23	22	23	27	26	29	31	30	0	0	2	3	2	3	5	4	6	7	10	19	19	19	14	7	11	12	10	36	11	12	15	13	36	13	15	13	17	13	16	8	17	13	29	9	13	26	38	49	17	22	13	15	33	36	24	37	20	30	49	46	38	32	32	23	29	38	26	66	23	44	38	88	99	27	35	67	88	22	38	66	33	50	88	61	26	31	61	62	31	38	35	22	38	85	71	36	62	78	90	79	61	93	77	61	93	45	23	106	36	62	91	70	99	42	17	89	95	92	108	110	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	2	2	2	2	2	1	1	1	1	1	3	2	1	3	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	2	1	1	1	2	1	1	4	1	1	1	3	1	1	1	1	1	1	1	1	2	2	3	1	4	3	1	3	2	2	5	3	2	3	2	1
23500	-640.398616288499056	-647.254104239458457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627634521676990	1	0	3	3	5	5	7	9	9	8	10	10	13	11	13	11	12	12	10	14	14	14	14	15	15	14	15	13	15	13	15	16	15	15	13	14	15	15	17	16	14	16	15	15	18	16	16	17	15	16	15	17	17	16	18	17	18	17	18	16	17	17	17	16	20	18	20	19	20	19	19	19	19	18	20	18	19	18	21	19	20	20	19	21	20	20	19	20	20	21	21	19	21	22	21	19	20	22	21	22	23	23	24	22	23	21	23	26	26	30	29	28	0	0	2	2	4	4	5	5	6	5	7	7	17	9	12	9	12	12	7	11	17	30	16	19	15	19	13	9	17	14	28	51	36	18	17	9	13	26	38	49	11	44	22	22	9	13	15	37	11	22	23	36	29	16	28	22	39	60	58	18	51	42	26	28	83	13	45	13	57	22	58	32	17	62	72	15	59	42	42	21	61	57	64	74	62	56	57	96	50	78	44	78	75	79	68	35	29	68	41	62	60	80	91	30	9	80	73	99	90	79	103	103	1	1	2	1	2	1	1	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	4	2	1	1	3	1	1	1	1	3	3	1	1	1	1	2	1	1	2	1	1	2	1	3	1	3	1	1	4	1	1	2	1	1	3	2	2	1	2	1	1	2	1	1	2	2	3	1	1	1	1	4	2	2	4	2	3	2	1	3	7	1	3	2	2	4	2	2
24000	-678.529889896499071	-685.385377847458471	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615174420847306	2	0	3	2	5	4	8	8	8	10	10	10	12	11	14	10	12	13	11	12	15	15	15	15	13	12	14	15	14	13	14	15	13	14	16	15	14	15	16	15	15	16	15	15	17	16	15	16	13	17	15	17	16	17	17	18	18	17	17	17	18	16	17	18	18	16	20	19	20	18	18	16	18	19	19	19	20	19	21	19	21	21	18	22	20	20	20	20	20	20	20	20	21	21	21	19	23	22	21	24	22	23	25	22	23	23	23	26	26	29	29	27	0	0	2	2	6	4	5	6	5	8	9	9	9	12	26	7	11	19	12	10	17	30	9	27	10	9	13	31	25	14	25	16	10	18	17	17	13	26	26	13	33	43	30	30	27	33	18	37	8	30	20	29	34	13	23	22	63	26	39	36	24	43	23	36	35	37	45	45	66	30	58	38	46	50	22	35	59	44	56	28	60	57	15	51	53	65	39	61	22	80	27	43	48	43	52	21	65	45	65	80	64	70	79	70	75	86	35	67	85	103	76	103	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	2	2	2	3	1	1	1	2	3	1	2	3	3	3	2	3	2	3	1	3	2	3	3	2	2	3	3	2	2	2	6	1
24500	-635.256823317149497	-642.112311268108897	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612283427403433	2	1	3	5	5	2	8	8	8	9	12	10	11	12	11	13	12	13	12	13	15	14	13	14	14	14	14	14	14	13	15	15	14	14	16	13	14	16	16	16	14	16	16	15	16	13	16	17	15	17	16	16	17	18	19	16	18	16	18	18	17	18	17	18	20	16	19	19	19	18	19	19	19	18	21	18	19	18	20	19	22	20	17	21	18	20	20	19	19	21	21	20	22	23	22	20	20	22	19	21	22	24	24	22	23	23	24	26	26	30	27	28	0	0	2	6	6	2	4	5	6	7	9	9	5	12	10	17	10	12	12	17	10	14	15	13	17	13	11	4	10	14	41	16	11	18	36	15	23	26	26	29	15	30	22	30	8	15	34	66	23	30	37	28	21	13	32	28	38	26	38	37	37	43	38	27	27	37	45	23	85	30	58	61	33	22	67	21	59	44	28	30	55	39	33	77	34	37	58	46	61	79	92	78	92	104	87	73	21	68	33	42	28	104	93	70	70	70	35	104	104	112	91	103	1	1	1	2	1	1	1	1	3	1	2	1	2	1	1	1	2	2	2	1	3	2	1	2	1	2	1	4	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	2	1	1	1	3	2	1	1	1	1	1	1	1	1	2	2	1	1	4	1	2	2	1	2	2	1	2	1	1	3	4	1	2	2	1	2	3	1	3	1	1	1	1	1	1	2	1	3	1	2	2	4	1	1	2	2	4	5	2	3	1	2	2
25000	-680.939275524859681	-687.794763475819082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627941055000218	0	1	4	3	5	5	7	7	9	9	11	11	13	12	11	12	12	13	11	12	16	14	16	15	13	14	15	14	15	14	15	15	14	15	15	15	14	15	16	14	15	16	14	13	18	14	17	16	16	16	16	17	18	16	19	19	18	17	17	17	17	17	17	17	21	17	20	20	21	18	18	18	19	19	20	17	19	17	20	19	22	21	19	22	20	19	19	20	19	20	20	21	22	22	21	20	22	23	21	23	21	24	24	22	23	22	24	27	25	28	31	30	0	0	2	2	2	4	6	6	4	8	10	5	11	12	9	15	10	17	7	15	36	19	43	37	9	12	43	25	10	44	13	13	17	12	20	13	15	26	26	15	19	30	44	15	51	19	18	37	40	22	44	51	42	28	16	58	39	15	38	38	34	22	26	36	21	37	45	45	62	30	33	42	46	50	86	51	57	30	78	44	55	87	36	85	30	59	60	83	22	78	72	43	79	90	80	36	86	45	29	86	35	86	92	70	17	80	69	89	100	103	69	110	1	1	1	1	2	1	1	1	3	1	1	3	1	1	1	1	2	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	4	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	4	1	1	1	1	1	2	3	2	1	2	2	3	1	1	1	3	1	1	3	1	1	1	2	1	3	2	2	2	3	1	3	4	2	3	4	1	2	5	1
25500	-628.831734790282439	-635.687222741241840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563975621083684	2	0	3	3	5	4	7	8	8	8	10	10	12	12	14	11	12	13	11	11	16	12	15	14	14	13	15	13	15	14	16	14	14	16	15	14	14	15	17	14	15	16	16	14	17	15	16	16	16	16	12	17	17	17	17	18	19	17	18	17	18	17	16	18	19	18	18	19	20	19	17	18	19	18	20	19	20	18	21	18	20	20	19	22	20	20	20	19	19	20	18	20	22	23	21	20	22	19	21	23	22	23	24	23	23	23	23	27	26	29	30	28	0	0	2	2	4	4	6	4	3	5	10	4	8	19	20	7	11	19	9	12	35	12	13	28	13	12	51	12	11	51	44	13	11	18	36	20	12	26	26	17	36	22	30	22	8	13	12	37	40	44	12	46	48	32	32	23	39	13	26	35	42	42	26	21	21	48	45	45	58	56	38	34	46	23	68	21	59	42	78	44	55	57	21	62	41	27	51	46	62	78	22	22	79	45	77	21	31	45	65	89	27	61	79	70	96	96	65	101	94	103	110	103	1	1	1	2	2	1	1	3	2	1	1	4	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	3	1	2	1	1	2	1	1	4	2	3	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	2	1	1	1	2	1	1	3	2	3	2	5	2	1	1	3	4	1	3	1	2	3	1	1	2	3	2	2	1	1	2	3	2	2	2	1	3
26000	-680.881340703997580	-687.736828654956980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.682292502035111	1	0	3	3	5	5	8	8	9	10	12	11	12	12	13	13	12	13	11	13	12	14	14	14	14	15	15	13	14	12	15	15	14	15	15	15	15	16	15	15	14	16	16	16	16	15	16	16	14	16	16	17	17	18	18	18	18	17	17	16	18	16	17	17	20	17	17	18	21	18	19	18	19	19	20	18	19	20	20	20	18	19	18	22	20	21	20	18	19	19	18	18	22	23	21	17	22	23	21	24	22	20	24	24	23	22	24	24	26	30	28	29	0	0	2	2	4	4	5	5	2	7	10	10	10	19	21	11	10	12	10	6	10	30	14	20	17	13	15	11	17	19	19	8	10	19	21	17	24	26	13	49	17	30	22	30	10	7	18	13	17	22	25	13	39	16	20	42	26	39	26	15	48	22	38	35	51	37	45	45	88	42	58	64	88	92	56	29	15	60	91	89	46	57	27	80	72	91	58	19	53	44	42	31	86	80	68	15	35	45	65	94	72	70	79	70	17	62	65	75	86	103	78	78	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	1	1	1	1	1	3	2	2	2	2	1	1	2	1	1	1	1	2	3	3	2	3	1	1	1	2	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	4	1	1	1	1	1	1	1	2	2	4	1	1	3	1	1	4	4	2	1	2	3	3	3	5
26500	-683.583135288666313	-690.438623239625713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566558020980077	2	0	3	5	4	6	7	8	9	9	11	10	12	12	13	12	11	12	12	14	14	15	15	14	15	14	14	14	15	14	14	15	15	15	15	15	14	15	17	16	13	17	13	15	19	16	17	16	15	16	16	16	16	18	19	18	19	18	17	17	16	17	17	19	19	17	20	18	17	19	18	18	19	18	21	18	19	17	20	19	22	19	19	21	21	20	20	19	19	20	19	20	22	23	22	21	21	22	20	24	22	24	25	23	23	23	23	26	26	30	30	29	0	0	2	3	2	2	5	4	7	7	7	9	9	12	12	4	7	17	12	7	17	30	30	19	10	9	14	12	13	43	19	28	15	31	13	17	19	15	38	49	17	31	14	43	25	21	25	37	13	23	33	21	31	27	15	48	25	38	26	29	26	44	38	15	21	48	68	11	16	44	38	51	46	44	91	31	59	22	44	62	51	39	21	73	64	16	38	15	27	89	78	89	58	82	66	83	51	28	65	92	97	42	79	70	60	44	99	97	105	79	91	102	1	1	2	1	2	3	1	1	1	1	2	1	1	2	1	4	3	1	1	4	2	1	1	1	4	3	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	3	1	2	2	1	1	1	2	1	2	3	1	1	3	3	2	2	1	1	1	1	2	1	1	3	1	4	1	2	1	1	4	3	4	2	1	1	1	1	2	3	1	2	5	1	2	1	2	2	2	2	5	2	3	2	3	5	2
27000	-648.567925035668281	-655.423412986627682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595172079446895	0	1	3	3	5	5	7	9	8	10	10	12	12	12	13	12	12	13	10	13	15	14	13	14	15	14	14	13	14	14	16	15	15	15	14	15	15	15	16	16	15	17	16	16	18	16	17	17	15	15	13	18	17	18	18	19	18	16	17	15	17	17	16	18	21	18	19	18	20	18	19	18	19	18	19	18	19	18	19	19	21	20	19	23	21	20	20	18	17	20	18	21	21	23	21	19	23	21	18	22	22	24	24	23	23	20	23	25	26	28	30	29	0	0	2	2	4	4	5	7	5	9	5	19	8	19	14	9	10	19	9	17	15	14	11	12	13	28	23	12	51	28	21	13	35	18	17	20	13	26	15	36	15	43	22	22	36	11	34	37	23	14	10	31	51	16	31	88	58	28	26	17	63	44	26	60	83	48	36	13	70	43	39	53	33	30	40	31	59	44	91	62	55	38	31	38	18	63	71	46	19	91	89	79	60	98	33	35	95	60	60	43	73	89	91	80	83	72	89	101	107	103	89	103	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	3	2	1	2	1	2	2	2	1	1	1	1	1	2	3	1	4	4	3	1	1	5	1	1	2	2	1	3	3	2	3	2	3	2	3	3	2	2	1	2	1	1	2	5	3
27500	-711.446898602958868	-718.302386553918268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575711584490192	0	1	2	4	5	6	6	8	7	8	11	9	13	12	12	12	11	12	11	12	15	13	16	13	15	14	13	14	13	15	14	15	14	14	15	15	14	15	15	15	13	16	16	15	17	16	16	17	14	16	13	17	18	18	17	18	18	17	17	17	16	16	17	18	18	15	19	19	20	19	17	17	17	19	20	18	19	18	20	18	22	20	17	21	20	20	20	18	19	20	19	19	21	23	21	20	22	22	22	23	20	22	25	21	24	22	23	24	27	27	31	28	0	0	2	3	4	4	4	5	7	6	10	10	16	19	8	7	9	12	12	10	17	14	30	19	31	27	11	18	12	13	24	15	11	13	11	41	19	26	26	19	11	22	44	22	21	33	29	37	17	15	10	21	73	35	7	21	38	38	26	21	49	51	38	31	15	37	45	15	52	44	51	46	46	44	20	36	23	44	78	62	15	57	51	42	45	61	71	15	80	50	44	78	74	79	22	21	13	8	83	62	65	70	100	43	21	95	65	48	97	78	112	103	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	4	1	2	1	3	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	4	2	2	1	1	1	1	1	1	2	3	1	1	3	1	2	2	1	1	3	5	2	2	2	1	1	5	1	2	2	1	1	1	3	1	2	2	1	1	1	4	3	4	7	3	3	1	2	1	2	4	1	3	3	2	2	2	1
28000	-617.323551934533157	-624.179039885492557	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588679502321460	-1	0	4	2	4	6	8	8	8	9	12	12	13	10	13	12	11	12	10	14	15	15	16	13	15	13	14	14	13	13	16	15	15	15	15	16	15	15	16	16	14	17	14	16	18	15	17	16	15	16	14	16	17	16	17	17	18	17	18	18	17	17	17	18	20	17	19	20	20	16	17	18	18	18	21	17	18	19	21	19	21	19	19	22	20	20	19	20	19	21	18	21	22	19	22	19	22	23	20	23	23	23	24	23	23	21	23	25	25	29	31	29	0	0	2	2	4	4	6	5	3	8	17	14	10	9	11	6	10	19	9	10	11	30	26	14	51	19	15	17	10	14	30	19	10	29	17	11	28	26	26	49	19	22	12	27	51	11	28	37	41	22	11	41	38	32	32	35	38	38	26	44	37	43	38	56	64	37	45	45	36	43	23	58	46	50	87	7	23	44	44	62	69	38	36	80	63	60	72	33	62	80	36	78	76	39	85	10	96	68	96	62	93	89	91	106	73	80	56	99	73	103	110	108	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	3	1	1	2	2	2	1	2	1	1	1	1	2	2	1	1	3	3	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	5	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	4	1	1	1	3	1	3	4	1	3	1	3	2	2	2	1	2
28500	-678.226866998687569	-685.082354949646970	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597052985437993	1	1	4	3	5	5	7	9	6	10	11	11	12	12	13	13	11	12	11	14	15	14	16	15	13	14	13	13	14	14	14	16	14	15	15	15	14	15	16	15	14	16	15	15	19	15	17	16	16	17	16	18	16	17	18	17	19	16	16	18	17	18	17	19	19	15	19	17	20	18	18	17	20	18	21	18	19	19	20	19	21	21	20	21	19	20	18	19	17	21	19	21	21	22	21	21	22	21	19	22	22	23	24	22	23	23	23	26	25	29	30	30	0	0	2	2	4	4	5	5	5	9	9	9	19	10	19	11	5	19	10	10	8	14	37	27	11	13	12	18	13	27	11	7	19	15	5	28	13	13	26	17	13	30	27	13	17	11	32	37	40	15	40	36	22	11	16	10	87	26	38	59	35	89	38	17	32	11	21	21	48	27	28	20	61	44	70	56	59	32	15	89	55	57	31	51	56	64	58	72	44	60	53	91	85	83	61	35	32	68	54	80	64	104	86	50	83	78	64	47	79	103	110	103	1	1	1	1	2	1	1	2	1	2	3	2	1	1	1	1	4	1	1	2	2	2	1	1	1	1	1	1	1	1	2	4	2	1	4	1	1	2	1	1	1	1	2	2	3	2	1	1	1	3	1	2	1	3	3	3	1	1	1	1	1	1	1	3	2	1	2	1	2	2	3	2	3	2	1	1	1	1	3	1	1	1	4	4	1	1	1	1	1	1	2	1	1	1	2	3	3	2	1	2	2	1	2	3	1	2	2	3	3	3	1	2
29000	-730.384914695765247	-737.240402646724647	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467066034783605	2	1	3	3	4	5	8	8	8	10	11	11	11	11	12	13	11	12	10	13	15	15	14	14	13	15	14	11	13	14	14	16	14	13	15	15	13	15	16	16	14	16	15	14	19	16	17	16	14	17	15	17	15	17	17	17	19	17	18	17	17	17	17	19	20	17	19	17	20	19	18	19	19	19	20	19	19	19	21	20	22	18	18	22	20	21	20	20	18	21	20	21	21	22	20	21	21	23	21	24	22	23	24	23	23	23	23	27	25	29	30	30	0	0	2	2	4	4	2	5	1	8	10	19	7	10	10	8	19	19	8	9	20	30	34	28	15	12	18	10	10	14	10	16	17	13	10	15	13	27	26	49	15	30	44	14	32	31	34	37	13	43	19	13	18	32	21	22	39	39	28	38	35	44	38	33	35	48	13	53	66	89	58	11	33	30	60	11	59	56	80	62	16	39	36	73	73	62	36	46	43	78	22	78	59	87	45	20	15	45	75	78	73	43	79	43	64	62	74	79	105	103	92	103	1	1	1	1	1	1	3	2	2	1	1	1	2	1	1	3	1	1	2	3	1	1	1	1	1	3	1	1	2	1	2	2	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1	2	3	2	1	1	1	2	1	4	1	1	1	1	2	2	1	4	1	1	1	1	4	3	4	1	2	1	1	1	2	4	1	2	2	1	2	3	2	2	1	3	1	2	2	1	4	4	2	1	2	2	5	1	5	2	4	2	4	1	2	3	3
29500	-665.842750408006395	-672.698238358965796	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636506010076452	1	1	3	3	5	6	7	8	9	10	11	10	12	11	12	13	11	13	9	13	15	13	14	15	14	12	15	15	15	14	16	15	15	15	13	15	13	14	16	15	14	16	16	14	18	13	16	17	16	16	14	15	16	17	19	19	18	16	18	17	16	17	16	18	20	17	20	19	20	18	17	19	18	19	20	17	18	19	20	18	22	20	19	21	19	20	19	20	19	21	21	19	21	21	21	19	23	23	20	23	22	23	25	24	24	22	22	26	27	29	27	30	0	0	2	2	4	4	5	5	5	7	10	19	14	19	10	7	10	19	7	11	11	14	9	18	35	9	44	22	51	14	20	16	46	18	10	35	13	26	38	51	10	44	22	22	13	10	34	37	40	30	12	35	26	32	16	35	39	26	63	50	51	44	51	31	85	18	45	51	77	28	39	66	46	50	77	20	38	44	42	62	16	39	10	57	36	66	71	46	62	79	43	61	65	74	74	64	85	68	51	79	23	91	15	102	55	80	21	77	108	111	79	110	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	4	2	1	3	1	1	1	1	2	1	1	3	2	3	1	1	1	1	3	2	1	2	1	2	2	1	4	2	4	2	2	1	1	4	1	1	2	1	1	1	1	1	2	2	3	1	4	1	5	1	2	1	3	4	1	1	4	1
30000	-657.796163697139718	-664.651651648099119	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598414986311897	1	-1	2	3	5	6	7	7	9	9	11	11	12	11	13	12	11	13	10	14	15	13	16	15	13	15	15	14	15	14	15	14	14	15	15	16	14	15	16	13	13	17	15	16	17	15	17	16	15	17	16	17	17	16	18	17	18	17	17	16	17	18	17	18	20	16	19	19	20	18	18	18	18	19	20	18	19	19	21	19	21	21	18	23	20	19	19	19	18	21	19	20	21	21	21	19	22	22	20	22	22	24	24	22	23	22	22	25	26	27	30	29	0	0	2	3	4	4	5	5	7	8	10	19	12	9	14	9	10	17	7	17	11	19	33	37	9	19	32	16	17	19	12	16	10	19	41	29	19	15	26	13	17	30	22	22	21	15	18	37	40	43	43	28	25	16	16	40	39	26	30	20	46	44	39	35	51	37	45	45	78	43	58	47	46	31	57	35	26	53	50	36	9	57	23	98	91	55	58	35	51	91	61	53	36	44	92	36	23	68	36	94	96	70	104	70	75	62	29	92	105	108	92	110	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	1	2	2	2	1	2	2	1	1	2	2	1	1	1	2	2	2	1	1	2	1	1	1	1	3	2	3	3	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	3	2	6	1	1	1	1	1	1	2	1	1	2	2	3	2	1	2	3	2	2	1	1	3	1	3	2	1	4	2	1	1	3	2
