step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
23500	-592.576432480575704	-599.431920431535104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631550436029707	0	2	5	5	7	5	7	9	9	9	10	12	12	11	11	13	12	11	14	15	14	14	17	18	15	16	17	17	16	16	16	19	17	20	18	19	19	18	20	18	20	20	20	17	20	20	19	20	21	21	22	22	23	23	22	25	26	26	23	25	29	26	24	28	27	27	27	28	27	28	28	30	29	29	29	31	30	30	32	31	33	30	31	30	35	32	31	34	34	32	33	33	32	35	35	33	34	37	36	35	37	37	37	38	38	39	39	40	41	41	0	1	1	2	4	1	3	6	4	1	1	15	14	11	9	10	11	9	14	16	10	1	25	23	22	21	25	20	9	25	22	23	25	35	13	28	30	33	37	22	12	23	40	30	33	35	28	12	17	27	50	44	50	40	42	30	56	38	41	41	53	38	55	50	62	59	0	0	63	58	59	74	34	69	56	71	70	57	62	70	76	74	78	0	92	82	73	71	92	84	82	64	46	54	75	57	68	67	94	96	91	94	92	75	99	91	96	105	94	0	1	1	2	1	1	2	1	2	1	4	5	1	1	1	1	1	1	1	1	1	3	5	1	1	1	1	1	1	5	1	1	1	1	1	3	1	1	1	1	2	4	2	2	1	1	1	1	4	6	2	1	2	1	2	1	5	1	2	1	3	3	4	1	4	1	2	1	1	1	1	2	1	3	1	2	1	1	2	4	2	1	1	1	1	1	1	1	3	1	2	1	2	5	5	3	3	2	4	1	1	2	1	1	5	1	3	4	1	2	1
24000	-579.232647143826625	-586.088135094786026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.581476255126594	0	2	4	6	6	4	8	8	10	11	8	12	12	11	11	14	12	12	15	14	16	13	18	18	17	16	17	16	17	15	17	18	16	20	18	16	19	16	19	20	20	19	19	20	20	21	20	23	22	21	21	24	23	22	23	24	25	27	25	23	28	24	26	27	27	27	27	28	28	27	28	30	29	27	29	30	31	30	31	29	33	31	30	31	34	33	31	34	33	33	31	33	31	35	34	33	35	37	36	35	37	37	37	39	39	40	38	40	41	41	0	1	1	6	2	1	4	5	8	4	1	9	10	5	8	14	15	9	16	11	30	14	25	33	21	18	38	20	16	22	20	21	30	31	29	17	27	8	32	32	21	38	17	23	23	20	17	42	38	39	21	34	38	51	36	35	62	51	60	51	43	39	55	56	47	41	0	0	51	41	55	63	71	44	64	66	80	73	78	70	69	55	63	0	73	63	71	79	79	87	75	82	63	64	82	83	96	85	94	92	90	94	91	66	99	98	101	107	102	0	1	1	1	1	2	2	1	1	1	3	4	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	4	1	1	1	1	3	1	1	4	5	2	3	1	2	2	3	1	3	3	1	3	1	1	4	2	2	1	4	3	1	1	2	2	1	2	1	4	1	1	1	1	1	1	2	3	2	1	2	3	1	2	1	1	1	1	3	4	1	1	1	2	1	1	2	1	2	7	1	2	1	1	2	1
24500	-608.558193184340553	-615.413681135299953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.421548191984205	0	2	4	6	6	4	6	8	9	10	10	12	12	12	12	14	12	12	14	15	15	14	17	16	17	14	15	16	18	17	17	18	17	19	18	19	18	18	19	19	19	18	19	19	20	20	19	22	21	22	23	23	24	23	23	26	25	27	24	23	28	27	27	28	27	28	26	27	26	26	29	30	30	29	29	29	30	31	31	29	32	31	30	29	34	32	32	34	32	32	32	34	32	34	34	34	36	36	36	35	34	37	36	39	36	39	37	41	42	41	0	1	1	2	1	1	1	5	1	1	1	8	10	11	1	13	4	11	1	19	22	4	22	17	1	18	8	4	24	5	22	15	21	38	30	31	17	24	32	31	23	30	18	32	31	25	33	41	25	46	49	44	34	36	21	60	48	52	54	32	30	41	52	29	67	60	0	0	25	52	55	66	64	58	56	60	51	57	39	62	51	69	71	0	89	67	50	79	79	66	74	91	79	25	69	89	77	87	101	91	81	79	91	25	96	97	97	104	102	0	1	1	2	2	3	2	3	1	4	5	3	3	1	1	5	1	3	1	7	1	1	4	2	2	7	2	3	5	1	4	2	3	1	1	1	1	3	1	1	1	1	1	6	1	2	1	1	2	2	1	1	1	3	2	4	1	1	2	1	2	6	4	2	4	1	3	1	1	5	2	4	1	1	1	1	2	3	4	7	1	4	1	1	1	1	2	4	1	1	2	1	1	1	8	3	1	3	2	1	1	1	2	2	9	1	1	1	1	2	1
25000	-624.791966506349922	-631.647454457309323	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.466734839525717	0	2	6	4	6	3	7	8	9	10	10	13	12	12	12	13	12	12	14	14	15	14	18	15	15	17	17	17	18	16	17	18	17	21	19	18	19	19	19	19	19	16	20	19	21	20	20	21	22	22	21	23	23	22	24	24	26	25	24	23	27	25	26	27	28	27	27	28	26	26	27	30	29	29	30	29	31	30	32	30	31	31	31	32	34	32	32	34	32	32	33	34	32	35	34	34	35	37	36	35	36	37	35	38	39	39	38	41	42	41	0	1	1	1	6	1	4	3	1	4	1	7	7	5	1	7	5	10	15	17	8	12	14	10	1	14	5	12	24	12	20	30	15	32	27	11	26	29	12	30	31	18	44	15	39	36	25	26	38	29	42	45	21	28	54	50	35	52	31	44	39	30	56	69	45	69	0	0	45	39	62	64	48	68	68	71	73	41	57	56	68	64	71	0	90	83	82	78	72	58	82	87	61	63	83	73	91	75	95	48	96	48	86	87	102	91	87	103	85	0	1	1	2	2	1	2	2	1	3	2	5	3	3	4	6	2	2	1	1	1	3	1	4	3	7	3	4	2	1	2	1	1	3	1	1	4	1	1	2	2	1	2	1	2	1	2	3	2	1	1	2	1	4	2	1	1	6	1	2	1	5	4	1	1	4	1	1	1	3	3	1	2	3	1	1	1	1	4	3	3	2	2	3	1	1	1	1	2	1	2	1	1	3	5	2	3	1	3	2	8	1	6	1	4	1	2	4	3	5	1
25500	-516.531956868273369	-523.387444819232769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635050394434748	0	2	4	5	6	4	7	8	9	10	9	12	12	12	10	14	12	12	14	14	16	14	18	18	16	16	16	17	17	17	17	19	16	21	19	18	19	18	20	18	17	20	20	20	20	21	20	23	23	22	22	23	23	21	23	25	25	26	24	23	28	27	26	26	28	27	27	27	28	27	28	30	29	25	30	29	30	30	31	30	31	32	29	30	34	32	32	33	33	32	34	34	32	34	35	35	35	36	35	35	37	38	37	38	39	39	37	41	41	41	0	1	2	2	3	1	3	4	6	11	1	15	10	15	9	10	10	5	12	18	19	8	22	21	17	19	22	20	20	27	27	26	22	36	41	30	31	13	40	30	20	21	38	24	24	33	23	54	46	23	43	54	50	44	39	51	34	52	52	44	63	74	52	37	68	55	0	0	57	56	57	69	67	51	71	71	51	71	76	83	61	69	35	0	90	61	75	87	61	75	82	82	67	24	82	88	90	78	89	88	95	89	91	92	103	102	96	106	102	0	1	1	1	1	1	2	1	2	2	1	4	1	1	1	1	2	1	3	1	1	1	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	3	1	1	1	3	2	1	1	2	1	1	1	3	1	1	1	1	2	1	3	2	1	2	1	2	1	3	1	2	1	1	2	1	1	1	1	2	1	1	3	1	1	1	2	3	7	1	1	2	1	1	3	1	1	1	2	6	1	1	1	4	1	1	1	2	1	2	1	1	1	1	2	1
26000	-562.338422143639832	-569.193910094599232	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491789142275234	0	2	4	5	6	3	7	7	8	10	9	13	13	12	10	14	11	10	14	14	16	15	17	17	14	16	14	16	17	16	17	18	16	20	17	17	19	18	18	19	19	19	20	18	19	21	20	22	22	22	23	24	23	21	24	24	26	26	24	23	28	27	25	27	26	26	28	28	28	27	29	30	29	29	29	31	31	30	31	28	33	31	29	31	33	33	30	35	31	32	34	33	30	35	35	34	36	37	36	34	37	38	37	39	36	39	39	40	38	40	0	1	2	6	4	1	4	3	1	11	1	15	7	15	9	1	10	9	14	9	11	27	1	20	14	25	13	13	19	25	25	14	25	38	19	20	35	27	24	19	44	36	12	25	36	34	29	54	37	40	39	22	48	37	53	38	56	23	34	46	44	51	53	56	59	23	0	0	55	49	57	28	64	69	58	87	67	71	78	64	84	72	21	0	72	84	62	78	34	68	82	82	64	89	69	84	91	88	94	90	97	64	95	95	68	103	99	105	89	0	1	2	1	1	1	1	1	1	3	1	5	1	3	1	2	6	1	1	1	3	4	1	6	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	3	1	1	3	2	1	1	1	1	1	1	1	4	1	1	1	3	1	3	2	1	5	1	1	1	1	3	1	1	2	2	1	7	1	1	2	1	2	1	1	1	1	1	7	1	1	1	1	2	4	2	2	1	1	2	2	1	1	1	1	1	1	6	1	2	4	1	2	3	4	1
26500	-595.498465691088427	-602.353953642047827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552905725726369	0	2	5	4	7	3	8	9	9	10	10	12	12	13	11	14	12	12	14	13	16	14	17	16	16	17	16	16	17	16	15	18	17	21	18	17	18	19	19	20	20	19	19	19	20	17	20	22	23	22	22	23	24	22	22	25	23	26	25	25	28	25	27	27	29	26	27	28	27	28	27	29	29	28	30	30	32	30	31	30	32	32	30	30	33	31	32	35	34	32	33	33	32	33	34	34	35	36	36	35	34	38	37	37	38	39	38	40	42	42	0	1	1	2	4	1	2	5	1	4	1	10	9	13	4	11	10	11	20	10	13	15	31	22	15	22	19	6	31	10	22	14	14	27	24	24	22	23	37	27	26	37	19	23	46	13	32	23	48	24	41	37	45	43	47	50	39	52	52	23	58	49	66	66	67	51	0	0	55	56	48	64	69	66	61	65	83	71	78	73	72	69	71	0	59	58	76	77	64	74	35	69	64	60	93	69	93	82	94	84	72	90	96	90	99	93	88	106	95	0	1	2	3	1	1	2	3	1	4	3	2	1	2	1	4	3	1	2	1	2	2	2	1	1	2	2	1	7	1	2	1	2	2	2	1	1	2	1	1	2	1	1	3	1	1	2	1	2	1	3	1	3	1	2	1	1	3	1	1	4	2	1	1	1	1	3	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	4	3	1	1	4	2	5	5	2	4	1	3	1	2	2	2	3	4	2	2	1	3	2	1	4	1
27000	-511.567687959709019	-518.423175910668419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577208886600719	0	3	5	5	4	3	7	8	9	10	10	12	12	12	11	15	11	12	14	14	14	14	16	17	17	17	16	16	15	15	17	18	18	21	18	19	20	18	19	19	20	19	19	20	20	21	20	23	21	21	23	24	23	22	22	25	25	24	24	22	27	26	27	28	25	27	26	27	29	28	29	29	29	29	27	29	31	30	31	29	33	31	31	31	34	33	31	34	33	31	33	34	32	33	35	33	35	37	35	35	36	38	37	38	38	39	38	40	40	40	0	1	1	2	1	1	5	5	1	9	7	9	11	15	7	11	8	17	8	14	17	17	9	27	22	19	15	29	18	21	30	22	27	43	27	27	28	13	28	35	22	23	26	17	33	35	35	35	41	24	38	17	49	41	49	48	29	37	32	38	19	58	57	57	58	57	0	0	59	56	57	66	50	75	62	66	70	71	71	56	83	69	78	0	81	87	78	78	64	71	82	63	68	37	94	67	78	88	94	90	33	95	92	92	101	85	97	101	95	0	1	1	1	1	2	2	2	2	3	1	2	1	1	1	2	2	2	1	5	1	2	1	3	1	2	2	3	1	1	1	1	2	1	1	1	2	2	4	2	1	3	1	1	3	1	1	1	2	1	2	2	8	1	1	1	1	5	2	3	2	7	2	1	2	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	4	2	4	1	4	2	1	1	1	10	1	2	2	1	2	1	2	3	1
27500	-615.412639176802486	-622.268127127761886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.404517795848212	0	2	4	6	6	4	7	8	9	10	9	13	11	13	10	15	13	13	13	14	16	14	18	17	16	15	15	17	17	17	17	18	17	20	16	18	20	19	20	18	18	19	19	19	20	21	20	22	23	23	22	23	22	22	23	25	25	26	24	25	28	26	25	28	27	27	25	27	28	27	29	29	29	28	28	30	32	30	32	30	33	30	27	31	34	32	32	35	32	33	33	34	32	33	34	34	36	37	37	35	36	38	37	37	38	37	39	41	42	41	0	1	1	3	6	1	3	7	1	1	1	7	5	13	8	11	11	6	11	17	22	1	15	21	1	14	12	18	16	19	26	27	27	44	5	35	19	41	30	30	24	40	26	40	28	47	24	33	46	12	35	45	17	37	36	23	30	25	50	20	28	40	51	57	57	47	0	0	38	56	41	83	57	65	58	61	63	74	78	75	93	69	1	0	73	76	80	58	60	45	82	69	80	69	56	77	92	64	93	59	14	100	69	100	99	100	92	107	98	0	1	1	2	1	1	2	2	1	5	4	3	3	3	1	1	4	2	4	2	1	1	8	6	1	5	1	2	2	1	4	1	1	1	1	4	1	4	1	1	1	1	1	2	1	2	1	1	3	1	5	4	2	4	1	2	3	5	6	1	6	6	4	1	1	1	4	1	1	6	1	4	1	2	1	1	1	4	1	1	1	1	2	11	1	2	1	1	3	3	5	2	3	1	4	4	1	1	4	2	4	12	2	4	2	1	1	2	1	2	1
28000	-595.023287303782013	-601.878775254741413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.448620813945978	-1	3	6	5	7	4	7	8	9	10	10	11	12	13	9	12	12	12	15	14	16	15	16	16	15	16	15	16	16	15	18	18	17	21	18	19	18	19	19	20	19	19	18	18	20	20	20	22	22	22	22	23	23	22	21	23	26	25	24	23	28	27	26	26	28	28	27	28	28	28	28	29	29	29	29	30	30	30	31	27	33	30	31	31	32	33	32	35	33	31	33	34	32	34	36	32	35	37	35	35	35	38	35	38	38	37	38	41	42	41	0	1	1	6	2	1	4	2	5	1	1	1	10	11	4	11	10	10	14	18	30	1	30	17	14	14	13	18	20	15	21	23	21	39	18	44	21	28	13	32	30	12	30	24	28	22	33	40	46	34	38	25	35	40	43	29	51	55	60	34	51	20	31	50	62	39	0	0	64	57	57	62	66	40	49	70	69	71	57	56	90	69	56	0	78	59	62	71	85	58	96	77	79	29	73	27	82	100	22	62	86	106	96	97	86	101	106	106	96	0	1	2	3	1	3	3	1	2	1	5	4	4	1	1	3	1	1	1	1	1	1	7	1	2	1	2	2	3	2	3	1	1	1	1	4	1	2	2	3	1	2	4	2	1	2	2	1	1	1	1	1	3	2	1	2	4	2	2	1	1	3	7	3	2	1	5	1	1	2	1	1	1	1	5	4	1	1	1	2	2	1	1	4	1	1	3	2	3	1	4	1	2	1	6	4	8	2	1	6	4	1	1	2	2	3	1	1	1	6	1
28500	-616.259620544694826	-623.115108495654226	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572775272084320	0	1	5	6	7	3	7	8	10	9	10	13	12	12	12	14	11	13	15	14	15	12	17	17	15	15	17	15	16	16	17	19	18	18	19	19	19	19	19	18	19	20	17	17	20	20	20	22	22	22	22	24	23	22	22	24	25	26	25	25	27	26	27	27	29	28	28	28	29	27	29	28	28	29	30	29	31	29	31	31	31	31	31	30	34	32	32	31	33	33	33	33	32	34	35	35	35	36	36	36	36	38	37	38	37	40	39	41	41	42	0	1	1	1	3	1	2	4	8	1	1	14	5	9	9	17	5	9	14	10	16	10	18	29	18	18	30	15	28	22	25	28	30	29	31	23	34	20	33	29	21	13	21	13	34	33	14	28	23	41	42	48	33	39	39	48	47	30	34	53	58	55	59	60	61	48	0	0	63	57	57	30	63	63	72	60	72	57	76	70	61	74	71	0	79	61	73	71	81	79	74	56	79	80	94	81	91	56	76	90	81	56	82	75	81	107	76	107	106	0	1	1	3	2	1	2	3	1	2	4	4	1	2	1	1	2	1	2	2	2	1	3	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	4	1	2	1	1	4	3	3	1	1	1	2	2	1	1	1	4	3	1	1	3	1	1	1	4	1	1	1	1	2	5	1	1	1	2	1	3	1	2	2	1	1	1	2	2	2	1	1	1	2	6	1	1	1	2	2	5	4	2	2	6	3	5	3	1	5	1	1	1
29000	-633.069863428607960	-639.925351379567360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.410801786436091	-1	3	6	5	6	4	7	8	10	9	8	13	11	11	12	14	13	12	15	14	14	15	17	16	16	17	14	16	17	16	17	19	16	21	19	19	18	19	19	19	19	20	19	20	20	19	19	22	22	22	21	23	23	22	23	25	25	26	23	24	28	26	25	28	27	26	28	28	28	27	28	27	28	29	28	30	31	31	31	30	32	32	31	31	35	33	33	35	33	32	33	34	32	34	35	35	35	38	36	36	36	38	38	38	37	39	37	39	41	41	0	1	2	6	6	1	3	1	8	8	5	5	4	8	14	4	14	4	14	5	13	8	24	27	21	24	12	11	7	9	18	25	20	41	26	29	10	31	13	27	28	12	28	15	32	21	31	14	46	14	39	38	21	27	39	45	45	52	45	49	50	59	51	31	50	29	0	0	66	48	57	51	66	59	41	38	74	73	1	56	72	48	71	0	87	62	69	87	71	65	22	73	52	77	90	91	87	88	94	94	84	99	92	39	97	78	78	48	102	0	1	2	1	1	1	2	1	4	1	1	1	4	3	1	1	3	1	4	2	4	1	5	1	1	1	1	1	4	6	4	3	1	1	1	2	2	5	1	4	3	2	4	2	3	1	3	1	5	1	5	1	2	3	5	2	4	2	1	1	1	5	2	2	5	2	5	1	1	2	3	2	3	1	3	4	4	1	1	11	2	3	6	3	1	1	4	2	1	2	3	7	3	4	1	1	1	1	3	1	1	3	1	2	8	1	4	3	7	1	1
29500	-617.804812683918840	-624.660300634878240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470917277956682	0	2	5	6	6	5	7	9	9	10	7	11	12	12	12	11	12	12	14	15	14	13	17	18	16	17	16	15	17	16	18	18	16	20	18	19	18	17	19	20	19	19	20	19	21	21	20	22	21	22	22	23	24	23	23	24	23	26	24	24	27	26	24	28	29	27	27	28	28	25	28	27	28	26	27	29	31	31	32	29	32	32	30	32	35	31	32	33	33	30	34	33	32	34	34	35	35	38	36	35	35	38	38	37	39	40	38	40	41	42	0	1	1	1	2	1	5	3	6	9	1	9	9	12	9	4	9	10	18	19	15	9	21	28	22	33	17	18	28	22	25	25	22	39	25	33	30	14	23	26	28	37	25	30	43	47	35	28	41	41	40	35	49	43	47	27	34	52	50	28	48	41	41	53	63	43	0	0	47	54	57	55	62	56	53	62	49	76	59	70	46	54	71	0	66	66	61	71	82	47	81	73	80	56	87	45	81	94	94	83	93	94	91	92	85	98	91	89	102	0	1	1	2	2	3	2	1	2	3	1	3	1	2	1	2	3	2	1	1	1	1	2	2	2	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	3	1	2	1	2	2	2	1	3	2	2	1	3	3	3	2	2	3	3	1	1	5	1	3	2	1	2	2	2	4	1	5	1	6	8	1	1	3	2	2	3	1	5	1	3	1	4	1	6	1	2	1	3	2	3	1	3	2	1	2	3	2	1
30000	-575.679690979663405	-582.535178930622806	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608285833690710	0	3	5	5	7	4	7	8	10	11	10	13	12	12	11	13	13	13	13	14	15	14	16	17	14	16	15	16	17	17	18	18	17	21	18	18	19	17	17	18	19	20	19	19	21	21	20	20	22	21	23	23	24	22	24	24	26	26	25	25	29	26	25	27	28	26	26	28	28	26	29	29	30	27	30	30	31	30	31	31	33	31	29	32	35	33	33	33	34	32	33	34	32	34	36	33	35	36	36	34	36	37	36	37	38	39	36	41	41	41	0	1	2	6	1	1	3	5	6	8	7	9	15	15	8	11	11	9	15	13	7	5	27	25	14	20	13	17	21	23	23	28	22	48	27	30	39	28	21	25	28	25	31	15	40	22	31	23	44	38	49	54	51	31	45	41	56	55	51	37	52	53	35	59	17	54	0	0	62	53	35	74	62	63	71	65	78	57	64	56	82	63	57	0	87	68	83	78	82	76	82	82	72	71	81	80	96	90	94	90	88	94	91	55	103	89	92	100	102	0	1	1	1	1	3	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	4	3	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	4	1	4	1	4	2	1	2	2	1	1	1	2	1	4	1	1	1	3	4	1	3	1	7	2	1	1	1	1	4	1	2	1	1	1	1	2	2	3	1	4	1	1	1	2	2	1	2	1	1	2	1	2	2	1	1	2	1	1	2	2	1	5	1	2	1	4	2	1
30500	-600.982654610794611	-607.838142561754012	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467934120853932	-1	3	5	6	7	5	6	7	10	10	10	12	12	12	11	15	11	13	14	15	15	14	18	18	17	16	16	17	17	15	17	18	16	20	18	19	19	17	18	20	20	20	18	19	19	20	21	21	22	21	22	23	23	23	23	25	26	25	23	24	29	26	27	28	28	26	28	29	29	26	27	30	30	29	26	30	31	30	29	31	32	32	31	29	34	31	32	35	33	31	33	34	32	35	34	34	35	38	36	35	37	37	38	38	36	39	38	40	41	40	0	1	1	1	6	1	2	3	1	1	1	6	5	11	4	6	10	17	14	13	18	6	30	10	27	16	13	27	20	12	22	31	19	20	10	30	19	16	25	32	24	35	17	24	22	43	19	21	46	36	28	28	51	50	48	55	37	52	48	18	70	55	36	62	51	48	0	0	57	23	57	64	57	75	53	65	73	19	57	78	84	69	71	0	93	65	76	71	69	69	82	90	79	64	79	80	89	94	73	80	53	74	91	93	85	100	94	95	102	0	1	2	4	3	1	3	1	1	6	5	5	4	3	1	2	5	1	2	1	1	1	4	2	4	1	1	2	1	1	1	1	1	1	3	4	3	2	1	1	1	1	2	3	1	3	2	3	3	2	1	2	3	1	1	1	1	5	1	2	5	1	1	5	1	2	3	1	1	2	4	1	1	2	2	1	1	1	10	1	1	1	2	2	1	1	2	1	3	2	1	1	2	3	3	2	1	1	2	3	3	8	5	2	2	1	2	1	3	2	1
31000	-604.402459547773901	-611.257947498733301	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586632820800482	-1	3	6	6	7	4	7	9	9	10	9	11	12	12	12	14	13	12	14	15	16	14	16	17	15	15	16	16	16	15	18	18	18	18	18	18	18	18	20	20	20	19	19	20	20	19	20	22	22	21	22	22	23	23	23	24	26	27	25	24	28	26	27	28	25	28	28	28	27	27	29	29	29	26	30	30	32	27	29	30	32	31	30	32	34	33	31	34	34	33	34	34	32	35	36	34	35	37	36	35	36	38	38	37	38	40	37	40	40	40	0	1	2	1	2	1	3	4	5	5	5	8	4	7	8	5	12	5	17	16	30	13	25	21	22	19	22	17	4	19	29	21	29	29	20	28	22	21	35	36	19	23	31	38	34	13	32	28	38	33	45	44	43	30	35	50	55	52	60	44	47	55	59	78	48	60	0	0	65	60	74	55	69	51	66	61	62	13	65	70	75	63	71	0	58	84	73	77	87	87	82	35	83	81	82	90	86	91	78	79	93	45	89	92	95	78	85	107	107	0	1	3	1	3	2	2	1	1	1	1	1	1	3	2	3	5	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	1	2	1	3	2	1	1	1	3	5	2	1	2	2	1	2	4	1	1	1	2	2	1	1	2	1	1	3	1	3	1	1	2	5	1	1	1	2	1	1	4	1	1	1	1	1	2	10	1	1	2	1	1	2	5	3	2	8	2	1	1	6	2	1	2	1
