step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62
42000	-299.896511303232217	-306.751999254191617	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767903000719908	2	3	5	4	5	5	9	7	8	7	10	9	8	10	10	13	10	12	11	13	12	14	15	13	12	16	16	15	17	17	15	15	16	16	16	16	18	18	18	18	18	19	18	18	19	18	19	21	20	22	20	20	21	22	19	23	24	26	25	27	29	30	0	1	2	2	0	4	5	6	8	5	7	8	10	9	12	19	13	11	13	19	17	19	18	19	19	32	24	17	19	22	22	24	32	28	22	16	20	16	22	33	33	34	34	26	22	36	33	45	47	55	45	46	39	49	28	48	53	48	56	58	0	0	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1
42500	-323.440948464679025	-330.296436415638425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655429714962382	2	3	5	4	4	5	6	7	6	8	9	10	8	10	12	12	11	13	11	13	13	13	15	14	15	16	16	14	17	17	17	15	15	16	16	17	18	19	18	17	18	19	19	19	20	17	18	22	20	22	20	21	21	22	23	23	23	23	25	26	30	29	0	1	2	2	0	4	5	6	6	7	7	9	7	6	12	19	13	11	13	19	17	16	18	20	20	20	28	16	32	22	22	16	16	32	32	32	32	29	30	24	26	34	33	32	35	22	40	39	32	49	30	46	39	49	43	48	48	42	56	56	0	0	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	3	3	2	1	2	3	1	2	2	1	1	2	1	1	2	1	2	1	1
43000	-326.448391571518187	-333.303879522477587	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689361084292841	1	3	3	4	4	6	8	5	7	7	10	8	9	10	11	13	12	11	12	15	11	14	15	13	15	16	17	15	15	18	16	14	16	17	17	18	18	17	18	19	19	18	18	19	19	18	18	22	20	22	20	21	21	21	21	23	23	24	25	26	29	30	0	1	1	3	0	8	5	4	8	5	10	9	10	9	12	19	21	10	7	19	7	19	18	19	19	20	24	19	16	31	22	19	32	32	22	22	28	29	22	13	32	26	32	43	22	26	33	30	40	37	35	40	22	49	40	53	53	48	56	58	0	0	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	2	1	2	4	3	1	2	1	3	1	1	2	1	2	2	2	3	1	1	1	1	1	1	1	1	1
43500	-314.811921280721094	-321.667409231680494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801545106898367	2	4	3	4	4	6	8	5	7	6	10	9	8	10	11	12	10	12	11	15	12	13	15	14	15	14	16	14	17	17	14	15	16	16	16	17	18	18	18	18	18	20	18	18	20	19	18	22	19	23	19	20	21	22	20	23	22	26	25	27	29	30	0	3	1	3	0	8	10	4	8	5	7	9	10	6	12	17	13	11	13	16	17	19	18	16	16	16	16	19	19	20	22	16	32	26	22	20	24	29	30	33	27	47	27	20	35	36	28	39	41	55	31	27	36	49	43	39	53	48	48	58	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	3	2	1	2	2	2	1	2	1	2	1	2	1	1	1	1
44000	-326.225640666121024	-333.081128617080424	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800457339436446	2	4	3	4	4	5	7	8	7	8	10	8	8	10	11	12	11	12	11	15	13	14	16	13	14	15	17	14	17	17	17	15	17	17	16	17	18	18	18	18	18	18	18	18	19	19	16	22	20	19	20	19	20	21	23	24	24	24	24	27	29	29	0	3	1	3	0	4	5	6	6	7	10	9	7	8	12	19	13	7	13	17	17	19	18	16	19	19	47	19	19	32	22	19	24	32	22	20	20	29	22	47	28	32	34	33	35	22	16	39	41	43	22	33	30	49	50	48	53	48	48	59	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	2	1	1	2	2	1	2	2	1	1	1	2	1	2	1	3	2	1	1	2	2	1	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1
44500	-314.668564783972386	-321.524052734931786	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631317003404580	0	4	3	4	4	6	7	8	7	6	11	9	9	10	11	12	11	12	11	13	12	14	15	14	15	14	18	14	17	16	16	15	16	17	16	17	18	19	18	19	19	19	19	18	19	18	18	22	20	21	20	21	18	20	23	23	23	25	25	27	29	31	0	3	1	3	0	4	5	4	6	5	10	9	10	8	12	19	13	7	13	19	17	19	18	16	20	16	33	19	19	22	22	20	20	16	22	30	26	29	30	33	47	26	34	24	35	36	33	39	24	34	35	46	30	41	34	42	53	56	56	58	0	0	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	3	1	1	2	1	1	1	1	3	1	2	2	1	1	3	4	2	2	2	1	1	3	2	2	1	1	1	1	1
45000	-323.029385496876500	-329.884873447835901	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741926339527266	1	3	2	3	4	5	8	7	7	7	10	9	9	11	10	13	11	11	11	12	13	14	15	14	15	16	17	15	17	17	15	13	16	16	16	17	17	15	19	17	18	20	17	19	20	19	18	21	20	23	21	18	21	19	22	23	23	26	24	25	30	30	0	3	1	3	0	4	5	6	6	5	10	9	7	8	12	10	13	11	7	13	17	32	18	20	32	32	33	20	38	35	22	20	19	24	22	22	26	16	41	26	19	16	32	41	33	36	40	39	54	55	35	27	41	27	42	48	53	60	53	56	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	4	3	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1
45500	-306.817300385606643	-313.672788336566043	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784272594102984	0	3	2	3	4	4	7	6	7	7	10	9	9	10	11	12	11	12	12	14	12	13	15	13	16	15	17	14	16	17	16	14	15	16	16	17	16	18	19	17	18	19	18	19	20	19	19	21	20	22	20	21	22	22	22	23	23	27	24	26	29	30	0	3	1	3	0	2	5	6	8	5	7	9	10	9	12	10	13	11	7	19	17	16	18	13	26	20	28	16	24	35	22	24	24	28	22	19	20	29	30	33	34	34	34	24	35	30	40	39	19	43	35	46	45	49	49	39	48	60	56	56	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	3	2	1	1	1	4	2	2	1	1	1	1	2	2	1	1	1	1	1
46000	-291.370248583156751	-298.225736534116152	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.756193976324416	1	3	2	3	3	5	8	7	7	6	10	9	9	11	12	13	11	12	11	13	12	14	13	13	15	15	14	14	17	16	16	15	16	15	16	16	18	18	18	17	18	19	19	17	19	19	19	20	20	22	19	21	21	22	21	23	23	27	25	27	28	29	0	3	1	3	0	4	10	6	6	5	10	9	10	6	12	19	13	11	13	19	17	24	18	19	16	16	20	20	24	22	22	20	28	28	22	22	28	29	30	33	33	37	34	28	35	30	40	39	41	45	30	46	30	49	42	48	48	59	56	56	0	0	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	3	1	1	2	2	1	1	3	1	1
46500	-322.558365132808831	-329.413853083768231	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834702833279986	1	4	2	3	4	5	7	7	8	6	9	10	8	9	12	11	10	12	12	14	13	13	15	13	15	14	17	14	15	16	17	14	16	16	16	18	19	18	18	19	17	18	19	18	19	20	16	20	20	23	20	20	22	21	20	22	23	27	25	26	28	30	0	3	1	3	0	4	5	6	6	5	7	9	7	8	12	13	13	11	16	24	17	16	18	16	20	19	25	19	24	26	35	16	16	20	26	30	20	29	30	42	47	19	34	33	35	36	20	45	27	55	45	32	39	49	42	30	53	59	56	56	0	0	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	3	2	1	2	1	1	1	2	1	1	2	2	1	1	3	1	1	2	3	1	1
47000	-357.547788015007370	-364.403275965966770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666988451606197	1	4	3	4	2	5	8	7	8	6	10	10	8	10	12	11	11	11	11	15	13	14	14	13	14	15	17	14	17	18	15	15	17	16	16	17	18	18	18	18	19	17	18	17	20	19	18	20	19	20	18	20	21	22	21	23	23	26	25	27	29	29	0	3	1	3	0	4	10	6	6	5	7	9	10	8	12	7	13	10	13	16	17	24	18	16	16	16	24	24	28	24	28	24	28	17	16	28	24	29	33	33	34	20	42	28	30	35	20	30	34	32	35	36	30	49	28	45	30	32	48	59	0	0	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	3	2	2	1	1	1	1	1	2	2	1	2	2	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	2	4	3	1	1	1
47500	-332.999988865201146	-339.855476816160547	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658379259736657	1	3	2	3	4	6	8	7	8	6	10	9	9	10	11	13	10	13	10	14	13	14	16	13	14	15	16	15	16	18	15	13	15	17	16	17	18	18	19	18	19	20	18	19	19	20	17	21	20	23	20	21	19	19	22	23	24	26	25	26	30	29	0	3	1	3	0	4	5	4	6	5	10	8	7	9	12	19	13	7	7	17	17	19	18	13	19	16	19	32	16	22	22	19	32	27	22	28	27	29	36	33	28	34	34	20	28	30	33	30	47	43	45	46	22	24	42	48	53	56	48	56	0	0	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	1	3	2	2	2	2	2	2	2	1	3	1	2	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	1	2	1	1	3	3	1	1	2	2	2	2	1	1
48000	-328.504572902940936	-335.360060853900336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630220522093382	0	4	2	3	3	5	9	7	7	7	11	10	8	9	11	12	11	12	11	14	12	12	15	13	16	15	16	14	17	18	16	14	17	16	16	17	17	18	18	19	18	20	18	19	19	19	16	20	20	23	20	21	19	22	21	24	22	26	25	27	29	31	0	3	1	3	0	4	5	6	6	5	7	8	5	6	12	19	10	7	13	19	17	7	18	19	17	16	20	16	26	16	28	19	47	26	22	32	16	24	22	47	28	34	34	28	35	36	26	30	47	55	39	46	32	49	40	48	53	59	56	56	0	0	1	1	1	1	1	1	3	2	1	3	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	3	1	2	1	1	2	1	2	2	3	2	2	2	1	2	2	1	1	1	1	1	1	1	3	1	1	2	2	1	1	2	1	1
48500	-324.148114197190466	-331.003602148149866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623822762977713	1	3	2	3	4	6	8	6	7	7	10	8	8	8	11	12	11	12	12	14	12	14	16	14	15	14	16	15	17	17	17	15	17	17	16	16	18	18	18	18	17	20	18	19	18	19	19	21	19	23	20	20	22	21	22	23	23	26	25	26	28	29	0	3	1	3	0	4	10	4	8	5	10	6	10	6	12	10	13	10	13	19	13	16	18	21	24	16	19	24	26	22	22	24	28	16	22	22	41	29	30	28	16	24	32	34	35	36	33	39	41	55	45	40	39	41	42	53	48	48	56	59	0	0	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	1	2	1	2	1	2	1	1	1	3	1	2	1	1	1	1	3	1	1	1	1	1	3	3	3	1	2	1	1	1	2	1	1	1	1	3	2	1	1	1	2	2	1	1	1
49000	-366.330524044627396	-373.186011995586796	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627908282242409	0	2	4	3	5	5	7	7	8	6	11	10	8	10	9	11	9	12	12	15	12	14	16	13	15	16	16	14	17	18	17	13	17	17	15	17	19	18	18	18	18	19	18	17	19	19	19	21	21	22	19	21	20	21	21	23	23	25	24	25	29	31	0	1	2	2	0	4	10	6	4	5	5	9	10	9	9	13	7	11	16	13	13	16	18	19	24	16	28	19	24	36	22	19	11	24	19	16	26	24	32	19	24	34	32	26	31	36	28	30	40	43	26	46	20	26	42	53	53	48	56	30	0	0	1	1	1	1	1	1	1	2	3	1	3	1	2	1	1	1	1	1	1	4	2	2	2	1	1	2	1	1	1	1	2	1	3	1	2	3	2	4	2	2	2	1	3	1	1	1	2	2	1	2	2	1	3	2	2	1	1	2	1	3	1	1
49500	-336.843448624441407	-343.698936575400808	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683453860246005	0	3	2	4	4	5	8	7	7	6	10	9	9	9	11	11	10	12	12	15	13	13	15	13	15	16	16	14	18	17	16	14	16	16	17	15	17	18	18	18	18	20	19	16	20	19	18	21	20	20	19	21	22	21	23	22	24	26	25	25	29	30	0	3	1	2	0	4	5	6	6	5	7	9	7	8	12	13	7	11	16	32	17	16	18	7	32	24	20	19	24	24	22	19	32	32	22	22	27	24	22	34	26	27	40	24	22	36	33	30	32	43	35	46	40	40	50	48	39	30	56	56	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	1	2	2	1	1	1	1	2	1	1	4	3	1	1	1	1	2	3	2	2	2	4	1	1	1	2	2	2	1	3	3	1	1	1	1
50000	-312.777314173766399	-319.632802124725799	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.726076305351757	1	4	2	3	5	6	8	7	8	7	10	9	9	10	10	12	12	12	10	14	11	13	16	12	16	16	14	15	17	16	15	15	16	16	15	16	18	18	19	17	18	19	18	19	19	18	17	21	21	22	21	20	22	21	20	23	23	26	25	26	29	30	0	3	1	3	0	4	10	4	6	5	7	8	7	8	12	19	21	11	13	24	13	24	18	19	32	27	19	24	26	31	22	16	27	32	22	22	24	29	30	32	33	27	34	26	35	36	33	39	42	37	35	36	48	42	43	39	53	56	53	56	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	3	3	1	2	1	1	2	2	2	2	1	1	1	1	2	3	2	1	1	1	2	1	2	1	1	1	1
50500	-321.628590106568367	-328.484078057527768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571907368470429	2	4	3	4	4	5	7	8	7	8	10	10	9	9	11	12	11	13	11	14	12	14	15	13	16	16	16	14	17	16	16	15	14	16	15	17	19	18	18	18	18	20	18	16	19	18	19	21	20	23	20	21	21	20	22	23	23	26	23	27	29	28	0	3	1	3	0	4	5	6	6	5	10	9	7	9	12	19	13	11	13	19	13	16	18	16	20	16	13	16	25	22	22	28	16	32	24	20	26	29	30	28	33	26	34	16	35	27	33	39	41	20	35	46	30	16	26	53	53	59	45	58	0	0	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	2	2	1	3	2	2	2	4	3	1	1	2	2	1	1	1
51000	-319.061871343006999	-325.917359293966399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816903471198400	0	3	2	4	3	6	7	7	8	8	10	9	8	10	12	13	11	13	11	14	12	14	16	13	15	15	18	13	18	17	15	15	15	16	16	17	18	17	15	17	19	19	18	19	18	19	18	21	19	19	20	20	21	22	21	23	23	26	25	27	28	29	0	3	1	3	0	4	5	6	6	7	7	9	7	6	9	17	7	11	13	19	11	28	18	19	28	24	16	19	38	39	22	16	19	26	22	22	32	20	22	28	40	34	20	32	35	36	33	30	33	40	45	46	39	49	50	48	53	56	56	59	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1
51500	-321.993517028123335	-328.849004979082736	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737204710089845	1	3	4	4	5	6	9	8	8	6	10	9	8	9	11	12	11	12	11	12	12	13	16	14	15	15	17	13	18	17	15	16	17	16	16	18	18	17	19	19	17	17	18	17	18	19	17	21	19	23	21	21	21	21	22	23	24	25	25	25	29	30	0	1	2	2	0	4	10	6	6	5	10	6	10	8	12	13	13	11	13	13	13	19	18	28	21	16	13	20	32	35	22	24	19	26	20	31	32	26	30	32	20	34	34	16	35	36	28	32	27	55	45	46	39	33	43	53	53	48	56	48	0	0	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	2	1	3	1	1	2	4	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1
52000	-296.455007978482911	-303.310495929442311	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697655863205978	1	3	5	4	4	6	8	7	7	6	9	9	8	9	11	10	11	12	12	14	13	13	15	12	15	14	16	14	17	17	16	16	16	16	16	17	17	19	18	17	19	20	18	18	19	19	18	21	19	23	20	21	21	20	21	23	23	25	24	27	29	30	0	1	2	2	0	4	10	6	6	5	10	9	10	8	12	13	13	11	16	16	17	17	18	16	26	16	20	19	32	35	20	19	20	19	22	22	34	35	30	33	36	27	40	19	31	36	33	39	40	55	45	46	35	40	43	48	53	56	56	58	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1
52500	-288.145344421596690	-295.000832372556090	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.868911362887641	1	2	4	3	4	5	8	7	8	7	10	9	9	11	11	12	11	11	10	14	12	14	14	14	13	15	16	15	16	17	16	12	16	17	16	17	18	19	18	18	18	19	19	18	18	19	18	20	20	20	20	21	20	22	23	23	24	24	25	26	29	31	0	1	2	2	0	4	10	6	8	5	10	9	10	8	12	17	13	11	13	32	11	16	18	32	16	20	26	32	16	22	22	19	26	28	22	22	27	29	30	33	33	34	34	27	29	30	33	45	41	43	30	46	30	49	50	48	53	56	56	58	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1
53000	-323.471839887677106	-330.327327838636506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743435783565906	2	3	4	4	3	6	7	7	7	7	9	9	9	10	11	11	11	11	10	14	12	13	15	13	14	14	16	14	17	17	16	16	16	16	16	17	18	18	18	19	16	19	18	18	20	19	18	22	21	23	19	20	21	21	22	23	23	26	25	27	30	30	0	1	2	2	0	4	5	6	6	5	10	9	10	6	12	13	13	11	7	19	13	17	18	19	17	19	25	5	20	28	28	20	20	26	26	22	27	27	35	33	26	34	24	28	46	22	33	53	28	55	35	46	39	40	43	39	53	59	48	58	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	2	2	2	2	1	6	2	2	1	1	1	1	1	2	1	1	2	2	1	2	2	2	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1
53500	-304.741538635386291	-311.597026586345692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732016701057827	1	2	4	3	3	5	7	7	7	7	9	9	9	11	12	11	11	12	12	14	11	13	15	13	14	15	17	14	17	17	16	14	16	15	15	16	19	19	18	18	17	18	18	18	20	19	19	21	19	21	21	20	21	22	22	23	23	25	25	26	28	30	0	1	2	2	0	4	5	6	6	5	10	9	10	6	12	13	13	10	16	24	7	16	18	16	24	28	28	21	34	26	34	19	22	16	22	28	34	29	30	33	33	28	34	20	35	36	24	39	41	43	27	46	47	49	50	48	48	56	56	48	0	0	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	3	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	2	3	2	1	2	2	1	1	2	1	1	1	1	1	2	1	1
54000	-334.511930561122426	-341.367418512081827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693363435896914	1	2	4	4	4	5	8	7	7	7	11	10	9	10	11	12	11	13	11	14	13	12	14	14	15	15	16	14	17	18	14	15	16	15	17	17	18	18	17	19	18	20	19	18	19	18	19	21	19	22	21	20	20	22	21	22	23	27	26	26	30	31	0	1	2	2	0	3	5	6	6	5	5	9	10	6	12	19	13	7	13	19	17	19	18	16	16	16	20	19	28	39	22	10	16	16	16	20	32	32	31	27	24	34	7	32	26	36	35	31	33	42	45	46	39	49	43	48	48	59	48	56	0	0	1	1	1	1	1	1	2	2	1	2	3	1	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	3	2	1	2	1	2	1	1	2	1	2	3	1	1	1	1	3	1	1	1	1	1	2	1	1	2	1	2	2	1	1
54500	-311.754690443848688	-318.610178394808088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736463541379206	1	3	2	4	4	5	8	6	7	6	9	9	8	8	11	12	11	12	11	14	11	14	15	14	16	16	17	13	17	17	16	15	16	16	17	18	18	18	18	19	18	19	18	18	19	20	18	21	21	23	21	21	21	22	22	23	23	26	25	27	29	30	0	3	1	2	0	4	10	6	8	5	10	9	10	6	12	19	13	7	13	13	13	19	18	16	24	16	28	16	26	22	22	28	24	21	32	31	32	26	28	28	33	20	34	26	30	30	20	30	42	43	45	46	39	49	26	48	53	56	56	56	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	3	2	2	2	1	1	2	2	1	1	2	1	2	2	2	1	1	2	1	3	3	1	3	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1
55000	-325.099346004702511	-331.954833955661911	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667990889341689	2	4	3	4	3	6	9	8	8	7	11	10	8	10	12	10	10	13	12	15	12	13	14	13	14	15	17	14	16	18	16	14	16	16	16	16	18	18	18	16	17	18	19	19	18	19	18	21	20	22	20	21	21	20	21	24	24	26	25	27	29	30	0	3	1	3	0	4	10	6	6	5	10	9	10	6	12	13	13	11	16	22	17	21	18	16	19	28	20	19	25	32	22	16	16	19	24	22	34	29	31	24	26	26	33	24	35	36	40	30	20	43	35	46	30	41	40	48	53	56	53	59	0	0	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	4	1	2	1	1	2	2	3	2	1	2	3	2	1	1	2	1	1	1
55500	-343.120130825115552	-349.975618776074953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552660747435760	2	4	3	4	5	5	8	7	7	7	10	9	9	9	11	12	12	12	11	15	12	14	15	14	16	16	16	14	17	15	17	15	16	15	16	18	18	18	19	18	19	19	17	17	18	20	19	22	21	23	20	21	21	20	22	24	24	26	25	26	29	30	0	3	1	3	0	4	5	6	6	5	10	8	7	6	12	19	13	7	13	16	7	16	18	7	16	16	16	19	32	22	22	17	34	16	24	32	26	29	30	19	26	20	16	28	35	36	33	27	54	40	35	46	30	33	32	32	39	56	53	56	0	0	1	1	1	1	1	1	2	2	1	1	2	2	1	3	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	1	2	1	1	3	4	2	2	2	2	1	1	2	3	1	2	2	1	3	2	3	5	2	2	2	1	1	1
56000	-313.589881147983363	-320.445369098942763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706853749911390	1	4	2	3	4	5	8	8	7	7	11	9	9	10	11	12	11	12	12	14	12	13	15	13	16	15	18	14	16	17	15	16	16	17	17	17	19	18	18	18	18	18	18	18	19	19	18	19	21	23	21	21	21	20	21	23	23	27	24	26	30	31	0	3	1	3	0	4	5	6	6	5	13	9	10	8	12	13	13	11	17	19	17	16	18	19	20	24	32	19	16	32	22	20	24	24	22	22	20	28	35	33	32	22	33	32	35	36	33	35	54	55	35	36	48	33	43	48	53	30	48	56	0	0	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	3	3	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	5	2	1	1	1
