step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
5000	-443.145266367958925	-452.196109748410265	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989934300657387	-3	9	5	18	13	14	17	17	22	11	19	26	13	12	22	31	6	18	22	19	24	16	24	21	23	24	16	13	20	26	27	20	22	19	23	28	26	26	26	21	21	22	23	26	22	19	24	25	27	29	26	27	29	27	20	24	30	29	25	40	19	28	34	26	32	36	23	31	31	38	30	31	35	29	41	38	35	46	37	41	39	31	28	35	52	52	0	1	1	2	2	2	2	13	6	17	27	41	3	3	61	29	1	28	6	6	6	6	24	28	14	34	2	17	13	13	21	28	6	13	24	55	4	47	45	4	13	55	27	40	4	13	8	8	40	30	20	3	34	35	8	11	23	51	24	84	5	25	62	8	49	50	46	19	52	72	41	28	30	43	69	59	72	65	67	73	29	19	40	58	84	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-455.299194177677464	-464.350037558128804	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998868077203541	-1	9	10	14	4	15	19	14	23	15	18	26	11	24	23	30	15	7	18	15	16	22	27	20	21	18	25	16	23	18	25	22	26	18	27	30	24	28	26	22	24	22	20	26	14	22	21	28	27	27	28	28	30	28	24	22	31	22	25	45	27	31	34	31	27	38	27	29	31	34	30	26	41	28	25	39	39	40	33	41	44	39	45	44	38	54	0	5	5	5	1	18	8	3	19	5	3	17	2	47	20	30	18	1	2	2	13	45	28	8	17	28	20	2	13	10	58	8	4	4	42	75	19	37	25	34	47	20	45	46	18	30	45	7	9	59	29	19	17	56	6	26	11	11	6	64	42	56	38	56	6	47	58	31	59	40	37	22	82	17	22	43	57	40	17	48	77	38	27	32	57	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-435.512235021837569	-444.563078402288909	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995449280720204	4	8	13	22	8	18	13	17	11	10	20	23	17	22	24	29	17	15	21	17	26	14	28	20	20	22	22	16	13	23	20	17	22	23	24	21	27	15	15	28	19	23	17	24	22	23	22	26	28	29	30	24	34	25	28	30	20	25	17	42	32	30	41	31	29	36	30	32	33	40	35	31	40	34	39	36	34	47	36	42	42	41	45	39	47	53	0	1	10	32	1	18	10	3	2	1	39	9	22	6	6	35	2	10	13	3	59	5	26	29	39	22	17	9	2	59	38	3	38	17	22	13	24	1	5	11	22	39	22	20	32	36	17	19	42	46	58	18	46	57	32	45	3	19	2	76	4	54	61	23	12	72	47	21	46	37	64	27	66	48	38	67	49	74	69	56	76	76	23	67	68	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-445.667332210765721	-454.718175591217062	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991623605408025	2	7	17	16	8	9	13	19	20	12	11	26	12	16	14	22	17	14	11	14	22	20	25	15	19	24	23	16	12	23	20	21	25	22	25	29	20	28	21	30	25	14	18	24	25	16	19	25	24	22	28	26	29	28	27	30	26	30	25	43	30	22	33	30	28	37	21	31	33	35	29	29	42	24	36	36	33	50	32	38	33	37	43	34	46	45	0	1	19	5	1	1	5	24	6	1	5	28	5	19	10	28	10	1	2	6	17	14	39	2	46	3	42	11	1	22	18	14	43	6	32	31	13	62	14	32	24	11	10	47	3	11	28	24	11	37	57	27	30	62	42	7	31	44	43	72	21	29	23	26	43	43	13	67	50	40	46	21	77	15	68	65	74	85	44	72	74	40	58	50	53	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-450.586296623038947	-459.637140003490288	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997574460941206	3	6	12	19	8	16	21	19	24	12	10	25	12	20	15	29	18	10	22	17	26	17	14	14	25	21	19	18	24	14	23	22	16	20	30	25	23	20	21	32	23	14	9	27	19	21	24	22	22	24	31	22	28	27	29	26	31	19	24	29	29	30	34	32	24	38	32	19	35	36	33	29	47	25	40	39	39	45	43	41	39	42	34	45	47	52	0	1	43	18	1	5	22	3	30	1	5	42	5	23	10	23	33	1	24	11	4	10	5	43	27	28	11	30	45	18	46	33	10	23	47	22	3	43	24	36	20	18	2	32	3	22	23	30	20	58	22	20	22	49	4	26	65	43	30	36	29	26	62	22	19	9	41	33	67	35	16	49	80	18	57	57	63	80	67	55	40	72	21	57	76	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-439.877946147979571	-448.928789528430912	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986569570573435	-2	4	13	21	10	13	20	15	18	13	19	26	14	21	25	27	18	13	22	18	17	14	26	21	24	23	18	12	22	21	25	22	24	21	28	17	25	26	21	32	24	23	15	27	18	16	24	11	22	28	29	30	30	29	25	29	25	26	27	38	32	28	34	28	31	40	29	32	31	32	33	32	45	27	38	38	35	45	34	35	46	34	30	34	41	40	0	1	2	17	2	1	18	48	28	2	1	39	5	6	36	36	28	5	5	3	10	2	32	27	20	8	6	2	17	28	45	27	45	11	34	10	27	34	13	30	8	8	28	30	6	22	21	2	11	42	45	42	15	41	22	23	20	24	34	23	24	25	62	7	42	68	45	24	74	58	37	74	80	34	32	41	56	66	62	29	79	67	38	31	51	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-445.151647214386514	-454.202490594837855	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987296534911852	-7	9	12	14	14	17	18	5	25	12	20	24	18	19	25	25	15	9	12	15	21	13	21	18	20	18	22	15	18	19	23	20	26	17	23	23	24	25	23	25	20	17	21	27	18	24	21	26	24	25	31	30	32	23	27	28	27	30	25	37	32	30	34	28	28	34	26	24	25	35	14	27	48	34	24	33	37	34	34	42	42	41	44	33	39	44	0	1	8	8	18	10	3	1	29	8	71	25	10	5	45	34	2	8	8	18	17	18	22	3	71	3	19	3	19	71	14	18	39	19	6	30	14	28	29	47	20	3	20	23	3	71	4	47	13	54	57	43	68	5	39	55	27	38	5	84	27	72	56	7	40	65	21	47	39	67	2	5	80	38	22	36	74	11	44	79	74	84	70	59	33	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-436.015619684786202	-445.066463065237542	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998575185641134	4	10	11	20	10	9	20	15	18	8	17	24	19	19	19	29	15	15	21	16	24	18	25	17	25	20	18	13	20	22	24	22	23	25	23	22	25	23	13	31	20	20	23	21	21	13	25	24	29	30	30	27	31	24	29	31	22	28	22	44	26	31	31	32	28	33	21	29	16	39	26	21	44	35	43	38	33	32	40	40	43	40	38	33	51	53	0	10	1	5	1	1	10	10	28	1	46	4	20	20	39	12	5	6	9	3	27	1	4	17	42	69	8	5	18	39	44	27	8	69	28	11	4	4	5	37	17	11	8	11	46	6	15	6	54	23	42	67	34	3	21	71	27	67	69	70	29	30	23	21	30	16	46	48	5	50	45	46	55	56	83	40	67	52	83	49	62	19	68	19	60	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-445.446387751205464	-454.497231131656804	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998580885193065	0	6	14	17	13	10	18	20	25	12	15	18	17	25	25	25	17	17	15	18	26	20	27	22	20	21	25	7	15	20	22	10	13	21	24	29	16	16	24	30	20	19	20	27	25	21	28	25	24	27	31	29	33	25	21	33	32	29	22	34	30	25	35	31	28	34	28	30	32	37	25	29	39	32	40	31	36	43	34	43	40	32	40	41	32	40	0	1	32	5	6	2	29	28	49	1	6	11	33	8	3	43	33	28	2	37	34	6	59	42	11	29	4	1	6	17	38	1	32	32	3	4	5	32	43	49	18	29	10	59	38	37	46	7	20	31	14	30	51	8	19	44	59	16	42	52	25	5	58	48	59	36	62	15	9	58	37	8	61	27	9	35	61	44	23	57	36	61	77	69	23	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-454.976068472637451	-464.026911853088791	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997351683648987	0	10	14	20	8	15	19	13	15	15	19	23	15	24	11	27	8	15	18	11	15	17	25	12	21	16	22	14	23	21	24	20	23	24	28	27	19	28	23	32	20	23	23	23	23	18	14	28	28	26	22	23	30	15	31	27	31	15	4	39	30	21	35	20	25	35	28	29	28	39	18	27	43	33	34	40	33	42	40	38	47	36	43	41	38	52	0	59	20	3	59	24	8	1	8	2	18	19	15	30	59	25	59	5	10	5	2	28	25	17	13	17	19	15	13	71	4	21	6	18	4	45	47	14	71	65	6	22	30	54	64	20	17	25	71	46	22	28	33	24	43	27	23	24	1	63	31	20	56	47	64	38	19	9	29	40	28	46	55	44	23	61	56	85	42	75	62	44	79	39	69	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-448.553178577132428	-457.604021957583768	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992242706565653	-1	4	12	18	11	15	17	18	19	8	18	24	12	20	26	29	16	16	20	13	22	21	28	14	26	23	19	17	16	23	23	23	18	23	29	29	24	22	26	24	24	22	7	25	21	25	15	20	28	24	33	22	30	28	25	25	26	26	23	31	31	29	32	33	31	34	28	33	29	27	28	32	49	32	36	41	40	46	36	41	42	32	31	41	47	47	0	1	2	3	2	2	13	29	5	1	20	24	10	13	5	38	10	10	28	43	9	5	43	43	48	18	29	2	5	17	47	20	3	27	59	41	7	9	19	27	21	6	2	17	3	8	3	7	59	48	54	29	57	50	32	27	34	6	14	46	8	7	37	12	39	53	18	21	8	21	3	70	85	48	83	64	54	75	83	61	66	45	55	15	77	39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-458.259229857935338	-467.310073238386678	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993703793343572	-1	9	13	16	12	17	12	19	21	5	18	24	12	23	24	28	16	9	9	15	21	16	27	16	25	24	21	8	25	19	25	22	25	20	22	28	18	19	21	16	20	4	24	19	25	14	27	20	26	27	22	26	30	28	19	20	32	26	27	31	28	32	34	19	29	37	28	25	30	32	29	16	40	32	46	39	36	39	43	41	46	28	45	37	46	49	0	42	28	18	1	13	10	72	22	1	7	40	19	4	27	30	10	10	10	42	72	13	39	18	39	34	28	1	48	4	27	8	13	3	4	29	5	22	24	46	18	1	20	4	41	19	38	20	35	39	22	55	2	29	7	46	58	18	37	26	24	48	23	4	32	54	33	46	6	59	17	19	29	51	66	74	69	57	73	58	61	8	71	63	66	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-446.566120291063214	-455.616963671514554	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989353587299251	1	8	17	18	7	13	17	8	19	14	13	25	18	22	22	29	15	13	15	13	12	17	26	20	21	13	26	14	22	23	23	9	21	16	24	27	21	21	26	17	19	22	23	23	18	22	24	21	21	21	31	27	31	20	23	27	25	24	26	40	33	30	32	22	22	28	19	30	28	31	30	35	43	30	45	35	39	49	41	33	41	26	37	34	48	49	0	1	11	21	1	2	2	1	2	32	32	26	28	32	40	46	32	32	32	2	1	20	4	26	28	5	34	5	22	22	25	5	28	18	40	19	18	20	18	11	26	13	13	11	10	19	20	10	45	26	82	17	3	6	17	24	42	7	43	74	68	25	48	67	4	17	11	58	48	48	46	42	63	59	81	56	66	79	61	29	64	9	71	48	77	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-445.457368350327044	-454.508211730778385	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.974083895518889	3	5	16	15	12	9	20	13	17	8	15	26	13	23	19	30	14	12	22	17	24	20	24	19	22	22	18	17	16	23	22	13	24	20	28	21	21	22	27	25	24	22	26	20	21	23	26	26	22	26	26	28	31	26	24	26	33	27	26	39	28	27	29	29	30	37	32	26	29	34	30	33	42	33	42	31	37	46	43	37	43	24	38	42	37	32	0	1	6	5	2	10	13	10	6	1	18	49	6	5	9	51	18	2	44	8	7	6	28	3	3	18	10	6	13	24	4	6	28	3	50	17	4	32	37	9	9	5	49	13	5	3	46	42	17	38	38	41	40	7	44	7	52	33	28	85	42	34	33	24	34	57	45	32	55	55	27	47	80	43	52	12	53	84	71	9	53	44	82	83	68	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-443.578720495727339	-452.629563876178679	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992844148427029	2	7	16	18	16	13	13	17	9	9	18	24	15	20	22	31	10	17	18	22	26	15	18	18	26	16	18	15	17	23	24	21	12	22	28	24	25	29	12	25	20	18	20	27	22	20	24	25	26	27	24	27	24	12	28	28	22	28	29	44	27	31	38	27	17	38	27	35	29	31	33	23	46	32	40	33	39	46	36	41	28	36	44	41	42	51	0	1	17	9	39	17	10	39	1	1	33	43	6	39	39	41	1	9	7	18	8	1	33	9	23	10	13	10	17	24	14	6	10	23	46	13	45	18	2	23	13	5	3	53	23	8	46	15	57	4	24	19	4	2	4	31	26	46	31	80	10	20	35	36	22	55	13	49	44	15	21	54	76	35	74	81	25	80	81	68	31	62	77	62	71	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-458.525944450547968	-467.576787830999308	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996596032321987	2	8	15	15	12	16	22	20	18	13	18	25	15	12	20	31	20	19	23	13	22	17	27	17	26	22	27	9	22	25	21	20	25	21	23	29	24	19	25	30	25	18	20	21	22	15	23	20	23	23	31	25	21	23	24	31	18	20	28	41	31	28	37	27	24	38	32	30	35	21	26	34	42	29	44	38	37	34	30	42	43	37	33	29	52	46	0	1	14	28	1	20	57	3	5	28	28	42	5	1	28	44	9	24	53	28	46	10	58	46	48	18	48	1	10	22	4	22	5	14	24	21	38	13	42	54	5	14	3	6	5	5	6	6	11	15	59	10	13	4	70	25	10	3	33	23	49	54	34	53	4	59	47	9	50	43	31	45	59	38	72	40	17	12	19	82	76	84	23	17	63	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-445.337872358957611	-454.388715739408951	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988135070316246	1	10	16	17	14	16	17	20	25	11	8	21	12	23	24	31	5	13	19	17	26	22	27	8	19	25	22	17	17	26	16	20	18	22	27	24	22	25	19	32	19	16	24	27	24	20	16	21	31	19	28	31	32	23	28	31	32	19	26	33	29	30	41	29	28	34	26	31	28	36	24	27	34	26	40	32	30	45	34	37	46	37	40	41	41	48	0	17	17	11	11	10	17	13	13	1	17	31	17	4	48	12	1	1	47	10	22	58	47	17	2	29	31	17	11	47	18	47	24	7	25	31	29	50	17	27	13	18	39	5	20	42	11	5	65	47	39	12	7	29	15	23	62	6	42	54	25	44	74	71	58	64	27	27	41	61	33	14	33	14	65	59	50	73	72	74	83	55	16	56	70	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-442.370478793957773	-451.421322174409113	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981619819349592	0	8	13	15	8	16	13	18	11	6	21	28	19	22	16	32	19	11	18	21	24	10	13	19	20	16	25	18	22	15	14	18	22	23	23	28	23	25	24	28	21	23	22	25	26	17	26	26	26	30	29	29	26	24	28	27	31	29	23	37	32	29	33	32	18	40	30	36	29	36	34	30	44	29	36	35	31	48	41	42	42	41	41	37	43	48	0	1	22	22	1	2	10	7	10	1	8	39	4	22	5	52	18	10	3	31	17	1	2	22	5	2	29	10	8	10	10	9	4	23	23	24	41	20	28	59	30	32	18	43	65	31	6	11	14	42	11	41	37	46	11	54	28	33	26	29	53	38	55	59	5	69	6	13	11	38	64	14	82	20	40	67	53	79	76	16	57	38	59	38	76	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-451.424094708005612	-460.474938088456952	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998156645530125	-6	6	18	21	10	14	17	10	19	10	15	24	14	19	17	28	21	15	18	6	15	16	11	19	22	16	23	16	15	22	19	20	27	20	26	29	23	26	28	25	24	10	19	25	26	24	25	27	20	27	30	26	32	22	29	28	23	30	26	35	28	33	37	30	28	39	22	29	28	26	33	34	48	34	40	40	36	48	34	35	42	42	43	42	46	51	0	1	6	23	2	10	42	20	5	20	10	3	20	20	8	18	18	42	20	1	2	10	1	21	13	23	29	23	23	7	22	10	11	23	9	3	26	34	18	7	21	2	23	21	29	9	24	49	18	4	12	31	4	18	57	22	13	29	54	16	41	37	33	21	14	38	34	11	13	43	38	50	53	55	63	31	58	75	47	59	62	41	60	79	66	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-450.271024851158131	-459.321868231609471	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995322931267183	-1	7	17	22	6	13	12	9	21	13	19	27	13	19	17	27	15	17	22	20	22	16	21	17	26	24	22	4	22	26	17	16	21	25	22	28	12	20	25	23	20	24	21	25	19	21	24	26	24	18	33	28	32	19	22	28	33	30	27	36	25	14	29	28	20	36	29	34	29	34	27	33	42	34	41	25	30	38	37	39	38	42	44	40	47	49	0	1	7	31	1	8	2	1	13	28	6	39	8	62	7	65	28	6	11	50	13	37	62	8	19	33	15	1	37	54	28	1	62	20	13	55	5	37	3	13	50	23	7	41	10	3	13	33	45	13	9	33	77	6	3	11	25	23	31	30	13	2	23	41	62	34	26	76	50	4	9	64	51	69	57	65	48	76	48	67	63	72	80	16	78	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-439.139912548931932	-448.190755929383272	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998244347177416	3	8	15	22	13	11	19	13	23	15	15	19	10	14	24	29	12	8	22	17	22	20	20	15	22	13	23	15	19	27	21	18	21	23	28	26	9	28	24	29	14	16	22	27	21	20	25	20	30	23	26	21	29	25	22	29	31	20	23	43	27	31	33	21	21	29	32	32	28	31	28	35	36	25	36	41	33	31	36	42	48	37	42	38	46	53	0	1	37	24	1	1	5	13	14	37	13	17	18	18	23	19	13	1	26	14	24	26	11	17	3	18	29	18	6	46	32	6	42	32	54	58	1	42	58	43	6	13	14	48	37	17	46	8	74	22	32	10	45	64	26	4	33	42	18	56	23	23	35	8	3	50	35	8	27	71	31	78	71	12	40	82	50	34	57	70	83	69	38	68	79	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
