step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
5000	-597.196365530071034	-595.370645816062961	-1.825719714008073	0.000014571158126	0.000027711702223	1.901818783621313	0.583942888409087	-1	0	5	2	6	6	8	8	9	12	14	12	11	13	12	10	14	17	16	16	14	16	17	16	16	17	18	16	21	24	23	25	25	26	27	25	26	26	28	27	28	30	31	29	31	30	28	32	32	31	33	34	34	35	36	33	36	35	36	37	38	40	39	41	41	41	43	43	41	44	46	46	46	0	1	4	2	3	3	5	3	6	9	15	9	9	9	8	9	14	0	11	15	14	0	0	17	17	19	1	1	27	29	29	31	30	31	31	31	33	27	31	33	38	38	47	37	41	41	30	45	44	44	43	45	49	56	52	49	49	53	56	53	59	59	61	62	63	63	63	66	28	68	66	68	67	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	8	7	2	2	1	2	1	1	2	2	1	3	2	1	1	2	2	2	2	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	2	1	12	1	2	2	1
5500	-541.661029870124480	-539.773434245597059	-1.887595624527392	0.000022635354508	0.000046526934590	2.055498382992809	0.562981004232537	1	2	6	4	6	7	8	9	10	12	14	12	11	14	12	13	15	17	16	16	15	15	16	17	17	17	18	14	20	24	23	24	26	25	26	25	26	26	28	27	28	30	30	29	30	31	28	32	32	31	33	34	33	34	37	34	36	35	37	37	37	38	39	41	41	41	43	43	44	44	46	45	46	0	1	4	1	4	3	5	5	7	9	15	9	9	9	8	9	14	0	11	11	16	0	0	17	17	20	1	2	28	29	29	31	30	32	29	31	30	29	32	37	38	35	47	40	41	41	37	45	44	44	43	48	49	49	52	49	49	53	56	53	56	59	59	62	63	63	66	66	28	68	66	70	66	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	7	4	3	2	1	1	1	1	3	1	1	3	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	2	2	1	2	2	1	1	1	1	13	1	2	1	2
6000	-542.510176096620853	-541.138380697158141	-1.371795399462723	0.000053335547665	0.000036568915825	0.685638704880047	0.528441403556530	1	2	4	3	6	5	8	8	8	12	13	11	11	12	13	13	16	16	16	16	16	16	16	16	14	17	16	16	20	23	22	25	27	26	25	24	26	26	28	27	28	29	30	29	29	30	27	32	31	32	31	33	34	35	34	34	36	35	38	36	37	40	39	38	41	40	42	41	43	44	47	45	46	0	1	4	2	3	4	5	5	5	9	8	9	9	9	8	14	25	0	15	15	16	0	0	25	14	11	2	2	22	29	29	36	38	36	31	31	31	29	35	30	38	33	47	37	38	38	37	45	44	44	38	45	49	49	45	49	53	53	61	53	56	64	61	54	63	63	66	66	28	68	67	70	70	1	1	1	1	2	1	1	1	1	2	2	2	2	2	3	1	1	1	1	2	2	1	1	2	2	2	7	6	2	2	1	1	1	1	2	1	2	3	2	2	1	1	2	2	1	3	1	2	1	2	3	2	1	2	2	1	1	1	1	2	1	2	1	2	1	1	2	1	12	2	2	1	1
6500	-483.854884346254039	-482.332889084417104	-1.521995261836953	0.000109377120228	0.000030649897547	0.280222202627029	0.594046180819508	-1	2	6	4	5	7	8	7	10	12	14	13	12	14	13	14	15	17	14	16	15	15	15	17	17	18	19	17	22	23	21	25	26	25	26	25	25	27	28	27	27	30	31	29	30	31	29	32	31	31	32	33	35	34	35	36	33	35	35	37	37	41	39	39	41	42	43	44	42	45	46	46	46	0	1	4	2	4	4	5	5	7	9	3	9	9	10	4	10	11	0	15	11	10	0	0	17	17	20	28	2	27	27	27	31	29	28	31	31	29	35	40	32	29	38	31	34	41	30	37	45	33	44	33	46	57	49	52	59	43	57	54	53	59	59	61	61	64	63	66	66	28	63	66	68	66	1	1	1	1	1	2	1	1	1	1	4	1	1	1	4	1	1	1	1	1	2	1	1	2	1	1	1	6	2	2	1	2	2	4	3	2	1	1	1	1	2	2	4	2	1	3	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	12	3	2	1	3
7000	-526.442452174571372	-524.755633090301217	-1.686819084270162	0.000162547658346	0.000033756058229	0.207668683586258	0.514278457066892	-1	1	4	5	6	7	8	9	9	13	13	11	12	13	12	13	15	15	15	15	15	15	17	16	17	18	19	18	21	24	23	22	26	26	26	24	26	27	27	28	27	29	30	28	29	31	30	32	32	32	32	33	34	34	36	36	35	36	35	38	38	40	39	40	41	42	42	44	44	44	46	46	46	0	1	2	3	4	2	5	7	6	12	8	6	9	13	6	12	12	0	15	11	16	0	0	14	17	20	22	7	18	22	32	27	36	31	36	31	36	33	32	39	33	41	35	39	33	42	39	42	29	35	36	42	51	50	43	54	53	50	50	58	59	53	56	59	63	49	63	62	28	64	63	68	67	1	1	1	1	1	3	2	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	8	3	4	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	1	2	1	7	4	4	3	1	2	3	1	1	3	1	1	2	3	1	2	1	5	1	2	11	2	4	1	2
7500	-508.044603842612503	-506.432596607002949	-1.612007235609556	0.000113853164227	0.000026747771216	0.234932172486514	0.523870796059894	0	1	5	5	7	3	6	9	10	12	14	12	12	12	14	14	14	16	15	16	14	16	16	16	17	17	18	17	21	22	23	25	27	25	26	25	27	25	27	27	27	30	30	29	30	30	30	32	32	32	33	33	35	33	37	35	36	34	37	37	38	40	39	39	40	39	40	43	44	44	45	46	46	0	1	6	6	7	1	4	5	6	6	5	9	9	9	8	14	10	0	14	10	10	0	0	17	14	20	22	18	27	22	22	29	36	30	30	27	38	30	35	29	29	33	33	30	41	41	27	46	44	40	40	41	49	49	52	49	50	47	56	53	49	54	61	54	63	61	56	67	47	67	61	64	67	1	1	1	1	1	2	1	1	3	4	3	1	1	1	4	1	2	1	2	2	1	1	1	1	5	1	1	1	2	3	2	3	1	2	1	4	1	2	1	3	2	2	1	4	1	1	6	1	2	3	3	3	1	1	2	2	2	2	1	1	2	5	1	4	1	1	2	1	12	2	4	3	2
8000	-471.654350002480726	-470.121318726590630	-1.533031275890070	0.000131994241243	0.000036114338668	0.273605411329214	0.551677817115324	0	2	4	5	6	7	7	9	10	12	14	12	11	13	13	13	13	16	12	17	15	17	15	17	16	18	18	18	21	22	23	24	26	25	27	26	25	27	27	25	27	29	29	29	31	32	30	32	31	30	32	33	35	34	35	35	35	34	37	37	36	40	38	40	40	40	43	42	43	44	47	45	46	0	1	2	3	4	5	3	6	7	13	15	7	5	5	19	13	9	0	9	11	16	0	0	17	17	19	22	23	28	27	29	31	27	31	27	32	32	29	27	32	31	32	37	40	35	42	42	45	43	44	44	48	54	44	48	49	54	40	56	54	54	59	54	59	61	63	66	63	33	68	65	63	63	1	1	1	1	1	1	2	1	2	1	1	2	2	3	1	1	1	1	1	2	1	1	1	2	1	3	1	2	2	2	1	1	3	1	6	1	1	2	4	1	1	3	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	4	1	1	1	2	2	2	2	1	2	2	6	1	4	4	2
8500	-445.774753572658369	-444.257497550861331	-1.517256021797023	0.000144487118574	0.000040916372493	0.283183531491642	0.714275384035094	0	2	4	5	6	6	8	10	10	10	13	11	11	12	13	12	14	16	15	17	16	16	17	16	16	18	18	17	22	23	24	26	27	26	26	24	26	27	28	27	27	29	31	29	30	32	31	30	32	31	33	34	34	34	36	35	35	36	38	38	37	41	39	40	40	42	43	43	42	44	46	45	46	0	1	2	3	4	4	5	5	5	7	14	9	10	7	9	9	9	0	8	9	16	0	0	17	17	9	22	18	27	27	27	36	37	36	36	29	27	37	37	35	31	38	31	40	37	47	33	41	47	42	40	48	49	49	52	54	50	53	61	58	54	64	61	59	63	63	66	66	31	68	66	67	68	1	1	2	1	1	1	1	2	2	1	1	1	1	3	2	1	1	1	2	4	2	1	1	1	1	3	1	1	3	3	3	1	1	2	1	1	3	1	1	1	1	1	3	1	2	1	3	2	1	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	7	1	2	1	2
9000	-447.391681002410962	-445.870976844763334	-1.520704157647628	0.000099071558719	0.000027841239614	0.281021515899925	0.700023621708583	0	2	6	4	5	6	7	9	8	12	12	12	10	13	11	14	15	16	15	16	15	16	16	17	16	18	18	18	22	24	24	26	25	26	26	25	25	26	27	27	27	30	31	29	31	31	28	33	32	31	33	33	33	33	36	35	34	35	38	37	36	41	38	38	40	41	42	43	42	44	46	46	46	0	1	5	1	4	5	5	7	5	13	8	9	9	12	5	14	14	0	8	11	16	0	0	17	17	20	22	18	27	27	27	30	27	33	37	27	27	37	36	30	31	38	40	40	42	42	31	41	47	32	43	45	49	49	52	54	49	53	61	49	54	64	56	61	63	63	62	66	29	68	66	70	62	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	3	2	2	1	1	2	4	1	1	2	1	2	2	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	5	1	2	1	2
9500	-441.758334490630432	-440.031228943290216	-1.727105547340193	0.000121859798649	0.000023819611458	0.195467346260727	0.650692839786540	0	1	4	5	6	6	8	10	10	13	12	11	12	12	13	13	14	16	15	17	15	17	15	16	16	18	19	18	21	23	23	24	25	24	26	25	27	26	28	28	28	30	29	30	29	31	31	32	32	28	34	33	32	35	35	35	35	35	38	37	37	41	39	40	40	40	42	41	41	45	46	44	46	0	1	1	3	3	4	5	7	7	9	8	9	9	9	8	14	14	0	8	15	16	0	0	17	17	15	22	23	27	27	29	31	29	31	31	29	31	33	35	34	38	38	33	40	36	42	40	45	40	32	43	48	44	53	45	49	40	53	61	58	54	64	56	59	63	63	66	66	49	68	66	68	72	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	2	2	1	1	2	1	2	2	1	3	1	1	1	2	2	2	1	1	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	4	2	2	2	1
10000	-459.169240783924863	-457.634603497973501	-1.534637285951341	0.000132094745115	0.000036018700239	0.272673225626032	0.693160690292078	1	2	5	6	7	5	6	10	9	11	13	12	12	14	13	13	15	14	14	16	14	16	15	17	16	16	18	17	22	24	23	25	26	26	27	25	27	26	24	27	27	30	31	29	30	29	30	33	32	31	33	33	34	33	36	35	35	34	37	38	38	41	39	40	41	41	43	43	42	45	46	44	47	0	1	1	1	3	1	3	7	5	9	8	9	10	9	8	10	15	0	6	14	16	0	0	12	17	8	22	18	27	31	27	39	30	32	32	39	30	30	29	31	31	41	47	40	35	41	40	46	44	44	37	33	49	49	45	53	53	49	56	53	59	64	59	61	63	63	66	66	52	68	66	68	66	1	1	2	2	1	2	1	2	1	1	2	2	1	2	1	1	1	1	4	1	1	1	1	2	1	3	1	2	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	2	1	1	2	3	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	2	1	2
10500	-469.937697400768798	-468.054241511353268	-1.883455889415532	0.000141851351473	0.000022517950508	0.158743292005506	0.635583722921213	0	2	5	4	6	7	8	10	10	12	11	12	11	13	13	14	14	15	15	16	16	16	15	16	16	18	18	18	20	22	22	25	26	25	27	25	25	27	27	28	28	29	29	30	30	32	31	32	32	30	33	32	34	35	35	35	34	36	37	37	37	40	38	39	40	40	43	42	43	44	46	46	46	0	1	4	2	4	4	5	5	7	13	4	9	9	6	7	9	9	0	17	14	14	0	0	17	14	19	22	18	27	27	27	27	29	30	37	30	31	34	34	33	37	38	36	37	38	42	43	45	50	40	40	37	49	49	48	49	50	53	56	53	56	63	61	56	63	63	66	64	51	68	68	68	66	1	1	1	1	1	2	1	2	2	1	2	1	1	4	2	2	2	1	1	2	2	1	1	1	2	2	1	2	1	2	2	3	3	2	1	2	2	1	1	1	1	1	2	3	2	2	2	2	1	1	2	3	1	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	4	1	2	1	2
