step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73
1	-6677.336225129299237	-6675.874143044780794	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.406941213492930	0	1	5	5	6	6	7	9	10	12	13	12	11	13	13	13	15	16	15	16	15	16	16	16	16	17	18	17	21	23	23	25	26	25	26	25	26	26	27	27	27	29	30	29	30	31	30	32	31	31	33	33	34	34	36	35	35	35	37	37	37	40	39	40	40	41	42	43	43	44	46	45	46	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	5	5	6	7	6	6	7	7	7	8	8	8	8	8	8	8	8	8	9	9	9	11	12	12	13	13	13	13	13	13	13	14	14	14	15	15	15	15	16	15	16	16	16	17	17	17	17	18	18	18	18	19	19	19	20	20	20	20	21	21	22	22	22	23	23	23
500	-1442.960765949802635	-1441.264840342609887	-1.695925607192706	0.000010017556826	0.000015881440176	1.585360627492698	0.149205245813313	0	1	5	3	6	7	8	10	8	13	14	11	12	12	13	14	16	14	15	16	15	16	16	16	17	17	15	18	18	23	23	26	27	25	27	25	27	26	28	28	28	30	31	30	31	31	31	33	31	30	33	33	34	35	37	36	36	36	37	37	37	40	39	40	41	42	42	42	44	44	47	45	47	0	1	4	1	3	3	5	5	5	14	15	9	9	9	8	14	14	0	15	15	9	0	0	14	17	19	1	2	1	27	29	27	27	29	27	27	27	27	27	27	27	27	27	27	27	41	27	29	27	27	27	27	29	29	29	27	27	27	27	29	27	29	27	27	27	29	27	29	28	29	49	29	29	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	3	1	2	2	3	1	1	2	1	1	8	8	9	4	2	6	6	4	7	6	7	7	9	11	12	13	10	10	8	2	11	13	13	10	10	13	10	13	15	16	16	19	12	12	17	20	16	15	17	18	19	16	19	16	12	17	25
1000	-1301.563809338448209	-1299.914279710265873	-1.649529628182370	0.000010028691006	0.000014772709958	1.473044682453126	0.135093377198411	0	2	5	4	5	6	7	8	10	12	13	13	11	13	12	13	15	16	16	14	15	16	16	17	17	18	15	17	18	23	23	25	27	25	27	25	26	26	25	27	28	30	29	29	30	31	31	33	31	30	32	33	32	33	36	36	35	36	35	37	36	40	39	40	40	42	43	42	44	44	46	46	47	0	1	4	1	4	5	3	6	5	9	15	9	9	9	8	9	14	0	11	15	16	0	0	17	17	20	2	2	1	27	27	27	27	31	30	31	27	29	29	29	27	27	27	29	41	41	27	29	29	27	27	27	29	27	27	27	27	27	27	29	27	27	27	27	27	29	27	29	28	61	54	54	29	1	1	1	2	1	1	1	2	2	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	2	6	7	9	3	4	4	6	1	2	1	7	4	5	6	10	12	5	8	2	1	11	10	7	9	9	10	7	11	13	15	15	18	9	12	14	17	12	15	17	15	17	18	19	6	10	9	23
1500	-1173.910353993727540	-1172.337270301461558	-1.573083692266015	0.000010090641623	0.000012981591473	1.286498119456088	0.106079794238428	-2	1	5	3	5	7	7	9	10	12	13	13	11	12	12	14	14	16	16	16	16	16	15	16	16	17	15	18	18	22	22	24	26	26	26	25	26	25	28	28	28	30	30	26	30	30	31	32	32	32	33	32	34	34	37	36	36	36	38	38	36	41	39	41	41	41	42	44	43	42	47	46	46	0	1	4	1	4	3	5	5	5	9	15	7	9	9	5	9	9	0	11	15	16	0	0	17	17	15	2	2	1	29	27	27	32	36	32	29	30	27	35	29	27	29	29	27	41	41	27	29	44	44	27	29	44	27	29	29	27	27	44	44	27	27	44	29	29	29	29	44	28	66	67	61	27	1	1	1	2	1	1	1	2	3	1	1	3	1	1	3	2	2	1	2	2	1	1	1	1	1	3	6	11	9	2	3	5	1	1	1	3	2	3	2	7	6	7	6	8	1	1	11	7	4	3	10	11	5	11	13	13	13	16	8	8	11	18	9	14	16	14	14	14	16	1	5	5	21
2000	-1062.968038543404873	-1060.954439588347441	-2.013598955057367	0.000010195654303	0.000024232895382	2.376786683978924	0.236782616447188	0	1	5	3	6	7	7	9	8	13	13	11	10	12	11	13	14	15	16	15	15	15	16	16	16	18	17	15	18	23	23	24	26	25	27	26	27	25	27	28	27	29	29	26	30	31	30	33	31	30	34	34	33	34	35	35	35	35	38	38	37	41	39	39	40	42	43	44	43	44	46	46	47	0	1	4	1	3	3	5	5	5	9	15	9	9	9	8	9	9	0	15	15	16	0	0	17	17	11	2	2	2	29	29	31	29	32	32	32	31	29	32	27	29	27	37	27	41	41	29	41	44	44	29	27	49	44	27	27	29	29	44	44	44	29	49	29	27	44	54	44	28	67	67	66	29	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	3	2	1	3	2	2	1	1	1	1	2	7	8	8	3	3	1	5	1	2	2	2	4	1	5	5	6	1	5	2	2	5	3	2	3	8	10	1	6	12	9	9	12	7	9	9	15	6	15	11	9	4	12	14	1	2	2	19
2500	-936.715752202428575	-934.834360056264359	-1.881392146164252	0.000010134600872	0.000020674407314	2.039982390454141	0.270848677216477	-1	1	6	2	6	7	8	9	9	12	14	12	12	13	12	11	15	15	15	17	13	17	17	16	17	18	19	17	20	22	21	25	26	26	27	26	27	26	24	27	27	30	29	26	30	31	30	33	28	32	32	32	34	34	37	32	35	36	37	37	34	41	39	40	40	42	43	44	44	44	47	46	46	0	1	4	2	4	3	5	4	5	9	15	9	9	9	8	9	14	0	15	15	16	0	0	17	24	11	2	2	1	27	29	31	30	31	31	31	30	27	31	27	38	27	37	27	41	41	27	42	44	44	29	29	49	44	27	44	44	44	61	49	44	44	61	44	56	61	66	54	28	66	68	66	56	1	1	2	1	3	1	2	3	2	1	2	2	2	2	2	1	1	1	2	3	1	1	1	1	1	2	8	7	8	2	1	2	2	3	3	3	3	3	2	4	1	6	1	3	2	2	5	1	1	3	7	6	2	5	8	4	7	8	3	5	6	11	3	11	5	4	1	9	13	1	1	3	13
3000	-812.874145250336483	-810.855295682797987	-2.018849567538546	0.000009928930039	0.000023734621664	2.390451093056345	0.348330009167761	0	1	5	4	6	7	7	9	8	11	13	13	12	13	12	13	15	16	16	17	15	17	16	17	16	18	18	16	22	23	23	26	27	25	27	25	26	25	28	28	28	28	28	28	30	31	31	32	29	32	34	34	33	35	37	34	35	36	38	38	36	41	39	40	40	41	42	42	44	44	46	46	47	0	1	4	1	4	4	5	7	5	9	15	9	10	9	8	9	14	0	11	11	14	0	0	17	17	20	1	1	2	27	27	29	30	31	36	31	30	30	36	30	29	27	37	29	41	41	43	45	44	44	29	41	49	56	42	44	44	49	61	53	56	29	61	56	61	56	66	63	28	68	67	68	56	1	1	1	2	1	2	1	1	1	2	1	3	1	3	2	3	1	1	2	2	2	1	1	2	1	1	8	8	11	3	3	3	2	2	1	1	2	1	2	3	4	5	2	2	1	1	2	2	1	2	5	3	2	1	4	2	4	4	1	4	1	10	2	5	2	4	1	3	13	2	2	3	10
3500	-739.184742017123426	-737.001709543664219	-2.183032473459257	0.000010426054545	0.000029510180552	2.830426449924655	0.422181698543066	0	2	5	4	5	6	8	8	10	13	14	13	12	13	12	13	15	16	16	16	15	17	15	16	16	17	18	17	19	24	22	25	25	26	27	26	27	26	27	27	27	28	29	29	29	32	30	32	30	30	33	32	34	34	37	34	35	35	38	37	36	37	39	41	40	41	43	42	43	44	46	46	47	0	1	4	2	4	3	5	5	5	9	15	9	9	9	8	9	9	0	15	15	16	0	0	17	17	11	2	2	1	31	29	31	31	32	36	33	30	27	31	32	38	38	37	40	41	41	43	45	44	44	47	38	49	49	52	49	49	49	61	58	56	27	62	61	63	63	66	62	28	66	67	70	62	1	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	2	1	2	3	1	1	1	1	1	2	8	7	9	1	2	2	2	1	1	1	1	5	3	1	1	2	2	1	1	4	1	2	1	1	2	3	2	2	3	2	3	2	2	1	1	10	1	3	1	1	1	2	11	2	2	1	7
4000	-659.691055911971489	-657.992856677916620	-1.698199234054907	0.000010672213931	0.000016978047479	1.590864612500434	0.438814927530999	0	1	5	2	6	6	7	8	9	12	14	12	11	12	12	13	14	16	16	16	15	16	16	17	16	17	18	16	20	23	22	26	27	25	25	24	26	26	27	28	28	29	29	28	29	30	30	32	30	31	33	33	34	35	35	33	34	35	37	38	35	37	39	40	40	40	43	43	42	44	46	45	46	0	1	4	2	3	4	5	5	5	9	15	9	9	9	8	14	14	0	15	15	16	0	0	17	17	15	2	2	28	29	27	36	30	31	36	31	27	29	35	37	38	38	40	37	41	41	39	45	44	44	43	45	49	56	52	49	49	49	61	58	56	27	61	61	63	63	66	62	28	67	66	68	67	1	1	2	1	1	2	1	1	1	2	1	2	1	2	3	1	1	1	3	2	1	1	1	2	1	2	10	6	3	2	2	1	2	2	1	1	4	3	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	1	1	2	2	2	2	1	1	10	2	2	1	1	2	3	10	1	2	1	1
4500	-613.229376445358639	-611.009771317133300	-2.219605128225294	0.000011636027908	0.000034117004340	2.932014653862423	0.562667756447705	0	2	6	4	6	7	7	9	10	12	13	12	11	12	12	13	14	16	15	15	15	16	16	17	17	17	18	18	21	24	23	22	26	24	26	24	25	26	27	27	28	29	31	29	30	32	29	32	31	31	33	34	34	35	36	33	35	32	38	37	36	41	38	41	40	41	42	43	42	45	46	46	46	0	1	4	1	4	4	5	7	7	9	15	9	9	9	8	10	9	0	11	15	16	0	0	17	17	20	2	2	27	29	32	29	30	32	32	32	29	27	31	27	38	38	37	40	41	41	37	45	44	44	43	48	49	56	52	49	49	49	61	58	56	56	61	59	63	63	63	67	28	68	67	70	67	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	2	1	1	1	2	2	1	6	5	1	2	1	1	1	1	2	1	2	3	2	3	1	2	2	1	1	2	2	2	1	1	1	1	2	1	2	1	2	1	1	2	2	6	1	1	1	2	3	1	12	1	2	1	2
