step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99
1	-18522.524328206000064	-18521.062246121480712	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.946019385633963	0	1	3	2	2	4	6	7	8	9	12	12	12	14	14	14	18	16	15	17	16	16	16	17	18	17	17	17	17	20	18	18	18	20	19	19	19	19	19	20	20	21	21	20	20	20	21	21	21	21	22	22	22	21	21	21	21	21	21	22	22	23	22	23	22	22	22	22	23	23	24	24	23	23	23	24	25	24	24	25	25	25	28	25	25	25	26	26	26	26	26	27	28	27	27	31	31	32	38	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	5	6	6	7	9	9	9	11	11	11	13	12	11	13	12	12	12	13	13	13	13	13	13	15	13	13	13	15	14	14	14	14	14	15	15	16	16	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	16	17	16	16	16	16	17	17	18	18	17	17	17	18	18	18	18	18	18	18	21	18	18	18	19	19	19	19	19	20	21	20	20	23	23	24	28
500	-2339.536024190158514	-2336.204889463316249	-3.331134726842238	0.000010054079765	0.000068500992418	6.813253327712674	0.139303757715489	-2	-1	3	2	2	3	3	4	5	6	9	9	9	14	13	12	18	15	15	17	16	16	13	17	18	17	17	16	17	20	17	18	18	20	19	19	18	19	19	20	20	21	21	20	20	19	21	21	21	21	22	22	22	21	21	21	21	21	21	22	22	23	22	23	22	22	22	22	22	23	24	24	23	23	23	24	25	24	24	25	25	24	28	25	24	25	26	26	26	26	26	27	28	27	27	31	31	32	38	0	1	2	2	1	1	0	7	8	9	10	10	10	15	16	12	12	10	16	12	15	12	11	10	11	22	16	16	0	10	21	21	22	10	13	10	12	12	12	12	13	16	12	19	11	11	11	11	13	11	12	10	13	12	9	23	13	13	12	11	13	12	13	13	13	11	12	10	11	11	10	11	23	12	10	12	11	11	10	11	10	12	12	18	12	12	10	12	12	11	10	10	16	11	8	11	12	9	11	1	1	3	3	3	3	1	1	1	1	2	3	2	1	1	2	7	8	3	5	3	4	3	9	9	1	5	4	1	13	1	2	1	8	9	13	4	9	7	9	8	9	11	5	9	10	12	10	7	10	10	15	10	9	12	7	10	11	10	11	12	12	13	13	11	12	10	16	10	13	16	15	9	12	16	13	15	14	17	15	18	12	17	9	11	12	18	16	15	15	20	18	15	18	18	21	22	27	27
1000	-1661.776322992205678	-1659.050964300759460	-2.725358691446148	0.000010099491460	0.000045375207162	4.492820984186084	0.142736848224648	0	1	3	2	2	4	3	5	5	6	9	9	9	13	14	11	18	16	12	17	16	13	13	14	18	17	14	15	17	20	18	17	18	19	19	19	19	19	19	19	19	21	21	19	19	20	21	20	21	21	22	22	22	21	20	21	21	21	21	22	22	23	22	23	22	22	21	22	23	23	24	24	22	23	23	24	25	24	24	25	25	25	28	24	25	25	26	26	26	26	26	27	28	27	27	31	31	32	38	0	1	5	2	2	4	0	7	7	9	10	10	10	13	13	10	10	22	16	11	14	16	19	10	32	22	22	23	0	10	24	21	27	15	22	16	14	13	33	28	22	23	28	28	13	27	16	22	13	12	27	14	23	48	23	44	11	33	22	22	11	27	10	23	16	28	24	12	37	16	22	23	28	13	13	26	12	28	13	10	9	22	22	35	66	16	19	19	13	22	13	22	28	13	11	11	16	8	55	1	1	1	1	1	2	1	2	1	1	2	1	3	4	4	2	10	2	1	7	2	2	1	5	1	3	1	2	1	13	3	1	2	2	6	8	4	6	1	3	3	7	6	3	8	5	10	6	9	12	8	8	6	1	6	2	9	2	5	7	9	6	12	10	11	7	7	10	4	12	10	10	7	12	13	6	15	9	10	12	19	11	13	3	3	11	12	10	17	11	16	14	12	16	14	20	20	23	15
1500	-1210.772364399098024	-1208.947625442781373	-1.824738956316737	0.000010144528767	0.000019268528792	1.899401069689717	0.185642058409095	0	1	3	2	2	4	5	7	6	7	9	12	10	12	12	11	17	16	12	17	14	14	15	17	17	16	15	14	17	19	18	15	18	20	18	19	18	19	19	19	20	21	18	17	20	20	21	21	21	21	22	22	22	21	20	20	21	19	21	22	22	23	19	23	22	22	22	22	22	23	24	24	23	23	23	23	25	24	24	25	25	25	28	25	25	24	25	26	25	26	26	27	28	27	27	31	31	32	38	0	1	1	1	1	4	0	7	7	9	10	10	10	10	13	11	32	22	11	14	14	13	28	11	32	22	22	19	0	15	25	21	27	17	22	28	32	27	33	44	35	28	44	28	17	58	22	22	37	11	27	44	36	41	28	43	25	33	33	26	14	22	28	19	22	28	57	13	57	22	26	44	43	56	14	48	28	44	28	24	14	33	22	65	73	28	28	44	28	26	10	16	43	23	26	19	19	13	93	1	1	2	1	2	1	1	2	1	1	2	2	2	5	2	2	2	1	2	4	2	3	1	7	1	2	1	1	1	7	1	1	3	2	4	4	3	4	1	2	2	5	1	3	3	1	6	5	2	10	6	4	3	1	3	2	3	1	2	5	7	7	5	10	7	6	1	12	1	8	7	6	4	3	7	2	11	6	9	8	12	6	13	3	2	10	10	9	11	8	18	15	8	12	9	15	18	21	9
2000	-1021.405273128941758	-1019.438796602511275	-1.966476526430536	0.000010172398685	0.000022940643589	2.255185261469351	0.241726487311779	0	1	3	2	2	4	5	7	6	7	9	12	11	13	14	11	18	16	13	17	16	13	15	15	18	16	14	14	15	20	18	15	17	20	19	19	19	19	18	20	20	18	20	18	20	20	20	21	21	20	22	22	22	21	21	21	21	18	21	22	22	23	22	23	21	22	22	22	23	23	23	24	23	23	23	24	25	24	24	25	25	25	28	25	25	25	26	26	24	26	26	27	28	27	27	31	31	32	38	0	1	5	1	2	4	0	7	7	9	10	11	10	10	12	11	21	22	16	24	10	16	19	14	21	22	22	19	0	32	21	13	27	17	22	28	32	58	33	36	35	28	36	28	37	58	33	35	21	33	33	40	40	41	36	43	45	33	38	22	32	50	36	28	35	28	57	11	49	22	48	28	43	66	24	35	28	28	42	37	39	33	22	35	73	28	42	42	28	60	10	14	73	28	35	66	28	11	87	1	1	1	2	1	1	1	2	1	1	2	2	2	5	2	1	2	3	2	2	7	2	1	2	2	2	1	1	1	2	2	4	3	1	6	5	3	1	1	1	1	4	1	2	1	2	2	2	5	2	5	2	2	1	2	1	1	1	1	6	6	2	3	9	1	6	1	12	2	9	1	8	3	1	7	2	8	8	5	4	7	5	12	4	2	10	6	8	7	4	19	14	5	10	8	9	16	21	11
2500	-921.638932945064312	-920.201037350662318	-1.437895594401995	0.000010221558185	0.000009513736629	0.930752088606253	0.300953745605033	0	1	1	1	2	4	4	7	8	9	12	11	12	13	14	14	18	14	12	17	16	13	14	17	18	16	15	14	16	20	18	16	16	20	19	19	19	19	19	20	20	21	19	17	19	20	20	18	21	21	22	22	19	21	21	21	21	18	20	22	22	23	22	23	21	21	22	22	22	22	22	22	23	23	23	24	23	24	22	24	22	24	28	24	25	25	26	26	26	24	26	27	28	27	27	31	31	32	37	0	1	1	1	2	1	0	7	8	9	10	10	10	11	12	14	24	22	12	21	10	12	19	21	32	22	22	19	0	32	32	12	27	24	22	28	25	33	58	44	26	44	44	28	21	38	38	26	37	33	39	44	28	48	40	43	45	33	38	48	32	81	40	28	35	28	57	15	30	27	35	28	66	66	25	35	66	40	44	75	38	59	26	35	77	44	73	40	64	65	7	22	87	19	35	66	28	23	98	1	1	1	1	1	4	1	2	1	1	2	2	2	1	2	1	1	1	1	1	7	2	2	1	2	2	2	2	1	3	2	4	1	2	6	3	1	3	1	3	4	2	2	3	3	1	1	2	2	4	3	3	4	2	1	2	1	2	1	4	4	1	1	9	2	7	1	7	1	3	2	7	1	2	5	4	2	4	3	1	3	2	10	2	2	7	3	5	2	3	19	11	2	9	7	9	15	16	5
3000	-773.686103257675995	-772.181270142071412	-1.504833115604600	0.000010272265453	0.000011447488762	1.114407412351133	0.417807107359984	0	1	2	2	1	4	4	7	8	9	12	12	12	14	14	14	18	16	14	17	16	14	16	17	18	15	17	16	17	20	18	16	17	20	19	18	18	19	19	20	19	21	20	20	19	20	19	18	21	20	20	22	22	21	21	21	21	20	21	22	22	22	22	23	21	21	22	21	23	23	24	24	23	22	23	24	23	23	23	25	25	25	28	25	25	25	26	25	26	26	26	27	26	25	27	31	30	32	37	0	1	2	2	1	4	0	7	8	9	10	10	10	10	12	11	24	16	13	21	14	13	19	21	32	22	22	19	0	25	32	11	22	21	26	28	32	33	33	28	26	28	36	28	37	38	33	26	37	38	33	40	40	35	36	43	45	38	46	41	49	50	55	28	48	28	57	32	49	35	60	28	56	66	57	65	66	40	63	75	62	58	65	76	77	64	66	64	64	65	10	26	66	42	65	66	36	28	97	1	1	1	1	1	2	1	1	1	1	2	2	3	3	2	2	1	2	2	1	2	2	2	1	1	1	3	2	1	2	2	4	3	3	2	2	2	2	1	3	4	3	1	4	1	1	2	3	2	1	2	2	2	2	1	1	1	1	1	3	1	2	1	5	2	5	1	5	2	2	2	6	2	1	1	2	2	3	1	2	2	5	5	1	2	2	4	2	2	4	16	11	3	4	6	10	12	16	6
3500	-686.348393774408692	-684.929810140572613	-1.418583633836061	0.000010784173760	0.000009397103485	0.871379087037898	0.442630861523014	0	1	3	2	2	4	5	7	8	9	11	12	12	14	11	12	18	16	15	17	16	14	16	17	18	17	17	16	15	19	18	17	18	20	19	18	18	19	19	20	20	19	20	19	18	19	21	21	21	21	21	22	22	20	20	21	20	21	21	22	22	23	21	23	22	21	22	22	23	23	24	24	23	22	23	24	24	24	24	25	25	25	28	25	25	25	24	25	26	26	26	27	28	27	27	31	30	32	38	0	1	5	1	2	4	0	7	8	9	10	15	10	13	10	15	24	22	16	21	14	16	19	21	32	22	22	19	0	32	32	13	27	17	26	28	32	33	27	42	26	28	44	28	32	33	39	54	37	33	39	63	40	35	36	43	45	46	39	41	49	58	40	55	35	43	45	32	49	35	60	40	66	66	67	35	66	40	53	75	50	59	76	76	77	64	66	64	79	41	11	26	73	89	76	66	73	28	97	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	1	1	2	2	1	2	2	1	1	1	2	3	1	1	2	1	4	1	2	2	2	1	1	2	1	3	3	1	2	1	1	2	1	2	3	2	1	2	1	2	1	2	2	2	1	1	1	1	3	2	1	2	4	2	3	2	3	2	1	1	2	1	3	1	2	3	4	2	1	1	1	3	2	2	3	14	10	2	1	2	10	7	16	6
4000	-614.083922255083507	-612.656097076653168	-1.427825178430345	0.000010644878866	0.000009584339518	0.900370933116792	0.502628557924422	0	1	3	2	1	3	6	7	8	9	12	12	12	13	14	13	17	16	15	17	15	15	16	17	18	17	17	16	17	20	18	17	18	18	18	19	19	19	19	20	20	20	20	20	20	20	21	21	21	20	20	22	22	21	19	21	21	20	21	22	22	23	22	23	22	21	22	21	22	23	24	24	23	23	23	24	24	24	24	25	24	25	28	25	25	25	26	26	26	26	26	27	28	27	27	31	31	32	38	0	1	2	2	1	4	0	7	7	9	9	10	10	10	12	11	21	22	16	21	13	12	19	21	32	22	22	19	0	25	32	11	27	17	26	28	32	33	33	55	35	28	36	28	37	33	46	35	37	33	39	42	40	41	28	43	37	33	58	35	49	50	40	40	41	43	68	45	37	41	60	40	66	66	57	65	66	64	63	75	50	59	76	76	77	78	73	79	79	65	28	41	73	88	90	73	91	28	96	1	1	1	1	1	1	1	1	2	1	4	2	3	2	2	1	1	1	2	2	3	3	1	2	1	2	2	1	1	2	1	4	1	1	1	2	2	1	1	1	2	2	1	2	1	2	1	2	2	1	1	2	2	1	2	1	2	2	1	3	1	3	2	2	2	1	1	1	2	1	2	3	2	2	2	2	2	1	2	2	2	4	2	1	1	1	3	2	2	2	10	5	3	1	1	7	5	14	5
4500	-581.194463243357404	-579.708647106440822	-1.485816136916558	0.000011910739231	0.000012678410412	1.064452018074432	0.560623276536249	0	1	3	2	1	4	5	7	7	9	11	12	12	13	14	14	18	16	15	17	15	15	16	17	18	17	17	17	16	20	17	16	16	20	19	18	19	18	19	20	19	21	20	20	20	19	21	21	21	21	22	22	22	21	19	21	21	21	21	22	22	23	22	22	22	21	22	22	23	22	24	24	23	23	23	24	24	24	24	25	25	25	27	25	25	25	26	25	26	26	26	27	27	26	27	31	30	32	35	0	1	5	2	1	4	0	7	7	9	10	11	11	11	12	14	24	22	16	21	13	14	19	21	32	22	22	23	0	25	32	21	22	17	26	28	25	33	33	55	26	36	55	23	37	33	39	35	25	38	39	55	40	41	28	43	45	46	38	54	49	50	36	40	48	43	57	49	49	35	60	40	66	66	67	48	66	63	40	75	50	59	76	76	77	78	73	63	88	76	36	54	73	79	90	73	93	91	98	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	1	3	1	2	2	2	2	2	3	3	2	2	2	1	1	2	1	1	1	2	3	1	1	1	1	1	2	2	2	2	2	1	1	3	2	1	3	2	1	4	3	1	1	1	3	3	1	2	8	3	1	2	1	5	2	5	1
5000	-532.451141586833842	-531.065401113793655	-1.385740473040208	0.000016294174402	0.000012271795109	0.753140036840732	0.481298699197652	-1	0	3	2	2	4	5	7	8	9	11	12	12	14	14	13	17	16	14	17	15	16	16	17	18	17	17	17	16	20	18	17	17	20	19	19	19	18	19	20	20	19	20	18	20	20	21	21	20	21	22	22	22	21	21	21	21	21	21	22	22	23	22	23	22	21	22	22	23	23	24	21	23	23	23	24	24	24	24	24	25	25	27	25	25	25	23	26	25	26	26	26	28	27	27	31	31	32	38	0	1	4	1	2	4	0	7	8	9	10	11	10	10	12	10	21	16	16	13	14	16	19	11	32	22	22	23	0	21	32	21	22	21	26	28	32	33	38	28	35	28	28	28	37	38	46	35	32	33	39	40	40	35	28	43	30	38	46	54	49	50	40	72	54	43	57	57	49	54	60	40	66	66	67	35	66	72	64	57	62	59	90	76	77	78	66	89	79	76	19	84	73	89	90	93	93	93	98	1	1	1	2	2	2	1	2	1	1	2	1	2	2	2	2	2	1	1	3	1	1	2	3	1	1	1	1	1	4	1	2	1	4	1	1	2	1	1	2	1	2	1	1	1	2	1	2	3	2	2	2	2	2	2	1	1	3	1	1	1	2	2	2	1	1	1	1	3	1	2	1	2	2	1	5	3	2	1	3	2	2	1	1	1	1	2	1	1	2	10	1	3	2	1	2	1	4	3
