step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-3741.885096143795181	-3748.740584094754468	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625780881450873	2	8	7	8	7	8	20	9	9	14	16	21	15	18	17	18	17	15	17	16	18	17	22	17	20	19	18	23	19	20	30	28	26	22	26	21	24	27	26	30	30	30	26	26	32	26	29	31	31	27	31	32	33	31	34	32	34	34	34	36	38	40	40	43	45	48	53	49	50	50	51	55	61	61	62	62	70	74	68	73	79	77	81	85	83	82	82	86	86	93	87	89	91	87	96	90	92	92	93	92	109	98	98	103	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	3	3	2	3	3	3	3	2	3	3	3	3	4	3	3	3	3	4	3	3	5	5	4	4	4	3	4	4	4	5	5	5	4	4	5	4	5	5	5	4	5	5	5	5	6	5	6	6	6	6	6	7	7	7	7	8	9	8	8	8	8	9	10	10	10	10	12	12	11	12	13	13	13	14	14	14	14	14	14	15	14	15	15	14	16	15	15	15	15	15	18	16	16	17
500	-1192.878513762442935	-1199.734001713402222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.297585596731968	-1	5	5	9	5	7	16	11	2	13	11	18	12	18	13	19	18	12	13	14	16	15	19	10	18	20	20	16	11	18	22	28	24	22	23	16	24	25	27	25	22	23	28	26	27	27	27	32	31	28	30	28	26	29	30	24	35	35	32	36	40	36	29	42	41	50	48	43	45	47	50	55	60	55	60	57	70	76	66	72	81	77	65	87	72	79	85	87	81	94	83	87	91	88	95	90	92	90	91	93	102	96	97	104	0	1	1	2	1	2	5	6	0	24	1	6	5	18	24	9	5	2	2	6	5	1	36	1	18	18	19	5	0	15	15	25	25	9	20	8	25	27	31	23	28	14	13	30	0	24	29	55	25	56	33	24	24	1	14	25	43	52	63	38	46	46	31	46	46	52	53	27	65	27	65	0	38	69	38	71	0	68	60	0	70	60	0	60	68	0	83	27	79	60	73	11	54	83	60	70	83	83	38	83	60	38	83	83	1	2	1	1	1	1	2	1	1	1	2	3	2	2	1	3	2	1	1	2	2	3	1	2	2	2	2	2	1	1	2	2	1	4	1	1	2	1	1	1	1	1	2	2	1	3	4	1	3	1	1	3	3	5	2	2	1	2	1	2	3	2	2	3	2	3	5	3	1	5	3	1	6	2	6	1	1	6	4	1	7	9	1	10	7	1	13	12	2	9	3	12	10	11	11	7	10	7	13	11	9	12	13	14
1000	-1101.289444346567961	-1108.144932297527248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.309741960894498	0	6	7	11	3	10	8	10	9	10	5	17	16	17	16	17	16	9	17	17	17	18	25	15	20	16	20	24	17	20	29	27	23	13	22	20	24	29	24	31	27	26	27	27	33	20	29	28	23	21	33	32	32	28	36	30	34	33	33	33	32	26	34	41	45	47	55	47	49	47	47	52	58	59	58	63	68	75	67	73	79	71	65	80	82	80	83	83	84	84	87	89	94	88	95	88	93	87	92	89	108	92	99	103	0	5	11	7	1	2	1	2	0	1	1	6	1	18	10	34	1	7	10	4	7	15	36	1	18	18	10	15	0	7	13	49	25	9	20	8	25	27	15	36	28	49	4	13	0	24	29	37	26	26	26	7	15	1	37	50	62	62	13	27	46	7	46	54	59	58	66	19	59	38	43	0	60	65	54	74	0	70	73	0	54	68	0	54	73	0	83	27	73	68	89	83	87	83	38	85	83	83	38	83	78	38	83	83	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	2	1	1	2	2	2	2	1	1	3	1	1	1	1	1	2	1	1	2	3	1	1	3	2	1	2	2	2	2	1	3	4	2	5	3	2	1	2	2	2	2	4	3	3	3	3	1	7	3	4	6	1	4	4	5	2	1	7	2	1	8	5	1	10	5	1	12	12	4	7	1	7	5	10	11	1	8	5	10	9	5	11	12	13
1500	-1030.908016951524360	-1037.763504902483646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.397207522934261	0	3	5	5	5	8	17	9	10	13	5	20	12	18	11	15	16	8	19	18	18	18	23	13	14	11	19	25	18	18	25	23	21	22	24	20	20	26	24	29	31	29	15	25	31	25	27	30	28	16	32	33	35	32	33	34	32	32	32	36	39	37	39	44	39	46	47	49	50	47	49	57	60	56	57	59	67	64	67	66	81	65	65	83	85	81	83	85	82	91	85	87	93	90	94	84	94	93	90	94	104	94	99	103	0	1	1	2	1	2	5	2	0	5	1	6	5	26	11	9	11	1	43	6	5	17	36	5	26	18	7	19	0	15	7	25	14	16	20	8	25	27	3	23	28	25	13	30	0	17	29	18	25	18	32	31	57	7	42	48	21	5	11	19	7	57	21	58	46	6	59	58	65	24	67	0	60	69	27	67	0	68	68	0	60	70	0	73	73	0	83	60	68	91	81	83	87	83	60	79	83	83	79	83	85	60	83	83	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	2	2	2	1	1	3	1	2	2	1	1	1	2	2	5	2	1	2	2	1	4	1	1	2	3	3	3	3	1	3	3	2	7	2	2	1	7	1	1	5	1	7	2	1	2	4	1	8	3	1	5	4	1	8	7	5	2	1	6	5	9	11	2	8	4	4	7	5	8	10	10
2000	-898.028446988221276	-904.883934939180676	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.441739895389273	2	5	9	9	6	10	17	9	6	7	9	21	10	18	16	15	16	7	14	16	15	18	18	13	21	18	18	24	18	13	31	28	25	21	26	21	25	26	25	27	26	27	26	26	30	24	28	31	30	28	19	28	28	28	34	32	34	32	34	35	40	41	36	46	42	44	47	43	46	47	52	56	54	57	61	61	68	72	65	75	80	78	65	82	83	79	82	87	88	93	85	88	93	88	91	86	87	83	94	92	110	97	99	103	0	1	1	2	1	2	24	2	0	1	1	6	1	18	30	9	11	1	10	6	24	5	8	11	18	18	13	27	0	13	15	18	14	16	20	23	14	27	30	23	28	26	1	17	0	1	29	37	42	14	18	21	24	43	14	50	53	52	46	27	54	63	54	46	59	58	46	60	53	60	69	0	60	71	60	74	0	70	68	0	68	73	0	78	68	0	83	84	82	84	81	83	86	83	70	82	83	83	88	83	90	78	83	83	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	3	4	2	1	1	1	1	1	3	2	1	2	3	3	1	4	2	1	1	2	2	1	2	1	3	2	1	1	2	2	2	1	2	3	2	2	3	2	2	2	1	1	2	1	5	1	1	4	4	1	6	3	1	1	5	1	6	1	2	2	1	5	3	7	7	2	4	2	2	7	2	5	8	9
2500	-937.099527368003578	-943.955015318962978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407522289087458	0	3	3	9	8	5	16	8	8	12	18	18	17	18	16	13	17	5	13	11	10	14	17	17	21	16	18	18	14	19	25	27	25	24	27	21	22	23	25	30	28	32	24	16	27	25	27	31	30	28	30	31	33	27	33	34	35	26	27	32	40	37	28	37	41	46	52	45	47	52	50	51	63	57	60	61	68	74	69	73	74	74	65	74	77	83	83	83	83	86	87	90	92	85	97	89	90	82	94	94	107	97	98	99	0	1	1	2	1	2	1	2	0	1	5	6	5	18	1	9	10	1	21	6	1	5	8	21	26	18	19	7	0	10	21	25	18	16	20	23	14	27	24	23	28	25	44	21	0	11	29	14	25	32	25	11	46	24	37	50	46	7	15	21	21	54	10	13	15	58	59	60	65	68	59	0	68	69	70	74	0	38	70	0	79	75	0	73	60	0	83	79	75	84	89	83	86	83	84	79	83	83	81	83	95	70	83	83	1	1	1	1	2	1	3	1	1	2	2	2	2	2	3	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	2	1	5	2	4	1	1	1	2	2	3	2	1	2	1	1	3	2	2	1	1	2	1	2	2	2	2	2	2	4	5	2	3	3	5	3	2	2	2	1	3	1	4	1	1	1	1	6	3	1	2	3	1	2	6	1	5	2	4	2	1	4	2	7	3	2	3	2	4	7	2	6	9	7
3000	-898.189337854781115	-905.044825805740516	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.474929163678487	2	4	8	8	6	9	20	6	8	15	13	19	14	17	18	16	15	9	16	14	18	18	22	12	20	16	18	19	15	18	25	28	27	23	21	19	21	27	23	25	30	22	27	26	34	25	27	30	32	24	31	22	32	30	31	32	34	28	36	35	29	38	39	42	43	39	55	44	48	49	50	45	54	60	57	59	71	73	67	69	75	77	67	85	80	83	82	82	88	93	86	86	91	85	96	88	91	76	93	94	111	99	98	96	0	1	1	2	1	2	5	2	0	5	5	2	5	18	10	9	24	1	11	6	10	13	36	1	18	18	19	13	0	24	30	26	18	16	20	6	14	27	11	23	28	25	1	30	0	13	29	37	25	26	42	21	7	61	37	50	7	52	46	27	46	60	11	62	53	31	53	66	65	38	59	0	60	66	73	71	0	75	73	0	75	79	0	75	70	0	83	79	84	91	82	98	86	83	90	88	98	83	73	83	95	96	83	83	1	1	1	1	1	2	3	1	1	2	2	3	2	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	3	3	2	1	1	1	2	2	1	2	1	3	2	1	2	3	1	2	1	1	1	2	1	2	2	2	2	3	3	1	1	7	1	3	4	5	1	1	3	2	1	3	4	1	1	1	4	2	1	2	2	1	4	5	1	5	3	1	2	2	3	2	6	1	1	2	2	5	7	2	3	7	5
3500	-858.672373031276720	-865.527860982236120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624908131467339	-2	4	7	11	3	10	10	10	9	14	16	22	15	17	14	13	11	14	19	17	17	19	22	12	19	17	13	21	19	18	28	25	20	24	25	20	20	25	22	26	26	27	26	21	29	23	27	31	29	24	31	31	34	30	35	34	35	23	34	36	31	38	30	40	42	42	52	49	46	46	51	53	63	59	64	63	72	70	66	73	79	75	66	81	84	83	83	86	78	87	82	87	93	89	90	88	93	93	93	89	108	99	98	102	0	1	5	2	1	2	1	2	0	5	5	6	1	18	7	9	5	7	7	6	24	13	36	7	18	18	7	19	0	15	15	18	26	16	20	8	25	27	15	23	28	25	21	30	0	17	29	37	26	25	42	11	61	11	25	49	61	13	61	27	30	61	11	54	59	11	65	70	59	60	69	0	60	65	68	74	0	73	73	0	78	70	0	70	81	0	83	73	78	78	78	83	86	83	91	91	92	92	90	83	102	95	83	87	1	1	1	1	1	1	2	1	1	1	2	1	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	2	1	3	1	2	3	1	1	2	1	3	2	1	2	1	2	3	2	1	1	2	1	1	4	2	4	1	1	1	1	1	1	4	1	6	2	1	4	4	2	2	2	2	2	6	1	1	1	2	2	3	1	2	5	5
4000	-846.527729386875876	-853.383217337835276	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557811820325622	1	5	6	8	8	8	21	8	10	12	12	22	16	17	13	15	16	13	19	16	17	18	24	15	22	20	16	24	15	20	28	28	25	21	28	19	23	27	24	30	29	28	21	27	32	26	26	30	27	27	32	22	29	24	27	32	32	30	32	36	34	42	39	44	42	48	45	50	51	42	53	55	59	61	48	60	67	67	69	70	76	70	74	84	76	81	83	83	84	87	89	89	93	88	95	89	93	83	88	93	103	97	94	104	0	1	1	2	1	2	11	2	0	1	5	6	11	18	5	9	5	5	24	10	11	17	36	5	14	14	1	27	0	15	24	26	26	16	20	8	14	27	15	36	28	18	11	39	0	10	29	37	25	25	32	30	21	7	18	50	46	52	7	19	7	61	61	65	46	67	46	19	67	60	67	0	38	65	70	71	0	68	68	0	78	78	0	70	78	0	83	79	78	81	84	87	86	83	99	79	98	83	89	87	95	99	87	92	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	3	2	1	2	3	2	2	1	2	2	1	2	2	2	1	3	1	1	1	3	2	1	1	1	1	1	2	1	2	1	1	2	1	4	1	1	1	1	2	1	5	5	1	1	1	1	7	3	1	1	1	2	3	1	2	1	1	6	1	1	2	2	2	2	1	1	2	4	2	3	1	2	1	1	2	2	2	2
4500	-822.546329027538945	-829.401816978498346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620418341641199	1	3	8	6	5	6	17	12	3	15	15	10	14	15	17	15	18	9	11	15	15	18	23	10	22	17	20	22	20	20	27	27	25	24	26	16	21	25	28	29	29	30	25	20	31	27	27	33	27	21	31	26	33	30	31	27	29	34	36	39	39	33	38	42	39	47	54	50	48	44	50	43	57	62	61	60	71	74	68	68	80	75	75	80	85	82	83	85	83	91	84	88	85	85	89	86	94	90	96	90	103	91	95	102	0	1	1	2	1	2	13	2	0	24	5	6	5	18	19	9	24	5	1	12	5	24	36	1	26	14	19	10	0	15	15	37	26	16	20	8	26	27	15	8	28	32	13	24	0	30	29	37	26	26	33	11	46	46	37	50	7	52	53	38	54	31	54	46	53	58	59	70	65	60	65	0	70	71	73	67	0	79	75	0	82	75	0	79	81	0	83	79	81	84	79	83	86	83	96	84	87	83	95	87	85	95	94	103	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	2	2	1	2	2	1	1	2	1	1	2	2	2	1	1	2	2	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1	2	3	2	1	2	2	1	2	2	2	2	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	3	1	2	1	1	2	2	1	2	2	2	1	3	1	1	2	2	1	2	3	1	2	1
