step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-558.775846123188444	-557.313764038669547	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.153662260496448	-1	2	1	4	4	4	5	4	3	6	7	5	7	6	6	8	6	8	8	8	8	8	9	9	9	9	10	9	9	9	9	10	8	10	9	9	10	9	10	10	10	10	10	10	10	10	11	11	11	11	11	11	14	11	12	12	12	13	14	12	14	12	12	13	15	12	13	13	12	14	15	14	13	14	15	14	13	15	14	15	15	16	15	15	15	15	16	15	16	17	18	17	16	18	17	19	19	20	20	20	21	21	22	22	23	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	3	3	3	2	4	4	3	4	4	4	5	4	5	5	5	5	5	5	5	5	5	6	5	5	5	5	6	5	6	5	5	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	6	7	7	7	7	8	7	8	7	7	7	8	7	7	7	7	8	8	8	7	8	8	8	7	8	8	8	8	9	8	8	8	8	9	8	9	9	10	9	9	10	9	10	10	11	11	11	11	11	12	12	12
500	-424.267020987506044	-422.643893159190668	-1.623127828315373	0.000010010154294	0.000002306523481	0.230418374562654	0.360960953863955	-2	3	1	5	3	5	6	5	3	7	6	6	7	6	6	8	7	8	8	7	9	7	9	9	9	10	9	9	8	8	9	10	9	11	9	9	8	9	11	11	10	9	11	10	10	11	11	12	12	11	12	11	14	11	13	13	12	13	13	12	13	12	12	14	15	13	14	14	12	14	13	13	13	14	16	15	13	16	12	15	15	15	14	15	16	14	16	14	16	17	19	17	16	18	17	19	20	19	21	19	21	21	21	22	23	0	3	1	3	3	2	8	9	3	7	9	6	3	3	6	7	7	17	8	12	30	5	10	19	7	20	10	18	15	15	14	28	19	37	11	20	11	13	38	19	28	6	29	9	31	41	31	24	41	30	4	22	52	12	44	49	19	40	40	44	40	31	21	25	39	48	62	28	46	18	39	23	33	57	63	19	27	77	15	39	40	66	11	24	61	34	16	56	45	46	3	54	53	93	7	67	14	56	51	61	51	51	28	94	103	1	1	1	3	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	3	2	2	2	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	3	1	3	2	2	2	3	2	1	3	2	2	1	3	2	2	1	3	1	3	4	9	3	1	1	5	2	8	3	5	3	4	5	5	2	1
1000	-336.747971501606628	-332.891752909310924	-3.856218592295718	0.000010021183274	0.000000349831531	0.034909203972923	0.732653689503976	-1	2	1	4	5	5	6	4	3	6	6	5	7	5	6	9	7	8	8	8	8	8	7	9	9	8	9	9	9	9	9	9	8	9	9	9	7	10	10	9	8	7	10	10	11	10	9	12	12	12	11	12	14	12	13	13	12	13	14	13	14	11	11	12	15	12	13	13	12	14	14	13	13	14	14	14	13	14	14	14	14	15	16	16	15	16	16	14	16	17	18	16	16	19	17	20	18	20	21	20	21	20	22	23	23	0	1	1	9	9	8	5	3	3	8	9	3	5	8	8	21	6	11	15	15	15	15	14	13	17	14	33	11	23	19	33	8	15	14	23	23	5	40	41	4	17	12	22	33	35	19	23	46	43	29	33	16	20	36	28	26	38	49	50	63	57	16	40	32	58	29	51	48	44	49	51	62	43	22	57	48	35	50	58	55	50	51	58	30	52	82	47	73	81	82	83	50	73	68	49	82	59	94	92	97	102	97	98	87	84	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	3	1	2	1	1	1	1	4	3
1500	-253.425358677872453	-251.488924769535799	-1.936433908336655	0.000009963008748	0.000001484684254	0.149019667829994	0.959987773147346	-1	2	1	4	3	3	6	4	3	6	7	5	7	6	6	8	6	8	8	8	6	7	10	10	9	7	10	10	9	9	9	9	8	11	9	9	10	9	10	10	11	10	10	10	10	10	12	11	12	11	11	12	14	11	12	12	13	13	15	13	15	13	11	14	16	12	14	12	11	14	16	14	13	12	15	14	12	15	13	15	15	17	16	16	15	16	17	16	16	17	18	18	16	18	18	19	18	20	19	21	21	19	23	21	23	0	3	1	3	3	2	5	2	3	8	14	5	21	8	6	7	4	10	21	17	8	12	38	18	16	17	19	18	22	18	7	14	7	20	11	22	20	15	20	30	27	13	26	11	29	33	41	36	24	29	18	45	69	30	37	40	34	69	79	44	57	39	36	63	85	44	68	63	39	47	70	51	66	29	64	66	44	73	74	48	66	78	79	67	52	34	93	59	67	59	93	89	76	89	84	93	71	90	82	98	96	97	100	94	100	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-269.231993313400721	-266.136540240382999	-3.095453073017750	0.000009867779980	0.000000548009446	0.055535231527143	0.968566980090318	-1	3	1	4	5	5	6	4	3	7	6	5	7	7	6	8	6	8	8	8	9	7	9	8	8	9	11	10	10	9	9	10	7	10	9	9	11	10	10	11	10	10	11	9	9	11	10	10	11	12	11	11	14	11	12	11	12	13	14	13	13	11	11	12	16	13	12	13	12	14	14	15	13	12	15	14	13	16	14	14	16	17	16	15	14	16	16	16	16	17	18	16	16	18	17	20	18	18	18	20	22	21	23	21	23	0	3	1	3	9	2	5	3	3	5	4	2	17	5	12	11	12	11	6	7	22	7	13	7	5	16	28	24	16	10	7	35	12	44	24	19	44	13	18	23	22	35	38	19	13	35	18	20	44	32	45	38	63	42	56	31	41	57	51	32	43	35	35	54	55	46	47	49	46	43	50	42	51	42	73	62	54	53	67	50	59	85	59	58	64	66	85	75	68	60	89	77	79	75	76	95	93	93	89	94	98	96	102	97	104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
2500	-251.044305207385776	-248.767230088289296	-2.277075119096494	0.000009992863868	0.000001048388644	0.104913732214406	0.997281631859537	-1	2	1	5	4	4	5	4	3	6	6	6	8	6	5	8	6	8	8	8	7	8	6	9	10	9	10	9	7	8	8	11	8	10	10	10	10	10	11	10	10	11	10	9	10	10	11	11	11	10	12	12	14	12	13	13	12	11	14	12	14	13	12	13	14	12	12	12	11	14	16	14	14	13	15	14	13	15	13	15	16	15	14	15	16	15	16	15	13	17	18	17	16	19	18	16	19	20	21	19	21	22	23	22	23	0	1	1	8	2	3	5	1	2	6	5	5	6	5	9	23	6	14	4	10	10	17	8	12	20	21	26	30	6	17	11	46	14	13	30	31	30	26	37	24	28	25	18	21	16	30	24	24	36	22	27	45	68	35	32	46	26	35	50	43	68	47	37	66	51	25	26	46	31	68	53	56	63	39	55	52	60	74	35	42	64	89	60	55	83	79	70	77	32	76	71	88	75	87	88	75	85	95	100	92	100	97	98	98	99	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-245.973045653229036	-244.066243413777840	-1.906802239451194	0.000009814805748	0.000001514662572	0.154324253636584	0.997457474746755	-2	2	1	4	4	2	4	5	3	6	7	5	7	7	6	8	6	8	9	7	8	9	8	9	9	9	11	10	9	8	8	10	8	10	10	10	9	9	11	10	10	10	10	10	10	9	11	11	11	11	12	11	14	10	12	12	12	13	14	12	14	11	12	13	15	12	13	13	13	14	15	14	13	14	15	15	12	16	14	15	13	16	16	15	15	15	17	14	17	17	19	17	16	17	17	19	19	19	20	20	22	20	22	23	22	0	3	1	6	6	3	3	4	3	4	12	9	17	8	12	5	5	13	13	4	20	11	12	14	17	17	37	46	31	17	17	29	15	15	46	13	21	33	46	18	14	33	21	25	23	30	21	41	19	42	36	25	68	25	44	62	44	51	57	43	57	43	45	62	79	54	50	77	52	56	67	55	77	50	88	81	32	88	56	88	35	58	72	74	58	64	76	52	80	93	78	71	74	86	80	92	76	71	87	98	100	96	102	103	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
3500	-312.865353582375690	-310.991715837107733	-1.873637745267978	0.000010033985853	0.000001612155396	0.160669490638649	0.827203854778728	0	2	2	3	4	4	6	5	3	6	8	6	7	7	6	9	5	7	9	8	7	6	7	9	8	10	10	9	10	9	9	9	8	11	10	9	11	10	10	10	10	9	11	10	9	10	11	11	11	12	12	12	14	11	12	12	12	13	13	13	14	10	13	14	15	12	13	13	12	12	14	14	13	15	15	13	13	15	14	14	15	16	16	15	15	14	15	15	17	18	18	16	15	18	15	19	19	21	20	20	18	21	22	22	23	0	1	1	2	2	3	8	9	3	9	5	8	17	7	9	14	9	22	12	10	10	2	6	20	21	7	30	23	7	13	21	18	7	40	13	25	41	10	11	24	25	14	39	31	22	20	17	24	16	44	29	35	66	16	37	35	41	46	49	62	60	32	52	77	67	31	40	37	44	21	41	27	37	66	46	30	44	64	56	50	29	87	64	68	76	55	79	71	83	93	65	95	67	92	58	86	85	96	97	72	85	97	96	100	102	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	1	1	1	1
4000	-274.394839344697402	-272.692816799113075	-1.702022545584338	0.000010809993548	0.000002193265760	0.202892420805998	0.949817015442307	0	2	1	4	5	5	5	3	3	6	7	5	6	6	5	9	7	8	9	8	8	8	10	9	9	9	10	9	10	7	9	10	7	11	9	9	10	10	10	9	10	10	10	9	9	11	11	12	12	12	11	11	13	12	12	12	12	14	15	12	15	12	12	13	15	13	13	12	13	13	13	14	13	15	13	15	14	15	13	15	14	16	15	15	15	15	17	14	16	17	18	17	17	19	17	19	19	21	18	20	21	21	22	22	22	0	3	1	9	8	4	8	2	1	4	14	2	4	4	9	11	15	11	11	13	13	12	44	10	22	33	26	18	33	12	5	20	6	24	17	30	18	21	20	18	21	20	21	11	30	25	45	34	32	27	35	20	25	23	26	36	35	37	71	32	58	39	37	46	69	32	32	43	24	34	47	79	62	88	54	69	66	53	47	77	60	49	69	55	63	53	78	21	73	86	70	59	82	93	85	90	84	94	93	91	95	99	101	101	97	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1
4500	-243.038052767045258	-241.274296743620681	-1.763756023424581	0.000009442224330	0.000001751685914	0.185516235629316	0.996046486607371	0	2	2	5	4	3	4	4	4	6	8	5	6	6	6	7	6	9	8	8	7	8	9	9	10	9	10	8	9	8	10	10	9	9	9	8	11	9	10	10	10	8	11	10	11	9	12	11	11	10	10	11	12	11	12	13	12	13	13	12	15	11	12	13	15	12	14	14	13	15	15	14	14	15	15	14	13	14	14	16	15	16	16	15	13	15	14	14	17	16	18	17	16	16	17	19	19	20	19	19	21	19	22	23	22	0	1	1	5	2	3	3	2	3	8	16	6	7	8	8	4	8	11	15	10	4	13	36	11	29	36	24	13	42	12	30	26	13	17	21	14	44	28	21	22	42	14	35	21	33	19	44	24	29	22	19	23	40	23	27	27	51	52	50	41	77	46	41	57	58	44	60	66	32	56	87	66	57	77	73	57	52	49	63	87	59	71	61	67	66	56	53	85	65	87	72	84	78	59	81	83	89	96	89	83	97	92	96	103	100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
