step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-13215.957652607818090	-13214.495570523298738	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.820513403967472	1	0	2	2	3	4	6	7	7	9	11	10	10	12	11	12	12	13	13	12	15	13	12	16	12	12	14	13	14	15	14	14	14	14	14	14	14	15	16	15	14	15	14	15	15	15	15	16	16	14	18	15	16	17	16	16	17	16	16	16	17	18	17	16	17	18	17	17	17	17	18	19	18	18	18	20	17	18	19	20	18	18	21	19	20	20	20	20	20	21	22	21	22	23	24	24	24	25	28	27	30	29	30	30	33	34	35	34	38	38	39	39	43	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	3	4	4	5	6	5	5	6	6	6	6	7	7	6	8	7	6	8	6	6	7	7	7	8	7	7	7	7	7	7	7	8	8	8	7	8	7	8	8	8	8	8	8	7	9	8	8	9	8	8	9	8	8	8	9	9	9	8	9	9	9	9	9	9	9	10	9	9	9	10	9	9	10	10	9	9	11	10	10	10	10	10	10	11	11	11	11	12	12	12	12	13	14	14	15	15	15	15	17	17	18	17	19	19	20	20	22
500	-2295.110180368041256	-2291.558242530245934	-3.551937837795268	0.000010046504161	0.000078370005773	7.800723964918143	0.222649153321785	0	0	3	3	3	5	5	5	8	6	11	7	9	11	11	11	9	13	13	12	15	12	13	13	11	10	14	12	13	14	15	12	11	11	15	14	14	16	16	15	14	16	13	16	15	15	13	17	16	15	18	16	17	17	17	16	17	16	16	13	16	19	18	16	17	19	18	16	17	18	18	19	18	17	16	20	14	18	19	21	19	19	22	19	21	20	21	19	20	22	22	21	22	24	21	23	24	26	29	28	31	30	31	31	33	33	36	35	39	39	40	39	44	0	0	1	2	2	1	0	3	7	0	13	8	7	10	13	13	12	25	33	13	10	16	22	8	17	12	11	13	9	10	14	12	12	12	23	11	29	9	26	19	11	10	12	43	26	28	28	37	10	33	33	14	10	32	36	36	50	43	33	34	26	10	45	37	34	53	56	24	8	10	49	55	34	43	18	24	43	10	13	60	34	7	68	8	60	68	60	77	45	33	24	60	21	17	88	24	29	60	3	6	88	24	24	95	43	95	95	24	95	95	62	76	82	1	1	2	2	1	2	1	1	2	1	1	2	2	2	2	2	1	1	1	2	5	1	1	5	1	2	2	2	2	3	2	3	1	2	1	1	1	6	4	2	2	6	5	2	3	2	1	2	5	3	3	2	6	3	1	1	1	3	2	1	3	10	1	1	3	2	2	1	8	6	1	1	5	2	1	4	1	6	7	5	8	11	3	9	5	3	3	3	3	6	7	5	4	13	2	6	3	10	15	14	9	10	12	5	13	8	11	15	16	16	19	14	18
1000	-1667.262675073677428	-1664.613368111942691	-2.649306961734669	0.000010087656289	0.000042752283166	4.238078889863898	0.251987392592918	1	0	2	2	3	4	4	6	8	8	10	9	9	11	10	12	11	13	13	12	16	11	10	16	12	11	14	12	11	13	14	14	11	15	12	14	14	16	16	16	14	16	14	15	16	15	15	16	16	14	18	15	16	18	15	15	17	16	17	14	18	19	18	16	17	18	17	18	18	16	19	19	18	18	18	20	16	18	20	21	18	18	20	19	21	21	20	21	20	20	23	21	22	24	21	25	24	26	28	27	30	30	30	30	34	34	36	35	39	39	40	38	44	0	0	1	2	2	1	0	6	7	0	13	8	7	10	13	23	12	26	33	11	30	23	13	43	12	12	13	13	6	14	10	18	12	33	23	28	29	23	26	34	13	10	12	25	18	28	28	29	30	33	50	10	31	32	36	36	34	29	33	33	18	14	26	37	33	53	56	29	39	14	49	55	57	60	39	29	29	52	56	60	33	13	68	39	60	68	60	77	69	60	68	60	68	17	29	58	95	74	29	29	88	95	95	95	58	95	95	29	95	95	7	29	100	1	1	1	2	2	2	1	1	2	1	1	2	3	2	1	2	2	1	1	1	2	1	1	2	2	2	3	2	5	1	3	1	2	2	1	2	1	4	3	1	2	6	2	2	3	3	1	2	2	2	2	4	1	2	1	1	2	5	2	3	2	5	4	1	4	1	1	3	1	3	2	2	1	3	1	3	2	3	2	3	6	4	1	2	6	3	3	3	1	3	4	5	2	10	4	6	2	6	14	10	5	9	6	6	16	7	10	14	15	15	23	14	13
1500	-1603.935185677745039	-1601.085402883327333	-2.849782794417772	0.000010062507818	0.000049570259737	4.926233164911139	0.348600023770263	1	0	2	1	4	5	4	7	7	9	11	9	8	12	12	13	11	13	13	13	16	13	10	15	13	10	15	13	13	14	14	15	11	12	15	14	15	16	17	15	15	15	14	15	15	15	14	17	16	14	18	16	16	18	16	16	17	15	17	16	17	18	18	17	15	19	18	17	17	16	19	19	19	18	19	20	17	19	19	19	18	18	19	19	20	21	19	20	20	21	23	21	21	23	21	25	24	26	26	24	31	30	30	30	34	34	35	35	39	39	39	40	43	0	0	1	2	2	3	0	3	7	0	13	8	7	10	13	23	12	26	34	13	42	23	13	12	17	8	13	13	6	10	14	26	12	33	16	28	29	22	26	19	11	14	17	25	17	28	28	37	30	33	34	30	31	32	36	36	40	29	33	50	18	14	45	29	34	53	56	29	45	10	49	55	57	60	61	29	29	52	56	74	33	56	68	39	33	68	60	77	69	81	83	60	83	26	29	95	95	87	7	20	100	95	95	95	20	95	95	29	95	95	9	99	100	1	1	1	1	2	2	1	2	2	1	1	1	2	3	2	2	1	2	1	3	1	1	1	2	1	1	3	2	4	3	1	3	1	1	1	1	1	1	3	1	1	2	2	1	2	1	1	1	1	1	3	2	1	2	1	1	1	1	2	1	2	3	1	2	2	2	1	2	1	4	2	1	1	1	1	4	2	2	2	1	3	2	1	1	6	3	2	2	2	1	3	3	1	9	5	2	1	4	11	8	6	9	4	6	17	6	8	13	13	14	24	11	13
2000	-1586.530669336256324	-1583.568084993277353	-2.962584342978991	0.000010235507374	0.000054633915918	5.337685170235920	0.340909963816747	1	0	2	2	3	5	5	7	7	10	11	8	9	12	11	13	12	13	14	13	16	14	11	16	12	13	14	12	11	13	15	15	12	13	14	13	14	16	17	15	15	15	12	16	15	14	15	16	15	15	19	14	16	17	16	16	17	15	16	16	15	17	17	17	17	19	18	16	16	17	18	19	18	19	19	19	16	18	19	21	18	19	22	19	19	20	21	20	21	21	23	22	22	24	21	23	25	26	28	24	30	30	29	30	34	35	35	35	38	38	39	40	43	0	0	1	2	2	3	0	3	7	0	13	8	9	10	13	23	12	17	34	11	14	23	13	25	8	17	13	11	8	14	14	26	12	33	23	28	29	41	61	33	13	30	12	12	26	28	28	29	30	34	33	30	31	26	36	36	40	29	19	33	18	42	18	29	50	53	56	29	61	14	49	55	57	60	61	37	37	52	56	85	60	67	86	61	60	68	74	77	69	81	68	60	86	69	37	76	95	92	76	29	100	95	95	95	95	95	95	76	95	95	37	101	100	1	1	1	1	2	2	1	3	1	1	2	1	1	1	1	2	2	1	1	2	1	2	1	2	3	1	2	1	1	1	1	1	3	1	2	1	2	1	1	2	2	1	2	3	1	1	2	2	1	1	3	1	1	2	2	1	1	2	1	2	1	1	2	3	1	2	1	2	1	2	2	2	1	1	2	4	1	3	3	1	1	1	1	1	2	2	2	2	3	2	5	3	2	5	4	2	3	2	6	9	6	8	4	5	12	7	8	12	13	13	20	9	11
2500	-1461.451597332858000	-1458.454525904986667	-2.997071427871375	0.000010308140245	0.000056355683660	5.467104862743881	0.396778596283537	0	0	2	2	4	4	6	7	8	8	10	10	9	11	10	12	12	13	13	13	16	13	11	15	12	11	14	12	13	15	13	14	12	15	14	14	15	16	15	15	14	15	14	15	16	16	14	16	16	13	19	16	16	17	17	16	16	16	17	16	17	19	16	16	18	18	17	16	17	16	18	20	19	18	19	20	15	19	20	19	19	19	19	20	20	20	19	20	20	21	22	21	22	24	21	24	24	25	29	24	29	30	31	31	34	35	35	34	39	38	40	40	44	0	0	1	2	2	1	0	6	7	0	13	8	9	10	13	23	12	26	33	11	14	23	13	12	12	12	13	11	6	14	14	18	12	19	23	28	29	23	18	19	11	14	17	17	26	47	28	29	30	33	65	30	31	18	36	36	34	29	33	50	39	42	26	29	50	53	56	29	39	14	49	55	57	60	39	29	29	52	36	60	60	67	68	39	74	68	60	77	69	74	83	87	86	89	29	29	95	74	97	27	100	95	95	95	95	100	100	100	95	95	6	101	100	1	1	1	2	2	2	1	2	1	1	1	2	1	2	1	1	1	2	1	3	2	2	1	2	1	1	3	1	2	2	1	1	2	2	2	1	2	3	1	1	2	2	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	3	2	1	2	2	2	2	1	1	2	1	3	2	2	2	1	2	2	1	3	4	2	2	1	2	2	1	2	2	2	2	2	2	1	1	3	3	4	2	4	4	5	3	8	5	6	11	6	6	8	13	11	16	7	11
3000	-1390.096410337405814	-1387.578432681604454	-2.517977655801324	0.000010715445360	0.000040885909614	3.815605254073521	0.440179851873794	1	0	3	3	2	5	6	6	8	9	11	9	10	11	12	12	11	13	12	12	13	14	11	16	13	10	14	14	11	14	13	15	11	14	15	13	14	13	16	15	15	16	13	16	15	14	15	17	16	13	18	15	17	17	17	15	17	16	17	15	16	18	18	15	16	19	17	17	18	18	18	19	19	18	18	20	15	18	18	19	19	19	21	18	21	19	20	19	19	22	22	21	22	24	21	25	23	25	28	27	29	29	31	29	34	33	36	34	38	38	38	39	44	0	0	1	2	2	1	0	6	7	0	13	8	9	10	11	23	12	26	33	11	14	23	13	18	17	12	11	20	3	21	14	26	8	19	23	13	29	16	18	33	13	21	8	8	26	13	11	37	30	19	65	30	31	45	36	36	40	37	33	33	45	21	18	37	50	53	56	43	39	21	49	55	57	34	61	43	29	52	56	74	60	79	68	61	74	68	60	77	69	81	86	74	68	89	29	95	76	85	97	95	100	95	95	95	95	95	95	95	95	95	76	76	95	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	4	3	1	2	2	2	1	1	2	3	2	5	5	3	2	2	1	1	1	1	1	2	1	2	2	1	1	2	3	1	3	2	1	2	1	1	2	1	3	2	1	2	2	2	5	2	2	2	1	2	1	2	2	2	1	2	3	1	2	2	2	2	3	5	4	1	2	3	4	1	5	5	4	11	4	6	8	12	10	9	9	12
3500	-1345.664713495632441	-1343.276299222905436	-2.388414272727100	0.000011706006805	0.000040028138734	3.419452884534065	0.425596286392830	0	-2	2	2	2	3	6	7	7	8	11	10	9	12	11	11	12	14	13	12	14	14	12	16	11	12	14	13	13	13	14	14	11	14	14	14	14	14	16	15	14	16	13	15	15	14	16	15	15	14	17	15	16	18	17	16	17	16	16	15	17	19	17	16	17	19	18	17	18	18	18	20	18	18	18	20	16	19	20	18	19	19	20	20	20	20	20	20	20	22	23	22	19	23	21	25	24	25	27	27	30	28	30	30	34	34	35	34	39	38	39	40	44	0	0	1	2	2	1	0	3	7	0	13	8	7	10	13	13	12	26	33	11	14	16	16	12	8	12	11	13	8	10	14	26	8	33	23	28	29	23	26	33	20	14	12	17	26	20	41	37	30	33	19	30	31	32	36	36	40	29	34	34	39	42	18	29	50	53	56	58	39	14	49	55	57	60	61	29	29	52	56	60	60	67	68	61	74	68	60	77	69	87	93	60	68	89	77	76	76	87	97	95	100	95	95	95	95	100	95	95	95	95	102	100	76	1	1	1	2	2	2	1	2	1	1	1	1	2	3	1	1	1	2	1	1	1	2	1	3	2	1	1	2	3	3	1	2	3	2	1	1	1	1	2	2	1	3	2	2	2	2	1	1	1	2	2	1	1	2	2	1	1	2	1	1	1	3	2	2	1	2	1	1	1	3	2	2	1	2	1	2	3	2	2	2	1	1	2	1	1	2	3	2	1	1	2	4	1	2	3	2	2	2	2	5	2	5	4	4	9	4	8	7	11	10	8	7	14
4000	-1269.406349579036942	-1267.083359230891119	-2.322990348145865	0.000013406173171	0.000043259289245	3.226818622478213	0.439140964275530	1	-1	3	3	3	4	7	7	8	10	11	11	9	12	12	13	13	13	14	13	14	11	12	16	10	12	15	13	12	15	13	15	12	13	14	15	14	16	16	16	14	15	15	13	15	15	16	17	17	14	18	15	16	17	16	16	17	15	16	16	16	17	18	14	15	18	17	17	17	17	19	20	19	18	19	20	15	18	20	21	18	18	22	20	20	20	20	19	21	21	23	21	21	23	22	24	24	26	28	28	31	29	29	31	33	34	36	34	39	38	39	38	43	0	0	1	2	2	1	0	1	7	0	13	8	7	10	11	23	25	26	34	13	14	13	22	12	8	25	28	13	6	10	14	18	12	33	11	11	29	23	18	65	13	21	18	12	18	41	28	29	30	33	33	21	31	32	36	36	40	29	33	50	18	14	45	29	33	31	56	29	39	42	49	55	57	60	26	77	8	52	56	74	60	67	68	39	60	68	60	77	75	81	93	74	68	89	76	76	76	74	97	95	100	95	95	102	95	104	100	100	95	100	100	105	100	1	1	1	1	2	2	1	3	1	1	2	3	1	2	1	1	2	1	1	2	2	1	1	2	1	2	1	2	3	2	1	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	2	2	1	1	4	1	1	2	1	1	1	2	2	1	1	4	2	1	2	4	1	3	1	1	2	2	2	2	4	3	2	1	2	1	1	1	3	3	2	2	2	2	1	1	1	2	2	1	2	3	2	4	2	5	2	3	3	2	8	1	3	3	9	6	5	4	12
4500	-1124.980597427356770	-1122.952907263399993	-2.027690163956821	0.000016698021203	0.000040300871341	2.413511807805953	0.555169459631528	0	-1	3	1	3	5	6	8	7	9	11	10	9	11	11	13	12	12	13	13	13	13	11	14	12	13	13	13	13	15	14	14	12	14	14	14	15	15	15	15	15	15	14	14	15	15	16	16	16	14	17	15	16	17	16	16	16	16	16	15	17	18	16	17	17	18	17	16	17	18	19	18	18	18	19	21	16	18	19	20	18	19	19	19	19	20	19	20	21	22	23	21	21	23	22	23	23	22	29	28	30	29	29	31	34	34	35	34	39	39	40	40	40	0	0	1	2	2	1	0	6	7	0	13	8	9	10	13	23	12	8	33	11	10	23	13	8	12	18	11	13	6	14	14	18	12	19	22	28	29	16	24	34	11	14	25	12	18	28	28	37	30	19	59	21	31	32	36	36	40	29	33	50	39	21	45	37	50	53	56	29	39	42	49	55	57	60	26	77	6	52	56	74	60	67	68	39	60	68	60	77	75	81	93	87	83	89	77	77	76	60	97	95	100	95	95	100	95	104	103	102	100	108	105	105	95	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	2	1	1	3	1	1	3	1	1	1	2	4	2	2	1	2	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	2	1	1	2	1	2	2	1	1	2	4	3	5	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	3	4	1	2	2	4	1	4	3	2	8	2	3	2	6	3	2	5	8
