step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
5000	-425.321834519077242	-423.410399540663661	-1.911434978413565	0.000010303233685	0.000021795144275	2.115369304634412	0.509411105190683	0	2	3	5	4	7	6	5	9	7	8	9	8	10	8	9	9	9	10	6	9	9	9	7	10	10	11	11	12	10	12	10	12	11	13	11	15	14	13	14	15	15	13	12	16	15	14	16	14	14	17	17	15	19	16	17	19	17	18	17	19	17	17	17	18	16	17	17	20	19	19	19	20	21	19	20	22	22	18	23	24	25	25	27	0	1	2	3	2	5	8	2	24	8	20	8	4	12	24	24	20	6	7	2	7	8	7	8	23	15	18	2	19	20	14	9	4	16	25	21	17	28	36	39	39	38	29	21	23	50	36	47	23	31	10	42	34	59	24	66	47	41	66	47	19	35	14	6	56	27	21	26	62	58	56	64	39	57	63	79	72	18	45	73	78	77	77	83	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	4	1	1	1	1	3	1	1	1	3	2	1	1	1	1	1	2	2	1	1	1	2	1	5	1	3	1	4	1	2	1	1	2	7	1	3	6	1	3	3	3	2	1	1	1	4	1	1	1	1	6	1	2	1	1	1	1
5500	-364.224773977656525	-362.812202278808286	-1.412571698848233	0.000014826655412	0.000012629419154	0.851804995954492	0.522076844802456	1	3	3	5	6	5	5	5	7	8	8	8	7	9	10	9	10	9	7	8	10	8	9	8	10	11	12	11	12	9	13	12	11	11	12	11	14	14	13	13	14	13	15	14	16	15	14	16	14	16	17	16	16	18	16	18	19	19	17	18	19	17	16	18	17	17	16	15	20	19	19	19	19	19	20	20	22	22	22	22	22	24	24	25	0	1	1	2	2	3	1	2	4	13	19	4	5	2	12	20	24	11	7	7	20	1	13	7	2	5	30	30	15	11	14	21	30	30	18	14	14	33	35	27	27	16	49	27	27	42	40	41	21	23	33	47	47	63	46	48	2	64	67	62	17	32	31	48	25	36	10	31	60	45	55	48	65	52	44	48	60	48	69	76	41	81	79	81	1	2	1	1	1	1	2	2	1	1	1	1	1	3	1	1	1	1	1	2	1	4	1	1	3	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	2	3	2	1	1	2	1	1	8	1	1	1	5	2	2	1	3	3	2	1	1	1	1	1	1	2	3	2	2	3	1	1	3	1	1	1
6000	-469.660837002828430	-468.289468901227963	-1.371368101600455	0.000018286762735	0.000008690450943	0.475231787536557	0.642977012377424	0	2	3	4	5	7	5	6	10	8	6	9	8	9	10	9	10	10	8	9	9	10	8	8	8	10	12	11	12	10	12	9	10	11	13	10	15	14	12	13	14	14	14	13	16	16	15	16	14	14	17	18	14	19	16	18	18	19	17	18	18	18	17	18	19	19	18	17	18	20	19	18	20	21	18	21	21	23	22	21	25	24	25	27	0	1	1	3	4	5	4	7	10	4	4	8	6	6	8	6	24	32	4	13	13	24	6	7	11	21	18	16	18	7	30	11	19	12	34	19	26	28	12	18	28	17	18	27	21	42	50	53	40	6	35	42	29	68	42	46	17	67	48	46	55	55	14	45	68	64	30	50	41	59	40	10	19	60	22	71	59	70	76	49	74	70	73	68	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	3	2	1	2	2	1	3	1	1	1	1	3	2	2	1	1	1	1	6	1	1	1	1	1	3	1	1	1	5	1	2	2	2	8	5	2	2	1	3	1	1	3	2	2	2	4
6500	-437.421467740465573	-435.773762697878112	-1.647705042587466	0.000025798246569	0.000005702937020	0.221059094279872	0.514428919385385	0	2	3	4	6	7	6	5	9	7	8	8	8	9	10	8	10	10	9	8	10	8	9	9	10	10	11	10	10	8	11	11	11	11	13	11	15	14	13	13	14	14	15	11	15	15	14	16	15	13	18	17	15	19	14	18	17	19	19	18	18	18	17	18	18	18	16	14	20	16	19	19	20	20	20	20	22	21	20	21	25	25	24	27	0	1	1	3	4	2	3	2	6	8	7	6	8	6	22	3	13	10	5	7	22	7	7	6	6	13	11	4	13	7	30	9	29	3	20	12	36	21	24	13	26	21	42	12	50	36	44	35	15	21	47	50	33	36	20	48	7	34	63	68	29	43	33	46	35	55	41	13	60	10	48	68	65	71	54	58	80	70	15	58	39	79	78	51	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	1	1	4	2	1	2	1	2	3	1	2	1	2	1	1	1	2	3	2	2	2	3	5	3	1	4	4	1	2	3	2	3	1	3	2	1	3	1	5	1	2	1	1	1	1	1	4	5	1	5	2	2	5
7000	-320.669130639071682	-317.925390913018362	-2.743739726053294	0.000088983533422	0.000006341458423	0.071265527217100	0.607493276876987	1	2	4	4	6	6	4	4	11	8	7	7	8	10	8	9	9	9	9	9	10	10	11	8	10	11	11	12	13	9	13	11	12	12	12	12	15	12	13	14	14	13	15	12	16	15	14	16	14	14	17	17	16	19	17	18	18	18	18	17	19	18	17	18	18	18	17	18	19	18	19	20	20	20	18	18	21	22	20	23	23	24	22	27	0	1	2	2	7	7	2	1	2	6	7	1	6	13	6	11	13	6	5	7	15	17	21	6	17	18	5	10	21	10	32	14	16	23	17	30	47	19	21	22	19	23	20	18	39	30	27	40	9	42	33	37	44	45	19	40	46	45	45	47	6	63	34	53	45	48	33	67	52	44	26	37	14	54	45	48	54	46	64	70	77	81	71	56	1	1	1	1	1	1	2	1	4	1	1	3	1	1	1	1	1	2	2	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	2	1	2	2	4	1	1	3	2	1	2	1	2	1	3	2	4	2	2	1	1	1	5	1	2	1	1	1	1	1	1	2	4	2	5	1	1	1	1	3	1	3	1	1	2	4
7500	-347.483562413762741	-345.452523178521403	-2.031039235241312	0.000135782560423	0.000018198724361	0.134028437114736	0.707296580385086	1	3	3	5	5	7	5	6	10	8	8	9	8	8	8	9	10	10	10	8	9	9	9	7	10	10	11	12	12	10	12	12	12	11	12	11	16	14	13	12	15	12	14	14	17	14	12	15	13	15	16	17	13	19	16	17	18	19	18	16	19	19	16	18	16	19	19	17	19	20	19	19	20	20	18	21	21	22	22	21	24	23	23	25	0	1	1	2	3	5	1	2	7	5	24	15	8	5	4	24	12	21	23	6	20	1	14	5	14	10	23	15	30	10	25	14	18	10	17	16	23	49	42	9	32	36	26	40	65	40	19	49	34	39	35	60	24	18	34	65	31	75	65	36	33	51	44	65	38	41	55	50	75	65	55	30	43	59	65	65	62	70	37	74	72	75	55	83	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	2	1	1	1	5	1	1	1	1	1	2	1	1	2	1	4	4	1	1	2	1	1	3	1	2	3	3	1
8000	-339.981234042047959	-337.140157648329136	-2.841076393718850	0.000103176895916	0.000006842725653	0.066320328710686	0.628502372066269	0	2	3	5	5	6	4	4	11	8	7	8	7	9	10	9	9	10	9	7	9	10	10	7	8	10	12	11	13	8	12	12	12	9	11	10	16	14	12	13	15	13	15	13	13	16	14	15	14	15	17	16	16	20	15	18	19	18	18	18	19	18	17	17	17	18	17	17	20	18	20	19	20	20	20	20	22	22	20	22	23	24	24	27	0	1	2	7	3	3	2	2	6	8	8	4	8	13	10	12	12	13	24	1	13	14	24	5	6	5	22	1	21	5	26	34	22	24	21	17	50	45	14	11	44	15	35	25	15	40	33	32	42	32	27	9	41	62	35	42	41	50	64	63	56	53	13	55	50	50	40	41	66	47	58	37	58	46	41	59	71	74	58	69	64	77	77	83	1	1	1	1	1	2	1	1	2	1	2	3	1	1	1	1	1	2	1	3	1	1	2	1	1	2	2	4	2	1	1	2	1	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	5	1	1	2	2	1	1	2	1	1	1	3	2	1	1	2	1	1	3	1	1	1
8500	-348.217427515935185	-345.849514732495834	-2.367912783439374	0.000156576524863	0.000015135310250	0.096663981162561	0.521309189535608	1	2	3	4	4	5	6	6	11	7	5	6	9	7	10	9	9	8	9	8	9	8	11	8	8	9	11	11	12	9	10	12	11	11	11	11	14	14	14	13	15	14	14	13	16	16	13	16	14	15	16	16	15	17	16	17	18	19	17	17	17	18	17	18	18	18	19	17	19	17	20	19	20	21	19	21	22	23	21	22	24	25	24	27	0	1	1	2	2	2	4	11	25	5	1	5	18	4	11	22	20	11	7	7	24	8	5	11	14	11	6	18	16	7	20	28	26	7	16	14	9	31	21	26	18	24	30	33	37	32	27	44	20	18	38	40	16	55	33	47	23	70	48	51	51	56	23	28	61	56	7	15	41	23	75	23	58	66	42	41	72	40	69	64	55	78	71	82	1	1	1	1	1	2	1	1	2	1	2	1	1	1	4	1	1	2	2	1	1	1	3	1	1	2	3	2	1	2	1	1	1	2	1	2	2	2	2	2	3	2	2	1	1	3	1	2	3	3	1	2	3	1	2	2	2	1	1	1	1	1	2	2	1	1	6	4	2	3	1	3	1	2	2	3	2	5	1	2	3	1	2	1
9000	-309.324396176278583	-307.424860218602873	-1.899535957675731	0.000122999026605	0.000019147999986	0.155676028619311	0.683437526123257	1	2	4	5	5	7	5	6	10	8	8	9	8	10	9	6	8	10	9	7	9	9	10	8	11	10	11	12	12	10	11	12	11	12	13	11	15	14	13	13	14	14	14	14	17	14	14	16	14	15	17	17	15	19	16	18	19	19	16	19	18	17	16	17	17	18	18	15	19	19	20	18	21	20	19	21	22	22	21	22	22	24	25	28	0	1	1	2	1	7	2	2	10	16	7	5	8	1	6	3	16	6	6	4	17	4	11	16	15	6	18	4	26	15	12	9	12	26	36	19	40	36	34	9	9	9	34	34	53	25	32	44	35	21	55	44	31	59	53	64	61	52	29	51	7	23	23	34	49	42	44	34	40	48	69	48	58	66	65	70	62	74	41	60	74	76	75	79	1	1	2	1	2	1	2	2	1	1	1	1	1	4	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	3	3	2	2	2	2	3	1	3	2	1	1	1	1	1	1	3	1	3	2	1	2	3	2
9500	-339.235886977760629	-335.543850473734153	-3.692036504026461	0.000139664730630	0.000005353059655	0.038327927394818	0.660419443555865	0	3	2	4	6	6	4	5	9	7	8	8	9	10	8	7	10	9	10	7	9	9	10	8	10	11	10	12	13	10	13	12	11	12	12	10	16	14	13	13	14	14	13	13	16	15	14	16	14	16	18	17	15	20	15	17	18	19	17	19	17	18	15	18	19	18	19	16	19	17	20	19	20	21	19	18	23	19	20	22	24	24	22	27	0	1	1	1	4	7	3	7	10	4	10	7	16	18	8	8	24	4	15	7	16	12	9	20	10	1	10	23	12	1	34	27	14	9	30	13	40	28	35	26	35	17	15	16	42	31	33	49	19	31	53	19	35	53	28	41	53	76	44	37	2	68	14	52	50	43	39	49	59	55	64	63	66	53	42	38	74	41	66	71	71	54	71	81	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	5	2	1	3	5	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	4	2	3	2	1	3	1	2	2	7	1	2	1	1	3	3	1	2	1	1	3	1	3	2	1	1	2	1	1	2	1	1	1
10000	-278.164061973845605	-275.050596560162830	-3.113465413682782	0.000089080477683	0.000004887815777	0.054869662853251	0.732043478247803	0	2	3	4	6	6	5	6	10	8	7	8	8	9	9	8	9	9	10	8	10	9	10	9	9	8	11	12	12	11	12	12	11	11	12	12	15	12	13	13	13	14	14	13	16	15	14	17	13	16	18	16	14	20	16	14	18	18	18	18	18	18	17	18	18	17	18	17	19	18	20	19	19	21	18	20	21	22	19	22	25	24	23	26	0	1	2	2	4	4	2	4	5	8	7	5	6	6	13	11	6	5	13	2	25	6	12	11	20	2	11	5	34	25	33	27	9	14	15	16	56	30	32	27	29	36	35	30	53	40	35	37	30	18	55	42	36	58	41	14	68	36	50	52	45	46	40	36	48	42	68	5	59	46	66	48	61	72	50	59	64	72	70	60	71	71	54	83	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	1	4	1	1	1	1	2	4	1	1	1	5	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1
10500	-355.335218870165704	-352.656246063781850	-2.678972806383872	0.000110778769774	0.000008293370275	0.074864256857322	0.623175270549918	1	3	3	4	4	6	6	5	10	6	6	9	9	9	8	9	10	9	9	7	8	8	10	8	11	9	11	10	12	10	12	11	11	11	12	12	15	14	13	14	15	14	14	14	16	15	14	15	14	16	17	16	16	19	16	17	17	17	17	17	17	18	16	18	17	19	17	16	20	20	16	19	21	20	19	21	22	21	21	21	25	23	24	27	0	1	1	3	1	2	8	5	24	8	4	24	21	2	4	8	6	11	7	10	20	11	26	11	17	24	16	24	17	22	14	30	20	17	30	9	39	36	32	34	9	17	28	30	43	21	28	39	29	39	71	40	44	56	38	41	2	45	39	30	33	51	5	52	17	50	49	44	62	66	25	6	69	42	46	47	51	44	47	68	77	79	72	75	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	2	2	2	2	1	3	1	1	1	2	1	1	2	1	1	1	7	1	1	3	3	1	5	1	3	1	1	1	1	1	2	5	1	2	3	3	3	4	3	3	2	1	1	4
11000	-392.202934148356007	-390.112245478743716	-2.090688669612303	0.000145750234733	0.000018341423116	0.125841465364599	0.532058743200529	0	2	4	4	5	6	4	6	10	6	7	8	9	9	8	8	10	10	10	8	9	10	10	8	11	10	12	12	12	10	13	12	12	11	13	12	15	13	12	13	13	14	15	14	16	15	14	15	12	14	15	17	15	19	16	17	17	18	17	18	17	19	16	18	18	16	18	17	19	18	17	19	20	21	18	21	22	22	22	23	22	23	25	26	0	1	2	1	3	3	2	1	11	3	3	5	11	12	5	5	15	21	7	5	11	12	7	6	15	15	13	5	18	8	22	15	4	23	30	30	17	33	9	23	33	32	34	22	41	18	31	3	30	15	33	47	1	22	44	43	26	26	35	48	35	59	4	45	46	44	40	50	12	31	36	37	71	20	39	46	62	14	22	37	62	77	46	67	1	1	1	2	1	1	1	4	2	1	1	2	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	3	1	1	1	2	3	1	1	1	3	1	1	2	1	1	2	1	3	2	1	5	1	3	1	1	8	4	1	1	3	3	2	1	2	1	6	1	2	1	2	1	5	2	2	2	2	7	3	3	2	6	5	4	2	1	5	3
11500	-393.608967670895709	-391.152923854788696	-2.456043816106985	0.000137294802450	0.000012300261819	0.089590149074595	0.534825048999087	0	2	2	4	5	7	6	5	11	7	7	6	8	10	9	8	10	8	9	8	9	9	10	8	10	10	11	11	12	10	13	12	11	10	12	11	14	14	12	13	14	14	14	12	16	15	15	15	14	15	17	18	13	19	16	17	16	18	19	17	17	19	16	19	17	18	18	16	19	19	19	18	19	19	20	20	21	19	21	22	24	25	24	27	0	1	1	3	4	5	3	3	8	2	8	3	7	7	13	2	7	8	13	1	5	4	16	4	16	15	23	7	24	8	27	19	7	13	19	8	19	24	22	23	53	6	5	16	49	43	29	41	34	37	41	63	4	63	42	24	41	63	41	50	41	27	10	51	46	48	44	42	32	7	14	14	48	63	52	69	61	32	64	68	79	69	45	71	1	1	1	1	1	1	2	2	3	2	1	2	1	2	1	3	1	1	1	3	2	3	1	2	1	1	1	2	2	2	1	2	2	1	2	4	3	2	2	1	1	5	5	2	1	1	1	1	2	1	2	1	5	1	1	5	1	1	2	1	1	2	5	1	1	1	3	1	3	8	7	3	2	1	1	1	3	3	1	3	1	4	4	6
12000	-330.287136114134000	-328.709487890051491	-1.577648224082492	0.000169274101341	0.000042346458101	0.250165015001317	0.650701799444340	1	2	3	4	5	6	6	6	11	8	8	8	7	9	10	8	10	9	9	7	9	10	9	8	11	9	11	11	12	11	13	10	11	12	12	10	15	14	12	14	14	13	13	13	17	16	14	16	14	15	16	17	15	19	16	17	19	18	17	18	18	18	18	18	19	18	17	15	19	18	20	16	21	21	19	19	22	22	20	22	21	23	23	26	0	1	1	2	2	4	4	4	18	20	6	13	6	6	12	3	18	13	5	4	6	12	13	4	6	24	4	6	36	32	21	19	10	32	25	12	29	14	8	9	30	35	21	36	53	10	25	53	8	30	41	43	33	50	68	50	31	56	29	72	53	67	50	67	29	48	18	31	61	43	64	11	58	62	44	40	51	21	70	61	65	73	65	76	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	2	1	4	2	2	1	2	1	1	1	1	1	1	2	4	1	2	1	2	2	1	4	1	1	4	2	1	2	2	1	1	1	2	1	3	1	2	1	1	1	4	1	4	1	1	1	1	4	2	1	3	2	3	5	1	2	1	1	2	3
12500	-301.759403074580462	-299.123454251784608	-2.635948822795845	0.000215890717929	0.000016711398608	0.077406748971527	0.689890718059783	1	3	3	5	4	7	6	5	11	8	7	7	9	9	6	9	7	9	9	8	10	10	10	9	10	11	12	12	12	11	12	10	9	12	13	10	15	14	14	13	14	14	14	13	16	16	14	16	14	15	16	17	14	19	16	17	18	18	18	16	16	18	16	19	18	18	17	17	20	18	19	18	20	20	20	21	22	22	21	22	24	21	25	27	0	1	1	2	2	8	2	1	17	2	15	15	17	11	4	7	4	11	12	17	15	33	11	11	15	24	17	21	24	19	25	16	11	16	4	24	44	34	31	24	26	31	44	15	27	29	31	30	25	21	53	27	24	65	34	63	55	41	56	47	38	51	24	42	46	63	63	46	50	55	48	21	64	58	71	67	73	29	28	79	72	68	82	61	1	1	1	1	1	1	2	2	2	3	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	2	1	2	1	1	1	1	1	3	1	1	1	1	2	1	1	1	3	2	1	1	2	3	2	1	2	2	1	1	1	1	2	1	1	1	1	3	3	1	1	1	1	2	1	1	4	1	1	1	2	1	5	4	1	2	2	1	5
13000	-303.684500438973714	-301.758650305004267	-1.925850133969422	0.000135653950372	0.000020467079344	0.150877134711324	0.615468736104428	1	3	4	4	5	7	6	5	11	8	7	9	8	9	8	8	7	8	8	8	10	10	10	8	8	10	11	12	12	10	13	10	11	12	11	10	16	14	14	12	14	15	13	13	15	16	15	16	14	15	17	17	15	19	16	17	16	19	19	17	18	18	18	18	18	19	16	16	19	19	19	20	20	20	18	20	23	21	21	22	24	24	24	27	0	1	1	2	2	5	8	2	18	7	4	6	17	13	4	7	2	6	5	7	14	6	7	17	6	11	14	6	22	19	9	20	21	35	11	18	50	24	36	18	34	28	30	21	35	53	40	49	14	36	45	40	15	64	40	57	39	39	56	46	39	46	15	45	38	63	39	35	68	44	44	47	54	59	48	62	65	35	65	54	74	68	80	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	2	1	1	3	2	2	1	1	1	2	1	1	1	1	2	2	1	3	4	1	2	1	1	2	1	1	2	1	5	2	2	1	1	3	1	3	3	2	1	1	1	1	2	4	2	1	2	3	2	4
13500	-344.540298198571236	-342.197263020891683	-2.343035177679564	0.000126780793104	0.000012528344201	0.098818944841853	0.787980041868696	1	3	3	5	6	6	4	6	9	8	8	8	9	9	10	7	10	9	8	9	8	8	11	7	9	9	12	11	13	11	12	12	11	11	12	11	12	14	12	14	14	13	13	14	14	14	14	16	15	15	17	17	15	18	14	16	18	19	17	19	17	18	16	18	18	18	19	17	18	17	19	19	20	20	20	21	20	21	20	23	24	24	24	27	0	1	1	3	1	3	3	2	10	8	16	16	22	10	20	2	10	8	6	21	5	6	20	7	4	21	25	15	18	9	25	36	14	13	14	20	28	35	22	13	14	11	9	43	31	30	33	37	29	21	53	43	38	48	30	40	53	52	45	46	53	56	5	53	63	63	57	53	18	47	59	36	20	71	71	65	65	41	62	72	75	71	76	80	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	3	2	2	2	1	1	1	1	1	1	3	1	2	1	1	2	1	1	1	2	2	1	1	4	1	1	1	1	1	3	2	1	3	5	1	1	1	1	3	1	1	2	2	1	2
14000	-343.766542388506366	-341.413141717944768	-2.353400670561614	0.000106531357877	0.000010430697925	0.097911996358967	0.609897823457195	0	2	2	4	5	7	6	5	8	7	8	7	9	9	9	8	9	10	10	8	7	9	10	9	11	10	10	11	13	10	10	12	11	11	12	11	16	13	14	14	14	13	15	13	16	15	15	15	15	15	17	17	15	19	17	17	16	19	18	18	19	18	15	19	18	18	18	17	19	19	18	16	20	20	20	19	21	22	22	22	24	25	24	26	0	1	1	2	2	8	3	3	7	4	1	5	11	5	10	10	21	6	2	5	5	11	16	9	11	2	11	13	23	16	9	27	8	8	28	30	30	28	17	16	26	17	13	33	40	31	42	41	18	25	35	42	15	39	28	48	16	67	72	41	67	48	23	55	43	30	33	53	36	27	37	7	61	46	69	52	61	75	58	59	48	80	57	78	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	3	1	1	1	1	1	2	3	2	1	1	1	1	1	2	3	1	1	3	1	4	3	2	1	2	1	1	2	1	1	3	1	2	2	2	2	2	2	3	1	1	2	1	2	2	1	1	5	4	1	3	4	2	4	1	3	1	1	1	1	1	2	4	1	4	2
14500	-351.630958380019081	-349.970392405410223	-1.660565974608863	0.000214537423588	0.000046440312403	0.216467186127321	0.558259437240443	1	3	3	4	5	7	5	5	11	8	7	7	9	9	10	8	10	10	10	6	10	10	10	7	9	10	10	12	11	9	12	11	11	11	12	12	15	14	14	13	15	14	13	14	16	16	15	14	14	15	18	16	14	19	16	17	18	19	19	18	19	18	18	17	17	18	16	16	17	19	18	17	20	20	18	21	21	22	21	21	24	23	25	25	0	1	1	1	1	5	2	4	30	5	4	7	12	5	16	1	14	12	7	7	16	30	25	20	11	30	1	21	25	1	14	15	30	27	23	17	17	40	27	22	22	14	21	36	53	43	28	29	31	4	9	25	26	49	25	47	38	46	69	31	39	40	5	67	37	48	39	29	28	32	55	29	66	66	67	68	59	30	54	73	80	59	46	68	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	4	1	2	2	1	1	1	1	1	2	1	4	1	1	4	2	1	1	1	1	1	3	1	2	2	3	2	2	1	1	1	1	2	1	4	3	3	2	2	4	2	1	2	1	3	2	2	7	1	1	1	1	3	2	4	1	3	1	1	1	2	1	6	1	1	1	3	5	4
15000	-318.922097118983970	-315.652730066048719	-3.269367052935249	0.000115837364286	0.000005740359210	0.049555333425046	0.685999742292709	1	3	3	4	5	7	6	5	10	8	7	7	9	9	9	5	9	9	9	9	7	9	11	9	10	10	12	10	12	9	12	12	12	9	12	11	16	14	12	14	14	15	15	13	17	16	15	16	14	16	17	17	14	19	17	18	18	18	19	16	18	18	17	19	17	19	18	16	19	19	20	19	21	20	20	20	22	23	22	22	24	24	22	27	0	1	1	3	2	8	2	1	21	21	5	7	3	11	6	3	21	7	5	2	16	11	10	11	11	18	11	7	9	11	17	28	25	16	18	24	53	44	21	26	20	29	44	34	41	32	34	43	17	35	47	68	31	62	46	35	37	37	60	47	11	12	21	53	13	63	47	47	61	18	68	36	60	59	62	58	71	52	73	76	79	83	70	77	1	1	1	1	1	1	1	2	2	1	1	1	3	1	1	1	1	2	2	3	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	2	3	1	3	2	1	1	1	1	1	3	1	1	1	1	5	7	4	2	4	1	1	1	1	5	2	3	2	1	1	1	1	2	1	1	1	1	1	1
