step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71
11500	-413.265316159409110	-420.120804110368510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483346155108365	1	3	5	3	5	4	4	7	8	10	11	12	11	12	13	14	16	11	14	13	16	18	17	20	19	20	20	22	22	22	22	22	24	26	26	27	28	27	31	28	33	32	31	30	33	32	34	34	33	35	34	35	34	35	38	39	38	40	38	39	41	40	42	41	41	44	46	46	45	47	52	0	1	2	1	7	1	2	7	6	9	9	10	7	11	18	10	15	9	11	11	14	16	19	11	23	22	25	27	22	22	26	26	30	29	30	29	31	34	36	38	39	38	38	40	38	38	44	44	42	45	46	42	42	44	53	53	53	49	53	51	56	55	58	56	56	62	61	64	64	64	64	1	1	1	1	1	2	1	2	2	1	2	1	3	1	1	2	2	1	2	2	2	2	2	3	1	2	1	1	2	2	1	1	1	3	2	2	3	1	2	1	1	1	2	1	3	2	2	2	1	1	1	2	1	2	2	2	2	3	3	3	1	2	1	1	2	1	2	2	1	3	4
12000	-420.914533253036552	-427.770021203995952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620324216875547	2	3	5	4	6	7	5	7	9	10	11	11	12	12	12	13	16	13	14	13	16	18	17	20	20	20	19	22	24	22	23	24	24	26	25	26	27	26	30	28	33	31	31	29	34	34	31	33	33	35	34	36	34	36	37	37	38	40	38	39	42	40	40	41	40	43	47	45	46	46	49	0	1	2	1	7	1	2	7	6	6	10	6	5	10	9	10	18	9	15	10	10	21	10	20	27	21	23	23	22	22	26	26	30	29	31	26	29	30	37	38	40	40	30	38	49	39	44	47	42	48	47	45	49	39	53	53	55	45	52	54	57	49	54	57	57	64	70	55	61	57	67	1	1	1	1	1	2	1	1	1	2	1	1	3	1	2	2	1	1	1	2	3	1	3	3	1	1	1	2	3	1	1	2	1	1	1	2	2	2	2	1	2	2	4	1	1	2	1	2	1	1	2	1	1	3	1	2	1	2	2	1	2	5	2	2	1	1	1	5	2	3	2
12500	-410.935628819564045	-417.791116770523445	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616941634516185	2	3	5	4	6	6	5	8	9	10	11	11	11	12	13	14	16	14	16	15	15	17	18	20	19	21	20	22	23	22	22	23	24	25	25	27	27	28	31	28	33	32	32	31	34	34	30	34	31	35	33	36	34	35	38	38	36	40	39	39	40	40	40	42	42	44	47	46	43	44	51	0	1	2	1	7	1	2	7	6	6	6	6	8	9	6	14	18	9	11	10	16	21	15	15	23	21	23	27	26	26	22	22	30	30	31	30	31	36	36	37	39	49	39	47	49	43	40	47	40	43	44	40	49	44	53	52	45	42	45	54	55	59	55	57	61	59	68	64	65	64	64	1	1	1	1	1	3	1	1	2	2	3	2	2	1	4	1	1	2	2	3	1	1	2	2	1	3	1	1	1	1	3	3	1	1	2	2	3	1	2	1	1	1	1	1	2	1	1	2	1	2	1	3	2	2	2	1	1	4	2	3	2	1	1	3	1	2	1	2	1	1	3
13000	-424.888238153600071	-431.743726104559471	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.508482838243976	2	3	4	4	5	7	6	7	9	10	11	11	11	12	11	14	15	12	16	14	16	18	18	21	20	21	19	21	23	22	23	23	24	25	26	26	27	27	32	28	33	32	31	31	33	33	30	34	31	35	35	34	34	35	37	38	38	40	39	39	42	39	41	41	42	44	47	45	44	45	52	0	1	2	1	2	2	5	5	6	6	9	10	8	11	6	14	11	15	15	10	16	16	19	20	23	22	23	23	22	22	22	22	26	30	30	29	29	36	38	30	43	38	40	47	43	38	40	44	36	48	48	45	42	40	53	53	53	56	45	54	49	52	59	53	56	65	68	62	65	65	67	1	1	1	2	1	2	1	1	1	2	1	1	3	1	2	1	2	1	2	2	2	1	1	3	2	2	1	2	3	2	2	3	2	2	2	2	1	1	3	3	1	2	2	1	1	3	1	2	2	1	1	1	1	4	2	2	1	1	4	2	5	2	1	3	3	1	1	3	1	1	2
13500	-413.618018615208882	-420.473506566168282	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562961308408334	2	3	5	4	5	6	6	8	10	9	10	11	9	13	11	11	17	14	15	14	15	17	18	20	20	21	21	22	23	23	22	23	25	26	24	25	27	27	29	29	33	32	31	30	34	33	34	33	33	36	34	35	34	35	37	36	38	40	39	39	41	39	41	41	42	41	46	46	45	46	52	0	1	2	1	2	1	5	5	6	6	6	6	5	6	9	10	19	11	9	12	16	21	19	20	23	22	25	27	22	26	26	26	30	36	31	30	31	30	38	38	39	36	39	40	38	43	44	38	43	38	42	49	42	44	53	42	53	45	52	48	55	52	62	57	57	57	57	66	57	64	70	1	1	1	1	1	2	1	2	2	2	2	2	2	3	1	1	1	2	2	3	2	1	1	4	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	2	4	1	1	3	2	2	3	1	4	1	1	1	2	2	4	2	3	2	2	2	2	1	2	2	1	5	3	2	2	3
14000	-412.219862262656761	-419.075350213616161	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552883348538763	1	3	4	2	6	6	5	7	10	10	11	10	12	13	12	14	16	13	16	13	15	16	18	20	19	19	21	22	24	23	22	22	25	26	26	28	26	27	31	29	32	32	31	30	34	34	33	33	34	35	35	36	34	35	38	39	38	39	39	39	42	39	41	42	41	43	47	46	45	44	51	0	1	2	1	7	1	2	7	6	6	6	6	5	11	9	10	15	9	15	10	14	16	19	14	23	21	25	27	26	26	16	22	31	29	31	38	31	30	29	38	40	36	38	38	40	43	44	44	39	43	48	42	42	48	53	53	52	49	42	51	57	49	50	57	59	61	66	63	55	59	67	1	1	1	1	1	2	1	1	2	2	3	2	3	1	1	2	1	2	2	1	1	1	1	3	1	2	1	1	2	2	3	3	1	1	2	1	2	2	4	1	2	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	1	3	3	2	2	3	3	2	1	1	1	2	3	2	2
14500	-404.364384085625431	-411.219872036584832	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635252713219500	1	2	4	4	6	6	5	7	10	9	11	12	11	12	13	13	16	13	15	14	15	17	18	20	20	21	21	20	23	22	22	24	24	26	26	27	26	26	31	28	32	32	30	29	33	33	33	34	34	36	35	36	35	34	37	39	38	39	39	39	42	41	38	41	40	44	43	46	43	46	52	0	1	2	1	7	1	2	7	10	6	10	10	8	10	9	14	18	9	9	14	16	16	19	20	23	22	23	23	26	22	26	30	26	33	30	26	31	30	43	38	36	36	36	40	42	43	44	44	45	38	54	49	42	44	42	53	53	45	55	54	57	63	52	55	52	64	64	64	64	67	70	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	2	2	3	1	1	2	2	4	1	2	2	1	1	3	1	1	2	1	2	3	2	2	1	1	2	2	2	1	1	2	2	2	1	4	1	2	2	3	3	3	1	3	2	2	2	1	1	2	2	1	1	2	1	1	3
15000	-409.755194269172080	-416.610682220131480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590919807886963	2	3	5	3	5	6	6	8	9	10	11	11	11	13	12	13	16	14	16	13	15	17	18	21	19	20	21	22	22	22	23	23	24	26	25	25	25	26	31	29	34	31	29	30	33	33	33	33	34	32	34	35	35	36	37	38	38	40	39	39	42	40	40	41	39	40	45	45	45	47	51	0	1	2	1	2	1	5	5	6	6	10	10	5	10	9	6	18	9	9	10	10	21	19	10	23	22	25	27	22	26	26	26	26	31	29	26	31	26	38	36	50	40	36	40	42	40	44	44	38	43	44	42	45	48	53	53	55	45	52	51	57	52	56	57	57	57	56	64	65	67	56	1	1	1	1	1	2	1	2	2	2	1	1	3	1	1	4	1	2	3	1	3	1	1	4	1	1	1	1	2	1	2	1	2	1	2	2	1	3	3	1	1	1	1	1	2	3	2	1	4	2	2	1	1	2	1	2	1	3	2	3	2	1	1	2	1	1	3	2	3	1	6
15500	-446.487962982855493	-453.343450933814893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467795786090298	1	3	5	3	4	6	5	7	9	11	11	12	12	12	13	14	17	13	16	14	16	16	18	20	19	20	20	22	24	22	22	23	24	27	25	27	26	25	30	29	33	32	31	30	34	32	33	32	34	35	35	35	34	35	38	39	38	41	39	40	41	40	42	41	41	44	46	47	46	46	50	0	1	2	1	2	1	5	5	6	6	9	10	7	10	6	10	18	9	15	6	16	16	19	10	23	22	25	27	30	26	26	30	26	10	31	38	26	30	36	38	40	34	36	38	42	36	46	44	40	46	44	47	42	44	53	53	53	55	42	44	53	55	47	57	53	56	65	57	63	66	57	1	1	1	2	1	2	1	3	1	3	1	1	3	1	4	2	2	2	2	4	1	1	1	5	1	2	1	2	1	2	1	1	2	7	1	1	3	2	2	2	2	2	3	3	2	2	1	2	2	2	3	2	1	2	2	3	2	1	2	4	3	1	4	2	4	3	2	4	2	1	6
16000	-437.046851934900474	-443.902339885859874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539664992143969	2	3	4	4	4	6	6	7	10	10	11	12	11	12	12	13	16	13	16	14	15	18	19	19	20	21	21	21	24	21	22	22	23	27	25	28	28	27	28	29	32	33	31	30	33	30	33	33	33	34	35	35	34	35	37	39	37	40	38	39	41	41	42	42	42	44	46	44	45	46	51	0	1	2	1	2	1	5	5	6	6	6	10	7	6	10	14	11	15	15	12	16	21	19	20	23	14	23	23	31	22	22	22	30	26	31	14	26	26	30	38	40	41	34	39	39	39	44	44	39	46	47	41	45	38	53	52	53	52	49	48	45	58	58	58	61	55	61	64	65	66	70	1	1	1	1	1	3	1	1	2	2	2	1	2	3	1	1	2	1	1	2	1	2	2	3	1	5	1	1	1	1	2	2	1	3	2	8	4	3	3	1	1	1	3	1	2	1	2	2	2	2	1	2	1	3	2	2	2	2	3	2	4	1	1	1	1	3	2	2	2	1	3
16500	-421.602078060405745	-428.457566011365145	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561835442183305	2	3	4	3	6	6	5	7	10	9	11	12	11	12	13	14	16	12	16	15	14	17	18	20	19	20	20	21	23	21	22	24	25	25	26	28	27	25	30	28	33	32	31	29	34	34	32	33	33	36	34	36	35	35	37	38	39	40	38	39	41	39	41	41	41	42	46	46	45	46	49	0	1	2	1	7	1	2	5	6	6	9	6	5	10	9	10	15	9	15	14	14	16	15	20	23	22	25	23	26	22	22	26	29	31	22	38	31	30	40	38	44	36	36	35	49	44	36	47	36	36	48	43	49	48	53	45	53	49	49	51	57	52	57	55	56	57	61	55	65	66	70	1	1	1	1	1	2	1	1	2	1	1	2	2	2	2	4	2	1	2	2	1	2	2	2	1	2	1	2	3	1	2	2	1	1	5	2	2	1	1	2	2	3	2	2	1	3	2	1	2	3	1	3	1	1	2	3	2	3	2	2	1	2	1	2	2	2	2	4	2	2	1
17000	-429.493238346072246	-436.348726297031646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561720948197275	1	3	4	3	6	6	4	8	10	9	11	11	11	12	13	13	16	14	16	13	16	18	18	21	19	20	19	21	24	21	23	23	23	26	25	27	27	27	30	28	33	32	31	29	34	32	32	34	32	36	33	36	34	35	37	37	38	40	40	39	42	40	41	41	40	43	45	46	46	46	51	0	1	2	1	7	1	2	5	6	6	6	10	5	11	11	14	18	9	15	12	16	21	15	21	23	21	23	27	22	22	26	26	22	29	26	26	35	30	38	36	40	38	31	38	49	38	44	44	39	48	47	45	42	44	53	40	53	55	52	54	52	52	59	57	57	55	66	58	65	66	69	1	1	1	1	1	3	1	2	2	2	2	2	2	1	1	1	1	2	1	1	2	1	3	3	1	2	1	1	3	1	2	1	1	1	2	3	1	2	3	1	1	2	3	1	1	2	2	2	1	1	1	2	1	2	2	4	3	2	1	2	2	2	1	2	1	3	1	3	3	2	2
17500	-433.620215471730376	-440.475703422689776	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533960771674300	1	2	5	4	6	6	4	6	9	10	11	12	11	12	12	14	16	13	15	15	15	17	18	20	19	20	20	20	23	23	22	22	24	26	25	25	28	27	31	27	34	30	32	30	33	33	31	33	34	36	34	35	34	35	38	38	38	41	39	38	40	39	41	42	41	44	47	45	46	46	51	0	1	2	1	2	1	2	7	6	6	6	6	5	9	10	14	10	9	15	12	16	16	18	20	23	22	23	23	26	22	26	22	29	31	31	26	29	30	36	36	42	38	38	40	42	44	40	47	38	46	47	44	48	47	53	53	53	59	44	51	57	52	62	62	57	64	66	55	68	68	67	1	1	2	1	2	2	1	1	2	2	2	3	3	2	1	1	2	2	1	2	1	2	2	2	1	2	1	1	2	2	1	2	1	1	2	2	2	1	2	1	2	1	3	2	2	2	1	2	3	2	2	3	1	2	2	2	2	1	5	2	2	2	1	1	2	1	2	4	1	1	2
18000	-409.950738921872528	-416.806226872831928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565189348439006	2	3	4	4	5	6	6	7	10	10	11	11	11	11	12	14	17	14	15	14	15	17	19	21	17	20	18	22	23	21	22	23	25	24	26	28	25	26	32	28	33	32	30	30	34	33	33	33	33	35	35	36	35	36	37	39	38	40	40	39	40	40	40	42	41	43	44	45	45	46	51	0	1	2	1	2	1	5	7	6	6	10	10	8	10	9	14	18	15	9	10	14	21	25	12	19	22	25	27	22	21	26	22	26	26	30	38	32	34	36	38	39	38	38	40	42	39	44	44	43	46	47	45	49	44	53	53	55	45	46	51	55	45	49	65	59	56	61	64	66	69	70	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	3	2	2	1	1	5	1	2	1	1	2	3	1	3	2	2	2	2	1	1	2	1	1	2	2	1	1	1	2	2	2	1	1	1	1	4	2	1	1	4	4	2	1	3	3	1	1	1	2	2	2	1	2
18500	-427.492556627022623	-434.348044577982023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605444303818995	2	3	4	4	4	7	5	6	9	10	12	11	11	12	12	14	17	13	16	14	16	18	19	19	18	20	19	19	23	21	22	23	22	26	25	27	27	28	29	29	33	33	30	31	33	33	30	33	32	36	35	35	34	36	37	38	38	40	38	39	39	40	40	40	41	41	45	46	45	46	51	0	1	2	1	2	1	5	5	6	6	6	10	8	10	9	14	15	9	15	12	16	16	25	14	19	22	25	25	26	22	30	30	30	29	29	30	35	34	36	38	38	49	38	38	49	38	38	47	43	43	47	42	42	48	53	53	53	59	42	54	55	49	52	57	61	61	57	64	64	64	56	1	1	1	1	1	2	1	1	1	2	2	1	3	1	2	2	2	3	2	2	1	2	1	3	2	1	1	1	2	1	1	1	1	3	2	4	1	2	1	1	2	1	1	2	1	2	1	2	1	2	3	1	1	2	2	2	2	1	2	2	1	4	3	2	1	2	2	3	2	5	5
19000	-412.439023416705254	-419.294511367664654	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521195288414406	0	1	4	2	4	6	5	7	9	9	11	11	11	13	12	13	16	13	16	15	16	17	19	19	18	20	20	21	23	23	21	23	25	27	25	26	26	28	30	28	32	32	31	30	33	34	34	32	33	35	34	35	35	35	38	38	38	40	39	39	42	38	41	41	42	43	46	46	45	47	50	0	1	2	1	2	1	5	7	6	6	10	10	7	9	9	6	6	15	15	16	10	16	25	20	17	17	23	23	31	26	22	26	26	31	22	30	26	36	40	36	39	39	33	40	39	43	40	40	42	39	44	42	49	44	53	53	53	57	49	47	57	49	52	56	59	63	61	64	65	69	70	1	1	1	1	2	3	1	1	2	2	1	1	4	1	2	3	6	1	2	1	4	2	1	2	1	2	1	1	1	1	2	2	3	3	4	2	2	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	2	2	4	1	2	1	2	2	2	1	2
19500	-426.218480671680481	-433.073968622639882	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621026915592136	2	4	5	3	5	6	6	7	8	10	12	12	10	12	13	14	16	11	17	15	15	17	19	20	18	20	20	21	24	20	21	22	22	27	25	26	28	28	31	28	33	32	32	30	33	33	33	33	32	35	34	35	34	35	38	38	38	39	39	39	42	39	39	40	41	43	47	45	45	47	51	0	1	2	1	2	1	5	7	6	6	6	10	8	10	9	11	15	9	9	10	14	16	25	20	18	21	25	25	26	21	22	22	22	29	31	30	31	36	38	31	39	40	34	40	49	42	44	44	39	46	44	49	45	44	53	53	53	54	52	51	64	40	52	55	57	57	68	64	65	68	67	1	1	1	1	1	2	1	1	1	2	2	1	2	1	3	2	1	1	4	2	2	2	1	3	3	3	1	1	2	2	2	3	2	2	2	3	4	1	2	3	1	2	3	1	1	1	2	2	1	1	2	2	1	3	2	2	2	2	2	3	1	4	2	1	2	3	1	2	2	2	2
20000	-417.102149074518195	-423.957637025477595	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650564212638218	1	3	4	3	5	6	4	6	9	10	11	12	12	13	11	14	17	13	15	15	14	18	17	19	19	20	20	22	24	21	23	23	25	26	25	26	26	27	29	28	32	31	30	30	33	33	34	34	34	36	34	34	34	36	37	37	38	40	37	39	42	41	41	42	41	44	46	45	45	43	50	0	1	2	1	7	1	2	7	6	6	6	10	5	10	9	14	19	9	15	10	10	16	19	12	23	22	25	27	21	22	26	26	26	29	26	29	31	36	36	36	38	38	39	40	42	43	42	44	45	43	41	45	42	47	53	53	53	59	52	50	57	52	50	57	55	70	66	70	65	61	67	1	1	1	1	1	2	1	1	1	2	2	1	3	1	1	1	1	3	2	3	1	2	1	4	2	2	1	1	5	2	2	2	2	2	2	1	1	1	2	1	2	2	1	1	1	2	1	3	1	2	1	1	1	1	2	1	2	1	2	1	2	2	1	2	1	1	1	1	2	1	2
20500	-411.110507812098035	-417.965995763057435	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507570348405897	2	3	4	4	5	5	6	8	9	9	12	10	9	12	12	13	16	14	16	15	16	17	17	20	20	21	21	21	23	23	22	24	25	26	26	26	26	27	31	28	33	32	32	30	33	34	33	32	34	36	34	35	34	36	38	39	38	39	39	40	42	40	41	41	40	44	47	46	45	46	50	0	1	2	1	2	1	5	7	6	6	10	6	7	9	9	10	15	15	15	14	16	16	12	20	23	22	23	23	31	26	22	26	31	26	31	30	31	36	36	38	48	44	39	40	42	43	44	44	45	46	44	42	42	48	53	49	53	52	49	54	65	49	55	59	53	64	55	63	61	65	66	1	1	1	1	1	1	1	1	2	2	1	3	2	1	2	1	2	1	2	1	2	1	3	3	2	2	1	2	1	1	3	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	3	3	2	2	2	1	2	2	1	4	1	4	3	1	3	2
21000	-414.065636995959949	-420.921124946919349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602311321165456	2	3	4	3	4	6	6	8	10	11	11	11	11	11	12	13	16	14	17	15	15	18	18	20	20	21	20	21	23	21	23	23	24	27	23	27	28	26	29	28	33	31	32	30	33	32	33	33	32	34	34	35	34	36	37	38	36	40	38	40	39	38	38	42	41	43	47	46	45	47	51	0	1	2	1	2	1	5	5	6	6	6	6	7	9	12	14	18	9	15	10	16	16	18	20	23	22	23	27	26	22	30	30	30	29	30	26	31	30	38	30	39	39	39	38	42	39	40	40	42	47	40	49	45	47	53	57	49	59	52	54	57	55	41	61	61	64	57	69	65	68	70	1	1	1	1	1	2	1	2	2	3	3	2	2	1	1	1	1	2	2	2	1	3	2	3	1	2	1	1	1	2	1	1	2	2	1	3	2	3	2	2	2	1	2	2	1	2	2	2	1	1	2	2	1	2	2	2	2	1	2	2	1	1	2	2	1	1	7	1	2	1	2
21500	-399.284326082975781	-406.139814033935181	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591781740323736	1	3	5	3	6	6	4	7	9	11	11	12	11	12	12	13	16	14	16	13	15	17	18	19	19	21	20	21	23	22	22	24	25	25	24	27	27	28	30	28	31	32	30	30	33	34	32	32	34	35	35	35	35	35	37	39	38	39	40	39	40	40	42	42	40	44	46	46	44	47	51	0	1	2	1	7	1	2	7	6	6	9	9	8	11	9	14	15	9	18	10	16	21	19	20	23	22	25	27	22	26	26	30	30	29	26	26	26	36	38	36	36	38	36	38	42	48	40	44	45	43	47	46	49	44	53	53	55	55	49	51	49	49	62	57	57	64	69	53	65	66	69	1	1	1	1	2	2	1	2	2	2	1	2	2	1	1	1	3	3	1	1	1	1	1	3	1	2	1	1	3	1	1	1	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	1	2	1	1	1	2	2	2	1	1	4	2	3	2	1	2	1	2	1	5	3	2	3
22000	-439.675515786314179	-446.531003737273579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554844593224687	1	3	5	3	4	5	5	8	9	10	10	12	11	13	12	14	15	13	17	13	16	17	17	20	19	19	21	22	24	22	23	24	24	27	24	28	26	26	30	29	34	31	31	31	33	33	34	33	33	35	35	36	34	35	38	38	38	39	38	39	41	41	42	42	41	44	47	45	46	47	52	0	1	2	1	2	1	5	7	6	9	6	10	8	10	10	11	6	9	15	10	14	16	10	20	23	22	25	27	31	22	22	31	30	31	22	38	30	30	36	38	36	38	39	40	44	36	43	39	38	49	48	45	49	40	45	41	53	52	45	47	55	55	56	57	55	61	64	57	61	68	69	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	2	3	2	3	2	2	1	2	3	1	1	1	1	1	2	3	1	1	2	2	1	2	2	1	2	3	2	1	2	1	3	2	2	3	1	1	1	1	3	3	2	2	2	2	4	3	1	2	2	2	2	2	3	2	1	3
22500	-435.020375076140283	-441.875863027099683	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588599900462587	2	4	4	4	6	6	5	8	9	11	11	11	10	12	13	13	15	13	16	14	14	17	17	21	19	20	19	21	24	21	22	22	24	26	24	27	27	28	31	28	31	33	31	30	32	32	32	33	33	35	34	36	34	35	38	38	36	40	40	39	41	39	39	40	41	43	43	46	44	46	51	0	1	1	1	7	1	2	5	6	9	6	1	5	10	6	11	18	9	15	10	16	12	15	20	23	22	23	27	31	22	22	22	22	31	30	30	31	36	38	36	38	36	38	38	39	43	44	44	45	38	48	49	45	38	53	53	42	55	52	48	55	42	52	56	55	61	52	64	62	56	58	1	1	1	1	1	2	1	1	2	1	3	4	2	1	4	1	1	2	2	2	1	3	2	2	1	1	1	1	1	2	2	2	3	2	2	3	2	1	2	1	2	3	2	1	1	1	1	2	1	3	1	2	2	3	2	2	3	1	3	3	2	4	1	1	1	1	2	2	2	3	5
23000	-423.236594553041016	-430.092082504000416	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522582055998070	2	3	4	4	6	6	5	7	10	9	11	10	10	11	11	13	15	13	16	13	15	18	18	21	19	20	20	21	24	22	22	22	24	25	24	25	27	27	29	28	33	32	30	30	31	34	34	34	34	34	35	35	34	35	37	38	38	39	39	39	41	40	41	42	42	43	45	46	45	45	52	0	1	2	1	7	1	2	7	6	6	9	6	7	6	10	10	15	15	15	9	16	16	9	14	23	22	23	23	26	26	26	22	26	30	26	30	22	36	36	38	40	45	39	40	36	43	44	44	42	43	45	39	45	44	53	53	55	53	39	47	57	42	54	57	62	64	64	53	64	62	70	1	1	1	1	1	2	1	1	2	2	1	3	2	2	1	2	2	1	2	2	1	2	4	4	1	1	1	2	2	1	1	2	2	2	2	2	6	1	2	1	2	1	1	1	3	2	2	1	1	2	2	3	1	2	2	2	1	2	5	2	2	4	3	2	1	1	2	6	3	2	3
23500	-407.546881119995646	-414.402369070955046	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585877380448598	2	3	4	3	6	6	5	7	8	9	8	11	12	13	12	13	16	13	16	14	15	16	17	20	18	21	20	21	22	21	23	23	23	26	25	26	27	27	30	28	33	32	31	30	33	32	33	33	33	32	35	36	33	35	38	39	39	41	37	39	42	41	42	40	41	42	47	46	45	45	51	0	1	2	1	7	3	2	5	6	6	6	6	8	12	9	10	9	9	15	10	16	16	19	20	23	22	25	27	26	22	26	30	30	30	30	26	31	36	38	38	42	44	39	40	43	36	40	40	38	39	47	45	42	44	42	53	53	52	49	54	64	57	62	55	56	64	70	69	65	58	69	1	1	1	1	1	1	1	1	1	2	1	3	2	1	2	1	3	2	2	2	1	1	1	3	1	2	1	1	1	3	1	1	1	2	2	4	1	1	1	1	1	1	1	1	1	3	3	2	4	1	2	2	1	2	3	3	3	2	2	2	1	1	1	1	1	1	1	1	2	1	3
