step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
42000	-72.078880918882192	-78.934368869841563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.796821664036399	0	4	3	2	5	5	8	11	9	11	11	13	14	16	19	23	0	3	1	1	3	3	5	7	7	2	7	8	12	13	14	0	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1
42500	-65.418326996556956	-72.273814947516328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784437195764806	-1	1	2	2	6	4	8	11	9	12	11	12	15	16	19	22	0	1	1	1	3	3	5	9	7	11	9	9	12	12	13	0	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1
43000	-82.157954058966936	-89.013442009926308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625527738580849	-1	3	2	1	6	5	9	11	9	10	10	12	14	16	18	22	0	4	1	1	2	1	3	11	5	9	9	7	12	9	14	0	1	1	1	1	1	2	3	1	1	1	1	2	1	2	1	1
43500	-85.212069247325445	-92.067557198284817	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538163102971553	0	4	3	3	4	6	9	12	8	12	11	11	15	14	20	23	0	1	1	1	3	3	9	11	5	11	7	9	14	12	12	0	1	2	2	1	1	2	1	1	2	1	1	2	1	2	5	1
44000	-70.753827568663624	-77.609315519622996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786205859626980	0	2	3	2	5	5	8	12	9	12	11	12	14	16	19	20	0	1	1	1	3	3	6	11	7	11	9	7	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1
44500	-76.601017527385949	-83.456505478345321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618535530937027	-1	4	1	3	3	5	8	12	9	11	10	12	13	16	18	22	0	3	1	3	3	5	2	11	7	7	9	9	7	12	14	0	1	1	1	1	1	1	3	1	1	1	1	1	3	2	1	1
45000	-74.018812805876024	-80.874300756835396	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634863766520564	0	4	2	2	5	4	7	12	8	11	11	12	14	17	19	23	0	3	1	1	2	3	5	9	7	7	7	11	12	12	12	0	1	1	1	1	1	1	1	1	1	3	2	1	1	3	3	1
45500	-89.187771115985157	-96.043259066944529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.490298747187319	0	3	1	2	6	5	8	11	7	12	11	13	14	16	17	22	0	1	1	1	6	2	6	7	2	9	4	8	12	13	12	0	1	2	1	1	1	1	2	3	3	2	5	1	1	1	2	1
46000	-81.090889740185418	-87.946377691144789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562061536114479	-1	2	2	1	5	4	10	11	9	12	11	12	14	16	18	21	0	1	1	1	1	3	9	9	5	9	6	11	12	13	14	0	1	2	2	1	3	1	1	1	2	2	3	1	1	2	2	1
46500	-62.873147396939004	-69.728635347898376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.927720338426909	0	2	2	2	4	6	10	10	8	11	11	12	15	17	19	23	0	1	1	1	3	5	9	9	6	8	8	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
47000	-65.256255910156696	-72.111743861116068	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.893419790041127	0	4	2	3	5	4	9	12	7	11	10	13	15	17	19	20	0	3	1	1	6	3	9	11	5	11	7	8	12	12	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
47500	-79.132156147954305	-85.987644098913677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.737740156348988	-1	2	1	3	4	3	9	11	7	9	10	12	14	17	19	23	0	1	1	2	3	3	2	7	4	9	9	11	12	13	14	0	1	2	1	1	2	1	3	1	2	1	2	1	1	1	1	1
48000	-64.418572006495609	-71.274059957454980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.945259140276963	-1	4	1	2	3	6	10	12	7	12	10	12	14	16	19	22	0	5	1	1	4	2	9	11	6	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
48500	-77.886028302446533	-84.741516253405905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545317180996873	0	3	2	2	6	4	8	11	8	12	10	13	15	16	18	22	0	1	1	1	2	3	6	11	6	8	7	7	12	13	12	0	1	1	1	1	1	1	2	1	1	1	1	3	1	1	3	1
49000	-72.166835182364466	-79.022323133323837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.819428573983817	-1	3	1	2	5	5	9	10	8	11	11	13	15	17	19	21	0	1	1	1	1	2	9	9	6	9	8	9	12	13	13	0	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1
49500	-58.383514094225148	-65.239002045184520	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808024573179135	-1	3	1	3	6	5	10	10	8	12	12	11	14	16	19	23	0	3	1	3	2	2	9	9	5	8	7	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50000	-70.596315131682857	-77.451803082642229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766486768186954	0	3	1	2	5	5	10	10	8	12	12	12	13	15	19	20	0	3	1	1	2	2	9	9	3	8	8	8	12	13	14	0	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1
50500	-68.914012370448631	-75.769500321408003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.830412697025645	-1	3	1	2	5	4	10	11	7	11	9	12	13	16	19	21	0	3	1	3	6	2	9	11	5	11	9	11	12	13	13	0	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1
51000	-93.929184418354652	-100.784672369314023	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571447453312018	0	3	1	2	5	5	7	10	8	11	10	13	12	17	20	22	0	3	1	3	1	3	6	7	5	9	4	13	7	12	14	0	1	1	1	1	2	2	1	3	2	1	4	1	3	3	1	1
51500	-63.154265986185095	-70.009753937144467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.919292203699974	0	2	2	3	4	5	10	9	8	11	11	12	15	16	19	22	0	1	1	3	2	5	9	9	5	8	8	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
52000	-73.806254236824316	-80.661742187783688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744642847035523	0	2	3	1	4	4	9	11	8	11	11	12	13	16	20	23	0	1	1	1	3	1	6	9	5	7	9	8	12	12	14	0	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1
52500	-77.204909990958981	-84.060397941918353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740211203693354	-1	2	0	1	4	5	10	8	9	11	12	13	14	15	17	23	0	3	1	1	2	5	9	6	8	8	8	11	12	13	13	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
53000	-73.771364571803588	-80.626852522762960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.955749248236071	-1	4	2	2	4	6	9	10	7	11	12	12	15	15	17	22	0	1	1	1	4	5	9	9	5	8	8	7	8	12	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
53500	-64.817194090880861	-71.672682041840233	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.941039649371284	-1	3	1	2	6	5	7	11	9	12	12	11	14	16	18	22	0	3	1	1	2	2	5	9	7	8	8	9	12	13	12	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
54000	-86.600116224644552	-93.455604175603924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.314069041127893	-1	3	2	2	5	6	9	12	8	11	10	11	14	16	19	21	0	1	1	1	2	1	9	7	1	7	2	7	12	13	14	0	1	2	2	2	1	2	1	1	4	1	3	1	1	1	2	1
54500	-71.686793923156841	-78.542281874116213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794879535626363	-2	1	3	2	5	6	9	11	8	12	10	12	14	16	18	20	0	1	4	2	3	3	9	11	3	11	7	8	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
55000	-76.165414999973905	-83.020902950933277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.729542840562815	-1	3	1	3	4	4	6	9	9	12	10	11	14	16	19	23	0	3	1	3	2	3	5	7	7	8	8	9	12	12	14	0	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1
55500	-58.316417051942693	-65.171905002902065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.919723689685162	-1	4	2	3	6	4	8	12	9	12	11	11	14	16	18	22	0	3	1	3	6	3	5	11	7	11	9	9	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
56000	-64.869578959222935	-71.725066910182306	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.841480710588247	-1	4	1	1	4	4	7	11	9	12	10	12	14	16	18	23	0	3	1	1	1	3	5	11	7	11	9	11	12	13	14	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
56500	-73.972610549851780	-80.828098500811151	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.941495211309119	-1	3	1	3	6	4	9	11	7	12	12	13	13	15	18	22	0	3	1	3	2	3	9	7	6	8	8	7	9	13	13	0	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1
57000	-68.905434385743632	-75.760922336703004	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.846646412073760	-1	4	2	2	6	5	8	10	7	11	10	12	14	16	18	23	0	3	1	1	2	3	9	9	6	8	7	7	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
57500	-60.514170313226074	-67.369658264185446	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791511589307459	-1	3	1	2	5	6	10	11	8	12	10	12	15	16	19	22	0	3	1	3	2	2	9	11	6	11	9	7	12	13	14	0	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1
58000	-90.840831093465710	-97.696319044425081	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601653380274164	-1	4	3	3	5	5	10	10	8	12	10	12	15	17	20	23	0	3	1	1	1	1	2	6	2	11	9	7	12	12	14	0	1	1	1	2	5	3	3	2	1	1	1	1	2	3	1	1
58500	-68.646858152679158	-75.502346103638530	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612998956168392	-1	3	1	2	5	5	9	12	7	12	10	12	15	16	19	22	0	1	1	1	2	3	9	11	5	11	7	7	12	12	14	0	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1
59000	-53.994352894147191	-60.849840845106563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.942831310989584	0	4	2	2	5	6	9	12	8	12	11	11	14	16	19	22	0	3	1	1	2	2	9	11	6	11	7	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
59500	-65.056406330963526	-71.911894281922898	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.934020395588662	-1	4	1	2	5	4	10	11	7	12	12	12	14	16	19	20	0	3	1	3	3	3	9	7	5	7	8	7	11	13	14	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
60000	-58.763834612529322	-65.619322563488694	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.811373419596830	-1	3	1	3	5	5	9	9	7	11	11	13	14	17	19	23	0	3	1	3	2	2	9	9	5	8	9	11	12	12	14	0	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
60500	-74.133973866310924	-80.989461817270296	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.941711261242893	-2	4	2	1	6	5	9	10	7	12	12	12	14	17	19	21	0	3	1	1	2	3	9	7	2	8	8	7	12	13	14	0	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1
61000	-56.371387654953004	-63.226875605912376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.993626415072678	-1	4	1	3	6	5	10	12	8	11	10	12	14	16	18	23	0	3	1	3	2	2	9	11	2	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-66.125399006166930	-72.980886957126302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728098962182324	-1	4	2	2	5	6	10	9	7	12	10	12	14	16	18	21	0	3	1	1	3	3	9	9	5	11	8	7	12	12	14	0	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
62000	-64.398368200318288	-71.253856151277660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.882363827183312	0	3	2	2	6	5	10	12	9	11	11	13	15	17	19	23	0	1	1	1	3	3	9	11	5	9	9	7	12	13	14	0	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1
62500	-68.747809147107830	-75.603297098067202	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817578168859693	-1	3	1	2	5	5	7	11	8	12	11	13	15	16	19	23	0	1	1	3	2	3	5	7	7	8	7	8	12	13	13	0	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1
63000	-66.750639468698537	-73.606127419657909	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.798599879631494	0	2	2	3	6	4	9	12	8	11	10	11	14	15	19	22	0	1	1	2	6	2	9	11	5	11	7	9	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1
63500	-71.996128736690807	-78.851616687650179	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.908745970710855	0	4	2	2	6	3	9	10	7	11	11	11	13	16	20	20	0	1	1	1	6	1	9	9	2	8	9	7	12	13	14	0	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1
64000	-71.499609873081596	-78.355097824040968	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.865645945179496	-1	3	2	1	6	6	8	10	7	11	11	12	14	17	17	22	0	3	1	1	3	3	9	9	6	8	9	8	12	13	13	0	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1
64500	-65.975196391671489	-72.830684342630860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744085583626550	0	2	3	3	5	5	10	10	8	12	12	12	14	17	19	23	0	1	1	2	1	2	9	9	5	8	8	9	12	13	14	0	1	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1
65000	-72.646019541201198	-79.501507492160570	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759874972322717	0	4	2	3	5	5	9	11	9	11	12	12	15	17	19	22	0	3	1	1	3	3	5	9	6	7	8	8	12	13	14	0	1	1	1	2	1	2	3	1	2	2	1	1	2	1	1	1
65500	-67.078865793833018	-73.934353744792389	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.862858982391640	0	4	2	2	4	5	8	10	9	12	11	12	14	16	19	23	0	3	1	1	3	5	2	7	7	7	8	11	12	13	14	0	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1
66000	-67.115043968047246	-73.970531919006618	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.972130860884199	-2	4	2	3	5	6	7	12	9	12	10	13	15	17	19	23	0	4	1	3	2	2	5	11	7	11	7	11	12	13	13	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
66500	-80.158331224147531	-87.013819175106903	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616178118881113	-1	2	1	3	3	4	10	12	7	11	10	13	14	14	20	23	0	3	1	3	3	2	9	11	6	11	9	11	11	12	12	0	1	1	1	1	1	1	2	1	1	1	2	2	2	1	4	1
67000	-92.710022424890980	-99.565510375850351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467039197866092	-1	3	3	1	5	4	10	10	7	11	11	12	15	17	19	22	0	1	4	1	1	1	9	9	4	2	7	7	12	12	12	0	1	2	1	2	3	3	2	1	3	4	1	1	2	2	2	1
67500	-66.527128204963361	-73.382616155922733	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.788947231031879	0	4	2	2	5	6	9	11	8	11	12	12	14	16	18	22	0	3	1	1	3	2	5	7	6	9	8	8	12	13	13	0	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1
68000	-70.175202936412575	-77.030690887371946	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.817927755383344	0	3	2	1	5	6	10	11	8	12	10	13	15	16	19	23	0	3	1	1	2	5	9	11	6	11	9	9	12	12	12	0	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1
68500	-61.025771122039274	-67.881259072998645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741441840669701	-1	4	2	2	6	6	10	10	8	12	12	12	14	16	19	22	0	3	1	1	2	2	9	9	5	8	8	7	12	12	14	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
69000	-65.444218514592336	-72.299706465551708	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.939940443230963	0	3	2	2	5	6	9	10	7	11	11	12	14	16	18	23	0	3	1	1	3	2	9	7	3	8	8	8	12	13	13	0	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1
69500	-69.102296964801468	-75.957784915760840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824959329562094	0	3	2	2	5	6	8	10	8	11	12	13	15	15	18	22	0	3	1	1	2	3	6	7	6	8	8	9	12	12	12	0	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1
70000	-84.119479388583642	-90.974967339543014	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663467124123871	0	3	2	2	5	5	8	11	9	10	11	12	15	17	19	23	0	1	1	1	3	2	6	5	5	7	6	8	12	9	14	0	1	1	1	1	2	1	2	2	2	1	4	1	2	3	1	1
70500	-66.129653928601314	-72.985141879560686	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655980786837039	0	3	2	2	5	6	9	11	6	11	12	12	14	16	19	22	0	1	1	1	3	5	9	7	3	7	8	8	12	13	14	0	1	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1
71000	-71.071631181020365	-77.927119131979737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720007228877908	-1	3	2	3	4	5	9	11	8	11	11	12	13	16	19	23	0	3	1	3	2	5	9	9	2	9	7	11	12	12	13	0	1	1	1	1	1	1	1	1	3	2	1	1	1	2	3	1
71500	-76.145061954990140	-83.000549905949512	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619714410304191	0	4	2	2	6	5	10	9	7	11	12	12	14	16	20	22	0	3	1	1	2	3	9	6	2	7	7	7	12	12	14	0	1	1	1	1	1	2	2	3	1	1	1	1	2	1	2	1
72000	-55.675079364544445	-62.530567315503816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.977411247865444	-1	3	1	2	5	5	9	12	7	12	11	12	14	16	20	22	0	3	1	3	2	2	9	11	5	11	7	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
72500	-68.073179564455970	-74.928667515415341	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.934043285181465	0	4	2	3	6	5	10	10	7	11	9	12	14	17	19	20	0	3	1	3	4	2	11	11	3	8	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
73000	-73.984275194641981	-80.839763145601353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754074372338004	0	2	2	2	4	4	9	11	8	12	12	10	15	17	19	23	0	1	1	1	3	2	9	7	1	8	8	9	12	13	14	0	1	1	1	1	1	1	1	1	3	1	1	1	2	1	2	1
73500	-62.945747328914919	-69.801235279874291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703689017432445	-1	3	1	3	5	6	9	10	7	12	12	11	15	16	18	22	0	3	1	3	2	5	9	7	5	8	8	7	12	13	13	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
74000	-74.092775870717304	-80.948263821676676	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694551264742677	0	3	3	2	5	6	9	9	7	11	11	11	14	16	17	22	0	1	1	1	2	3	9	9	6	8	9	9	12	13	14	0	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1	1
74500	-80.490376080005547	-87.345864030964918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614849654206696	-2	3	2	0	4	4	10	10	8	12	11	12	13	16	20	23	0	1	1	1	2	1	9	9	6	8	8	9	12	12	12	0	1	2	2	1	1	2	1	1	2	1	1	2	1	2	3	1
75000	-72.439695891454647	-79.295183842414019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768918188194593	0	3	1	2	3	4	9	12	8	12	10	12	13	15	19	21	0	4	1	1	3	2	9	11	2	11	7	7	12	13	13	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
75500	-76.060896181757201	-82.916384132716573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831094128355536	0	3	2	1	5	5	7	12	8	12	10	11	14	16	18	22	0	3	1	1	2	1	5	11	3	11	7	9	8	13	14	0	1	1	1	1	1	2	1	1	3	1	2	1	1	2	1	1
76000	-74.657624712115108	-81.513112663074480	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728587130246280	0	3	2	1	6	4	9	10	7	11	11	12	13	16	19	23	0	1	1	1	6	1	9	7	2	8	8	8	12	11	14	0	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	1
76500	-55.348744655638100	-62.204232606597472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.956507713619302	0	2	2	2	5	6	9	11	8	12	10	12	14	17	19	23	0	1	1	1	2	5	9	11	6	11	9	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
77000	-73.858929135879421	-80.714417086838793	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631200015019444	-1	3	1	3	5	6	9	10	8	11	9	11	13	15	19	22	0	3	1	3	3	3	9	11	2	8	9	7	12	12	14	0	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1
77500	-65.806094560320005	-72.661582511279377	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.940910804021181	0	3	1	3	5	5	7	10	8	12	11	12	14	17	18	22	0	3	1	1	3	2	5	9	7	11	8	7	12	13	14	0	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1
78000	-75.160991138914028	-82.016479089873400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768178296710101	-2	3	1	0	4	6	10	11	8	12	10	12	14	16	16	23	0	3	1	1	2	5	9	9	6	8	9	9	12	13	13	0	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1
78500	-61.287075228850341	-68.142563179809713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.762341588077878	-1	3	1	3	5	6	9	9	8	11	11	12	14	17	19	21	0	3	1	3	2	5	9	9	6	8	8	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
79000	-72.879740842617082	-79.735228793576454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744144997675276	-1	3	1	2	4	5	10	10	8	11	11	10	13	16	18	23	0	3	1	1	3	3	6	9	6	7	8	9	12	12	14	0	1	1	1	2	1	2	3	1	1	1	1	1	2	3	1	1
79500	-73.618422956726988	-80.473910907686360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651110367944507	0	4	2	2	6	4	8	10	8	12	11	12	13	16	19	23	0	3	1	1	1	3	2	7	5	8	7	9	12	11	14	0	1	1	1	1	3	1	1	1	1	1	2	2	1	2	1	1
80000	-74.803001131900913	-81.658489082860285	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.622101341914040	-1	3	3	3	5	5	9	12	7	12	10	12	14	17	19	22	0	1	1	1	2	2	5	11	3	11	9	7	12	12	13	0	1	1	3	2	1	1	2	1	2	1	2	1	1	2	2	1
80500	-61.864805562519905	-68.720293513479277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.613844908123360	0	3	1	2	5	5	9	10	7	11	11	12	14	16	19	23	0	3	1	3	2	2	9	7	6	8	7	7	12	12	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
81000	-56.772276253094880	-63.627764204054252	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.851386670300058	0	3	2	2	5	6	10	10	8	11	11	12	14	17	19	21	0	1	1	1	2	2	9	9	5	8	8	7	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
81500	-67.071983540527839	-73.927471491487211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803449899171678	0	3	3	2	5	6	9	10	8	11	11	11	14	16	20	23	0	1	1	1	2	5	9	9	6	8	8	7	12	12	14	0	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1
82000	-83.234941638471241	-90.090429589430613	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599233325715431	-1	3	2	2	6	5	10	12	7	12	10	12	14	17	18	22	0	3	1	1	2	3	5	7	6	9	1	11	12	12	13	0	1	1	1	1	1	1	2	1	1	2	4	1	1	2	2	1
82500	-67.574714042583622	-74.430201993542994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.750423151587995	0	3	1	1	5	5	9	11	7	12	11	12	14	17	18	22	0	3	1	1	2	3	9	7	6	11	6	11	12	13	13	0	1	1	1	1	1	3	1	1	1	1	2	1	1	2	2	1
83000	-69.067910976943026	-75.923398927902397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.670568282309859	0	2	2	1	5	5	9	12	8	11	10	12	14	16	19	22	0	1	1	1	2	2	9	9	5	11	9	11	12	12	14	0	1	1	1	1	2	2	1	2	1	1	2	1	2	2	2	1
83500	-61.933725052410253	-68.789213003369625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.961157019833394	0	3	3	1	4	5	7	11	8	12	9	12	14	16	18	22	0	1	1	1	3	2	6	11	7	8	9	11	12	13	14	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84000	-78.992171301574132	-85.847659252533504	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803044550963354	-1	2	2	2	5	5	10	11	7	12	11	12	14	15	19	22	0	1	1	1	3	2	6	9	3	11	7	8	12	12	13	0	1	1	1	2	1	2	2	2	2	1	1	1	2	2	2	1
84500	-81.729860921836462	-88.585348872795834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799823438319522	0	4	3	2	5	5	9	10	7	12	12	12	14	16	19	21	0	1	1	1	1	1	9	5	3	8	9	9	12	13	13	0	1	2	2	1	3	1	1	3	2	1	2	2	1	1	2	1
