step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
1	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.857416769736104	-1	7	16	17	33	21	24	25	20	26	22	29	29	30	29	33	38	27	28	30	31	29	36	30	34	33	35	33	34	38	39	42	41	40	50	42	51	49	42	49	55	48	47	46	70	72	58	72	62	61	66	65	64	64	72	64	65	67	69	72	67	73	68	74	75	72	71	76	75	75	75	74	77	76	77	87	79	86	91	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-404.234133135842228	-413.284976516293568	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999762280262992	-2	10	14	15	32	20	20	28	20	26	21	29	27	25	25	32	33	27	30	24	34	30	28	27	35	36	31	33	33	33	42	41	44	37	48	42	47	50	37	42	48	41	48	43	71	73	54	72	61	62	66	58	65	68	68	67	65	70	70	63	64	63	72	70	70	65	67	75	74	74	68	73	75	65	76	88	80	88	82	0	1	2	1	15	2	2	14	2	11	3	14	7	3	3	18	13	6	20	4	12	15	3	9	27	30	20	23	14	8	42	29	26	17	42	22	44	40	23	22	36	21	31	25	49	62	36	55	38	47	52	43	49	49	66	60	62	57	49	52	52	52	62	51	74	62	66	59	54	57	61	71	67	47	65	79	69	70	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-417.772235473069259	-426.823078853520599	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999008351511924	1	8	14	12	30	23	24	24	9	28	24	25	28	24	22	33	29	26	30	28	31	26	34	28	35	33	18	37	33	36	34	41	35	41	50	28	48	45	38	44	57	43	38	49	73	71	54	68	56	64	60	63	66	64	69	63	51	69	68	74	63	76	66	70	66	71	64	74	69	77	73	77	79	77	76	87	79	84	86	0	1	9	2	11	27	4	27	1	8	27	15	7	15	4	14	22	27	22	7	18	27	22	15	14	24	2	21	22	12	20	23	36	11	32	8	34	32	36	29	57	26	10	40	59	51	40	50	44	49	41	37	38	35	41	41	42	56	49	65	41	61	35	61	49	48	41	55	67	45	47	66	45	63	49	78	75	77	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-418.357144609828140	-427.407987990279480	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976537467083360	0	11	18	16	29	20	22	21	20	24	20	27	26	33	28	34	36	23	30	25	26	23	35	28	32	31	37	32	35	24	40	41	36	41	51	34	52	45	44	51	53	43	51	46	69	63	58	72	64	59	57	63	59	66	66	61	68	52	65	70	48	65	68	70	70	67	75	75	73	74	74	72	79	73	78	88	69	86	93	0	1	2	2	21	2	4	4	2	4	2	18	3	13	11	24	10	11	7	6	6	9	19	10	8	4	15	5	7	11	15	29	22	23	34	5	42	36	31	33	32	27	34	29	53	37	35	59	47	41	41	56	41	47	41	42	52	31	58	46	42	41	46	52	62	62	45	48	66	45	64	55	65	59	63	57	49	66	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-409.602796770406087	-418.653640150857427	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991048411041094	3	9	16	13	29	22	20	24	17	29	21	28	23	26	30	31	33	31	29	32	31	30	31	30	26	25	31	30	27	38	42	38	36	34	54	43	47	47	41	50	52	52	47	43	61	59	52	71	61	60	67	59	65	65	74	62	64	65	69	71	59	60	71	70	66	67	71	74	72	71	74	73	76	79	79	86	76	87	90	0	1	4	1	8	9	2	3	4	26	3	7	7	6	7	9	7	25	6	13	14	13	25	14	11	3	11	11	26	33	33	21	21	25	43	10	36	33	20	44	37	38	36	32	52	35	32	62	47	47	61	47	46	52	58	41	46	52	46	59	42	41	53	51	61	45	53	67	52	56	49	59	70	68	57	70	53	77	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-419.742014142772632	-428.792857523223972	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999804341820368	2	6	20	15	26	17	27	24	18	17	20	29	24	33	21	33	38	26	27	32	35	31	37	29	36	35	36	26	36	35	38	41	29	41	51	43	54	49	38	49	58	48	52	43	64	61	53	75	51	60	65	62	66	55	70	65	63	65	70	70	71	72	62	75	72	65	68	71	76	74	70	75	73	74	79	85	76	88	77	0	1	4	2	11	4	9	4	4	2	10	15	3	24	4	33	29	15	15	13	12	19	22	8	13	5	15	9	20	19	18	12	13	25	7	39	40	25	26	20	47	34	32	16	46	41	42	67	44	49	50	54	35	35	51	41	35	49	66	51	66	53	49	71	49	52	45	46	58	50	58	67	53	67	68	68	60	70	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-410.172915592348488	-419.223758972799828	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992861403975783	2	9	16	14	30	18	24	23	22	22	19	28	29	32	29	27	34	23	27	32	22	28	39	32	37	27	35	35	27	37	41	40	41	33	52	46	43	50	42	48	54	48	47	44	68	73	54	72	61	55	65	66	63	63	58	65	58	67	65	71	65	71	55	77	72	69	68	74	76	74	76	61	72	77	75	83	70	82	87	0	1	2	1	11	2	10	11	4	4	6	11	7	15	26	4	14	4	10	19	3	9	16	16	29	11	10	7	6	27	27	34	25	7	36	33	14	39	34	44	40	23	30	24	63	62	43	67	55	37	47	55	50	57	44	41	38	54	55	72	72	66	36	46	56	51	53	48	52	61	66	38	67	46	58	75	61	64	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-416.320213498639987	-425.371056879091327	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979732922444632	0	8	17	16	30	24	20	24	21	25	19	31	24	31	21	34	38	26	18	31	28	29	22	30	38	29	38	29	36	40	36	45	38	41	50	37	48	49	41	46	58	51	47	48	62	71	59	68	63	55	65	66	62	66	70	67	62	67	71	75	69	74	61	70	77	61	70	78	69	78	65	72	74	66	73	89	79	83	82	0	1	2	2	15	7	2	7	3	19	2	10	3	10	4	14	22	23	1	23	3	6	4	19	31	8	8	6	18	5	13	27	22	36	34	12	27	17	31	25	42	43	34	29	42	74	43	63	35	38	63	45	50	63	51	47	41	35	51	67	57	69	42	48	58	25	53	46	53	73	41	48	56	37	54	63	55	64	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-415.029461538043847	-424.080304918495187	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995169512903048	2	7	17	14	32	24	27	25	23	20	20	30	27	31	28	36	31	25	28	32	34	28	37	34	31	34	37	35	38	37	34	45	41	29	46	41	51	43	36	52	54	46	47	33	64	58	59	75	56	62	61	60	65	58	69	63	64	63	60	76	69	72	64	70	68	69	75	74	74	75	75	74	78	79	75	79	67	81	86	0	1	4	2	19	10	10	4	4	4	4	9	11	7	11	20	19	4	10	13	19	6	18	9	22	7	24	17	39	26	7	30	24	6	33	31	27	39	15	35	36	29	29	15	51	40	41	61	32	37	42	49	52	37	41	47	54	59	33	49	50	51	54	53	56	59	65	63	50	77	66	52	64	68	55	69	58	65	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-428.244383117612415	-437.295226498063755	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990172393630228	2	8	11	14	24	23	19	20	17	27	23	30	30	20	26	25	34	27	27	33	27	25	39	25	31	35	34	17	35	20	41	41	42	40	52	43	50	47	44	45	51	48	49	44	55	72	57	73	61	55	68	64	67	62	66	58	59	64	67	76	65	65	70	70	75	71	76	69	75	75	69	70	76	78	74	79	78	72	95	0	1	1	2	28	28	9	28	2	11	30	22	6	4	5	8	30	8	5	11	8	7	19	7	18	13	18	1	12	4	19	26	20	26	36	24	42	36	25	29	38	27	40	29	44	53	35	57	35	41	62	38	47	47	45	35	43	45	35	52	49	49	47	62	72	58	78	61	48	66	57	55	64	63	54	70	78	62	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
