step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-429.882949790801831	-438.933793171253171	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987182729050980	-3	6	18	16	33	22	23	26	20	27	12	27	29	27	14	34	36	30	20	21	24	31	28	22	31	35	38	31	38	36	36	42	44	43	47	38	44	49	43	40	55	50	42	43	63	68	55	66	57	54	68	62	59	59	70	51	64	67	69	74	70	70	58	75	76	72	71	68	74	74	74	56	79	71	80	79	76	84	82	0	1	11	2	10	4	3	19	15	20	2	20	20	3	11	4	18	7	4	4	11	20	7	15	9	6	16	4	10	12	10	14	31	23	43	21	40	36	17	16	33	36	30	17	41	57	35	53	43	39	52	41	38	38	45	38	35	53	56	59	57	45	56	58	58	68	50	47	72	48	48	35	70	53	51	74	67	65	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-409.696344692821015	-418.747188073272355	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995915727349185	0	8	15	13	31	18	23	27	21	28	21	29	30	24	31	21	39	15	26	33	31	25	36	33	37	29	34	28	33	35	38	38	40	39	48	33	54	48	43	46	56	53	48	49	70	73	62	67	62	57	57	66	57	55	72	53	61	70	66	73	69	66	66	76	70	72	66	78	63	73	74	68	78	73	80	81	70	83	85	0	1	2	2	22	4	18	6	18	22	4	18	16	18	22	3	8	2	6	22	22	11	21	10	15	14	21	19	7	12	5	16	24	29	33	26	44	17	32	17	35	35	31	15	47	63	51	69	37	38	56	51	40	43	72	40	37	67	50	58	57	56	47	48	49	52	49	61	54	41	69	57	67	67	55	74	67	62	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-406.422387789462221	-415.473231169913561	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990589356337284	1	9	16	17	29	17	27	23	23	21	25	32	26	33	15	20	37	29	24	29	30	29	32	30	33	27	28	24	33	37	37	44	33	40	43	41	50	52	44	49	58	47	48	46	71	72	54	69	66	60	66	64	63	64	67	66	63	66	66	67	61	75	67	74	73	69	68	77	68	75	72	65	78	75	74	83	80	86	91	0	1	2	2	10	2	9	15	16	3	10	26	28	18	2	15	24	10	15	16	11	13	5	8	15	16	4	10	13	27	12	29	22	13	18	17	32	32	27	36	43	34	34	18	61	72	43	57	41	38	53	44	47	34	72	61	43	61	61	61	38	69	50	63	61	72	57	67	57	66	59	57	46	56	48	45	62	77	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-414.921493583287315	-423.972336963738655	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998912587946485	-2	8	17	12	32	23	23	23	16	27	12	31	19	25	27	21	37	15	19	30	34	28	37	32	31	34	38	33	25	36	35	42	45	42	44	41	52	51	42	50	55	52	40	49	71	68	58	59	56	53	61	56	66	65	71	63	66	64	65	61	58	72	71	75	78	68	70	80	67	76	66	68	75	74	76	83	72	80	90	0	1	2	2	13	13	3	19	11	19	2	10	2	13	14	9	31	4	4	9	15	2	14	15	10	6	24	15	7	20	22	31	30	12	27	31	39	36	30	39	33	32	26	34	54	60	42	41	33	33	52	50	42	52	53	49	52	48	61	44	42	69	66	46	45	60	56	69	56	67	51	51	55	67	57	68	56	62	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-424.876192515202263	-433.927035895653603	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988583050851552	1	5	17	21	34	25	28	26	21	27	7	27	29	26	25	32	34	28	31	21	33	28	39	30	38	33	35	35	31	42	37	41	38	42	44	44	46	49	41	52	55	45	41	47	73	71	57	64	64	51	68	56	62	57	69	64	67	63	71	62	57	70	66	64	74	73	74	77	76	77	71	76	72	76	66	85	76	85	94	0	1	11	3	12	4	3	20	11	15	1	20	14	9	11	20	18	4	12	2	24	15	27	3	19	12	10	7	24	21	8	28	16	31	13	27	30	23	26	5	38	43	16	16	51	58	44	23	47	32	53	40	54	40	53	54	58	47	57	50	40	53	60	61	41	51	57	62	75	65	53	55	48	71	53	51	45	62	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-427.218712371293009	-436.269555751744349	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981792349620077	0	9	16	13	34	20	27	23	15	28	21	30	24	32	19	33	39	26	28	30	28	29	33	28	25	31	23	30	32	25	39	37	43	32	52	34	49	40	40	45	55	48	46	50	74	67	60	55	65	59	59	54	67	54	74	63	65	66	70	67	67	74	69	68	73	69	69	71	62	74	74	68	71	70	72	81	74	85	93	0	1	4	1	15	2	27	6	1	8	4	9	9	11	4	21	28	15	11	25	11	8	26	8	3	25	15	25	22	9	5	34	17	13	43	24	31	24	26	28	17	31	36	36	59	69	35	44	52	54	44	35	69	17	53	50	43	56	46	50	49	46	48	58	66	50	58	46	41	72	68	50	53	56	64	59	74	76	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-400.535694165428822	-409.586537545880162	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991649141829365	0	8	12	18	36	25	23	23	15	29	17	30	27	31	30	37	40	23	26	23	28	25	35	25	31	35	33	36	35	32	39	42	39	39	44	40	53	48	41	46	58	44	44	47	69	74	56	73	59	63	69	61	63	57	65	64	69	62	70	69	68	75	68	72	69	74	71	72	78	76	68	75	69	71	78	80	73	76	86	0	1	1	2	12	4	2	9	3	20	2	11	7	6	4	7	5	3	9	3	6	11	13	11	20	13	21	14	14	10	30	5	10	15	5	26	32	42	30	15	37	16	17	32	53	71	44	63	44	54	58	41	41	40	49	49	55	49	58	50	50	59	53	52	53	71	47	56	60	65	52	51	54	60	67	63	53	61	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-403.777968487203168	-412.828811867654508	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991287902370699	-3	4	12	16	32	23	26	25	17	18	5	29	27	33	28	35	34	20	28	25	33	25	34	32	32	20	34	34	37	33	40	41	39	40	52	40	52	43	38	50	57	48	45	45	62	73	60	73	53	61	62	61	62	66	75	65	68	62	66	71	64	72	66	73	66	70	70	77	75	72	75	74	77	77	80	83	81	75	85	0	1	2	3	6	3	10	9	2	3	1	20	18	15	3	15	12	3	20	10	12	3	13	22	15	9	13	8	12	8	25	21	14	27	42	21	42	39	24	33	34	39	32	12	49	50	49	57	43	41	40	35	42	50	61	53	45	40	53	37	51	47	53	58	45	59	47	60	61	65	54	65	67	70	68	74	67	57	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-409.540080663562946	-418.590924044014287	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993945484437881	-2	9	16	20	29	21	24	27	16	26	20	22	29	30	29	36	39	30	23	25	28	26	35	29	33	31	31	36	33	40	41	41	45	40	46	42	51	45	37	49	58	41	47	47	68	64	55	68	55	62	64	66	57	59	65	62	67	66	64	70	69	70	66	73	76	73	69	71	73	75	67	77	63	78	75	82	75	88	84	0	1	2	3	2	9	11	9	2	4	2	3	7	19	20	4	27	20	4	9	12	2	18	6	20	21	21	18	15	29	25	23	23	25	39	27	44	30	20	14	37	20	42	28	50	49	35	44	35	54	54	47	40	35	54	54	50	53	49	73	46	56	56	48	45	56	58	63	55	57	54	53	47	62	73	62	71	76	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-436.835951677662138	-445.886795058113478	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986046081966835	1	7	14	16	25	17	21	25	17	25	26	32	33	28	28	25	40	23	26	31	22	33	26	29	30	25	32	34	30	36	30	36	33	38	43	29	45	50	37	48	56	41	48	47	71	71	58	56	55	58	66	62	65	68	73	48	61	67	68	62	55	75	59	69	65	70	72	77	66	73	72	72	73	76	67	79	76	83	91	0	1	2	2	4	2	9	4	3	4	7	19	16	16	10	4	22	6	9	9	9	7	7	9	16	6	23	29	14	27	5	4	20	14	33	18	25	34	25	28	40	27	23	17	69	52	37	44	35	38	63	40	50	60	65	37	49	57	47	48	40	45	37	41	63	52	53	54	63	45	51	48	65	45	41	69	70	55	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
