step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-513.863355152396252	-522.914198532847649	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.671601242294848	2	0	1	1	2	1	3	3	3	8	4	8	3	5	4	3	4	4	4	4	5	9	5	4	7	4	6	5	6	7	8	5	5	6	6	6	6	10	7	7	7	11	7	7	6	6	7	9	7	9	8	7	9	7	7	9	14	8	9	7	9	8	8	13	10	10	10	9	12	10	10	13	11	10	11	11	13	15	14	13	13	15	16	17	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-246.520489290090552	-255.571332670541892	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982038285982144	3	0	1	1	3	1	4	2	4	8	4	7	3	6	4	2	3	3	4	5	5	9	4	5	5	5	7	4	7	8	7	5	6	7	7	7	7	11	8	8	6	11	8	8	5	6	5	8	8	8	6	6	7	5	7	8	13	8	10	7	10	9	8	11	10	10	10	10	13	9	11	13	12	7	10	8	9	12	12	9	14	16	14	14	16	0	2	2	4	2	16	6	3	46	2	45	6	11	3	2	8	4	16	17	13	36	13	13	23	8	11	8	41	41	20	13	26	9	46	51	23	35	21	46	54	45	16	53	18	11	1	46	41	52	11	18	9	18	24	35	73	24	76	19	49	55	41	52	45	58	44	32	71	36	40	59	49	5	35	36	12	67	61	43	69	72	80	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-278.527000970765073	-287.577844351216413	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999299530726043	2	-1	2	1	0	2	4	3	1	6	3	4	4	5	4	0	4	4	3	3	6	9	5	5	5	2	5	5	5	7	9	6	5	7	3	6	6	9	8	7	6	11	8	7	6	4	4	8	8	8	9	6	8	6	7	6	13	8	10	8	9	7	9	13	8	6	7	3	2	9	10	14	10	7	9	11	10	6	15	13	10	16	8	15	4	0	4	2	2	4	1	16	2	27	16	26	19	17	26	2	20	19	9	3	7	78	1	68	11	4	26	8	19	46	41	13	35	78	6	25	24	44	40	8	35	56	52	41	46	1	9	37	26	10	49	28	19	7	21	12	73	78	48	37	53	7	65	75	32	28	20	1	5	49	51	77	62	25	39	53	63	13	64	39	20	75	18	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-243.817522621353078	-252.868366001804418	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980232099377604	1	-1	1	2	3	0	0	4	3	9	3	8	3	6	2	4	5	1	3	4	6	9	5	4	6	5	6	4	6	7	8	5	6	6	4	6	5	10	7	7	7	11	3	8	6	7	6	9	8	6	8	6	7	7	8	8	13	4	4	7	8	8	7	14	10	9	10	8	11	8	9	12	12	11	11	10	13	14	10	13	12	13	16	15	7	0	2	1	4	2	2	6	4	60	6	52	3	35	18	19	28	2	18	13	8	28	11	43	19	16	16	7	15	26	47	59	9	16	19	59	19	36	21	20	27	44	3	33	59	26	17	51	34	43	32	59	23	37	26	47	75	13	13	34	25	59	45	75	49	45	60	39	27	27	36	75	79	49	30	61	42	72	12	66	46	69	84	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-241.889710359072296	-250.940553739523637	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994644352209451	1	-1	1	2	2	1	3	3	3	9	5	9	4	6	5	4	5	4	3	4	5	8	4	5	5	4	7	5	6	6	9	6	6	6	6	7	7	8	7	7	6	12	7	8	6	6	3	10	7	9	5	8	10	6	5	6	6	7	8	8	9	5	9	13	9	10	11	8	9	9	11	14	11	5	12	12	13	13	12	10	12	14	16	17	2	0	2	2	1	2	2	5	6	51	7	37	6	16	47	19	8	6	6	7	13	45	9	18	8	4	57	8	25	16	49	8	11	13	20	56	24	32	54	23	16	22	21	41	74	25	5	69	74	39	18	43	39	28	4	18	16	25	37	62	54	47	17	76	23	59	12	43	32	11	48	75	61	23	10	65	75	42	53	22	37	73	75	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-252.113668334550027	-261.164511715001368	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981201547166661	3	-1	1	2	3	2	3	4	0	7	4	8	1	5	2	4	5	5	3	4	6	9	6	5	5	5	6	6	5	7	9	4	6	5	5	6	7	11	5	7	6	11	7	7	6	6	6	9	8	9	8	5	10	8	8	4	13	9	10	7	8	9	8	14	10	10	9	9	12	8	10	10	3	10	10	9	13	14	13	14	12	14	11	17	9	0	2	9	6	13	6	1	2	17	5	26	9	8	13	1	32	16	6	5	73	60	39	13	7	73	7	35	5	52	45	15	39	3	73	11	33	10	1	18	18	53	27	39	39	15	24	33	37	61	52	56	22	33	36	15	67	60	50	14	27	30	20	37	73	28	33	52	59	45	28	25	6	63	62	33	66	42	65	57	31	77	54	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-243.024638985907785	-252.075482366359125	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997024812136166	2	0	2	2	3	1	1	2	3	9	5	7	3	6	4	4	5	5	3	4	3	9	4	4	8	4	6	5	4	8	8	6	4	4	4	7	7	11	7	7	8	11	7	8	6	6	6	7	7	9	6	8	10	8	8	8	12	8	7	6	9	8	9	13	8	10	9	9	12	8	9	10	10	6	11	11	13	15	14	10	14	14	16	7	2	0	2	7	6	2	2	7	6	62	35	15	7	19	5	2	34	35	4	5	1	18	1	8	27	4	29	24	7	12	45	35	3	1	8	60	45	53	51	51	51	53	5	34	20	18	21	11	8	84	35	37	41	35	26	51	12	49	17	8	65	48	30	80	16	44	37	56	66	24	23	55	37	33	27	70	76	79	64	43	69	69	78	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-252.598618904205296	-261.649462284656636	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994138268402592	3	0	2	2	3	2	3	4	4	6	3	8	4	5	5	3	3	5	4	5	6	8	6	4	7	5	4	6	6	6	7	6	5	4	6	6	4	11	5	8	8	10	7	8	3	7	7	6	7	8	8	7	8	6	7	9	14	6	8	6	7	7	7	13	11	8	10	8	12	11	7	10	10	6	11	9	9	15	9	13	12	12	12	11	3	0	2	2	6	2	6	6	6	39	2	52	6	17	13	4	3	11	4	7	7	34	33	16	18	27	3	17	8	34	24	9	13	17	15	18	11	22	19	61	39	46	32	58	2	18	15	33	33	62	54	37	23	34	60	68	69	37	43	37	6	9	21	56	74	25	51	24	70	42	8	21	35	6	42	71	71	81	66	82	79	72	73	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-251.788562190664379	-260.839405571115719	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.947240247624864	2	-1	2	1	2	0	3	3	4	9	4	7	4	5	0	4	5	3	4	4	5	9	6	2	7	5	6	6	6	5	8	6	5	4	7	6	7	9	8	8	7	9	7	8	7	7	7	9	8	9	6	7	8	7	6	9	14	7	6	6	10	6	8	10	9	7	8	9	11	10	10	13	12	11	11	11	13	16	14	12	13	14	16	8	4	0	2	2	2	2	4	24	3	46	1	29	18	5	2	24	4	24	3	18	20	15	9	4	36	3	13	30	26	8	26	11	3	5	13	1	60	29	51	58	9	55	60	34	55	60	13	12	25	47	11	27	28	9	34	29	81	62	9	30	50	19	29	8	32	59	41	32	38	65	52	70	42	61	70	38	44	57	80	45	22	80	48	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-251.374548411257820	-260.425391791709160	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996109022130257	1	-2	-1	2	2	0	2	3	3	9	5	9	4	6	4	3	5	4	4	4	6	10	4	2	8	4	7	3	7	7	6	6	6	6	6	5	7	10	5	5	6	10	8	8	7	7	8	10	4	8	9	7	10	5	7	10	14	9	10	6	7	8	8	7	9	8	9	4	12	5	11	14	11	9	12	12	13	15	15	12	14	16	14	17	3	0	2	3	1	2	6	1	7	31	13	14	5	23	16	5	49	5	2	4	40	62	4	3	35	5	11	7	68	9	36	40	28	68	20	8	14	47	24	28	26	50	9	52	15	32	33	47	24	70	63	36	52	4	49	58	76	45	32	70	70	29	60	14	43	29	31	9	27	4	63	59	67	33	22	65	73	69	71	46	69	74	74	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
