"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"b9d5b8bb84","zuper",85,0.795180722891566,0.751339285714286,3.00926470588235,NA,1,1,0.0111275678094918
