step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12
5500	-47.383274232287583	-45.961166377792821	-1.422107854494761	0.000011164684220	0.000009853705998	0.882578118936970	0.979390664558161	0	3	2	5	6	8	9	11	13	14	19	18	0	3	1	2	3	5	6	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	2
6000	-52.971419947702849	-51.549302630099973	-1.422117317602874	0.000015237200884	0.000005604747744	0.367833159569350	0.623878122165353	-1	3	1	5	6	9	9	12	14	16	20	17	0	3	1	2	4	3	4	7	8	8	9	10	1	1	1	1	1	3	2	2	1	2	3	1
6500	-50.783478635663442	-49.406956545523009	-1.376522090140434	0.000012935441950	0.000009197217873	0.711009172217179	0.837262156883778	0	3	2	5	7	7	10	12	13	16	20	17	0	3	1	2	3	4	6	5	8	8	12	10	1	1	1	1	2	1	1	2	1	2	1	1
7000	-40.472669807598614	-39.109954102947711	-1.362715704650903	0.000009720362141	0.000005129460893	0.527702653374151	0.981149110241888	0	3	1	5	7	8	9	11	13	15	20	18	0	3	1	2	4	5	6	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
7500	-53.068308703611130	-51.419558279429552	-1.648750424181577	0.000020763057613	0.000004581958556	0.220678410721301	0.893798548827625	-2	2	0	5	7	8	9	12	14	16	20	17	0	3	1	2	2	4	5	7	8	9	10	10	1	1	1	2	3	1	1	1	1	1	2	1
8000	-51.918862416022755	-50.421037003717920	-1.497825412304835	0.000055049360276	0.000016304376348	0.296177399081224	0.798523234367503	0	3	2	5	6	9	10	13	13	15	17	17	0	3	1	2	3	4	6	6	7	9	10	8	1	1	1	1	2	2	1	2	1	1	1	2
8500	-56.392267017180139	-54.964408819346268	-1.427858197833869	0.000042918045193	0.000015473487561	0.360535702200094	0.613482210319012	1	3	2	6	4	8	9	12	11	16	21	17	0	3	1	5	3	2	6	7	7	9	7	10	1	1	1	1	1	2	1	1	1	2	6	1
9000	-57.547149970901991	-56.142808802751823	-1.404341168150171	0.000037544010234	0.000030930704840	0.823851917971111	0.620750234198005	0	3	2	5	7	7	8	10	12	15	19	17	0	3	1	2	2	2	5	7	8	9	7	10	1	1	1	1	2	1	1	1	1	1	6	1
9500	-38.623130600472102	-35.808344101497404	-2.814786498974698	0.000067303950668	0.000004550080739	0.067604957719030	0.980394225885944	0	2	3	4	6	8	9	12	13	15	19	17	0	1	2	2	4	5	6	6	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
10000	-45.160217066571221	-43.450270946965709	-1.709946119605515	0.000077918538584	0.000015621737481	0.200488070815520	0.966372374708189	1	2	3	5	6	8	9	12	13	16	21	18	0	1	2	3	4	5	5	7	8	8	12	10	1	1	1	1	1	1	1	2	1	1	1	1
10500	-42.527311165623537	-41.165682033735202	-1.361629131888334	0.000013352316943	0.000007237546578	0.542044246643493	0.966618368835391	-1	3	1	5	6	8	10	12	13	15	21	17	0	3	1	2	2	4	6	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
11000	-38.043866006078900	-36.682703433084704	-1.361162572994197	0.000047362194367	0.000026132702079	0.551762907703638	0.935336218586292	1	3	2	5	6	9	10	12	13	15	20	17	0	3	1	2	4	5	6	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
11500	-42.251206595786790	-39.784139595033551	-2.467067000753238	0.000034651100067	0.000003075700873	0.088761997944528	0.684269812799038	1	3	2	5	6	8	9	12	13	15	20	17	0	3	1	3	2	5	5	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	2	1
12000	-47.530721363615420	-45.774960511718319	-1.755760851897100	0.000027912677629	0.000005236518463	0.187603587596069	0.889619604723390	0	3	2	5	6	8	9	10	12	16	20	17	0	3	1	2	2	5	4	6	8	8	12	10	1	1	1	1	1	1	2	1	1	2	1	1
12500	-48.273463596279079	-46.372139858678210	-1.901323737600872	0.000055878182968	0.000008680200950	0.155341503404813	0.749789434499324	0	3	2	5	5	7	9	13	14	15	19	16	0	3	1	2	2	4	6	7	7	8	12	8	1	1	1	1	1	1	1	2	2	1	1	2
13000	-56.253159819243173	-54.711066150143481	-1.542093669099692	0.000049850695254	0.000013381976058	0.268441111806980	0.719759648800077	0	3	1	5	7	8	8	13	13	16	19	17	0	3	1	3	3	5	4	7	7	9	12	10	1	1	1	2	2	1	2	2	3	2	1	1
13500	-55.955920648451219	-54.556832401870864	-1.399088246580357	0.000027932470409	0.000022489546266	0.805139894038377	0.898215199867289	-1	3	2	6	6	8	9	12	13	16	19	17	0	3	1	3	2	5	6	7	8	9	10	8	1	1	1	3	1	1	1	1	1	1	1	2
14000	-50.026988112070619	-47.222471172743838	-2.804516939326784	0.000062290939338	0.000004243053681	0.068116707284178	0.667535098446373	0	3	2	3	6	8	10	12	13	15	20	17	0	3	1	3	4	4	6	7	8	8	12	10	1	1	1	1	2	2	2	1	1	1	1	1
14500	-53.109577229735862	-51.741762613319764	-1.367814616416100	0.000017146659420	0.000008428223631	0.491537355717482	0.972998262174400	0	3	2	4	5	7	10	12	11	15	20	17	0	3	1	3	2	5	4	9	7	9	12	10	1	1	1	1	1	1	3	1	1	2	1	1
15000	-51.114853622946256	-48.860489029214527	-2.254364593731729	0.000060548030185	0.000006487793884	0.107151196566953	0.884935807339881	-1	2	1	4	6	8	10	13	12	15	18	17	0	3	1	2	4	5	6	9	7	8	10	10	1	1	1	1	2	1	1	1	1	1	1	2
15500	-63.143121361649037	-61.765054179137124	-1.378067182511916	0.000043013047870	0.000019432105523	0.451772345486098	0.701221158995809	0	3	2	4	6	8	9	11	13	15	19	17	0	3	1	3	4	4	5	5	7	7	9	8	1	1	1	1	1	1	1	3	2	2	3	4
16000	-47.953769011781020	-45.425218514227254	-2.528550497553769	0.000029934994267	0.000002525050759	0.084351135551224	0.918156578853793	0	3	2	5	5	8	8	10	13	14	20	17	0	3	1	2	2	5	5	6	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	2
16500	-62.508597824753956	-61.025438047089303	-1.483159777664656	0.000030577769668	0.000009388543070	0.307038190565197	0.565719037242983	0	2	3	4	5	8	10	12	13	16	20	17	0	1	2	3	3	4	5	5	5	8	8	10	1	1	1	1	1	2	2	4	5	2	4	1
17000	-44.304050974076191	-42.564777460858721	-1.739273513217467	0.000030634977908	0.000005883517164	0.192052273760280	0.836272579249239	1	2	3	5	7	7	9	12	13	14	20	17	0	1	2	3	4	3	6	7	8	8	12	10	1	1	1	1	1	2	1	2	1	1	1	2
17500	-62.961324019589590	-60.639702323785649	-2.321621695803942	0.000041915676474	0.000004222371428	0.100734898799886	0.482781271973046	-1	1	2	5	7	8	8	11	13	15	19	16	0	1	2	3	2	5	5	5	8	9	9	10	1	2	1	2	3	1	1	1	1	2	2	1
18000	-58.691696376959094	-57.088774681992732	-1.602921694966364	0.000051844646428	0.000012378540012	0.238762164747684	0.644917118597763	0	1	3	6	4	8	8	12	13	15	20	17	0	1	2	5	3	4	5	5	4	9	12	10	1	1	1	1	1	2	2	4	3	1	2	1
18500	-55.901437295721038	-53.390102258850334	-2.511335036870708	0.000050211996779	0.000004295726176	0.085551789446401	0.637801365642526	0	1	3	3	6	8	10	12	13	15	20	17	0	1	2	2	3	5	5	5	8	9	12	10	1	1	1	1	1	1	2	3	1	2	1	2
19000	-54.464894212416105	-52.870053234522238	-1.594840977893866	0.000056446204225	0.000013675969318	0.242283241288888	0.699675631996931	0	1	3	6	6	8	10	12	12	15	20	17	0	1	2	2	2	4	6	5	7	9	12	10	1	1	1	2	4	1	1	3	1	2	1	1
19500	-52.958592734093159	-50.522500230643253	-2.436092503449909	0.000081337276460	0.000007411424324	0.091119651982752	0.944039161306391	1	2	3	6	5	7	10	12	13	15	20	16	0	1	2	3	3	5	6	6	7	8	10	10	1	1	1	1	1	1	1	2	2	1	2	1
20000	-58.393815195599487	-56.282607227219223	-2.111207968380262	0.000069382687923	0.000008549071724	0.123216208252657	0.561145012259769	1	2	3	5	5	7	9	12	13	15	19	17	0	1	2	2	1	5	6	7	2	6	12	9	1	1	1	1	1	1	1	1	5	4	1	2
20500	-42.019607635762384	-40.368767968368125	-1.650839667394258	0.000033297754351	0.000007322895967	0.219921616631168	0.940523467028326	1	3	2	6	6	8	9	12	10	15	19	17	0	3	1	2	2	4	6	9	7	8	12	10	1	1	1	1	1	1	1	1	1	1	1	1
21000	-42.059388416613992	-40.591502579369966	-1.467885837244027	0.000017809738394	0.000005690786739	0.319532303811526	0.924083148851181	1	3	2	6	7	8	9	12	13	15	20	17	0	3	1	2	4	4	4	7	8	9	12	10	1	1	1	2	1	1	1	1	1	1	1	1
21500	-40.099674286586094	-38.724892774525557	-1.374781512060537	0.000047652392525	0.000033455617803	0.702076349807398	0.988965852572784	0	3	2	5	6	8	9	11	13	15	18	17	0	3	1	2	2	5	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	1	1
22000	-39.015476343391633	-37.554586199310165	-1.460890144081465	0.000033368639889	0.000033258014833	0.996684759822393	0.936427784807176	1	3	2	6	7	8	9	11	13	15	20	17	0	3	1	2	4	4	5	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
22500	-51.446237430898009	-49.450780044123157	-1.995457386774849	0.000050573172957	0.000007047398014	0.139350521279745	0.739854480177178	0	3	2	5	6	9	8	11	13	15	19	17	0	3	1	2	2	7	5	6	7	7	12	10	1	1	1	1	2	1	1	1	3	4	1	1
23000	-45.443528171094187	-43.355582499211913	-2.087945671882275	0.000060453907470	0.000007629249209	0.126199439018616	0.729202734792525	0	3	2	5	6	8	9	12	13	15	19	17	0	3	1	2	4	5	3	7	7	8	12	10	1	1	1	1	1	1	2	1	2	1	1	1
23500	-52.053891156363406	-50.496884480367314	-1.557006675996092	0.000015796101506	0.000004113568438	0.260416688034952	0.768644723199719	-1	2	3	5	6	7	10	12	12	15	20	17	0	1	2	3	2	5	5	6	7	8	12	10	1	1	1	1	2	1	2	2	1	2	1	1
24000	-41.461804150349792	-39.562558283571597	-1.899245866778192	0.000069044485105	0.000010752327357	0.155730430030052	0.977240794198308	0	2	3	4	6	8	10	12	13	15	17	16	0	1	2	2	4	5	6	7	8	8	10	10	1	1	1	1	1	1	1	1	1	1	1	1
24500	-55.946736581069437	-54.455588918426862	-1.491147662642573	0.000020240263400	0.000006092285285	0.300998320255764	0.521931785215367	1	3	2	6	5	8	10	12	13	15	20	17	0	3	1	2	3	4	6	7	6	7	12	10	1	1	1	1	1	1	1	2	3	3	1	1
25000	-49.259298434584515	-47.492410305040188	-1.766888129544329	0.000034671595554	0.000006404206278	0.184710457541141	0.723439840697576	0	2	3	5	6	9	9	13	11	15	20	18	0	1	2	3	3	5	4	9	7	6	12	10	1	1	1	1	1	2	2	1	1	3	1	1
25500	-52.377458632371031	-50.959181439652411	-1.418277192718621	0.000024232424232	0.000009038546164	0.372993889401887	0.783362819705775	1	2	3	5	5	6	10	12	14	15	17	17	0	1	2	3	3	2	6	7	8	8	9	10	1	1	1	1	1	2	2	2	1	1	1	1
26000	-41.507491338772304	-39.421641025503405	-2.085850313268898	0.000050672772016	0.000006408789966	0.126474035490516	0.994700489035295	0	2	3	5	7	8	10	12	14	15	17	17	0	1	2	2	4	4	5	7	8	9	10	10	1	1	1	1	1	1	1	1	1	1	1	1
26500	-59.917190318826016	-58.405257266752642	-1.511933052073377	0.000050588024033	0.000014498622757	0.286601879290695	0.639730246259367	-1	3	1	5	7	9	9	13	13	15	18	14	0	3	1	2	2	4	5	6	7	12	12	9	1	1	1	1	2	1	1	1	2	1	2	1
27000	-48.825790573329449	-47.460123753354623	-1.365666819974829	0.000040048933551	0.000020179862684	0.503880150965581	0.903369607967303	1	3	2	6	6	7	8	12	11	15	20	17	0	3	1	3	3	4	6	9	7	8	12	10	1	1	1	2	1	1	1	1	1	1	1	1
27500	-40.314753028090401	-38.512670677115402	-1.802082350974996	0.000037672143761	0.000006633630130	0.176088469292436	0.892483838327713	0	3	2	5	6	7	9	12	14	15	19	17	0	3	1	2	4	5	6	7	8	9	12	10	1	1	1	1	1	1	1	2	1	1	1	1
28000	-45.794637465533171	-44.399403921423847	-1.395233544109325	0.000018220980047	0.000007479715811	0.410500192176786	0.734823400071402	0	3	2	5	6	7	9	12	13	15	19	17	0	3	1	2	2	4	6	7	8	9	10	10	1	1	1	1	2	1	1	1	1	1	3	1
28500	-67.221850613346263	-65.832823000242328	-1.389027613103936	0.000022527101388	0.000017271437175	0.766695940022533	0.693148292117073	0	3	2	5	4	8	8	12	13	16	19	18	0	3	1	2	3	4	5	7	7	9	10	8	1	1	2	1	2	2	3	2	2	2	1	2
29000	-55.488504013864912	-54.114934936113237	-1.373569077751672	0.000031269780332	0.000021750990548	0.695591408618333	0.843734559190384	0	2	1	6	6	9	7	12	13	15	19	17	0	3	1	3	3	5	4	6	8	8	12	10	1	1	1	2	1	2	1	1	1	2	1	1
29500	-48.002333581115899	-46.623173477378856	-1.379160103737042	0.000060679490842	0.000043922549662	0.723845059545348	0.815849199272621	0	2	3	5	6	7	9	11	13	15	20	17	0	1	2	3	3	4	5	7	8	9	12	10	1	1	1	2	1	1	2	1	1	1	2	1
30000	-51.900555769728506	-50.442558783775254	-1.457996985953253	0.000022101646251	0.000021849712715	0.988601141632716	0.794946833202065	0	3	2	6	6	7	8	13	14	15	20	18	0	3	1	2	3	5	5	7	8	9	12	10	1	1	1	2	2	1	1	2	1	1	1	2
30500	-54.856396850383256	-53.083176974032206	-1.773219876351050	0.000039762244807	0.000007280528009	0.183101533730139	0.658138419129820	0	3	2	5	5	8	10	11	13	16	20	18	0	3	1	3	2	5	4	4	7	9	12	10	1	1	2	2	1	1	2	3	1	1	1	1
31000	-48.590196492623924	-47.186797176991419	-1.403399315632502	0.000038565488122	0.000031645008188	0.820552512855595	0.823992777431317	1	2	3	5	6	8	9	13	12	15	20	17	0	1	2	2	3	5	6	9	6	8	12	8	1	1	1	1	1	1	1	1	2	1	1	2
31500	-41.831393143971091	-40.369530619254540	-1.461862524716553	0.000022825467025	0.000007414867503	0.324850637027854	0.804355221320790	1	2	3	5	6	8	10	13	12	15	20	17	0	1	2	3	4	4	6	9	7	9	12	10	1	1	1	1	1	1	1	1	1	1	2	1
32000	-38.704962876869033	-37.285061240301168	-1.419901636567866	0.000057103142580	0.000021172793518	0.370781581560622	0.997061211465726	1	2	3	6	7	8	9	12	14	15	20	17	0	1	2	3	4	4	6	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
32500	-49.399066520390456	-46.206335086070581	-3.192731434319877	0.000050236655552	0.000002615913732	0.052071812972510	0.689069033076488	0	1	2	6	6	8	8	11	13	15	20	18	0	1	2	3	3	4	4	7	8	9	12	10	1	1	1	2	2	1	1	1	1	2	1	2
33000	-60.706151944237249	-57.327922797877889	-3.378229146359363	0.000049356562533	0.000002283526859	0.046265921722956	0.520961219899893	0	2	1	6	7	8	10	13	13	16	20	17	0	3	1	2	2	3	5	6	7	9	12	9	1	1	1	1	3	4	1	3	2	1	1	2
33500	-47.246832451303490	-45.804029898208668	-1.442802553094825	0.000026079754857	0.000024650066398	0.945180141959671	0.780000998633080	1	3	2	5	5	7	10	12	13	15	20	17	0	3	1	3	2	2	5	7	8	9	12	10	1	1	1	2	1	1	2	1	1	1	1	1
34000	-45.177876734754484	-43.814025693937062	-1.363851040817426	0.000026345092608	0.000016542155917	0.627902743146184	0.875267945149739	1	3	2	6	7	9	9	12	14	15	19	17	0	3	1	2	4	5	5	7	8	8	12	10	1	1	1	1	1	1	1	1	2	1	1	1
34500	-58.866697559707525	-57.373470964200678	-1.493226595506844	0.000086551873878	0.000025920217155	0.299476094439813	0.663132150285964	1	2	3	5	6	9	7	12	13	15	19	18	0	1	2	2	3	5	4	6	6	8	12	10	1	1	1	1	2	2	1	2	3	1	1	2
35000	-54.941158073476380	-53.574346624704503	-1.366811448771876	0.000023967578024	0.000011911532363	0.496985233599778	0.594003978718401	-1	1	3	4	6	7	8	12	13	16	20	17	0	1	2	2	3	4	5	5	8	8	12	10	1	1	1	2	2	1	1	3	1	2	1	1
35500	-64.104300219877899	-62.594193449906818	-1.510106769971083	0.000061779365837	0.000017779987516	0.287798155187932	0.599647866962824	0	1	3	5	6	8	7	12	14	14	19	15	0	1	2	2	2	5	2	6	7	8	9	10	1	1	1	2	2	1	3	2	4	2	2	1
36000	-45.834379050018526	-44.435003699966209	-1.399375350052320	0.000063289562163	0.000051022983442	0.806183226709167	0.947215501217943	1	2	3	4	6	7	9	12	14	15	20	17	0	1	2	2	4	5	4	7	8	8	12	10	1	1	1	1	1	1	2	1	1	1	1	1
36500	-40.339821633502680	-38.896539047606097	-1.443282585896584	0.000049864709774	0.000017102308898	0.342974199090896	0.911446775508305	1	2	3	5	5	8	9	12	13	15	20	18	0	1	2	3	3	5	6	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	2
37000	-52.138890371153657	-48.825913347232579	-3.312977023921081	0.000028666717661	0.000001381717495	0.048199361761202	0.716433574843574	0	1	2	3	6	8	7	12	14	15	20	17	0	1	2	2	3	5	5	7	8	9	10	10	1	1	1	1	2	1	1	3	1	1	2	1
37500	-60.409975281014610	-58.898535111173004	-1.511440169841604	0.000029493970730	0.000033372273224	1.131494756311005	0.498349759294501	1	2	3	6	6	7	8	9	13	15	20	17	0	1	2	2	3	4	6	7	6	8	12	10	1	1	1	2	1	1	1	1	3	2	1	1
38000	-44.874259245757308	-43.015373478731661	-1.858885767025646	0.000056144979313	0.000009187763374	0.163643543662844	0.909951816751972	0	1	3	5	7	7	8	12	13	15	20	18	0	1	2	3	4	4	5	7	8	8	12	10	1	1	1	1	1	1	1	1	1	2	1	1
38500	-52.385128342484492	-50.858557166386760	-1.526571176097730	0.000055203044735	0.000015315131621	0.277432733912983	0.632564270354964	1	2	3	5	6	8	9	13	14	15	19	17	0	1	2	3	2	2	5	6	7	8	9	10	1	1	1	1	1	3	2	2	2	1	2	1
39000	-57.215679145191189	-55.722643515945165	-1.493035629246021	0.000054682483575	0.000016383697857	0.299615101319681	0.661875811192700	-1	2	3	5	7	9	7	12	14	15	19	16	0	1	2	2	4	7	4	4	8	8	10	9	1	1	1	1	1	1	1	3	1	2	2	1
39500	-42.474409220132600	-40.612663623094150	-1.861745597038451	0.000029843556454	0.000004866269284	0.163059295286809	0.762740241105538	0	2	3	5	6	7	9	13	14	16	20	18	0	1	2	3	3	5	6	7	8	9	12	10	1	1	1	1	1	1	1	2	1	1	1	1
40000	-42.987624732669303	-40.829208183048678	-2.158416549620625	0.000064633760771	0.000007594975585	0.117507870406171	0.844483828764111	0	2	3	5	6	8	9	12	14	15	20	17	0	1	2	2	4	5	4	7	8	9	12	9	1	1	1	1	1	1	2	1	1	1	1	1
40500	-41.741942887812222	-39.411577903068526	-2.330364984743697	0.000050494562534	0.000005046709119	0.099945595448850	0.832564304015902	1	2	3	5	6	8	10	12	13	15	20	18	0	1	2	2	4	4	6	7	8	8	12	10	1	1	1	2	1	1	1	1	1	1	1	1
41000	-53.204725198212330	-46.309381454648609	-6.895343743563719	0.000023598852460	0.000000210121440	0.008903883774532	0.671655898855242	1	2	3	5	5	6	9	11	13	15	19	17	0	1	2	3	3	5	6	7	8	7	12	10	1	1	1	1	1	1	2	1	1	4	1	1
41500	-51.113189672159599	-49.484468658853167	-1.628721013306434	0.000053604465626	0.000012233422766	0.228216485755384	0.642680141852650	1	3	2	6	6	8	10	12	14	15	19	17	0	3	1	2	1	5	5	7	8	8	9	9	1	1	1	2	2	1	2	1	1	2	3	1
42000	-40.024913084644361	-36.796679157626073	-3.228233927018290	0.000053768938018	0.000002735983358	0.050884087711772	0.735453745126409	1	2	3	4	6	8	10	12	14	16	20	18	0	1	2	2	4	5	6	7	8	8	12	10	1	1	1	1	1	1	1	1	1	2	1	1
42500	-63.227050534043286	-61.859859749546814	-1.367190784496470	0.000040638935390	0.000020110906789	0.494867953497625	0.579673185198088	1	3	2	5	5	8	8	12	12	15	20	15	0	3	1	2	2	5	4	6	6	6	6	8	1	1	1	1	1	2	2	2	2	4	5	2
43000	-48.781586612470974	-47.341305306073338	-1.440281306397633	0.000030314442804	0.000010494469598	0.346187118337456	0.836286073631005	1	2	3	5	7	8	9	11	13	15	21	18	0	1	2	3	3	5	4	7	8	8	12	10	1	1	1	1	2	1	2	1	2	2	1	1
43500	-42.012052879358926	-40.617409677326577	-1.394643202032345	0.000042522541838	0.000017504900781	0.411661674579382	0.949426782812451	1	2	3	6	6	9	10	12	13	15	20	17	0	1	2	3	3	5	6	7	8	9	12	10	1	1	1	1	2	1	1	1	1	1	1	1
44000	-38.187665257654679	-36.699207180786473	-1.488458076868205	0.000033070283765	0.000010020211954	0.302997459142561	0.818528181212724	1	2	3	5	5	8	10	12	14	15	20	17	0	1	2	3	3	4	6	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
44500	-49.116883246651447	-46.770798635954854	-2.346084610696594	0.000030206734514	0.000002976896778	0.098550764458124	0.642395147512606	1	2	3	6	6	8	8	12	13	15	19	17	0	1	2	3	3	5	4	7	8	8	9	10	1	1	1	2	2	1	1	1	1	1	3	1
45000	-56.004195897308215	-54.580529907536295	-1.423665989771918	0.000054424030976	0.000019909263047	0.365817501749332	0.863708601104226	0	1	2	3	6	9	8	11	13	15	17	18	0	1	2	2	4	5	5	7	7	9	10	10	1	1	1	1	1	1	1	2	2	1	1	2
45500	-57.504156405102314	-56.068583751943912	-1.435572653158404	0.000034027975369	0.000011957971289	0.351415891161486	0.518263473431755	0	2	3	6	7	7	9	10	14	16	20	17	0	1	2	2	2	4	5	7	8	9	10	10	1	1	1	2	2	1	1	1	4	1	2	1
46000	-53.977866670208421	-52.181676683282909	-1.796189986925512	0.000033185107495	0.000005889665962	0.177479188897280	0.548833554031550	-1	1	3	5	5	9	10	12	14	15	20	17	0	1	2	2	3	5	6	4	8	8	8	10	1	1	1	2	1	2	1	3	1	2	3	1
46500	-54.508112733357777	-53.119758248297295	-1.388354485060481	0.000017226180724	0.000013160247302	0.763967794861255	0.841233932719341	1	2	3	5	5	7	8	10	14	15	21	18	0	1	2	2	2	5	4	7	8	9	12	10	1	1	1	1	2	1	2	1	2	1	2	1
47000	-58.789010846933571	-56.953899061434456	-1.835111785499113	0.000087868610603	0.000014819108440	0.168650765477794	0.543268329907097	0	2	3	6	5	8	10	10	14	16	19	17	0	1	2	1	3	1	3	6	7	9	12	10	1	1	1	3	1	3	3	1	2	1	1	1
47500	-68.668800657369644	-66.738108666174327	-1.930691991195318	0.000078161829554	0.000011726024121	0.150022385455409	0.337111525935311	0	3	2	6	5	8	9	13	12	15	19	16	0	3	1	5	3	1	3	7	5	9	6	9	1	1	1	1	1	3	4	3	3	1	6	2
48000	-38.960125298422568	-37.546698538798175	-1.413426759624391	0.000028622315207	0.000010872920272	0.379875638741429	0.927044572588801	1	2	3	5	6	8	9	11	14	15	20	17	0	1	2	3	3	5	5	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
48500	-39.685292316936184	-38.300760433119329	-1.384531883816854	0.000037512205199	0.000016281398195	0.434029354144053	0.767258668877316	0	1	3	5	7	8	10	12	13	15	19	17	0	1	2	3	4	4	6	7	8	9	12	10	1	1	1	1	1	1	1	1	1	1	1	1
49000	-45.496664848794438	-43.744153564041547	-1.752511284752888	0.000016381756108	0.000003087383838	0.188464766372847	0.825108519972039	1	2	3	6	6	8	9	12	14	14	19	17	0	1	2	3	3	4	4	7	8	8	12	10	1	1	1	1	1	1	2	2	1	1	1	1
49500	-44.722697406602364	-42.942032005094035	-1.780665401508330	0.000053121200636	0.000009627846134	0.181243006904725	0.903588586387626	1	2	3	5	6	8	9	13	12	16	20	18	0	1	2	3	4	5	4	9	6	9	12	10	1	1	1	1	1	1	2	1	1	2	1	1
