step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
36000	-134.713941171245438	-132.964015281914186	-1.749925889331266	0.000291699774739	0.000055176565343	0.189155323800345	0.653831905585088	3	7	6	9	8	9	9	10	9	10	7	11	9	12	11	10	12	21	25	27	0	1	1	3	3	2	11	6	2	7	1	7	2	2	8	2	7	16	18	0	1	2	2	1	1	1	1	1	1	1	2	1	1	3	1	2	2	4	2	1
36500	-129.735785927993447	-128.084677052863498	-1.651108875129959	0.000280387781480	0.000061636100389	0.219824487585856	0.519429928623210	3	6	8	8	8	9	9	6	11	9	10	10	11	10	10	13	12	19	25	27	0	1	1	8	1	2	8	1	10	8	5	3	10	5	3	12	12	7	18	0	1	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	4	3	1
37000	-138.329245780250517	-136.675482278880395	-1.653763501370122	0.000167998597137	0.000036770087131	0.218871393915333	0.587387781837713	1	6	8	9	5	9	9	9	11	11	11	10	10	11	11	13	11	19	26	27	0	5	1	3	1	3	2	3	3	13	8	3	4	6	8	7	12	2	16	0	1	1	3	1	2	1	1	1	2	1	1	1	1	1	2	2	1	9	5	1
37500	-145.745520772083552	-144.325191582636876	-1.420329189446665	0.000251724883254	0.000093190197663	0.370206538418229	0.550302094153352	2	7	6	8	7	7	10	8	11	10	11	10	10	11	11	12	12	21	23	26	0	3	1	2	1	3	8	1	1	5	3	4	4	6	5	12	11	12	9	0	1	1	1	1	2	1	1	2	3	2	2	1	1	2	3	1	1	6	4	1
38000	-147.140978379268745	-145.579327181485723	-1.561651197783025	0.000235479790913	0.000060760409703	0.258028128303812	0.502775038307666	2	4	6	9	8	8	9	7	11	10	8	8	11	10	10	12	13	20	24	26	0	1	1	5	8	1	11	1	4	8	3	1	12	8	12	10	6	2	18	0	1	1	2	1	1	2	1	2	2	2	1	3	1	1	1	1	1	6	2	1
38500	-146.925876807033490	-145.467046092070433	-1.458830714963046	0.000237000458413	0.000077646568112	0.327622016565893	0.522031634891488	2	6	7	9	6	7	9	9	11	9	11	11	10	11	10	12	10	17	24	26	0	1	2	3	1	1	1	6	13	3	8	5	6	6	5	17	6	7	2	0	1	2	1	1	2	2	5	1	1	1	1	3	2	1	3	1	1	3	9	1
39000	-145.482669553566154	-143.994587795799220	-1.488081757766936	0.000291141341236	0.000088297319889	0.303279910416814	0.721198254490954	2	6	7	9	7	8	9	9	8	10	10	10	8	11	12	13	12	19	26	26	0	1	1	9	2	2	1	6	5	8	6	2	2	4	11	14	3	7	17	0	1	1	3	1	1	2	4	1	1	1	1	2	1	1	1	1	2	4	6	1
39500	-137.506788908349932	-135.877495158658576	-1.629293749691356	0.000266746558147	0.000060816481665	0.227993500973980	0.590911080769913	3	7	8	8	6	9	10	9	11	10	8	10	9	11	10	12	11	19	25	26	0	1	2	5	1	2	11	11	3	3	5	3	3	1	11	14	7	2	18	0	1	3	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	6	2	1
40000	-129.110425195788764	-127.555891614231172	-1.554533581557602	0.000215232467003	0.000056328316349	0.261709198120557	0.655659055258492	2	6	6	9	8	8	9	9	10	11	7	11	10	11	11	13	12	20	23	27	0	1	1	2	1	2	11	11	3	11	3	7	11	6	8	7	12	16	18	0	1	3	1	1	3	1	1	1	2	2	1	1	1	2	1	2	1	4	2	1
40500	-132.858094220336199	-131.131661481189667	-1.726432739146524	0.000210717422493	0.000041228886229	0.195659598249438	0.576071563099952	3	7	6	9	8	8	10	9	11	9	10	11	10	10	12	11	13	20	25	26	0	1	1	5	1	3	6	3	11	1	3	2	3	4	10	2	7	17	18	0	1	1	1	1	2	1	1	1	1	3	2	2	2	1	1	2	2	4	3	1
41000	-145.677823197234034	-144.180402340759827	-1.497420856474220	0.000281366162925	0.000083414906390	0.296463887210172	0.580027595699081	3	7	7	8	9	7	9	8	9	10	9	11	9	11	10	12	9	21	26	25	0	1	1	2	3	1	6	6	6	1	1	3	4	3	2	6	6	7	18	0	1	1	2	1	1	2	2	1	1	2	3	1	1	2	2	2	1	4	2	1
41500	-122.877517983544593	-121.182417283560781	-1.695100699983811	0.000238966479296	0.000048997619360	0.205039717302754	0.704494360675187	3	6	8	8	8	7	9	9	10	11	11	10	11	11	11	12	12	20	25	27	0	1	6	2	1	1	6	2	3	3	8	7	3	5	8	12	12	16	18	0	1	1	1	1	3	2	1	1	2	1	1	1	1	2	1	1	1	4	1	1
42000	-135.508877755101167	-133.508385575876019	-2.000492179225142	0.000221893378579	0.000030749047654	0.138575778380814	0.806169985652593	3	6	6	9	7	8	10	9	11	11	10	11	10	10	10	13	11	20	25	26	0	1	1	1	1	2	6	2	15	4	8	14	4	3	8	12	7	16	18	0	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1
42500	-133.254396512700822	-131.325423931490576	-1.928972581210236	0.000230146852090	0.000034596813067	0.150324945801452	0.522330418593471	3	6	7	10	7	9	9	9	11	10	10	10	10	12	11	12	12	21	25	26	0	1	1	3	1	1	2	3	3	7	3	1	5	5	11	8	7	12	18	0	1	2	1	2	2	3	2	2	2	1	1	3	1	2	1	2	1	4	2	1
43000	-139.553765251291992	-138.026190548779937	-1.527574702512062	0.000200225368352	0.000055428356706	0.276829840104657	0.627571858569317	2	6	7	9	8	9	9	9	10	10	10	11	10	11	11	13	12	20	25	26	0	1	1	3	2	3	2	5	3	6	8	7	5	6	11	9	2	16	18	0	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	3	3	2	1
43500	-130.193371170944687	-128.632311647556548	-1.561059523388144	0.000245110243821	0.000063319243093	0.258329648349379	0.518499552035791	3	6	8	9	7	8	9	7	11	9	9	10	11	11	11	12	13	20	24	25	0	1	5	3	1	2	8	1	10	8	8	3	10	3	11	12	16	16	18	0	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	2	1
44000	-131.342629446645958	-129.974754601052979	-1.367874845592991	0.000184030059722	0.000090400161983	0.491224977700433	0.783361735289394	3	6	7	9	9	8	9	8	10	9	10	10	10	10	12	11	11	20	24	27	0	1	1	3	3	1	3	1	3	8	6	7	10	6	12	12	12	12	18	0	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	5	2	1
44500	-133.330064113302342	-131.489779038970084	-1.840285074332263	0.000236846634530	0.000039680743115	0.167537711455655	0.614693128646461	3	6	6	10	9	7	9	8	9	10	11	11	10	11	12	12	12	20	25	24	0	1	1	2	3	1	3	2	2	1	8	7	2	3	11	7	7	14	18	0	1	2	2	2	2	2	1	1	1	3	1	1	2	2	1	1	1	4	2	1
45000	-139.021907420668981	-136.979247042763575	-2.042660377905413	0.000186597290341	0.000024698843558	0.132364427764727	0.468499115802142	1	6	7	9	6	7	9	8	10	10	8	10	9	10	10	12	13	20	26	24	0	1	1	5	1	1	5	2	2	4	3	6	6	3	8	12	7	7	18	0	1	2	3	1	3	3	2	1	2	1	1	1	1	1	2	1	2	6	3	1
45500	-130.745035826437203	-129.108295760930673	-1.636740065506524	0.000228889093326	0.000051531002985	0.225135248852139	0.629522620057854	3	5	7	9	9	8	10	9	9	10	11	10	11	11	11	11	12	20	24	26	0	1	1	6	3	1	6	3	3	3	8	6	10	8	6	2	12	9	18	0	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	3	2	5	3	1
46000	-126.086561798002123	-124.491136448553050	-1.595425349449079	0.000223758431303	0.000054155099330	0.242024843552142	0.787729475168831	2	7	6	8	8	8	10	8	9	10	10	9	10	11	10	11	13	20	25	26	0	3	1	1	3	3	12	3	3	9	4	2	9	4	5	2	7	7	18	0	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1
46500	-129.664737200112569	-128.123828297118337	-1.540908902994221	0.000291644263538	0.000078482428785	0.269103282994339	0.814767998073305	1	6	7	8	7	8	9	10	11	9	11	10	10	11	11	12	13	20	25	25	0	1	1	5	1	2	5	4	7	2	8	7	4	10	8	12	7	16	18	0	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	3	3	2	1
47000	-129.928506772100121	-128.343274313809843	-1.585232458290289	0.000260545251303	0.000064255617181	0.246619797748361	0.635502456835435	3	6	7	9	6	9	9	10	10	11	9	10	10	11	11	11	12	19	25	26	0	1	1	3	1	3	2	11	3	5	3	7	3	6	3	4	12	12	18	0	1	1	2	1	1	1	1	1	1	3	1	1	2	1	2	1	1	4	3	1
47500	-133.303200755434119	-131.404775227795227	-1.898425527638902	0.000230635088104	0.000035952424433	0.155884452485801	0.698256981517828	2	6	7	9	7	8	9	8	10	9	10	10	11	10	11	12	13	21	25	27	0	1	1	1	1	5	3	2	3	3	8	7	3	6	11	12	7	16	18	0	1	3	2	4	3	1	1	1	1	1	1	1	2	2	1	1	2	3	2	1
48000	-134.247076930056323	-132.507134205766505	-1.739942724289825	0.000190416817086	0.000036534852291	0.191867781691978	0.654326914712277	3	6	8	9	8	8	9	10	11	10	10	10	11	12	12	13	12	20	26	26	0	1	1	6	1	1	1	3	4	6	5	6	5	2	11	12	12	12	18	0	1	1	3	1	3	3	3	1	1	2	1	1	2	2	1	2	1	5	2	1
48500	-124.288932703700013	-122.115492215242895	-2.173440488457116	0.000234333077674	0.000027131451282	0.115781568490609	0.579297065077595	2	5	7	9	9	7	9	9	10	9	11	10	9	11	12	12	13	20	25	26	0	1	2	6	6	1	6	6	3	3	8	7	6	13	8	12	7	7	18	0	1	2	1	1	1	2	1	1	3	1	1	1	1	1	2	1	3	4	2	1
49000	-135.324326848446901	-133.872237496732964	-1.452089351713945	0.000193672559140	0.000064692637196	0.334030992738499	0.485919650919159	3	7	8	8	9	7	10	10	10	11	10	9	9	12	11	11	13	21	25	26	0	1	6	1	6	1	4	1	3	4	12	2	3	8	4	2	7	17	18	0	1	2	1	2	1	2	1	3	1	2	1	2	1	1	2	1	2	4	2	1
49500	-122.651182264276613	-120.555141753961649	-2.096040510314967	0.000228522211249	0.000028599066729	0.125147864501060	0.850814668568629	3	5	6	8	8	9	9	9	11	9	10	10	10	11	11	13	11	20	25	26	0	1	1	1	3	4	2	3	10	3	8	2	10	6	11	7	12	16	18	0	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	3	2	1
50000	-138.489410355739182	-136.863750281084805	-1.625660074654378	0.000174771685035	0.000040095420232	0.229415996211004	0.578606895139535	3	6	7	10	9	7	7	9	11	11	10	8	10	11	12	11	11	21	22	27	0	1	1	3	1	1	1	3	3	4	8	2	1	6	11	12	2	17	18	0	1	1	3	2	3	2	2	1	2	1	1	1	2	2	1	2	3	5	1	1
50500	-130.365243877304920	-128.811719387605677	-1.553524489699234	0.000185615984523	0.000048676084079	0.262240798951328	0.623728517713869	3	7	8	9	8	7	10	9	11	10	10	8	10	10	10	12	13	21	24	27	0	1	1	3	6	1	3	6	10	4	8	6	3	6	3	12	12	7	18	0	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	2	2	5	1	1
51000	-142.772148049247960	-141.257823968508262	-1.514324080739701	0.000281636234543	0.000080281530461	0.285053983167714	0.468551980960125	3	7	8	8	9	8	9	10	10	10	9	11	9	12	12	11	12	20	26	26	0	1	1	1	1	1	2	1	13	4	6	2	6	4	3	5	7	3	15	0	1	1	3	2	3	2	1	3	1	1	1	2	1	2	2	2	2	5	7	1
51500	-133.903924383550390	-131.864800201994626	-2.039124181555765	0.000210729147512	0.000027998962849	0.132867062671429	0.789526896736932	3	7	7	9	8	9	9	9	11	11	10	11	10	12	11	13	13	21	25	26	0	1	1	5	2	3	3	3	3	4	8	4	2	9	8	7	2	16	16	0	1	2	2	1	1	1	1	1	2	1	1	1	2	1	1	2	5	4	5	1
52000	-140.596030236640047	-138.769765816887087	-1.826264419752967	0.000195676162822	0.000033379584111	0.170585847705479	0.549903027867010	2	6	6	8	6	6	10	9	10	10	10	11	9	11	11	12	12	20	24	26	0	1	1	1	1	1	6	5	13	13	8	2	3	3	4	2	2	16	16	0	1	1	2	4	2	1	3	1	1	1	1	2	2	2	2	3	3	3	5	1
52500	-138.405011148749850	-137.004370231149579	-1.400640917600275	0.000219308600091	0.000087818513507	0.400433514556995	0.554403283813533	3	6	7	10	9	9	8	9	11	10	11	8	10	11	11	13	11	20	24	27	0	1	1	1	7	12	2	3	10	12	8	2	3	1	8	14	3	16	16	0	1	1	2	3	1	1	1	1	1	1	1	1	2	3	1	1	2	2	4	1
53000	-132.162262223072844	-130.464900502041274	-1.697361721031563	0.000130587671448	0.000026683421141	0.204333386488797	0.514720064927912	2	6	7	9	7	9	9	8	9	10	10	11	11	11	11	13	12	19	26	26	0	1	1	5	1	5	2	5	3	9	8	7	6	6	11	7	7	2	16	0	1	1	2	1	4	2	2	1	1	1	1	1	1	1	1	2	1	6	6	1
53500	-131.563670562763065	-130.105904736871111	-1.457765825891957	0.000196162217034	0.000064461112752	0.328611257188248	0.423059778163025	3	6	7	9	9	8	9	9	10	9	11	10	11	11	11	12	13	20	26	27	0	1	1	1	1	1	3	6	10	3	8	7	9	6	3	5	5	17	2	0	1	1	2	2	4	2	1	1	1	1	1	1	1	2	2	2	3	3	9	1
54000	-141.813274405154317	-140.041186942539127	-1.772087462615191	0.000232750784933	0.000042683548045	0.183387343064079	0.420840558772922	3	6	7	10	9	9	9	9	10	11	10	10	11	12	11	13	12	21	26	26	0	1	1	2	2	1	3	3	3	3	8	2	2	12	8	2	4	2	7	0	1	2	2	3	1	2	1	1	2	3	1	3	2	1	1	3	1	7	10	1
54500	-145.172039578121030	-143.566188645571657	-1.605850932549371	0.000254412086464	0.000060426133395	0.237512825098658	0.392507861226322	3	5	7	9	7	8	7	7	11	11	10	11	9	11	10	13	12	20	25	26	0	1	1	8	1	1	2	1	6	8	8	7	1	8	3	3	12	16	12	0	1	1	2	1	2	3	1	1	2	2	2	2	2	3	2	4	1	3	9	1
55000	-138.465974644310364	-137.084772353352633	-1.381202290957721	0.000150478534217	0.000066620828126	0.442726455783836	0.516088257422584	3	6	7	9	8	8	9	10	11	10	11	10	10	11	12	12	13	18	23	26	0	1	1	3	1	2	1	6	3	3	8	2	3	10	2	12	12	7	16	0	1	1	1	1	2	1	3	1	2	1	1	1	2	1	3	2	2	3	5	1
55500	-132.297694073108175	-130.649215250328439	-1.648478822779737	0.000264759681003	0.000058452897553	0.220777186813277	0.682769871557402	3	6	7	9	8	8	9	9	10	11	11	11	11	9	11	13	12	19	25	26	0	1	2	3	3	1	2	6	3	3	7	6	6	5	8	5	6	16	16	0	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	3	5	1
56000	-138.999736560191536	-137.587372232810452	-1.412364327381079	0.000155356261497	0.000059259447318	0.381442284639438	0.701726241184745	3	7	7	8	8	8	10	9	9	10	10	10	10	11	11	13	12	20	24	26	0	1	1	1	3	3	4	4	3	4	8	8	4	6	11	2	12	8	18	0	1	3	3	2	1	1	1	1	1	1	1	1	1	1	1	3	1	6	2	1
56500	-134.096233928171102	-132.387636241513860	-1.708597686657231	0.000232590516823	0.000046725873657	0.200893287893216	0.572205926403390	3	6	6	7	9	8	9	9	10	10	11	10	9	10	11	12	13	19	25	26	0	1	1	3	4	3	2	4	3	3	8	2	3	13	8	7	7	16	18	0	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	1	2	4	3	1
57000	-133.038128507713424	-131.631295971796760	-1.406832535916654	0.000184525360330	0.000071962221213	0.389985534151346	0.572117637120844	3	6	7	10	7	8	9	8	10	11	10	10	9	11	11	12	12	20	25	27	0	1	1	2	1	3	2	1	5	13	8	2	3	3	11	2	12	4	16	0	1	1	2	3	2	1	2	2	2	1	1	2	1	2	1	2	1	5	6	1
57500	-126.767339445579168	-125.079213779699671	-1.688125665879502	0.000260583907709	0.000054005878311	0.207249475939398	0.542396902305858	3	6	7	8	8	6	9	9	10	10	10	9	9	12	11	13	13	19	25	25	0	1	1	1	1	1	3	6	4	4	3	3	4	4	8	4	11	16	18	0	1	1	2	2	2	2	1	1	1	1	2	1	1	2	1	3	2	3	4	1
58000	-138.800130712126588	-136.450432870347214	-2.349697841779388	0.000216451059989	0.000021262956748	0.098234477341422	0.463337315599146	2	7	6	9	7	8	8	9	10	10	11	11	9	11	11	12	12	20	26	27	0	1	1	1	3	3	3	3	3	2	8	1	1	6	2	7	7	12	2	0	1	2	2	4	1	1	2	1	2	1	1	5	3	2	2	2	2	5	8	1
58500	-127.789892678896877	-126.345202218894642	-1.444690460002229	0.000170578635418	0.000058252146972	0.341497320747782	0.703013509200993	2	6	7	9	8	9	9	9	11	10	11	10	11	11	12	12	13	20	25	26	0	1	1	3	2	1	3	1	10	4	10	7	10	2	8	7	16	12	18	0	1	2	2	1	1	3	1	3	1	1	1	1	1	2	1	2	1	5	2	1
59000	-133.670217804819174	-132.252654713209722	-1.417563091609461	0.000182949278997	0.000068419468619	0.373980531620455	0.636131389150454	3	7	6	10	8	8	9	9	9	10	10	10	11	11	11	11	12	21	25	26	0	1	1	3	2	1	1	3	3	8	2	7	8	6	11	2	12	2	18	0	1	2	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	5	1	1
59500	-129.061812731735841	-127.166141215168466	-1.895671516567385	0.000195917610035	0.000030642201965	0.156403510430408	0.563378205641050	3	7	7	8	8	8	10	10	9	11	9	9	11	11	12	10	12	20	25	25	0	1	1	1	3	3	3	11	3	9	4	2	2	4	8	4	16	2	16	0	1	2	2	3	1	1	2	1	1	1	1	1	2	1	1	1	1	7	6	1
60000	-139.558858093651082	-137.832428201513977	-1.726429892137112	0.000216900628188	0.000042438866393	0.195660412547390	0.437411235930350	3	6	8	9	8	6	10	9	10	11	9	11	8	11	12	12	12	20	23	26	0	1	2	3	6	1	6	5	3	4	6	11	1	13	2	13	12	12	17	0	1	2	1	1	1	1	2	1	1	1	2	1	3	1	2	2	1	4	4	1
60500	-137.607521378356324	-135.912306142344619	-1.695215236011695	0.000228367373754	0.000046816184166	0.205003820802457	0.538016208334794	3	6	7	8	8	8	9	9	10	10	9	10	11	11	11	11	13	19	25	27	0	1	1	3	1	3	2	2	1	6	3	3	3	3	11	3	3	17	18	0	1	1	2	1	3	1	1	1	2	1	1	3	1	2	1	2	4	3	3	1
61000	-144.369008816338635	-142.935659563683913	-1.433349252654714	0.000138281585609	0.000048947578979	0.353970333530091	0.507339754421430	3	6	7	9	7	9	8	9	10	9	10	10	11	12	11	13	12	21	25	25	0	1	1	3	1	5	2	2	10	1	8	10	10	12	8	17	12	16	18	0	1	1	3	1	2	1	1	2	1	3	1	1	1	1	2	1	1	3	1	1
61500	-127.864374862931015	-126.390921108566531	-1.473453754364482	0.000252420688091	0.000079467607831	0.314822087018628	0.720426456312343	3	7	7	10	9	8	10	8	10	9	9	9	10	12	11	12	12	20	24	27	0	1	1	8	8	3	12	1	10	8	2	6	2	11	11	12	7	16	18	0	1	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	2	1
62000	-133.471433870752463	-131.768358854834247	-1.703075015918215	0.000309817010735	0.000062759569937	0.202569800116356	0.759691799601752	3	6	7	10	9	8	10	8	9	10	10	10	9	10	10	11	13	20	24	27	0	1	2	3	3	1	6	1	1	3	3	6	3	3	9	14	12	7	18	0	1	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	2	3	2	1
62500	-134.933009872252228	-133.271434633120066	-1.661575239132149	0.000241418259878	0.000052174120287	0.216115054070928	0.734157597411984	2	6	7	9	9	9	10	9	10	10	10	11	11	11	12	11	13	20	25	26	0	1	1	1	3	1	2	2	8	2	4	3	6	10	12	4	12	12	18	0	1	1	2	3	1	2	1	2	1	2	1	3	1	1	1	1	1	4	2	1
63000	-148.152665573853881	-146.464605300704847	-1.688060273149023	0.000261984588337	0.000054301654798	0.207270416717663	0.510686630287216	2	6	8	8	9	7	9	7	10	10	10	11	10	12	10	12	13	21	26	27	0	1	1	2	6	1	6	1	3	7	6	1	8	2	2	13	12	14	18	0	1	2	2	1	1	3	1	3	1	1	2	4	3	4	2	1	1	5	2	1
63500	-146.432631713430027	-144.877897220140227	-1.554734493289792	0.000335959904408	0.000087888337072	0.261603649478868	0.712194023226971	3	7	5	9	7	9	9	8	10	10	10	10	11	11	11	13	12	20	26	26	0	1	1	3	1	2	2	1	2	2	8	8	7	7	8	6	5	7	18	0	1	2	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	4	3	1
64000	-146.201779100548208	-144.627705313230365	-1.574073787317838	0.000184694335672	0.000046519938562	0.251875285684032	0.566397483917122	2	6	7	7	7	9	8	10	10	10	9	9	11	11	11	10	13	21	25	27	0	1	1	1	1	3	5	11	3	5	3	7	2	6	4	2	7	16	18	0	1	1	3	2	2	1	1	1	2	1	1	1	2	1	3	3	3	8	2	1
64500	-153.939103536795585	-152.279705598714514	-1.659397938081064	0.000274271196503	0.000059482887433	0.216876172894819	0.543159091415132	3	6	6	8	6	8	7	10	9	10	10	11	10	12	10	13	11	21	23	26	0	1	1	5	1	3	5	5	1	5	2	15	1	13	5	17	2	2	16	0	1	1	1	1	2	1	1	3	4	3	2	1	3	1	2	2	2	7	3	1
65000	-149.040836088509650	-147.577981241327933	-1.462854847181713	0.000156146690169	0.000050584914745	0.323957649631928	0.680973546210514	2	6	7	9	8	9	10	8	10	10	11	9	10	12	11	12	10	18	26	24	0	1	1	8	1	5	5	1	8	8	12	2	3	6	12	7	2	14	8	0	1	2	2	1	3	1	1	3	1	1	1	2	2	2	1	1	3	2	6	1
65500	-140.737769813688971	-139.201684231873941	-1.536085581815036	0.000281590051757	0.000076547151178	0.271838975491405	0.668119663576197	3	5	8	9	9	9	8	7	10	10	10	10	11	11	11	13	13	19	25	25	0	1	8	7	1	8	2	1	3	3	3	2	3	6	4	5	2	5	12	0	1	1	1	1	3	1	2	2	1	1	1	2	1	1	1	3	2	3	7	1
66000	-137.893442752829287	-136.333485867559688	-1.559956885269608	0.000273525816396	0.000070814108677	0.258893692778686	0.423910376917126	2	6	7	10	8	8	9	9	11	10	9	10	11	11	11	12	13	19	25	27	0	1	2	2	1	3	1	1	3	3	6	7	2	2	11	4	13	14	7	0	1	2	1	2	4	1	2	4	2	2	1	1	3	2	1	1	1	4	7	1
66500	-130.739225137994765	-129.141561589857190	-1.597663548137572	0.000171904295637	0.000041435923703	0.241040653171383	0.625762606882852	3	6	7	10	8	6	10	9	10	9	10	10	11	12	11	13	12	21	25	26	0	1	1	3	3	1	2	3	8	3	8	2	1	11	12	2	7	12	18	0	1	1	2	2	1	1	2	2	1	1	1	2	3	1	1	3	1	5	2	1
67000	-150.657307066949016	-148.789271104795944	-1.868035962153079	0.000258322972186	0.000041793381451	0.161787320335871	0.640852169388064	3	7	6	9	6	8	9	8	11	7	9	7	11	11	12	13	13	20	24	26	0	1	1	2	1	10	10	1	2	1	10	1	4	3	10	3	7	16	17	0	1	2	1	1	1	1	2	1	2	2	1	2	1	2	3	3	2	4	6	1
67500	-146.460916409277388	-144.403087594015517	-2.057828815261858	0.000253387919892	0.000033002319324	0.130244248970275	0.441898236027563	3	7	5	9	7	9	9	9	9	11	8	10	11	12	11	12	12	19	25	26	0	1	1	2	1	2	2	2	3	11	1	1	9	12	11	5	2	12	17	0	1	2	1	1	1	1	1	1	2	1	2	4	1	1	2	3	2	6	5	1
68000	-136.625409456333244	-134.886536016552895	-1.738873439780362	0.000168460588440	0.000032371846755	0.192162731088710	0.349753331463598	2	6	7	8	9	8	9	10	10	10	10	11	10	11	11	11	12	21	24	26	0	1	1	1	1	1	4	6	1	1	6	7	6	5	11	3	12	4	6	0	1	2	3	3	3	3	1	2	3	3	1	1	1	1	1	2	1	7	7	1
68500	-153.404251749659096	-151.979406483239700	-1.424845266419404	0.000255345202676	0.000093023924883	0.364306530563666	0.616138489087550	3	5	6	10	9	9	10	8	9	10	9	10	9	11	8	11	13	20	24	26	0	1	1	5	1	1	11	3	3	3	8	1	3	6	2	15	16	17	16	0	1	1	1	1	3	2	1	1	2	2	1	4	3	1	2	2	2	4	6	1
69000	-143.140840186773005	-141.667393050880889	-1.473447135892130	0.000219425273578	0.000069081126787	0.314827575057169	0.673214504174082	2	5	6	9	8	9	8	10	10	8	11	10	9	10	11	12	12	19	25	25	0	1	1	3	3	3	3	4	3	3	8	1	3	10	8	3	2	16	17	0	1	1	2	1	1	1	1	1	2	1	1	3	2	1	1	3	4	3	5	1
69500	-122.665606389434686	-121.218862629828152	-1.446743759606540	0.000189715032677	0.000064384850559	0.339376641116938	0.562792420322343	3	5	8	8	8	9	10	8	9	10	10	10	10	12	11	13	12	21	25	27	0	1	1	1	1	3	3	1	4	4	4	2	5	12	11	2	12	16	18	0	1	1	2	2	2	1	1	2	1	1	1	2	1	1	1	3	1	4	1	1
70000	-146.727513609037203	-145.102878194030723	-1.624635415006475	0.000214946607684	0.000049399136270	0.229820497294638	0.488707090200883	3	7	5	10	7	8	10	9	10	11	7	10	10	10	12	11	12	20	26	26	0	1	1	1	1	1	1	1	3	11	1	11	2	5	9	4	4	12	18	0	1	2	1	3	2	2	3	3	2	2	2	3	2	2	1	1	2	7	2	1
70500	-143.354604786158035	-141.804657947002795	-1.549946839155243	0.000203022694352	0.000053627563755	0.264145660788447	0.438093061543451	3	6	5	9	7	8	8	9	10	10	10	9	10	10	9	12	13	19	25	26	0	1	1	5	2	2	1	7	4	5	8	2	1	12	5	2	2	17	18	0	1	2	1	1	1	1	3	1	1	2	1	2	3	1	1	3	3	3	2	1
71000	-142.683072664568783	-141.255533469105416	-1.427539195463365	0.000296158382396	0.000106892161710	0.360929043591799	0.479518217787667	2	6	8	9	8	9	9	10	9	10	10	10	10	12	11	11	13	19	24	26	0	1	2	3	2	5	2	5	5	7	2	3	2	7	1	5	15	11	2	0	1	2	1	1	1	1	2	1	1	1	2	1	2	2	4	1	1	4	9	1
71500	-141.014449977183006	-139.261717193938523	-1.752732783244472	0.000197927877638	0.000037290765583	0.188405827557834	0.412255261997059	3	6	8	10	8	8	10	8	11	11	11	10	10	12	11	13	13	21	25	25	0	1	1	6	1	1	2	1	13	5	3	5	8	6	3	7	7	16	12	0	1	1	3	1	2	2	2	3	1	2	2	1	1	4	1	2	2	4	9	1
72000	-140.440830048310403	-138.341969394732615	-2.098860653577787	0.000190729704250	0.000023800191240	0.124784921851900	0.527169463792185	2	7	6	8	8	9	9	10	11	10	8	11	10	10	11	12	12	21	25	27	0	3	1	3	1	3	5	5	5	4	3	7	3	3	11	7	3	7	7	0	1	1	3	1	3	1	1	1	1	1	1	1	2	2	2	2	3	5	6	1
72500	-138.204082533125018	-136.603983633974707	-1.600098899150301	0.000215011456192	0.000051598352660	0.239979550734547	0.515571857562521	3	7	5	8	9	8	9	9	7	10	11	10	10	11	12	13	13	20	25	27	0	1	1	1	4	2	4	2	1	1	8	1	9	6	8	6	10	16	18	0	1	2	1	2	1	1	1	1	2	4	1	3	3	2	1	4	2	3	2	1
