step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81
1	-849.445575875583131	-858.496419256034528	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.368852513055989	-1	4	10	7	8	8	6	7	7	6	10	9	7	7	8	7	8	10	7	7	8	9	10	9	9	10	8	11	10	10	11	9	9	11	10	12	11	10	14	10	10	15	11	11	16	11	13	11	14	12	15	13	12	14	14	14	14	14	16	15	14	15	14	16	16	16	16	15	16	17	16	18	19	18	19	24	20	19	23	25	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-252.422993999855180	-261.473837380306520	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995845729067443	0	5	10	5	8	9	6	8	7	7	10	8	7	4	8	3	9	11	7	8	8	9	10	9	9	10	8	10	11	7	11	10	9	11	10	12	12	10	14	7	10	12	11	12	14	11	14	11	14	12	11	12	11	15	14	11	15	12	17	15	13	12	14	13	16	16	16	15	13	16	14	18	18	18	19	24	20	15	24	23	28	0	16	27	14	13	12	2	7	7	7	5	7	2	16	10	1	20	21	4	40	16	9	25	7	8	5	7	25	20	4	30	6	15	21	15	29	19	33	36	7	27	27	35	35	50	22	34	8	51	33	26	41	22	55	52	8	58	26	68	39	31	28	62	18	11	60	64	37	28	68	31	54	70	55	69	80	9	34	80	59	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-267.536958569199726	-276.587801949651066	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992636794529324	0	4	7	6	8	8	6	5	8	6	11	8	7	7	6	7	8	10	8	8	7	8	11	10	10	9	8	12	11	9	11	10	9	10	11	11	8	10	13	10	9	13	12	11	15	12	14	12	12	11	15	13	13	12	14	15	14	11	17	13	14	16	11	17	14	16	12	12	16	15	17	9	17	16	17	25	19	20	21	20	23	0	1	4	8	8	13	1	2	10	8	9	10	7	7	2	8	15	7	4	3	15	8	41	12	30	27	16	21	26	27	6	20	10	72	27	27	3	5	50	21	37	36	44	33	30	33	36	9	19	18	67	49	41	41	53	54	50	17	56	58	60	55	27	62	36	56	12	34	56	52	62	13	47	51	55	80	30	77	65	64	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-262.783505845237983	-271.834349225689323	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983141074107055	0	4	11	7	8	7	7	8	8	5	10	9	6	8	5	7	9	6	8	8	8	9	7	10	10	6	9	12	10	6	11	10	9	12	11	11	10	10	14	10	10	15	12	10	12	11	9	10	15	13	15	13	12	14	13	14	11	13	14	12	11	15	14	16	14	17	13	11	12	13	16	17	18	18	17	18	17	20	23	25	26	0	1	27	15	4	30	2	13	2	2	21	19	2	30	2	1	9	10	23	23	15	21	15	19	47	10	7	41	4	2	33	33	15	57	37	33	6	9	5	8	21	28	41	8	35	29	26	19	25	17	39	46	32	22	48	34	37	40	60	12	27	45	28	54	69	64	24	37	11	68	60	58	42	37	58	64	59	66	78	73	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-266.607762894540940	-275.658606274992280	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.957694609647755	0	2	9	7	2	8	5	8	8	6	11	8	6	2	9	7	9	10	7	7	9	4	11	8	10	9	9	10	8	10	11	9	10	11	11	13	9	9	14	11	8	14	11	12	16	11	13	10	14	13	16	13	8	15	14	11	9	12	15	13	13	15	11	15	14	9	15	15	13	15	17	17	18	16	19	23	20	17	21	21	26	0	1	7	10	1	13	2	13	4	7	21	13	22	1	20	7	12	57	10	7	20	5	15	10	17	41	16	7	20	3	8	12	6	41	15	8	24	24	60	66	10	50	9	27	44	3	66	20	56	18	62	18	7	58	47	19	13	31	49	24	32	69	8	40	44	22	63	30	18	55	68	68	45	64	45	79	54	45	77	71	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-238.320765671845095	-247.371609052296435	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983387150364573	0	4	10	8	7	8	6	7	7	7	8	9	7	7	8	8	8	9	6	5	8	9	10	9	9	9	8	12	11	11	9	10	7	11	10	12	12	11	15	10	11	15	12	12	16	12	13	11	13	13	15	12	13	13	13	14	14	15	13	13	15	15	10	17	17	17	16	16	17	16	17	18	19	16	17	19	17	17	23	26	26	0	1	17	20	20	8	20	19	7	20	33	15	20	7	9	7	8	4	20	2	14	4	24	7	33	4	14	63	10	16	15	6	2	63	24	40	21	14	59	16	21	10	8	41	62	34	3	16	48	32	54	38	29	29	22	36	59	25	38	46	59	44	18	57	54	67	53	62	56	55	62	77	68	43	51	78	49	49	73	79	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-240.236593048181106	-249.287436428632446	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996246097417000	0	4	9	8	9	7	5	5	7	7	10	9	7	6	9	7	9	11	6	8	7	10	10	10	9	8	8	11	11	10	9	10	9	9	9	12	12	10	14	11	9	15	11	10	15	10	14	8	12	13	13	11	11	14	13	14	13	14	16	14	14	14	13	10	16	13	17	15	12	14	17	18	19	17	19	22	21	20	24	25	27	0	1	13	19	20	7	2	2	2	2	5	6	7	2	19	7	9	23	7	6	8	16	26	17	10	2	19	33	24	5	8	6	19	13	27	29	24	41	18	4	10	50	20	6	61	20	36	13	16	24	18	35	3	63	14	36	22	36	62	37	36	63	53	33	62	17	45	57	46	44	39	68	72	39	65	67	72	49	76	76	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-248.960548635569751	-258.011392016021091	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.970773067099893	0	3	11	7	8	8	5	7	8	6	11	9	7	7	8	8	8	10	6	8	9	9	10	10	10	9	6	10	11	8	12	10	9	12	11	12	11	11	12	11	9	14	10	11	14	12	11	12	14	12	10	12	13	15	13	12	14	15	14	16	14	15	14	15	14	15	16	15	15	18	17	18	17	13	17	22	21	20	21	24	27	0	1	13	27	10	7	2	7	4	7	33	20	27	10	13	4	13	9	7	13	7	14	5	20	5	20	7	17	43	8	51	33	5	43	28	16	14	18	43	13	4	15	5	41	39	38	43	51	43	18	26	47	31	23	28	38	53	65	52	21	11	59	31	53	26	55	49	50	46	67	60	11	20	3	67	69	78	70	58	77	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-247.637255927274907	-256.688099307726247	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996275658807521	-1	4	10	8	8	8	5	5	8	7	6	3	6	7	9	8	8	10	8	6	9	10	11	10	7	7	8	12	10	7	12	10	10	9	10	12	9	11	13	11	9	15	11	11	15	12	13	11	11	11	15	14	12	14	12	14	9	10	16	15	15	15	12	16	15	15	14	16	17	14	17	19	19	15	17	18	18	19	21	24	23	0	12	19	12	11	30	12	12	13	11	8	1	2	13	17	14	11	5	30	8	27	8	22	27	13	2	11	5	41	8	18	26	11	19	4	3	19	41	53	29	14	28	4	57	48	18	40	15	41	10	35	32	29	53	49	57	14	27	74	67	52	56	24	56	52	52	58	56	51	33	66	62	77	47	62	68	68	77	73	81	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-230.094771597775974	-239.145614978227314	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997828691836367	0	4	10	5	9	6	7	7	7	7	10	9	7	6	8	8	8	11	8	7	9	9	11	10	10	9	9	10	10	10	11	10	9	11	9	11	12	8	15	10	11	16	11	12	16	12	13	11	15	12	14	11	11	14	14	14	14	12	16	15	14	12	13	16	15	17	15	16	17	13	15	18	19	17	19	23	20	15	20	18	29	0	1	21	2	20	1	4	4	6	6	17	16	6	2	4	14	9	33	8	14	17	10	26	5	19	17	9	5	5	38	19	33	38	12	8	35	31	8	46	13	28	57	25	6	51	52	32	21	61	52	70	22	30	46	50	18	23	38	65	54	37	32	24	49	34	68	63	49	67	34	70	59	66	64	60	80	74	57	80	74	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
