step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-3300.471913224469972	-3307.327401175429259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384924914514030	0	2	4	4	5	5	6	8	10	9	10	10	9	10	11	11	11	11	13	12	12	13	16	12	13	14	14	14	15	14	15	14	14	15	17	16	16	15	16	16	17	17	17	17	18	17	17	17	19	19	19	19	19	19	18	18	19	18	18	18	19	20	20	20	20	20	22	22	21	21	22	22	21	21	23	22	21	23	21	22	23	22	23	23	23	25	22	25	25	24	26	25	24	24	25	25	26	26	25	26	26	26	26	27	28	29	29	31	31	32	33	33	35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	4	5	5	5	5	5	5	6	6	6	6	7	6	6	7	8	6	7	7	7	7	8	7	8	7	7	8	9	8	8	8	8	8	9	9	9	9	9	9	9	9	10	10	10	10	10	10	9	9	10	9	9	9	10	10	10	10	10	10	11	11	11	11	11	11	11	11	12	11	11	12	11	11	12	11	12	12	12	13	11	13	13	12	13	13	12	12	13	13	13	13	13	13	13	13	13	14	14	15	15	16	16	16	17	17	18
500	-952.356857436317000	-959.212345387276400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.242299606806974	0	2	4	3	5	5	6	7	10	10	9	10	8	10	11	11	12	12	14	12	12	12	16	12	13	15	13	15	16	13	15	14	14	14	17	13	16	16	14	14	18	17	15	16	15	17	18	18	20	19	18	19	16	19	19	18	20	18	18	18	16	20	20	19	20	20	21	23	21	22	22	22	21	22	23	22	21	23	20	23	23	23	23	24	24	26	22	26	26	24	27	25	25	23	26	25	26	26	25	25	27	27	25	28	29	30	29	31	31	32	33	33	36	0	1	2	2	2	4	4	6	7	8	6	13	7	13	11	6	4	9	14	9	7	8	15	11	16	30	18	32	20	9	32	12	24	9	27	9	20	45	9	21	34	32	36	20	32	32	29	38	45	42	12	38	45	39	39	43	43	29	17	32	17	42	38	17	9	52	14	19	53	36	43	53	41	54	61	41	36	21	45	60	45	17	53	36	12	36	31	52	60	34	30	51	63	52	65	61	39	42	38	85	36	12	67	71	68	103	90	61	61	61	61	73	90	1	1	1	1	1	1	2	1	2	2	3	2	1	1	1	2	5	1	2	1	2	3	3	2	1	1	1	1	2	2	1	2	1	2	2	2	2	1	2	1	2	1	1	2	1	1	1	1	2	1	4	2	1	2	1	2	4	1	3	3	3	1	2	4	5	1	10	6	3	6	5	3	3	1	7	2	7	6	3	1	5	6	4	5	12	7	4	4	6	4	9	4	2	1	2	7	8	5	6	1	10	14	2	3	4	3	3	10	11	11	10	9	8
1000	-815.083667669154011	-821.939155620113411	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407942666228948	0	1	4	3	3	5	6	8	10	10	8	11	9	10	12	11	11	11	14	12	11	12	16	13	14	14	14	13	15	12	16	14	14	15	17	14	16	16	16	17	17	18	17	18	19	17	17	18	19	19	20	20	19	18	18	18	19	17	17	18	18	21	18	18	21	20	23	22	21	21	21	22	21	20	21	22	21	24	21	22	22	19	24	24	23	26	22	25	23	25	25	24	24	24	25	25	24	27	25	26	26	27	27	26	28	29	29	31	31	33	34	34	35	0	1	2	2	2	4	4	6	13	4	6	9	7	13	11	11	14	13	14	7	5	11	12	11	22	21	28	9	13	9	9	30	15	28	27	18	19	28	21	30	34	43	36	29	46	31	29	32	31	21	28	45	39	30	39	43	43	29	37	21	41	43	32	20	48	38	45	53	74	57	36	52	61	39	61	75	43	45	45	38	48	60	69	43	28	36	63	45	54	75	54	77	60	31	65	61	38	77	66	65	43	32	65	71	48	103	90	75	75	75	96	75	107	1	1	1	2	2	1	1	1	1	4	2	1	2	1	2	2	1	1	2	4	4	3	3	2	1	2	1	2	2	1	3	1	2	1	2	3	2	2	1	2	1	1	2	2	1	1	1	2	2	4	3	1	1	3	1	1	1	1	1	4	1	2	2	2	2	1	3	2	1	1	4	1	1	2	2	1	3	2	1	3	2	1	2	3	7	8	2	2	2	2	5	2	2	4	2	4	4	4	2	1	5	6	2	2	4	1	3	7	8	9	7	8	3
1500	-733.474504320627602	-740.329992271587003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515174190844472	0	2	5	4	6	5	6	9	11	8	11	10	9	10	10	11	12	11	13	13	13	12	15	12	14	14	14	13	15	14	15	13	15	15	18	15	17	15	17	17	17	17	18	15	17	16	17	17	20	19	19	19	18	19	19	16	19	18	18	18	19	21	21	20	20	20	22	21	22	22	22	22	21	22	22	23	21	23	22	23	23	23	23	24	23	25	22	25	25	24	26	25	25	25	25	24	26	27	25	26	26	26	25	27	27	28	29	31	31	33	33	34	32	0	1	2	2	2	4	6	6	13	6	15	7	7	7	8	8	12	12	12	17	12	4	11	8	16	9	13	9	20	32	19	9	15	27	9	28	44	21	22	30	27	36	26	19	46	21	29	12	48	43	21	12	38	53	39	36	43	44	44	31	41	42	52	44	40	38	65	54	39	50	36	60	61	53	61	75	57	49	66	54	63	65	55	62	43	56	52	67	55	75	74	71	79	31	65	61	54	50	48	95	70	99	82	71	74	95	90	75	96	96	75	90	107	1	2	1	1	2	1	1	2	2	1	1	2	2	2	1	2	1	1	2	1	2	4	2	2	2	2	2	2	2	1	2	1	3	1	4	1	1	1	3	2	2	2	1	1	1	1	1	4	2	1	3	3	1	1	1	1	1	2	2	2	1	3	1	3	2	2	1	1	3	2	2	3	1	3	2	1	1	1	1	2	1	2	1	2	2	4	2	2	2	1	3	1	2	5	2	4	3	3	4	1	1	1	1	3	2	2	3	6	6	6	5	5	2
2000	-646.678685206348064	-653.534173157307464	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588774098890041	0	2	4	4	6	6	7	8	11	10	9	9	9	9	11	10	11	11	13	13	12	14	16	13	13	14	14	15	15	14	14	15	15	16	17	16	17	16	16	16	18	18	18	18	17	16	15	16	19	19	18	20	18	20	19	19	20	19	19	18	17	20	20	19	20	20	21	23	21	22	22	23	20	21	23	21	22	23	21	22	23	22	23	23	23	25	22	25	25	25	25	26	25	24	25	24	27	25	25	26	24	26	27	28	28	29	29	30	31	32	32	31	36	0	1	2	2	2	4	4	6	12	6	8	7	4	7	11	11	14	13	13	17	12	11	22	11	16	18	18	12	17	21	21	13	24	27	27	28	20	31	31	21	34	36	36	32	48	32	20	32	39	43	28	48	39	39	39	36	43	44	29	30	27	50	45	44	46	48	46	80	55	42	57	49	61	55	76	61	56	35	52	49	66	65	69	70	43	57	63	78	83	75	54	70	66	52	82	61	80	62	45	95	71	94	95	92	97	95	90	90	96	107	90	107	108	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	2	1	2	1	2	2	3	2	1	1	3	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	3	1	1	3	1	2	2	2	1	1	2	2	2	1	1	1	2	2	2	1	1	1	1	2	1	2	2	1	1	1	1	3	2	3	3	1	3	2	3	5	1	1	2	1	1	1	2	2	3	6	1	4	1	2
2500	-665.596418686043307	-672.451906637002708	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619982023249175	0	2	4	4	5	5	6	8	10	9	9	9	8	10	11	11	11	11	13	12	12	14	16	13	13	15	13	12	15	14	15	14	15	16	17	15	17	15	16	16	17	17	17	17	17	18	17	17	19	20	19	19	19	20	17	18	19	19	18	18	20	21	20	19	19	21	22	21	21	21	23	20	22	21	22	22	21	23	21	23	22	22	24	23	24	25	22	25	24	24	25	26	24	24	25	25	26	26	25	27	26	26	26	28	28	28	28	31	31	32	34	34	34	0	1	2	2	3	4	4	6	12	6	8	13	7	12	8	11	14	13	13	17	12	11	11	15	10	27	18	9	17	21	30	21	16	18	28	27	29	13	31	18	26	32	36	29	38	38	20	31	39	35	35	45	39	32	31	32	42	47	29	32	41	42	52	37	48	60	46	38	54	36	62	46	61	55	61	61	57	63	52	49	63	52	69	70	57	62	48	46	69	75	60	71	79	52	82	61	91	42	67	95	43	81	82	86	53	103	96	107	90	107	107	108	108	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	2	4	1	2	1	1	1	2	1	1	2	2	2	3	1	2	3	1	2	1	1	2	1	1	2	3	1	2	2	1	1	2	3	1	2	1	1	2	1	1	2	1	1	1	1	2	3	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	4	2	1	3	2	2	2	2	3	1	4	1	1	4	1	3	2	4	1	1	2	5	2	3	2	2
3000	-685.136296950546125	-691.991784901505525	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601000618300793	0	2	5	3	5	5	6	8	10	9	11	7	9	11	12	10	11	11	14	12	12	13	16	12	14	14	14	15	13	13	15	11	14	15	18	16	16	15	16	16	18	17	18	17	18	17	16	17	20	20	18	19	19	16	18	16	20	19	19	18	19	21	20	20	20	21	22	21	22	21	21	22	22	20	23	21	22	23	22	22	23	21	24	22	23	25	22	25	25	25	26	25	22	24	25	25	26	26	25	26	26	24	26	28	27	28	28	32	30	31	33	33	35	0	1	2	2	2	2	4	6	4	8	6	7	12	13	6	8	9	12	21	17	18	6	16	8	16	9	15	22	11	21	13	13	11	12	34	34	20	21	31	30	34	36	42	20	48	38	20	38	39	43	28	38	39	30	39	5	43	37	44	31	35	57	48	44	45	45	68	39	53	43	43	52	61	55	61	61	70	63	48	49	52	48	55	71	71	71	63	67	55	75	80	85	38	48	82	75	80	92	68	95	56	66	95	98	80	103	96	96	96	107	90	109	112	1	1	1	1	2	1	1	2	4	1	3	1	1	1	4	1	1	2	1	1	1	3	4	2	2	2	1	1	1	1	3	1	2	4	2	1	3	2	1	2	2	1	1	2	1	1	3	1	2	1	2	2	2	1	1	4	2	1	1	2	1	1	1	2	1	2	1	4	1	1	1	2	2	1	2	1	1	2	2	1	2	2	2	1	1	2	1	2	3	1	2	1	4	4	2	2	2	1	2	1	4	2	1	1	2	1	1	4	2	1	4	2	1
3500	-626.246990981059298	-633.102478932018698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671306561742555	1	2	4	4	5	6	6	9	10	9	10	11	8	10	11	10	11	11	12	13	12	14	16	12	13	14	12	14	15	15	14	13	14	14	17	16	16	15	15	16	17	18	18	17	18	17	17	17	20	19	18	19	18	19	19	18	20	18	19	19	19	19	20	20	20	19	20	23	20	22	23	22	21	21	23	22	20	22	21	22	23	23	24	23	23	25	23	23	25	24	25	24	24	24	25	25	26	25	26	25	26	27	26	27	25	29	29	31	32	33	33	32	35	0	1	2	2	2	4	4	6	13	6	8	8	7	13	11	8	8	9	14	17	13	15	11	15	15	12	18	12	17	32	12	9	24	14	12	29	20	32	21	32	34	36	36	37	31	38	29	38	31	43	12	38	39	45	53	36	43	37	37	46	34	43	48	44	45	31	45	54	55	43	43	48	61	55	61	73	62	63	63	54	66	54	69	43	70	92	63	67	74	75	80	70	79	52	82	90	80	71	88	82	85	94	82	98	68	103	90	96	107	112	107	107	108	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	3	3	1	1	2	1	2	3	1	1	1	2	2	1	1	1	1	3	1	1	2	3	1	4	2	2	1	1	2	1	1	1	1	3	1	2	2	1	2	1	2	1	2	2	3	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	2	1	2	1	2	3	1	1	2	1	2	1	1	1	1	1	1	1	3	3	1	1	2	2	1
4000	-630.239371099970754	-637.094859050930154	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616477787052772	0	2	4	4	6	5	6	8	8	10	8	11	8	10	11	12	12	11	13	12	11	14	15	13	12	14	14	13	15	13	15	15	14	15	17	15	15	14	17	16	17	17	16	17	19	18	17	16	20	19	18	19	19	19	18	18	19	19	18	19	19	20	19	20	21	20	22	22	20	21	22	23	21	22	24	23	21	22	21	22	22	22	24	23	24	23	23	24	25	25	26	24	25	25	25	26	25	27	24	26	26	27	26	27	28	28	29	31	30	32	34	32	35	0	1	2	2	2	4	4	7	7	8	6	13	7	9	11	6	14	9	12	14	13	15	33	25	15	21	18	18	20	12	30	30	16	27	27	12	20	13	38	30	27	36	36	37	48	48	12	38	39	43	28	48	39	39	39	36	43	44	47	46	41	43	48	44	49	48	48	49	55	50	43	78	61	55	76	61	57	63	52	39	66	65	69	57	57	62	78	67	74	75	68	71	66	52	65	90	53	85	52	95	85	81	95	71	83	103	90	96	107	96	112	108	108	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	4	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	2	2	2	3	2	2	2	1	1	1	2	1	2	1	2	2	2	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	3	2	1	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2	2	2	1	1	1	1	2	1	3	2	2	1	3	1	2	1	1	2	1	2	2	1	3	3	1	3	1	1	2
4500	-623.236785997532593	-630.092273948491993	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635266956993598	0	2	5	4	6	6	6	8	10	10	10	10	8	10	11	11	11	10	13	12	12	14	16	13	14	14	15	14	15	13	14	14	13	14	17	16	16	15	16	17	17	17	17	17	18	17	17	17	18	19	20	19	19	20	18	19	20	18	19	18	19	18	20	20	19	19	22	22	21	21	23	22	22	20	21	22	22	23	22	22	21	21	24	23	23	26	21	23	26	23	26	24	25	24	23	24	26	26	26	27	27	27	26	28	28	29	29	31	30	32	34	32	35	0	1	2	2	2	4	4	6	13	6	8	13	7	13	6	8	14	13	14	17	14	11	25	16	16	18	26	18	20	21	21	13	15	18	27	28	20	31	38	30	34	36	36	37	38	38	37	32	31	42	28	15	39	39	32	43	43	44	44	46	41	36	45	37	38	38	65	54	55	43	70	52	34	55	61	41	62	45	52	39	48	65	69	42	70	84	52	82	83	75	68	77	79	78	82	90	68	57	88	95	85	66	95	98	91	103	96	107	107	96	108	108	110	1	1	1	1	1	1	1	2	1	3	1	1	1	2	3	2	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1	2	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	4	4	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	3	1	1	3	2	3	2	2	2	2	2	5	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	2	5	2	1	1	2	2	1	1	4	2	1	1
