step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75
22500	-608.509017849942097	-615.364505800901497	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608854485813607	1	11	4	7	8	8	12	7	17	16	14	15	19	22	32	21	28	29	27	17	24	26	29	34	32	32	31	27	34	38	36	39	39	40	46	39	49	37	44	38	42	43	52	46	49	49	40	46	46	47	54	53	46	52	50	59	54	55	55	60	56	61	55	69	66	73	79	81	84	88	97	89	95	104	99	0	1	1	0	1	0	1	1	11	5	4	7	9	11	17	7	13	22	14	0	13	13	28	10	19	17	22	0	14	13	28	22	27	13	34	29	39	28	31	23	38	31	41	36	53	23	23	23	41	39	44	34	47	45	47	48	42	53	53	58	53	38	39	61	61	63	42	67	68	68	0	0	0	0	72	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	2	3	2	3	1	4	1	2	1	3	2	3	1	2	2	2	1	3	2	2	1	1	2	2	2	1	2	2	1	1	2	1	1	3	2	2	1	3	5	1	1	2	1	1	1	1	2
23000	-595.289919909458490	-602.145407860417890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694145372381735	2	11	6	10	8	9	13	10	15	10	22	14	20	18	29	23	24	25	27	26	33	29	31	29	34	33	31	28	32	34	33	32	37	37	45	40	50	39	42	44	42	39	48	45	47	46	40	49	50	48	52	50	45	53	48	58	59	48	54	54	56	63	56	60	69	69	68	80	83	86	100	91	91	102	99	0	5	1	0	1	0	10	1	4	1	14	8	9	9	13	2	13	13	14	0	17	17	28	2	19	17	17	0	19	13	28	17	21	15	13	25	39	31	31	31	31	28	38	36	38	41	31	42	43	42	44	34	23	45	39	23	37	53	37	58	38	37	50	63	56	63	61	67	56	68	0	0	0	0	72	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	2	2	1	1	2	1	2	1	1	5	1	1	2	1	2	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	3	2	1	1	1	2	1	1	1	2	2	3	2	2	1	1	1	1	1	2
23500	-587.159670691104907	-594.015158642064307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629446420329770	-3	10	5	9	5	11	10	7	20	16	20	23	15	23	30	26	24	25	27	25	32	32	32	34	25	33	33	29	34	40	35	36	38	35	41	39	42	40	46	43	46	39	49	46	45	48	47	48	53	49	53	53	46	50	52	53	52	54	54	58	63	66	62	69	72	69	79	79	84	88	97	92	92	104	100	0	5	1	0	1	0	1	1	4	7	4	10	4	11	18	8	13	13	25	0	13	17	28	8	9	17	18	0	25	26	28	22	22	21	21	25	28	23	28	31	38	23	41	36	31	41	23	23	43	23	44	34	23	45	39	47	37	42	46	58	47	23	39	50	39	62	50	66	68	69	0	0	0	0	72	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	4	1	1	2	1	1	1	2	1	1	1	1	3	1	1	2	2	2	2	1	2	2	1	2	2	1	3	1	3	2	1	1	1	2	2	1	1	4	5	4	4	4	1	4	2	1	1	1	1	1	1	2
24000	-614.934264822026307	-621.789752772985707	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.594204789926141	3	11	7	3	6	11	13	5	13	13	14	23	17	21	28	24	26	26	28	27	32	29	34	31	25	31	32	28	33	39	36	38	36	36	46	39	48	37	40	41	43	43	49	48	44	47	44	49	51	44	53	46	51	52	50	53	57	50	57	56	64	66	51	59	67	72	78	68	85	87	96	90	93	102	101	0	8	1	0	1	0	8	1	4	1	4	8	11	11	13	2	13	13	25	0	18	9	28	10	14	13	15	0	19	22	28	26	27	13	33	29	40	28	38	31	28	28	47	29	31	47	28	42	41	38	44	34	37	45	42	37	53	47	46	45	60	42	42	63	61	53	68	63	68	68	0	0	0	0	72	1	1	1	1	1	1	2	1	3	2	2	2	1	1	2	2	3	2	1	1	1	2	2	2	1	3	1	1	1	1	3	2	1	3	2	1	1	2	1	2	2	1	1	3	1	1	4	1	2	1	1	2	1	1	1	1	1	1	2	3	1	2	2	1	1	2	2	2	3	2	1	1	1	1	3
24500	-584.806732218395950	-591.662220169355351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633973972934508	-5	10	-1	3	5	11	9	3	17	17	22	18	20	24	33	23	27	22	27	23	29	30	33	31	30	32	33	26	34	35	33	39	37	38	39	37	48	33	45	46	42	38	53	43	48	43	41	47	49	47	47	52	50	45	51	58	58	54	55	61	61	64	62	67	66	70	77	70	82	84	93	89	95	98	100	0	5	1	0	1	0	1	1	4	8	9	8	4	13	21	1	18	9	14	0	17	17	28	2	9	17	21	0	19	26	28	17	27	22	27	29	42	28	42	47	42	28	49	25	54	42	28	31	31	39	44	34	39	23	50	48	55	45	46	58	38	61	47	61	63	56	68	62	68	68	0	0	0	0	72	1	1	1	1	1	1	1	1	1	3	1	2	3	1	1	3	1	1	1	1	1	1	2	3	3	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	2	1	2	1	1	2	2	4	1	2	1	1	2	2	1	2	2	1	1	1	1	3
25000	-604.707822736282083	-611.563310687241483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.641478658744467	2	13	5	0	7	8	10	10	17	18	21	25	20	24	27	27	28	25	29	24	27	32	36	34	31	37	32	26	25	37	36	41	36	33	47	39	47	37	42	45	42	39	50	44	46	46	44	45	50	48	52	55	47	51	50	59	54	54	47	51	57	62	61	65	61	74	78	77	81	87	99	93	93	106	98	0	8	1	0	1	0	5	1	4	8	9	10	9	9	13	2	13	13	14	0	13	13	28	12	19	13	15	0	9	21	28	27	22	9	27	29	42	28	42	31	23	38	59	14	38	41	42	42	46	39	44	35	42	38	23	42	23	60	31	45	53	56	61	61	61	62	62	56	67	67	0	0	0	0	72	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	2	2	1	1	1	1	2	2	2	1	3	2	1	1	1	2	1	1	2	3	4	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	3	1	1	1	1	3	1	2	2	2	1	2	1	1	1	1	2
25500	-577.300797574634657	-584.156285525594058	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700022162665553	1	14	6	4	6	8	10	8	15	12	16	17	20	24	33	21	27	24	29	25	30	29	34	29	34	33	30	29	30	38	33	35	39	41	44	36	49	39	40	43	45	43	48	49	46	49	42	51	52	46	48	54	52	53	50	56	57	50	53	59	58	62	60	71	68	72	72	78	84	86	100	92	91	99	97	0	5	1	0	1	0	1	5	4	8	4	8	4	9	17	10	13	13	11	0	13	17	28	10	29	17	22	0	14	26	28	21	27	26	21	29	23	31	28	23	38	31	41	36	31	41	23	38	43	39	36	34	42	58	42	53	50	45	46	58	50	37	47	61	63	62	63	67	67	67	0	0	0	0	72	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	2	1	3	2	2	1	1	1	1	3	3	1	2	2	1	2	2	2	2	1	1	1	2	1	1	2	2	2	3	2	2	2	2	1	1	3	1	1	1	1	2
26000	-573.780506488788205	-580.635994439747606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707923086721268	-3	9	4	8	5	12	8	2	17	9	20	17	18	24	30	23	27	23	26	24	33	34	33	29	32	31	30	30	30	34	33	41	35	38	43	40	45	37	44	40	42	37	50	44	45	48	46	46	49	50	53	50	42	53	51	59	57	49	51	58	54	63	63	68	69	70	76	77	85	88	97	95	88	105	100	0	8	8	0	1	0	1	1	4	5	9	5	4	11	17	12	18	13	11	0	17	17	28	2	19	17	17	0	19	26	28	21	27	17	27	29	42	28	42	38	38	28	47	29	38	41	28	38	41	42	44	34	31	58	37	42	39	38	41	58	50	53	61	63	63	53	62	66	68	67	0	0	0	0	72	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	1	1	1	2	1	1	3	2	1	2	1	2	2	1	1	4	1	2	2	2	1	4	3	1	1	4	3	1	1	2	1	1	1	1	2
26500	-571.560642442230233	-578.416130393189633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691419601867838	1	12	2	9	6	8	9	8	19	17	23	26	15	24	32	21	27	22	26	27	26	32	34	35	32	35	30	29	34	39	35	39	36	37	41	40	51	32	43	41	43	40	47	47	44	46	44	44	44	49	51	54	45	51	50	56	55	50	55	57	59	59	62	65	67	70	78	83	76	86	102	90	95	96	98	0	8	1	0	1	0	5	5	4	8	9	8	4	9	17	8	4	9	9	0	13	21	28	16	19	22	18	0	9	26	28	22	27	17	27	29	47	28	28	23	31	28	49	36	42	41	28	42	31	47	44	34	28	45	53	37	42	45	46	58	38	37	61	61	63	62	66	67	62	68	0	0	0	0	72	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	3	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	2	3	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2
27000	-579.525614641015295	-586.381102591974695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694565215055002	4	9	8	10	8	9	5	8	19	18	24	14	21	21	29	16	31	24	24	24	28	33	35	30	35	33	32	28	29	35	35	36	37	35	41	41	48	39	48	46	42	36	48	44	49	46	44	46	54	47	51	54	44	48	48	58	54	57	53	61	60	59	63	72	70	73	80	81	75	87	97	87	89	103	97	0	1	1	0	1	0	1	1	4	2	9	5	9	9	13	5	21	13	14	0	13	17	28	10	19	15	21	0	14	26	28	21	27	13	27	29	47	28	28	38	31	28	41	36	53	41	42	23	43	31	44	34	23	31	47	37	39	54	46	58	55	23	50	62	61	63	69	69	61	68	0	0	0	0	72	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	2	1	1	2	2	1	1	2	4	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	2	1	3	2	2	1	1	1	2	2	2	1	1	1	1	1	2
27500	-589.429914541151220	-596.285402492110620	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657815116491240	2	11	7	8	6	9	12	7	16	15	19	25	15	21	32	25	26	28	24	27	28	25	35	30	30	33	25	27	31	40	33	38	35	39	43	42	50	38	48	41	42	41	46	47	42	46	44	46	49	42	50	49	47	49	54	60	57	51	54	58	62	66	64	67	68	65	76	80	85	87	96	92	96	103	99	0	1	1	0	1	0	5	1	4	8	9	10	4	9	18	2	14	9	14	0	13	13	28	16	14	18	13	0	27	26	28	33	27	18	17	29	23	28	38	23	38	28	41	36	38	41	23	23	47	31	44	34	31	45	39	53	47	54	47	58	47	56	39	61	63	50	66	67	67	68	0	0	0	0	72	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	2	1	1	3	2	2	1	2	1	2	1	1	2	1	1	2	2	3	1	3	2	2	2	1	2	1	1	1	1	2	1	1	2	1	3	2	1	2	2	3	1	2	2	3	1	4	1	1	2	1	2	2	1	1	1	1	1	2
28000	-584.525036508822268	-591.380524459781668	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600336682305921	3	11	7	8	7	8	12	6	14	14	20	18	20	18	25	21	21	27	24	22	30	26	29	31	33	35	30	24	32	37	33	38	34	40	47	37	49	41	45	46	44	43	50	41	46	46	41	45	52	49	49	50	47	52	51	51	60	56	53	54	59	59	62	73	68	70	69	73	80	88	96	89	93	95	99	0	5	1	0	1	0	5	1	4	2	9	8	9	9	13	10	13	17	14	0	15	13	28	5	11	27	17	0	14	17	28	17	17	27	18	19	47	31	38	47	23	23	41	25	42	41	23	42	43	39	44	34	28	45	23	42	55	60	46	54	39	37	62	38	61	62	38	62	67	69	0	0	0	0	72	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	2	2	2	1	3	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	2	2	4	1	4	1	2	1	2	1	2	2	1	4	1	1	3	1	2	2	1	1	1	1	2
28500	-614.681001337814109	-621.536489288773510	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626323874634704	-2	11	4	6	6	8	11	3	18	13	11	25	20	21	25	20	30	27	27	25	29	31	30	25	33	34	30	26	32	33	36	38	37	38	44	35	52	40	47	38	41	43	49	47	47	45	41	47	53	51	52	50	51	54	55	58	54	50	55	60	62	65	65	70	71	68	74	73	83	85	99	89	96	103	97	0	8	1	0	1	0	1	1	11	5	4	10	11	11	13	1	13	13	14	0	13	13	28	2	19	17	13	0	19	27	28	22	21	22	22	29	39	28	28	28	31	28	42	25	47	41	28	38	38	47	44	34	47	45	39	53	39	45	46	58	38	37	50	61	61	62	47	50	68	68	0	0	0	0	72	1	1	1	1	2	1	2	2	2	2	2	2	1	2	1	3	2	2	1	1	2	2	2	2	2	1	2	1	1	1	2	1	2	2	2	1	1	2	3	2	1	2	1	4	1	1	3	1	3	1	2	2	2	1	1	1	2	1	2	2	4	2	2	1	1	1	6	2	2	2	1	1	1	1	2
29000	-592.199290515129292	-599.054778466088692	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585963719401834	4	13	7	6	7	12	8	8	14	16	25	25	19	21	31	26	27	22	27	24	32	27	35	32	31	36	31	29	30	33	35	39	34	38	43	41	47	38	46	44	46	40	51	47	44	47	48	48	53	39	52	56	41	49	50	61	56	53	53	56	57	65	61	67	69	74	69	82	83	86	98	94	90	103	99	0	1	1	0	1	0	1	1	4	8	9	2	9	9	22	2	13	13	11	0	18	13	28	2	19	17	22	0	14	17	28	17	27	13	26	29	31	28	50	23	42	28	41	29	38	23	31	53	43	23	36	34	28	45	37	53	55	42	37	54	39	47	39	56	62	37	56	67	67	67	0	0	0	0	72	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	1	3	2	2	3	2	2	1	2	2	2	2	1	2	2	1	1	1	2	3	2	1	1	4	1	3	1	2	2	3	2	1	1	3	1	2	4	3	1	1	1	1	1
29500	-581.691285648998814	-588.546773599958215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654864911043648	-3	13	7	9	3	9	11	9	20	16	24	23	16	25	29	25	24	21	26	20	32	29	32	30	29	30	31	26	33	33	31	42	38	37	41	39	52	40	40	46	46	38	43	43	44	48	42	48	51	45	51	55	49	47	48	60	56	51	54	59	60	64	54	71	68	72	70	78	82	84	97	94	91	103	99	0	1	1	0	1	0	5	1	4	8	4	2	4	9	17	12	13	9	9	0	17	17	28	16	19	17	17	0	19	26	28	22	11	21	27	29	28	42	31	47	42	23	38	29	42	23	39	38	43	39	44	34	47	45	47	37	53	54	46	58	37	53	53	65	37	62	61	67	67	68	0	0	0	0	72	1	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	3	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	2	2	1	1	1	2	2	1	1	1	4	1	1	2	2	1	1	1	1	1	2
30000	-605.021498483797131	-611.876986434756532	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656643612187788	-4	12	4	2	5	10	11	9	17	17	21	19	21	19	30	24	26	27	27	23	24	30	33	34	32	34	34	30	34	36	35	31	31	38	43	41	50	40	47	45	47	37	48	47	45	49	42	47	53	49	52	53	43	50	45	57	59	53	56	60	56	68	65	66	71	67	72	79	86	82	95	87	92	98	96	0	1	1	0	1	0	5	5	4	5	9	8	9	4	17	5	21	21	11	0	13	17	28	16	9	22	33	0	19	26	28	21	17	27	17	29	38	28	31	53	23	23	23	36	53	28	23	23	43	39	44	34	28	45	28	48	37	54	46	58	31	55	38	61	63	53	48	66	68	67	0	0	0	0	72	1	1	2	1	2	1	1	1	2	3	1	2	1	3	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	4	1	2	1	2	1	2	1	2	1	1	3	2	3	1	1	1	2	2	1	2	1	1	1	2	1	2	4	3	1	1	4	5	1	2	1	1	1	1	1	3
30500	-588.179347500706058	-595.034835451665458	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639652011997339	2	10	6	7	7	11	12	5	15	9	21	15	18	23	31	23	29	26	26	18	23	26	33	22	32	34	34	29	33	35	34	35	36	39	39	42	47	40	42	48	39	39	43	45	48	47	41	48	48	49	51	48	50	51	49	55	59	55	54	58	53	65	63	74	70	67	78	77	84	89	100	90	93	105	98	0	8	8	0	1	0	5	1	4	8	9	8	9	11	22	12	13	21	14	0	13	13	28	12	19	22	15	0	19	21	28	17	18	30	27	29	28	28	31	47	31	28	38	36	47	41	28	42	43	47	44	34	38	45	23	39	50	45	46	58	50	37	58	63	55	37	56	66	68	69	0	0	0	0	72	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	2	3	2	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	3	1	1	2	1	1	1	2	1	2	5	4	4	2	2	1	1	1	1	1	2
31000	-611.652375174277608	-618.507863125237009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577982936219910	-3	12	6	7	1	2	13	11	16	15	19	17	18	20	33	12	31	26	25	14	29	27	33	36	32	36	31	23	34	34	35	36	38	39	43	41	50	38	44	44	41	39	50	46	45	42	45	50	48	48	54	54	53	50	50	57	58	53	51	57	57	62	66	72	69	72	78	70	85	77	100	95	91	101	99	0	5	5	0	1	0	5	5	4	5	9	8	9	9	18	5	13	13	14	0	13	13	28	12	19	21	22	0	19	21	28	15	17	22	17	29	38	31	28	38	31	28	41	36	23	42	42	31	39	23	36	34	42	31	47	53	37	39	46	31	47	42	61	47	62	62	68	62	67	68	0	0	0	0	72	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	3	2	2	1	1	2	2	2	3	2	2	1	1	1	1	2	1	2	2	2	1	2	1	3	1	1	2	2	1	4	1	2	2	1	2	2	2	2	2	1	1	2	2	2	4	2	3	1	4	1	2	2	2	1	1	1	1	1	1	1
31500	-593.933137988574003	-600.788625939533404	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691833702437527	2	13	8	5	8	10	12	7	17	14	25	17	21	19	30	17	29	25	22	18	26	34	35	29	33	28	32	26	28	38	36	33	36	38	46	39	50	38	43	46	47	42	51	43	45	46	44	50	50	48	51	50	38	51	48	59	58	49	50	60	58	64	61	71	67	74	77	74	82	88	99	88	94	104	96	0	8	1	0	1	0	8	1	4	5	9	1	9	9	13	5	21	9	14	0	13	21	28	16	19	18	13	0	9	32	28	13	21	22	27	29	50	28	31	31	53	28	47	36	31	38	23	39	41	39	44	34	28	31	42	55	50	38	46	54	50	56	37	65	61	62	68	61	68	67	0	0	0	0	72	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	2	1	1	2	2	1	2	1	2	2	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	3	2	2	2	2	1	1	1	2	2	2	2	2	2	1	1	1	1	2
32000	-607.487530293233249	-614.343018244192649	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607378316995386	1	10	6	6	6	11	13	5	20	14	23	25	17	19	31	16	25	28	25	23	31	30	34	32	34	30	31	31	30	37	35	30	37	40	42	36	46	41	46	45	43	40	50	40	45	45	47	49	53	48	52	53	51	52	51	57	52	52	55	57	51	64	60	71	63	71	78	67	84	86	98	94	87	101	96	0	1	1	0	1	0	5	1	4	5	9	2	4	4	13	8	13	13	14	0	13	17	28	16	19	17	17	0	19	22	23	13	21	27	17	29	28	28	23	42	31	28	37	36	38	38	23	31	43	23	36	34	50	45	37	50	31	45	46	54	39	53	47	50	61	68	62	39	67	67	0	0	0	0	72	1	2	1	1	1	1	1	1	1	1	1	3	1	2	3	2	2	2	1	1	2	2	1	2	2	2	1	1	2	1	1	2	2	2	3	2	2	2	2	1	1	2	2	1	1	1	2	2	1	3	3	3	1	2	1	2	2	1	2	2	1	2	2	3	2	2	2	4	1	2	1	1	1	1	1
32500	-593.462518212187547	-600.318006163146947	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.618821179005513	-2	10	6	9	7	8	11	6	16	15	23	20	20	19	32	20	32	24	29	26	33	26	34	36	28	26	32	30	35	37	34	41	37	38	45	40	43	37	43	45	44	40	47	50	48	47	48	49	48	48	49	51	45	39	46	52	56	56	55	59	60	62	56	70	70	68	77	81	83	85	95	88	88	101	96	0	5	1	0	1	0	5	1	4	8	14	5	9	9	13	5	22	9	9	0	18	13	28	12	14	13	22	0	25	26	28	30	27	21	21	25	23	23	31	42	37	28	41	29	53	39	23	38	43	53	36	34	23	31	38	37	53	54	46	58	37	63	38	39	47	48	64	67	67	68	0	0	0	0	72	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	2	3	1	1	2	1	1	1	2	2	2	1	1	1	2	4	1	1	2	1	2	5	4	3	1	1	2	1	1	1	1	1	2
33000	-613.765353227737023	-620.620841178696423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628498879968036	2	8	6	7	4	5	11	8	14	10	23	23	18	23	31	26	32	21	28	25	27	24	34	29	33	31	32	32	33	39	37	37	32	39	39	42	50	40	44	47	46	42	49	50	49	41	37	47	52	40	48	52	41	53	46	62	52	55	53	55	62	60	54	72	71	74	79	81	85	88	96	94	93	93	100	0	1	1	0	1	0	2	5	4	1	4	8	4	4	21	10	14	13	14	0	22	18	28	12	14	22	22	0	9	11	28	27	22	32	33	25	42	47	38	47	50	23	31	51	53	31	28	38	43	28	36	35	23	45	42	47	42	38	46	37	63	23	37	62	63	56	56	67	68	68	0	0	0	0	72	1	2	1	1	1	1	1	1	1	2	4	2	2	2	1	3	1	1	1	1	1	1	1	1	2	2	2	1	2	3	2	1	2	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	4	1	2	2	1	1	4	1	3	2	1	2	1	1	1	1	1	1	1	2
33500	-633.456211614316771	-640.311699565276172	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637102778272447	2	11	7	5	9	3	13	10	16	14	19	17	18	24	28	21	33	24	29	26	25	35	31	33	32	31	28	29	25	36	34	40	37	36	44	40	51	39	47	43	37	45	48	46	49	42	49	44	51	50	55	52	45	51	53	55	56	45	53	52	61	68	65	69	65	74	76	79	69	87	93	87	94	101	98	0	1	1	0	1	0	5	1	4	1	9	5	4	13	21	10	21	13	9	0	13	21	28	12	9	13	9	0	11	17	28	27	17	13	17	25	38	28	38	38	23	38	42	29	28	38	53	31	43	38	44	34	28	42	38	47	42	38	46	58	50	53	45	61	45	47	69	69	61	69	0	0	0	0	72	1	2	1	1	1	1	1	1	2	2	1	2	3	1	1	2	1	1	1	1	2	2	1	3	2	3	2	1	1	1	2	3	1	2	3	2	2	2	1	1	1	2	1	2	3	1	1	2	1	2	1	3	2	1	2	1	2	1	2	2	2	4	2	2	2	5	2	2	1	2	1	1	1	1	2
34000	-611.142728052411599	-617.998216003370999	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583005616539582	-1	13	7	7	3	9	9	7	13	14	20	27	19	17	32	18	25	23	25	21	28	29	33	34	30	32	32	31	28	37	36	36	35	41	45	35	45	40	47	41	45	42	52	48	48	48	45	48	52	48	51	54	42	52	43	60	55	45	54	55	61	61	65	65	68	71	73	80	80	87	100	93	85	104	99	0	1	5	0	1	0	5	5	4	1	14	7	9	9	11	5	13	13	14	0	13	13	28	12	19	21	17	0	19	26	28	17	15	15	15	19	23	28	38	23	53	28	41	36	38	41	23	42	41	42	44	34	31	45	31	47	55	38	46	58	37	55	39	61	63	42	63	50	38	68	0	0	0	0	72	1	5	1	1	1	1	1	1	1	3	1	3	1	1	2	2	2	1	1	1	2	2	1	1	2	1	2	1	1	1	1	2	1	3	1	1	1	2	2	1	1	2	1	3	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	3	4	3	1	1	4	2	4	6	2	1	1	1	1	2
