step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-3521.247338570224656	-3528.102826521183943	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.001007387338909	-1	2	1	2	3	6	6	7	8	8	8	11	9	11	12	12	12	12	12	12	11	13	13	12	13	12	14	15	14	16	15	16	15	16	17	18	17	18	18	16	18	17	17	16	18	17	20	18	19	18	21	19	18	19	20	20	19	20	20	20	19	20	20	20	21	22	22	21	20	22	22	22	22	22	21	22	22	23	23	25	24	23	24	24	24	25	25	27	26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	4	4	4	5	5	5	6	5	6	7	7	7	7	7	7	6	7	7	7	7	7	8	8	8	9	8	9	8	9	9	10	9	10	10	9	10	9	9	9	10	9	11	10	10	10	11	10	10	10	11	11	10	11	11	11	10	11	11	11	11	12	12	11	11	12	12	12	12	12	11	12	12	12	12	13	13	12	13	13	13	13	13	14	14
500	-1177.333951528176158	-1184.189439479135444	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.003171647168526	-2	1	1	0	3	6	6	6	8	8	9	11	7	11	13	11	11	10	9	12	11	13	12	9	12	12	15	16	14	16	15	17	16	17	18	18	15	19	19	15	18	16	18	17	19	16	21	17	19	19	21	20	18	18	21	21	19	21	21	20	19	21	21	21	20	22	23	21	21	22	23	23	22	21	21	22	23	22	23	25	24	23	22	24	23	26	26	28	27	0	1	4	1	1	5	4	3	4	6	3	2	0	6	10	8	4	13	13	10	5	26	4	13	19	5	10	15	19	0	16	6	19	0	18	6	22	0	30	16	7	29	13	19	9	19	24	42	37	46	26	30	40	24	24	29	16	22	2	25	18	19	11	30	24	26	4	23	18	7	24	19	18	24	26	42	37	24	65	1	29	31	3	60	69	24	16	57	65	1	2	1	1	3	1	4	3	4	1	4	6	1	4	3	3	5	2	1	2	5	1	6	1	2	6	3	2	3	1	2	6	4	1	3	7	1	1	1	2	7	2	6	4	7	4	7	1	2	2	5	2	2	4	10	6	5	4	9	4	5	9	9	4	5	5	13	7	10	11	10	9	6	7	5	4	6	6	2	14	8	4	11	1	1	13	11	5	4
1000	-861.941161670399197	-868.796649621358597	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.035482988733075	-1	2	2	1	3	5	6	7	7	8	6	11	8	10	11	12	12	11	10	12	11	12	13	10	13	12	14	15	15	16	13	16	16	15	18	18	17	18	18	16	17	18	17	16	19	17	19	18	18	19	21	20	19	19	20	21	18	20	19	21	19	20	21	21	21	22	22	21	20	23	22	23	22	22	21	23	23	23	22	26	25	23	24	24	24	25	25	26	27	0	4	4	1	1	1	5	3	1	1	1	5	0	3	9	9	8	13	13	5	8	14	1	13	14	15	10	9	19	0	24	27	19	0	40	8	8	0	30	13	15	22	18	19	9	29	25	33	4	34	5	30	40	24	57	25	40	48	46	10	24	48	34	30	57	34	7	42	41	11	25	19	19	23	39	55	69	18	54	73	19	55	30	63	49	31	48	56	40	1	1	1	1	2	2	2	3	3	4	4	3	1	3	2	2	3	2	2	5	2	1	5	1	1	1	4	4	2	1	2	1	3	1	1	7	6	1	1	3	4	2	3	4	5	1	2	1	8	2	12	3	2	6	1	7	1	1	1	10	6	2	5	3	1	6	10	2	2	13	7	7	5	5	1	2	2	5	1	2	8	2	4	2	2	8	3	2	6
1500	-528.878549501530529	-535.734037452489929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451169138658999	-1	2	1	2	3	6	6	8	8	8	6	11	9	10	12	12	13	12	12	12	10	13	14	12	14	12	15	15	14	17	14	16	15	17	17	19	18	18	18	17	19	16	17	17	18	16	20	18	19	18	20	19	18	20	20	20	18	21	21	21	18	21	20	20	21	22	22	21	21	22	23	23	22	23	21	22	21	23	23	25	22	23	25	24	24	26	25	27	25	0	1	1	1	2	5	5	1	6	6	3	6	0	10	1	10	14	13	13	21	11	13	4	13	26	21	17	25	19	0	24	17	19	0	24	17	18	0	30	31	3	12	29	29	27	33	57	43	27	34	15	38	40	53	61	48	22	31	41	33	31	48	34	52	44	34	38	42	43	64	57	40	46	70	36	53	42	47	61	46	46	65	74	26	21	44	69	69	71	1	2	1	1	1	2	1	4	1	1	2	4	1	1	8	2	2	2	2	1	2	2	5	2	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	3	8	2	1	2	2	1	1	1	2	1	4	1	1	1	1	1	2	4	1	4	2	1	2	1	2	3	2	3	3	1	3	5	3	1	1	3	2	1	2	4	3	1	1	7	7	5	2	4	1
2000	-460.190945508607967	-467.046433459567368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673176648641475	0	1	2	2	4	5	7	6	9	8	7	12	10	11	10	12	11	13	12	12	11	14	13	13	13	12	15	14	15	16	15	17	15	17	16	17	16	19	17	17	17	16	17	16	17	14	18	18	19	18	20	19	18	19	20	21	19	20	18	19	20	19	20	21	21	23	21	21	19	22	23	22	23	22	21	22	23	22	24	24	25	23	25	25	24	23	25	27	27	0	1	1	1	4	4	8	5	11	8	8	7	0	9	10	9	5	13	13	15	15	14	10	13	21	15	25	16	18	0	24	29	19	0	24	25	13	0	30	31	30	29	33	33	27	19	31	19	45	34	36	30	40	53	37	48	53	52	41	45	31	42	50	38	57	34	69	42	32	64	54	29	37	45	36	57	48	47	65	56	73	55	64	59	76	65	48	81	86	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	3	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	3	1	3	1	1	3	3	5	2	2	3	2	2	2	1	1	2	2	3	1	1	2	1	2
2500	-525.977699063564501	-532.833187014523901	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544925331572481	0	2	1	2	4	5	5	8	8	8	8	11	9	11	13	10	12	11	12	13	11	14	14	13	13	13	13	15	15	16	16	15	16	15	18	18	17	16	19	15	19	16	17	17	17	18	20	18	18	19	20	20	18	19	21	20	20	19	20	20	18	19	19	19	19	23	22	21	21	23	23	22	21	23	22	23	22	24	23	25	25	22	24	23	23	22	24	27	27	0	1	1	1	4	1	3	6	6	4	6	13	0	10	8	9	8	13	13	21	10	16	16	13	19	21	16	15	12	0	40	15	19	0	31	27	30	0	30	24	21	29	29	29	23	29	53	42	15	34	41	38	31	37	47	42	13	44	50	65	31	42	34	38	53	34	53	56	48	64	53	46	33	29	51	53	69	82	65	23	73	54	64	25	62	57	69	72	86	1	1	1	1	1	2	2	2	2	3	1	1	1	2	3	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	3	1	1	1	1	1	1	1	3	1	1	3	1	1	1	2	4	2	1	1	1	2	2	1	1	2	2	1	1	2	3	2	2	4	1	2	1	1	2	6	2	2	3	4	2	1	2	2	2
3000	-588.375236833329382	-595.230724784288782	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511118866710006	-1	1	2	3	4	6	6	4	7	8	8	11	9	11	12	11	13	11	12	13	10	14	13	12	13	12	15	14	14	16	15	17	14	15	17	18	16	18	18	17	19	18	18	17	19	16	19	19	19	18	21	19	19	17	20	20	17	20	21	20	19	21	20	20	22	22	21	21	20	22	22	22	22	22	22	21	22	24	23	23	24	24	24	24	24	26	26	27	27	0	1	1	3	4	8	3	1	8	8	9	6	0	11	21	6	11	13	18	15	10	23	14	18	12	21	9	21	19	0	24	33	19	0	24	28	27	0	30	33	43	33	13	33	9	19	31	43	22	34	60	38	31	22	35	42	31	52	55	32	31	41	41	52	61	50	24	48	29	38	54	62	43	25	52	31	43	80	65	59	46	47	41	46	66	65	48	72	54	1	1	1	1	1	1	2	2	2	3	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	4	3	1	1	1	2	1	1	2	3	1	1	1	2	1	2	4	1	6	2	2	1	2	2	1	1	2	2	1	1	2	1	1	1	3	1	1	1	2	3	4	1	4	3	3	1	2	3	2	3	3	1	1	1	4	2	3	5	1	2	5	2	3
3500	-609.322983218480090	-616.178471169439490	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.525927967592543	0	1	1	2	3	6	5	7	9	8	7	10	9	9	12	12	12	13	11	13	9	14	14	13	14	12	13	13	14	17	15	16	15	16	17	18	17	18	18	16	18	17	17	16	18	18	18	18	19	17	21	20	18	19	20	20	16	19	21	20	19	20	20	21	21	22	22	20	21	23	21	22	23	23	21	21	21	22	24	26	24	23	24	25	24	26	25	26	26	0	1	1	1	1	4	4	4	5	6	1	14	0	11	10	21	6	13	13	11	6	17	9	13	26	21	5	10	12	0	24	22	11	0	31	17	57	0	30	31	13	29	44	18	14	32	24	42	36	34	36	38	40	57	31	47	31	38	54	34	35	48	34	52	61	50	42	33	42	64	53	46	75	60	58	61	42	33	35	44	46	71	30	73	69	65	77	33	54	1	1	1	1	1	2	2	2	2	1	3	1	1	1	1	2	2	2	1	3	1	1	4	2	2	2	5	2	2	1	1	1	5	1	2	2	1	1	1	1	5	2	1	1	4	1	3	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	3	1	1	2	2	1	2	1	1	2	1	1	1	1	2	4	2	7	4	1	3	1	2	4	3	4	4
4000	-449.884529472259203	-456.740017423218603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649377322193322	0	2	2	1	4	5	6	7	8	8	9	11	10	12	11	13	12	12	12	11	11	13	12	12	12	12	15	15	15	14	15	16	15	15	16	18	17	18	18	16	19	18	17	17	17	17	21	18	19	18	21	20	18	18	20	19	19	20	21	19	18	19	21	21	22	23	21	21	21	22	22	22	22	22	20	22	23	22	24	25	23	23	25	24	23	25	25	27	26	0	1	1	1	4	4	5	6	8	8	8	10	0	11	10	20	9	13	13	11	8	25	11	13	13	10	12	14	22	0	24	22	19	0	31	27	32	0	30	33	35	44	33	33	17	29	31	33	11	34	36	38	40	40	31	42	31	53	61	40	31	19	34	38	54	63	49	62	42	52	47	75	60	52	62	54	48	53	76	84	46	78	59	67	65	85	77	73	47	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	1	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	2	1	2	1	3	1	4	2	1	1	1	1	2	1	1	1	2	1	1	4	3	2	2	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	5	1	2	2	1	1	1	2	3
4500	-482.515951313532412	-489.371439264491812	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700667309477784	-1	1	1	3	3	6	4	7	8	8	9	11	8	11	12	13	13	11	12	12	11	12	10	12	14	13	15	15	14	15	15	16	12	17	18	18	16	17	18	16	19	18	16	17	18	18	21	19	20	18	21	18	18	20	20	21	18	19	20	19	20	20	20	20	21	22	22	21	19	23	23	23	22	20	21	22	22	23	22	25	24	23	25	23	23	25	25	28	27	0	1	1	3	2	4	5	4	4	6	8	9	0	10	9	19	14	13	18	14	9	14	10	13	19	21	17	26	19	0	24	33	13	0	33	27	28	0	30	31	40	44	33	29	22	43	32	29	45	25	36	38	40	57	57	48	31	34	35	31	31	42	50	52	53	34	62	48	43	64	61	48	43	53	49	40	62	53	74	74	73	40	70	49	73	47	44	81	86	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	3	3	1	1	1	1	3	1	2	2	2	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	2	2	2	3	1	1	3	1	3	1	1	2	3	1	2	1	2	5	2	1
