step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55
5000	-297.109283743008973	-295.568699749474092	-1.540583993534896	0.000012896906871	0.000015548597953	1.205606748047582	0.786147966425737	1	2	1	4	5	3	5	5	7	4	10	8	11	16	13	12	13	14	14	14	15	16	17	14	17	18	16	17	17	19	20	20	20	20	19	19	21	23	23	21	22	21	21	22	22	24	23	24	27	24	25	28	30	27	31	0	1	0	2	2	3	3	10	10	3	12	9	7	20	13	13	13	17	16	13	13	19	27	17	21	20	20	24	21	28	35	23	27	29	15	29	28	34	30	26	34	31	36	35	37	40	41	40	44	40	50	49	51	51	0	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	2	3	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	1
5500	-290.573023772294619	-289.142406326849198	-1.430617445445441	0.000014720216511	0.000013379335447	0.908908876241447	0.746025611427179	0	2	1	2	4	4	6	5	7	4	10	9	11	17	13	12	12	15	11	14	13	17	18	16	17	20	16	18	18	19	20	19	20	20	19	20	21	23	22	21	22	22	22	24	21	23	23	23	27	25	26	28	28	27	30	0	1	0	1	2	3	8	10	7	3	8	8	12	16	17	19	13	15	11	13	11	15	27	15	21	23	20	24	25	28	35	27	27	29	25	29	28	34	45	32	36	31	36	35	30	40	41	40	44	40	50	49	51	51	0	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1
6000	-276.346262491118353	-274.853772388548975	-1.492490102569398	0.000021271245746	0.000023018202322	1.082127610068659	0.765262723942800	0	2	0	3	5	3	5	3	7	6	10	8	11	16	14	12	12	14	14	14	15	16	18	16	18	19	16	18	18	18	20	19	21	21	19	21	21	24	22	21	23	21	22	24	22	23	24	25	26	25	26	28	30	27	30	0	1	0	1	2	3	8	3	7	7	12	10	10	17	17	13	11	13	13	13	13	16	27	21	22	27	20	24	21	24	35	27	26	29	25	29	28	34	30	32	36	31	36	42	30	40	41	46	44	46	50	49	54	51	0	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	3	2	1	2	1	1	1	1	1	1	1
6500	-301.956481678666989	-300.579525900984379	-1.376955777682608	0.000025045430985	0.000017861737962	0.713173511478672	0.657963462248748	0	2	0	3	5	4	5	6	7	5	9	8	10	16	12	12	13	13	13	14	15	17	16	15	17	19	17	17	18	19	20	18	21	20	19	20	21	23	22	21	23	21	21	23	22	23	23	25	26	24	25	28	30	28	31	0	1	0	2	2	3	3	6	10	3	9	6	9	16	9	12	16	13	16	15	17	17	20	13	21	27	23	24	25	24	35	27	27	29	14	29	24	29	24	26	36	31	36	42	30	40	36	46	44	40	50	49	51	51	0	1	1	1	1	2	2	2	1	2	2	1	2	1	2	2	3	1	2	1	1	1	2	1	2	2	2	1	1	1	3	1	1	2	2	2	2	2	2	3	1	1	1	1	1	1	2	1	1	2	1	1	1	3	2	1
7000	-280.471830090723927	-278.281300984268739	-2.190529106455167	0.000074801671360	0.000008517491400	0.113867661575822	0.631766680406310	0	1	0	2	4	4	6	6	7	5	9	8	10	15	13	9	12	14	12	13	15	16	17	16	17	18	17	17	18	18	21	20	20	20	18	19	21	25	22	21	21	20	21	24	21	23	23	25	26	24	26	29	29	28	32	0	1	0	1	2	3	10	6	8	6	9	7	12	15	17	10	13	13	12	13	15	13	20	18	21	18	20	24	22	24	42	22	20	29	22	18	24	29	30	26	36	35	36	31	28	40	41	46	44	46	50	49	51	51	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	3	2	1	1	2	2	1	1	1	1	2	4	1	1	2	2	3	2	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1
7500	-300.050566450109045	-298.574186372796476	-1.476380077312555	0.000076330504905	0.000023847207217	0.312420404488321	0.657570541535595	0	1	0	3	6	4	6	5	8	4	10	9	10	17	15	12	12	14	14	14	14	16	17	16	17	18	17	17	18	19	21	20	21	21	19	21	20	23	21	22	22	22	22	22	23	23	24	23	27	25	25	29	29	27	31	0	1	0	1	1	3	10	3	7	3	7	7	12	15	18	9	9	13	16	17	13	18	17	15	21	15	15	24	15	28	35	27	27	29	19	29	24	34	28	33	36	35	36	31	37	40	41	33	44	46	33	49	51	51	0	1	1	1	2	3	2	1	2	1	1	2	1	1	1	1	3	1	3	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	2	2	1	3	1	3	1	1	2	1	1	2	1	1	1	3	1	2	1	2	1	1
8000	-335.016217914749973	-333.633134987928656	-1.383082926821295	0.000077527910580	0.000033934942240	0.437712586174620	0.653623338047585	-1	1	0	3	6	5	6	5	7	3	10	8	10	17	14	12	14	14	13	14	15	16	15	15	16	19	16	17	17	18	22	19	20	21	17	21	21	25	22	21	22	19	22	24	23	22	23	25	27	24	25	29	29	27	30	0	1	0	1	4	10	10	3	10	3	12	10	12	21	16	12	11	16	12	13	11	15	15	16	20	27	23	17	21	24	42	23	23	30	17	29	30	29	30	33	29	25	19	42	39	40	36	33	44	26	46	49	48	48	0	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	2	1	3	2	4	1	1	1	1	2	1	2	1	3	2	2	2	2	1	2	2	2	2	1	2	1	3	2	1	1	1	2	1	1	2	1	2	1	1
8500	-299.259253398960652	-297.534886841565026	-1.724366557395618	0.000093583130327	0.000018365904168	0.196252295723849	0.575888476672421	0	1	1	3	3	4	5	5	8	3	10	7	11	16	13	12	14	13	13	15	15	16	16	14	18	19	17	17	18	19	21	18	20	20	18	22	21	25	21	21	21	22	21	23	21	23	23	25	28	26	25	28	28	27	31	0	1	0	2	1	3	3	3	10	3	9	7	11	15	13	13	15	13	13	15	15	19	20	16	21	27	23	15	21	24	35	23	27	21	22	28	30	34	28	33	29	34	29	35	30	40	41	40	31	33	46	44	51	51	0	1	1	1	1	1	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	2	3	1	2	1	2	2	1	2	1	2	2	1	2	1	2	3	3	1	2	1	1	1
9000	-312.077261087837883	-310.543844016530500	-1.533417071307376	0.000090221397845	0.000024664797538	0.273380795770086	0.735293158220678	0	2	1	3	4	3	6	4	8	2	9	8	11	15	15	12	14	13	13	15	15	17	18	16	17	19	16	17	16	18	22	19	20	20	18	21	21	25	21	21	22	20	21	23	23	23	24	25	25	26	24	29	29	27	30	0	1	0	2	1	10	8	10	8	3	12	10	7	13	17	13	16	16	16	18	17	19	27	21	14	27	20	24	14	24	42	25	23	15	21	29	22	22	30	26	43	14	29	35	37	32	36	46	44	46	40	44	51	51	0	1	1	1	1	2	1	2	1	2	1	1	3	2	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	2	2	3	2	1	1	1	2	2	1	2	1	1	1	1	1	3	2	2	1
9500	-313.409888763759000	-311.773641964067281	-1.636246799691726	0.000100469477716	0.000022638011704	0.225322279150909	0.643432814365560	0	2	0	4	5	5	5	5	7	6	10	8	10	15	14	12	15	12	13	13	13	17	16	15	17	20	17	18	19	19	22	20	20	20	19	21	21	22	23	21	22	20	22	24	23	22	23	24	25	25	26	29	30	28	30	0	1	0	2	1	3	3	3	6	3	9	9	12	21	18	13	20	13	13	10	11	19	17	15	17	23	23	24	15	28	42	15	17	22	18	32	21	34	30	27	36	25	36	42	37	32	41	40	37	46	50	44	51	51	0	1	1	1	1	2	2	3	3	1	2	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	2	2	1	1	3	3	1	4	1	4	1	2	2	1	1	1	3	1	1	1	2	2	1	1	1	2	1	1
10000	-317.589266780978619	-316.107854068389940	-1.481412712588676	0.000069401906936	0.000021403665535	0.308401692120380	0.648135540270177	0	1	-1	3	5	4	5	5	7	6	10	8	9	15	13	12	14	15	13	13	14	16	17	14	17	18	18	17	19	18	21	20	20	21	19	21	21	24	21	22	22	20	22	23	21	24	24	25	27	22	26	29	30	28	31	0	1	0	1	2	3	3	3	10	3	12	9	6	15	16	12	15	15	13	7	13	19	14	16	20	23	15	24	22	24	35	23	23	21	25	29	28	42	24	33	29	21	36	25	30	33	41	40	31	33	50	49	51	51	0	1	1	1	2	2	2	2	3	1	3	1	1	2	1	1	2	1	1	3	3	2	2	1	1	2	1	3	2	1	2	1	1	2	4	2	1	2	1	2	1	2	3	1	2	2	2	1	1	3	1	2	1	1	1	1
10500	-283.762833566153688	-282.345989490551858	-1.416844075601833	0.000077197561669	0.000028947767152	0.374982920779616	0.697476645700611	0	2	0	3	6	4	5	6	8	4	10	8	10	17	13	13	13	14	14	14	14	17	18	16	16	20	17	17	19	18	20	19	21	21	20	21	21	24	22	22	22	22	22	23	23	23	24	23	26	24	25	28	29	27	31	0	1	0	2	2	3	3	6	8	3	8	8	12	17	13	9	9	17	15	15	15	13	17	21	19	32	20	24	21	24	22	20	26	29	21	29	28	34	30	26	29	35	36	31	37	40	41	27	44	40	48	49	51	51	0	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	3	1	1	1	1	3	2	1	1	1	2	1	2	1	2	2	1	1	3	1	2	2	2	1	1	1	1	2	1	1	1	3	2	1	1	1	1	2	1
11000	-284.222065103052842	-282.564845050488827	-1.657220052564004	0.000062276314812	0.000013554002354	0.217642973822444	0.779935160220180	0	2	0	4	4	4	6	4	7	6	9	8	10	16	13	13	14	14	11	15	14	15	16	15	17	20	17	17	18	18	21	18	20	21	20	20	19	24	22	21	23	22	22	24	20	23	24	24	27	24	25	28	27	27	32	0	1	0	2	1	3	8	3	7	8	8	7	10	20	13	19	19	15	13	15	10	16	15	21	22	32	23	24	21	28	21	27	27	29	25	29	24	29	30	33	36	31	36	42	28	40	41	46	44	40	50	44	51	51	0	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	1	1	1	1	1	3	1	2	1	1	1	1	2	2	1	2	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1
11500	-291.863488915556104	-290.355616113976680	-1.507872801579447	0.000064661206382	0.000018705086335	0.289278338301862	0.659533332302719	-1	1	1	3	5	5	5	5	7	4	10	9	10	16	14	12	12	14	14	14	14	16	17	15	16	19	17	18	17	19	21	18	21	20	19	19	21	24	21	19	22	22	21	24	22	22	24	23	26	25	25	28	28	28	32	0	1	0	2	2	3	3	3	6	3	8	8	7	20	17	13	13	17	17	17	17	16	22	21	21	32	20	24	21	28	35	27	26	29	25	29	24	29	30	23	34	31	36	35	30	40	41	27	44	46	48	49	51	51	0	1	1	1	1	1	2	3	2	2	1	2	3	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	5	2	1	1	1	1	1	2	2	1	2	3	2	1	1	1	1	2	1
12000	-325.926477361738762	-324.517449844174223	-1.409027517564524	0.000075397096065	0.000029142068409	0.386514467138002	0.578244065742939	-2	1	1	4	3	5	3	5	7	5	10	9	10	17	12	13	14	12	14	14	14	16	18	15	16	19	17	17	16	18	21	18	20	20	20	22	20	24	22	20	21	19	22	23	23	23	23	23	27	25	24	28	29	27	32	0	1	0	1	2	7	3	3	10	3	9	9	6	17	13	13	15	13	11	15	16	19	14	15	21	23	20	24	21	24	42	18	27	25	42	34	28	34	30	23	34	22	19	25	30	40	43	40	44	40	46	49	51	50	0	1	1	1	3	1	2	2	3	1	2	2	1	2	2	1	2	1	1	2	1	1	2	1	3	1	1	2	1	1	1	1	4	2	2	1	1	1	2	2	1	1	2	3	3	2	2	1	2	2	2	1	1	2	1	1
12500	-287.960957572760378	-286.460632267693995	-1.500325305066367	0.000059012396278	0.000017374575157	0.294422464647589	0.645925644612438	-1	1	1	2	5	5	5	6	7	5	10	8	10	17	14	12	12	14	13	15	15	16	17	15	16	19	17	18	17	19	22	20	21	20	19	20	20	25	22	22	23	21	22	24	23	23	23	24	26	24	26	28	30	28	32	0	1	0	2	1	3	3	6	10	3	9	8	12	21	17	11	13	17	8	19	11	11	20	15	15	23	20	24	15	24	35	23	27	29	25	29	30	34	30	33	36	25	36	31	39	40	36	40	35	46	50	49	51	50	0	1	1	1	1	3	2	2	1	1	2	2	2	1	1	1	2	1	1	3	1	2	3	1	1	1	1	1	2	1	2	2	2	2	1	2	2	1	2	1	1	2	2	1	1	1	1	2	1	4	1	1	1	2	2	1
13000	-316.136517896223666	-314.163062643704961	-1.973455252518732	0.000102213663191	0.000014598660620	0.142824943007668	0.659020782351336	1	2	1	2	5	4	6	5	8	5	8	9	9	16	13	11	15	13	12	14	14	15	16	16	17	20	17	17	18	19	21	18	19	21	20	20	20	24	23	21	22	22	22	23	22	22	23	24	26	23	24	28	28	26	31	0	1	0	1	4	3	10	3	7	3	10	10	10	20	13	11	15	13	13	16	16	18	19	19	21	33	20	21	14	25	32	19	23	29	32	25	28	29	30	26	36	31	36	35	28	27	41	46	31	46	46	49	51	51	0	1	1	1	1	1	2	1	2	1	2	2	2	2	1	1	1	1	2	2	2	1	1	2	2	1	1	2	2	1	2	1	3	2	2	1	2	1	2	2	1	1	1	1	2	3	2	1	1	2	1	1	1	2	1	1
13500	-337.488117864100104	-335.855201691438481	-1.632916172661648	0.000103104214003	0.000023362760392	0.226593652043282	0.573732399628466	-1	1	1	4	5	4	6	5	7	4	9	8	9	16	14	12	13	14	14	15	14	16	16	15	17	19	17	17	18	18	22	19	21	21	18	21	20	23	21	21	20	20	21	23	23	23	23	23	26	26	25	27	29	27	31	0	1	0	1	2	3	8	3	3	3	10	3	8	15	16	13	10	13	11	19	16	16	20	21	22	23	23	21	28	19	28	20	23	29	21	35	30	42	28	27	17	25	41	29	37	32	41	40	44	27	46	44	46	51	0	1	1	1	2	2	1	1	1	2	2	3	4	2	2	1	1	6	2	2	1	1	2	1	1	1	1	1	2	1	2	2	2	2	2	3	2	1	1	2	2	4	3	1	3	1	2	2	1	2	4	1	2	3	1	1
14000	-316.778613639654509	-314.845255398682241	-1.933358240972256	0.000094762549579	0.000014172242807	0.149555313463160	0.614283856776073	0	2	1	3	5	5	4	5	7	3	10	9	9	16	14	11	14	14	13	14	13	16	18	15	18	20	17	17	17	18	22	20	20	20	19	20	21	24	22	21	22	20	21	23	23	22	23	23	26	26	26	29	29	28	31	0	1	0	2	1	3	10	3	10	3	7	3	6	15	19	13	13	21	16	13	16	16	27	12	24	17	14	22	20	28	42	23	23	29	21	35	28	26	30	27	34	25	36	42	30	26	41	23	35	26	40	44	51	51	0	1	1	1	1	2	2	1	2	2	1	3	5	2	1	1	1	2	1	1	2	1	3	1	3	3	4	1	1	1	1	1	2	2	2	3	1	2	2	2	2	1	1	1	1	2	1	1	2	4	2	3	3	2	1	1
14500	-322.695833519600797	-321.009166556831246	-1.686666962769574	0.000098167470865	0.000020391111487	0.207717600416178	0.632034104657598	0	1	0	4	5	3	5	4	8	3	9	9	11	16	14	12	13	14	13	14	14	15	17	15	17	19	16	17	18	19	21	19	21	21	18	20	21	23	21	21	21	21	20	24	22	23	23	23	27	25	26	28	29	28	30	0	1	0	1	2	3	6	10	8	3	6	6	12	19	17	13	16	13	16	13	13	19	27	12	21	23	20	24	13	28	35	23	23	25	12	14	29	34	30	26	43	25	29	42	28	27	34	24	44	48	40	44	54	50	0	1	1	1	2	2	1	1	1	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	4	1	1	1	2	2	4	3	1	1	1	1	1	2	1	2	2	3	2	3	2	1	2	3	1	2	1
